date,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue
1997-12-31,31600000.0,296784000.0,,,-47365000.0,50125000,244079000.0,-65502000.0,,1362000.0,9782000.0,473875000.0,173480000.0,13442000.0,382592000.0,148735000,165518000.0,,41071000,121364000.0,639721000.0,-292000.0,55000000.0,0.0,0.1,250000000.0,63802000.0,24210000.0,55668000.0,316992000.0,,261228000.0,93067000.0,,31600000,584255000.0,31600000.0,32460000.0,-30000000.0,,,13023000.0,54605000.0,83231000.0,2614000.0,-82287000.0,417559000.0,11228000.0,,244079000.0,,3487000.0,51996000.0,,44623000.0,0.0,19536000.0,25000.0,243895000.0,7543000.0,-35742000.0,49184000.0,,966847000.0,72112000.0,47605000.0,-16293000.0,-7518000.0,327126000.0,,9054000.0,25042000.0,-16105000.0,260372000.0,742000.0,0.11,
1998-03-31,30593000.0,,,,-91785000.0,50385000,166861000.0,-63011000.0,,7530000.0,6890000.0,504468000.0,195326000.0,41042000.0,391063000.0,153825000,163635000.0,,42498000,125657000.0,600224000.0,-293000.0,83142000.0,0.0,,250000000.0,60912000.0,27336000.0,58068000.0,,,265406000.0,95757000.0,,30593000,550175000.0,30593000.0,32227000.0,-30000000.0,,,13698000.0,55289000.0,88279000.0,105000.0,-75356000.0,362187000.0,15406000.0,,166861000.0,,3450000.0,53259000.0,,44291000.0,0.0,21032000.0,-67002000.0,252735000.0,4111000.0,-11753000.0,52795000.0,,941238000.0,77989000.0,70527000.0,-77218000.0,-71113000.0,341014000.0,,7887000.0,20332000.0,-17119000.0,244079000.0,729000.0,,
1998-06-30,27029000.0,291372000.0,,,-105481000.0,50695000,134233000.0,-39985000.0,,-3456000.0,11555000.0,531497000.0,227401000.0,38119000.0,400853000.0,151603000,167347000.0,,42543000,133051000.0,620988000.0,14390000.0,70836000.0,0.0,0.09,250000000.0,77870000.0,27831000.0,56823000.0,307352000.0,,267802000.0,94780000.0,,27029000,542965000.0,27029000.0,31434000.0,0.0,,,13317000.0,56458000.0,89062000.0,-2613000.0,-78285000.0,361634000.0,17802000.0,,134233000.0,,3492000.0,52237000.0,,40346000.0,0.0,20803000.0,-38536000.0,233768000.0,15123000.0,-7774000.0,45893000.0,,943818000.0,85945000.0,73270000.0,-32628000.0,-53659000.0,322830000.0,,8152000.0,19275000.0,-19356000.0,166861000.0,724000.0,0.1,
1998-09-30,27831000.0,287648000.0,,,-336067000.0,49656000,69894000.0,-75717000.0,,-545000.0,22188000.0,559328000.0,288244000.0,49376000.0,408905000.0,156443000,176493000.0,,42622000,141522000.0,599339000.0,11877000.0,49979000.0,0.0,0.1,250000000.0,74071000.0,33786000.0,58814000.0,299524000.0,,267383000.0,97629000.0,,27831000,522437000.0,27831000.0,32447000.0,-5448000.0,,,13574000.0,58709000.0,92692000.0,-2381000.0,-83801000.0,358138000.0,17383000.0,,69894000.0,,3565000.0,55007000.0,,41405000.0,0.0,22560000.0,-47511000.0,239311000.0,4256000.0,-9513000.0,58889000.0,,931342000.0,86521000.0,275311000.0,-64339000.0,-51767000.0,332003000.0,,7034000.0,21215000.0,-21716000.0,134233000.0,715000.0,0.1,
1998-12-31,33919000.0,287640000.0,,,-266079000.0,53958000,111683000.0,-38525000.0,,-3506000.0,20813000.0,593247000.0,224040000.0,50292000.0,412805000.0,167357000,183795000.0,,44501000,138796000.0,575820000.0,19278000.0,46443000.0,0.0,0.12,250000000.0,80735000.0,28152000.0,65962000.0,302326000.0,,274009000.0,101395000.0,,33919000,587819000.0,33919000.0,33858000.0,0.0,,,11708000.0,48704000.0,95432000.0,-727000.0,-88363000.0,335723000.0,24009000.0,,111683000.0,,3473000.0,56894000.0,,45627000.0,0.0,23036000.0,18904000.0,329372000.0,22112000.0,-11118000.0,61410000.0,,1000624000.0,91634000.0,238672000.0,41789000.0,-3208000.0,424804000.0,,9457000.0,19010000.0,-15495000.0,69894000.0,1446000.0,0.12,
1999-03-31,13813000.0,,,,-506549000.0,59777000,53584000.0,-144352000.0,,3511000.0,22879000.0,607060000.0,348888000.0,64916000.0,190930000.0,186580000,187482000.0,,52308000,167197000.0,657709000.0,12783000.0,74881000.0,0.0,,,73409000.0,20223000.0,69667000.0,,,23733000.0,116913000.0,,40459000,879318000.0,13813000.0,36511000.0,0.0,,,16326000.0,52036000.0,101705000.0,485000.0,-85777000.0,402472000.0,23733000.0,,53584000.0,,1386000.0,64605000.0,,56785000.0,0.0,28094000.0,8820000.0,310834000.0,13990000.0,-12517000.0,77433000.0,,1070248000.0,123648000.0,381490000.0,-58099000.0,-5170000.0,412539000.0,,7469000.0,23326000.0,-17423000.0,111683000.0,1562000.0,,
1999-06-30,51615000.0,313866000.0,,,-667778000.0,74506000,110897000.0,-35745000.0,,-4615000.0,28955000.0,658675000.0,369867000.0,73830000.0,231294000.0,211403000,225610000.0,,66097000,193879000.0,781424000.0,5125000.0,63209000.0,13520000.0,0.16,,85911000.0,38209000.0,79758000.0,336826000.0,,37415000.0,131645000.0,,51615000,936979000.0,51615000.0,39539000.0,0.0,,,20815000.0,66081000.0,132866000.0,654000.0,-92744000.0,480764000.0,23895000.0,,110897000.0,,,65548000.0,,72430000.0,0.0,26009000.0,9348000.0,253983000.0,14637000.0,-9880000.0,83710000.0,,1168273000.0,121988000.0,641913000.0,57313000.0,-5289000.0,386849000.0,,8409000.0,33682000.0,-17332000.0,53584000.0,1573000.0,0.17,
1999-09-30,55974000.0,317534000.0,,,-625511000.0,85374000,75904000.0,-101688000.0,,-8662000.0,-22915000.0,714649000.0,352343000.0,17626000.0,259569000.0,238762000,244841000.0,,75310000,190453000.0,781467000.0,3775000.0,55649000.0,46320000.0,0.17,,94809000.0,36907000.0,90205000.0,343006000.0,,69116000.0,148557000.0,,55974000,1018075000.0,55974000.0,43902000.0,-22750000.0,,,22350000.0,82909000.0,145144000.0,-3306000.0,-99697000.0,428247000.0,22796000.0,,75904000.0,,,73247000.0,,78324000.0,0.0,29345000.0,28928000.0,351033000.0,28928000.0,-20141000.0,37767000.0,,1277644000.0,121506000.0,566714000.0,-34993000.0,0.0,496177000.0,,10064000.0,32040000.0,-14201000.0,110897000.0,1592000.0,0.18,
1999-12-31,68504000.0,319891000.0,,,-463974000.0,97891000,80548000.0,-115708000.0,,2069000.0,21940000.0,783153000.0,416993000.0,40857000.0,196866000.0,264259000,305421000.0,,85143000,172910000.0,857425000.0,5551000.0,41854000.0,0.0,0.2,,96266000.0,38845000.0,99576000.0,346162000.0,,23956000.0,164683000.0,,68504000,1194071000.0,68504000.0,47950000.0,0.0,,,26795000.0,97580000.0,198197000.0,2902000.0,-107224000.0,497541000.0,23956000.0,,80548000.0,,,79540000.0,,95299000.0,0.0,31590000.0,17993000.0,335315000.0,17993000.0,-61502000.0,102359000.0,,1390937000.0,90259000.0,409768000.0,4644000.0,0.0,533512000.0,,12748000.0,43806000.0,-14441000.0,75904000.0,3206000.0,0.21,
2000-03-31,476357000.0,,,,-749102000.0,113172000,85548000.0,-145069000.0,,288189000.0,15860000.0,1259510000.0,522202000.0,65051000.0,571984000.0,306569000,336942000.0,,100202000,244712000.0,1040925000.0,-12291000.0,75538000.0,0.0,,,135048000.0,29796000.0,114499000.0,,,327272000.0,192070000.0,,476357000,1776655000.0,476357000.0,55228000.0,0.0,,,308046000.0,131307000.0,240374000.0,676102000.0,-96568000.0,607750000.0,327272000.0,,85548000.0,,,91868000.0,,784403000.0,0.0,36640000.0,32795000.0,1067340000.0,32795000.0,-52223000.0,117274000.0,,2348639000.0,158555000.0,656256000.0,5000000.0,0.0,1307714000.0,,12970000.0,56361000.0,26256000.0,80548000.0,3255000.0,,
2000-06-30,93826000.0,326030000.0,,,-908666000.0,135027000,149341000.0,-28594000.0,,-1883000.0,15762000.0,1353336000.0,538560000.0,99434000.0,581042000.0,364875000,358020000.0,,121354000,316102000.0,1200301000.0,-10595000.0,56004000.0,0.0,0.27,,218309000.0,49567000.0,136929000.0,353448000.0,,264940000.0,227946000.0,,93826000,1797219000.0,93826000.0,63399000.0,0.0,,,36488000.0,160187000.0,252339000.0,0.0,-105681000.0,687901000.0,264940000.0,,149341000.0,,,106592000.0,,130314000.0,0.0,43193000.0,-28991000.0,925621000.0,24837000.0,-21944000.0,121378000.0,,2378261000.0,189343000.0,902016000.0,63793000.0,-53828000.0,1177960000.0,,13673000.0,77192000.0,-52081000.0,85548000.0,3267000.0,0.29,
2000-09-30,114056000.0,329650000.0,,,-872126000.0,164305000,162509000.0,-101056000.0,,-30132000.0,53607000.0,1467392000.0,503618000.0,31127000.0,590336000.0,437360000,479005000.0,,147088000,345579000.0,1242335000.0,-23757000.0,48643000.0,0.0,0.32,,243858000.0,57932000.0,168325000.0,356046000.0,,244757000.0,269035000.0,,114056000,1920282000.0,114056000.0,70514000.0,0.0,,,44355000.0,190097000.0,364865000.0,0.0,-114140000.0,666127000.0,244757000.0,,162509000.0,,,121947000.0,,158411000.0,0.0,51433000.0,-40524000.0,903418000.0,30139000.0,-123621000.0,154748000.0,,2510618000.0,187006000.0,894691000.0,13168000.0,-70663000.0,1268283000.0,,17217000.0,100641000.0,-83109000.0,149341000.0,3296000.0,0.35,
2000-12-31,-10507000.0,329643000.0,,,-329199000.0,162408000,97957000.0,75743000.0,,-3979000.0,-148003000.0,1456884000.0,304161000.0,68599000.0,595077000.0,450103000,509654000.0,,133840000,360437000.0,1022022000.0,-77818000.0,43921000.0,0.0,-0.03,,222267000.0,61602000.0,179199000.0,329643000.0,,234640000.0,270904000.0,,-10507000,1908877000.0,-10507000.0,71082000.0,4243000.0,,,62083000.0,267915000.0,385184000.0,-90700000.0,-124470000.0,402118000.0,234640000.0,,97957000.0,,,137064000.0,,51576000.0,0.0,59148000.0,-240782000.0,1096748000.0,17670000.0,-31888000.0,100487000.0,,2503954000.0,173852000.0,432587000.0,-64552000.0,-258452000.0,1481932000.0,,28568000.0,124983000.0,-140359000.0,162509000.0,3287000.0,-0.03,
2001-03-31,-162117000.0,,,,-279375000.0,106464000,208693000.0,98570000.0,,26984000.0,-109208000.0,1257083000.0,162091000.0,-44563000.0,583880000.0,407020000,554624000.0,,72471000,350410000.0,1101879000.0,-74538000.0,64344000.0,0.0,,,172768000.0,28776000.0,194949000.0,,,233470000.0,212071000.0,,-162117000,1918316000.0,-162117000.0,69098000.0,0.0,,,-117081000.0,342453000.0,417176000.0,-362124000.0,-137448000.0,370784000.0,233470000.0,,208693000.0,,,139600000.0,,-279198000.0,0.0,59421000.0,11512000.0,983141000.0,31365000.0,-45217000.0,654000.0,,2502196000.0,216960000.0,423162000.0,110736000.0,-19853000.0,1400317000.0,,33993000.0,104674000.0,2880000.0,97957000.0,3311000.0,,
2001-06-30,18482000.0,332637000.0,,,-162042000.0,50525000,160525000.0,-27341000.0,,23801000.0,-82986000.0,1275565000.0,147279000.0,-42842000.0,406550000.0,289326000,589127000.0,,17295000,195674000.0,955734000.0,21661000.0,65464000.0,0.0,0.05,,121930000.0,58691000.0,140948000.0,352704000.0,,210876000.0,148378000.0,,18482000,1922591000.0,18482000.0,65397000.0,0.0,,,7187000.0,320792000.0,438381000.0,0.0,-150746000.0,307804000.0,210876000.0,67196000.0,160525000.0,,,131083000.0,,25669000.0,0.0,54936000.0,-12752000.0,935026000.0,21964000.0,-34767000.0,-8075000.0,,2329141000.0,27444000.0,169468000.0,-48168000.0,-34716000.0,1373407000.0,,33230000.0,42343000.0,-24770000.0,208693000.0,3329000.0,0.06,
2001-09-30,-176024000.0,333650000.0,,,-249506000.0,-82967000,201517000.0,-28078000.0,,26566000.0,-13262000.0,1083040000.0,175209000.0,66062000.0,328093000.0,224645000,608034000.0,,-114975000,182787000.0,899005000.0,138221000.0,62054000.0,0.0,-0.53,,90218000.0,48685000.0,199751000.0,333650000.0,,145306000.0,24894000.0,,-176024000,1770462000.0,-176024000.0,55308000.0,0.0,,,-106101000.0,182571000.0,434879000.0,-197788000.0,-173155000.0,376726000.0,145306000.0,60124000.0,201517000.0,,,139869000.0,,-282125000.0,0.0,49135000.0,-17141000.0,764671000.0,21125000.0,-20149000.0,86211000.0,,2098555000.0,45068000.0,241577000.0,40992000.0,-38266000.0,1199550000.0,,32008000.0,28910000.0,905000.0,160525000.0,3337000.0,-0.53,
2001-12-31,9657000.0,334363000.0,,,-324878000.0,45686000,204438000.0,-85614000.0,,-23369000.0,83190000.0,1075957000.0,212927000.0,88764000.0,367340000.0,228110000,619739000.0,,13986000,193387000.0,859544000.0,35852000.0,53557000.0,0.0,0.03,,89857000.0,53379000.0,101868000.0,350691000.0,,173953000.0,126242000.0,,9657000,1860730000.0,9657000.0,52375000.0,0.0,,,8807000.0,146719000.0,434350000.0,0.0,-185389000.0,417365000.0,173953000.0,62400000.0,204438000.0,,,112256000.0,,18464000.0,0.0,49131000.0,-12167000.0,934176000.0,15704000.0,-11938000.0,100702000.0,,2228070000.0,46273000.0,251202000.0,2921000.0,-27871000.0,1368526000.0,,31700000.0,31335000.0,72746000.0,201517000.0,3350000.0,0.03,
2002-03-31,34278000.0,,,,-348627000.0,59684000,230336000.0,-76696000.0,,-17495000.0,69040000.0,1107281000.0,279381000.0,74027000.0,431620000.0,273498000,646787000.0,,39544000,195840000.0,998753000.0,50209000.0,0.0,0.0,,,148432000.0,17548000.0,115317000.0,,,235780000.0,158181000.0,,34278000,1903740000.0,34278000.0,55679000.0,0.0,,,10760000.0,79289000.0,449770000.0,0.0,-197017000.0,509717000.0,235780000.0,,230336000.0,,,118637000.0,134674000.0,45038000.0,0.0,52210000.0,538000.0,752163000.0,25265000.0,-28029000.0,102056000.0,,2335360000.0,141561000.0,299960000.0,25898000.0,-24727000.0,1336607000.0,,20140000.0,36731000.0,81548000.0,204438000.0,3361000.0,,
2002-06-30,41006000.0,336518000.0,,,-329826000.0,70888000,215327000.0,-70687000.0,,-3067000.0,16610000.0,1142722000.0,345074000.0,63364000.0,468733000.0,289853000,651851000.0,,50122000,258522000.0,1100846000.0,-1878000.0,0.0,0.0,0.12,,167821000.0,60111000.0,120336000.0,351858000.0,,210211000.0,169517000.0,,41006000,1904957000.0,41006000.0,58897000.0,0.0,,,14407000.0,94871000.0,447466000.0,0.0,-204385000.0,560401000.0,210211000.0,,215327000.0,,,119395000.0,130426000.0,55413000.0,0.0,56776000.0,-18566000.0,694952000.0,9401000.0,-10880000.0,74244000.0,,2373690000.0,119680000.0,270019000.0,-15009000.0,-27967000.0,1272844000.0,,20766000.0,78731000.0,50059000.0,230336000.0,3365000.0,0.12,
2002-09-30,38720000.0,337481000.0,,,-356689000.0,76312000,145947000.0,-134692000.0,,-1665000.0,-2097000.0,1175534000.0,451012000.0,50802000.0,448056000.0,277871000,664197000.0,,56554000,269177000.0,1128787000.0,-32606000.0,0.0,0.0,0.11,,175245000.0,63733000.0,113741000.0,346902000.0,,178879000.0,164130000.0,,38720000,1904032000.0,38720000.0,58582000.0,0.0,,,13604000.0,128173000.0,447687000.0,-10000000.0,-216510000.0,596959000.0,178879000.0,,145947000.0,,,107576000.0,126621000.0,52324000.0,0.0,55272000.0,1170000.0,648993000.0,15372000.0,-13340000.0,64142000.0,,2352088000.0,142639000.0,235337000.0,-69380000.0,-14202000.0,1223301000.0,,19758000.0,62805000.0,4431000.0,215327000.0,3371000.0,0.11,
2002-12-31,-3430000.0,337242000.0,,,-403051000.0,17192000,227553000.0,-44641000.0,,-106000.0,48853000.0,1173431000.0,456532000.0,118810000.0,389920000.0,282739000,617608000.0,,-1981000,228107000.0,1108831000.0,-6031000.0,0.0,0.0,-0.01,,124597000.0,61174000.0,117123000.0,337242000.0,,161813000.0,165616000.0,,-3430000,1894253000.0,-3430000.0,56222000.0,0.0,100724000.0,,-1205000.0,137161000.0,391112000.0,-62945000.0,-226496000.0,684085000.0,161813000.0,,227553000.0,,,167597000.0,22262000.0,-4635000.0,0.0,53087000.0,-3581000.0,661244000.0,5832000.0,-11018000.0,129828000.0,,2284173000.0,126943000.0,369428000.0,81606000.0,-9413000.0,1175342000.0,,19173000.0,39990000.0,-3007000.0,145947000.0,3373000.0,-0.01,
2003-03-31,49409000.0,,,,-454799000.0,80117000,213995000.0,-105118000.0,,-19585000.0,25265000.0,1218579000.0,461600000.0,65975000.0,470937000.0,305514000,612150000.0,,60974000,313834000.0,1175282000.0,25657000.0,0.0,0.0,,,197690000.0,66066000.0,122351000.0,,,157103000.0,183163000.0,,49409000,1950739000.0,49409000.0,61646000.0,0.0,,,17361000.0,111504000.0,382983000.0,-2171000.0,-229167000.0,675595000.0,157103000.0,120831000.0,213995000.0,,,122189000.0,119414000.0,66770000.0,0.0,57004000.0,14774000.0,743997000.0,24038000.0,-10811000.0,76786000.0,,2421676000.0,85198000.0,354029000.0,-13558000.0,-9264000.0,1246394000.0,,19143000.0,41739000.0,-14855000.0,227553000.0,3390000.0,,
2003-06-30,46241000.0,339761000.0,,,-461864000.0,76411000,343357000.0,-6136000.0,,-3240000.0,54133000.0,1265013000.0,485805000.0,122864000.0,495426000.0,313287000,610310000.0,,56698000,360350000.0,1288593000.0,-3834000.0,0.0,0.0,0.13,,137010000.0,75098000.0,125099000.0,351780000.0,,135076000.0,188188000.0,,46241000,2027770000.0,46241000.0,62013000.0,0.0,,,15414000.0,115338000.0,377698000.0,-6400000.0,-232612000.0,829162000.0,135076000.0,114878000.0,343357000.0,,,131490000.0,115841000.0,61655000.0,0.0,59542000.0,4030000.0,741064000.0,13413000.0,-8604000.0,131468000.0,,2523196000.0,120253000.0,464332000.0,129362000.0,-9383000.0,1234603000.0,,19713000.0,50121000.0,538000.0,213995000.0,3403000.0,0.14,
2003-09-30,56410000.0,341295000.0,,,-814846000.0,88510000,359106000.0,-52373000.0,,214000.0,-28197000.0,1322161000.0,386039000.0,46829000.0,500579000.0,315547000,598350000.0,,68996000,340464000.0,1215482000.0,5401000.0,0.0,0.0,0.16,,168023000.0,68481000.0,122897000.0,353366000.0,,160115000.0,192650000.0,,56410000,2136794000.0,56410000.0,60833000.0,0.0,,,18803000.0,109937000.0,372745000.0,0.0,-225605000.0,745145000.0,160115000.0,110808000.0,359106000.0,,,123654000.0,112268000.0,75213000.0,0.0,59286000.0,12591000.0,936878000.0,26723000.0,-8702000.0,55531000.0,,2637373000.0,113362000.0,771175000.0,15749000.0,-14132000.0,1421891000.0,,19514000.0,47813000.0,29995000.0,343357000.0,3422000.0,0.17,
2003-12-31,69449000.0,342861000.0,,,-440791000.0,103303000,312759000.0,-211508000.0,,-1473000.0,66313000.0,1390679000.0,391744000.0,153660000.0,559633000.0,365632000,603630000.0,,85693000,359111000.0,1160588000.0,17455000.0,0.0,0.0,0.19,,168480000.0,87216000.0,139674000.0,356226000.0,,200522000.0,225958000.0,,69449000,2237362000.0,69449000.0,68993000.0,0.0,,,23150000.0,92482000.0,368048000.0,-3376000.0,-235582000.0,704503000.0,200522000.0,128154000.0,312759000.0,,,140265000.0,110541000.0,92599000.0,0.0,66183000.0,-1032000.0,1157818000.0,18977000.0,-12533000.0,166193000.0,,2796995000.0,92762000.0,241816000.0,-46347000.0,-20009000.0,1636407000.0,,17610000.0,50979000.0,47989000.0,359106000.0,3438000.0,0.2,
2004-03-31,130889000.0,,,,-464240000.0,137570000,337343000.0,-84781000.0,,53774000.0,-203034000.0,1521568000.0,461617000.0,68107000.0,454411000.0,403380000,581735000.0,,122717000,381130000.0,1301552000.0,-9408000.0,0.0,0.0,,,248956000.0,91785000.0,142298000.0,,,73281000.0,261082000.0,,130889000,2483062000.0,130889000.0,74825000.0,-19997000.0,,,-9812000.0,102454000.0,335114000.0,-6969000.0,-246621000.0,798960000.0,73281000.0,150979000.0,337343000.0,,,138365000.0,128440000.0,121077000.0,0.0,62598000.0,30057000.0,1172367000.0,48861000.0,-11201000.0,79308000.0,,2937473000.0,60430000.0,378610000.0,24584000.0,-18804000.0,1635921000.0,,14853000.0,77936000.0,55064000.0,312759000.0,3470000.0,,
2004-06-30,95252000.0,347173000.0,,,-1162050000.0,141129000,256356000.0,-193928000.0,-17354000.0,-2906000.0,28149000.0,1599465000.0,389661000.0,133841000.0,452063000.0,423583000,596833000.0,,125505000,391007000.0,1142885000.0,-40378000.0,0.0,0.0,0.26,,208317000.0,104290000.0,144163000.0,359419000.0,,61056000.0,279420000.0,,95252000,2504941000.0,95252000.0,80590000.0,0.0,,,28896000.0,142832000.0,339254000.0,-7198000.0,-257579000.0,646017000.0,61056000.0,135569000.0,256356000.0,,,153915000.0,144324000.0,124148000.0,0.0,71923000.0,-37701000.0,1330541000.0,10113000.0,-16801000.0,150642000.0,,2957004000.0,65654000.0,1003559000.0,-80987000.0,-30460000.0,1814119000.0,,15624000.0,85494000.0,12948000.0,337343000.0,3471000.0,0.27,
2004-09-30,86209000.0,347859000.0,,,-370164000.0,117262000,287548000.0,-8539000.0,-17395000.0,6169000.0,-45806000.0,1667622000.0,381786000.0,56224000.0,428827000.0,403277000,608544000.0,,101275000,358556000.0,1187117000.0,-45580000.0,0.0,0.0,0.24,,202511000.0,61080000.0,145024000.0,357832000.0,,70271000.0,258253000.0,,86209000,2561841000.0,86209000.0,77086000.0,0.0,,,22389000.0,188412000.0,338841000.0,0.0,-269703000.0,669334000.0,70271000.0,126733000.0,287548000.0,,,156978000.0,142553000.0,108598000.0,0.0,78135000.0,-29102000.0,1322157000.0,23887000.0,-12609000.0,68833000.0,,2990668000.0,78691000.0,374234000.0,31192000.0,-35594000.0,1803551000.0,,15987000.0,92052000.0,5002000.0,256356000.0,3483000.0,0.25,
2004-12-31,64057000.0,348441000.0,,,-360873000.0,85118000,377445000.0,57276000.0,-17423000.0,5617000.0,-36305000.0,1713543000.0,315785000.0,58175000.0,384685000.0,355396000,622205000.0,,69329000,359111000.0,1197019000.0,-28317000.0,0.0,0.0,0.18,,153315000.0,96939000.0,135096000.0,358211000.0,,25574000.0,220300000.0,,64057000,2606366000.0,64057000.0,71856000.0,-50000000.0,,,10984000.0,216729000.0,340519000.0,-3099000.0,-281686000.0,693230000.0,25574000.0,102469000.0,377445000.0,,,150971000.0,140370000.0,75041000.0,0.0,77356000.0,-40117000.0,1313143000.0,13437000.0,-14563000.0,72738000.0,,2991051000.0,76828000.0,482299000.0,89897000.0,-36131000.0,1794032000.0,,15789000.0,82875000.0,6193000.0,287548000.0,3485000.0,0.18,
2005-03-31,67205000.0,,,,-268519000.0,99295000,449388000.0,100096000.0,-17483000.0,50672000.0,-168039000.0,1762873000.0,412170000.0,-34131000.0,365688000.0,390977000,629812000.0,,83129000,298394000.0,1466364000.0,31007000.0,0.0,0.0,,,213459000.0,86876000.0,152001000.0,,,67294000.0,238976000.0,,67205000,2673508000.0,67205000.0,74063000.0,50000000.0,,,25552000.0,185722000.0,344516000.0,0.0,-285296000.0,861558000.0,67294000.0,102511000.0,449388000.0,,,155847000.0,139419000.0,92757000.0,0.0,80034000.0,-11426000.0,1088897000.0,37627000.0,-17404000.0,-16727000.0,,3039196000.0,45835000.0,336229000.0,71943000.0,-31570000.0,1572832000.0,,16166000.0,63172000.0,204000.0,377445000.0,3502000.0,,
2005-06-30,76841000.0,350705000.0,,,-385893000.0,107624000,497147000.0,-29669000.0,-24555000.0,-3477000.0,55428000.0,1815159000.0,454031000.0,138514000.0,384680000.0,405379000,628087000.0,,90450000,332548000.0,1576060000.0,3726000.0,99012000.0,0.0,0.21,,194601000.0,99349000.0,158482000.0,358038000.0,,52132000.0,246897000.0,,76841000,2710716000.0,76841000.0,75987000.0,-11376000.0,,,22952000.0,181996000.0,346129000.0,0.0,-281958000.0,951178000.0,52132000.0,110799000.0,497147000.0,,,156447000.0,137619000.0,99793000.0,0.0,78704000.0,-76092000.0,1035588000.0,13160000.0,-15006000.0,153520000.0,,3095396000.0,45968000.0,382606000.0,47759000.0,-64697000.0,1519336000.0,,17174000.0,76432000.0,31882000.0,449388000.0,896742000.0,0.22,
2005-09-30,85598000.0,349254000.0,,,-587047000.0,99486000,567026000.0,86277000.0,-24539000.0,1569000.0,-55046000.0,1373666000.0,344859000.0,46236000.0,401783000.0,398929000,641196000.0,,82344000,334515000.0,1489791000.0,-17671000.0,0.0,,0.24,,191512000.0,112280000.0,153968000.0,356360000.0,,67268000.0,244961000.0,,85598000,2767742000.0,85598000.0,77744000.0,-4134000.0,,,12656000.0,199667000.0,348797000.0,-3165000.0,-292399000.0,911885000.0,,109817000.0,567026000.0,,,162617000.0,135285000.0,98254000.0,0.0,79953000.0,-78357000.0,1195652000.0,32920000.0,-15723000.0,61959000.0,,3169525000.0,22204000.0,693181000.0,69879000.0,-86738000.0,1679734000.0,,17142000.0,90214000.0,23141000.0,497147000.0,3482000.0,0.25,
2005-12-31,80969000.0,348203000.0,,,-335337000.0,136513000,623907000.0,2215000.0,-23982000.0,-3271000.0,85735000.0,1314914000.0,264413000.0,176334000.0,419944000.0,449605000,651758000.0,,119837000,376908000.0,1478354000.0,-12215000.0,32685000.0,,0.23,,142271000.0,120867000.0,166476000.0,353237000.0,,43036000.0,283129000.0,,80969000,2692193000.0,80969000.0,80683000.0,-8599000.0,,,49811000.0,211882000.0,349895000.0,0.0,-301863000.0,888320000.0,,111717000.0,623907000.0,,,163292000.0,133739000.0,130780000.0,0.0,81073000.0,-135495000.0,1150149000.0,13636000.0,-13827000.0,190161000.0,,3112137000.0,65514000.0,359978000.0,56881000.0,-125149000.0,1633783000.0,,16676000.0,78810000.0,-5444000.0,567026000.0,3443000.0,0.23,
