date,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,quarterlyDilutedEPS,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyDilutedAverageShares,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyCurrentAssets,quarterlyGoodwill,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue
2008-12-31,,0.0,,,-1.0,1219504790.0,576984245.0,,-214500958,-214500958,7875000000.0,4615000000.0,33967213.0,28316000000.0,0.0,24167554.0,909000000.0,,4907388120.0,5839898.0,-739220992.0,1580000000.0,,0.0,,1219504790.0,1314668938.0,32528000000.0,-214500958,29291000000.0,11000000.0,,660000000.0,660000000.0,676128046.0,,,3229000000.0,18005000000.0,667511816.0,,,97134531.0,2260275708.0,7167663828,81000000.0,33954000000.0,469894188,-2509097296.0,660000000.0,,440449436.0,,4464064509.0,-45871833.0,,735641048,14476000000.0,-191397914.0,,1790381520.0,13025000000.0,3529000000.0,-2509097296.0,1158115393.0,14523000000.0,3237000000.0,,0.0,-5638000000.0,,,0.0,,,,
2009-03-31,936000000.0,396000000.0,16000000.0,,0.0,277000000.0,1006000000.0,,-189000000,-189000000,9058000000.0,4556000000.0,199000000.0,29697000000.0,88000000.0,-53000000.0,1136000000.0,,3144000000.0,15000000.0,-233000000.0,1563000000.0,-0.2,1131000000.0,,277000000.0,660000000.0,33445000000.0,-189000000,30093000000.0,11000000.0,19000000.0,431000000.0,431000000.0,199000000.0,,,2998000000.0,19079000000.0,-202000000.0,,,131000000.0,1670000000.0,4814000000,14000000.0,,-43000000,-1516000000.0,431000000.0,944000000.0,-227000000.0,,479000000.0,-47000000.0,,259000000,15904000000.0,-242000000.0,,1713000000.0,12789000000.0,3175000000.0,-1516000000.0,1155000000.0,14366000000.0,3352000000.0,,0.0,,,-0.2,0.0,,,,
2009-06-30,937000000.0,234000000.0,10000000.0,,0.0,152000000.0,821000000.0,,-51000000,-51000000,9508000000.0,4490000000.0,99000000.0,29874000000.0,63000000.0,-161000000.0,1290000000.0,,3661000000.0,7000000.0,65000000.0,1693000000.0,-0.06,1140000000.0,,152000000.0,431000000.0,34014000000.0,-51000000,30108000000.0,23000000.0,-130000000.0,485000000.0,485000000.0,99000000.0,,,3559000000.0,19810000000.0,494000000.0,,,35000000.0,1397000000.0,5058000000,7000000.0,,-113000000,-908000000.0,485000000.0,947000000.0,-154000000.0,,-342000000.0,-47000000.0,,198000000,16132000000.0,-212000000.0,,1510000000.0,12691000000.0,3678000000.0,-908000000.0,1290000000.0,14204000000.0,3906000000.0,,0.0,,,-0.06,0.0,,,,
2009-09-30,1248000000.0,570000000.0,12000000.0,,0.0,673000000.0,164000000.0,,929000000,929000000,13826000000.0,9480000000.0,-438000000.0,57572000000.0,0.0,329000000.0,2683000000.0,,4856000000.0,8000000.0,120000000.0,4020000000.0,0.74,20031000000.0,,-2017000000.0,485000000.0,69946000000.0,929000000,61708000000.0,24000000.0,179000000.0,587000000.0,587000000.0,134000000.0,,,5997000000.0,36092000000.0,-860000000.0,,,-150000000.0,3587000000.0,8443000000,1277000000.0,,1392000000,-717000000.0,587000000.0,1261000000.0,5000000.0,,358000000.0,-155000000.0,,2013000000,28779000000.0,1258000000.0,,2195000000.0,13465000000.0,7313000000.0,1725000000.0,1880000000.0,33854000000.0,8238000000.0,3221000000.0,0.0,,,0.74,0.0,,,,
2009-12-31,,149000000.0,,148000000.0,0.0,1473000000.0,-26000000.0,-1556000000.0,457000000,457000000,13855000000.0,8870000000.0,647000000.0,57485000000.0,0.0,28000000.0,2971000000.0,,5031000000.0,11000000.0,-83000000.0,3936000000.0,,0.0,233000000.0,-83000000.0,587000000.0,69746000000.0,457000000,61415000000.0,27000000.0,55000000.0,505000000.0,505000000.0,140000000.0,,,6529000000.0,35635000000.0,344000000.0,-187000000.0,94000000.0,-233000000.0,3360000000.0,8391000000,1274000000.0,65670000000.0,-626000000,-1530000000.0,505000000.0,,-209000000.0,34000000.0,-435000000.0,-152000000.0,,1697000000,27787000000.0,485000000.0,,3986000000.0,13765000000.0,7848000000.0,56000000.0,2098000000.0,34111000000.0,8331000000.0,3201000000.0,0.0,-8185000000.0,,,602000000.0,,,,
2010-03-31,1561000000.0,2209000000.0,12000000.0,,0.0,266000000.0,13000000.0,-1048000000.0,475000000,716000000,13730000000.0,8155000000.0,-8000000.0,54473000000.0,201000000.0,266000000.0,3019000000.0,,3837000000.0,15000000.0,100000000.0,4263000000.0,0.46,20076000000.0,,-782000000.0,505000000.0,68945000000.0,716000000,59885000000.0,41000000.0,-901000000.0,602000000.0,602000000.0,108000000.0,,,6040000000.0,34672000000.0,-829000000.0,98000000.0,,-662000000.0,3665000000.0,7502000000,1151000000.0,,849000000,-179000000.0,602000000.0,1573000000.0,-66000000.0,-77000000.0,-347000000.0,-153000000.0,,1699000000,27213000000.0,741000000.0,,2816000000.0,14325000000.0,7459000000.0,5000000.0,1822000000.0,34273000000.0,9060000000.0,3201000000.0,289000000.0,,,0.46,848000000.0,,,,
2010-06-30,1562000000.0,2720000000.0,15000000.0,,0.0,1832000000.0,-639000000.0,-1518000000.0,318000000,480000000,13609000000.0,8606000000.0,-61000000.0,54229000000.0,162000000.0,338000000.0,2808000000.0,,5378000000.0,20000000.0,-154000000.0,4579000000.0,0.31,0.0,,314000000.0,602000000.0,69262000000.0,480000000,60162000000.0,23000000.0,,455000000.0,455000000.0,105000000.0,,,5989000000.0,34639000000.0,62000000.0,194000000.0,,-669000000.0,4126000000.0,9504000000,1484000000.0,,761000000,-1347000000.0,455000000.0,1573000000.0,,-19000000.0,-77000000.0,-154000000.0,,1811000000,26962000000.0,656000000.0,0.0,3365000000.0,14649000000.0,7677000000.0,174000000.0,1884000000.0,34623000000.0,9100000000.0,3201000000.0,249000000.0,,,0.31,758000000.0,,,,
2010-09-30,1563000000.0,1398000000.0,21000000.0,,0.0,1644000000.0,-1461000000.0,-1472000000.0,609000000,1022000000,11534000000.0,8571000000.0,-3000000.0,54853000000.0,55000000.0,367000000.0,3100000000.0,,5410000000.0,12000000.0,148000000.0,4051000000.0,0.65,0.0,,172000000.0,455000000.0,68468000000.0,1022000000,59505000000.0,520000000.0,,598000000.0,598000000.0,105000000.0,,,6416000000.0,32740000000.0,14000000.0,178000000.0,,-458000000.0,3813000000.0,9223000000,819000000.0,,1081000000,-35000000.0,598000000.0,1574000000.0,,101000000.0,-51000000.0,-155000000.0,0.0,2151000000,24908000000.0,976000000.0,0.0,2732000000.0,15515000000.0,7832000000.0,1453000000.0,1882000000.0,35728000000.0,8963000000.0,3201000000.0,137000000.0,,-450000000.0,0.65,581000000.0,,,,
2010-12-31,,1109000000.0,,,0.0,1744000000.0,300000000.0,-1867000000.0,1297000000,1353000000,11669000000.0,8615000000.0,344000000.0,55290000000.0,98000000.0,593000000.0,3141000000.0,,5182000000.0,34000000.0,493000000.0,5253000000.0,,0.0,,-123000000.0,598000000.0,70169000000.0,1353000000,59656000000.0,520000000.0,,1077000000.0,1077000000.0,72000000.0,,,6942000000.0,33448000000.0,-479000000.0,294000000.0,,-684000000.0,5016000000.0,10198000000,966000000.0,65965000000.0,1512000000,-1551000000.0,1077000000.0,,,114000000.0,100000000.0,-149000000.0,,2836000000,24922000000.0,1890000000.0,,3504000000.0,16712000000.0,8526000000.0,96000000.0,2290000000.0,36721000000.0,10513000000.0,3201000000.0,98000000.0,-10675000000.0,,,484000000.0,,,,
2011-03-31,1570000000.0,273000000.0,,,0.0,2518000000.0,-1221000000.0,-1602000000.0,1028000000,1028000000,9637000000.0,8660000000.0,-140000000.0,53128000000.0,35000000.0,1018000000.0,3948000000.0,,4426000000.0,168000000.0,2390000000.0,4828000000.0,0.65,20454000000.0,218000000.0,916000000.0,1077000000.0,69643000000.0,1028000000,56588000000.0,1266000000.0,,3465000000.0,3465000000.0,61000000.0,,,7775000000.0,33243000000.0,125000000.0,602000000.0,,-386000000.0,5419000000.0,9845000000,984000000.0,53128000000.0,2285000000,1093000000.0,3465000000.0,1581000000.0,,173000000.0,-243000000.0,-153000000.0,,2892000000,22829000000.0,2046000000.0,,3134000000.0,15823000000.0,10414000000.0,2690000000.0,2291000000.0,36400000000.0,13055000000.0,2926000000.0,94000000.0,,,0.65,2000000000.0,,,,
2011-06-30,1574000000.0,298000000.0,,,0.0,2250000000.0,-161000000.0,-1941000000.0,562000000,562000000,9570000000.0,8979000000.0,58000000.0,53750000000.0,10000000.0,479000000.0,3724000000.0,,5265000000.0,17000000.0,-359000000.0,4519000000.0,0.31,20478000000.0,215000000.0,309000000.0,3465000000.0,69343000000.0,562000000,57236000000.0,1265000000.0,,3097000000.0,3097000000.0,19000000.0,,,6753000000.0,32554000000.0,268000000.0,313000000.0,,-382000000.0,4322000000.0,9587000000,1084000000.0,53750000000.0,1047000000,-2448000000.0,3097000000.0,1587000000.0,,-101000000.0,-4000000.0,-171000000.0,,2370000000,23037000000.0,1041000000.0,0.0,3275000000.0,16168000000.0,9517000000.0,-504000000.0,1934000000.0,36789000000.0,12107000000.0,2926000000.0,57000000.0,,,0.36,2015000000.0,,,,
2011-09-30,1573000000.0,296000000.0,,,0.0,2417000000.0,-765000000.0,-1519000000.0,1287000000,1287000000,10175000000.0,9415000000.0,-569000000.0,54950000000.0,0.0,646000000.0,3554000000.0,,5469000000.0,22000000.0,155000000.0,5710000000.0,0.76,20371000000.0,213000000.0,898000000.0,3097000000.0,71681000000.0,1287000000,58445000000.0,790000000.0,,3287000000.0,3287000000.0,3000000.0,,,7293000000.0,34068000000.0,-304000000.0,407000000.0,,-225000000.0,5209000000.0,10678000000,1050000000.0,54950000000.0,2544000000,-1497000000.0,3287000000.0,1582000000.0,,-253000000.0,-131000000.0,-170000000.0,-141000000.0,2770000000,24432000000.0,1933000000.0,0.0,2665000000.0,16931000000.0,9636000000.0,23000000.0,1814000000.0,37613000000.0,13236000000.0,2926000000.0,0.0,,-504000000.0,0.82,2183000000.0,,,,
2011-12-31,,83000000.0,,228000000.0,0.0,2803000000.0,-529000000.0,-1814000000.0,1427000000,1427000000,10004000000.0,9719000000.0,140000000.0,57143000000.0,0.0,622000000.0,4205000000.0,,4756000000.0,6000000.0,528000000.0,5412000000.0,,0.0,213000000.0,989000000.0,3287000000.0,74777000000.0,1427000000,60653000000.0,775000000.0,,3803000000.0,3803000000.0,19000000.0,,,7755000000.0,36177000000.0,153000000.0,322000000.0,,-193000000.0,5381000000.0,10137000000,969000000.0,69986000000.0,1963000000,-1746000000.0,3803000000.0,,,79000000.0,-110000000.0,-170000000.0,-359000000.0,3091000000,25867000000.0,2049000000.0,0.0,3418000000.0,17945000000.0,10310000000.0,75000000.0,2385000000.0,38600000000.0,14124000000.0,2926000000.0,0.0,-12843000000.0,10000000.0,,2392000000.0,,,,
2012-03-31,1561000000.0,314000000.0,,,0.0,2474000000.0,-270000000.0,-1478000000.0,1457000000,1457000000,9853000000.0,10053000000.0,162000000.0,57709000000.0,0.0,815000000.0,3716000000.0,,4152000000.0,99000000.0,850000000.0,5015000000.0,0.93,20339000000.0,3137000000.0,996000000.0,3803000000.0,75273000000.0,1457000000,61224000000.0,761000000.0,,4648000000.0,4648000000.0,4000000.0,,,6947000000.0,35581000000.0,48000000.0,318000000.0,,-243000000.0,5606000000.0,9758000000,1077000000.0,57709000000.0,2160000000,-1354000000.0,4648000000.0,1567000000.0,,45000000.0,-171000000.0,-167000000.0,-183000000.0,3223000000,25714000000.0,2272000000.0,0.0,3446000000.0,19042000000.0,9867000000.0,124000000.0,2454000000.0,39692000000.0,14049000000.0,,0.0,,,0.93,2188000000.0,,,,
2012-06-30,1554000000.0,314000000.0,,,0.0,2809000000.0,-664000000.0,-1606000000.0,333000000,333000000,10013000000.0,10368000000.0,-167000000.0,57804000000.0,0.0,785000000.0,3372000000.0,,4657000000.0,68000000.0,504000000.0,4738000000.0,0.2,0.0,3135000000.0,1203000000.0,4648000000.0,75326000000.0,333000000,61328000000.0,777000000.0,,5166000000.0,5166000000.0,16000000.0,,,6813000000.0,36134000000.0,465000000.0,356000000.0,,-174000000.0,5065000000.0,9722000000,1309000000.0,57804000000.0,1347000000,-1641000000.0,5166000000.0,1558000000.0,,-64000000.0,-129000000.0,-198000000.0,-548000000.0,2726000000,26124000000.0,1118000000.0,0.0,3718000000.0,18695000000.0,10010000000.0,-31000000.0,2030000000.0,39192000000.0,13998000000.0,,0.0,,,0.21,2181000000.0,,,,
2012-09-30,1536000000.0,315000000.0,,,0.0,2388000000.0,-525000000.0,-1670000000.0,1555000000,1555000000,9424000000.0,10721000000.0,315000000.0,58694000000.0,0.0,710000000.0,3745000000.0,,4312000000.0,12000000.0,298000000.0,5052000000.0,1.01,19987000000.0,3132000000.0,718000000.0,5166000000.0,77243000000.0,1555000000,62219000000.0,1049000000.0,,5448000000.0,5448000000.0,24000000.0,,,7527000000.0,37254000000.0,-352000000.0,391000000.0,,-310000000.0,5289000000.0,9601000000,1276000000.0,58694000000.0,2019000000,-1565000000.0,5448000000.0,1538000000.0,,190000000.0,-62000000.0,-196000000.0,-312000000.0,3185000000,26252000000.0,2265000000.0,0.0,3270000000.0,19733000000.0,11002000000.0,107000000.0,2277000000.0,39989000000.0,15024000000.0,,0.0,,-5000000.0,1.01,2284000000.0,,,,
2012-12-31,1529000000.0,73000000.0,20000000.0,247000000.0,0.0,1175000000.0,-133000000.0,-2205000000.0,-562000000,-562000000,9056000000.0,10463000000.0,-44000000.0,58742000000.0,0.0,-52000000.0,3743000000.0,,7486000000.0,9000000.0,-1043000000.0,5244000000.0,-0.37,0.0,204000000.0,-1030000000.0,5448000000.0,76449000000.0,-562000000,62270000000.0,1087000000.0,,4393000000.0,4393000000.0,12000000.0,,3000000.0,6469000000.0,37226000000.0,-1060000000.0,-322000000.0,77000000.0,-210000000.0,1958000000.0,9444000000,1170000000.0,77688000000.0,-558000000,-2085000000.0,4393000000.0,1529000000.0,,43000000.0,83000000.0,-195000000.0,-408000000.0,2413000000,27644000000.0,-614000000.0,0.0,2516000000.0,18909000000.0,9582000000.0,117000000.0,2187000000.0,39223000000.0,14179000000.0,2924000000.0,0.0,-18946000000.0,0.0,-0.37,357000000.0,,,,
2013-03-31,1519000000.0,2064000000.0,1000000.0,,186000000.0,2574000000.0,-375000000.0,-1485000000.0,1094000000,1094000000,10080000000.0,10155000000.0,-305000000.0,57730000000.0,0.0,797000000.0,4037000000.0,,5058000000.0,41000000.0,197000000.0,5536000000.0,0.71,0.0,3101000000.0,1089000000.0,4385000000.0,77957000000.0,1094000000,62969000000.0,1297000000.0,,4591000000.0,4591000000.0,98000000.0,,-4000000.0,7041000000.0,38161000000.0,290000000.0,257000000.0,,-191000000.0,4785000000.0,9843000000,1332000000.0,57730000000.0,2294000000,-2002000000.0,4591000000.0,1521000000.0,,-117000000.0,10000000.0,-197000000.0,-405000000.0,2988000000,27245000000.0,1891000000.0,-515000000.0,2491000000.0,19586000000.0,10916000000.0,2000000.0,2271000000.0,39796000000.0,14988000000.0,,0.0,,-4000000.0,0.72,2173000000.0,,,,
2013-06-30,1506000000.0,2071000000.0,,,0.0,2670000000.0,-616000000.0,-1980000000.0,680000000,680000000,10510000000.0,10460000000.0,-219000000.0,58876000000.0,0.0,491000000.0,3881000000.0,,5468000000.0,3000000.0,-96000000.0,5126000000.0,0.45,0.0,3097000000.0,690000000.0,4591000000.0,78505000000.0,680000000,64101000000.0,1134000000.0,,4530000000.0,4530000000.0,85000000.0,,-2000000.0,7033000000.0,38262000000.0,420000000.0,139000000.0,,-19000000.0,4180000000.0,9648000000,1360000000.0,58876000000.0,1475000000,-2150000000.0,4530000000.0,1507000000.0,,55000000.0,101000000.0,-302000000.0,-294000000.0,2285000000,27468000000.0,1171000000.0,0.0,2705000000.0,20030000000.0,10794000000.0,-168000000.0,2335000000.0,40243000000.0,14404000000.0,,0.0,,0.0,0.45,1722000000.0,,,,
2013-09-30,1497000000.0,427000000.0,,,0.0,2520000000.0,-1043000000.0,-1539000000.0,1694000000,1694000000,10331000000.0,10597000000.0,448000000.0,59118000000.0,0.0,621000000.0,4249000000.0,,5692000000.0,36000000.0,821000000.0,4826000000.0,1.13,0.0,3094000000.0,981000000.0,4530000000.0,77761000000.0,1694000000,62725000000.0,802000000.0,,5340000000.0,5340000000.0,94000000.0,,-9000000.0,6952000000.0,36629000000.0,-8000000.0,-6000000.0,,-74000000.0,4596000000.0,10288000000,1300000000.0,59118000000.0,1961000000,-656000000.0,5340000000.0,1498000000.0,,195000000.0,81000000.0,-299000000.0,-426000000.0,3498000000,26264000000.0,2315000000.0,0.0,2635000000.0,21068000000.0,10365000000.0,892000000.0,2318000000.0,41132000000.0,15036000000.0,,0.0,,-312000000.0,1.13,1820000000.0,,,,
2013-12-31,1484000000.0,422000000.0,2000000.0,325000000.0,0.0,2336000000.0,-798000000.0,-1773000000.0,443000000,443000000,10203000000.0,10784000000.0,97000000.0,60042000000.0,0.0,556000000.0,3944000000.0,,5967000000.0,32000000.0,-187000000.0,5254000000.0,0.3,0.0,192000000.0,563000000.0,5340000000.0,78315000000.0,443000000,63621000000.0,1255000000.0,,5202000000.0,5202000000.0,97000000.0,,-3000000.0,7090000000.0,37135000000.0,-14000000.0,-8000000.0,72000000.0,115000000.0,3847000000.0,9814000000,1263000000.0,60042000000.0,999000000,-1725000000.0,5202000000.0,1486000000.0,,81000000.0,-319000000.0,-297000000.0,-550000000.0,2871000000,26529000000.0,999000000.0,-76000000.0,2848000000.0,21072000000.0,10606000000.0,127000000.0,2523000000.0,41180000000.0,14694000000.0,2900000000.0,0.0,-22279000000.0,0.0,0.3,1464000000.0,,,,
2014-03-31,1471000000.0,441000000.0,,,0.0,1733000000.0,-674000000.0,-1490000000.0,1485000000,1485000000,10504000000.0,10836000000.0,-198000000.0,60979000000.0,0.0,813000000.0,4784000000.0,,4841000000.0,53000000.0,-409000000.0,5508000000.0,1.01,0.0,3095000000.0,243000000.0,5202000000.0,80221000000.0,1485000000,64561000000.0,1304000000.0,,4846000000.0,4846000000.0,89000000.0,,-9000000.0,7408000000.0,37963000000.0,-1147000000.0,2000000.0,,307000000.0,5501000000.0,10342000000,1180000000.0,60979000000.0,2585000000,-1468000000.0,4846000000.0,1473000000.0,,-54000000.0,49000000.0,-338000000.0,-384000000.0,3527000000,27199000000.0,2298000000.0,0.0,2916000000.0,21973000000.0,10764000000.0,31000000.0,2514000000.0,42258000000.0,15660000000.0,,0.0,,-5000000.0,1.01,1517000000.0,,,,
2014-06-30,1468000000.0,473000000.0,,,0.0,2283000000.0,-465000000.0,-1763000000.0,211000000,211000000,10214000000.0,10529000000.0,303000000.0,59948000000.0,0.0,377000000.0,4661000000.0,,7339000000.0,150000000.0,128000000.0,5629000000.0,0.14,0.0,3086000000.0,520000000.0,4846000000.0,79452000000.0,211000000,63557000000.0,1260000000.0,,4932000000.0,4932000000.0,78000000.0,,-26000000.0,7329000000.0,37566000000.0,-123000000.0,-272000000.0,,146000000.0,3107000000.0,10446000000,1395000000.0,59948000000.0,363000000,-1690000000.0,4932000000.0,1472000000.0,,209000000.0,47000000.0,-338000000.0,-271000000.0,3356000000,26826000000.0,588000000.0,0.0,2744000000.0,21639000000.0,10740000000.0,99000000.0,2543000000.0,41886000000.0,15895000000.0,,0.0,,-5000000.0,0.14,1599000000.0,,,,
2014-09-30,1461000000.0,582000000.0,,,0.0,2905000000.0,-901000000.0,-1808000000.0,919000000,919000000,10603000000.0,10536000000.0,-284000000.0,60802000000.0,0.0,513000000.0,4366000000.0,,5752000000.0,34000000.0,351000000.0,4865000000.0,0.62,0.0,3084000000.0,1097000000.0,4932000000.0,79567000000.0,919000000,64533000000.0,1321000000.0,,5351000000.0,5351000000.0,93000000.0,49000000.0,-13000000.0,6926000000.0,37584000000.0,625000000.0,-5000000.0,,407000000.0,4423000000.0,10175000000,1109000000.0,60802000000.0,1809000000,-1653000000.0,5351000000.0,1466000000.0,,-37000000.0,60000000.0,-409000000.0,-523000000.0,2635000000,27454000000.0,1432000000.0,-121000000.0,2614000000.0,21592000000.0,10130000000.0,289000000.0,2345000000.0,41983000000.0,15034000000.0,,0.0,,-4000000.0,0.63,1875000000.0,,,,
2014-12-31,1448000000.0,151000000.0,,447000000.0,0.0,2015000000.0,168000000.0,-1900000000.0,84000000,84000000,11456000000.0,10543000000.0,-140000000.0,62048000000.0,0.0,188000000.0,3466000000.0,,5634000000.0,10000000.0,131000000.0,4275000000.0,0.06,0.0,183000000.0,115000000.0,5351000000.0,79671000000.0,84000000,65755000000.0,819000000.0,,5495000000.0,5495000000.0,103000000.0,,-16000000.0,5704000000.0,38068000000.0,523000000.0,51000000.0,66000000.0,504000000.0,3265000000.0,8899000000,1058000000.0,87070000000.0,515000000,-2052000000.0,5495000000.0,1450000000.0,,-12000000.0,66000000.0,-405000000.0,-493000000.0,1575000000,29714000000.0,272000000.0,0.0,2750000000.0,21179000000.0,8354000000.0,-136000000.0,2346000000.0,41603000000.0,13916000000.0,2900000000.0,0.0,-25022000000.0,-519000000.0,0.06,158000000.0,,,,
2015-03-31,1445000000.0,608000000.0,,,0.0,876000000.0,-313000000.0,-1326000000.0,-341000000,-341000000,13364000000.0,10200000000.0,-819000000.0,62731000000.0,0.0,-263000000.0,3366000000.0,,4105000000.0,34000000.0,-774000000.0,4154000000.0,-0.24,0.0,3083000000.0,-450000000.0,5495000000.0,79993000000.0,-341000000,66451000000.0,983000000.0,,4825000000.0,4825000000.0,132000000.0,1385000000.0,-4000000.0,5331000000.0,38721000000.0,-599000000.0,-447000000.0,,890000000.0,3024000000.0,7129000000,1023000000.0,62731000000.0,347000000,-1337000000.0,4825000000.0,1445000000.0,,-148000000.0,99000000.0,-405000000.0,0.0,861000000,30627000000.0,-604000000.0,,2677000000.0,20393000000.0,8094000000.0,-7000000.0,2295000000.0,41272000000.0,13542000000.0,,0.0,,,-0.24,1762000000.0,,,,
2015-06-30,1446000000.0,1153000000.0,,,0.0,1794000000.0,-396000000.0,-1575000000.0,729000000,729000000,13162000000.0,10583000000.0,349000000.0,62949000000.0,0.0,729000000.0,3527000000.0,,4366000000.0,15000000.0,55000000.0,4631000000.0,0.5,0.0,3080000000.0,219000000.0,4825000000.0,80658000000.0,729000000,67195000000.0,964000000.0,,4892000000.0,4892000000.0,115000000.0,45000000.0,-4000000.0,5503000000.0,39043000000.0,-361000000.0,321000000.0,,799000000.0,3729000000.0,8095000000,1161000000.0,62949000000.0,1224000000,-1343000000.0,4892000000.0,1447000000.0,,1000000.0,228000000.0,-405000000.0,0.0,2878000000,30642000000.0,1458000000.0,,2505000000.0,20793000000.0,8401000000.0,236000000.0,2036000000.0,41615000000.0,13463000000.0,,0.0,,-6000000.0,0.5,1595000000.0,,,,
2015-09-30,1446000000.0,1148000000.0,,,0.0,2771000000.0,-701000000.0,-1736000000.0,-376000000,-376000000,14141000000.0,10590000000.0,-745000000.0,63421000000.0,0.0,163000000.0,3067000000.0,,4417000000.0,27000000.0,396000000.0,4101000000.0,-0.26,0.0,3079000000.0,1035000000.0,4892000000.0,80731000000.0,-376000000,67661000000.0,819000000.0,,5409000000.0,5409000000.0,118000000.0,49000000.0,-3000000.0,5365000000.0,39583000000.0,889000000.0,-63000000.0,,1134000000.0,3068000000.0,7485000000,1201000000.0,63421000000.0,650000000,-1674000000.0,5409000000.0,1446000000.0,,95000000.0,102000000.0,-419000000.0,-40000000.0,1238000000,31433000000.0,-213000000.0,0.0,2418000000.0,19958000000.0,8150000000.0,65000000.0,2053000000.0,41148000000.0,13070000000.0,,0.0,,-269000000.0,-0.26,1782000000.0,,,,
2015-12-31,1446000000.0,1153000000.0,,211000000.0,0.0,1443000000.0,-444000000.0,-2030000000.0,-2007000000,-2007000000,14486000000.0,9954000000.0,-256000000.0,62832000000.0,0.0,-661000000.0,3090000000.0,,6202000000.0,19000000.0,-1418000000.0,2751000000.0,-1.38,0.0,179000000.0,-587000000.0,5409000000.0,77527000000.0,-2007000000,67099000000.0,817000000.0,,4049000000.0,4049000000.0,110000000.0,51000000.0,-7000000.0,5306000000.0,38488000000.0,149000000.0,-735000000.0,60000000.0,1265000000.0,297000000.0,6499000000,244000000.0,62832000000.0,-2302000000,-2417000000.0,4049000000.0,1447000000.0,,70000000.0,93000000.0,-419000000.0,-3000000.0,971000000,31352000000.0,-2668000000.0,-360000000.0,2599000000.0,17675000000.0,7136000000.0,-20000000.0,2223000000.0,39039000000.0,10428000000.0,2900000000.0,0.0,-32561000000.0,-41000000.0,-1.38,1573000000.0,,,,
2016-03-31,1516000000.0,1209000000.0,,,0.0,48000000.0,554000000.0,-1556000000.0,257000000,257000000,16304000000.0,11609000000.0,803000000.0,72131000000.0,0.0,-181000000.0,3108000000.0,,3541000000.0,7000000.0,-814000000.0,3061000000.0,0.16,0.0,3077000000.0,-1508000000.0,4049000000.0,86572000000.0,257000000,76452000000.0,1710000000.0,,3134000000.0,3134000000.0,125000000.0,64000000.0,-2000000.0,5075000000.0,43637000000.0,-634000000.0,-65000000.0,,1003000000.0,2103000000.0,5644000000,194000000.0,72131000000.0,-602000000,-1416000000.0,3134000000.0,1517000000.0,,-163000000.0,56000000.0,-453000000.0,,1673000000,35853000000.0,76000000.0,,2705000000.0,17353000000.0,7784000000.0,33000000.0,2349000000.0,42935000000.0,10120000000.0,,0.0,,,0.16,1900000000.0,,,,
