date,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetPPE,quarterlyEbitda,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyGoodwill,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock
2010-03-31,,,43512100000.0,,,,5064200000.0,99607300000.0,,,183841700000.0,71203100000.0,,,100177700000.0,-91477700000.0,,8806100000.0,223050900000.0,79580100000.0,,,,28404200000.0,4223800000.0,,43285800000.0,,,,549704400000.0,374319200000.0,290848100000.0,,314528600000.0,,,,204397400000.0,47521200000.0,909180700000.0,534861500000.0,191240800000.0,70169500000.0,73512100000.0,11058700000.0,,,16948000000.0,33479700000.0,257253500000.0,34086400000.0,34596100000.0,3518300000.0,,21780700000.0,13634500000.0,35824500000.0,,110674600000.0,,,34596100000.0,,,218754300000.0,,67650000000.0,78708700000.0,,,37629100000.0,806957900000.0,,155109400000.0,,
2010-06-30,,31.779137,,,,,,100083300000.0,,,,71644800000.0,,,,,,2960200000.0,,38553900000.0,,,979000000.0,28438500000.0,,,22754400000.0,,,,,,270555700000.0,,,,,,,,,,170472400000.0,,,,625797359.0,,,,,19950000000.0,19887300000.0,,34.430696,21488700000.0,,-68100000.0,577603770.0,,,,19887300000.0,,,,,,,,,,,,,,
2010-09-30,,35.449766,,,,,,103324500000.0,,,,74256700000.0,,,,,,3131000000.0,,40016400000.0,,,1822900000.0,29067800000.0,,,25226900000.0,,,,,,287820000000.0,,,,,,,,,,184495500000.0,,,,627081717.0,,,,,22342700000.0,22229900000.0,,38.49708,22742000000.0,,1471800000.0,577443791.0,,,,22229900000.0,,,,,,,,,,,,,,
2010-12-31,,36.369896,,,,,,114428500000.0,,,,81930000000.0,,,,,,3188600000.0,,44886000000.0,,,3336900000.0,32498500000.0,,,27277300000.0,,,,,,316852000000.0,,,,,,,,,,202423500000.0,,,,666589744.0,,,,,24352000000.0,24243800000.0,,38.971986,24265800000.0,,-227900000.0,622082737.0,,,,24243800000.0,,,,,,,,,,,,,,
2011-03-31,,,44943900000.0,,,,6346500000.0,80324600000.0,,,224904700000.0,82772400000.0,,,208869000000.0,-115527800000.0,,3507500000.0,232479000000.0,43378900000.0,,,,-2447800000.0,45136200000.0,,11277400000.0,,,,548823000000.0,437821100000.0,356906400000.0,,348006800000.0,,,,201471300000.0,115951200000.0,1031526900000.0,593705800000.0,276581800000.0,67689000000.0,,22482300000.0,,,27296400000.0,36120300000.0,271444600000.0,7104000000.0,7040800000.0,3760800000.0,,23753100000.0,13963000000.0,-6762200000.0,,139547700000.0,,,7040800000.0,,,185990800000.0,,98406100000.0,120888400000.0,,,29476800000.0,820267600000.0,,199652600000.0,,
2011-12-31,,50.656657,,,,,,152658600000.0,,,,100548200000.0,,,,,,10710900000.0,,70507200000.0,,,3957100000.0,52110400000.0,,,44937900000.0,,,,,,452602500000.0,,,,,,,,,,299943900000.0,,,,672280846.0,,,,,34227000000.0,34017400000.0,,53.031187,32072200000.0,,-1403100000.0,642178718.0,,,,34055500000.0,,,,,,,9409900000.0,,,,,,,
2012-03-31,,,11756900000.0,,,,6347500000.0,177594800000.0,,16318800000.0,334558900000.0,213932100000.0,,,328412600000.0,-151793700000.0,,-13153300000.0,282716100000.0,54340400000.0,,,4313300000.0,-36337300000.0,131826400000.0,,30052000000.0,,,,724602600000.0,653230200000.0,517387000000.0,11501500000.0,434509800000.0,,,,287148100000.0,126265600000.0,1429212600000.0,775982400000.0,339792200000.0,87654900000.0,5069500000.0,76208500000.0,,,2474500000.0,38675200000.0,373266400000.0,43205300000.0,43008000000.0,4253000000.0,,324254100000.0,10902400000.0,80574000000.0,,180834000000.0,,,25229900000.0,,,218342100000.0,,145952400000.0,222160900000.0,10753100000.0,,7840500000.0,1097869000000.0,,282347400000.0,,
2012-06-30,,34.826451,,,,,,154217500000.0,,,,56828000000.0,,,,,,8688200000.0,,55116000000.0,,,4797200000.0,97389500000.0,,,31413400000.0,,,,,,431711300000.0,,,,,,,,,,277493800000.0,,,,644599121.0,,,,,22725200000.0,22449100000.0,,34.826451,37896900000.0,,-57932200000.0,644599121.0,,,,22449100000.0,,,,,,,8043900000.0,,,,,,,
2012-09-30,,31.957227,,,,,,150976500000.0,,,,55569100000.0,,,,,,9876400000.0,,55271500000.0,,,5274400000.0,95407400000.0,,,30854100000.0,,,,,,428189000000.0,,,,,,,,,,277212500000.0,,,,649220915.0,,,,,20977700000.0,20747300000.0,,32.105635,40190600000.0,,-56079800000.0,646219893.0,,,,20747300000.0,,,,,,,8473500000.0,,,,,,,
2012-12-31,,25.080981,,,,,,161499300000.0,,,,66411900000.0,,,,,,10318400000.0,,56790800000.0,,,4865000000.0,95087400000.0,,,26745300000.0,,,,,,458213100000.0,,,,,,,,,,296713800000.0,,,,648898053.0,,,,,16426900000.0,16275000000.0,,25.17992,43529100000.0,,-58996300000.0,646348356.0,,,,16275000000.0,,,,,,,9345800000.0,,,,,,,
2013-03-31,,60.698943,196600000.0,,,,6380700000.0,206624300000.0,,197576500000.0,409096300000.0,71292500000.0,,20979100000.0,370268500000.0,-182174000000.0,,8826900000.0,346663000000.0,81520800000.0,,,5279300000.0,135331800000.0,,,48459900000.0,,,,826416700000.0,723260900000.0,558415000000.0,17754500000.0,528837000000.0,,,,325457500000.0,34636500000.0,1668695400000.0,945434500000.0,351790700000.0,104193600000.0,3970800000.0,144148200000.0,650006375.0,,3953700000.0,41005800000.0,468373000000.0,39633000000.0,39454700000.0,4320300000.0,61.094698,44223900000.0,15668100000.0,-77201700000.0,645795807.0,208393200000.0,,,39454700000.0,,,231356900000.0,,116118500000.0,260266700000.0,9670200000.0,,6661500000.0,1294789700000.0,,351236100000.0,,
2013-06-30,,26.614533,,,,,,178657300000.0,,,,73096100000.0,,,,,,11641500000.0,,62059200000.0,,,5341400000.0,105561200000.0,,,29100300000.0,,,,,,467512600000.0,,,,,,,,,,288855300000.0,,,,648544174.0,,,,,17458800000.0,17260700000.0,,26.614533,44612200000.0,,-66978500000.0,648544174.0,,,,17260700000.0,,,,,,,9482400000.0,,,,,,,
2013-09-30,,54.366861,33810100000.0,,,,6437800000.0,210794900000.0,,546125300000.0,480076000000.0,73650400000.0,,,552563100000.0,,,11934300000.0,883794500000.0,85869100000.0,,,6378300000.0,137144500000.0,,,47459200000.0,,,,890900300000.0,844501100000.0,557012200000.0,,883794500000.0,,,,404255600000.0,184712500000.0,2026897000000.0,1182395900000.0,346217300000.0,111609200000.0,,48111500000.0,651474066.0,,24693500000.0,14796100000.0,579328000000.0,35524900000.0,35418600000.0,50962400000.0,54.366861,51790200000.0,18905300000.0,-78567900000.0,651474066.0,275866900000.0,,,35418600000.0,,,147670900000.0,,268804300000.0,316915800000.0,11117400000.0,,40157400000.0,1470228300000.0,,,,
2013-12-31,,,,,,,,249838100000.0,,,,431173300000.0,,,,,,23831600000.0,,102905600000.0,,,6165600000.0,-181335200000.0,,,60245600000.0,,,,,,655437700000.0,,,,,,,,,,405599600000.0,,,,,,,,,36414000000.0,36436700000.0,,,60173700000.0,,250926700000.0,,,,,36436700000.0,,,,,,,14104800000.0,,,,,,,
2014-03-31,-9260400000.0,,144400000.0,268600000.0,-553500000.0,155905500000.0,6437800000.0,246245800000.0,77482100000.0,308089400000.0,544197300000.0,233945500000.0,7938600000.0,35493500000.0,627477700000.0,-259315400000.0,-157344900000.0,819100000.0,494609900000.0,92128500000.0,0.0,16492300000.0,7765900000.0,12300300000.0,,-178400000.0,42600000000.0,819100000.0,80697800000.0,6406400000.0,910589500000.0,953709400000.0,661798000000.0,13986700000.0,753925300000.0,-73609900000.0,175552000000.0,-106254400000.0,454138600000.0,25782400000.0,2184775900000.0,1231066500000.0,415552200000.0,109644800000.0,8312300000.0,220487900000.0,,10196000000.0,3333300000.0,30267300000.0,642490100000.0,41780900000.0,41601100000.0,7449200000.0,,60149900000.0,35271800000.0,46792000000.0,,272735900000.0,159921500000.0,-59101600000.0,41601100000.0,-31700000.0,4802700000.0,165960600000.0,31138400000.0,159921500000.0,380409400000.0,18390100000.0,-124900000.0,6062600000.0,1553079600000.0,101942100000.0,492184100000.0,,
2014-06-30,,82.9,,,,,,244145600000.0,,,,88680400000.0,,,,,,21150500000.0,,114582900000.0,,,5980300000.0,155465200000.0,,,75332600000.0,,,,,,641507400000.0,,,,,,,,,,397361800000.0,,,,651171291.0,,,,,54182100000.0,53982100000.0,,82.9,58225300000.0,,-70678000000.0,651171291.0,,,,53982100000.0,,,,,,,9454600000.0,,,,,,,
2014-09-30,,50.508249,36159600000.0,,,,6437800000.0,231962800000.0,,671873400000.0,536622700000.0,168431600000.0,,,678311200000.0,,,23639100000.0,1077675600000.0,98148000000.0,,,7431100000.0,63531200000.0,,,56741900000.0,,,,943998700000.0,966315200000.0,601639900000.0,,,,,,479963900000.0,195899300000.0,2310376200000.0,1344061000000.0,369677100000.0,99959800000.0,,121380800000.0,651549023.0,,36538800000.0,10906000000.0,683827100000.0,33102800000.0,32908600000.0,50015800000.0,50.508249,62311300000.0,25012500000.0,2482600000.0,651549023.0,293069400000.0,,,32908600000.0,,,127772800000.0,,305879700000.0,427260500000.0,9271900000.0,,30806700000.0,1627825800000.0,,,,
2014-12-31,,0.0,305200000.0,,,,6437800000.0,267136300000.0,,413759200000.0,529809500000.0,220086000000.0,,27440100000.0,659386600000.0,,,16830500000.0,582578900000.0,88467200000.0,,,7130900000.0,47050300000.0,,,42515900000.0,,,7720100000.0,927375400000.0,1007208700000.0,703674800000.0,18270300000.0,582578900000.0,,,,542017000000.0,48807600000.0,2367382000000.0,1360173300000.0,436538500000.0,115139500000.0,10492800000.0,271103700000.0,649606810.0,,3927000000.0,42871600000.0,776361000000.0,25685400000.0,25602900000.0,7514900000.0,0.0,65985100000.0,48500000000.0,3081800000.0,649606810.0,288497900000.0,,,25602900000.0,,,187486900000.0,,171582700000.0,442686400000.0,12559100000.0,,6469100000.0,1703736400000.0,,542824500000.0,,
2015-03-31,-14953400000.0,,582000000.0,292462900000.0,-23815200000.0,171582700000.0,6437800000.0,269848700000.0,64487300000.0,400658500000.0,569383400000.0,255260900000.0,-1666800000.0,29099100000.0,534941700000.0,-304871900000.0,-142155900000.0,7529600000.0,586899100000.0,83800200000.0,0.0,19163800000.0,7973000000.0,14587800000.0,,1772200000.0,23641700000.0,7529600000.0,27676900000.0,9236200000.0,992654700000.0,993491300000.0,678443100000.0,8241500000.0,891771000000.0,-76107300000.0,117439500000.0,-19925000000.0,544862500000.0,85803600000.0,2345643400000.0,1352152100000.0,408594400000.0,130994300000.0,10047500000.0,245138800000.0,,38722100000.0,3452100000.0,41756400000.0,813636900000.0,16112100000.0,15797600000.0,7319500000.0,,66772200000.0,23466800000.0,28217700000.0,,287279800000.0,197430900000.0,-58792400000.0,15797600000.0,-31100000.0,-278065800000.0,180465400000.0,39173700000.0,197430900000.0,442569700000.0,20984800000.0,-1912800000.0,5641600000.0,1806291600000.0,41332200000.0,530900800000.0,,
2015-06-30,,41.65,,,,,,251176600000.0,,,,106696900000.0,,,,,,15702700000.0,,93042800000.0,,,7062400000.0,144479700000.0,,,43637200000.0,,,,,,601805700000.0,,,,,,,,,,350629100000.0,,,,664804322.0,,,,,27934500000.0,27689100000.0,,41.65,69791900000.0,,-89669000000.0,664804322.0,,,,27689100000.0,,,,,,,11173500000.0,,,,,,,
2015-09-30,,-6.35,36793000000.0,,,,6791800000.0,235782200000.0,,802660900000.0,538665500000.0,211258100000.0,,,809452700000.0,,,-7035700000.0,1264997300000.0,44765900000.0,,,8441700000.0,24524100000.0,,,-11107100000.0,,,,981843700000.0,1045542500000.0,608530300000.0,,,,,,533062900000.0,241498100000.0,2555135700000.0,1509593200000.0,372748100000.0,121763500000.0,,89740200000.0,676787402.0,,63858000000.0,12447200000.0,759674800000.0,-4071400000.0,-4297600000.0,50077400000.0,-6.35,70115200000.0,46063300000.0,-24037600000.0,676787402.0,361725900000.0,,,-4297600000.0,,,128441000000.0,,268248200000.0,357988400000.0,11593600000.0,,18115300000.0,1741518500000.0,,,,
2015-12-31,,51.55,,,,,,280971300000.0,,,,230562900000.0,,,,,,6512800000.0,,96098200000.0,,,8565200000.0,50408400000.0,,,41792400000.0,,,,,,716861200000.0,,,,,,,,,,435889900000.0,,,,680415131.0,,,,,35279600000.0,35075400000.0,,51.55,74379500000.0,,2298700000.0,680415131.0,,,,35075400000.0,,,,,,,10914700000.0,,,,,,,
2016-03-31,,,406100000.0,,,,6791800000.0,306416800000.0,,534195800000.0,613364400000.0,239536000000.0,,32815600000.0,763597100000.0,-380740300000.0,,12332900000.0,670065000000.0,106465500000.0,,,10618400000.0,66880800000.0,,,50062400000.0,,,19802200000.0,1067689300000.0,1099440400000.0,770224800000.0,7250500000.0,1050805300000.0,,,,504511300000.0,93122300000.0,2619981300000.0,1520540900000.0,463808000000.0,136085700000.0,9657300000.0,320139400000.0,,,2172900000.0,48488400000.0,784255300000.0,37729500000.0,37416500000.0,7598000000.0,,77574300000.0,43441400000.0,-9774200000.0,,326370400000.0,,,37416500000.0,,,187856500000.0,,171536100000.0,491675500000.0,14230800000.0,,5170100000.0,1851944600000.0,,600314700000.0,,
2016-06-30,,32.85,,,,,,259563300000.0,,,,227871700000.0,,,,,,7200300000.0,,87006700000.0,,,8711400000.0,31691600000.0,,,29804300000.0,,,,,,649401200000.0,,,,,,,,,,389837900000.0,,,,680785388.0,,,,,22604000000.0,22363800000.0,,32.85,74663600000.0,,9806900000.0,680785388.0,,,,22363800000.0,,,,,,,11694200000.0,,,,,,,
2016-09-30,,12.1,56413200000.0,,,,6791800000.0,255974300000.0,,,552330000000.0,240363200000.0,,,546987100000.0,,,4246300000.0,685658900000.0,67516200000.0,,,7419600000.0,15611100000.0,,,12727900000.0,,,,1078954600000.0,1061752000000.0,651407500000.0,6386800000.0,685658900000.0,,,,540589800000.0,311004000000.0,2629022100000.0,1567270100000.0,395433200000.0,124301200000.0,,291560700000.0,684595041.0,,205156000000.0,83640900000.0,998818400000.0,8481600000.0,8283600000.0,7211000000.0,12.1,67938500000.0,9184100000.0,7365300000.0,684595041.0,371265800000.0,,,8283600000.0,,,149807100000.0,,132917800000.0,424478500000.0,10248500000.0,,29560200000.0,2077773000000.0,,594498600000.0,,
2016-12-31,,1.3,,,,2382000000.0,,264955600000.0,,,,259116600000.0,-364000000.0,,,,-151000000.0,8669500000.0,,60791800000.0,,,8141000000.0,5839000000.0,,0.0,9785200000.0,,,,,,668551800000.0,,,-830000000.0,791000000.0,,,,,,403596200000.0,,,,721307692.0,,,,,1115700000.0,937700000.0,,1.3,70446400000.0,,12653300000.0,721307692.0,,1944000000.0,-1194000000.0,937700000.0,0.0,0.0,,,,,8707100000.0,-27000000.0,,,-39000000.0,,,
2017-03-31,,,1297700000.0,,,1944000000.0,6792200000.0,202014900000.0,,529009900000.0,610201400000.0,150434500000.0,-94650700000.0,31284800000.0,534197000000.0,-432560400000.0,-209257400000.0,15553900000.0,651199400000.0,107270200000.0,,,9863700000.0,51580400000.0,513241700000.0,,45587000000.0,,,29956200000.0,1152886200000.0,1163336400000.0,684043000000.0,13925800000.0,1083759800000.0,-304464600000.0,301688300000.0,,605644500000.0,174578600000.0,2666646000000.0,1503309600000.0,482028100000.0,140755500000.0,9432400000.0,369339100000.0,,,3785700000.0,60227800000.0,974917600000.0,30033100000.0,29625400000.0,6733200000.0,,74653800000.0,11806400000.0,-8800000.0,,352953800000.0,139867600000.0,-380065600000.0,29625400000.0,-580000000.0,-1133100000.0,179526700000.0,,139867600000.0,509206700000.0,11625300000.0,-53695900000.0,3302600000.0,2127803800000.0,-2776300000.0,571513800000.0,,
2017-06-30,,46.75,,,,,,216178300000.0,,,,214773500000.0,,,,,,12074400000.0,,100407800000.0,,,8124400000.0,1404800000.0,,,44073700000.0,,,,,,584933700000.0,,,,,,,,,,368755400000.0,,,,680697326.0,,,,,31999300000.0,31822600000.0,,46.8,71152200000.0,,53757400000.0,679970085.0,,,,31822600000.0,,,,,,,11088500000.0,,,,,,,
2017-09-30,,36.45,69686500000.0,,,,6792200000.0,253831300000.0,,,582609900000.0,218354400000.0,,,790746500000.0,,,10897800000.0,806434100000.0,97086700000.0,,,7650300000.0,35476900000.0,,,35914500000.0,,,,1158826500000.0,1138044800000.0,706906500000.0,16466000000.0,806434100000.0,,,,627021900000.0,312829500000.0,2913682800000.0,1775638000000.0,453075200000.0,136893500000.0,,300366800000.0,681146776.0,,205426500000.0,100021900000.0,958413600000.0,25016700000.0,24827800000.0,1166500000.0,36.5,72563300000.0,34065700000.0,11911000000.0,680213699.0,405837500000.0,,,24827800000.0,,,137246100000.0,,129552200000.0,429919000000.0,11473400000.0,,31069300000.0,2117240100000.0,,661887200000.0,,
