date,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue
2003-03-31,16689000.0,,68039000.0,31269000.0,-209000.0,15478000.0,3000.0,170114000.0,0.0,-557773000.0,,16689000.0,15603000.0,9163000.0,15603000.0,4802000.0,,2029000.0,49609000.0,3366000.0,-28550000.0,13682000.0,18697000.0,-1818000.0,-43777000.0,4791000,751209000.0,,173466000,15008000.0,193436000.0,-72000.0,0.976212,,,,7998000.0,,17380000,125000.0,361867000.0,16879000.0,115209000.0,116381000.0,275693000.0,23589000.0,16689000.0,,648362000.0,16292000.0,372669000.0,122984000.0,,12589000.0,478248000.0,111194000.0,-1887000.0,0.98,36060000.0,16292000.0,-137000,25205000.0,15603000.0,,238883000.0,103675000.0,5804000.0,137406000.0,135342000.0,,42601000.0,,,,,,
2003-06-30,16734000.0,,66777000.0,28994000.0,8658000.0,15603000.0,9386000.0,180112000.0,0.0,-564939000.0,,16724000.0,26856000.0,9517000.0,26856000.0,6402000.0,,-1911000.0,53429000.0,-6418000.0,-24492000.0,15021000.0,6773000.0,-2286000.0,-3370000.0,15004000,744685000.0,,180574000,13147000.0,179746000.0,2913000.0,0.34,,,,-6479000.0,,28928000,11253000.0,371383000.0,4487000.0,120954000.0,115832000.0,303800000.0,21904000.0,16969000.0,,667327000.0,5745000.0,363527000.0,125107000.0,,13924000.0,487215000.0,107463000.0,-11251000.0,0.34,43998000.0,5745000.0,5745000,7850000.0,26856000.0,,246276000.0,123180000.0,7987000.0,136576000.0,126170000.0,,39739000.0,,,,,,
2003-09-30,16761000.0,,65155000.0,24953000.0,15135000.0,26856000.0,-12415000.0,191198000.0,0.0,-566187000.0,,16753000.0,22061000.0,7503000.0,22061000.0,5205000.0,,-100000.0,51763000.0,8252000.0,-23821000.0,13801000.0,32059000.0,-3132000.0,-33883000.0,20303000,741869000.0,,197095000,15958000.0,175682000.0,4838000.0,0.61,,,,-2139000.0,,32189000,-4795000.0,338768000.0,28927000.0,131251000.0,124488000.0,298558000.0,20864000.0,17020000.0,,654454000.0,10297000.0,355896000.0,124248000.0,,11886000.0,463256000.0,105618000.0,-249000.0,0.61,45256000.0,10297000.0,10297000,-2971000.0,22061000.0,,214520000.0,125226000.0,9749000.0,151839000.0,121770000.0,,49264000.0,,,,,,
2003-12-31,16786000.0,,62849000.0,31136000.0,5758000.0,22061000.0,272000.0,199683000.0,0.0,-577686000.0,,,29052000.0,6978000.0,29052000.0,4719000.0,,3039000.0,53589000.0,84000.0,-20164000.0,14450000.0,24197000.0,-4381000.0,-13097000.0,9461000,751919000.0,,205206000,10055000.0,174233000.0,1039000.0,,,,,2917000.0,,21453000,6991000.0,324437000.0,19816000.0,135970000.0,121313000.0,305487000.0,25645000.0,,,645433000.0,4719000.0,339946000.0,122598000.0,,11992000.0,445750000.0,97393000.0,13271000.0,,40597000.0,4719000.0,4719000,-4109000.0,29052000.0,,201839000.0,124428000.0,9975000.0,164609000.0,132542000.0,,50691000.0,,,,,,
2004-03-31,16832000.0,,61272000.0,31955000.0,8916000.0,29052000.0,11000.0,205213000.0,0.0,-583481000.0,,16813000.0,22290000.0,5871000.0,22290000.0,5156000.0,,-2356000.0,59300000.0,2789000.0,-20649000.0,15749000.0,13107000.0,-3295000.0,-14544000.0,13906000,753420000.0,,216770000,15657000.0,169939000.0,3098000.0,0.34,,,,-7687000.0,,25866000,-6762000.0,305812000.0,9812000.0,141788000.0,123173000.0,304637000.0,23518000.0,17121000.0,,634198000.0,5818000.0,329561000.0,117607000.0,,11960000.0,428985000.0,89823000.0,58000.0,0.35,45861000.0,5818000.0,5818000,-3284000.0,22290000.0,,188205000.0,122304000.0,7478000.0,170909000.0,135948000.0,,42345000.0,,,,,,
2004-06-30,0.0,,59613000.0,29245000.0,17043000.0,22290000.0,0.0,215511000.0,0.0,-588859000.0,,16904000.0,21958000.0,582000.0,21958000.0,4527000.0,,187000.0,56392000.0,-34246000.0,-22281000.0,15098000.0,-7379000.0,-2752000.0,10140000.0,21287000,754280000.0,,221510000,9092000.0,165421000.0,5689000.0,0.66,,,,1393000.0,,32645000,-332000.0,322623000.0,-10131000.0,153142000.0,106553000.0,318029000.0,24910000.0,17168000.0,,644687000.0,11354000.0,326658000.0,118476000.0,,11358000.0,429176000.0,94854000.0,-1428000.0,0.67,50532000.0,11354000.0,11354000,-2752000.0,21958000.0,,204147000.0,128147000.0,11046000.0,170978000.0,146067000.0,,40487000.0,,,,,,
2004-09-30,84688000.0,,57969000.0,19724000.0,18438000.0,21958000.0,18000.0,229234000.0,0.0,-598625000.0,,16969000.0,29486000.0,591000.0,29486000.0,4259000.0,,-31000.0,71183000.0,12007000.0,-21570000.0,18104000.0,31867000.0,-7384000.0,-17297000.0,22905000,761662000.0,,224668000,10253000.0,163037000.0,5464000.0,0.75,38000.0,,,6358000.0,,33883000,7528000.0,305592000.0,24483000.0,166116000.0,130999000.0,340222000.0,23729000.0,17189000.0,,665825000.0,12974000.0,325603000.0,118599000.0,,10978000.0,436591000.0,96861000.0,-335000.0,0.76,42629000.0,12974000.0,12974000,-7366000.0,29486000.0,,186993000.0,142823000.0,21901000.0,182039000.0,148102000.0,,48972000.0,,,,,,
2004-12-31,0.0,,56282000.0,34816000.0,233000.0,29486000.0,226000.0,231882000.0,0.0,-610876000.0,,,28778000.0,5616000.0,28778000.0,4312000.0,,5601000.0,75719000.0,-13677000.0,-21870000.0,16405000.0,-786000.0,-4542000.0,-2010000.0,4462000,777105000.0,,231161000,6138000.0,166229000.0,-2679000.0,,36000.0,,,-8920000.0,,14941000,-5023000.0,304130000.0,-5328000.0,169028000.0,140183000.0,360255000.0,24698000.0,,,676195000.0,2912000.0,315940000.0,120293000.0,,10479000.0,444313000.0,89062000.0,-147000.0,,39278000.0,2912000.0,2912000,-4316000.0,28778000.0,,183837000.0,157789000.0,6370000.0,191883000.0,158423000.0,,52710000.0,,,,,,
2005-03-31,0.0,,54606000.0,32122000.0,6904000.0,28778000.0,57000.0,235523000.0,0.0,-613489000.0,,16982000.0,25380000.0,3344000.0,25380000.0,4327000.0,,-389000.0,71649000.0,-17954000.0,-22995000.0,16280000.0,1464000.0,-3193000.0,74000.0,10991000,776084000.0,,239114000,6048000.0,162595000.0,2142000.0,0.28,4000.0,,,2540000.0,,20630000,-3398000.0,305440000.0,-1729000.0,173790000.0,127164000.0,364746000.0,22293000.0,17314000.0,,668127000.0,4762000.0,303381000.0,119261000.0,,9639000.0,432604000.0,80496000.0,-149000.0,0.28,43113000.0,4762000.0,4762000,-3136000.0,25380000.0,,186179000.0,165871000.0,6691000.0,196001000.0,155047000.0,,46123000.0,,,,,,
2005-06-30,0.0,,53054000.0,29072000.0,18765000.0,25380000.0,64000.0,246316000.0,0.0,-614517000.0,,17016000.0,31453000.0,6791000.0,31453000.0,4455000.0,,-69000.0,70898000.0,-18619000.0,-25492000.0,15797000.0,6488000.0,-3881000.0,5009000.0,23089000,774454000.0,,271842000,8434000.0,159937000.0,5698000.0,0.76,223000.0,,,3466000.0,,31960000,6073000.0,305109000.0,2607000.0,186857000.0,131120000.0,384356000.0,23969000.0,17305000.0,,682545000.0,13067000.0,298189000.0,117591000.0,,8871000.0,436229000.0,78154000.0,149000.0,0.77,52161000.0,13067000.0,13067000,-3817000.0,31453000.0,,187518000.0,157083000.0,10825000.0,219681000.0,177377000.0,,44997000.0,,,,,,
2005-09-30,0.0,,51876000.0,31656000.0,17749000.0,31453000.0,-121000.0,258764000.0,0.0,-616019000.0,,17042000.0,40305000.0,5291000.0,40305000.0,4138000.0,,-10243000.0,71257000.0,37115000.0,-26571000.0,15919000.0,45914000.0,-6675000.0,-35537000.0,21515000,775998000.0,,270932000,14177000.0,159979000.0,4348000.0,0.77,126000.0,,,6363000.0,,30177000,8852000.0,268264000.0,39239000.0,200258000.0,147851000.0,377324000.0,24967000.0,17317000.0,,674879000.0,13401000.0,297555000.0,114909000.0,,8662000.0,416115000.0,67570000.0,0.0,0.79,53171000.0,13401000.0,13401000,-2552000.0,40305000.0,,153355000.0,150331000.0,9602000.0,217761000.0,171692000.0,,57126000.0,,,,,,
2005-12-31,0.0,,49874000.0,34532000.0,13534000.0,40305000.0,64000.0,266060000.0,0.0,-610939000.0,,,56413000.0,4862000.0,56413000.0,3929000.0,,-5040000.0,88350000.0,-5002000.0,-30511000.0,17398000.0,10129000.0,-4081000.0,-510000.0,17281000,764945000.0,,293656000,14728000.0,154006000.0,2383000.0,,85000.0,,,-8238000.0,,26505000,16108000.0,268685000.0,6048000.0,211409000.0,166787000.0,411699000.0,25581000.0,,,701532000.0,11151000.0,289833000.0,115496000.0,,9224000.0,435472000.0,62796000.0,0.0,,51813000.0,11151000.0,11151000,5460000.0,56413000.0,,153189000.0,151999000.0,8629000.0,241843000.0,186678000.0,,58847000.0,,,,,,
2006-03-31,0.0,,48761000.0,40026000.0,20669000.0,56413000.0,0.0,279332000.0,0.0,-602479000.0,,17122000.0,56465000.0,4236000.0,56465000.0,3906000.0,,1289000.0,87391000.0,-20259000.0,-29901000.0,16566000.0,6349000.0,-4329000.0,-1905000.0,23978000,756159000.0,,301950000,13662000.0,153680000.0,6897000.0,0.79,462000.0,,,3344000.0,,31941000,52000.0,266711000.0,2020000.0,223033000.0,156574000.0,416575000.0,24798000.0,17394000.0,,702617000.0,13772000.0,286042000.0,113691000.0,,7963000.0,423285000.0,60794000.0,576000.0,0.8,64004000.0,13772000.0,13772000,-4329000.0,56465000.0,,153020000.0,168989000.0,1935000.0,237946000.0,174072000.0,-2148000.0,51285000.0,,,,,,
2006-06-30,0.0,,47692000.0,38684000.0,32197000.0,56465000.0,83000.0,299722000.0,0.0,-582376000.0,,17232000.0,63872000.0,4774000.0,63872000.0,3866000.0,,1817000.0,84636000.0,-12210000.0,-28045000.0,17116000.0,10306000.0,-5704000.0,689000.0,31017000,737479000.0,,330066000,10492000.0,155103000.0,11828000.0,1.17,250000.0,,,2750000.0,,38877000,7407000.0,268555000.0,4602000.0,241245000.0,154117000.0,439712000.0,26668000.0,17411000.0,,722394000.0,20369000.0,282682000.0,115706000.0,,7860000.0,422672000.0,59390000.0,72000.0,1.18,69701000.0,20369000.0,20369000,-2213000.0,63872000.0,,152849000.0,168099000.0,10146000.0,260365000.0,194376000.0,0.0,54215000.0,,,,,,
2006-09-30,0.0,,46617000.0,33295000.0,29811000.0,63872000.0,5281000.0,318644000.0,0.0,-587678000.0,,17257000.0,86670000.0,671000.0,86670000.0,3917000.0,,-799000.0,83249000.0,8202000.0,-26734000.0,16582000.0,26370000.0,-4357000.0,-3478000.0,32869000,742593000.0,,325119000,20738000.0,154915000.0,10890000.0,1.09,118000.0,,,2149000.0,,40619000,22798000.0,269453000.0,22013000.0,257999000.0,164481000.0,473605000.0,27794000.0,17409000.0,,752578000.0,18921000.0,278973000.0,116778000.0,,7750000.0,433934000.0,57650000.0,783000.0,1.1,66164000.0,18921000.0,18921000,924000.0,86670000.0,,152675000.0,180766000.0,11940000.0,258955000.0,190793000.0,-4324000.0,59823000.0,,,,,,
2006-12-31,0.0,,51708000.0,44443000.0,5466000.0,86670000.0,18000.0,301402000.0,0.0,-589241000.0,,,60300000.0,3240000.0,60300000.0,3714000.0,,752000.0,81623000.0,-21522000.0,-47165000.0,19999000.0,-5949000.0,-16247000.0,-7247000.0,19774000,751355000.0,,306162000,15628000.0,162114000.0,1006000.0,,26000.0,,,-397000.0,,27793000,-26370000.0,283208000.0,-22196000.0,260304000.0,160183000.0,461960000.0,29931000.0,,,744793000.0,4460000.0,282833000.0,130460000.0,,8019000.0,443391000.0,38923000.0,-3538000.0,,64217000.0,4460000.0,4460000,-16229000.0,60300000.0,,152748000.0,185581000.0,-5107000.0,241945000.0,198243000.0,-2155000.0,59692000.0,,,,,,
2007-03-31,88290000.0,,50170000.0,42023000.0,24772000.0,60300000.0,-1104000.0,317444000.0,0.0,-595656000.0,,17294000.0,72901000.0,702000.0,72901000.0,2962000.0,,-996000.0,83618000.0,6169000.0,-45230000.0,18811000.0,28188000.0,-12406000.0,-1828000.0,27406000,766584000.0,,309796000,18409000.0,170928000.0,8530000.0,0.93,27000.0,,,-1545000.0,,35230000,12601000.0,281759000.0,15782000.0,274384000.0,150538000.0,460516000.0,26755000.0,17412000.0,,749741000.0,16242000.0,289225000.0,129440000.0,,7824000.0,432297000.0,38850000.0,725000.0,0.94,69429000.0,16242000.0,16242000,-14196000.0,72901000.0,,152319000.0,180390000.0,3871000.0,240367000.0,185523000.0,-2162000.0,47809000.0,,,,,,
2007-06-30,0.0,,48631000.0,46146000.0,27302000.0,72901000.0,27490000.0,348279000.0,0.0,-605541000.0,,17296000.0,108365000.0,6308000.0,108365000.0,2827000.0,,3677000.0,84623000.0,-14382000.0,-43159000.0,19100000.0,17722000.0,-15493000.0,4897000.0,29372000,780788000.0,,344013000,15614000.0,175247000.0,9863000.0,1.78,0.0,,,9986000.0,,36333000,35464000.0,281061000.0,2229000.0,303148000.0,157449000.0,517256000.0,27046000.0,17411000.0,,786789000.0,30926000.0,269533000.0,128925000.0,,6961000.0,438510000.0,23551000.0,-343000.0,1.79,75518000.0,30926000.0,17439000,12683000.0,108365000.0,,149287000.0,179630000.0,757000.0,268495000.0,208653000.0,-183000.0,50904000.0,,,,,,
2007-09-30,0.0,,47093000.0,46135000.0,31215000.0,108365000.0,-3661000.0,320344000.0,0.0,-600345000.0,,16772000.0,82947000.0,724000.0,82947000.0,2954000.0,,-80000.0,96948000.0,10269000.0,-40328000.0,18476000.0,34760000.0,-3715000.0,-54433000.0,32934000,779814000.0,,356946000,20479000.0,179469000.0,11125000.0,1.25,-1000.0,,,5671000.0,,40013000,-25418000.0,284010000.0,31045000.0,322283000.0,173415000.0,511225000.0,27659000.0,16887000.0,,777769000.0,21157000.0,266544000.0,127124000.0,,7079000.0,457425000.0,23383000.0,-1248000.0,1.26,79069000.0,21157000.0,20090000,-7376000.0,82947000.0,,156886000.0,191833000.0,1235000.0,277877000.0,212490000.0,-2350000.0,55264000.0,,,,,,
2007-12-31,0.0,,45555000.0,50102000.0,20616000.0,82947000.0,0.0,317007000.0,0.0,-606072000.0,,,71872000.0,736000.0,71872000.0,2814000.0,,-9226000.0,104636000.0,2341000.0,-34360000.0,20447000.0,28907000.0,-7942000.0,-32189000.0,22454000,789634000.0,,364119000,15246000.0,183562000.0,-6380000.0,,35000.0,,,-16949000.0,-33189000.0,29716000,-11075000.0,276266000.0,20965000.0,346132000.0,177661000.0,495041000.0,29655000.0,,,770934000.0,12442000.0,275893000.0,119205000.0,,7262000.0,453927000.0,25380000.0,2724000.0,,72556000.0,12442000.0,26996000,-7942000.0,71872000.0,,157061000.0,193694000.0,976000.0,291563000.0,195175000.0,-1946000.0,57043000.0,,,,,,
2008-03-31,0.0,,44017000.0,49002000.0,29965000.0,71872000.0,1050000.0,330995000.0,0.0,-609143000.0,,15459000.0,48030000.0,747000.0,48030000.0,3015000.0,,-31000.0,118608000.0,-39141000.0,-31101000.0,20229000.0,-9244000.0,-10162000.0,-6098000.0,32601000,804479000.0,,382350000,15827000.0,195336000.0,10193000.0,1.27,178000.0,,,4009000.0,-6811000.0,39600000,-23842000.0,285843000.0,-19406000.0,361232000.0,183676000.0,511980000.0,28773000.0,15558000.0,,800514000.0,19772000.0,288534000.0,123627000.0,,6999000.0,469519000.0,25244000.0,-1477000.0,1.28,81603000.0,19772000.0,19772000,-9112000.0,48030000.0,,162216000.0,206282000.0,379000.0,300747000.0,236107000.0,-3154000.0,48494000.0,,,,,,
2008-06-30,0.0,,42479000.0,52378000.0,27242000.0,48030000.0,0.0,347153000.0,0.0,-615149000.0,,15488000.0,39792000.0,759000.0,39792000.0,2873000.0,,-192000.0,127590000.0,-17338000.0,-29735000.0,21879000.0,6377000.0,-21834000.0,6946000.0,29815000,823922000.0,,425882000,10056000.0,208773000.0,9618000.0,1.13,53000.0,,,953000.0,0.0,36933000,-8238000.0,293137000.0,-15457000.0,375757000.0,190338000.0,528755000.0,30499000.0,15556000.0,,830628000.0,17624000.0,301873000.0,120615000.0,,7118000.0,483475000.0,27496000.0,1877000.0,1.14,82193000.0,17624000.0,17624000,-21834000.0,39792000.0,,172522000.0,214544000.0,300000.0,343689000.0,254539000.0,-3093000.0,51933000.0,,,,,,
2008-09-30,,,55941000.0,47947000.0,22887000.0,39792000.0,0.0,331269000.0,0.0,-611252000.0,,15306000.0,33491000.0,771000.0,33491000.0,2966000.0,,4080000.0,127429000.0,-15097000.0,-39170000.0,19471000.0,14430000.0,-18881000.0,15346000.0,25631000,838237000.0,,440604000,12447000.0,226985000.0,6415000.0,1.07,15000.0,,,-15523000.0,-19999000.0,32712000,-6301000.0,328120000.0,-4451000.0,370439000.0,203636000.0,529254000.0,28476000.0,15365000.0,,863025000.0,16472000.0,333771000.0,114759000.0,,7081000.0,531756000.0,27213000.0,-1887000.0,1.08,73578000.0,16472000.0,16472000,-33602000.0,33491000.0,,213361000.0,228052000.0,222000.0,367026000.0,248180000.0,-5843000.0,62989000.0,,,,,,
2008-12-31,0.0,,54069000.0,48807000.0,25232000.0,33491000.0,-34242000.0,291123000.0,0.0,-606275000.0,,,21761000.0,1783000.0,21761000.0,3192000.0,,-539000.0,60505000.0,-17607000.0,-95750000.0,20173000.0,9085000.0,-23742000.0,16000000.0,28313000,848011000.0,7264000.0,368595000,0.0,241736000.0,5873000.0,,,,,33122000.0,0.0,36094000,-11730000.0,384416000.0,-14657000.0,386758000.0,135913000.0,446178000.0,28634000.0,,,811452000.0,19359000.0,365274000.0,148038000.0,,6769000.0,520329000.0,0.0,2432000.0,,77120000.0,19359000.0,19359000,-34324000.0,21761000.0,,236378000.0,201072000.0,111000.0,291475000.0,203551000.0,-3041000.0,63715000.0,,,,,,
2009-03-31,0.0,,,45021000.0,43037000.0,21761000.0,0.0,313668000.0,0.0,-605924000.0,-42091000.0,15203000.0,59510000.0,3322000.0,59510000.0,2936000.0,0.0,-35000.0,80636000.0,50935000.0,-98874000.0,18754000.0,96669000.0,-15305000.0,-37591000.0,46053000,859249000.0,12280000.0,337128000,0.0,253325000.0,14349000.0,1.88,0.0,,,5652000.0,,53736000,37749000.0,347762000.0,81364000.0,412405000.0,154711000.0,435455000.0,26267000.0,15241000.0,,816141000.0,28688000.0,380686000.0,146942000.0,-4000000.0,7763000.0,502473000.0,0.0,-553000.0,1.89,91074000.0,28688000.0,28688000,-19305000.0,59510000.0,,200820000.0,159757000.0,-80000.0,246054000.0,193830000.0,-3041000.0,55733000.0,,,,,,
2009-06-30,0.0,,,50348000.0,46356000.0,59510000.0,-15850000.0,359664000.0,0.0,-619969000.0,-195000.0,15204000.0,112048000.0,3219000.0,112048000.0,2859000.0,15500000.0,-10589000.0,87251000.0,25952000.0,-79735000.0,21092000.0,58060000.0,-23655000.0,13117000.0,61065000,892059000.0,25976000.0,370921000,0.0,272090000.0,15698000.0,2.01,0.0,,,18917000.0,,57020000,52538000.0,377202000.0,34405000.0,439262000.0,179092000.0,514390000.0,29256000.0,15242000.0,,915958000.0,30658000.0,401568000.0,159002000.0,-1000000.0,7805000.0,556294000.0,0.0,-359000.0,2.02,111413000.0,30658000.0,30658000,-25005000.0,112048000.0,,218200000.0,168446000.0,-11850000.0,259508000.0,208086000.0,-3801000.0,59230000.0,,,,,,
2009-09-30,0.0,,,49220000.0,87034000.0,112048000.0,6380000.0,412450000.0,0.0,-629492000.0,-198000.0,15208000.0,134070000.0,88951000.0,133770000.0,2909000.0,,-8867000.0,100447000.0,-9604000.0,-79963000.0,21602000.0,39888000.0,-27949000.0,13847000.0,93747000,922941000.0,22341000.0,417832000,0.0,293449000.0,30347000.0,3.72,,300000.0,,-15720000.0,,97860000,21722000.0,310641000.0,11939000.0,492147000.0,282050000.0,582948000.0,27618000.0,15245000.0,,1005141000.0,56687000.0,422193000.0,160283000.0,4700000.0,7917000.0,592691000.0,0.0,-250000.0,3.73,142967000.0,56687000.0,56687000,-32369000.0,133770000.0,,150358000.0,182457000.0,-3804000.0,274865000.0,229603000.0,-3802000.0,66992000.0,,,,,,
2009-12-31,0.0,0.0,,56383000.0,62949000.0,133770000.0,3200000.0,458185000.0,0.0,-631967000.0,-200000.0,,152131000.0,36111000.0,151831000.0,3012000.0,,23748000.0,88186000.0,-44275000.0,-74784000.0,24624000.0,29827000.0,-22224000.0,7005000.0,61423000,934382000.0,4988000.0,404241000,0.0,302415000.0,16699000.0,,,300000.0,,24713000.0,0.0,74049000,18061000.0,368955000.0,7603000.0,532694000.0,198052000.0,603139000.0,31759000.0,,,1025192000.0,46250000.0,422053000.0,152755000.0,0.0,8088000.0,567007000.0,0.0,-303000.0,,117806000.0,46250000.0,46250000,-19024000.0,151831000.0,,216200000.0,192903000.0,4538000.0,286435000.0,214887000.0,-5703000.0,63775000.0,,,,,,
2010-03-31,0.0,-43748000.0,,51657000.0,62491000.0,151831000.0,-2630000.0,473717000.0,0.0,-633537000.0,-99513000.0,15118000.0,88271000.0,6351000.0,87971000.0,3949000.0,,-640000.0,87025000.0,-10903000.0,-81477000.0,21083000.0,42796000.0,-6677000.0,-52036000.0,68751000,932595000.0,16163000.0,395126000,0.0,299058000.0,20353000.0,2.78,,300000.0,,1688000.0,-14276000.0,75219000,-63860000.0,370068000.0,36119000.0,555194000.0,171046000.0,544808000.0,30574000.0,15154000.0,,1014831000.0,42138000.0,470023000.0,154457000.0,,8779000.0,541114000.0,0.0,-1774000.0,2.79,120408000.0,42138000.0,42138000,-53055000.0,87971000.0,,215611000.0,202787000.0,2311000.0,274718000.0,214026000.0,-5641000.0,56571000.0,,,,,,
2010-06-30,0.0,1778000.0,50880000.0,58257000.0,60420000.0,87971000.0,-8840000.0,438008000.0,0.0,-632393000.0,-834000.0,14796000.0,46906000.0,6994000.0,46606000.0,4314000.0,,-3537000.0,108370000.0,-27960000.0,-86719000.0,22064000.0,30367000.0,-11359000.0,-52606000.0,73944000,961803000.0,10274000.0,469841000,0.0,329410000.0,20564000.0,2.69,,300000.0,,12102000.0,-64944000.0,73673000,-41365000.0,391116000.0,19008000.0,524727000.0,191078000.0,550306000.0,36193000.0,14828000.0,,1020202000.0,39856000.0,469896000.0,158181000.0,,8939000.0,582194000.0,0.0,-250000.0,2.69,132201000.0,39856000.0,39856000,-18421000.0,46606000.0,,232935000.0,221434000.0,-9210000.0,337640000.0,251103000.0,-5396000.0,60748000.0,,,,,,
2010-09-30,0.0,670000.0,,58430000.0,67574000.0,46606000.0,-7549000.0,478627000.0,0.0,-648487000.0,624000.0,14353000.0,50583000.0,5695000.0,50283000.0,4465000.0,,-1716000.0,113300000.0,-22349000.0,-76831000.0,22719000.0,31737000.0,-7107000.0,-15346000.0,77492000,980486000.0,10919000.0,471777000,0.0,331999000.0,21855000.0,3.18,,300000.0,,766000.0,-9749000.0,82152000,3677000.0,398358000.0,24630000.0,555458000.0,202372000.0,602129000.0,35711000.0,14383000.0,,1079357000.0,45719000.0,477228000.0,164112000.0,,10113000.0,600730000.0,0.0,-1724000.0,3.19,135922000.0,45719000.0,45719000,-13986000.0,50283000.0,,234246000.0,261866000.0,-5453000.0,335855000.0,266513000.0,-5359000.0,67796000.0,,,,,,
2010-12-31,0.0,0.0,41435000.0,59811000.0,69511000.0,50283000.0,8819000.0,491640000.0,0.0,-654204000.0,-2339000.0,,49492000.0,5432000.0,49192000.0,4533000.0,,7826000.0,109250000.0,-1785000.0,-73820000.0,25322000.0,60314000.0,-11263000.0,-57662000.0,67117000,988180000.0,14843000.0,460648000,0.0,333976000.0,20099000.0,,,300000.0,,8621000.0,-32548000.0,83880000,-1091000.0,364714000.0,49051000.0,565460000.0,206387000.0,602775000.0,34489000.0,,5091000.0,1062741000.0,49412000.0,459966000.0,147170000.0,0.0,9836000.0,571101000.0,0.0,-533000.0,,126928000.0,49412000.0,49412000,-2444000.0,49192000.0,,217544000.0,273215000.0,6927000.0,333720000.0,234233000.0,-6212000.0,71558000.0,,,,,,
2011-03-31,0.0,0.0,,62885000.0,73367000.0,49192000.0,569000.0,520802000.0,0.0,-667394000.0,-808000.0,13890000.0,49803000.0,7259000.0,49803000.0,4645000.0,,3243000.0,116279000.0,-45598000.0,-64071000.0,24461000.0,14347000.0,-24151000.0,7553000.0,78079000,1019474000.0,26500000.0,508083000,0.0,352080000.0,23778000.0,3.57,,0.0,,3184000.0,-27427000.0,88179000,611000.0,395593000.0,-9804000.0,584869000.0,215272000.0,657611000.0,38424000.0,13906000.0,,1131667000.0,49589000.0,474056000.0,141764000.0,,10167000.0,610865000.0,0.0,-2233000.0,3.57,140964000.0,49589000.0,49589000,-23282000.0,49803000.0,,253829000.0,295468000.0,-67000.0,367119000.0,292513000.0,-903000.0,60045000.0,,,,,,
