date,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue
2010-07-31,830000000.0,1301000000,49000000.0,1089700000.0,15000000.0,-1747000000.0,-245000000.0,1364000000.0,-789000000.0,-22000000.0,-640000000.0,14846000000.0,14059000000.0,2553000000.0,3773000000,5611000000.0,5429000000.0,197000000.0,1114000000,-297000000.0,9997000000.0,0.76,0.0,-73000000.0,7080000000.0,211000000.0,1576000000.0,3230000000.0,893000000.0,2880000000.0,830000000.0,5057000000.0,14601000000.0,1334000000.0,830000000,8395000000.0,8448000000.0,-55000000.0,-2000000.0,-15000000.0,2420000000.0,210000000.0,1577000000.0,-3009000000.0,3917000000.0,676000000.0,1364000000.0,3428000000.0,74000000.0,1766000000.0,0.0,2510000000.0,1086100000.0,385000000.0,-46000000.0,281000000.0,25000000.0,-108000000.0,805000000.0,1040000000.0,-62000000.0,28660000000.0,-36000000.0,0.0,697000000.0,1183000000.0,68000000.0,18663000000.0,187000000.0,410000000.0,-353000000.0,1400000000.0,108000000.0,0.76,,,
2010-10-31,566000000.0,1034000000,55000000.0,1083700000.0,18000000.0,-1678000000.0,-243000000.0,1256000000.0,-650000000.0,-55000000.0,-120000000.0,15114000000.0,14486000000.0,2288000000.0,3903000000,5895000000.0,5586000000.0,163000000.0,819000000,-218000000.0,9894000000.0,0.52,0.0,-35000000.0,7148000000.0,296000000.0,1877000000.0,3453000000.0,961000000.0,2942000000.0,566000000.0,5448000000.0,14825000000.0,1650000000.0,566000000,8624000000.0,8591000000.0,-25000000.0,-400000000.0,67000000.0,2458000000.0,186000000.0,1635000000.0,-3128000000.0,3544000000.0,640000000.0,1256000000.0,3417000000.0,67000000.0,2123000000.0,0.0,2573000000.0,1080100000.0,397000000.0,-381000000.0,314000000.0,17000000.0,-167000000.0,898000000.0,752000000.0,-390000000.0,29311000000.0,-108000000.0,1170000000.0,731000000.0,1610000000.0,-140000000.0,19417000000.0,215000000.0,438000000.0,-397000000.0,1364000000.0,108000000.0,0.52,,,
2011-01-31,924000000.0,1341000000,52000000.0,1077900000.0,6000000.0,-1093000000.0,-240000000.0,1283000000.0,-884000000.0,-76000000.0,-380000000.0,15476000000.0,15239000000.0,2184000000.0,3961000000,6602000000.0,5793000000.0,136000000.0,1044000000,93000000.0,9986000000.0,0.86,0.0,-5000000.0,7084000000.0,272000000.0,2306000000.0,3472000000.0,986000000.0,2975000000.0,924000000.0,5578000000.0,15358000000.0,1407000000.0,924000000,9490000000.0,8637000000.0,-45000000.0,0.0,39000000.0,2507000000.0,89000000.0,1682000000.0,-3286000000.0,3467000000.0,99000000.0,1283000000.0,3674000000.0,70000000.0,1931000000.0,0.0,2796000000.0,1073900000.0,371000000.0,-394000000.0,240000000.0,12000000.0,-227000000.0,1314000000.0,1013000000.0,-816000000.0,30597000000.0,27000000.0,0.0,1087000000.0,1297000000.0,-7000000.0,20611000000.0,258000000.0,486000000.0,-225000000.0,1256000000.0,107000000.0,0.86,,,
2011-04-30,776000000.0,1249000000,42000000.0,,83000000.0,-1606000000.0,-241000000.0,1382000000.0,439000000.0,306000000.0,0.0,16085000000.0,14456000000.0,1046000000.0,4295000000,4714000000.0,5817000000.0,50000000.0,1926000000,-575000000.0,9117000000.0,,0.0,12000000.0,8112000000.0,434000000.0,1534000000.0,3822000000.0,1070000000.0,3225000000.0,776000000.0,6120000000.0,15968000000.0,866000000.0,776000000,9537000000.0,9742000000.0,-129000000.0,-2201000000.0,488000000.0,2511000000.0,142000000.0,1695000000.0,-3306000000.0,2428000000.0,716000000.0,1382000000.0,1723000000.0,118000000.0,1299000000.0,0.0,2777000000.0,,394000000.0,-1185000000.0,362000000.0,31000000.0,-115000000.0,793000000.0,918000000.0,-64000000.0,30424000000.0,99000000.0,0.0,678000000.0,2353000000.0,,21307000000.0,213000000.0,511000000.0,-224000000.0,1283000000.0,107000000.0,,,,
2011-07-31,821000000.0,1265000000,41000000.0,1069600000.0,821000000.0,-2023000000.0,-257000000.0,1393000000.0,-597000000.0,11000000.0,-400000000.0,16319000000.0,14751000000.0,1128000000.0,4049000000,4805000000.0,5939000000.0,184000000.0,1067000000,-5000000.0,9285000000.0,0.77,0.0,-94000000.0,8195000000.0,417000000.0,1544000000.0,3745000000.0,1006000000.0,3043000000.0,821000000.0,6655000000.0,16340000000.0,1408000000.0,821000000,9541000000.0,9946000000.0,-38000000.0,0.0,-13000000.0,2521000000.0,201000000.0,1808000000.0,-3418000000.0,2521000000.0,845000000.0,1393000000.0,1857000000.0,32000000.0,1976000000.0,0.0,2695000000.0,1063500000.0,371000000.0,-497000000.0,394000000.0,32000000.0,-131000000.0,1115000000.0,1022000000.0,-7000000.0,31091000000.0,11000000.0,0.0,984000000.0,1602000000.0,67000000.0,21806000000.0,211000000.0,537000000.0,-85000000.0,1382000000.0,106000000.0,0.77,,,
2011-10-31,871000000.0,1300000000,49000000.0,1063100000.0,871000000.0,-1843000000.0,-257000000.0,1048000000.0,-1159000000.0,-69000000.0,-200000000.0,16790000000.0,15014000000.0,1118000000.0,4132000000,4734000000.0,6065000000.0,83000000.0,1074000000,-9000000.0,9014000000.0,0.82,0.0,-53000000.0,8222000000.0,419000000.0,1293000000.0,3837000000.0,1014000000.0,3118000000.0,871000000.0,7013000000.0,16739000000.0,1437000000.0,871000000,9944000000.0,10280000000.0,47000000.0,-15000000.0,17000000.0,2535000000.0,182000000.0,1840000000.0,-3530000000.0,2166000000.0,1134000000.0,1048000000.0,2050000000.0,85000000.0,2044000000.0,0.0,2875000000.0,1058100000.0,379000000.0,-285000000.0,372000000.0,13000000.0,-159000000.0,1123000000.0,1053000000.0,-610000000.0,31753000000.0,-345000000.0,0.0,964000000.0,1406000000.0,-186000000.0,22739000000.0,226000000.0,543000000.0,-157000000.0,1393000000.0,106000000.0,0.82,,,
2012-01-31,935000000.0,1311000000,34000000.0,1060200000.0,966000000.0,-1848000000.0,-255000000.0,1190000000.0,-454000000.0,-123000000.0,-180000000.0,17340000000.0,14742000000.0,1155000000.0,3918000000,4562000000.0,5757000000.0,266000000.0,1086000000,271000000.0,9308000000.0,0.89,250000000.0,-55000000.0,8248000000.0,430000000.0,948000000.0,3665000000.0,931000000.0,2987000000.0,935000000.0,7096000000.0,17169000000.0,1371000000.0,845000000,9915000000.0,10180000000.0,29000000.0,-9000000.0,33000000.0,2480000000.0,208000000.0,1819000000.0,-3277000000.0,2345000000.0,989000000.0,1190000000.0,1972000000.0,89000000.0,1901000000.0,0.0,2713000000.0,1054400000.0,364000000.0,-502000000.0,399000000.0,22000000.0,-122000000.0,1155000000.0,1053000000.0,0.0,31911000000.0,142000000.0,89000000.0,1033000000.0,1487000000.0,-5000000.0,22603000000.0,225000000.0,491000000.0,-276000000.0,1048000000.0,105000000.0,0.88,,,
2012-04-30,991000000.0,1300000000,37000000.0,,1092000000.0,-2366000000.0,-252000000.0,1248000000.0,-441000000.0,195000000.0,-660000000.0,17482000000.0,15970000000.0,1344000000.0,4297000000,5857000000.0,5796000000.0,65000000.0,1630000000,-239000000.0,9515000000.0,,0.0,17000000.0,7359000000.0,379000000.0,1008000000.0,3808000000.0,1047000000.0,3250000000.0,991000000.0,7705000000.0,17113000000.0,1462000000.0,888000000,9934000000.0,10113000000.0,-44000000.0,0.0,-467000000.0,2473000000.0,143000000.0,1800000000.0,-3323000000.0,2592000000.0,1616000000.0,1248000000.0,3274000000.0,98000000.0,1620000000.0,-118000000.0,2647000000.0,,393000000.0,-598000000.0,305000000.0,29000000.0,-87000000.0,1077000000.0,1031000000.0,61000000.0,33083000000.0,58000000.0,0.0,990000000.0,1609000000.0,-128000000.0,23568000000.0,171000000.0,565000000.0,-473000000.0,1190000000.0,104000000.0,,,,
2012-07-31,864000000.0,1318000000,36000000.0,1037100000.0,863000000.0,-2242000000.0,-267000000.0,861000000.0,-945000000.0,-16000000.0,-470000000.0,17667000000.0,15997000000.0,1630000000.0,4008000000,5811000000.0,5859000000.0,167000000.0,1126000000,160000000.0,9183000000.0,0.84,0.0,-61000000.0,7386000000.0,421000000.0,1015000000.0,3448000000.0,973000000.0,3035000000.0,864000000.0,8259000000.0,17255000000.0,1405000000.0,864000000,9933000000.0,10186000000.0,5000000.0,-6000000.0,-5000000.0,2451000000.0,224000000.0,1854000000.0,-3408000000.0,2491000000.0,1613000000.0,861000000.0,3391000000.0,33000000.0,1909000000.0,-15000000.0,2559000000.0,1029800000.0,385000000.0,-643000000.0,358000000.0,24000000.0,-103000000.0,1277000000.0,1088000000.0,-23000000.0,33252000000.0,-387000000.0,0.0,1174000000.0,1418000000.0,214000000.0,24069000000.0,197000000.0,521000000.0,-515000000.0,1248000000.0,103000000.0,0.83,,,
2012-10-31,646000000.0,1077000000,49000000.0,1027800000.0,-951000000.0,-3252000000.0,-266000000.0,1759000000.0,76000000.0,68000000.0,-614000000.0,17558000000.0,16785000000.0,916000000.0,4095000000,6621000000.0,5967000000.0,113000000.0,1123000000,-265000000.0,9435000000.0,0.63,0.0,-10000000.0,7355000000.0,431000000.0,1115000000.0,3612000000.0,1020000000.0,3075000000.0,646000000.0,8816000000.0,17175000000.0,1417000000.0,646000000,9944000000.0,10164000000.0,-11000000.0,-2000000.0,-245000000.0,2447000000.0,208000000.0,1877000000.0,-3520000000.0,2675000000.0,584000000.0,1759000000.0,4097000000.0,24000000.0,1952000000.0,0.0,2500000000.0,1019400000.0,387000000.0,-119000000.0,350000000.0,79000000.0,-108000000.0,890000000.0,854000000.0,0.0,33960000000.0,898000000.0,0.0,782000000.0,3447000000.0,-91000000.0,24525000000.0,199000000.0,551000000.0,-484000000.0,861000000.0,101000000.0,0.63,,,
2013-01-31,988000000.0,1360000000,34000000.0,1021000000.0,244000000.0,-2252000000.0,-264000000.0,1298000000.0,-1641000000.0,-13000000.0,-163000000.0,18207000000.0,17113000000.0,1166000000.0,4027000000,6958000000.0,6136000000.0,207000000.0,1146000000,345000000.0,9149000000.0,0.98,0.0,13000000.0,7314000000.0,362000000.0,1204000000.0,3532000000.0,999000000.0,3028000000.0,988000000.0,9321000000.0,17836000000.0,1401000000.0,988000000,10341000000.0,10155000000.0,2000000.0,-2000000.0,55000000.0,2502000000.0,167000000.0,1889000000.0,-3634000000.0,2464000000.0,639000000.0,1298000000.0,4104000000.0,98000000.0,1882000000.0,-2000000.0,2758000000.0,1012500000.0,376000000.0,-385000000.0,382000000.0,55000000.0,-125000000.0,1529000000.0,1155000000.0,-797000000.0,34949000000.0,-461000000.0,1204000000.0,1404000000.0,1531000000.0,132000000.0,25800000000.0,214000000.0,569000000.0,-472000000.0,1759000000.0,101000000.0,0.97,,,
2013-04-30,969000000.0,1578000000,33000000.0,1023000000.0,-56000000.0,-2219000000.0,-258000000.0,984000000.0,-543000000.0,21000000.0,0.0,19061000000.0,16123000000.0,10087000000.0,4459000000,3294000000.0,6152000000.0,41000000.0,1369000000,-6000000.0,17746000000.0,0.96,539000000.0,151000000.0,10291000000.0,278000000.0,1244000000.0,3727000000.0,1134000000.0,3325000000.0,969000000.0,,18671000000.0,1475000000.0,969000000,10329000000.0,12829000000.0,-10000000.0,-4904000000.0,-167000000.0,2490000000.0,185000000.0,1712000000.0,-3662000000.0,11071000000.0,340000000.0,984000000.0,360000000.0,106000000.0,1956000000.0,-23000000.0,2673000000.0,1014200000.0,409000000.0,-954000000.0,1324000000.0,109000000.0,-121000000.0,1187000000.0,1154000000.0,0.0,34794000000.0,-314000000.0,0.0,1066000000.0,1807000000.0,-254000000.0,17048000000.0,209000000.0,622000000.0,-492000000.0,1298000000.0,102000000.0,0.95,,,
2013-07-31,953000000.0,1363000000,31000000.0,1021200000.0,-94000000.0,-2757000000.0,-281000000.0,755000000.0,-666000000.0,30000000.0,-1340000000.0,18995000000.0,16365000000.0,10576000000.0,4083000000,4240000000.0,6192000000.0,146000000.0,1155000000,-173000000.0,18017000000.0,0.94,576000000.0,-95000000.0,9637000000.0,185000000.0,1270000000.0,3627000000.0,1022000000.0,3061000000.0,953000000.0,,18519000000.0,1416000000.0,953000000,10333000000.0,12125000000.0,-9000000.0,-129000000.0,38000000.0,2444000000.0,200000000.0,1778000000.0,-3748000000.0,11331000000.0,343000000.0,755000000.0,1543000000.0,90000000.0,1906000000.0,-1000000.0,2620000000.0,1009700000.0,360000000.0,-422000000.0,1282000000.0,568000000.0,-78000000.0,969000000.0,1153000000.0,-17000000.0,34884000000.0,-105000000.0,0.0,891000000.0,2195000000.0,85000000.0,16867000000.0,208000000.0,554000000.0,-576000000.0,860000000.0,100000000.0,0.93,,,
2013-10-31,902000000.0,1386000000,44000000.0,1009400000.0,11000000.0,-2962000000.0,-279000000.0,1066000000.0,-1186000000.0,-49000000.0,-713000000.0,19211000000.0,17724000000.0,11518000000.0,4194000000,5496000000.0,6323000000.0,202000000.0,1173000000,-81000000.0,19483000000.0,0.9,0.0,-16000000.0,9637000000.0,231000000.0,1238000000.0,3792000000.0,1090000000.0,3104000000.0,902000000.0,,18744000000.0,1438000000.0,902000000,10464000000.0,12228000000.0,-9000000.0,-2000000.0,-24000000.0,2448000000.0,214000000.0,1825000000.0,-3875000000.0,12584000000.0,355000000.0,1066000000.0,2647000000.0,95000000.0,1931000000.0,13000000.0,2608000000.0,998900000.0,372000000.0,363000000.0,1237000000.0,249000000.0,-118000000.0,1050000000.0,1116000000.0,-193000000.0,36468000000.0,252000000.0,0.0,932000000.0,2096000000.0,-101000000.0,16985000000.0,213000000.0,620000000.0,-567000000.0,755000000.0,100000000.0,0.89,,,
2014-01-31,762000000.0,1379000000,33000000.0,1010000000.0,192000000.0,-2273000000.0,-279000000.0,1304000000.0,-1217000000.0,-42000000.0,-100000000.0,19872000000.0,17877000000.0,12363000000.0,4163000000,5632000000.0,6355000000.0,235000000.0,1165000000,443000000.0,20386000000.0,0.76,0.0,-8000000.0,9601000000.0,235000000.0,1263000000.0,3619000000.0,1050000000.0,3113000000.0,762000000.0,,19354000000.0,1454000000.0,762000000,10593000000.0,12245000000.0,-5000000.0,-264000000.0,-185000000.0,2408000000.0,193000000.0,1782000000.0,-3947000000.0,13667000000.0,358000000.0,1304000000.0,2618000000.0,92000000.0,1948000000.0,7000000.0,2372000000.0,998300000.0,360000000.0,-142000000.0,1235000000.0,239000000.0,-95000000.0,1612000000.0,955000000.0,-159000000.0,37231000000.0,238000000.0,0.0,1517000000.0,1315000000.0,102000000.0,16845000000.0,214000000.0,567000000.0,-618000000.0,1066000000.0,100000000.0,0.75,,,
2014-04-30,448000000.0,1540000000,37000000.0,1012200000.0,736000000.0,-2903000000.0,-277000000.0,1403000000.0,-525000000.0,-146000000.0,-400000000.0,19940000000.0,18500000000.0,12838000000.0,4566000000,5572000000.0,6439000000.0,177000000.0,1325000000,29000000.0,21210000000.0,0.45,736000000.0,80000000.0,10315000000.0,235000000.0,2006000000.0,3811000000.0,1171000000.0,3395000000.0,448000000.0,,19443000000.0,1539000000.0,448000000,10593000000.0,12928000000.0,-6000000.0,-1471000000.0,-834000000.0,2392000000.0,33000000.0,1725000000.0,-4047000000.0,14241000000.0,386000000.0,1403000000.0,1613000000.0,103000000.0,2070000000.0,-6000000.0,2286000000.0,1000000000.0,385000000.0,-717000000.0,1162000000.0,251000000.0,-105000000.0,1328000000.0,481000000.0,-16000000.0,37943000000.0,99000000.0,0.0,1223000000.0,2505000000.0,-156000000.0,16733000000.0,215000000.0,742000000.0,-597000000.0,1304000000.0,100000000.0,0.44,,,
2014-07-31,871000000.0,1374000000,34000000.0,1005200000.0,-768000000.0,-1600000000.0,-304000000.0,1336000000.0,-6000000.0,98000000.0,-1065000000.0,19637000000.0,18306000000.0,12626000000.0,4273000000,5433000000.0,6541000000.0,153000000.0,1159000000,-148000000.0,20770000000.0,0.88,0.0,-96000000.0,10323000000.0,242000000.0,1312000000.0,3690000000.0,1105000000.0,3168000000.0,871000000.0,,19248000000.0,1506000000.0,871000000,10696000000.0,12873000000.0,-4000000.0,-3000000.0,-71000000.0,2376000000.0,212000000.0,1836000000.0,-4165000000.0,13962000000.0,377000000.0,1336000000.0,2477000000.0,97000000.0,2009000000.0,1000000.0,2341000000.0,992600000.0,365000000.0,-355000000.0,1172000000.0,154000000.0,-109000000.0,310000000.0,1083000000.0,-146000000.0,37554000000.0,-67000000.0,0.0,201000000.0,1853000000.0,94000000.0,16784000000.0,215000000.0,685000000.0,-488000000.0,1403000000.0,99000000.0,0.87,,,
2014-10-31,828000000.0,1399000000,48000000.0,993000000.0,-34000000.0,-1424000000.0,-298000000.0,1287000000.0,-1147000000.0,-159000000.0,-555000000.0,19846000000.0,19342000000.0,13177000000.0,4366000000,6952000000.0,6320000000.0,168000000.0,1191000000,13000000.0,21597000000.0,0.84,0.0,-74000000.0,9708000000.0,259000000.0,1267000000.0,3750000000.0,1142000000.0,3224000000.0,828000000.0,,19438000000.0,1507000000.0,828000000,11024000000.0,12390000000.0,-2000000.0,-4000000.0,-161000000.0,2361000000.0,194000000.0,1873000000.0,-3959000000.0,14464000000.0,420000000.0,1287000000.0,3970000000.0,94000000.0,2033000000.0,28000000.0,2437000000.0,981900000.0,374000000.0,228000000.0,1178000000.0,158000000.0,-101000000.0,913000000.0,1022000000.0,-432000000.0,38780000000.0,-49000000.0,0.0,812000000.0,812000000.0,-158000000.0,17183000000.0,208000000.0,723000000.0,-506000000.0,1336000000.0,98000000.0,0.83,,,
2015-01-31,977000000.0,1576000000,33000000.0,995800000.0,-29000000.0,-2303000000.0,-300000000.0,17231000000.0,-690000000.0,41000000.0,0.0,20735000000.0,35060000000.0,13917000000.0,4318000000,5613000000.0,6343000000.0,173000000.0,1217000000,531000000.0,38161000000.0,0.99,0.0,-75000000.0,26511000000.0,315000000.0,1598000000.0,3568000000.0,1128000000.0,3190000000.0,977000000.0,,20173000000.0,1487000000.0,977000000,10950000000.0,29447000000.0,66000000.0,-156000000.0,58000000.0,2326000000.0,217000000.0,1875000000.0,-4017000000.0,31148000000.0,415000000.0,17231000000.0,2185000000.0,176000000.0,1973000000.0,-98000000.0,2339000000.0,983800000.0,373000000.0,14925000000.0,1250000000.0,165000000.0,-106000000.0,1767000000.0,1194000000.0,-33000000.0,55233000000.0,15944000000.0,0.0,1661000000.0,1686000000.0,4000000.0,17072000000.0,206000000.0,635000000.0,-661000000.0,1287000000.0,99000000.0,0.98,,,
2015-04-30,-1000000.0,954000000,324000000.0,1440600000.0,640000000.0,-2255000000.0,-435000000.0,4843000000.0,-15215000000.0,-906000000.0,-300000000.0,54414000000.0,53455000000.0,14637000000.0,7304000000,9173000000.0,8863000000.0,935000000.0,990000000,1168000000.0,30844000000.0,-0.000703,0.0,-37000000.0,33752000000.0,1819000000.0,2464000000.0,5112000000.0,2934000000.0,4370000000.0,-1000000.0,,53230000000.0,2404000000.0,-1000000,40530000000.0,44282000000.0,29000000.0,-1255000000.0,-617000000.0,4699000000.0,188000000.0,3463000000.0,-4164000000.0,19480000000.0,4700000000.0,4843000000.0,2434000000.0,299000000.0,3380000000.0,-47000000.0,28101000000.0,1422300000.0,528000000.0,1151000000.0,1737000000.0,172000000.0,-255000000.0,1912000000.0,187000000.0,-14273000000.0,106685000000.0,-12388000000.0,10000000.0,1657000000.0,1539000000.0,-353000000.0,75841000000.0,677000000.0,1610000000.0,-1184000000.0,17231000000.0,0.0,-0.000703,,,
2015-07-31,820000000.0,1947000000,96000000.0,1436400000.0,108000000.0,-1851000000.0,-538000000.0,2979000000.0,-986000000.0,-159000000.0,-750000000.0,54165000000.0,51817000000.0,15003000000.0,7274000000,7660000000.0,9026000000.0,477000000.0,1269000000,-760000000.0,29147000000.0,0.58,0.0,-207000000.0,33709000000.0,1657000000.0,2721000000.0,4811000000.0,2456000000.0,4818000000.0,820000000.0,,52809000000.0,2449000000.0,820000000,40657000000.0,44157000000.0,2000000.0,-1004000000.0,-138000000.0,4672000000.0,120000000.0,3404000000.0,-4354000000.0,17982000000.0,4701000000.0,2979000000.0,1850000000.0,306000000.0,3549000000.0,21000000.0,27699000000.0,1418100000.0,558000000.0,-1744000000.0,1679000000.0,98000000.0,-224000000.0,816000000.0,940000000.0,-179000000.0,104626000000.0,-1864000000.0,0.0,592000000.0,1266000000.0,279000000.0,75479000000.0,701000000.0,1321000000.0,-1356000000.0,4843000000.0,0.0,0.57,,,
2015-10-31,520000000.0,2103000000,113000000.0,1428800000.0,-92000000.0,-1519000000.0,-537000000.0,2378000000.0,-1088000000.0,-115000000.0,-710000000.0,53740000000.0,52676000000.0,14851000000.0,7058000000,8126000000.0,9215000000.0,533000000.0,1448000000,137000000.0,28723000000.0,0.37,0.0,-119000000.0,33690000000.0,1746000000.0,2457000000.0,5044000000.0,2182000000.0,4876000000.0,520000000.0,,52269000000.0,2343000000.0,520000000,41274000000.0,44550000000.0,-15000000.0,-604000000.0,-148000000.0,4678000000.0,563000000.0,3516000000.0,-4537000000.0,17229000000.0,4766000000.0,2378000000.0,2158000000.0,324000000.0,3428000000.0,9000000.0,27731000000.0,1412900000.0,545000000.0,-781000000.0,1714000000.0,165000000.0,-222000000.0,1279000000.0,1083000000.0,-818000000.0,104945000000.0,-601000000.0,0.0,1057000000.0,1486000000.0,-280000000.0,76222000000.0,696000000.0,1447000000.0,-1471000000.0,2979000000.0,0.0,0.36,,,
2016-01-31,1095000000.0,2169000000,82000000.0,1422200000.0,-190000000.0,-1139000000.0,-533000000.0,2721000000.0,-254000000.0,-17000000.0,-710000000.0,53781000000.0,51890000000.0,14565000000.0,6934000000,8141000000.0,9346000000.0,454000000.0,1437000000,99000000.0,27569000000.0,0.78,0.0,-62000000.0,33681000000.0,1859000000.0,2616000000.0,4863000000.0,2141000000.0,4793000000.0,1095000000.0,,50816000000.0,2317000000.0,1095000000,40376000000.0,43749000000.0,2000000.0,-52000000.0,-82000000.0,4636000000.0,84000000.0,3536000000.0,-4710000000.0,17286000000.0,3802000000.0,2721000000.0,2153000000.0,275000000.0,3356000000.0,9000000.0,27316000000.0,1406600000.0,546000000.0,-1152000000.0,1749000000.0,97000000.0,-247000000.0,1797000000.0,1179000000.0,-135000000.0,102706000000.0,343000000.0,0.0,1550000000.0,1265000000.0,87000000.0,75137000000.0,715000000.0,1437000000.0,-2965000000.0,2378000000.0,0.0,0.77,,,
2016-04-30,1104000000.0,2324000000,85000000.0,1416300000.0,-4000000.0,-897000000.0,-531000000.0,2876000000.0,4573000000.0,-169000000.0,-660000000.0,53931000000.0,47719000000.0,9758000000.0,7567000000,7165000000.0,9714000000.0,566000000.0,1807000000,-566000000.0,23600000000.0,0.79,0.0,202000000.0,30247000000.0,1916000000.0,2185000000.0,5562000000.0,2363000000.0,5204000000.0,1104000000.0,,51828000000.0,2360000000.0,1104000000,41265000000.0,40554000000.0,-3000000.0,-3611000000.0,-301000000.0,4841000000.0,31000000.0,3473000000.0,-4873000000.0,12634000000.0,3729000000.0,2876000000.0,993000000.0,481000000.0,3397000000.0,21000000.0,26899000000.0,1400700000.0,575000000.0,-5866000000.0,1559000000.0,131000000.0,-353000000.0,1326000000.0,1135000000.0,-81000000.0,99547000000.0,155000000.0,0.0,973000000.0,5907000000.0,-521000000.0,75947000000.0,708000000.0,1709000000.0,-2103000000.0,2721000000.0,0.0,0.78,,,
2016-07-31,929000000.0,1997000000,79000000.0,1407100000.0,-20000000.0,-1044000000.0,-599000000.0,3060000000.0,-284000000.0,32000000.0,-1763000000.0,52848000000.0,47709000000.0,9750000000.0,7166000000,7896000000.0,9917000000.0,645000000.0,1395000000,-216000000.0,23498000000.0,0.67,1751000000.0,-101000000.0,30124000000.0,1785000000.0,2484000000.0,5357000000.0,2261000000.0,4905000000.0,929000000.0,,50824000000.0,2428000000.0,929000000,41309000000.0,39813000000.0,-2000000.0,-17000000.0,-228000000.0,4814000000.0,59000000.0,3580000000.0,-5103000000.0,12810000000.0,3790000000.0,3060000000.0,1947000000.0,272000000.0,3510000000.0,46000000.0,26437000000.0,1392200000.0,556000000.0,-1160000000.0,1311000000.0,214000000.0,-330000000.0,1550000000.0,988000000.0,-12000000.0,98601000000.0,184000000.0,0.0,1220000000.0,1104000000.0,196000000.0,75103000000.0,737000000.0,1615000000.0,-2024000000.0,2876000000.0,0.0,0.66,,,
2016-10-31,1115000000.0,2208000000,111000000.0,1392500000.0,-153000000.0,-1066000000.0,-593000000.0,2954000000.0,-73000000.0,-82000000.0,-1031000000.0,52514000000.0,48113000000.0,8303000000.0,7345000000,9601000000.0,10200000000.0,,1460000000,-256000000.0,22526000000.0,0.81,1891000000.0,-86000000.0,29010000000.0,1599000000.0,3098000000.0,5661000000.0,2326000000.0,5019000000.0,1115000000.0,,50186000000.0,2416000000.0,1111000000,41707000000.0,38512000000.0,34000000.0,-235000000.0,-75000000.0,4891000000.0,101000000.0,3717000000.0,-5309000000.0,11257000000.0,3754000000.0,2954000000.0,3367000000.0,264000000.0,3559000000.0,-8000000.0,26739000000.0,1380000000.0,554000000.0,-1491000000.0,1293000000.0,46000000.0,-268000000.0,1472000000.0,1212000000.0,-1294000000.0,98406000000.0,-106000000.0,0.0,1204000000.0,2521000000.0,-285000000.0,75880000000.0,732000000.0,1659000000.0,-2328000000.0,3060000000.0,0.0,0.8,,,
