date,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyNetIncome,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1995-09-30,-66500000.0,0.0,138500000,,,-48700000.0,,63000000.0,-6200000.0,1247700000.0,,,350000000.0,727100000.0,97100000,,,860500000,61800000.0,2139500000.0,462800000.0,828700000.0,0.0,39800000.0,,124900000.0,139400000.0,,,688500000.0,63000000.0,172000000.0,74900000.0,0.18,,1307100000.0,33500000.0,,264300000.0,63000000,,235000000.0,0.0,35000000.0,1406100000.0,-733400000.0,600000.0,,350000000.0,900000.0,259500000.0,200000.0,-2300000.0,,,98000000.0,0.0,-66500000.0,262600000.0,-19900000.0,143600000.0,2234800000.0,1406100000.0,,77100000.0,57100000.0,0.18,,,41400000.0,200000000.0,,,0.0,259500000.0,,
1995-12-31,-119600000.0,0.0,168600000,,,59300000.0,,74300000.0,-6100000.0,1315800000.0,,,,693300000.0,118800000,,,879600000,-109300000.0,2212900000.0,447100000.0,830700000.0,0.0,38900000.0,,106900000.0,139300000.0,,,683400000.0,74300000.0,196200000.0,77400000.0,,,1382100000.0,27600000.0,,246200000.0,74300000,,306800000.0,10500000.0,46400000.0,1465400000.0,-747500000.0,7100000.0,,,8600000.0,201800000.0,200000.0,-2100000.0,,,120700000.0,0.0,-120500000.0,232300000.0,-19300000.0,81200000.0,2296100000.0,1465400000.0,,-39300000.0,-57600000.0,,,,49800000.0,214600000.0,,,0.0,201800000.0,,
1996-03-31,-108100000.0,0.0,122700000,,,-7900000.0,,52600000.0,-7000000.0,1447800000.0,,,350666667.0,744700000.0,80500000,,,876100000,-10100000.0,2328700000.0,472800000.0,863700000.0,0.0,40100000.0,,131700000.0,140200000.0,,,724400000.0,52600000.0,151700000.0,71200000.0,0.15,,1429500000.0,29000000.0,,271900000.0,52600000,,329400000.0,1000000.0,28900000.0,1540000000.0,-788700000.0,1800000.0,,350666667.0,,199000000.0,200000.0,-12500000.0,,,81500000.0,0.0,-108100000.0,241400000.0,7200000.0,98200000.0,2403700000.0,1540000000.0,,-9900000.0,-2800000.0,0.15,,,42200000.0,231200000.0,,,201800000.0,199000000.0,,
1996-06-30,-134900000.0,0.0,128600000,,,17900000.0,,55200000.0,-7000000.0,1409600000.0,,,350476190.0,716300000.0,85900000,,,911100000,-23200000.0,2396000000.0,451400000.0,818600000.0,0.0,44800000.0,,131700000.0,133200000.0,,,750600000.0,55200000.0,160500000.0,74600000.0,0.1575,,1477900000.0,31900000.0,,264900000.0,55200000,,311500000.0,-100000.0,30500000.0,1607300000.0,-788700000.0,200000.0,,350476190.0,100000.0,152100000.0,200000.0,-14200000.0,,,85700000.0,100000.0,-134900000.0,234100000.0,-21000000.0,109000000.0,2426000000.0,1607400000.0,,-25900000.0,-46900000.0,0.1575,,,42700000.0,217100000.0,,,0.0,152100000.0,,
1996-09-30,-151600000.0,0.0,135500000,,,-4000000.0,,57900000.0,-7000000.0,1460500000.0,,,350909091.0,756000000.0,89900000,,,937400000,18700000.0,2501900000.0,495200000.0,817100000.0,0.0,46800000.0,,131700000.0,129100000.0,,,769400000.0,57900000.0,168000000.0,78100000.0,0.165,,1529600000.0,32500000.0,,260800000.0,57900000,,317700000.0,-200000.0,31800000.0,1713200000.0,-788700000.0,800000.0,,350909091.0,,125500000.0,200000.0,-5200000.0,,,89700000.0,100000.0,-151600000.0,270300000.0,-11400000.0,136300000.0,2530400000.0,1713300000.0,,-15300000.0,-26600000.0,0.165,,,45600000.0,224700000.0,,,0.0,125500000.0,,
1996-12-31,-141200000.0,0.0,182700000,,,-6100000.0,,82500000.0,-7100000.0,1535900000.0,,,,744500000.0,131000000,,,922300000,-39700000.0,2698800000.0,465700000.0,828400000.0,0.0,45600000.0,,152600000.0,126200000.0,,,712600000.0,82500000.0,209700000.0,78700000.0,,,1609300000.0,27000000.0,,278800000.0,82500000,,385800000.0,-300000.0,48400000.0,1791200000.0,-907600000.0,4300000.0,,,,104400000.0,800000.0,-5600000.0,,,130900000.0,-100000.0,-142800000.0,240500000.0,13000000.0,107100000.0,2619500000.0,1791100000.0,,-35700000.0,-21100000.0,,,,51700000.0,224400000.0,,,0.0,104400000.0,,
1997-03-31,-63500000.0,0.0,155300000,,,,,65000000.0,-8800000.0,1592200000.0,,,351351351.0,807200000.0,102300000,,,1010500000,-41200000.0,2762400000.0,491500000.0,961100000.0,0.0,46700000.0,,187400000.0,128300000.0,,,821100000.0,65000000.0,189400000.0,87100000.0,0.185,,1666900000.0,34100000.0,,315700000.0,65000000,,397600000.0,-100000.0,36600000.0,1801900000.0,-960500000.0,1400000.0,,351351351.0,600000.0,168400000.0,900000.0,700000.0,,,101600000.0,0.0,-63500000.0,265400000.0,28200000.0,99300000.0,2763000000.0,1801900000.0,,35800000.0,64000000.0,0.185,,,53000000.0,225200000.0,,,104400000.0,168400000.0,,
1997-06-30,-88500000.0,0.0,167000000,,,,,73000000.0,-8800000.0,1656400000.0,,,351807229.0,809000000.0,114800000,,,1035100000,15200000.0,2845500000.0,517300000.0,949700000.0,0.0,47400000.0,,167400000.0,124300000.0,,,830000000.0,73000000.0,205100000.0,90300000.0,0.2075,,1732000000.0,38100000.0,,291700000.0,73000000,,396800000.0,0.0,41000000.0,1832800000.0,-1012700000.0,900000.0,,351807229.0,800000.0,145300000.0,900000.0,-66300000.0,,,114000000.0,100000.0,-88500000.0,267300000.0,-94100000.0,159400000.0,2782600000.0,1832900000.0,,70900000.0,-23100000.0,0.2075,,,52200000.0,249100000.0,,,0.0,145300000.0,,
1997-09-30,-71900000.0,0.0,179100000,,,0.0,,80000000.0,-8800000.0,1727600000.0,,,351648352.0,863500000.0,124900000,,,1101600000,67100000.0,2905400000.0,571300000.0,1088200000.0,0.0,48100000.0,,168000000.0,124200000.0,,,882000000.0,80000000.0,219600000.0,94700000.0,0.2275,,1804200000.0,40500000.0,,292200000.0,80000000,,379700000.0,200000.0,45000000.0,1838600000.0,-1066800000.0,900000.0,,351648352.0,-100000.0,284200000.0,300000.0,-4900000.0,,,125000000.0,0.0,-71900000.0,324600000.0,-12900000.0,223800000.0,2926800000.0,1838600000.0,,151900000.0,138900000.0,0.2275,,,54200000.0,246400000.0,,,0.0,284200000.0,,
1997-12-31,-82100000.0,0.0,177800000,,,46800000.0,,76500000.0,-8800000.0,1795300000.0,,,,831800000.0,118400000,,,1037300000,-110400000.0,2956700000.0,524500000.0,1125500000.0,-100000.0,58700000.0,,168000000.0,139300000.0,,,826900000.0,76500000.0,210400000.0,92000000.0,,,1876400000.0,32600000.0,,307300000.0,76500000,,397000000.0,1200000.0,43100000.0,1858900000.0,-1097800000.0,4600000.0,,,,283400000.0,300000.0,-9300000.0,,,119600000.0,0.0,-82800000.0,263900000.0,-13600000.0,94800000.0,2984400000.0,1858900000.0,,12000000.0,-800000.0,,,,59400000.0,260300000.0,,,0.0,283400000.0,,
1998-03-31,-91300000.0,0.0,159400000,,,2100000.0,,65100000.0,-10600000.0,1849800000.0,,,351891892.0,836400000.0,100500000,,,1138900000,-13900000.0,3047900000.0,527100000.0,1128200000.0,0.0,61700000.0,,168000000.0,141300000.0,,,940600000.0,65100000.0,198300000.0,97800000.0,0.185,,1933500000.0,38900000.0,,309300000.0,65100000,,409200000.0,1300000.0,36700000.0,1891300000.0,-1156600000.0,2600000.0,,351891892.0,,269300000.0,,-50000000.0,,,101800000.0,0.0,-91300000.0,274900000.0,-58200000.0,135500000.0,3019500000.0,1891300000.0,,44200000.0,-14000000.0,0.185,,,58900000.0,252200000.0,,,283400000.0,269300000.0,,
1998-06-30,-121700000.0,0.0,171800000,,,-11000000.0,,72200000.0,-10500000.0,1911500000.0,,,352195122.0,867600000.0,112000000,,,1128400000,-14700000.0,3180500000.0,510900000.0,1148700000.0,0.0,60800000.0,,215500000.0,141200000.0,,,916500000.0,72200000.0,211900000.0,99900000.0,0.205,,1996000000.0,40100000.0,,356700000.0,72200000,,406200000.0,800000.0,40500000.0,1964000000.0,-1216500000.0,700000.0,,352195122.0,,291300000.0,,-25400000.0,,,112700000.0,0.0,-121700000.0,277800000.0,12300000.0,131300000.0,3112700000.0,1964000000.0,,9600000.0,21900000.0,0.205,,,59800000.0,233100000.0,,,0.0,291300000.0,,
1998-09-30,-150400000.0,0.0,160700000,,,9000000.0,,65100000.0,-10500000.0,1966100000.0,,,351891892.0,907300000.0,100900000,,,1011000000,16400000.0,3331000000.0,550500000.0,1145600000.0,0.0,60000000.0,,215500000.0,141300000.0,,,809700000.0,65100000.0,201300000.0,100400000.0,0.185,,2030900000.0,40600000.0,,356800000.0,65100000,,492100000.0,900000.0,36700000.0,2055000000.0,-1276000000.0,200000.0,,351891892.0,,274300000.0,,-10400000.0,,,101800000.0,-100000.0,-150400000.0,319100000.0,-40500000.0,173900000.0,3200500000.0,2054900000.0,,23500000.0,-17000000.0,0.185,,,59800000.0,231400000.0,,,0.0,274300000.0,,
1998-12-31,-136600000.0,0.0,172700000,,,-200000.0,,61200000.0,-10500000.0,2016900000.0,,-12200000.0,,871500000.0,98100000,,,873000000,35900000.0,3397800000.0,486900000.0,1129500000.0,0.0,85700000.0,,215500000.0,169100000.0,,,671900000.0,61200000.0,201100000.0,103000000.0,,,2072600000.0,28400000.0,,384600000.0,61200000,,435900000.0,700000.0,37700000.0,2097100000.0,-1300700000.0,3100000.0,,,,308700000.0,,-10600000.0,,,98900000.0,-100000.0,-139500000.0,288600000.0,-30200000.0,201200000.0,3226500000.0,2097000000.0,,61700000.0,34400000.0,,,,74600000.0,198300000.0,,,0.0,308700000.0,,
1999-03-31,-45600000.0,0.0,105200000,,,-1100000.0,,28200000.0,-11300000.0,2033700000.0,,-4200000.0,352500000.0,1012100000.0,43500000,,,893800000,-16200000.0,3443500000.0,453300000.0,1261900000.0,0.0,88400000.0,,390500000.0,168300000.0,,,757200000.0,28200000.0,136600000.0,93100000.0,0.08,,2085300000.0,31400000.0,,558800000.0,28200000,,421900000.0,400000.0,15800000.0,2081100000.0,-1362400000.0,200000.0,,352500000.0,,458500000.0,,-51700000.0,,,44000000.0,0.0,-45600000.0,253500000.0,108000000.0,87500000.0,3343000000.0,2081100000.0,,41900000.0,149800000.0,0.08,,,61700000.0,199800000.0,,,308700000.0,458500000.0,,
1999-06-30,-76400000.0,0.0,143300000,,,-23700000.0,,50600000.0,-11400000.0,2073000000.0,,-700000.0,348965517.0,1053300000.0,79100000,,,997200000,54900000.0,3519700000.0,518500000.0,1331600000.0,0.0,87400000.0,,390500000.0,144300000.0,,,820200000.0,50600000.0,177000000.0,97900000.0,0.145,,2125900000.0,33700000.0,,534800000.0,50600000,,384100000.0,0.0,28500000.0,2093100000.0,-1426600000.0,1900000.0,,348965517.0,,517900000.0,,-17900000.0,,,79100000.0,0.0,-76400000.0,305400000.0,-28100000.0,163900000.0,3424700000.0,2093100000.0,,87500000.0,59400000.0,0.145,,,64200000.0,213100000.0,,,0.0,517900000.0,,
1999-09-30,-86300000.0,889300000.0,170500000,,,4100000.0,,68200000.0,-11300000.0,2129800000.0,,-3900000.0,349743590.0,1121800000.0,104800000,,,1026700000,36200000.0,3605500000.0,583600000.0,1441500000.0,0.0,86500000.0,,390500000.0,147700000.0,,,810600000.0,68200000.0,216100000.0,111300000.0,0.195,,2179200000.0,45600000.0,,538200000.0,68200000,,398800000.0,1700000.0,38300000.0,2113100000.0,-1492400000.0,400000.0,,349743590.0,,599000000.0,,-9800000.0,,,106500000.0,0.0,-86300000.0,362400000.0,-24600000.0,191900000.0,3554600000.0,2113100000.0,,105600000.0,81100000.0,0.195,,,65700000.0,221200000.0,,36000000.0,0.0,599000000.0,,
1999-12-31,-166000000.0,572200000.0,211600000,,,20600000.0,,97600000.0,-11400000.0,2216100000.0,,-6000000.0,,1186700000.0,146600000,,,1091600000,-67500000.0,3679900000.0,531000000.0,1538500000.0,0.0,107500000.0,,390500000.0,265200000.0,,,835900000.0,97600000.0,255700000.0,109100000.0,,,2262200000.0,44100000.0,,655700000.0,97600000,,465000000.0,3000000.0,52000000.0,2191300000.0,-1488600000.0,2700000.0,,,,572200000.0,,-7700000.0,,,149600000.0,0.0,-166400000.0,275800000.0,-22400000.0,161500000.0,3729800000.0,2191300000.0,,-4900000.0,-26800000.0,,,,65000000.0,255200000.0,,36000000.0,889300000.0,572200000.0,,
2000-03-31,-118461013.0,479447538.0,192121774,,,,,81489845.0,-12793006.0,2284787862.0,,-102757502.0,346286340.0,1239136705.0,123569371,,,1199634778,6891136.0,3787314159.0,579983756.0,1493230463.0,0.0,112025104.0,,390450000.0,268702949.0,,,963197598.0,81489845.0,236437180.0,112867809.0,0.235,,2228493940.0,44315406.0,,659152949.0,81489845,,488868477.0,0.0,44800000.0,2239304944.0,-1548009215.0,306697.0,,346286340.0,,479447538.0,,-54007800.0,,,126289845.0,0.0,-118461013.0,327621961.0,-169251611.0,194974711.0,3732535407.0,2239304944.0,,76513698.0,-92737913.0,0.235,,,68552403.0,252361795.0,,36042522.0,572185451.0,479447538.0,,
2000-06-30,-120846057.0,311734528.0,194013173,,,,,81803693.0,-99759745.0,2354394810.0,,-161177313.0,346286340.0,1227087315.0,127681859,,,1213945302,-17500174.0,3908196462.0,581130930.0,1338766658.0,0.0,100342551.0,,390450000.0,255506385.0,,,970739610.0,81803693.0,243205692.0,115523833.0,0.245,,2137306451.0,49192519.0,,645956385.0,81803693,,500165981.0,0.0,45000000.0,2293762738.0,-1614433724.0,382876.0,,332610356.0,878166.0,311734528.0,,54007800.0,,,126803693.0,0.0,-120846057.0,318819722.0,-206546382.0,159679429.0,3632529396.0,2293762738.0,,38833372.0,-167713010.0,0.245,,,66331314.0,262311208.0,,36044855.0,479447538.0,311734528.0,,
2000-09-30,-86635186.0,304876375.0,173790741,,,-14232504.0,,67794472.0,75962435.0,2410588717.0,,-122181220.0,346286340.0,1220087282.0,106403229,,,1163088140,73399814.0,3803523342.0,588356731.0,1265734492.0,0.0,92285878.0,,390450000.0,241280551.0,,,941346754.0,67794472.0,221741386.0,115338157.0,0.2125,,2071453511.0,47950645.0,,631730551.0,67794472,,462765727.0,0.0,37400000.0,2313017082.0,-1490506260.0,134373.0,,318744004.0,1208757.0,304876375.0,,-104139700.0,,,105194472.0,0.0,-86635186.0,362956674.0,-150224112.0,230001145.0,3578751574.0,2313017082.0,,143365959.0,-6858153.0,0.2125,,,67387512.0,225400057.0,,36044855.0,311734528.0,304876375.0,,
2000-12-31,-84334129.0,490576279.0,176931369,,,23973976.0,,79819978.0,-11622985.0,2478785710.0,,-12611597.0,,1278572606.0,119837425,,,1009477761,15015292.0,4024835823.0,558068452.0,1381446907.0,0.0,79534386.0,,460450000.0,260054154.0,,350184329.0,1050194578.0,79819978.0,-40716817.0,-160554242.0,,,2130951640.0,41716987.0,,720504154.0,79819978,,461151913.0,182553.0,40200000.0,2340340812.0,-1684495011.0,3912733.0,,,,490576279.0,,-119883200.0,,,120019978.0,0.0,-89462346.0,354734373.0,33934651.0,236099382.0,3721787719.0,2340340812.0,,146637036.0,185699904.0,,,,57093944.0,203334079.0,,36044855.0,304876375.0,490576279.0,,
2001-03-31,-161268667.0,331993069.0,118653244,,,,,32738976.0,-13191069.0,2498333617.0,,,310347372.0,1274350413.0,49565432,,,1028017720,-43145395.0,4092620667.0,545149159.0,1297102924.0,0.0,81360926.0,,460450000.0,268751254.0,223134007.0,391409944.0,943772386.0,32738976.0,84245334.0,34679902.0,0.105,,2150943078.0,34679902.0,,729201254.0,32738976,,492338985.0,0.0,17600000.0,2397205642.0,-1695415025.0,443531.0,,310347372.0,,331993069.0,,-74391800.0,,,50338976.0,0.0,-62013064.0,90286161.0,-87139338.0,89824795.0,3694308566.0,2397205642.0,,27811731.0,-158583210.0,0.105,,,69087812.0,231728991.0,,36047908.0,490576279.0,331993069.0,,
2001-06-30,-64107895.0,385170638.0,129183489,,,,,33292863.0,-13233858.0,2518392622.0,,,310699224.0,1326074053.0,54471481,,,1078574872,25027645.0,4071096540.0,589899299.0,1376976488.0,0.0,80620105.0,,460450000.0,275724754.0,234351067.0,408713476.0,978563139.0,33292863.0,100011733.0,45540252.0,0.1075,,2178044092.0,45540252.0,,736174754.0,33292863,,502472269.0,0.0,18000000.0,2375681515.0,-1695415025.0,7042009.0,,310699224.0,3178618.0,385170638.0,,-25994700.0,,,51292863.0,0.0,-64107895.0,112602733.0,-32186549.0,149472013.0,3752658003.0,2375681515.0,,85364118.0,53177569.0,0.1075,,,74712008.0,242945499.0,,36113176.0,331993069.0,385170638.0,,
2001-09-30,-68701477.0,471141480.0,109157647,,,,,20463277.0,-13209329.0,2525646570.0,,,311099152.0,1359537058.0,33336535,,,1053088039,53093819.0,4064019611.0,628269987.0,1443273810.0,0.0,80830513.0,,460450000.0,270817071.0,222900560.0,391004080.0,978176197.0,20463277.0,74911842.0,41575307.0,0.065,,2186204962.0,41575307.0,,731267071.0,20463277,,500297737.0,0.0,10900000.0,2368604586.0,-1695415025.0,906922.0,,311099152.0,1973258.0,471141480.0,,-7325500.0,,,31363277.0,0.0,-68701477.0,145211943.0,-19627907.0,174300226.0,3811878396.0,2368604586.0,,105598749.0,85970842.0,0.065,,,75821112.0,260157484.0,,36119602.0,385170638.0,471141480.0,,
2001-12-31,-66321500.0,462348547.0,112454897,,,,,26465891.0,-13228467.0,2538883994.0,,,,1274000871.0,43012616,,,979567947,-35700457.0,4226566408.0,484158726.0,1373665916.0,0.0,113772078.0,,460450000.0,329392145.0,202153992.0,330855074.0,919791304.0,26465891.0,59776643.0,16764027.0,,,2201460329.0,16764027.0,,789842145.0,26465891,,466690217.0,0.0,14400000.0,2365655061.0,-1860911347.0,2017943.0,,,17623565.0,462348547.0,,-12779200.0,,,40865891.0,20027199.0,-66323222.0,92769688.0,-23989724.0,81518291.0,3759348176.0,2385682260.0,,15195069.0,-8792933.0,,,,69442281.0,189235046.0,,36130556.0,471141480.0,462348547.0,,
2002-03-31,-48097309.0,456216914.0,109589611,,,-7779982.0,,20262295.0,-14826056.0,2544320233.0,,,312515096.0,1334379869.0,33874340,,,1028164467,37951697.0,4198943890.0,550006031.0,1395429891.0,0.0,108794130.0,,460450000.0,323923838.0,291523658.0,360466468.0,957016353.0,20262295.0,71148114.0,37273774.0,0.065,,2216862767.0,37273774.0,,784373838.0,20262295,,469952379.0,0.0,10700000.0,2338032543.0,-1860911347.0,9966199.0,,311671456.0,2912045.0,456216914.0,,-109074000.0,,,30962295.0,22343430.0,-48097309.0,7572670.0,-113933857.0,155899533.0,3755805864.0,2360375973.0,,107802224.0,-6131633.0,0.065,,,75715271.0,250909703.0,,36216304.0,462348547.0,456216914.0,,
2002-06-30,-31799556.0,531446719.0,140556522,,,-5510505.0,,59748302.0,-14852240.0,2589216295.0,,,313433744.0,1402017332.0,64252066,,,1141677480,-7250860.0,4151034062.0,626454601.0,1560490759.0,-3405247.0,117141635.0,,458550000.0,317012731.0,324000976.0,382416154.0,1036218894.0,59748302.0,105458586.0,41206520.0,0.1925,,2268317198.0,41206520.0,,775562731.0,59748302,,523354618.0,59800000.0,31400000.0,2290122715.0,-1860911347.0,6558369.0,,312339516.0,3003764.0,537578352.0,,-24402000.0,,,91148302.0,24347756.0,-28394309.0,20805319.0,-34595871.0,147756865.0,3874961230.0,2314470471.0,,119362556.0,81361438.0,0.19,,,76304456.0,281648306.0,,36269946.0,456216914.0,537578352.0,,
2002-09-30,-98389031.0,523007447.0,150710162,,,3773369.0,,39178800.0,-14850340.0,2613544755.0,,,313230068.0,1521110529.0,74544092,,,1165641454,-22556296.0,4256234170.0,669082005.0,1610499972.0,-2048473.0,125909139.0,,544550000.0,307478524.0,224244418.0,425346753.0,1043424047.0,39178800.0,122217407.0,47673315.0,0.125,,2292841171.0,47673315.0,,852028524.0,39178800,,536236633.0,-12005010.0,20700000.0,2395322823.0,-1860911347.0,195513.0,,312688252.0,2660282.0,523007447.0,,-10094000.0,,,59878800.0,14666615.0,-65275510.0,142911245.0,-24748827.0,108566953.0,4020489410.0,2409989438.0,,43291443.0,-14570905.0,0.125,,,76166070.0,301926342.0,,36269946.0,531446719.0,523007447.0,,
2002-12-31,-723125733.0,219004868.0,145936587,,,49235095.0,,42890618.0,-14854221.0,2641581152.0,,,,1841357227.0,67021352,,,1466293136,-130492285.0,5094230719.0,591535828.0,1424138700.0,-119548.0,132536312.0,,878550000.0,371271399.0,319357762.0,483607972.0,1349837046.0,42890618.0,116456090.0,49434738.0,,,2322989489.0,49434738.0,,1249821399.0,42890618,,588989548.0,29900000.0,5173000.0,2932058102.0,-2162172617.0,2111921.0,,,14342024.0,219004868.0,16000000.0,-3131100.0,,,48063618.0,24804415.0,-101830968.0,8948999.0,334126600.0,84996554.0,4381001217.0,2956862517.0,,-16834414.0,-304002579.0,,,,78915235.0,247229067.0,,36271453.0,523007447.0,219004868.0,,
2003-03-31,-84346577.0,181710401.0,125114960,,,-3873828.0,,17781759.0,-15636915.0,2643725996.0,6100000.0,,312789684.0,1883415908.0,33655267,,,1480270987,10095338.0,5080142456.0,633587932.0,1425961147.0,-7108690.0,136073129.0,,878550000.0,371277976.0,295708278.0,483462648.0,1406424888.0,17781759.0,73846099.0,40190832.0,0.0575,,2325316472.0,40190832.0,,1249827976.0,17781759,,624714969.0,2300855.0,4868000.0,2917969839.0,-2162172617.0,182139.0,,312728800.0,7067283.0,181710401.0,,-49294000.0,,,22649759.0,38399819.0,-42296476.0,11111039.0,-80748776.0,127800886.0,4382330805.0,2956369658.0,,85504410.0,-37294467.0,0.0575,,,91459693.0,326768615.0,,36271453.0,219004868.0,181710401.0,,
2003-06-30,-53871087.0,182276227.0,111956199,,,11651184.0,,8425090.0,-15641132.0,2636509954.0,,,313265652.0,1863274042.0,20377279,,,1520460884,-30923694.0,5040170941.0,603287561.0,1427200180.0,-2092672.0,134808709.0,,878550000.0,381436481.0,308551569.0,527286836.0,1454145488.0,8425090.0,66315396.0,45938117.0,0.0275,,2319047933.0,45938117.0,,1259986481.0,8425090,,582828408.0,-4346126.0,1059000.0,2877998324.0,-2162172617.0,947503.0,,312771696.0,6547063.0,182276227.0,,-9840425.0,,,9484090.0,45220938.0,-51778415.0,4105981.0,-24534054.0,78970967.0,4350419442.0,2923219262.0,,27192552.0,565826.0,0.0275,,,91578920.0,290630011.0,,36277592.0,181710401.0,182276227.0,,
2003-09-30,-69361732.0,284939813.0,117521626,,,588615.0,,16021779.0,-15657865.0,2636873868.0,,,313492868.0,1945044076.0,26656760,,,1604011344,47208678.0,5002503341.0,666303958.0,1545664439.0,-16180188.0,132640546.0,,903550000.0,375190118.0,322889742.0,546546340.0,1532857367.0,16021779.0,71153977.0,44497217.0,0.05,,2322815495.0,44497217.0,,1278740118.0,16021779,,581537740.0,4834234.0,2902000.0,2840330724.0,-2162172617.0,3403648.0,,312976120.0,6369319.0,284939813.0,,-1602299.0,,,18923779.0,54557472.0,-53181544.0,4105981.0,11143484.0,160881834.0,4440552635.0,2894888196.0,,107700290.0,102663586.0,0.05,,,90864866.0,339308235.0,,36307998.0,182276227.0,284939813.0,,
2003-12-31,-60002432.0,350332243.0,113426372,,,-29342118.0,,20552595.0,-15718035.0,2641708428.0,,,,1972996600.0,23217927,,,1661080252,-31519360.0,5330816482.0,629594846.0,1620559908.0,-3484577.0,137352901.0,,903550000.0,439851754.0,299732106.0,572479237.0,1603119456.0,20552595.0,57960796.0,34742869.0,,,2342077788.0,34742869.0,,1343401754.0,20552595,,560395527.0,11511545.0,-4733000.0,2817135193.0,-2513681289.0,14427733.0,,,7167975.0,350332243.0,,-281076.0,,,15819595.0,54657953.0,-68151572.0,0.0,-1571378.0,126966240.0,4492353054.0,2871793146.0,,58814668.0,65392430.0,,,,90208445.0,329862740.0,,36426650.0,284939813.0,350332243.0,,
2004-03-31,-104165000.0,397914000.0,288946000,,,3034000.0,,113238000.0,-16573000.0,2738373000.0,-4400000.0,,316744000.0,2235873000.0,192648000,,,2286416000,-15920000.0,5300952000.0,893907000.0,1948341000.0,-39631000.0,146344000.0,,903550000.0,438416000.0,347351000.0,762567000.0,2016369000.0,113238000.0,270047000.0,77399000.0,0.36,,2454506000.0,77399000.0,,1341966000.0,113238000,,641516000.0,1596000.0,63546000.0,2787271000.0,-2513681000.0,16256000.0,,314992000.0,6662000.0,397914000.0,,-49387000.0,,,176784000.0,93456000.0,-66189000.0,59753000.0,-49704000.0,201451000.0,4829068000.0,2880727000.0,,135262000.0,47582000.0,0.3575,,,96298000.0,486803000.0,-492000.0,36553000.0,350332000.0,397914000.0,,
2004-06-30,-58398000.0,502050000.0,515281000,,,4551000.0,,251442000.0,-16648000.0,2973167000.0,-28200000.0,,317744000.0,2258670000.0,417900000,,,2761822000,-183399000.0,5427228000.0,936243000.0,2278721000.0,-13864000.0,145407000.0,,903550000.0,418877000.0,448295000.0,900915000.0,2233916000.0,251442000.0,527906000.0,110006000.0,0.795,,2705595000.0,110006000.0,,1322427000.0,251442000,,730349000.0,-15488000.0,144854000.0,2721028000.0,-2706200000.0,16295000.0,,316024000.0,6116000.0,502050000.0,,-7576000.0,,,396296000.0,111117000.0,-45335000.0,75353000.0,-7929000.0,170463000.0,5110866000.0,2832145000.0,,125128000.0,104136000.0,0.7925,,,97381000.0,412595000.0,-492000.0,36684000.0,397914000.0,502050000.0,,
