date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyGoodwill,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyIncomeTaxPayable
2003-09-30,16627000.0,-13175000.0,1427957000.0,,539000.0,26268000.0,80000.0,-61748000.0,43750000.0,43750000.0,80317000.0,6239000.0,40800000.0,,,159796000,-56870000.0,106420000,5241000.0,-559918000.0,0.5,,44529000.0,4046105000.0,,,,4738000.0,58569000.0,19036000.0,75682000,,,,28454000.0,-17158000.0,-72438000.0,526000.0,3486187000.0,,6032000.0,,19889000.0,78949000.0,1699000.0,1917741000.0,3755826000.0,30738000.0,38726000.0,6542000.0,39109000.0,,,43750000.0,0.0,-44774000.0,,-6303000.0,31153000.0,0.49,,2123175000.0,39109000.0,-3983000.0,17861000.0,,-4868000.0,84114000.0,-47109000.0,,,,,,,,
2003-12-31,0.0,-11781000.0,1544897000.0,,438000.0,43750000.0,83000.0,-167913000.0,21809000.0,21809000.0,,14710000.0,14685000.0,,,153600000,-100203000.0,97063000,28289000.0,-586736000.0,,0.0,41098000.0,4147292000.0,0.0,,,4461000.0,58039000.0,-23666000.0,65030000,,,,122683000.0,-17326000.0,-88518000.0,739000.0,3560556000.0,,10896000.0,,31622000.0,,-42164000.0,1885866000.0,3834008000.0,32033000.0,37355000.0,7653000.0,37885000.0,,,21809000.0,0.0,-109994000.0,,-17640000.0,31320000.0,,,2081444000.0,37885000.0,-5545000.0,19631000.0,,-4791000.0,88570000.0,-48089000.0,,,,,,,,
2004-03-31,0.0,-18089000.0,1572530000.0,,248000.0,21809000.0,84000.0,-57561000.0,34505000.0,34505000.0,85102000.0,19182000.0,35487000.0,,,162314000,-43254000.0,103302000,-6612000.0,-613856000.0,0.46,,42359000.0,4201649000.0,,,,4243000.0,62330000.0,11636000.0,70461000,,,,35371000.0,-14466000.0,-96615000.0,389000.0,3587793000.0,,14947000.0,,19777000.0,83480000.0,19076000.0,1913037000.0,3893615000.0,32841000.0,36657000.0,8482000.0,38671000.0,,,34505000.0,0.0,-44082000.0,,-7139000.0,30699000.0,0.45,,2113045000.0,38671000.0,3623000.0,20575000.0,,-5729000.0,91853000.0,-50146000.0,,,,,,,,
2004-06-30,0.0,3028000.0,1574278000.0,,281000.0,34505000.0,85000.0,-52238000.0,39284000.0,39284000.0,85805000.0,17896000.0,29576000.0,,,163463000,-68019000.0,106646000,-4224000.0,-642051000.0,0.44,,42565000.0,4271454000.0,,,,5230000.0,87743000.0,5469000.0,72467000,,,,16240000.0,10084000.0,-110509000.0,458000.0,3629403000.0,,12029000.0,,31660000.0,84411000.0,19724000.0,1947995000.0,3936650000.0,34179000.0,37356000.0,8063000.0,37356000.0,,,39284000.0,0.0,-78050000.0,,-12988000.0,30438000.0,0.44,,2155349000.0,37356000.0,7056000.0,20092000.0,,-5310000.0,90996000.0,-50942000.0,,,,,,,,
2004-09-30,0.0,-20371000.0,1578936000.0,,153000.0,39284000.0,86000.0,-224208000.0,21775000.0,21775000.0,86327000.0,16759000.0,39165000.0,,,165267000,-154289000.0,105380000,83377000.0,-668823000.0,0.47,,41470000.0,4406742000.0,,,,2849000.0,55715000.0,-17306000.0,71235000,,,,17874000.0,-21751000.0,-123023000.0,532000.0,3737919000.0,,19688000.0,,20573000.0,84877000.0,-98574000.0,2071533000.0,4063885000.0,34145000.0,36563000.0,8549000.0,39479000.0,,,21775000.0,0.0,-156398000.0,,-7303000.0,30861000.0,0.46,,2278256000.0,39479000.0,-1380000.0,23348000.0,,-4646000.0,94032000.0,-51262000.0,,,,,,,,
2004-12-31,682000.0,-12910000.0,1596259000.0,,,21775000.0,86000.0,-122385000.0,33667000.0,33667000.0,,25105000.0,24288000.0,,,164699000,-122223000.0,106757000,17077000.0,-695410000.0,,,42177000.0,4506764000.0,0.0,,,-3091000.0,86866000.0,9180000.0,71222000,,,,15686000.0,7098000.0,-133518000.0,441000.0,3811354000.0,,21502000.0,,34994000.0,,-35357000.0,2133171000.0,4162827000.0,35535000.0,38273000.0,8215000.0,45937000.0,,,33667000.0,0.0,-94763000.0,,-12900000.0,31398000.0,,,2358702000.0,45937000.0,20008000.0,24372000.0,,671245000.0,93477000.0,-51989000.0,,,,,,,,
2005-03-31,0.0,5301000.0,1613100000.0,,4325000.0,33667000.0,86000.0,-327739000.0,36783000.0,36783000.0,87274000.0,22869000.0,21822000.0,,,171400000,-105411000.0,109154000,70403000.0,-713406000.0,0.53,,42031000.0,4646401000.0,,,,-2787000.0,64605000.0,3876000.0,73768000,,,,22291000.0,-14747000.0,-140704000.0,534000.0,3932995000.0,,16042000.0,,22661000.0,85867000.0,-40806000.0,2252660000.0,4276479000.0,35386000.0,38988000.0,8313000.0,45601000.0,,,36783000.0,0.0,-131132000.0,,-58475000.0,33188000.0,0.52,,2458214000.0,45601000.0,-20048000.0,33284000.0,,-4825000.0,97632000.0,-52248000.0,,,,,,,,
2005-06-30,-4391000.0,11159000.0,1623693000.0,,66000.0,36783000.0,87000.0,-188467000.0,50991000.0,50991000.0,88134000.0,14687000.0,27325000.0,,,178271000,-184013000.0,117007000,24747000.0,-738391000.0,0.51,,47639000.0,4764429000.0,,,,7557000.0,131765000.0,16161000.0,79238000,,,,26990000.0,40690000.0,-149438000.0,911000.0,4026038000.0,,15610000.0,,35576000.0,86685000.0,-52248000.0,2268815000.0,4372086000.0,37769000.0,37337000.0,9390000.0,44557000.0,,,50991000.0,0.0,-140351000.0,,-13333000.0,33773000.0,0.51,,2503542000.0,44557000.0,29531000.0,33336000.0,,287673000.0,99033000.0,-52787000.0,,,,,,,,
2005-09-30,-153000.0,-27906000.0,1638544000.0,,153000.0,50991000.0,87000.0,-95212000.0,43209000.0,43209000.0,88922000.0,12124000.0,35643000.0,,,172454000,-124174000.0,107582000,-9306000.0,-759974000.0,0.59,,38744000.0,4853605000.0,,,,-13302000.0,80887000.0,-6789000.0,69896000,,,,18884000.0,3445000.0,-151540000.0,796000.0,4093631000.0,,18978000.0,,26739000.0,87443000.0,-43287000.0,2301765000.0,4457663000.0,37686000.0,33490000.0,9175000.0,51875000.0,,,43209000.0,0.0,-78370000.0,,-11447000.0,33317000.0,0.58,,2568433000.0,51875000.0,31351000.0,33319000.0,,-5779000.0,102558000.0,-53273000.0,,,,,,,,
2005-12-31,4544000.0,-1679000.0,1709182000.0,,,43209000.0,88000.0,-403858000.0,61629000.0,61629000.0,,9906000.0,32919000.0,,,162494000,-182953000.0,103713000,-124262000.0,-748818000.0,,,36024000.0,4844020000.0,,,,-84622000.0,82440000.0,21398000.0,63832000,,,,19349000.0,18632000.0,-98553000.0,-17068000.0,4095202000.0,,19529000.0,,34892000.0,,-100513000.0,2249178000.0,4497529000.0,39881000.0,105169000.0,11277000.0,107318000.0,,,61629000.0,0.0,63220000.0,,-21971000.0,30357000.0,,,2535214000.0,107318000.0,20311000.0,33522000.0,,-8906000.0,98662000.0,-53997000.0,,,,,,,,
2006-03-31,0.0,-16123000.0,1762103000.0,,,61629000.0,88000.0,-203584000.0,43133000.0,43133000.0,89876000.0,10361000.0,35905000.0,,,168778000,-121769000.0,104892000,-76965000.0,-766465000.0,1.02,,37407000.0,4882892000.0,,,,-50090000.0,43061000.0,-18496000.0,67508000,,,,14855000.0,-35743000.0,-62732000.0,375000.0,4116427000.0,,27692000.0,,26766000.0,88326000.0,-78708000.0,2217837000.0,4502135000.0,37384000.0,32561000.0,10019000.0,90427000.0,,,43133000.0,0.0,14891000.0,,-11871000.0,32052000.0,1.01,,2485203000.0,90427000.0,-19620000.0,34416000.0,,80040000.0,101270000.0,-54326000.0,,,,,,,,
2006-06-30,0.0,-71745000.0,1822536000.0,,,43133000.0,89000.0,-102829000.0,37762000.0,37762000.0,90324000.0,15458000.0,37695000.0,,,168965000,-145259000.0,105839000,-75156000.0,-767632000.0,0.77,,39889000.0,4849977000.0,,,,-24083000.0,27077000.0,-7613000.0,67295000,,,,25296000.0,-56885000.0,-49356000.0,-235000.0,4082345000.0,,29034000.0,,35312000.0,88934000.0,-118182000.0,2179537000.0,4557560000.0,38544000.0,51994000.0,11501000.0,68450000.0,,,37762000.0,0.0,40983000.0,,-17885000.0,29628000.0,0.76,,2464423000.0,68450000.0,14860000.0,44663000.0,,-91409000.0,101670000.0,-54609000.0,,,,,,,,
2006-09-30,0.0,70820000.0,1836648000.0,,,37762000.0,90000.0,-77238000.0,75175000.0,26573000.0,90808000.0,16793000.0,41486000.0,,,171423000,-229346000.0,105935000,65898000.0,-794612000.0,0.52,,40353000.0,5074600000.0,,,,-4817000.0,149146000.0,-11421000.0,67936000,,,48602000.0,21034000.0,68025000.0,-58337000.0,625000.0,4279988000.0,,24067000.0,,26804000.0,89675000.0,-80200000.0,2285211000.0,4678825000.0,37999000.0,36121000.0,11996000.0,46885000.0,,,26573000.0,0.0,-226465000.0,,-27792000.0,30840000.0,0.52,,2571458000.0,46885000.0,-2795000.0,48602000.0,,-7478000.0,103487000.0,-55070000.0,,,,,,,,
2006-12-31,492548000.0,-24993000.0,1871604000.0,,,26573000.0,91000.0,-506270000.0,100933000.0,53737000.0,,20323000.0,40633000.0,,,162718000,-265229000.0,102547000,85896000.0,-806309000.0,,,37676000.0,5226147000.0,,,,-15317000.0,125617000.0,26834000.0,64508000,,,47196000.0,25858000.0,41027000.0,-53886000.0,303000.0,4419838000.0,,23809000.0,,36297000.0,,-139612000.0,2387938000.0,4910911000.0,38039000.0,32928000.0,12480000.0,60812000.0,,,53737000.0,0.0,-184679000.0,,-28667000.0,28690000.0,,,2741580000.0,60812000.0,66020000.0,47196000.0,,289941000.0,98210000.0,-55868000.0,,,,,,,,
2007-03-31,0.0,23407000.0,1881254000.0,,,53737000.0,92000.0,-182061000.0,86005000.0,37859000.0,92018000.0,20757000.0,44470000.0,,,175887000,-251456000.0,105814000,108832000.0,-824213000.0,0.44,,42330000.0,5470862000.0,,,,6309000.0,110901000.0,-16095000.0,67537000,,,48146000.0,22953000.0,25734000.0,-71005000.0,301000.0,4646649000.0,,26412000.0,,28945000.0,91036000.0,-140555000.0,2536827000.0,5072226000.0,38167000.0,37314000.0,13339000.0,39698000.0,,,37859000.0,0.0,-235828000.0,,-67148000.0,28156000.0,0.43,,2893651000.0,39698000.0,2327000.0,48146000.0,,-36000.0,108350000.0,-62970000.0,,,,,,,,
2007-06-30,-21984000.0,9988000.0,1847121000.0,,,37859000.0,92000.0,-79937000.0,120075000.0,47505000.0,92328000.0,22525000.0,57346000.0,,,176338000,-221644000.0,106213000,20241000.0,-849996000.0,0.57,,40058000.0,5655050000.0,,,,-9961000.0,134447000.0,-25845000.0,66897000,,,72570000.0,16500000.0,51669000.0,-75145000.0,213000.0,4805054000.0,,24216000.0,,36339000.0,91597000.0,-87197000.0,2683774000.0,5202241000.0,39316000.0,35357000.0,12799000.0,52427000.0,,,12741000.0,0.0,-180533000.0,100000000.0,-45724000.0,30137000.0,0.57,,3081755000.0,52427000.0,41681000.0,72570000.0,,-23740000.0,109441000.0,-63258000.0,,,,,,,,
2007-09-30,-14111000.0,-41180000.0,1843926000.0,,,12741000.0,92000.0,-787870000.0,113697000.0,36031000.0,91367000.0,24311000.0,68604000.0,,,177825000,-165954000.0,109416000,73901000.0,-834385000.0,0.41,-46000.0,36536000.0,5685725000.0,,,,6778000.0,49879000.0,22418000.0,67521000,,,77666000.0,14301000.0,-33979000.0,-94945000.0,-1022000.0,4851340000.0,,26708000.0,,29823000.0,90905000.0,-116075000.0,2759946000.0,5385109000.0,41895000.0,32016000.0,13144000.0,37174000.0,,,36031000.0,0.0,-101362000.0,372960000.0,-14318000.0,33521000.0,0.41,,3168038000.0,37174000.0,7201000.0,77666000.0,,319364000.0,110304000.0,-63355000.0,,,,,,,,
2007-12-31,-589912000.0,11030000.0,1837021000.0,,,36031000.0,93000.0,-618610000.0,316372000.0,37989000.0,,21378000.0,44666000.0,,,185756000,-163808000.0,112653000,193348000.0,-863609000.0,,0.0,32570000.0,5806494000.0,,,,3320000.0,89432000.0,3672000.0,68366000,,,278383000.0,16601000.0,6293000.0,-116640000.0,-201000.0,4942885000.0,,18416000.0,,39725000.0,,-74376000.0,3021129000.0,5638749000.0,44287000.0,24881000.0,15244000.0,35532000.0,,,37989000.0,0.0,-279108000.0,,-237246000.0,39419000.0,,,3429107000.0,35532000.0,-4737000.0,278383000.0,,125740000.0,117390000.0,-64747000.0,,,,,,,,
2008-03-31,1455000.0,-2932000.0,1823998000.0,,,37989000.0,94000.0,-382484000.0,6924000.0,6924000.0,91943000.0,21248000.0,42502000.0,0.0,,193488000,-95224000.0,115928000,-264594000.0,-895395000.0,0.33,,29479000.0,5419265000.0,,157355000.0,406983000.0,8429000.0,39322000.0,-31023000.0,74599000,0.0,,,12791000.0,-42217000.0,-144317000.0,484000.0,4523870000.0,5049815000.0,13347000.0,60921000.0,39225000.0,91715000.0,-55902000.0,2391085000.0,5207170000.0,43659000.0,29372000.0,13969000.0,29961000.0,214117000.0,2605202000.0,6924000.0,-5767000.0,194249000.0,265000000.0,-3670000.0,42450000.0,0.33,0.0,3012185000.0,29961000.0,-2166000.0,316348000.0,132567000.0,-1000.0,57968000.0,-65300000.0,,,,,,,,
2008-06-30,-155046000.0,2684000.0,1820442000.0,,,6924000.0,94000.0,-92339000.0,13579000.0,13579000.0,92701000.0,21707000.0,50443000.0,,,186381000,43201000.0,117599000,35237000.0,-927575000.0,0.34,,34341000.0,5515062000.0,,,,8971000.0,74210000.0,6641000.0,68623000,,,,19333000.0,-7963000.0,-170776000.0,580000.0,4587487000.0,,10797000.0,36992000.0,37816000.0,92323000.0,117411000.0,2362496000.0,5276996000.0,45942000.0,28976000.0,13070000.0,31629000.0,,,13579000.0,0.0,-102806000.0,375000000.0,-3836000.0,37316000.0,0.34,,3086192000.0,31629000.0,7966000.0,,149389000.0,-130807000.0,80766000.0,,,,,,,,,
2008-09-30,-51497000.0,-7515000.0,1805657000.0,,,13579000.0,94000.0,-101314000.0,29278000.0,29278000.0,93369000.0,10750000.0,54302000.0,,,188977000,-58832000.0,119529000,-58996000.0,-956732000.0,0.41,0.0,34788000.0,5562454000.0,,,,9819000.0,79316000.0,19035000.0,70364000,,,,13566000.0,-4194000.0,-190596000.0,308000.0,4605722000.0,,18782000.0,38468000.0,38063000.0,92928000.0,20484000.0,2360450000.0,5266697000.0,45832000.0,28466000.0,13145000.0,38554000.0,,,29278000.0,0.0,-1285000.0,370000000.0,,38909000.0,0.41,,3091201000.0,38554000.0,4712000.0,255317000.0,150509000.0,-65798000.0,80145000.0,,,,,,,,,
2008-12-31,171763000.0,3486000.0,1956735000.0,,,29278000.0,101000.0,-276008000.0,15794000.0,15794000.0,,-5378000.0,32481000.0,167691000.0,,182533000,-244473000.0,117129000,-45482000.0,-982114000.0,,0.0,38714000.0,5528532000.0,5580000.0,670617000.0,300362000.0,-18067000.0,75622000.0,-7465000.0,69483000,182549000.0,,,160659000.0,-10843000.0,-185721000.0,273000.0,4546418000.0,4546418000.0,12985000.0,124389000.0,36474000.0,,-168851000.0,2330167000.0,5217035000.0,39803000.0,40908000.0,14200000.0,51798000.0,260000000.0,2590167000.0,15794000.0,2521000.0,-37605000.0,,,37339000.0,,0.0,2890529000.0,51798000.0,-21425000.0,,58144000.0,-66400000.0,-11339000.0,,,,,,,,,
2009-03-31,13848000.0,6357000.0,1998766000.0,,,15794000.0,106000.0,-372878000.0,131009000.0,131009000.0,100960000.0,-6682000.0,40054000.0,0.0,,189220000,-56115000.0,115167000,13555000.0,-1015130000.0,0.28,,33185000.0,5546244000.0,,258272000.0,127889000.0,7252000.0,100228000.0,115744000.0,68273000,0.0,,,94508000.0,14782000.0,-207276000.0,217000.0,4531114000.0,5014422000.0,6406000.0,61818000.0,36485000.0,100681000.0,44113000.0,2568170000.0,5272694000.0,43491000.0,33385000.0,15576000.0,27889000.0,172589000.0,2740759000.0,131009000.0,235000.0,1961000.0,0.0,-125000.0,38429000.0,0.28,15487000.0,2868648000.0,27889000.0,7634000.0,253073000.0,127402000.0,-4734000.0,59129000.0,-54265000.0,,,,,,,,
2009-06-30,4531000.0,-149000.0,2121156000.0,,,131009000.0,111000.0,-275661000.0,124536000.0,124536000.0,106245000.0,4120000.0,35262000.0,0.0,,185664000,-69082000.0,118987000,-43306000.0,-1040218000.0,0.35,,38872000.0,5563655000.0,,260814000.0,260634000.0,2538000.0,65375000.0,-10394000.0,73947000,0.0,,,124462000.0,-22298000.0,-222739000.0,127000.0,4523437000.0,5013675000.0,6636000.0,57487000.0,31315000.0,105768000.0,-3707000.0,2318159000.0,5274489000.0,42815000.0,38745000.0,11659000.0,36671000.0,169880000.0,2488039000.0,124536000.0,-295000.0,-32463000.0,140000000.0,-3892000.0,37300000.0,0.35,25750000.0,2748673000.0,36671000.0,-4655000.0,255419000.0,128177000.0,-1009000.0,54230000.0,-56537000.0,,,,,,,,
2009-09-30,170000.0,-747000.0,2169739000.0,,,124536000.0,114000.0,-12621000.0,219402000.0,219402000.0,111926000.0,1420000.0,47865000.0,0.0,,187493000,-44847000.0,120321000,3739000.0,-1060885000.0,0.39,,40147000.0,5529569000.0,,354077000.0,271053000.0,1237000.0,72672000.0,95828000.0,73692000,0.0,,,74354000.0,-18248000.0,-232323000.0,86000.0,4468684000.0,4971809000.0,7356000.0,59285000.0,27794000.0,111351000.0,27825000.0,2305582000.0,5325886000.0,43439000.0,40576000.0,11248000.0,43903000.0,160134000.0,2465716000.0,219402000.0,555000.0,19417000.0,140000000.0,-4000.0,36735000.0,0.39,22520000.0,2736769000.0,43903000.0,12285000.0,255191000.0,128208000.0,1092000.0,54516000.0,-59251000.0,,,,,,,,
2009-12-31,-28777000.0,2777000.0,2122295000.0,,,219402000.0,114000.0,-33000.0,237446000.0,237446000.0,,,31195000.0,134309000.0,,187112000,-1835000.0,121843000,-48021000.0,-1093946000.0,,,40908000.0,5546160000.0,,775207000.0,287377000.0,106034000.0,60296000.0,17658000.0,71824000,169529000.0,,,490000.0,-20899000.0,-337911000.0,64000.0,4452214000.0,4452214000.0,4591000.0,59884000.0,31251000.0,,58461000.0,2316875000.0,5227421000.0,42830000.0,-57371000.0,12780000.0,-52087000.0,140000000.0,2456875000.0,237446000.0,3931000.0,5383000.0,,-1111000.0,38105000.0,,0.0,2744252000.0,-52087000.0,-16363000.0,,127228000.0,-231403000.0,55404000.0,,,,,,,,,
2010-03-31,24345000.0,-2840000.0,2103587000.0,,,237446000.0,114000.0,-106596000.0,141535000.0,141535000.0,112955000.0,-2135000.0,31560000.0,0.0,,189187000,-26138000.0,115053000,-164286000.0,-1005744000.0,0.26,,33410000.0,5430937000.0,,287739000.0,301740000.0,5853000.0,63398000.0,-93231000.0,68092000,151886000.0,,173944000.0,2862000.0,-18510000.0,-362059000.0,452000.0,4425193000.0,4791635000.0,8890000.0,63215000.0,27721000.0,112341000.0,37260000.0,2315563000.0,5079374000.0,42986000.0,32958000.0,14874000.0,29551000.0,35000000.0,2315563000.0,141535000.0,768000.0,7657000.0,35000000.0,-172000.0,38637000.0,0.26,0.0,2617303000.0,29551000.0,495000.0,173944000.0,125972000.0,-4000.0,57880000.0,-60833000.0,,,,,,,,
2010-06-30,1801000.0,2231000.0,,,,141535000.0,,-196012000.0,,,113380000.0,,,,,172644000,-48247000.0,116615000,-157732000.0,,0.3,,36338000.0,,,,,2348000.0,84810000.0,-101346000.0,67860000,,,,8829000.0,1414000.0,,503000.0,,,,52517000.0,,112644000.0,36563000.0,,,43867000.0,36618000.0,12548000.0,33445000.0,,,39541000.0,2242000.0,-28424000.0,,-108000.0,36410000.0,0.29,,,33445000.0,5223000.0,,120127000.0,-4000.0,52267000.0,-60895000.0,,,,,,,,
2010-09-30,-763000.0,-2944000.0,,,,39541000.0,,-481962000.0,,,113773000.0,,,,,175456000,-54055000.0,113152000,56984000.0,,0.31,,37437000.0,,,,,1810000.0,73070000.0,70328000.0,66756000,,,,10432000.0,-13135000.0,,475000.0,,,,56096000.0,,113077000.0,19015000.0,,,43305000.0,37347000.0,12608000.0,34644000.0,,,111941000.0,691000.0,-59726000.0,,-1146000.0,32410000.0,0.3,,,34644000.0,5951000.0,,119360000.0,-9209000.0,52604000.0,-60885000.0,,,,,,,,
2010-12-31,-30411000.0,7612000.0,2437766000.0,,,111941000.0,116000.0,-20559000.0,108409000.0,108409000.0,,-155000.0,23652000.0,0.0,,185006000,-10750000.0,115698000,-50808000.0,-1090685000.0,,,34991000.0,5494712000.0,,273766000.0,264459000.0,1584000.0,77679000.0,-2790000.0,68845000,154837000.0,,,15311000.0,-3400000.0,-426017000.0,306000.0,4404027000.0,4789067000.0,6898000.0,59828000.0,29821000.0,,66929000.0,2359822000.0,5062833000.0,43855000.0,35041000.0,12776000.0,30122000.0,355580000.0,2359822000.0,108409000.0,915000.0,-29661000.0,,-444000.0,36852000.0,,0.0,2624281000.0,30122000.0,-19068000.0,171916000.0,125178000.0,-480000.0,56333000.0,-61080000.0,,,,,,,,
2011-03-31,1627000.0,-4804000.0,2075194000.0,,,108409000.0,116000.0,-272058000.0,32711000.0,32711000.0,114766000.0,1918000.0,26850000.0,0.0,,178608000,-32393000.0,112120000,-121377000.0,-1042574000.0,0.25,,32578000.0,5241439000.0,,205930000.0,466360000.0,4494000.0,78029000.0,-77170000.0,63519000,149605000.0,,,12085000.0,-5833000.0,-451672000.0,550000.0,4198865000.0,4778739000.0,11675000.0,56882000.0,33477000.0,114013000.0,45636000.0,2087763000.0,4984669000.0,44764000.0,32562000.0,15965000.0,28909000.0,149605000.0,2087763000.0,32711000.0,1161000.0,-33822000.0,200000000.0,-6507000.0,34778000.0,0.25,198631000.0,2554123000.0,28909000.0,3177000.0,176617000.0,121726000.0,-12000.0,58207000.0,-61392000.0,,,,,,,,
2011-06-30,-51631000.0,3925000.0,2120023000.0,,,32711000.0,117000.0,-251418000.0,49895000.0,49895000.0,115406000.0,1956000.0,28595000.0,0.0,,174909000,-61135000.0,112583000,-217855000.0,-1070428000.0,0.74,,39321000.0,5241020000.0,,214647000.0,109602000.0,1678000.0,88686000.0,17158000.0,67869000,141959000.0,,,12495000.0,2490000.0,-421507000.0,63000.0,4170592000.0,4631724000.0,7750000.0,52476000.0,24375000.0,114623000.0,27551000.0,2119345000.0,4846371000.0,42031000.0,40367000.0,13261000.0,84978000.0,141959000.0,2261304000.0,49895000.0,302000.0,146327000.0,,-1875000.0,31231000.0,0.74,41533000.0,2370906000.0,84978000.0,1744000.0,175472000.0,122433000.0,-1000.0,54564000.0,-61931000.0,,,,,,,,
2011-09-30,40987000.0,-1491000.0,2110505000.0,,,49895000.0,117000.0,-54331000.0,24416000.0,24416000.0,115780000.0,-219000.0,40257000.0,0.0,,175179000,-143241000.0,109488000,-87267000.0,-1097115000.0,0.31,,36267000.0,5332072000.0,,205415000.0,130077000.0,1880000.0,71717000.0,-23996000.0,63538000,0.0,,,8816000.0,-8315000.0,-441142000.0,356000.0,4234957000.0,4650213000.0,9243000.0,56602000.0,33057000.0,115014000.0,-71524000.0,2084915000.0,4855628000.0,42033000.0,36738000.0,13625000.0,35320000.0,176825000.0,2261740000.0,24416000.0,1898000.0,-8446000.0,,-2927000.0,31188000.0,0.31,15529000.0,2391817000.0,35320000.0,11681000.0,176101000.0,118577000.0,0.0,55039000.0,-61652000.0,,,,,,,,
2011-12-31,10144000.0,1050000.0,2103594000.0,,,24416000.0,117000.0,-209653000.0,18204000.0,18204000.0,,-429000.0,23418000.0,0.0,,143628000,-200140000.0,99190000,74986000.0,-1062230000.0,,,30640000.0,5282185000.0,,193063000.0,104523000.0,2503000.0,79292000.0,-6004000.0,53254000,0.0,,,11156000.0,-235000.0,-461498000.0,51000.0,4219955000.0,4796610000.0,8192000.0,40343000.0,24147000.0,,-120848000.0,2222862000.0,4989673000.0,42886000.0,31615000.0,16522000.0,34792000.0,202532000.0,2425394000.0,18204000.0,1664000.0,-160282000.0,,114000.0,25664000.0,,195572000.0,2529917000.0,34792000.0,-16831000.0,174687000.0,103285000.0,-12070000.0,50031000.0,-62047000.0,,,,,,,,
2012-03-31,-16558000.0,-1022000.0,2107848000.0,,,18204000.0,118000.0,-125038000.0,27650000.0,27650000.0,116743000.0,1815000.0,32310000.0,0.0,4310000.0,169937000,-54036000.0,105207000,-18322000.0,-1088301000.0,0.32,,34953000.0,5329625000.0,,180550000.0,416039000.0,5498000.0,92722000.0,7341000.0,60144000,0.0,,,16197000.0,8139000.0,-479995000.0,178000.0,4241324000.0,4834744000.0,9210000.0,51222000.0,33036000.0,115972000.0,38686000.0,2075359000.0,5015294000.0,41778000.0,35691000.0,17204000.0,37089000.0,185127000.0,2260486000.0,27650000.0,523000.0,-67059000.0,293300000.0,-2702000.0,28476000.0,0.32,197737000.0,2676525000.0,37089000.0,8893000.0,174651000.0,118715000.0,-121285000.0,58571000.0,-59032000.0,,,,,,,,
