date,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2013-09-30,112600000.0,1.26,30400000.0,,187500000.0,187500000.0,800000.0,166400000.0,8000000.0,90500000.0,383600000.0,-1200000.0,,-9600000.0,-46800000.0,,23400000.0,-26700000.0,42000000.0,-6400000.0,41500000.0,,92000000.0,383600000.0,,21100000.0,28000000.0,-47900000.0,146600000.0,30900000.0,-139400000.0,86900000,1700000.0,-17000000.0,108500000,63248651.0,3100000.0,,,,80600000.0,3100000.0,578300000.0,955500000.0,913300000.0,448600000.0,677100000,,65300000.0,1026900000.0,21600000.0,955900000.0,1.28,1869200000.0,62465812.0,80000000,82500000,62100000.0,80000000,,48700000.0,-2200000.0,278600000.0,477600000.0,374800000.0,363500000.0,798200000.0,-16500000.0,-2300000.0,199500000.0,3800000.0,20500000.0,187500000.0,213200000.0,-26700000.0,,
2013-12-31,128500000.0,,120100000.0,-478200000.0,472800000.0,528000000.0,800000.0,187500000.0,-46800000.0,370800000.0,422500000.0,0.0,0.0,20000000.0,-27200000.0,,40100000.0,-53800000.0,41400000.0,-1100000.0,44300000.0,,417700000.0,422500000.0,,285300000.0,29800000.0,-94600000.0,149300000.0,28700000.0,-123400000.0,76800000,-66200000.0,41900000.0,97200000,,3900000.0,,55200000.0,,100500000.0,3900000.0,710000000.0,1371800000.0,1234600000.0,485400000.0,720500000,-55200000.0,363900000.0,1195400000.0,20400000.0,1158200000.0,,2392800000.0,,416300000,417600000,59000000.0,416300000,47000000.0,56800000.0,0.0,292200000.0,515200000.0,381200000.0,346200000.0,1152800000.0,1200000.0,8000000.0,205300000.0,288400000.0,19900000.0,472800000.0,207200000.0,-109000000.0,,
2014-03-31,133700000.0,1.12,135600000.0,,341900000.0,397000000.0,800000.0,472800000.0,15800000.0,87700000.0,422800000.0,-13700000.0,-124600000.0,-60200000.0,-26500000.0,,29200000.0,-23200000.0,43400000.0,-1100000.0,120000000.0,,45900000.0,422800000.0,,-130900000.0,30400000.0,-92000000.0,184600000.0,36300000.0,-123800000.0,84200000,900000.0,-54300000.0,108600000,61988737.0,3400000.0,,55100000.0,,92800000.0,3400000.0,797600000.0,1441200000.0,1216100000.0,544400000.0,729500000,,22700000.0,1342000000.0,24400000.0,1312100000.0,1.13,2528200000.0,61268511.0,69400000,71900000,63300000.0,69400000,117000000.0,78900000.0,0.0,316900000.0,511600000.0,461400000.0,420700000.0,1133800000.0,26100000.0,-10400000.0,217900000.0,3400000.0,19900000.0,341900000.0,220100000.0,-147800000.0,,
2014-06-30,139300000.0,1.23,133200000.0,,400800000.0,455600000.0,800000.0,341900000.0,17900000.0,95800000.0,428700000.0,-1100000.0,-1300000.0,21700000.0,-27700000.0,,26500000.0,-27900000.0,41900000.0,-7100000.0,93300000.0,,116800000.0,428700000.0,,58900000.0,30400000.0,-102400000.0,177400000.0,41100000.0,-125800000.0,90400000,-1500000.0,11300000.0,115700000,61041885.0,4200000.0,,54800000.0,,96200000.0,4200000.0,871600000.0,1516200000.0,1252500000.0,518000000.0,735000000,,88900000.0,1389600000.0,25300000.0,1296200000.0,1.24,2548700000.0,60410581.0,75000000,77900000,58900000.0,75000000,200400000.0,66100000.0,0.0,297500000.0,505300000.0,469800000.0,400900000.0,1110300000.0,-3600000.0,-2400000.0,229700000.0,5300000.0,20300000.0,400800000.0,222700000.0,-29200000.0,,
2014-09-30,132300000.0,1.37,129400000.0,,388000000.0,388000000.0,800000.0,400800000.0,9500000.0,94000000.0,421700000.0,-21500000.0,0.0,-103700000.0,-50500000.0,,4000000.0,-38200000.0,44800000.0,-1800000.0,84400000.0,,48100000.0,421700000.0,,-12800000.0,27600000.0,-105100000.0,171300000.0,35700000.0,-200000000.0,87700000,-1600000.0,-66000000.0,113800000,59972228.0,3900000.0,,0.0,,95700000.0,3900000.0,912800000.0,1598200000.0,1226800000.0,474400000.0,707300000,,9900000.0,1387200000.0,26100000.0,1231300000.0,1.38,2458100000.0,59369423.0,82000000,84500000,56400000.0,82000000,277600000.0,56700000.0,50700000.0,287800000.0,487300000.0,437600000.0,486900000.0,1022600000.0,3100000.0,-5900000.0,220000000.0,6400000.0,19100000.0,388000000.0,215100000.0,12500000.0,,
2014-12-31,135500000.0,1.1,129200000.0,-456700000.0,411700000.0,411700000.0,800000.0,388100000.0,12400000.0,79300000.0,424900000.0,3700000.0,0.0,18300000.0,-16700000.0,,8100000.0,-46600000.0,37600000.0,-1300000.0,78400000.0,,103500000.0,424900000.0,0.0,23600000.0,25800000.0,-52000000.0,121200000.0,31900000.0,-402700000.0,68700000,6700000.0,-600000.0,94500000,59207375.0,4000000.0,,0.0,,102100000.0,4000000.0,1126000000.0,1663300000.0,1182500000.0,417700000.0,679100000,,56900000.0,1543700000.0,25800000.0,1250200000.0,1.11,2432700000.0,58617583.0,65100000,66900000,46200000.0,65100000,307100000.0,57900000.0,0.0,288300000.0,474900000.0,421000000.0,445600000.0,841600000.0,-43900000.0,16200000.0,204200000.0,10500000.0,19600000.0,411700000.0,189600000.0,-46600000.0,,
2015-03-31,128100000.0,1.22,123600000.0,,403600000.0,425300000.0,800000.0,411700000.0,18500000.0,93300000.0,394200000.0,-4400000.0,0.0,-50400000.0,-2600000.0,,3400000.0,-15900000.0,55600000.0,-1500000.0,69200000.0,,86500000.0,394200000.0,,-8100000.0,23500000.0,-57500000.0,155000000.0,38400000.0,-480500000.0,85500000,-300000.0,-23700000.0,108400000,58815328.0,3700000.0,,21700000.0,,88000000.0,3700000.0,1107800000.0,1735200000.0,1221400000.0,441200000.0,652200000,-42400000.0,70600000.0,1549000000.0,22900000.0,1159800000.0,1.23,2381200000.0,58256979.0,71900000,74800000,39300000.0,71900000,361000000.0,55700000.0,0.0,282800000.0,438600000.0,377900000.0,462500000.0,782900000.0,44400000.0,-20300000.0,213600000.0,8500000.0,21300000.0,403600000.0,195600000.0,-58300000.0,,
2015-06-30,126900000.0,1.12,123000000.0,,488600000.0,533600000.0,800000.0,403600000.0,18500000.0,86800000.0,404900000.0,-385400000.0,0.0,-18400000.0,84500000.0,,3000000.0,-27600000.0,56400000.0,0.0,69300000.0,,78500000.0,404900000.0,,85000000.0,24800000.0,-63000000.0,159300000.0,36200000.0,-456700000.0,80600000,0.0,-26900000.0,104500000,58493352.0,3300000.0,,45000000.0,,90200000.0,3300000.0,1266800000.0,1800900000.0,1403700000.0,458500000.0,661100000,-60100000.0,50900000.0,1725300000.0,23900000.0,1191300000.0,1.13,2595000000.0,58063388.0,65800000,68300000,42200000.0,65800000,498800000.0,102200000.0,0.0,296200000.0,453600000.0,390900000.0,489700000.0,818800000.0,1000000.0,-1200000.0,207500000.0,7100000.0,21600000.0,488600000.0,200900000.0,-87700000.0,,
2015-09-30,134700000.0,0.67,120500000.0,,544100000.0,589200000.0,800000.0,488600000.0,-5200000.0,36100000.0,397600000.0,0.0,0.0,15800000.0,-69600000.0,,2900000.0,-24100000.0,55400000.0,-3400000.0,66000000.0,,113400000.0,397600000.0,,55500000.0,25100000.0,-66300000.0,161300000.0,33700000.0,-480900000.0,29900000,-400000.0,32100000.0,55100000,57959285.0,3700000.0,,45100000.0,,99300000.0,3700000.0,1301400000.0,1840000000.0,1420800000.0,472600000.0,643600000,38500000.0,89300000.0,1774000000.0,25200000.0,1177700000.0,0.67,2598500000.0,57606846.0,38800000,41300000,76400000.0,38800000,498600000.0,59500000.0,-20000000.0,308400000.0,479000000.0,387400000.0,465400000.0,775900000.0,4700000.0,-23500000.0,164600000.0,9100000.0,24800000.0,544100000.0,219100000.0,14400000.0,,
2015-12-31,124900000.0,1.71,137100000.0,-637000000.0,515200000.0,559000000.0,800000.0,544100000.0,-20300000.0,81300000.0,398000000.0,0.0,0.0,11200000.0,-61600000.0,,5000000.0,-33000000.0,59500000.0,-1700000.0,62800000.0,,116900000.0,398000000.0,,-28900000.0,23100000.0,-62500000.0,159700000.0,31300000.0,-507900000.0,74900000,-11000000.0,-23500000.0,99600000,57562341.0,1300000.0,,43800000.0,,90800000.0,3900000.0,1288800000.0,1938500000.0,1386400000.0,464800000.0,670600000,-37600000.0,83900000.0,1753600000.0,24700000.0,1203500000.0,1.73,2589900000.0,57158698.0,98700000,101600000,84000000.0,98700000,498700000.0,103600000.0,0.0,300100000.0,470800000.0,377700000.0,444000000.0,786700000.0,2000000.0,2300000.0,199800000.0,9000000.0,24700000.0,515200000.0,212700000.0,-70600000.0,,
2016-03-31,126500000.0,-0.24,136300000.0,,636700000.0,682200000.0,800000.0,515200000.0,101100000.0,91300000.0,421900000.0,,-62700000.0,-22000000.0,64100000.0,,5200000.0,-29900000.0,61700000.0,-6700000.0,64300000.0,,93200000.0,421900000.0,38900000.0,121500000.0,25000000.0,-62500000.0,191400000.0,34600000.0,-474400000.0,87000000,79500000.0,-19500000.0,109300000,56485052.0,3400000.0,,45500000.0,,90500000.0,3900000.0,1442200000.0,1924700000.0,1544600000.0,504700000.0,688700000,,63300000.0,1946900000.0,22300000.0,1198000000.0,-0.24,2742600000.0,56485052.0,-13400000,-9800000,87200000.0,-13400000,630700000.0,66600000.0,0.0,301800000.0,475200000.0,422900000.0,483900000.0,743200000.0,31200000.0,-16800000.0,213500000.0,7300000.0,20800000.0,636700000.0,247700000.0,-53700000.0,,
2016-06-30,133100000.0,1.33,134100000.0,,599200000.0,643800000.0,800000.0,636700000.0,20400000.0,99300000.0,414400000.0,,-30200000.0,-27700000.0,-4900000.0,,2100000.0,-22000000.0,65500000.0,-1300000.0,73400000.0,,114800000.0,414400000.0,,-37500000.0,24700000.0,-53100000.0,184000000.0,32900000.0,-493900000.0,96900000,-4000000.0,-3100000.0,120900000,56298672.0,4300000.0,,44600000.0,,98900000.0,3900000.0,1471000000.0,1999900000.0,1595600000.0,539000000.0,732200000,,92800000.0,2010000000.0,24000000.0,1208900000.0,1.34,2804500000.0,56074209.0,75100000,78900000,74000000.0,75100000,681800000.0,150600000.0,0.0,339500000.0,502200000.0,432300000.0,506600000.0,740300000.0,-5800000.0,4100000.0,230000000.0,5400000.0,21000000.0,599200000.0,243900000.0,-137000000.0,,
2016-09-30,131800000.0,1.76,138200000.0,,710100000.0,710100000.0,800000.0,599200000.0,-16400000.0,83900000.0,421400000.0,-500000.0,-100000.0,0.0,4800000.0,,1600000.0,-23200000.0,67500000.0,-1300000.0,86600000.0,,80600000.0,421400000.0,,110900000.0,45300000.0,-71900000.0,184200000.0,35000000.0,-481500000.0,80900000,-2100000.0,-62300000.0,106600000,55644614.0,2900000.0,,0.0,,95200000.0,3800000.0,1548700000.0,2098000000.0,1756100000.0,582000000.0,675400000,43400000.0,57400000.0,2130700000.0,25700000.0,1223800000.0,1.77,2979900000.0,55398475.0,98100000,100300000,72900000.0,98100000,759800000.0,225900000.0,0.0,396200000.0,462700000.0,423300000.0,509700000.0,793400000.0,-1300000.0,-15600000.0,212700000.0,6100000.0,19600000.0,710100000.0,261300000.0,20100000.0,,
2016-12-31,125200000.0,,138800000.0,-659200000.0,862500000.0,991200000.0,800000.0,710100000.0,16700000.0,94600000.0,408600000.0,-262500000.0,700000.0,-11800000.0,156600000.0,,200000.0,-38900000.0,65700000.0,11800000.0,78900000.0,,116800000.0,1067800000.0,,152400000.0,31900000.0,-62500000.0,171900000.0,32700000.0,-577300000.0,92700000,-5100000.0,-3000000.0,118700000,,2500000.0,,128700000.0,,93200000.0,6100000.0,1757800000.0,2161100000.0,1874000000.0,530900000.0,713700000,-50000000.0,77900000.0,2288700000.0,26000000.0,1182000000.0,,3056000000.0,,63100000,77900000,66600000.0,63100000,958900000.0,46800000.0,-2500000.0,286800000.0,495800000.0,399200000.0,493700000.0,701400000.0,-2400000.0,24400000.0,217900000.0,7100000.0,20800000.0,862500000.0,223600000.0,-81200000.0,,
2017-03-31,131700000.0,1.48,106300000.0,,801000000.0,986100000.0,800000.0,862500000.0,15300000.0,99600000.0,417600000.0,,0.0,-52700000.0,-61900000.0,3900000.0,400000.0,-14400000.0,79100000.0,-6000000.0,76400000.0,,54300000.0,417600000.0,,-61500000.0,23700000.0,-59700000.0,204200000.0,38800000.0,-541600000.0,108500000,-6100000.0,-75000000.0,133100000,54513323.0,3500000.0,,185100000.0,,91900000.0,5400000.0,1742300000.0,2241800000.0,1951800000.0,563000000.0,747300000,-54900000.0,39900000.0,2305300000.0,24600000.0,1184800000.0,1.49,3136600000.0,54299058.0,80700000,84300000,63800000.0,80700000,967100000.0,58500000.0,0.0,310300000.0,507100000.0,406700000.0,557900000.0,760900000.0,29200000.0,-18200000.0,240200000.0,-5000000.0,18600000.0,801000000.0,246900000.0,-69300000.0,,
2017-06-30,139100000.0,1.61,89400000.0,,820700000.0,1040200000.0,800000.0,801000000.0,14000000.0,105500000.0,432800000.0,,0.0,-31500000.0,-61700000.0,,200000.0,-24200000.0,81900000.0,-1700000.0,77100000.0,,88200000.0,432800000.0,,19700000.0,24800000.0,-60300000.0,192700000.0,39100000.0,-491900000.0,108400000,-3400000.0,-48300000.0,133600000,54158923.0,6200000.0,,219500000.0,,99200000.0,5400000.0,1796500000.0,2329000000.0,2043600000.0,570300000.0,795000000,-227100000.0,64000000.0,2366800000.0,25200000.0,1240400000.0,1.62,3284000000.0,53966710.0,87200000,91500000,59100000.0,87200000,1000900000.0,56300000.0,-1900000.0,324900000.0,547500000.0,430900000.0,611400000.0,843900000.0,-19300000.0,12500000.0,247500000.0,1200000.0,21000000.0,820700000.0,243500000.0,-46500000.0,,
2017-09-30,156400000.0,1.3,91700000.0,,853200000.0,1118600000.0,800000.0,820700000.0,14400000.0,88700000.0,484500000.0,0.0,-141700000.0,-33700000.0,135200000.0,,137800000.0,-23100000.0,85800000.0,-2900000.0,81800000.0,,84100000.0,484500000.0,81400000.0,32500000.0,23900000.0,0.0,218500000.0,35900000.0,-457800000.0,93200000,-7600000.0,-32600000.0,119500000,53866533.0,3400000.0,,265400000.0,,107500000.0,5700000.0,1849900000.0,2394900000.0,2227700000.0,742300000.0,827800000,-120800000.0,61000000.0,2592200000.0,26300000.0,1390700000.0,1.3,3618400000.0,53640105.0,69800000,74300000,75200000.0,69800000,1016000000.0,56100000.0,0.0,345200000.0,578200000.0,503500000.0,673400000.0,951500000.0,16400000.0,-24500000.0,249600000.0,-800000.0,25000000.0,853200000.0,298000000.0,-204200000.0,,
2017-12-31,151700000.0,3.12,75300000.0,-796000000.0,1141500000.0,1279600000.0,800000.0,853200000.0,186100000.0,358800000.0,522300000.0,0.0,-241000000.0,53600000.0,249000000.0,,386500000.0,-48800000.0,88000000.0,-1100000.0,266600000.0,56200000.0,194900000.0,522300000.0,262100000.0,288300000.0,24300000.0,0.0,258100000.0,33200000.0,-464500000.0,124900000,-31100000.0,252900000.0,156000000,53938611.0,3300000.0,,138100000.0,,112500000.0,-1400000.0,2049000000.0,2563200000.0,2394200000.0,1073300000.0,934100000,-142300000.0,146100000.0,3122300000.0,31100000.0,1929200000.0,3.13,4323400000.0,53719507.0,168300000,172700000,82900000.0,168300000,1023300000.0,76800000.0,1800000.0,330000000.0,657500000.0,834700000.0,669200000.0,1121400000.0,-20900000.0,14200000.0,276600000.0,238200000.0,6500000.0,1141500000.0,321400000.0,-168200000.0,,
2018-03-31,162000000.0,1.87,79900000.0,,1038200000.0,1296600000.0,800000.0,1141500000.0,26300000.0,133000000.0,542300000.0,-398900000.0,-6400000.0,-33100000.0,-66500000.0,,300000.0,-21300000.0,80200000.0,-5800000.0,272600000.0,64500000.0,89000000.0,542300000.0,58100000.0,-103300000.0,21400000.0,-30700000.0,274600000.0,50700000.0,-443100000.0,147000000,-400000.0,-80000000.0,178400000,53890432.0,4400000.0,,258400000.0,,113500000.0,-400000.0,2447100000.0,2667800000.0,2520500000.0,722900000.0,1003300000,-174600000.0,67700000.0,3170000000.0,31400000.0,1951300000.0,1.87,4471800000.0,53740732.0,100700000,106700000,69200000.0,100700000,1405400000.0,92700000.0,,341300000.0,694300000.0,824000000.0,716800000.0,1218400000.0,12900000.0,-25700000.0,309000000.0,-11000000.0,7800000.0,1038200000.0,353700000.0,-144200000.0,,
2018-06-30,163800000.0,1.95,78100000.0,,654900000.0,897200000.0,800000.0,1038200000.0,23500000.0,132800000.0,531800000.0,-296200000.0,-4400000.0,-6500000.0,-387200000.0,,194600000.0,-34000000.0,79200000.0,-1900000.0,259000000.0,56900000.0,77200000.0,531800000.0,93000000.0,-382800000.0,22600000.0,-89200000.0,249800000.0,47500000.0,-487900000.0,146500000,-2200000.0,-73200000.0,177200000,53470051.0,6800000.0,,242300000.0,,119000000.0,-3200000.0,1853600000.0,2772000000.0,2078800000.0,839100000.0,1001200000,-95200000.0,43200000.0,2692700000.0,30700000.0,1892200000.0,1.96,3971000000.0,53335218.0,104400000,109300000,76000000.0,104400000,854900000.0,94000000.0,,294800000.0,690900000.0,800900000.0,688000000.0,1195600000.0,-16100000.0,-1500000.0,310300000.0,-10600000.0,9200000.0,655400000.0,337800000.0,-40600000.0,,
2018-09-30,168100000.0,1.41,70700000.0,,832200000.0,971600000.0,800000.0,655400000.0,13500000.0,93300000.0,542400000.0,80800000.0,-900000.0,29300000.0,-12300000.0,,277800000.0,-37500000.0,76600000.0,-2900000.0,251000000.0,58500000.0,134300000.0,542400000.0,221600000.0,177100000.0,26700000.0,-90200000.0,253600000.0,49500000.0,-516100000.0,107000000,-3000000.0,10200000.0,139000000,52773998.0,4000000.0,,139400000.0,,116500000.0,-4500000.0,1865100000.0,2846300000.0,2131100000.0,936200000.0,914800000,-118900000.0,96800000.0,2801300000.0,32000000.0,1907100000.0,1.42,4038200000.0,52607825.0,74500000,79800000,88100000.0,74500000,861700000.0,90700000.0,,299800000.0,639700000.0,814300000.0,652000000.0,1155300000.0,3200000.0,-28200000.0,275100000.0,-13000000.0,9500000.0,832500000.0,362300000.0,64300000.0,,
2018-12-31,166100000.0,2.2,75400000.0,-823200000.0,503800000.0,725400000.0,800000.0,832600000.0,-14000000.0,104600000.0,553600000.0,-271700000.0,-700000.0,37800000.0,-361700000.0,,,-39300000.0,85000000.0,-100000.0,246600000.0,28200000.0,168100000.0,553600000.0,212600000.0,-328400000.0,26600000.0,-89900000.0,232500000.0,36700000.0,-524000000.0,112000000,-18000000.0,14500000.0,142600000,51940825.0,4800000.0,,221600000.0,,127000000.0,500000.0,1877400000.0,2960800000.0,1796900000.0,596000000.0,911600000,-298600000.0,128800000.0,2473400000.0,30600000.0,1941700000.0,2.21,3738600000.0,51728665.0,114500000,118600000,84000000.0,114500000,845200000.0,96800000.0,,293000000.0,633500000.0,809400000.0,611500000.0,1176800000.0,-23800000.0,42000000.0,278100000.0,-6700000.0,10400000.0,504200000.0,319100000.0,-126000000.0,,
2019-03-31,167700000.0,1.64,76100000.0,,603300000.0,793700000.0,800000.0,504200000.0,12100000.0,100000000.0,672900000.0,,-300000.0,-68600000.0,51900000.0,,84300000.0,-40500000.0,89000000.0,-3200000.0,240800000.0,38400000.0,58800000.0,672900000.0,298600000.0,99600000.0,19100000.0,-30600000.0,275000000.0,48400000.0,-510300000.0,105200000,-10400000.0,-71000000.0,137700000,51330942.0,4100000.0,,190400000.0,,120400000.0,-3400000.0,1937900000.0,3050900000.0,1991100000.0,765900000.0,932900000,-267900000.0,18300000.0,2703800000.0,32500000.0,2057100000.0,1.64,4048200000.0,51233141.0,84200000,87900000,81900000.0,84200000,829000000.0,107100000.0,,329200000.0,660000000.0,802600000.0,678000000.0,1251000000.0,47300000.0,-40600000.0,272900000.0,-5300000.0,11100000.0,603800000.0,357300000.0,-10100000.0,,
2019-06-30,166500000.0,1.38,71400000.0,,712200000.0,780800000.0,800000.0,603800000.0,20900000.0,95600000.0,674000000.0,,-400000.0,-11400000.0,-65800000.0,,18600000.0,-31700000.0,94600000.0,0.0,237600000.0,43100000.0,83000000.0,674000000.0,274900000.0,109000000.0,25500000.0,0.0,224700000.0,45400000.0,-514800000.0,102300000,-6200000.0,-28500000.0,134300000,51340058.0,4000000.0,,68600000.0,,120600000.0,-5600000.0,1941100000.0,3121500000.0,1943300000.0,652800000.0,912800000,-156400000.0,51300000.0,2593900000.0,32000000.0,2069600000.0,1.38,4012900000.0,51234648.0,70600000,74700000,79100000.0,70600000,839600000.0,114400000.0,,321100000.0,644000000.0,808100000.0,691400000.0,1321200000.0,-46800000.0,42800000.0,268800000.0,-6900000.0,11900000.0,712800000.0,316500000.0,86400000.0,,
2019-09-30,158000000.0,1.13,75100000.0,,817100000.0,883100000.0,800000.0,712800000.0,15900000.0,76700000.0,663100000.0,0.0,0.0,92100000.0,6800000.0,,27400000.0,-43100000.0,96100000.0,-3300000.0,231000000.0,43700000.0,165700000.0,663100000.0,165100000.0,104900000.0,29300000.0,0.0,214900000.0,50400000.0,-536100000.0,80900000,-1300000.0,66400000.0,109200000,51389008.0,100000.0,,66000000.0,,110500000.0,-1200000.0,1878600000.0,3179400000.0,1945300000.0,646400000.0,798400000,-170800000.0,122600000.0,2525000000.0,28300000.0,2033500000.0,1.13,3978800000.0,51245534.0,58000000,60800000,76300000.0,58000000,808200000.0,105400000.0,,315200000.0,559500000.0,793500000.0,580700000.0,1358300000.0,-3100000.0,-34500000.0,238900000.0,-3900000.0,12600000.0,817700000.0,341300000.0,-48800000.0,,
