date,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyInventory
1999-12-31,,-117000000.0,23300000.0,,-26300000.0,-16300000.0,12700000.0,,,178000000.0,-17700000.0,,-50400000.0,5479200000.0,36900000.0,,,2201800000.0,46500000,46500000.0,,112600000.0,,-156000000.0,,-38800000.0,,,,2048800000.0,1421900000.0,,,,,,,482100000.0,112600000.0,2055400000.0,112600000.0,140800000.0,-274000000.0,,,-99500000.0,,35700000.0,-395800000.0,,-6200000.0,,,49100000.0,0.0,78700000.0,66300000.0,,,,-4400000.0,,,,3613000000.0,,,,-28100000.0,,,,,,,,
2000-03-31,,-110528000.0,23253000.0,,-41465000.0,-36325000.0,10197000.0,,,190908000.0,-7427000.0,,17981000.0,5630009000.0,47523000.0,,,2271974000.0,58321000,57196000.0,,104706000.0,,-28832000.0,,5863000.0,,,,2110890000.0,1527628000.0,,,,,,,482766000.0,104706000.0,2120924000.0,104706000.0,112630000.0,-522506000.0,,,-27268000.0,,39347000.0,-26466000.0,,45991000.0,,,45249000.0,,-24341000.0,81153000.0,,,,,,,,3616532000.0,,,,-7924000.0,,,,,,,,
2000-06-30,,-104227000.0,24687000.0,,-105637000.0,-22338000.0,10770000.0,,,191488000.0,-16985000.0,,12799000.0,5677799000.0,47281000.0,,,2184663000.0,56953000,56953000.0,,99137000.0,,-92024000.0,,-21876000.0,,,,2038952000.0,1533042000.0,,,,,,,483485000.0,99137000.0,2074246000.0,99137000.0,104706000.0,-96938000.0,,,-46503000.0,,39335000.0,8470000.0,,-8426000.0,,,59302000.0,,27153000.0,81665000.0,,,,,,,,3646568000.0,,,,-5569000.0,,,,,,,,
2000-09-30,,-86906000.0,25026000.0,,-48854000.0,-52548000.0,13304000.0,,,217187000.0,-1449000.0,,7789000.0,6184264000.0,58447000.0,,,2656228000.0,68119000,68119000.0,,164284000.0,,-382569000.0,,-327612000.0,,,,2503589000.0,1579634000.0,,,,,,,484213000.0,164284000.0,2081379000.0,164284000.0,99137000.0,-10447000.0,,,-32808000.0,,42558000.0,-323000.0,,-25553000.0,,,40597000.0,,407119000.0,96157000.0,,,,,,,,3679256000.0,,,,65147000.0,,,,,,,,
2000-12-31,,-90366000.0,26880000.0,,-8547000.0,66957000.0,13640000.0,,,204024000.0,-670000.0,,-160290000.0,6370314000.0,42050000.0,,,2835435000.0,51723000,51723000.0,,136989000.0,,-195950000.0,,42423000.0,,,,2656897000.0,1579551000.0,,,,,,,484932000.0,136989000.0,2078720000.0,136989000.0,164284000.0,-3764000.0,,,-265063000.0,,49033000.0,-80523000.0,,-25130000.0,,,104773000.0,,63882000.0,78515000.0,,,,,,,,3901055000.0,,,,-27295000.0,,,,,,,,
2001-03-31,,-88720000.0,31865000.0,,-45191000.0,-9212000.0,14248000.0,,,242982000.0,-5000000.0,,16639000.0,6475007000.0,46836000.0,,,2924344000.0,59449000,56509000.0,,111983000.0,,-46709000.0,,25287000.0,,,,2288244000.0,1427133000.0,,,,,,,485634000.0,111983000.0,2087365000.0,111983000.0,136989000.0,-56513000.0,,,-67738000.0,456307000.0,49395000.0,-36262000.0,,-20502000.0,,,84377000.0,742000.0,-62674000.0,86763000.0,,,,5331000.0,,,,4106137000.0,,,,-25006000.0,,,,,,,,
2001-06-30,,-77601000.0,30086000.0,,-117437000.0,8309000.0,22415000.0,,,243793000.0,-4350000.0,,52045000.0,6502651000.0,56920000.0,,,2925748000.0,66112000,66112000.0,,119920000.0,,-13257000.0,,47158000.0,,,,2734009000.0,1398277000.0,,,,,,,485879000.0,119920000.0,2112359000.0,119920000.0,111983000.0,-55235000.0,,,-56444000.0,,43994000.0,36262000.0,,-11970000.0,,,108489000.0,379000.0,-87295000.0,94461000.0,,,,16311000.0,,,,4134190000.0,,,,7937000.0,,,,,,,,
2001-09-30,,-62369000.0,29275000.0,,-87179000.0,-24783000.0,15043000.0,,,251588000.0,-307000.0,,60712000.0,6529836000.0,67876000.0,,,2885110000.0,76780000,76780000.0,,187878000.0,,77691000.0,,96710000.0,,,,2686438000.0,1400986000.0,,,,,,,482910000.0,187878000.0,2176556000.0,187878000.0,119920000.0,-276571000.0,,,-7657000.0,,43054000.0,52673000.0,,-18664000.0,,,68369000.0,519000.0,-78102000.0,105048000.0,,,,,,,,4034512000.0,,,,67958000.0,,,,,,,,
2001-12-31,,-95647000.0,32636000.0,,-86147000.0,1174000.0,20866000.0,,,246027000.0,-4668000.0,,191199000.0,6777343000.0,55601000.0,,,2727313000.0,64337000,64337000.0,,265584000.0,,-97447000.0,,-157818000.0,,,,2477173000.0,1396969000.0,,,,,,,472938000.0,265584000.0,2570372000.0,265584000.0,187878000.0,-446938000.0,,,64749000.0,,36633000.0,-3394000.0,,30569000.0,,,126450000.0,290000.0,48703000.0,92769000.0,,,,,,,,4183986000.0,,,,77706000.0,,,,,,,,
2002-03-31,,-120368000.0,54463000.0,,-105215000.0,-7473000.0,23467000.0,,,318834000.0,,,78190000.0,8930607000.0,43272000.0,,,4222421000.0,79532000,49403000.0,,171200000.0,,-61595000.0,,-44923000.0,,,,3970486000.0,130144000.0,,,,,,,312918000.0,171200000.0,2623262000.0,171200000.0,265584000.0,-45090000.0,,,-16672000.0,,58018000.0,-42945000.0,,9958000.0,,,94862000.0,,-127651000.0,113458000.0,,,,,,,,6645725000.0,,,,-94384000.0,,,,,,,,
2002-06-30,,-128768000.0,56438000.0,,-147432000.0,22306000.0,23759000.0,,,312394000.0,,,73944000.0,9372737000.0,62815000.0,,,4662295000.0,68711000,68711000.0,,684183000.0,,-14196000.0,,10851000.0,,,,4434929000.0,1026026000.0,,,,,,,298602000.0,684183000.0,2626709000.0,684183000.0,171200000.0,-155522000.0,,,-78492000.0,,60119000.0,40145000.0,,4582000.0,,,152436000.0,,374743000.0,105930000.0,,,,,,,,6656760000.0,,,,512983000.0,,,,,,,,
2002-09-30,,-142551000.0,58886000.0,,-5877000.0,-16985000.0,27352000.0,,,330010000.0,,,54328000.0,9066040000.0,57110000.0,,,4307435000.0,62805000,62805000.0,,314363000.0,,131465000.0,,158802000.0,,,,4074515000.0,1010797000.0,,,,,,,286162000.0,314363000.0,2678785000.0,314363000.0,684183000.0,-519149000.0,,,-45875000.0,,61354000.0,-105677000.0,,48956000.0,,,100203000.0,20240000.0,-601488000.0,98535000.0,,,,,,,,6803548000.0,,,,-369820000.0,,,,,,,,
2002-12-31,,-169629000.0,50905000.0,,-79062000.0,122493000.0,23880000.0,,,340103000.0,-99180000.0,,197345000.0,9018179000.0,46539000.0,,,4353465000.0,51984000,51984000.0,,208200000.0,,-79791000.0,,-16178000.0,,,,4071320000.0,1040236000.0,,,,,,,269808000.0,208200000.0,2627356000.0,208200000.0,314363000.0,-11477000.0,,,45021000.0,,60034000.0,-41851000.0,,57763000.0,,,152324000.0,14211000.0,-178696000.0,85693000.0,,,,,,,,6822268000.0,,,,-106163000.0,,,,,,,,
2003-03-31,,-157537000.0,51138000.0,,-79650000.0,-19793000.0,27474000.0,,,362368000.0,,,101578000.0,9042769000.0,86317000.0,,,4364797000.0,91742000,91742000.0,,176891000.0,,-21221000.0,,10456000.0,,,,4059885000.0,1079248000.0,,,,,,,269749000.0,176891000.0,2726745000.0,176891000.0,208200000.0,-59442000.0,,,-18677000.0,,57753000.0,-39041000.0,,-41055000.0,,,120255000.0,,-130343000.0,130346000.0,,,,,,,,6800894000.0,,,,-31309000.0,,,,,,,,
2003-06-30,,-151156000.0,50707000.0,,-170923000.0,4475000.0,27436000.0,,,342532000.0,,,87683000.0,8971580000.0,82331000.0,,,4272616000.0,82396000,87757000.0,,173199000.0,,23694000.0,,141481000.0,,,,4004594000.0,1116148000.0,,,,,,,269279000.0,173199000.0,2761218000.0,173199000.0,176891000.0,-233564000.0,,,-56550000.0,,58485000.0,39041000.0,,45135000.0,,,144233000.0,,-171619000.0,119487000.0,,,,,,,,6686354000.0,,,,-3692000.0,,,,,,,,
2003-09-30,,-157065000.0,49573000.0,,-104479000.0,36753000.0,31970000.0,,,342748000.0,,,157994000.0,9077271000.0,70981000.0,,,4291602000.0,71139000,76060000.0,,123858000.0,,-67052000.0,,-55933000.0,,,,3987448000.0,1073153000.0,,,,,,,249040000.0,123858000.0,2803329000.0,123858000.0,173199000.0,-300774000.0,,,-3126000.0,,57031000.0,0.0,,52214000.0,,,161120000.0,,-143409000.0,106991000.0,,,,,,,,6880414000.0,,,,-49341000.0,,,,,,,,
2003-12-31,,-57618000.0,59446000.0,,-151706000.0,-2262000.0,35763000.0,,,348972000.0,-6937000.0,,61103000.0,9518928000.0,200259000.0,,,4520069000.0,46446000,205144000.0,,320542000.0,,-65713000.0,,120062000.0,,,,4064385000.0,982091000.0,,,,,,,255731000.0,320542000.0,3077573000.0,320542000.0,123858000.0,-158642000.0,,,-42240000.0,,56393000.0,15224000.0,,51671000.0,,,103343000.0,,159054000.0,113574000.0,,,,,,,,6878603000.0,,,,196684000.0,,,,,,,,
2004-03-31,,-86532000.0,54815000.0,,-110306000.0,16843000.0,30845000.0,,,354951000.0,,,99509000.0,9427341000.0,74457000.0,,,4550811000.0,81612000,82439000.0,,291018000.0,,68614000.0,,176848000.0,,,,4078703000.0,84533000.0,,,,,,,172925000.0,291018000.0,3256058000.0,291018000.0,320542000.0,-160183000.0,,,-53812000.0,,58705000.0,-38937000.0,,48703000.0,,,153321000.0,,-251459000.0,113120000.0,,,,,,,,6959328000.0,,,,-29524000.0,,,,,,,,
2004-06-30,,-17309000.0,56950000.0,,-162809000.0,-19472000.0,30033000.0,,,369023000.0,,,131965000.0,9454384000.0,158436000.0,,,4453508000.0,94239000,162001000.0,,225435000.0,,-44883000.0,,-27739000.0,,,,4102188000.0,850115000.0,,,,,,,172623000.0,225435000.0,3349983000.0,225435000.0,291018000.0,-153772000.0,,,-1609000.0,,57121000.0,73062000.0,,46322000.0,,,133574000.0,,-154274000.0,136320000.0,,,,,,,,6970913000.0,,,,-65583000.0,,,,,,,,
2004-09-30,,-2502000.0,56969000.0,,-123071000.0,24714000.0,29774000.0,,,384453000.0,,,154364000.0,9752211000.0,104501000.0,,,4620092000.0,98728000,108523000.0,,212074000.0,,-284512000.0,,-88569000.0,,,,4228566000.0,919944000.0,,,,,,,245155000.0,212074000.0,3488909000.0,212074000.0,225435000.0,-228342000.0,,,-25992000.0,,61163000.0,0.0,,67612000.0,,,180356000.0,,90795000.0,132091000.0,,,,,,,,7114378000.0,,,,-13361000.0,,,,,,,,
2004-12-31,,133899000.0,70518000.0,,-136356000.0,41341000.0,54566000.0,,,632598000.0,-14205000.0,,160913000.0,11580517000.0,233603000.0,,,5619905000.0,239741000,239954000.0,,599282000.0,,-89948000.0,,52697000.0,,,,4936633000.0,790694000.0,,,,,,,582582000.0,599282000.0,4012741000.0,599282000.0,212074000.0,-160526000.0,,,-36529000.0,,64979000.0,-5021000.0,,38529000.0,,,197442000.0,,279714000.0,290097000.0,,,,,,,,8314404000.0,,,,387208000.0,,,,,,,,
2005-03-31,,217570000.0,79181000.0,,-108953000.0,-42078000.0,40700000.0,,,659312000.0,-52322000.0,,107336000.0,12064138000.0,187433000.0,,,6194725000.0,198456000,199819000.0,,974330000.0,,-22445000.0,,64489000.0,,,,5517998000.0,974667000.0,,,,,,,470925000.0,974330000.0,4071085000.0,974330000.0,599282000.0,-139345000.0,,,-42283000.0,,77460000.0,-32473000.0,,24777000.0,,,149619000.0,7671000.0,247874000.0,197853000.0,,,,,,,,8311106000.0,,,,375048000.0,,,,,,,,
2005-06-30,,291424000.0,82594000.0,,-108522000.0,-58949000.0,45805000.0,,,600721000.0,-102187000.0,,-93724000.0,12439705000.0,172697000.0,,,6321462000.0,149366000,181082000.0,,842098000.0,,-339009000.0,,5939000.0,,,,5635131000.0,1165868000.0,,,,,,,578689000.0,842098000.0,4328466000.0,842098000.0,974330000.0,-46336000.0,,,-264558000.0,,83615000.0,-25511000.0,,53977000.0,,,170834000.0,21797000.0,35943000.0,187366000.0,,,,,,,,8617498000.0,,,,-132232000.0,,,,,,,,
2005-09-30,,218804000.0,2081662000.0,,-107934000.0,-1847694000.0,48107000.0,,,554223000.0,-71138000.0,,-232085000.0,13154745000.0,27223000.0,,,6521616000.0,38764000,38742000.0,,394461000.0,,-1122605000.0,,-674337000.0,,,,5715935000.0,407564000.0,,,,,,,841211000.0,394461000.0,5363453000.0,394461000.0,842098000.0,-16882000.0,,,-414482000.0,,124051000.0,-44202000.0,,86635000.0,,,182397000.0,37352000.0,492571000.0,70089000.0,,,,,,,,9125193000.0,,,,-447637000.0,,,,,,,,
2005-12-31,,103061000.0,-1910459000.0,,-257716000.0,2021800000.0,48387000.0,,,652627000.0,-16970000.0,,23339000.0,13637163000.0,239624000.0,,,7117212000.0,253879000,253835000.0,,294504000.0,,-267225000.0,,-62920000.0,,,,6254883000.0,1645999000.0,,,,,,,840202000.0,294504000.0,5263510000.0,294504000.0,394461000.0,-196394000.0,,,-236489000.0,,91046000.0,-34978000.0,,76782000.0,,,259828000.0,49154000.0,-92560000.0,143229000.0,,,,38491000.0,,,,9776018000.0,,,,-99957000.0,,,,,,,,
2006-03-31,,124845000.0,89373000.0,,-127470000.0,-42326000.0,45867000.0,,,625344000.0,-69354000.0,,14419000.0,14330183000.0,155652000.0,,,7761925000.0,152873000,170059000.0,,579930000.0,,-165068000.0,,74944000.0,,,,6928551000.0,331208000.0,,,,,,,837864000.0,579930000.0,5315935000.0,579930000.0,294504000.0,-195845000.0,,,-176050000.0,,104092000.0,-25267000.0,,88923000.0,,,190469000.0,5392000.0,260025000.0,153147000.0,,,,10918000.0,,,,10151979000.0,,,,285426000.0,,,,,,,,
2006-06-30,,160320000.0,110980000.0,,-127693000.0,-56973000.0,372414000.0,218332000.0,,618898000.0,-338889000.0,,-103209000.0,14556322000.0,148765000.0,,,9250171000.0,169105000,163169000.0,,494390000.0,,-347856000.0,193992000.0,158018000.0,390420000.0,,190382000.0,7148944000.0,1711853000.0,,,,,169105000.0,,837640000.0,494390000.0,5306151000.0,712722000.0,579930000.0,-590674000.0,,-1813894000.0,-271981000.0,,120822000.0,10070000.0,,45146000.0,12100321000.0,,168772000.0,,93544000.0,169105000.0,,,,-22872000.0,58543000.0,,,10286427000.0,400907000.0,0.0,,-85540000.0,,,,,,,,
2006-09-30,,160420000.0,86958000.0,,-127938000.0,35625000.0,52318000.0,,,691865000.0,324545000.0,,-187185000.0,14869422000.0,113632000.0,,,8282817000.0,127975000,127983000.0,,386882000.0,,-256390000.0,,-313128000.0,,,,7382460000.0,260943000.0,,,,,,,834418000.0,386882000.0,5336954000.0,386882000.0,494390000.0,-16266000.0,,,-314782000.0,,115747000.0,-239526000.0,,68066000.0,,,127597000.0,,21285000.0,145227000.0,,,,-65913000.0,,,,10682986000.0,,,,-107508000.0,,,,,,,,
2006-12-31,,-69188000.0,102037000.0,,-211803000.0,-20063000.0,70611000.0,,,665765000.0,-70216000.0,,-620002000.0,17954281000.0,266547000.0,,,10675307000.0,280993000,280896000.0,,2233317000.0,,-1147196000.0,,-134812000.0,,,,9554798000.0,316727000.0,,,,,,,834743000.0,2233317000.0,6150770000.0,2233317000.0,386882000.0,-741291000.0,,,-957832000.0,,137312000.0,-606814000.0,,97292000.0,,,337830000.0,15664000.0,2655801000.0,122307000.0,,,,146626000.0,,,,11584810000.0,,,,1846435000.0,,,,,,,,
2007-03-31,,-45361000.0,98951000.0,,-143161000.0,-64654000.0,53063000.0,,,726716000.0,-134722000.0,,-885033000.0,20252419000.0,152635000.0,,,12934364000.0,166962000,166931000.0,,2884674000.0,,-1305696000.0,,-206895000.0,,,,11633128000.0,1986316000.0,,,,,,390766000.0,831482000.0,2884674000.0,6211707000.0,2884674000.0,2233317000.0,-156759000.0,,,-966296000.0,,147013000.0,-112850000.0,,101642000.0,,,81263000.0,2217000.0,1875790000.0,185074000.0,,,,-119056000.0,,,,12728571000.0,,,,651357000.0,,,,,,,,
2007-06-30,,-22862000.0,115986000.0,,-143427000.0,-65910000.0,59555000.0,,,791646000.0,-16302000.0,,-1617874000.0,22138896000.0,151625000.0,,,14389932000.0,165960000,165920000.0,,743506000.0,,-1860875000.0,,-42560000.0,,,,12572462000.0,1922073000.0,,,,,169526000.0,,831396000.0,743506000.0,6210848000.0,743506000.0,2884674000.0,-558114000.0,,,-1836049000.0,,156179000.0,-23888000.0,,70622000.0,,,218175000.0,34036000.0,-498468000.0,186848000.0,,,,17957000.0,,,,16104888000.0,441691000.0,3566000.0,,-2141168000.0,,,,,,,,
2007-09-30,,-35650000.0,118831000.0,,-143620000.0,-42308000.0,58366000.0,,,771077000.0,-1659000.0,,-126492000.0,22253768000.0,116546000.0,,,14544014000.0,106186000,130841000.0,,834274000.0,,101014000.0,,395732000.0,,,,12576484000.0,1890806000.0,,,,,109234000.0,,831405000.0,834274000.0,6206359000.0,834274000.0,743506000.0,-12857000.0,,,-314147000.0,,165889000.0,-47752000.0,,66332000.0,,,187655000.0,21088000.0,-197901000.0,120706000.0,,,,-18697000.0,,,,16354231000.0,393954000.0,3048000.0,,90768000.0,,,,,,,,
2007-12-31,,-82178000.0,128867000.0,,-151747000.0,88756000.0,61278000.0,,,726572000.0,-271423000.0,,287606000.0,22478935000.0,157705000.0,,,14866776000.0,137872000,171996000.0,,1154595000.0,,-2147000.0,,136464000.0,,,,12951812000.0,1840537000.0,,,,,141587000.0,,831235000.0,1154595000.0,6118399000.0,1154595000.0,834274000.0,-140325000.0,,,77374000.0,,164895000.0,-20027000.0,,29772000.0,,,210232000.0,55438000.0,112236000.0,76122000.0,,,,-25830000.0,,,,16565296000.0,435349000.0,3715000.0,,320321000.0,,,,,,,,
2008-03-31,,177714000.0,133691000.0,,-152322000.0,-222905000.0,49388000.0,,,576384000.0,-75382000.0,,221575000.0,21486198000.0,434411000.0,,,13709385000.0,348338000,448686000.0,,1541074000.0,,-2404000.0,,35873000.0,,,,12168503000.0,1875668000.0,,,,,131009000.0,,830230000.0,1541074000.0,6382140000.0,1541074000.0,1154595000.0,-605342000.0,,,,,148179000.0,-41834000.0,,9521000.0,,,221575000.0,174000.0,167308000.0,130603000.0,,,,11862000.0,,,,15274385000.0,412879000.0,-217329000.0,,386479000.0,,,,,,,,
2008-06-30,,164652000.0,108869000.0,,-152723000.0,232872000.0,50285000.0,,,570864000.0,73242000.0,,-160691000.0,21501573000.0,125386000.0,,,13769459000.0,86655000,139660000.0,,1712032000.0,,37567000.0,,385724000.0,,,,3557880000.0,1698104000.0,,,,,91570000.0,,830229000.0,1712032000.0,6348764000.0,1712032000.0,1541074000.0,-188257000.0,,,,,150316000.0,-18404000.0,,-28331000.0,,,231941000.0,8164000.0,-98550000.0,101836000.0,,,,2028000.0,,,,15365848000.0,350755000.0,4915000.0,,170958000.0,,,,,,,,
2008-09-30,,57391000.0,121352000.0,,-152965000.0,-117520000.0,49495000.0,,,543904000.0,-5895000.0,,330289000.0,21444140000.0,31430000.0,,,13791303000.0,45599000,45701000.0,,1529012000.0,,-173726000.0,,-343412000.0,,,,12180579000.0,1643043000.0,,,,,50843000.0,,830016000.0,1529012000.0,6282582000.0,1529012000.0,1712032000.0,-250135000.0,,,136196000.0,10218000.0,148039000.0,-19086000.0,,-8675000.0,,,194093000.0,39385000.0,-203387000.0,58286000.0,,,,3239000.0,,,,15386802000.0,320234000.0,5244000.0,,-183020000.0,,,,,,,,
2008-12-31,,-975998000.0,213426000.0,,-246502000.0,-32701000.0,1114980000.0,334322000.0,,489829000.0,-156851000.0,,-406252000.0,21418210000.0,-216786000.0,,,14162834000.0,-159394000,-202515000.0,,1526853000.0,,-314668000.0,214751000.0,-76502000.0,,19895000.0,,12649086000.0,1417572000.0,,,,,-156761000.0,522719000.0,830002000.0,1526853000.0,5664485000.0,1861175000.0,1529012000.0,35770000.0,,-2161093000.0,-576455000.0,,142506000.0,108701000.0,,-6899000.0,17869658000.0,,170203000.0,3462000.0,142306000.0,-210553000.0,,,,-57023000.0,515607000.0,,,15708565000.0,199171000.0,2633000.0,,-2159000.0,,,,,,,,
2009-03-31,,-1069607000.0,118196000.0,,-83898000.0,33353000.0,358445000.0,298352000.0,,652044000.0,-9882000.0,,-1633000.0,21648927000.0,125841000.0,,,15088148000.0,156431000,140110000.0,,1625450000.0,,-178426000.0,188798000.0,-23714000.0,,19884000.0,,12731830000.0,1479481000.0,,,,-9582000.0,161480000.0,507871000.0,830018000.0,1625450000.0,6148329000.0,1923802000.0,1526853000.0,-138385000.0,7469000.0,-2253005000.0,-171445000.0,,151766000.0,0.0,-24330000.0,-46797000.0,18004350000.0,,169812000.0,7835000.0,107211000.0,161480000.0,,,,-24526000.0,497930000.0,,,15751345000.0,445365000.0,5049000.0,,98597000.0,,,,,,,,
2009-06-30,,-1288909000.0,122068000.0,,-91747000.0,109171000.0,319929000.0,326671000.0,,420827000.0,-1715000.0,,29198000.0,21831857000.0,-51904000.0,,,14709682000.0,-40375000,-37635000.0,,2068498000.0,,-40884000.0,170205000.0,70177000.0,,19876000.0,,12385754000.0,1491557000.0,,,,-16130000.0,-34918000.0,483879000.0,830831000.0,2068498000.0,6717048000.0,2395169000.0,1625450000.0,-509964000.0,8185000.0,-2327154000.0,-180429000.0,,159525000.0,709736000.0,-1000.0,-35851000.0,18123479000.0,,209627000.0,105939000.0,274305000.0,-34918000.0,,,,19937000.0,485706000.0,,,15796325000.0,261924000.0,5457000.0,,443048000.0,,,,,,,,
2009-09-30,,-1278727000.0,117163000.0,,-91542000.0,-41297000.0,317636000.0,313218000.0,,581306000.0,0.0,,-68714000.0,22350373000.0,126348000.0,,,15382465000.0,112523000,140617000.0,,2560011000.0,,141510000.0,174245000.0,876000.0,,17858000.0,,12728012000.0,1547807000.0,,,,-3026000.0,117790000.0,464055000.0,830869000.0,2560011000.0,6561762000.0,2873229000.0,2068498000.0,-357115000.0,-4043000.0,-2413803000.0,-178762000.0,,158205000.0,544000.0,1000.0,,18085441000.0,,110048000.0,318946000.0,239955000.0,117790000.0,,0.0,,-75684000.0,548407000.0,,,15671638000.0,406498000.0,5267000.0,,491513000.0,,,,,,,,
2009-12-31,,-1577591000.0,201626000.0,,-94737000.0,195330000.0,324531000.0,420652000.0,,550039000.0,-78492000.0,,-7146000.0,20185472000.0,-151192000.0,,,13536066000.0,-146079000,-136923000.0,,535479000.0,,-164401000.0,170475000.0,9449000.0,,17842000.0,,10939615000.0,1629937000.0,,,,-9528000.0,-141115000.0,442510000.0,830904000.0,535479000.0,6242769000.0,956131000.0,2560011000.0,-1069772000.0,3772000.0,-2494441000.0,-151238000.0,,159255000.0,-2305765000.0,,,17949517000.0,,144092000.0,-353365000.0,-2004223000.0,-755000.0,,0.0,,-65594000.0,475242000.0,,,15455076000.0,219766000.0,4964000.0,,-2024532000.0,,,,,,,,
2010-03-31,,-1520690000.0,124343000.0,,-145307000.0,-1895000.0,48730000.0,428954000.0,,574609000.0,-13917000.0,,220203000.0,20419693000.0,200285000.0,,,13795314000.0,232544000,214552000.0,,788940000.0,,7342000.0,172987000.0,-8896000.0,,17789000.0,,11090862000.0,1785927000.0,,,,-36741000.0,238158000.0,424382000.0,830796000.0,788940000.0,6217588000.0,1217894000.0,535479000.0,-528597000.0,-2480000.0,-2597709000.0,-67845000.0,,139735000.0,-24360000.0,-4000000.0,29953000.0,17987954000.0,,288048000.0,25285000.0,-41929000.0,238158000.0,,,,73171000.0,491464000.0,,,15390245000.0,513717000.0,5614000.0,,253461000.0,,,,,,,,
2010-06-30,,-1581176000.0,123506000.0,,-147170000.0,16890000.0,318493000.0,305292000.0,,552330000.0,-48339000.0,,174738000.0,19890877000.0,57840000.0,,,13251964000.0,77211000,72106000.0,,652121000.0,,200017000.0,170907000.0,-6232000.0,,17704000.0,,10670218000.0,1634976000.0,,,,-5179000.0,82150000.0,404081000.0,830796000.0,652121000.0,6231627000.0,957413000.0,788940000.0,-674652000.0,2080000.0,-2683233000.0,-69579000.0,,156787000.0,8964000.0,-24396000.0,37597000.0,18019338000.0,,244317000.0,321103000.0,-581153000.0,82062000.0,,,,14944000.0,458628000.0,,,15336105000.0,374202000.0,4939000.0,,-136819000.0,,,,,,,,
2010-09-30,,-1604889000.0,122645000.0,,-104560000.0,-26221000.0,330277000.0,355800000.0,,589765000.0,48339000.0,,14120000.0,20634128000.0,95192000.0,,,14146353000.0,119799000,104252000.0,,846254000.0,,-156262000.0,206077000.0,185945000.0,,17648000.0,,11110047000.0,1828452000.0,,,,-127133000.0,125248000.0,385337000.0,790804000.0,846254000.0,6041092000.0,,652121000.0,-274345000.0,-6068000.0,-2772079000.0,-48236000.0,,145561000.0,-1704000.0,-33671000.0,45272000.0,18043049000.0,,62356000.0,-131375000.0,288039000.0,125248000.0,,,,-169857000.0,507755000.0,,,15270970000.0,401408000.0,5449000.0,,194133000.0,,,,,,,,
