date,quarterlyNetPPE,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyCapitalStock,quarterlyOtherShortTermInvestments,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDeferredRevenue,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue
2013-12-31,8546145282.900632,3427179395.163464,15287430593.04885,10340289823.334257,15287430593.04885,67083779.229068,-2863269318.070285,636098005.954446,10055953056.667807,31405122388.080795,993880766.532354,96220878.354211,0.0,1638602378.632076,,18184760654.891014,9290275131.950668,11409414600.970919,21349169331.412987,13217475997.642979,725926.976165,46918793.710311,1709228275.173263,,0.0,,4967284657.248035,,387030819.477664,132171845.328829,12919465392.27263,4834386884.943041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,8934972893.634369,2952977442.121585,18168505886.562588,13702822229.37742,18168505886.562588,1396970571.387291,-281712663.044348,0.0,10823684932.014439,34775543970.52093,1322168243.335217,98449246.407996,,1517346201.554708,,21159620775.589077,9469104192.24607,8934972893.634369,23951859038.50649,16751806143.974283,369144.549622,40642814.913428,1826666061.981904,,0.0,,4407814631.614796,,,147780600.536124,13289509534.392681,4259664886.52905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,9082160663.580992,2954537520.412254,17029681260.848099,12126055593.189686,17029681260.848099,86538676.994077,-3365501478.753698,876776047.318994,11091450533.546894,34045963748.140797,0.0,97906364.083095,,1838936890.619864,,19602013088.14608,10155488306.741348,12447662142.334688,22954513214.593903,15182303366.787626,0.0,31745721.541506,1940160162.837825,,0.0,,4419709721.358454,,396061860.944781,109434778.880674,14103768465.726053,4310274942.477779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,9306230778.142792,3023960079.098275,17553338694.114902,11966235320.365685,17553338694.114902,1359633080.133984,,761952714.853595,11110849557.099445,34724851792.40411,1295684627.528975,98095847.923551,28407024.443,1945311143.099441,,19747830003.310917,10520418963.773388,9306230778.142792,23614002235.304665,15207231090.9941,,25745543.347599,2102461106.478149,,0.0,,4540598912.316816,,,155215943.100473,14619345809.359821,4385382969.216343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,9408475632.177324,3294362467.04177,14858627044.741465,14346000747.324102,14858627044.741465,78681038.604122,-3776518190.149293,849573672.994915,11275126561.516613,32832022884.357903,991586579.402364,102000389.856744,,2276747612.898482,,17862214418.19068,11381769384.702305,13184993822.326618,21556896322.84129,17704110422.524746,,21122066.791013,2151010019.294322,,0.0,,158103995.665937,,414754189.723626,158103995.665937,14591099287.743114,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,9189273000.0,2898694000.0,11016984000.0,10715250000.0,11016984000.0,1264341000.0,,1491238000.0,11758058000.0,30153172000.0,189811000.0,127705000.0,,1804609000.0,,16017160000.0,11135463000.0,9189273000.0,18395114000.0,14883071000.0,,973700000.0,2267040000.0,,0.0,,1134089000.0,,,176471000.0,14257681000.0,957618000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,9190260000.0,3194641000.0,14874877000.0,11918574000.0,14874877000.0,18797000.0,-4133606000.0,1760000000.0,12017712000.0,34144728000.0,1201870000.0,126991000.0,,2078591000.0,,19383872000.0,11654829000.0,13323866000.0,22127016000.0,15280014000.0,,14622000.0,2731403000.0,,0.0,,4103858000.0,,479713000.0,106452000.0,14726791000.0,3997406000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,9223917000.0,2868449000.0,18397202000.0,16627602000.0,18397202000.0,1241135000.0,,2499738000.0,12794442000.0,37968719000.0,1081858000.0,126991000.0,18351000.0,1370615000.0,,22495170000.0,12042511000.0,9223917000.0,25174277000.0,19186810000.0,,12238183000.0,2520931000.0,,0.0,,3308360000.0,,,60703000.0,15270736000.0,3247294000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,9696273000.0,3435666000.0,18429716000.0,15830922000.0,18429716000.0,23533000.0,-4656669000.0,,13229386000.0,38898040000.0,,127080000.0,,2128813000.0,,22553739000.0,12837975000.0,14352942000.0,25668654000.0,19186235000.0,,,2339547000.0,,,,3367504000.0,,479713000.0,120007000.0,16106418000.0,3247233000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,9513038000.0,3536959000.0,17888344000.0,14886972000.0,17888344000.0,,,,12810545000.0,38410799000.0,64827000.0,127111000.0,,2089301000.0,,21403086000.0,13339430000.0,9513038000.0,25600254000.0,18047501000.0,,,2659797000.0,,,,3355585000.0,,,108295000.0,16736126000.0,3247107000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,9520678000.0,4285483000.0,21576830000.0,20022078000.0,21576830000.0,198268000.0,-5279393000.0,,15128473000.0,45652152000.0,,127092000.0,,2900641000.0,,28653473000.0,13983279000.0,14800071000.0,30523679000.0,24252910000.0,,,2881279000.0,,,,4400563000.0,,488290000.0,160170000.0,16725160000.0,4240286000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,9319585000.0,4685500000.0,20330636000.0,19843715000.0,20330636000.0,,,,15016336000.0,45329436000.0,,125654000.0,,2651916000.0,,28056710000.0,13682810000.0,9319585000.0,30313100000.0,23682603000.0,,,3225050000.0,,,,4374107000.0,,,130846000.0,16999806000.0,4241499000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
