date,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyCurrentDeferredRevenue
2002-03-31,2364000000.0,,3566000000.0,66000000.0,,114000000.0,4610726728.0,5535000000.0,3334000000.0,953000000.0,-1000000.0,5698000000.0,170000000.0,10486000000.0,275000000.0,6920000000.0,275000000.0,275000000.0,2524000000.0,783000000.0,328000000.0,614000000.0,,537000000.0,322000000.0,31000000.0,-29000000.0,,0.05994,4777000000.0,2551000000.0,1000000.0,,,-175000000.0,416000000.0,2008000000.0,,123000000.0,2008000000.0,2008000000.0,2299000000.0,1117000000.0,19000000.0,,3857000000.0,,294000000.0,,62000000.0,-145000000.0,750000000.0,1384000000.0,4610726728.0,-2608000000.0,0.0,539000000.0,6465000000.0,,-3467000000.0,,,891000000.0,315000000.0,9000000.0,293000000.0,693000000.0,-83000000.0,287000000.0,12000000.0,0.05994,,359000000.0,,,,
2002-06-30,1915000000.0,,3069000000.0,61000000.0,,91000000.0,4610678680.0,5271000000.0,3333000000.0,1027000000.0,0.0,5248000000.0,440000000.0,9261000000.0,-14000000.0,6192000000.0,-14000000.0,-14000000.0,1830000000.0,692000000.0,284000000.0,608000000.0,,594000000.0,315000000.0,-404000000.0,-8000000.0,,-0.00333,3972000000.0,2641000000.0,-26000000.0,,,-224000000.0,433000000.0,1572000000.0,,103000000.0,1572000000.0,1572000000.0,2534000000.0,2008000000.0,-129000000.0,,3846000000.0,,-143000000.0,,117000000.0,-172000000.0,-506000000.0,1273000000.0,4610678680.0,-2608000000.0,-329000000.0,516000000.0,6454000000.0,,-4243000000.0,,,-436000000.0,612000000.0,12000000.0,330000000.0,361000000.0,-57000000.0,281000000.0,-126000000.0,-0.00333,,391000000.0,,,,
2002-09-30,1602000000.0,,2893000000.0,44000000.0,,129000000.0,4606116000.0,4949000000.0,3275000000.0,1094000000.0,0.0,4877000000.0,480000000.0,7492000000.0,-150000000.0,4599000000.0,-150000000.0,-150000000.0,1116000000.0,602000000.0,265000000.0,605000000.0,,550000000.0,243000000.0,-582000000.0,60000000.0,,-0.032468,2608000000.0,2673000000.0,-18000000.0,,,-130000000.0,544000000.0,1402000000.0,,144000000.0,1402000000.0,1402000000.0,2534000000.0,1572000000.0,-148000000.0,,2849000000.0,,-298000000.0,,173000000.0,-191000000.0,-301000000.0,906000000.0,4606116000.0,-2608000000.0,0.0,373000000.0,5457000000.0,,-5285000000.0,,,-170000000.0,671000000.0,15000000.0,400000000.0,483000000.0,-121000000.0,213000000.0,-148000000.0,-0.032468,,444000000.0,,,,
2002-12-31,1508000000.0,,2589000000.0,43000000.0,,47000000.0,,5518000000.0,3133000000.0,1049000000.0,0.0,4641000000.0,246000000.0,7955000000.0,569000000.0,5366000000.0,569000000.0,569000000.0,1299000000.0,767000000.0,335000000.0,660000000.0,,582000000.0,292000000.0,288000000.0,-107000000.0,,,3287000000.0,2366000000.0,-26000000.0,,,-360000000.0,467000000.0,1091000000.0,,61000000.0,1091000000.0,1091000000.0,2534000000.0,1402000000.0,109000000.0,,3297000000.0,,748000000.0,,23000000.0,-258000000.0,-541000000.0,965000000.0,,-1796000000.0,-273000000.0,412000000.0,5093000000.0,,-5175000000.0,,,-311000000.0,504000000.0,14000000.0,406000000.0,218000000.0,183000000.0,325000000.0,101000000.0,,,449000000.0,,,,
2003-03-31,1638000000.0,,2696000000.0,43000000.0,,95000000.0,4610678680.0,5672000000.0,3267000000.0,1110000000.0,,4905000000.0,158000000.0,8588000000.0,354000000.0,5892000000.0,354000000.0,354000000.0,1446000000.0,859000000.0,327000000.0,632000000.0,,641000000.0,282000000.0,124000000.0,10000000.0,,0.07659,3640000000.0,2408000000.0,24000000.0,,,-188000000.0,469000000.0,1284000000.0,,96000000.0,1284000000.0,1284000000.0,2534000000.0,1091000000.0,71000000.0,,3646000000.0,,425000000.0,,82000000.0,-198000000.0,-31000000.0,906000000.0,4610678680.0,-1796000000.0,0.0,434000000.0,5442000000.0,,-4976000000.0,,,193000000.0,356000000.0,11000000.0,373000000.0,440000000.0,45000000.0,292000000.0,65000000.0,0.07659,,416000000.0,,,,
2003-06-30,2044000000.0,,2482000000.0,54000000.0,,100000000.0,4610678680.0,,3177000000.0,1170000000.0,,5221000000.0,144000000.0,9783000000.0,456000000.0,7301000000.0,456000000.0,456000000.0,1727000000.0,,,,,670000000.0,,292000000.0,-266000000.0,,0.099068,4562000000.0,,-25000000.0,,,-537000000.0,500000000.0,2250000000.0,,112000000.0,,,3367000000.0,1284000000.0,160000000.0,,5574000000.0,,616000000.0,,64000000.0,-308000000.0,-300000000.0,,4610678680.0,-1796000000.0,-215000000.0,,7370000000.0,,1195000000.0,,,-318000000.0,452000000.0,12000000.0,388000000.0,,31000000.0,,133000000.0,0.099068,,442000000.0,,,,
2003-09-30,2602000000.0,,3139000000.0,63000000.0,,74000000.0,4610678680.0,5723000000.0,3964000000.0,1432000000.0,,6566000000.0,-8000000.0,11500000000.0,468000000.0,8361000000.0,468000000.0,468000000.0,1727000000.0,1043000000.0,431000000.0,742000000.0,,812000000.0,505000000.0,9000000.0,127000000.0,,0.101565,4641000000.0,2921000000.0,-27000000.0,,,-696000000.0,620000000.0,1340000000.0,,119000000.0,1340000000.0,1340000000.0,2957000000.0,2250000000.0,0.0,,5888000000.0,,477000000.0,,83000000.0,-443000000.0,649000000.0,1276000000.0,4610678680.0,-1796000000.0,-33000000.0,480000000.0,7684000000.0,,-4449000000.0,,,374000000.0,435000000.0,22000000.0,501000000.0,908000000.0,-140000000.0,418000000.0,-67000000.0,0.101565,,564000000.0,,,,
2003-12-31,2253000000.0,,2474000000.0,78000000.0,,129000000.0,,5892000000.0,3968000000.0,1638000000.0,,6221000000.0,-80000000.0,11434000000.0,270000000.0,8960000000.0,270000000.0,270000000.0,1791000000.0,1197000000.0,475000000.0,818000000.0,,1005000000.0,505000000.0,22000000.0,-21000000.0,,,4884000000.0,2771000000.0,6000000.0,,,-579000000.0,633000000.0,585000000.0,,241000000.0,585000000.0,585000000.0,2957000000.0,1340000000.0,66000000.0,,6484000000.0,,135000000.0,,122000000.0,-594000000.0,-716000000.0,1257000000.0,,-2822000000.0,-427000000.0,451000000.0,9306000000.0,,-4375000000.0,,,-755000000.0,514000000.0,37000000.0,392000000.0,514000000.0,121000000.0,482000000.0,76000000.0,,,470000000.0,,,,
2004-03-31,2147000000.0,,2938000000.0,95000000.0,,105000000.0,4610678680.0,6135000000.0,4562000000.0,1610000000.0,-10000000.0,6709000000.0,169000000.0,12161000000.0,405000000.0,9223000000.0,405000000.0,405000000.0,1843000000.0,1271000000.0,454000000.0,837000000.0,,928000000.0,502000000.0,26000000.0,36000000.0,,0.088245,5099000000.0,3291000000.0,,,,-353000000.0,682000000.0,1001000000.0,,153000000.0,1001000000.0,1001000000.0,2957000000.0,585000000.0,53000000.0,,6727000000.0,,458000000.0,,109000000.0,-379000000.0,224000000.0,953000000.0,4610678680.0,-2822000000.0,0.0,448000000.0,9549000000.0,,-4403000000.0,,,416000000.0,548000000.0,23000000.0,529000000.0,753000000.0,35000000.0,441000000.0,-27000000.0,0.088245,,624000000.0,,,,
2004-06-30,1980000000.0,,3069000000.0,83000000.0,,149000000.0,4610678676.0,6168000000.0,4742000000.0,1920000000.0,-5000000.0,6722000000.0,331000000.0,12434000000.0,504000000.0,9365000000.0,504000000.0,504000000.0,1705000000.0,1253000000.0,432000000.0,903000000.0,,912000000.0,609000000.0,-95000000.0,-19000000.0,,0.10905,5179000000.0,3489000000.0,,,,-442000000.0,1008000000.0,1059000000.0,,176000000.0,1059000000.0,1059000000.0,3297000000.0,1001000000.0,64000000.0,,6872000000.0,,500000000.0,,106000000.0,-418000000.0,-273000000.0,1025000000.0,4610678676.0,-2822000000.0,-269000000.0,419000000.0,9694000000.0,,-4696000000.0,,,58000000.0,749000000.0,27000000.0,832000000.0,591000000.0,-200000000.0,364000000.0,18000000.0,0.10905,,915000000.0,,,,
2004-09-30,2600000000.0,,4246000000.0,-76000000.0,,112000000.0,4662708672.0,,5640000000.0,2173000000.0,11000000.0,8240000000.0,259000000.0,14720000000.0,943000000.0,10474000000.0,943000000.0,943000000.0,1694000000.0,0.0,,,,1053000000.0,,432000000.0,341000000.0,,0.205,6480000000.0,5640000000.0,43000000.0,,,801000000.0,1120000000.0,1939000000.0,,234000000.0,,,3707000000.0,1059000000.0,224000000.0,,8780000000.0,,1167000000.0,,165000000.0,449000000.0,-80000000.0,,4662708672.0,-2822000000.0,269000000.0,,11602000000.0,,2773000000.0,,,406000000.0,-190000000.0,36000000.0,886000000.0,,601000000.0,,-52000000.0,0.205,,886000000.0,,,,
