date,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyEbitda,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital
2008-06-30,1458357750.0,16847050400.0,946820500.0,2632033900.0,946820500.0,385718150.0,6553395850.0,2260931100.0,80066700.0,2627400000.0,-3563603600.0,3261764850.0,10116999450.0,1587989550,4152665750.0,1090432200.0,-4815440100.0,2553873550.0,2442669800,0.445387,2631600000.0,11922312900.0,8967470400.0,1787520850.0,,17092334100.0,,55643814700.0,7104331000,26059804500.0,1169863450,67566127600.0,0.445387,1169863450,1169863450,6688746700.0,2042971750.0,5172563000.0,26462679800.0,,1808490700.0,41387493950.0,4283568450.0,,6120018950.0,127725450.0,3707850750.0,3759957650.0,5295840300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,2529000000.0,,,,,749000000.0,,,89000000.0,2609600000.0,,,,2640000000,,1089000000.0,,,2659000000,0.725,2631600000.0,,,1651000000.0,,,,,7165000000,,1888000000,,0.725,1999000000,1888000000,,,,,,1793000000.0,,,,,168000000.0,2732000000.0,,5372000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,-2965000000.0,15260000000.0,4629000000.0,2631000000.0,4226000000.0,-1428000000.0,6961000000.0,1833000000.0,86000000.0,,-4590000000.0,0.0,11551000000.0,-1594000000,4721000000.0,1306000000.0,-4419000000.0,2791000000.0,480000000,,,15403000000.0,9345000000.0,1945000000.0,403000000.0,17571000000.0,,56584000000.0,7456000000,26916000000.0,-1505000000,71987000000.0,,-954000000,-1064000000,0.0,1708000000.0,5303000000.0,28163000000.0,,1929000000.0,44866000000.0,4173000000.0,2459000000.0,5668000000.0,-1107000000.0,7121000000.0,3590000000.0,5527000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,1982000000.0,,,,,534000000.0,,,65000000.0,2611000000.0,,,,2054000000,,1152000000.0,,,2941000000,0.605,2611000000.0,,,1732000000.0,,,,,7451000000,,1578000000,,0.605,1699000000,1578000000,,,,,,1767000000.0,,,,,-28000000.0,3630000000.0,,5684000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,1186000000.0,15130000000.0,6403000000.0,2631000000.0,6214000000.0,261000000.0,7559000000.0,2936000000.0,86000000.0,,,0.0,,2163000000,5118000000.0,1108000000.0,-3856000000.0,2733000000.0,2183000000,,,18525000000.0,10787000000.0,1895000000.0,189000000.0,21187000000.0,,58233000000.0,7797000000,31974000000.0,1059000000,76758000000.0,,1170000000,1059000000,0.0,1982000000.0,5869000000.0,29471000000.0,,1852000000.0,44621000000.0,6983000000.0,3026000000.0,5546000000.0,-907000000.0,3782000000.0,4271000000.0,5945000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,1686000000.0,,,,,432000000.0,,,74000000.0,2611400000.0,,,,2141000000,,1109000000.0,,,2633000000,0.545,2613000000.0,,,1707000000.0,,,,,7772000000,,1419000000,,0.545,50000000,1419000000,,,,,,2028000000.0,,,,,1755000000.0,3603000000.0,,5744000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,1212000000.0,13747000000.0,4969000000.0,2637000000.0,4692000000.0,137000000.0,7830000000.0,2866000000.0,99000000.0,,-5274000000.0,6342000000.0,13104000000.0,1460000000,5445000000.0,1214000000.0,-3936000000.0,2654000000.0,2161000000,,,17532000000.0,10965000000.0,1991000000.0,277000000.0,20638000000.0,,62517000000.0,7729000000,31603000000.0,1209000000,80049000000.0,,5364000000,1209000000,1433000000.0,2104000000.0,6015000000.0,29733000000.0,,2233000000.0,48188000000.0,5961000000.0,1953000000.0,4933000000.0,-6489000000.0,4036000000.0,4444000000.0,5496000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,1943000000.0,,,,,490000000.0,,,103000000.0,2614600000.0,,,,2155000000,,1110000000.0,,,2894000000,0.655,2614600000.0,,,1701000000.0,,,,,7775000000,,1714000000,,0.655,1689000000,1714000000,,,,,,2031000000.0,,,,,-167000000.0,3589000000.0,,5744000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,1925000000.0,14503000000.0,3402000000.0,2622000000.0,3221000000.0,484000000.0,8234000000.0,2507000000.0,111000000.0,,,8757000000.0,,2151000000,5044000000.0,1080000000.0,,2874000000.0,2990000000,,,17489000000.0,10425000000.0,1958000000.0,181000000.0,23247000000.0,,68756000000.0,8191000000,33672000000.0,1707000000,86245000000.0,,1681000000,1707000000,1644000000.0,1983000000.0,6986000000.0,33050000000.0,,2074000000.0,52417000000.0,7060000000.0,950000000.0,5249000000.0,-131000000.0,3966000000.0,5118000000.0,6117000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,1587000000.0,,,,,364000000.0,,,115000000.0,2616260163.0,,,,2187000000,,1085000000.0,,,2581000000,0.615,2616260163.0,,,1851000000.0,,,,,8259000000,,1609000000,,0.615,1508000000,1609000000,,,,,,2296000000.0,,,,,-473000000.0,3776000000.0,,5963000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,144000000.0,12479000000.0,6516000000.0,2622000000.0,6465000000.0,-96000000.0,8155000000.0,1565000000.0,138000000.0,,-6221000000.0,8680000000.0,14376000000.0,840000000,5722000000.0,1126000000.0,-1152000000.0,2800000000.0,1563000000,,,20043000000.0,10087000000.0,2057000000.0,51000000.0,21889000000.0,,65221000000.0,7810000000,31976000000.0,437000000,85264000000.0,,457000000,437000000,2060000000.0,2000000000.0,6507000000.0,31932000000.0,,2316000000.0,53097000000.0,6695000000.0,924000000.0,3808000000.0,-601000000.0,4654000000.0,5020000000.0,5494000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,1280000000.0,,,,,269000000.0,,,101000000.0,2610400000.0,,,,1480000000,,1100000000.0,,,2149000000,0.465,2610400000.0,,,1933000000.0,,,,,8192000000,,1218000000,,0.465,1296000000,1218000000,,,,,,2364000000.0,,,,,-122000000.0,4348000000.0,,5828000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,996000000.0,24192000000.0,6653000000.0,2701000000.0,6538000000.0,203000000.0,10669000000.0,6753000000.0,133000000.0,,,2168000000.0,,1510000000,6174000000.0,1197000000.0,,3111000000.0,2062000000,,,22592000000.0,16038000000.0,2268000000.0,115000000.0,30957000000.0,,77002000000.0,8771000000,46995000000.0,1006000000,99594000000.0,,1064000000,1006000000,1404000000.0,1966000000.0,7709000000.0,35885000000.0,,2850000000.0,52456000000.0,13289000000.0,910000000.0,6560000000.0,-414000000.0,4411000000.0,6264000000.0,5921000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,2213000000.0,,,,,398000000.0,,,153000000.0,2678800000.0,,,,2411000000,,1221000000.0,,,3170000000,0.76,2678800000.0,,,2114000000.0,,,,,9172000000,,2030000000,,0.76,2084000000,2030000000,,,,,,2895000000.0,,,,,-77000000.0,3866000000.0,,6277000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,830000000.0,23639000000.0,4297000000.0,2682000000.0,4124000000.0,-415000000.0,10750000000.0,2940000000.0,165000000.0,,-7460000000.0,2466000000.0,18210000000.0,1786000000,7441000000.0,1293000000.0,-960000000.0,3183000000.0,1804000000,,,20791000000.0,13564000000.0,2221000000.0,173000000.0,30212000000.0,,79374000000.0,8923000000,43776000000.0,1439000000,100165000000.0,,1490000000,1439000000,1356000000.0,2401000000.0,8042000000.0,38079000000.0,,2793000000.0,56219000000.0,12499000000.0,807000000.0,6011000000.0,-843000000.0,4344000000.0,6051000000.0,6130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,2087000000.0,,,,,496000000.0,,,139000000.0,2642400000.0,,,,2121000000,,1176000000.0,,,3059000000,0.69,2642400000.0,,,2121000000.0,,,,,8937000000,,1827000000,,0.69,1880000000,1827000000,,,,,,2627000000.0,,,,,85000000.0,4189000000.0,,6310000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,1455000000.0,22415000000.0,4638000000.0,2644000000.0,4307000000.0,367000000.0,10723000000.0,5912000000.0,181000000.0,2634800000.0,,3408000000.0,,1813000000,6884000000.0,1235000000.0,354000000.0,3278000000.0,2478000000,0.44,2634800000.0,21448000000.0,16074000000.0,2285000000.0,331000000.0,29315000000.0,,80295000000.0,9117000000,45389000000.0,1153000000,101743000000.0,0.44,1203000000,1153000000,1472000000.0,2028000000.0,8194000000.0,39047000000.0,,2728000000.0,56208000000.0,10270000000.0,734000000.0,6398000000.0,-202000000.0,4576000000.0,6588000000.0,6389000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,2034000000.0,,,,,456000000.0,,,186000000.0,2636800000.0,,,,2214000000,,1144000000.0,,,3036000000,0.585,2636800000.0,,,2176000000.0,,,,,9240000000,,1539000000,,0.585,1577000000,1539000000,,,,,,2880000000.0,,,,,-45000000.0,4146000000.0,,6360000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,251000000.0,20192000000.0,6381000000.0,2653000000.0,6381000000.0,-197000000.0,10578000000.0,3812000000.0,146000000.0,2641800000.0,-8546000000.0,101000000.0,19124000000.0,1323000000,138000000.0,1358000000.0,-171000000.0,9948000000.0,1197000000,0.155,2641800000.0,22901000000.0,13898000000.0,2354000000.0,56000000.0,29037000000.0,,77506000000.0,8663000000,42935000000.0,410000000,100407000000.0,0.155,438000000,410000000,1350000000.0,2355000000.0,7507000000.0,38073000000.0,752000000.0,2874000000.0,57338000000.0,10719000000.0,8663000000.0,5932000000.0,-923000000.0,4466000000.0,16419000000.0,5789000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,1344000000.0,,,,,311000000.0,,,157000000.0,2644400000.0,,,,1548000000,,1155000000.0,,,2276000000,0.38,2644400000.0,,,2129000000.0,,,,,8157000000,,1004000000,,0.38,1044000000,1004000000,,,,,,2539000000.0,,,,,-64000000.0,4070000000.0,,5618000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,547000000.0,18266000000.0,4263000000.0,,4181000000.0,48000000.0,10409000000.0,3971000000.0,154000000.0,2651400000.0,,4542000000.0,,1219000000,6403000000.0,1185000000.0,,3270000000.0,1469000000,0.17,2651400000.0,20859000000.0,13644000000.0,2306000000.0,82000000.0,27148000000.0,,76128000000.0,8086000000,40792000000.0,448000000,96987000000.0,0.17,492000000,448000000,1347000000.0,2078000000.0,7614000000.0,38144000000.0,,2673000000.0,56066000000.0,10689000000.0,3952000000.0,5547000000.0,-535000000.0,4194000000.0,6852000000.0,5413000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,1494000000.0,,,,,275000000.0,,,147000000.0,2647000000.0,,,,1716000000,,1183000000.0,,,2330000000,0.46,2647000000.0,,,2016000000.0,,,,,8518000000,,1213000000,,0.46,1248000000,1213000000,,,,,,2874000000.0,,,,,-99000000.0,3928000000.0,,5644000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,1225000000.0,15395000000.0,8257000000.0,2649000000.0,8257000000.0,132000000.0,10182000000.0,4176000000.0,154000000.0,2642200000.0,-9379000000.0,14000000.0,19561000000.0,2317000000,25000000.0,1246000000.0,-963000000.0,9757000000.0,2061000000,0.4,2642200000.0,23926000000.0,13958000000.0,2148000000.0,59000000.0,25093000000.0,,72139000000.0,8545000000,39051000000.0,1056000000,96065000000.0,0.4,1095000000,1056000000,884000000.0,0.0,6831000000.0,37134000000.0,740000000.0,2902000000.0,56885000000.0,10414000000.0,9428000000.0,5060000000.0,-989000000.0,3326000000.0,15655000000.0,5643000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,1387000000.0,,,,,274000000.0,,,147000000.0,2639800000.0,,,,1482000000,,1139000000.0,,,2211000000,0.41,2639800000.0,,,2078000000.0,,,,,7925000000,,1084000000,,0.41,1118000000,1084000000,,,,,,2516000000.0,,,,,-54000000.0,3927000000.0,,5409000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
