date,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyEbitda,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital
2002-06-30,601946800.0,1406220200.0,3039932000.0,1461583200.0,192260600.0,156023000.0,1313613000.0,383514600.0,,1463525994.0,-475115200.0,155016400.0,1788728200.0,615032600,1611566600.0,292920600.0,-118778800.0,636171200.0,644224000,0.282049,1463525994.0,6542900000.0,2645344800.0,618052400.0,2847671400.0,866682600.0,828431800.0,2874849600.0,1837045000,3512027400.0,414719200,9417749600.0,0.282049,414719200,414719200,798233800.0,701600200.0,1495807600.0,,,352310000.0,5895656200.0,68448800.0,,,51336600.0,869702400.0,819372400.0,1484735000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,,,,,1440760570.0,,,,1871395680,,,,,1871395680,0.320506,1440760570.0,,,,,,,,1871395680,,461772960,,0.320506,461772960,461772960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,1296039200.0,3090481710.0,1466620830.0,143898470.0,,1396101050.0,351645930.0,,,-594653280.0,209653400.0,1990754330.0,-2950749060,1600036630.0,,-160098960.0,596559220.0,-2950749060,,,6565963300.0,2548241780.0,,2946583240.0,861484880.0,1760135590.0,2901793650.0,1887479630,3409726660.0,464943450,9467756950.0,,464943450,464943450,786200250.0,336398410.0,1312239690.0,,,,6040876830.0,64801960.0,,10482670.0,,,823366080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,,,,,1408221107.0,,,,1945821500,,,,,1945821500,0.334066,1408221107.0,,,,,,,,1945821500,,470438500,,0.334066,470438500,470438500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,699633550.0,1145486980.0,2269246210.0,1461843020.0,107769640.0,228575930.0,1418387520.0,247696350.0,,1413028140.0,-674429360.0,249434570.0,2092816880.0,694418890,1506167630.0,310272270.0,-283329860.0,630973860.0,729183290,0.334347,1413028140.0,6006419210.0,2384837840.0,600555010.0,2161476570.0,836083820.0,942115240.0,2813309070.0,1947675510,3220921660.0,471057620,8819728280.0,0.334347,471057620,471057620,768293240.0,891706860.0,1546146690.0,,,374586410.0,5580555310.0,59099480.0,,8691100.0,41717280.0,878670210.0,829130940.0,1573089100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,,,,,1412177113.0,,,,2417421300,,,,,2417421300,0.463497,1412177113.0,,,,,,,,2417421300,,654539550,,0.463497,654539550,654539550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,1019534520.0,3372245410.0,1463397290.0,151659730.0,,1446722660.0,314435880.0,,,-779737460.0,240591090.0,2226460120.0,-3192585020,1617439110.0,,-403367240.0,655868780.0,-3192585020,,,7024783410.0,2587743770.0,,3220585680.0,813880750.0,2072418300.0,2706848270.0,1771690540,3401624520.0,487969350,9731631680.0,,487969350,487969350,751946410.0,895665840.0,1488012220.0,,,,6311744470.0,53200010.0,,8734330.0,,,798000150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,,,,,1465696144.0,,,,2227195040,,,,,2227195040,0.814014,1465696144.0,,,,,,,,2227195040,,568162000,,0.814014,568162000,568162000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,844435200.0,1315843200.0,3214592640.0,1464234240.0,133633920.0,287763840.0,1507685760.0,273826560.0,,1392543016.0,-903463680.0,256609920.0,2411149440.0,865751040,1811026560.0,351711360.0,-341053440.0,764090880.0,900184320,0.407132,1392543016.0,7466282880.0,2848944000.0,677187840.0,3080958720.0,855093120.0,1137118080.0,3080138880.0,2227505280,3704037120.0,568149120,10546421760.0,0.407132,568149120,568149120,795244800.0,1196146560.0,1802828160.0,,,399262080.0,6826807680.0,49190400.0,,10657920.0,81164160.0,962492160.0,842795520.0,1828243200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,,,,,1392543016.0,,,,5334930120,,,,,5334930120,-0.578045,1392543016.0,,,,,,,,5334930120,,-2362680840,,-0.578045,-2362680840,-2362680840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,53035503600.0,2488194640.0,2820888320.0,1530686000.0,,5881522640.0,7382701440.0,,,-1074062080.0,3341690400.0,6955584720.0,-10010310260,4848770640.0,,-3013422800.0,2762611600.0,-10010310260,,,14439348320.0,14994083680.0,,957508640.0,25781178320.0,-3607255200.0,62258716640.0,5326056940,40775262000.0,-2359972020,76698064960.0,,-2359972020,-2359972020,5762756160.0,1078488160.0,4497634960.0,,,,35548061520.0,8631593680.0,,11386828480.0,,,3055470560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,2040432350.0,,,,,649544060.0,,,162000300.0,2669100378.0,,,,4011436000,,922630280.0,,,4038436050,0.529818,2669100378.0,,,,,,,,6657440900,,1414802620,,0.529818,1414802620,1414802620,,,,,,1696374570.0,,,,,-13114310.0,949630330.0,,4961066330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,632662380.0,63025066440.0,2721439350.0,2786687820.0,2259744480.0,115630200.0,5964866460.0,7900846380.0,152797050.0,2670283104.0,-1764186480.0,4317136110.0,7729052940.0,1420599600,5484175200.0,948993570.0,1751797530.0,2869280820.0,2403456300,0.202105,2687799678.0,13098423870.0,16254302400.0,1970668980.0,461694870.0,28354176900.0,,76033463940.0,6812270640,44608479300.0,542636010,89131887810.0,0.202105,542636010,542636010,7662978540.0,1917809460.0,4849860960.0,,,1841823900.0,44102184210.0,7112909160.0,,13578289200.0,-229608540.0,3549847140.0,3307023720.0,4970446740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,846151420.0,,,,,140471110.0,,,123016120.0,2674112564.0,,,,3575779380,,990778480.0,,,4549102870,0.269721,2674112564.0,,,,,,,,7509801650,,713992210,,0.269721,713992210,713992210,,,,,,1969920300.0,,,,,-11636660.0,1964101970.0,,5539881350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,528116700.0,60417134980.0,1558596260.0,2800576270.0,1247890180.0,104662030.0,6179504890.0,6420133240.0,104683640.0,,-2255152010.0,3791796210.0,8434656900.0,-3939058740,5797876770.0,1149988840.0,2672241150.0,3190647490.0,-2845695780,,,13111289990.0,15408657500.0,,310706080.0,24392960210.0,,73481143610.0,7344104970,39801617710.0,455638780,86592433600.0,,455638780,455638780,7447658510.0,1757853420.0,5016890020.0,,,1903703790.0,46601690450.0,4746710820.0,,12198590880.0,-858031200.0,9379459920.0,3427054290.0,5440401180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,1899173020.0,,,,,450455460.0,,,108901320.0,2688800000.0,,,,3403166250,,1045287670.0,,,4403078370,0.559687,2688800000.0,,,,,,,,7320313730,,1511418320,,0.559687,1511418320,1511418320,,,,,,1871947690.0,,,,,735083910.0,2045199790.0,,5448366040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,998597600.0,26840049600.0,1508852800.0,,1160595800.0,201128200.0,6102714800.0,6232626400.0,171389400.0,2690400000.0,-2258583600.0,4041346400.0,8361298400.0,1094857400,5306810600.0,1098770400.0,45037064800.0,2708578600.0,2093455000,0.315232,2718400000.0,12300906800.0,14248015600.0,2044151200.0,348257000.0,22178884000.0,,69285143200.0,7444091200,36426899600.0,869468600,81586050000.0,0.325248,869468600,869468600,7834608600.0,1925196000.0,5259072000.0,29086894200.0,,1896239800.0,45037064800.0,3720480400.0,,10623795000.0,-179215400.0,4452994000.0,3607786000.0,5547851400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,,,,,2708391676.0,,,,7355606600,,,,,7355606600,0.299661,2708391676.0,,,,,,,,7355606600,,811598800,,0.299661,811598800,811598800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,23737670010.0,1261553850.0,2719349410.0,1153204180.0,,6219119520.0,2445065630.0,,,-3120167420.0,3682373400.0,9339286940.0,-16099130400,4824969920.0,,-692528660.0,3008029300.0,-16099130400,,,12160166810.0,10278064850.0,,108349670.0,21665387860.0,,65603073270.0,7386228840,31943452710.0,815456990,77763240080.0,,815456990,815456990,7920133570.0,0.0,5031819290.0,28471717130.0,,,45600057270.0,4499163220.0,,9246091070.0,,,3658885010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,,,,,2703000000.0,,,,7055926560,,,,,7055926560,0.489933,2719600000.0,,,,,,,,7055926560,,1332436800,,0.492927,1332436800,1332436800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,1583184110.0,21615671430.0,1176860610.0,2723844990.0,1083036820.0,320626180.0,6368197400.0,2478573350.0,84958550.0,2703000000.0,-3042254860.0,3576385570.0,9410452260.0,1665187580,4567814910.0,1091163290.0,-711435510.0,2729016380.0,2581262380,0.490026,2719600000.0,12417984930.0,9775404640.0,1901593980.0,93823790.0,19185118130.0,,62648434770.0,7330814710,28960522770.0,1332741080,75066419700.0,0.493055,1332741080,1332741080,6559538830.0,2031617500.0,5278511650.0,28148614540.0,,1852096390.0,46017244530.0,4182915740.0,,8442663560.0,223847310.0,3813530740.0,3930995170.0,5478718320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,,,,,,,2678027822.0,,,,6969858420,,,,,6969858420,0.485143,2678027822.0,,,,,,,,6969858420,,1299227580,,0.485143,1299227580,1299227580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,19211904570.0,1713989130.0,2736621300.0,1713989130.0,,6548000890.0,2210559010.0,,,-3846358960.0,3536345720.0,10394359850.0,-15032069310,4720843210.0,,-3195468330.0,2753082180.0,-15032069310,,,12572682970.0,9684484400.0,,,17553470910.0,37924495780.0,59454640950.0,8163368220,27237955310.0,1306640160,72027323920.0,,1306640160,1306640160,6867616310.0,82990270.0,4911515070.0,27242070530.0,,,44612414150.0,3740049110.0,,6945805490.0,,,3734562150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,2477000000.0,,,,,733000000.0,,,78000000.0,2641600000.0,,,,2418000000,,1089000000.0,,,2597000000,0.705,2641600000.0,,,1783000000.0,,,,,7221000000,,1863000000,,0.705,1978000000,1863000000,,,,,,1889000000.0,,,,,76000000.0,2914000000.0,,5332000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
