date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported
2011-06-30,38745000.0,111785000.0,1366118000.0,136616000.0,1093916000.0,69123000.0,268009000.0,1831227000.0,61748000,737311000.0,111494000.0,5857000.0,-86788000.0,12930000.0,,175361000.0,6314000.0,1338000.0,280380000.0,191066000,61748000,62047000,9952000.0,594604000.0,621000.0,23416000.0,,7965000.0,234000,27933000,0.55,39370000.0,,34749000.0,111000.0,0.0,55463000.0,103209000,90451000,520268000.0,12976000.0,0.0,1633699000.0,112349000.0,6233000.0,0.0,-67343000.0,903671000.0,594604000.0,,34283000.0,0.0,107243000.0,2045000.0,5621000.0,14850000.0,34248000.0,11895000.0,0.55,34086000,122568000.0,-10783000.0,-58333000.0,87857000,175677000.0,3675000.0,218999000,0.0,108334000.0,28404000,2893000.0,309067000.0,11076000.0,-169229000.0,-67376000.0,103381000,74336000.0
2011-09-30,39652000.0,92501000.0,1445189000.0,159385000.0,1158598000.0,70193000.0,263260000.0,1884387000.0,79071000,725789000.0,,23455000.0,-164443000.0,10019000.0,,199037000.0,6273000.0,-6050000.0,272797000.0,218126000,79071000,79288000,-96919000.0,551512000.0,671000.0,26244000.0,,-2822000.0,-2637000,25642000,,61815000.0,,33365000.0,110000.0,0.0,51573000.0,103301000,116632000,594604000.0,26701000.0,0.0,1663513000.0,,0.0,0.0,-69977000.0,942793000.0,551512000.0,,-22579000.0,1027000.0,84062000.0,5211000.0,10887000.0,15526000.0,-7028000.0,7533000.0,,33108000,109529000.0,-17028000.0,-55561000.0,114825000,187084000.0,4762000.0,243768000,0.0,117107000.0,37344000,13000.0,391281000.0,10749000.0,357000.0,-49910000.0,127678000,-43092000.0
2011-12-31,45400000.0,83226000.0,1518348000.0,149632000.0,1229050000.0,78481000.0,263780000.0,1939120000.0,73159000,710070000.0,108884000.0,27637000.0,-54726000.0,9929000.0,,195032000.0,7169000.0,57000.0,247273000.0,212968000,73159000,73366000,31601000.0,654414000.0,639000.0,33515000.0,,-7271000.0,1543000,20410000,0.67,54211000.0,,38740000.0,109000.0,-575000.0,47922000.0,111307000,103204000,551512000.0,24412000.0,0.0,1722110000.0,109443000.0,0.0,,-75563000.0,1021826000.0,654414000.0,,7531000.0,26000.0,99133000.0,-7643000.0,106558000.0,17124000.0,2663000.0,7108000.0,0.67,32826000,95792000.0,-12566000.0,-24228000.0,101661000,199099000.0,18662000.0,233378000,0.0,123536000.0,29838000,1783000.0,367412000.0,11439000.0,1227000.0,-26068000.0,111590000,102902000.0
2012-03-31,48435000.0,100993000.0,1606468000.0,149798000.0,1294005000.0,80475000.0,264750000.0,1985400000.0,88120000,691395000.0,108415000.0,31445000.0,-67523000.0,10174000.0,,198233000.0,16171000.0,368000.0,209804000.0,236667000,88120000,88317000,32809000.0,747988000.0,658000.0,16562000.0,,8147000.0,559000,23592000,0.81,57762000.0,,30099000.0,107000.0,0.0,44816000.0,114711000,122515000,654414000.0,26718000.0,0.0,1764787000.0,109170000.0,0.0,,-80794000.0,1098723000.0,747988000.0,,-3428000.0,5000.0,117836000.0,-2387000.0,113689000.0,16332000.0,5498000.0,9130000.0,0.81,34236000,118877000.0,-17884000.0,-57972000.0,121956000,216311000.0,9391000.0,260259000,0.0,135517000.0,34198000,1741000.0,350735000.0,12063000.0,1010000.0,-60081000.0,132130000,93574000.0
2012-06-30,50055000.0,78204000.0,1657997000.0,152438000.0,1169031000.0,83678000.0,263536000.0,1953555000.0,51529000,784524000.0,106328000.0,32562000.0,-309645000.0,11086000.0,11508000.0,202493000.0,20639000.0,516000.0,295950000.0,186841000,51529000,51406000,-82031000.0,670408000.0,615000.0,12760000.0,,4399000.0,2281000,21031000,0.48,46034000.0,,28863000.0,105000.0,0.0,42115000.0,118801000,70321000,747988000.0,25099000.0,-350000.0,1728968000.0,107202000.0,0.0,,-88682000.0,992807000.0,670408000.0,,11256000.0,26000.0,247466000.0,2955000.0,124192000.0,16878000.0,20565000.0,5897000.0,0.48,35123000,98329000.0,-20125000.0,-94002000.0,68040000,228809000.0,3147000.0,207872000,0.0,140127000.0,18915000,9292000.0,322399000.0,10741000.0,-2199000.0,-103810000.0,79126000,-77580000.0
2012-09-30,60725000.0,-40325000.0,1709479000.0,156840000.0,970286000.0,88277000.0,281375000.0,1960798000.0,51494000,990512000.0,104079000.0,39837000.0,-179317000.0,12687000.0,-5074000.0,217565000.0,13687000.0,-415000.0,361614000.0,197761000,51494000,52045000,-177058000.0,492600000.0,2696000.0,16700000.0,,-2224000.0,1425000,26994000,0.49,43495000.0,,130923000.0,103000.0,-11946000.0,56526000.0,126235000,72951000,670408000.0,23493000.0,236535000.0,1720269000.0,104915000.0,13165000.0,-518000.0,-97628000.0,795293000.0,492600000.0,,3472000.0,139000.0,130242000.0,8283000.0,14831000.0,18192000.0,-13007000.0,10687000.0,0.49,37958000,76799000.0,-117124000.0,-78116000.0,71526000,352304000.0,2424000.0,224755000,0.0,254676000.0,20906000,1061000.0,302693000.0,13338000.0,237000.0,-78244000.0,84213000,-177808000.0
2012-12-31,61685000.0,56244000.0,1316461000.0,144465000.0,618558000.0,101529000.0,281763000.0,1551950000.0,51349000,933392000.0,102361000.0,40078000.0,-207135000.0,13129000.0,-19898000.0,206150000.0,11716000.0,-8206000.0,308277000.0,210997000,51349000,51477000,222512000.0,316193000.0,2714000.0,21023000.0,,-6173000.0,2027000,25605000,0.5,51797000.0,-408206000.0,99019000.0,102000.0,0.0,52913000.0,143965000,69059000,492600000.0,22656000.0,-3000000.0,1327777000.0,103523000.0,0.0,,-106616000.0,434874000.0,316193000.0,,-8064000.0,25000.0,440393000.0,-2627000.0,9900000.0,18893000.0,-15129000.0,11214000.0,0.5,42436000,67009000.0,-10765000.0,-465866000.0,67032000,360977000.0,12890000.0,236602000,0.0,254361000.0,17582000,4502000.0,118681000.0,17704000.0,-691000.0,-53956000.0,80161000,-176407000.0
2013-03-31,65598000.0,50370000.0,1378371000.0,152374000.0,677081000.0,99933000.0,280979000.0,1626505000.0,61911000,949424000.0,101638000.0,43740000.0,-118862000.0,13291000.0,17756000.0,217972000.0,12005000.0,-1316000.0,327946000.0,226063000,61911000,62239000,-32292000.0,328508000.0,2691000.0,19487000.0,,5419000.0,188000,23283000,0.6,91201000.0,0.0,119638000.0,102000.0,0.0,48489000.0,141881000,84872000,316193000.0,20547000.0,0.0,1390670000.0,102680000.0,12013000.0,,-114358000.0,452923000.0,328508000.0,,-39884000.0,402000.0,91662000.0,-7950000.0,6673000.0,19167000.0,-28953000.0,8772000.0,0.61,41948000,55819000.0,-5449000.0,-10093000.0,84182000,363375000.0,5516000.0,249346000,0.0,249017000.0,22633000,2700000.0,124415000.0,14945000.0,-181000.0,-11477000.0,98565000,12315000.0
2013-06-30,65344000.0,78978000.0,1408587000.0,152244000.0,714540000.0,96941000.0,278718000.0,1667450000.0,30216000,952910000.0,101751000.0,46271000.0,-90691000.0,13195000.0,1302000.0,217588000.0,11827000.0,-560000.0,335371000.0,182734000,30216000,30502000,-1424000.0,408561000.0,0.0,12795000.0,,6390000.0,-5774000,24340000,0.29,74528000.0,0.0,119154000.0,102000.0,0.0,44736000.0,139856000,37847000,328508000.0,23233000.0,0.0,1431612000.0,103031000.0,0.0,,-123317000.0,517903000.0,408561000.0,,17119000.0,77000.0,94904000.0,-2396000.0,8845000.0,19073000.0,24187000.0,5812000.0,0.3,42915000,84615000.0,-5637000.0,-2855000.0,42878000,368984000.0,1012000.0,207074000,0.0,245667000.0,7345000,6414000.0,109342000.0,17283000.0,72000.0,-8709000.0,51119000,80053000.0
2013-09-30,65104000.0,58263000.0,1454382000.0,172815000.0,812722000.0,94670000.0,279724000.0,1737945000.0,45795000,925223000.0,101768000.0,45441000.0,-68682000.0,13630000.0,22730000.0,237919000.0,11638000.0,-3265000.0,306338000.0,193161000,45795000,46084000,-11931000.0,454397000.0,0.0,10093000.0,,3530000.0,1110000,23491000,0.44,97460000.0,0.0,137795000.0,102000.0,0.0,41315000.0,136117000,58868000,408561000.0,20931000.0,0.0,1481110000.0,102976000.0,14038000.0,-79000.0,-133137000.0,594664000.0,454397000.0,,-22810000.0,71000.0,65534000.0,-6669000.0,10695000.0,19663000.0,-2236000.0,7814000.0,0.45,41447000,67173000.0,-8910000.0,-9105000.0,57044000,376054000.0,3394000.0,216652000,0.0,242917000.0,12784000,2342000.0,140267000.0,14396000.0,-226000.0,-8103000.0,72569000,45836000.0
2013-12-31,65824000.0,68315000.0,1498897000.0,150031000.0,858811000.0,102287000.0,279059000.0,1765625000.0,44515000,906814000.0,101750000.0,46292000.0,-102717000.0,12409000.0,-16696000.0,215855000.0,11063000.0,-5717000.0,293719000.0,209895000,44515000,45246000,-37651000.0,484640000.0,31580000.0,8253000.0,,2225000.0,-2986000,21382000,0.43,75949000.0,0.0,124964000.0,103000.0,,37996000.0,146750000,60701000,454397000.0,15165000.0,-174000.0,1529979000.0,103192000.0,0.0,,-142178000.0,664046000.0,484640000.0,,21148000.0,112000.0,74165000.0,-1322000.0,7490000.0,19532000.0,4160000.0,7385000.0,0.44,44463000,77282000.0,-8967000.0,-9250000.0,63145000,385890000.0,2412000.0,231277000,0.0,243712000.0,15455000,8127000.0,179406000.0,15054000.0,105000.0,-11660000.0,73222000,30243000.0
2014-03-31,66891000.0,80833000.0,1574765000.0,176482000.0,967394000.0,111285000.0,279871000.0,1896555000.0,75868000,929161000.0,102291000.0,46713000.0,-76113000.0,12705000.0,22033000.0,243373000.0,10295000.0,-1079000.0,304376000.0,261087000,75868000,76549000,-26752000.0,568899000.0,32419000.0,9569000.0,,-585000.0,-2909000,17505000,0.73,109143000.0,0.0,144382000.0,103000.0,,46772000.0,156083000,102922000,484640000.0,12640000.0,5000.0,1632636000.0,103934000.0,9927000.0,,-151774000.0,737981000.0,568899000.0,,-33334000.0,93000.0,70661000.0,-4980000.0,10312000.0,20178000.0,-4636000.0,8694000.0,0.74,44798000,102138000.0,-21305000.0,8258000.0,105004000,394744000.0,9148000.0,278592000,0.0,242970000.0,26373000,9337000.0,169082000.0,17753000.0,2838000.0,0.0,115720000,84259000.0
2014-06-30,67439000.0,65748000.0,1614544000.0,185173000.0,986950000.0,107807000.0,279966000.0,1938776000.0,39779000,951826000.0,102350000.0,47968000.0,-124520000.0,13877000.0,11696000.0,252612000.0,9541000.0,-568000.0,313505000.0,204481000,39779000,40563000,-46924000.0,590097000.0,33188000.0,9185000.0,,1014000.0,1218000,18869000,0.38,95259000.0,0.0,153070000.0,103000.0,,50225000.0,154593000,51814000,568899000.0,13167000.0,10000.0,1664614000.0,103942000.0,0.0,,-162194000.0,771543000.0,590097000.0,,13767000.0,251000.0,101073000.0,-3634000.0,11626000.0,19471000.0,23979000.0,8678000.0,0.39,46786000,92548000.0,-26800000.0,-23183000.0,49888000,414583000.0,7310000.0,223350000,0.0,252389000.0,11251000,6683000.0,181446000.0,15966000.0,-488000.0,-29298000.0,65942000,21198000.0
2014-09-30,62994000.0,29983000.0,1660485000.0,189370000.0,1005851000.0,109372000.0,277574000.0,1984012000.0,45941000,978161000.0,102211000.0,43715000.0,-85932000.0,14287000.0,16681000.0,252364000.0,9051000.0,-3853000.0,296335000.0,214537000,45941000,46362000,-109915000.0,568472000.0,30715000.0,8536000.0,,1164000.0,1128000,12420000,0.44,86168000.0,0.0,158376000.0,103000.0,-6708000.0,63700000.0,156453000,60662000,590097000.0,12496000.0,1192000.0,1710017000.0,104116000.0,7152000.0,0.0,-171437000.0,799680000.0,568472000.0,,8584000.0,639000.0,50719000.0,3240000.0,15898000.0,19279000.0,16748000.0,3014000.0,0.45,47081000,99169000.0,-69186000.0,-9697000.0,58084000,461192000.0,2600000.0,226957000,0.0,289755000.0,14300000,9226000.0,231208000.0,16907000.0,-634000.0,-15070000.0,75588000,-21625000.0
2014-12-31,78996000.0,-24632000.0,1691614000.0,192323000.0,892158000.0,112734000.0,315791000.0,2022419000.0,41357000,1130261000.0,102303000.0,55793000.0,-110508000.0,16524000.0,-46801000.0,271319000.0,9341000.0,-14493000.0,318448000.0,214828000,41357000,41937000,-125842000.0,409115000.0,39690000.0,28291000.0,,-2997000.0,-69000,19410000,0.4,117240000.0,-10228000.0,159360000.0,103000.0,-93516000.0,108220000.0,161328000,54316000,568472000.0,21236000.0,102000.0,1735008000.0,104275000.0,13367000.0,,-180408000.0,620558000.0,409115000.0,,-22442000.0,15000.0,106154000.0,-6310000.0,9973000.0,23203000.0,-67272000.0,-2188000.0,0.4,48594000,3445000.0,-28077000.0,-34162000.0,53500000,510657000.0,1754000.0,234238000,0.0,330249000.0,12379000,7512000.0,211443000.0,17842000.0,653000.0,-16953000.0,70855000,-159357000.0
2015-03-31,94393000.0,117665000.0,1739346000.0,221152000.0,942018000.0,111593000.0,312869000.0,2114604000.0,57974000,1172586000.0,102509000.0,64715000.0,-84105000.0,17054000.0,39557000.0,315545000.0,9342000.0,-812000.0,330298000.0,246801000,57974000,58532000,-36779000.0,513994000.0,49180000.0,23761000.0,,4394000.0,218000,25149000,0.56,98562000.0,-10257000.0,189507000.0,103000.0,0.0,106369000.0,168194000,79885000,409115000.0,16371000.0,-116000.0,1782579000.0,103904000.0,7982000.0,,-190779000.0,702158000.0,513994000.0,,18985000.0,31000.0,93805000.0,-1371000.0,14130000.0,29678000.0,70389000.0,-7532000.0,0.57,56601000,164028000.0,-46363000.0,-21363000.0,78607000,549147000.0,1144000.0,271950000,0.0,358368000.0,21353000,5117000.0,188164000.0,16667000.0,599000.0,-15411000.0,96970000,104879000.0
2015-06-30,102294000.0,-9419000.0,1764578000.0,209358000.0,895529000.0,116369000.0,312454000.0,2151635000.0,35506000,1256106000.0,102670000.0,72633000.0,-162483000.0,17189000.0,-22132000.0,311652000.0,9763000.0,-672000.0,373498000.0,206822000,35506000,35856000,-81605000.0,470868000.0,57513000.0,20070000.0,,3841000.0,1049000,24880000,0.34,103921000.0,-10274000.0,163776000.0,104000.0,0.0,117726000.0,161877000,47378000,513994000.0,18016000.0,237000.0,1822877000.0,104105000.0,0.0,,-203853000.0,636701000.0,470868000.0,,-5860000.0,69000.0,138222000.0,-7407000.0,27566000.0,29661000.0,-16883000.0,-7391000.0,0.35,45508000,48177000.0,-57596000.0,-11119000.0,44945000,590301000.0,0.0,231702000,0.0,386448000.0,11522000,15419000.0,165833000.0,16313000.0,676000.0,-15592000.0,64636000,-43126000.0
2015-09-30,110198000.0,30808000.0,1798802000.0,209143000.0,918330000.0,120205000.0,307708000.0,2133293000.0,44498000,1214963000.0,101935000.0,76763000.0,-35840000.0,18366000.0,10638000.0,319341000.0,9464000.0,-2778000.0,321015000.0,204163000,44498000,44873000,51098000.0,531926000.0,62843000.0,13872000.0,,597000.0,27075000,25357000,0.43,101563000.0,-10274000.0,168419000.0,102000.0,0.0,127507000.0,170394000,61876000,470868000.0,19284000.0,-1017000.0,1805013000.0,103059000.0,7525000.0,,-201675000.0,670827000.0,531926000.0,,2309000.0,68000.0,113196000.0,604000.0,20710000.0,33435000.0,24218000.0,-11462000.0,0.44,50189000,83273000.0,-52465000.0,-71875000.0,33769000,604766000.0,730000.0,229520000,0.0,403091000.0,17003000,570000.0,138901000.0,16247000.0,3197000.0,-59393000.0,80310000,61058000.0
2015-12-31,104887000.0,-62243000.0,1816318000.0,196535000.0,737941000.0,118532000.0,308374000.0,2113604000.0,30901000,1375663000.0,100734000.0,71074000.0,-85299000.0,21814000.0,-14574000.0,301422000.0,11894000.0,-9753000.0,266904000.0,211048000,30901000,31011000,-79952000.0,467099000.0,57011000.0,14237000.0,,-877000.0,-972000,29766000,0.3,89935000.0,-12114000.0,159635000.0,101000.0,0.0,224151000.0,171860000,39484000,531926000.0,21992000.0,-1395000.0,1803496000.0,101931000.0,0.0,,-214171000.0,606243000.0,467099000.0,,11961000.0,29000.0,136380000.0,-10488000.0,12207000.0,33813000.0,4250000.0,-12923000.0,0.31,53328000,67395000.0,-129638000.0,-51330000.0,39188000,624234000.0,2701000.0,240814000,0.0,410063000.0,8473000,9986000.0,139144000.0,19380000.0,445000.0,-39449000.0,61327000,-64827000.0
2016-03-31,106316000.0,64855000.0,1853602000.0,198487000.0,786287000.0,114297000.0,309880000.0,2158851000.0,67398000,1372564000.0,100456000.0,70664000.0,-115645000.0,21103000.0,8635000.0,304803000.0,12985000.0,-865000.0,268091000.0,249967000,67398000,67545000,8559000.0,521202000.0,56545000.0,17259000.0,,-2656000.0,-976000,24373000,0.66,102083000.0,-12086000.0,158534000.0,101000.0,0.0,216082000.0,166385000,83823000,467099000.0,22321000.0,-947000.0,1845361000.0,101555000.0,0.0,,-227564000.0,625469000.0,521202000.0,,-13688000.0,33000.0,149767000.0,4779000.0,17632000.0,35652000.0,-22663000.0,-8342000.0,0.67,52088000,89471000.0,-24616000.0,-45769000.0,83582000,643818000.0,0.0,274340000,0.0,416254000.0,16278000,4589000.0,104267000.0,16086000.0,53000.0,-37407000.0,104959000,54103000.0
2016-06-30,110956000.0,85494000.0,1926528000.0,212077000.0,871929000.0,116804000.0,309020000.0,2263353000.0,63628000,1391424000.0,100533000.0,76053000.0,-46736000.0,20912000.0,16747000.0,323033000.0,15247000.0,-436000.0,266431000.0,252966000,63628000,63767000,-55064000.0,599991000.0,62305000.0,18544000.0,,-2491000.0,-839000,24621000,0.62,91637000.0,-12056000.0,174573000.0,102000.0,0.0,222868000.0,171781000,81784000,521202000.0,22530000.0,-395000.0,1931805000.0,102677000.0,0.0,,-245243000.0,718769000.0,599991000.0,,10525000.0,26000.0,33662000.0,-129000.0,14762000.0,34903000.0,27167000.0,-10205000.0,0.63,54977000,127089000.0,-41595000.0,9002000.0,81185000,673468000.0,212000.0,277587000,0.0,428225000.0,18017000,29492000.0,118778000.0,16007000.0,-192000.0,-7998000.0,102722000,78789000.0
2016-09-30,118288000.0,46951000.0,1938320000.0,213083000.0,759730000.0,114488000.0,309616000.0,2310106000.0,23933000,1550376000.0,101145000.0,82922000.0,-178438000.0,21323000.0,-7974000.0,331371000.0,21068000.0,433000.0,393904000.0,202775000,23933000,24079000,-156040000.0,516112000.0,68254000.0,16354000.0,,3075000.0,104000,30222000,0.23,75688000.0,-12141000.0,169055000.0,101000.0,0.0,215342000.0,173702000,30813000,599991000.0,24180000.0,2028000.0,1970256000.0,103766000.0,11578000.0,,-250527000.0,637741000.0,516112000.0,,16088000.0,37000.0,46303000.0,-16960000.0,17544000.0,35366000.0,28949000.0,-10197000.0,0.24,59214000,72884000.0,-25933000.0,-664000.0,29073000,694183000.0,2304000.0,232997000,0.0,443656000.0,6734000,27044000.0,121629000.0,15512000.0,1473000.0,-16000000.0,52173000,-83879000.0
2016-12-31,122874000.0,45185000.0,1977478000.0,207171000.0,811016000.0,112715000.0,307121000.0,2330703000.0,53374000,1519687000.0,101483000.0,88271000.0,-37073000.0,21810000.0,-11528000.0,330045000.0,24247000.0,-13788000.0,350360000.0,236300000,53374000,53574000,-26653000.0,512838000.0,,14773000.0,,878000.0,-199000,29967000,0.51,81393000.0,-14216000.0,169711000.0,100000.0,,206862000.0,170233000,67656000,516112000.0,24405000.0,-1430000.0,1994334000.0,103876000.0,0.0,,-261138000.0,677656000.0,512838000.0,,-5782000.0,26000.0,34426000.0,-3275000.0,11541000.0,34603000.0,-18954000.0,-19679000.0,0.53,57518000,67761000.0,-22576000.0,-39014000.0,66067000,720847000.0,1514000.0,266267000,0.0,459709000.0,14082000,13991000.0,164818000.0,17215000.0,-376000.0,-25001000.0,89492000,-3274000.0
2017-03-31,131583000.0,53682000.0,2013790000.0,213056000.0,871671000.0,118873000.0,308751000.0,2387797000.0,50590000,1516126000.0,101787000.0,95932000.0,-61716000.0,22251000.0,12023000.0,344639000.0,29469000.0,-124000.0,326800000.0,240497000,50590000,50727000,-41481000.0,532508000.0,80925000.0,17697000.0,,-4131000.0,762000,26977000,0.49,88216000.0,-14278000.0,179029000.0,101000.0,,203723000.0,177214000,66194000,512838000.0,23940000.0,-677000.0,2036642000.0,103883000.0,0.0,,-276684000.0,727505000.0,532508000.0,,-7756000.0,37000.0,54816000.0,-5581000.0,10062000.0,35651000.0,3032000.0,-14708000.0,0.5,58341000,87586000.0,-33904000.0,-29182000.0,63283000,747779000.0,25000.0,267474000,0.0,471095000.0,15467000,10219000.0,194997000.0,15983000.0,536000.0,-24999000.0,88482000,19670000.0
2017-06-30,137327000.0,106699000.0,2075559000.0,213400000.0,978310000.0,117977000.0,309911000.0,2473106000.0,76043000,1494796000.0,101905000.0,101204000.0,-105658000.0,20482000.0,14382000.0,350727000.0,30252000.0,-176000.0,303320000.0,273540000,76043000,76186000,-62995000.0,592616000.0,85792000.0,19950000.0,,-3587000.0,-2109000,32125000,0.73,82102000.0,-14274000.0,176985000.0,101000.0,,196494000.0,177608000,96303000,532508000.0,22835000.0,-435000.0,2115568000.0,104222000.0,0.0,,-291253000.0,840281000.0,592616000.0,,5962000.0,31000.0,73536000.0,-2590000.0,12728000.0,36123000.0,24972000.0,-11518000.0,0.75,59631000,137137000.0,-30438000.0,-15889000.0,95932000,767606000.0,852000.0,305665000,0.0,476353000.0,20117000,23555000.0,247665000.0,15742000.0,2387000.0,-24994000.0,116816000,60108000.0
2017-09-30,143939000.0,60618000.0,2083063000.0,245773000.0,1011434000.0,118782000.0,311087000.0,2533554000.0,21795000,1522120000.0,101959000.0,107514000.0,-85083000.0,19765000.0,29576000.0,389712000.0,30831000.0,1060000.0,314364000.0,212810000,21795000,21940000,-30603000.0,627017000.0,91013000.0,25051000.0,,-5082000.0,-12748000,29238000,0.21,73750000.0,-14291000.0,207034000.0,101000.0,,189648000.0,176604000,26491000,592616000.0,23150000.0,-1164000.0,2136742000.0,103530000.0,11383000.0,,-305344000.0,874774000.0,627017000.0,,8617000.0,33000.0,73593000.0,-17922000.0,14373000.0,36425000.0,39465000.0,-7753000.0,0.21,57822000,78567000.0,-17949000.0,-16004000.0,36206000,790619000.0,1216000.0,242048000,0.0,485275000.0,4551000,22233000.0,247757000.0,16403000.0,339000.0,-25006000.0,46289000,34401000.0
2017-12-31,235603000.0,-13324000.0,1985064000.0,223182000.0,1035511000.0,118434000.0,311186000.0,2514709000.0,-81622000,1479198000.0,102552000.0,198811000.0,-74479000.0,19882000.0,-35390000.0,458785000.0,36475000.0,-16367000.0,303501000.0,256921000,-81622000,-81478000,-27372000.0,596390000.0,182882000.0,24862000.0,,-1491000.0,-955000,30876000,-0.8,122917000.0,-16377000.0,178419000.0,102000.0,,195205000.0,174878000,84834000,627017000.0,23449000.0,-279000.0,2049707000.0,102552000.0,0.0,,-319676000.0,848997000.0,596390000.0,,-50268000.0,35000.0,77859000.0,51074000.0,14408000.0,36792000.0,6539000.0,-8122000.0,-0.8,56444000,17149000.0,-30473000.0,-21274000.0,82043000,812849000.0,6906000.0,287797000,0.0,493173000.0,166312000,41463000.0,252607000.0,18684000.0,587000.0,-29993000.0,104751000,-30627000.0
2018-03-31,239512000.0,59738000.0,2039116000.0,213149000.0,1154665000.0,124766000.0,316558000.0,2606639000.0,70631000,1451974000.0,103771000.0,202082000.0,-54977000.0,20802000.0,-2734000.0,452661000.0,39453000.0,-4601000.0,262062000.0,270396000,70631000,70765000,22567000.0,705519000.0,,24066000.0,,1139000.0,-517000,30959000,0.66,141257000.0,-16579000.0,167793000.0,102000.0,,191340000.0,184259000,89483000,596390000.0,22542000.0,-452000.0,2147429000.0,107001000.0,,,-333480000.0,946016000.0,705519000.0,,-18750000.0,29000.0,105713000.0,-2742000.0,18200000.0,37430000.0,-27232000.0,-5616000.0,0.68,59493000,80892000.0,-21154000.0,3418000.0,86137000,834461000.0,4614000.0,301355000,,500981000.0,18718000,29598000.0,240497000.0,17691000.0,390000.0,-5000000.0,110314000,109129000.0
2018-06-30,241588000.0,126645000.0,2105621000.0,240312000.0,1238933000.0,127915000.0,314317000.0,2669819000.0,83145000,1430886000.0,103836000.0,203813000.0,-22129000.0,20714000.0,25343000.0,481900000.0,42260000.0,-1243000.0,243179000.0,282982000,83145000,83288000,44882000.0,829621000.0,,23932000.0,,-156000.0,-3521000,34465000,0.78,149582000.0,-16640000.0,197076000.0,103000.0,0.0,185140000.0,188272000,96590000,705519000.0,21436000.0,240000.0,2181500000.0,106950000.0,14079000.0,,-349814000.0,1024905000.0,829621000.0,,-9462000.0,87000.0,82556000.0,-1187000.0,16970000.0,37775000.0,16724000.0,-13301000.0,0.8,60357000,142430000.0,-15785000.0,-58490000.0,94710000,851855000.0,4830000.0,317447000,,502041000.0,13302000,14880000.0,195284000.0,17101000.0,4170000.0,-55487000.0,117391000,124102000.0
