date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyResearchAndDevelopment
1999-12-31,658800000.0,19400000.0,,56000000.0,66400000.0,58100000.0,,-15000000.0,1018400000.0,42600000.0,-352300000.0,,0.0225,,77400000.0,150200000.0,,,15300000.0,-2200000.0,63800000.0,51300000.0,,10900000.0,113700000.0,527000000,,-74200000.0,-10200000.0,54700000,1148900000.0,796600000.0,195400000.0,21300000.0,1467416000.0,,72800000.0,0.02375,6700000.0,100000.0,,10900000.0,86700000,47000000.0,39500000.0,348700000.0,259200000.0,398600000.0,26100000.0,,1324600000.0,34700000,926000000.0,0.0,-18800000.0,32000000.0,,306200000.0,110000000.0,-16000000.0,,112800000.0,1514720000.0,34700000,34700000,77400000.0,-92700000.0,40200000.0,6800000.0,24700000.0,-100000.0,157200000.0,,,414200000.0,48600000.0,
2000-03-31,702169000.0,18686000.0,,37449000.0,77400000.0,60573000.0,,7328000.0,1068180000.0,53235000.0,-386372000.0,,0.00375,50463000.0,85258000.0,128184000.0,,,48224000.0,2284000.0,65130000.0,-4925000.0,,-6083000.0,54760000.0,504698000,,-73805000.0,46257000.0,35207000,1227316000.0,840944000.0,157580000.0,14043000.0,2956560000.0,,42926000.0,0.004375,44449000.0,,,7939000.0,70801000,42598000.0,-19045000.0,372094000.0,273173000.0,391966000.0,28622000.0,,1383951000.0,23406000,991985000.0,0.0,-74701000.0,35594000.0,,315771000.0,132355000.0,16000000.0,,95780000.0,3078672000.0,23406000,23406000,85258000.0,-92954000.0,35921000.0,6677000.0,5182000.0,0.0,151948000.0,,,408918000.0,58599000.0,
2000-06-30,715896000.0,20528000.0,,55861000.0,85258000.0,61707000.0,,-29773000.0,1110436000.0,47394000.0,-418207000.0,,0.0225,52481000.0,67436000.0,123563000.0,,,29464000.0,1624000.0,75225000.0,-4725000.0,,-12467000.0,63481000.0,555546000,,-75761000.0,15828000.0,49967000,1300682000.0,882475000.0,172231000.0,20948000.0,1492160000.0,,56127000.0,0.02375,-5468000.0,,,-17822000.0,83625000,42132000.0,-12280000.0,407007000.0,299937000.0,416092000.0,28049000.0,,1455030000.0,34913000,1038938000.0,0.0,-7988000.0,33658000.0,,342069000.0,135935000.0,7864000.0,,111674000.0,1551048000.0,34913000,34913000,67436000.0,-96947000.0,35627000.0,6505000.0,-30100000.0,4339000.0,181986000.0,,,443872000.0,63149000.0,
2000-09-30,750872000.0,21311000.0,,11213000.0,67436000.0,68304000.0,,4698000.0,1148399000.0,49625000.0,-446403000.0,,,57017000.0,70817000.0,132153000.0,,,15000000.0,-19960000.0,73653000.0,-22096000.0,,-10976000.0,86633000.0,581992000,,-92684000.0,7468000.0,99961000,1377162000.0,930759000.0,182581000.0,9717000.0,,,61336000.0,,23040000.0,,,3381000.0,140880000,27893000.0,-6051000.0,408503000.0,313251000.0,459819000.0,27385000.0,,1493131000.0,1496000,1033312000.0,0.0,-17012000.0,40919000.0,,341144000.0,81242000.0,-7864000.0,,168265000.0,,1496000,1496000,70817000.0,-90631000.0,21410000.0,6483000.0,-19277000.0,-90647000.0,201656000.0,,,413727000.0,76385000.0,
2000-12-31,779337000.0,23078000.0,,77770000.0,70817000.0,75541000.0,,-164000.0,1227702000.0,52775000.0,-484991000.0,,0.03125,688000.0,177441000.0,227729000.0,,,38000000.0,-47000.0,84281000.0,56237000.0,,-9136000.0,162767000.0,667387000,,-78972000.0,20066000.0,71252000,1445374000.0,960383000.0,256228000.0,28775000.0,1509160000.0,,50288000.0,0.0325,18267000.0,,,106624000.0,111916000,28919000.0,83795000.0,457501000.0,341197000.0,527291000.0,34877000.0,,1601848000.0,48995000,1074557000.0,0.0,-35041000.0,40664000.0,,370116000.0,91096000.0,1969000.0,,146793000.0,1574640000.0,48995000,48995000,177441000.0,-76177000.0,22609000.0,6310000.0,33220000.0,4805000.0,168438000.0,,,520594000.0,78349000.0,
2001-03-31,819207000.0,22585000.0,,52414000.0,177441000.0,81030000.0,1766000.0,-10363000.0,1292210000.0,0.0,-520078000.0,,0.005,53328000.0,215180000.0,266169000.0,,,26000000.0,-3170000.0,86233000.0,15485000.0,,-16705000.0,104510000.0,629288000,,-82725000.0,18350000.0,44687000,1517663000.0,997585000.0,198546000.0,20204000.0,6082630944.0,,50989000.0,0.005,24164000.0,,,37739000.0,86750000,31800000.0,21785000.0,489708000.0,339873000.0,558023000.0,42433000.0,,1668269000.0,32210000,1110246000.0,0.0,-17971000.0,42063000.0,,371673000.0,90076000.0,-1969000.0,,125717000.0,6082630944.0,32210000,32210000,215180000.0,-85059000.0,25643000.0,6157000.0,16983000.0,6167000.0,151368000.0,,,503571000.0,75982000.0,
2001-06-30,833956000.0,22036000.0,,74217000.0,215180000.0,320112000.0,13547000.0,4293000.0,1354661000.0,0.0,-564315000.0,,0.03,66686000.0,151991000.0,273967000.0,,,14500000.0,-3118000.0,95272000.0,-17069000.0,,-15760000.0,71774000.0,662769000,,-93801000.0,24129000.0,-178002000,1612454000.0,1048139000.0,0.0,27460000.0,1527776000.0,,121976000.0,0.03,10967000.0,,,-63189000.0,-132609000,28634000.0,-22027000.0,536465000.0,393624000.0,624794000.0,35651000.0,,1782842000.0,46757000,1158048000.0,0.0,-84093000.0,45393000.0,,422258000.0,87873000.0,9660000.0,,142110000.0,1577928000.0,46757000,46757000,151991000.0,-159101000.0,22673000.0,5961000.0,-38431000.0,6732000.0,189889000.0,218119000.0,,520659000.0,95943000.0,
2001-09-30,791622000.0,21845000.0,,84521000.0,151991000.0,-640176000.0,9951000.0,1152000.0,1375927000.0,0.0,-605247000.0,,,62684000.0,113237000.0,220549000.0,,,61931000.0,267000.0,127905000.0,24774000.0,,-5408000.0,121775000.0,689536000,,-128717000.0,-47724000.0,796054000,1741031000.0,1135784000.0,0.0,31273000.0,,,107312000.0,,6241000.0,,,-38754000.0,845021000,24919000.0,-6942000.0,589713000.0,445264000.0,593925000.0,38455000.0,,1851039000.0,53248000,1257114000.0,0.0,-47082000.0,48967000.0,,470183000.0,99485000.0,-9660000.0,,155878000.0,,53248000,53248000,113237000.0,-112716000.0,19133000.0,5786000.0,-31476000.0,7971000.0,221253000.0,244724000.0,,533658000.0,90425000.0,
2001-12-31,821615000.0,21038000.0,,108500000.0,113237000.0,170906000.0,49342000.0,-3685000.0,1500332000.0,0.0,-654432000.0,,0.0425,58942000.0,226833000.0,308664000.0,,,113685000.0,-7805000.0,84525000.0,36692000.0,,-18744000.0,146640000.0,805335000,,-88964000.0,16905000.0,6585000,1813894000.0,1159462000.0,0.0,40145000.0,1523228000.0,,81831000.0,0.045,22652000.0,,-1829000.0,113596000.0,60609000,24599000.0,57676000.0,658068000.0,439068000.0,650703000.0,41129000.0,,1964446000.0,68355000,1313743000.0,0.0,-70764000.0,54024000.0,,463667000.0,133243000.0,0.0,,177491000.0,1567996000.0,68355000,68355000,226833000.0,-49728000.0,18990000.0,5609000.0,44122000.0,19946000.0,176972000.0,246259000.0,,627844000.0,89713000.0,
2002-03-31,874984000.0,20967000.0,,50915000.0,226833000.0,109827000.0,39231000.0,-4059000.0,1584162000.0,0.0,-705150000.0,,0.02,49523000.0,161844000.0,323290000.0,,,9418000.0,-3752000.0,99600000.0,-12415000.0,,-20359000.0,85416000.0,783217000,,-94643000.0,27967000.0,48780000,1900547000.0,1195397000.0,0.0,18838000.0,1537384000.0,,161446000.0,0.02,37563000.0,,0.0,-64989000.0,102622000,23664000.0,-9227000.0,690144000.0,411776000.0,661802000.0,67314000.0,,2019602000.0,32077000,1357800000.0,1032000.0,-89130000.0,53842000.0,,435440000.0,141436000.0,0.0,,158607000.0,1591444000.0,32077000,32077000,161844000.0,-178414000.0,17208000.0,5424000.0,4550000.0,7459000.0,172306000.0,223422000.0,,624610000.0,85971000.0,
2002-06-30,933164000.0,64665000.0,,89165000.0,161844000.0,89334000.0,44511000.0,-1271000.0,1712088000.0,0.0,-762280000.0,,0.035,706000.0,209143000.0,426416000.0,,,57849000.0,21867000.0,121993000.0,-20931000.0,,-6788000.0,137657000.0,835158000,,-85510000.0,49865000.0,87709000,1986434000.0,1224154000.0,293796000.0,32991000.0,1552620000.0,,217273000.0,0.035,39896000.0,,0.0,47299000.0,142607000,42666000.0,52147000.0,746319000.0,461006000.0,818692000.0,46997000.0,,2215760000.0,56174000,1397068000.0,1031000.0,-112752000.0,54898000.0,,503672000.0,108249000.0,-3023000.0,,177043000.0,1604764000.0,56174000,56174000,209143000.0,-141684000.0,36381000.0,5254000.0,-45702000.0,8536000.0,218996000.0,,,658115000.0,93770000.0,
2002-09-30,891040000.0,19902000.0,,92806000.0,209143000.0,87880000.0,42264000.0,16008000.0,1726638000.0,0.0,-814427000.0,,,75605000.0,174572000.0,402234000.0,,,42157000.0,-16398000.0,135994000.0,8495000.0,,-8581000.0,107972000.0,865198000,,-106357000.0,-27307000.0,89590000,2080183000.0,1265756000.0,0.0,34339000.0,,,227662000.0,,7356000.0,,-50419000.0,-34571000.0,147967000,28608000.0,1615000.0,804786000.0,537490000.0,847538000.0,46721000.0,,2292736000.0,58467000,1445198000.0,1036000.0,-67322000.0,58377000.0,,566098000.0,159540000.0,3023000.0,,177470000.0,,58467000,58467000,174572000.0,-115514000.0,22496000.0,5076000.0,-44349000.0,13252000.0,263174000.0,283627000.0,,687728000.0,97573000.0,
2002-12-31,877167000.0,30330000.0,,126941000.0,99677000.0,100823000.0,91731000.0,4736000.0,1791119000.0,0.0,-868133000.0,,0.05,713000.0,251461000.0,456911000.0,,,85364000.0,-1649000.0,124616000.0,94686000.0,,-10200000.0,233748000.0,1003526000,,-93751000.0,-18323000.0,122445000,2172025000.0,1303892000.0,0.0,46968000.0,1554608000.0,,205450000.0,0.0525,11789000.0,,-29936000.0,151784000.0,184007000,31522000.0,139997000.0,884759000.0,531311000.0,869042000.0,51649000.0,,2353952000.0,79973000,1484910000.0,1014000.0,-60489000.0,61562000.0,,562833000.0,150688000.0,0.0,,223268000.0,1596872000.0,79973000,79973000,251461000.0,-64140000.0,25611000.0,4897000.0,53407000.0,8211000.0,210114000.0,314251000.0,,780258000.0,111249000.0,
2003-03-31,931054000.0,30706000.0,,86764000.0,251461000.0,101153000.0,67524000.0,-7633000.0,1894545000.0,0.0,-928382000.0,,0.01625,716000.0,250401000.0,506387000.0,,,29351000.0,5848000.0,144831000.0,-30369000.0,,-8088000.0,104799000.0,954206000,,-88260000.0,39967000.0,85525000,2258287000.0,1329905000.0,0.0,34713000.0,3117704000.0,,255986000.0,0.01625,40349000.0,,-208000.0,-1060000.0,151372000,32866000.0,16539000.0,932186000.0,493516000.0,906970000.0,49796000.0,,2420927000.0,52051000,1513957000.0,726000.0,-79832000.0,65847000.0,,526382000.0,153346000.0,0.0,,186678000.0,3196976000.0,52051000,52051000,250401000.0,-146374000.0,27421000.0,4719000.0,7248000.0,6604000.0,203212000.0,280445000.0,,767528000.0,103142000.0,
2003-06-30,925283000.0,31202000.0,,111229000.0,250401000.0,101172000.0,74648000.0,-5910000.0,1976819000.0,0.0,-995048000.0,,0.0425,719000.0,263638000.0,565306000.0,,,87021000.0,-8236000.0,180499000.0,12816000.0,,11544000.0,149032000.0,1036776000,,-77168000.0,-11113000.0,106114000,2341573000.0,1346525000.0,0.0,42815000.0,1568288000.0,,301668000.0,0.0425,20160000.0,,-31098000.0,13237000.0,169359000,28788000.0,71864000.0,1000599000.0,598518000.0,1062892000.0,49325000.0,,2604125000.0,68414000,1541233000.0,948000.0,-131235000.0,63245000.0,,627306000.0,163506000.0,0.0,,207286000.0,1610656000.0,68414000,68414000,263638000.0,-127292000.0,23298000.0,4542000.0,-75736000.0,7917000.0,280239000.0,342652000.0,,829490000.0,107472000.0,
2003-09-30,959103000.0,88286000.0,,112968000.0,263638000.0,1660166000.0,73476000.0,-9486000.0,2082427000.0,0.0,-1049810000.0,,,722000.0,200907000.0,350011000.0,,,67840000.0,-18776000.0,168984000.0,-43047000.0,,14248000.0,78868000.0,1081014000,,-98103000.0,20232000.0,112196000,2434712000.0,1384902000.0,0.0,43493000.0,,,149104000.0,,34885000.0,,-14468000.0,-62731000.0,180813000,38616000.0,-19235000.0,1069683000.0,608703000.0,924029000.0,1614700000.0,,2729746000.0,69475000,1805717000.0,1045000.0,-51775000.0,68617000.0,,647319000.0,332529000.0,0.0,,1772362000.0,,69475000,69475000,200907000.0,-161452000.0,33217000.0,4354000.0,-49687000.0,17231000.0,342944000.0,365521000.0,,-691348000.0,114448000.0,
2003-12-31,999217000.0,88644000.0,,178728000.0,200907000.0,169200000.0,146151000.0,691000.0,2246437000.0,0.0,-1124190000.0,,0.0675,725000.0,448312000.0,665029000.0,,,31645000.0,-6861000.0,144748000.0,193072000.0,,27333000.0,378748000.0,1281191000,,-59127000.0,30495000.0,175520000,2505486000.0,1381296000.0,0.0,67917000.0,1580228000.0,,216717000.0,0.07,30675000.0,,,247405000.0,249379000,40577000.0,319621000.0,1180494000.0,790044000.0,1224719000.0,113749000.0,,3077058000.0,110811000,1852339000.0,2533000.0,-138022000.0,73859000.0,,830621000.0,382399000.0,0.0,,344720000.0,1630580000.0,110811000,110811000,448312000.0,-164813000.0,33873000.0,4171000.0,39450000.0,10412000.0,305529000.0,498420000.0,,936471000.0,122809000.0,
2004-03-31,1022859000.0,89004000.0,,128206000.0,448312000.0,180469000.0,105315000.0,-8487000.0,2353359000.0,0.0,-1197598000.0,,0.02375,729000.0,370081000.0,657634000.0,,,97673000.0,-3257000.0,157873000.0,-91510000.0,,31125000.0,85544000.0,1241068000,,-69616000.0,1539000.0,124521000,2569601000.0,1372003000.0,0.0,48718000.0,3180456000.0,,287553000.0,0.025,42443000.0,,,-78231000.0,205327000,48024000.0,15928000.0,1259982000.0,694272000.0,1221288000.0,120784000.0,,3095655000.0,79488000,1874367000.0,6434000.0,-184662000.0,80806000.0,,742296000.0,413360000.0,0.0,,304990000.0,3292472000.0,79488000,79488000,370081000.0,-165092000.0,37602000.0,3988000.0,-2543000.0,12281000.0,307215000.0,430355000.0,,936078000.0,118587000.0,
2004-06-30,1025289000.0,89259000.0,,158231000.0,370081000.0,130448000.0,124374000.0,7796000.0,2449485000.0,0.0,-1265655000.0,,0.06,732000.0,383373000.0,719113000.0,,,67946000.0,5579000.0,142149000.0,-56454000.0,,26717000.0,136371000.0,1318691000,,-92368000.0,-11433000.0,153807000,2648713000.0,1383058000.0,0.0,60127000.0,1591768000.0,,335740000.0,0.0625,30227000.0,,-41480000.0,13292000.0,234116000,55820000.0,44003000.0,1358086000.0,718987000.0,1371691000.0,73357000.0,,3224292000.0,98104000,1852601000.0,7024000.0,-94760000.0,80309000.0,,774807000.0,380284000.0,0.0,,284255000.0,1649156000.0,98104000,98104000,383373000.0,-111386000.0,44993000.0,3803000.0,-78185000.0,13459000.0,385284000.0,451732000.0,,1034436000.0,122760000.0,
2004-09-30,956685000.0,95750000.0,,159092000.0,383373000.0,127677000.0,121377000.0,-33934000.0,2486755000.0,0.0,-1298270000.0,,,735000.0,299128000.0,653009000.0,,,157298000.0,1466000.0,199346000.0,29000.0,,29219000.0,193185000.0,1453297000,,-165065000.0,-87146000.0,156269000,2769716000.0,1471446000.0,0.0,55720000.0,,,353881000.0,,34245000.0,,-121209000.0,-84245000.0,227914000,58433000.0,28120000.0,1461458000.0,782980000.0,1368485000.0,80537000.0,,3328168000.0,103372000,1959683000.0,8132000.0,-149201000.0,69846000.0,,841413000.0,392487000.0,0.0,,283946000.0,,103372000,103372000,299128000.0,-190902000.0,46683000.0,3618000.0,-36384000.0,24505000.0,422663000.0,461522000.0,,1169351000.0,140226000.0,
2004-12-31,1119159000.0,100188000.0,,232356000.0,299128000.0,193549000.0,222344000.0,0.0,2801134000.0,0.0,-1414138000.0,,0.0875,738000.0,643548000.0,978420000.0,,,175521000.0,-13623000.0,161236000.0,120078000.0,,52500000.0,407916000.0,1589544000,,-162132000.0,91240000.0,227234000,3069259000.0,1655121000.0,0.0,87603000.0,1602096000.0,,334872000.0,0.09,91423000.0,,,344420000.0,312566000,172303000.0,245784000.0,1590082000.0,846397000.0,1652720000.0,127880000.0,,3819834000.0,144753000,2167114000.0,154472000.0,-161453000.0,85332000.0,,1018700000.0,411805000.0,0.0,,420783000.0,1661308000.0,144753000,144753000,643548000.0,-159346000.0,14398000.0,3433000.0,46487000.0,12890000.0,379475000.0,462079000.0,,1168761000.0,149406000.0,
2005-03-31,832251000.0,101282000.0,,161367000.0,643548000.0,153332000.0,168610000.0,23963000.0,2604284000.0,0.0,-1503244000.0,,0.03,742000.0,177142000.0,700604000.0,,,383540000.0,-7323000.0,181754000.0,-44366000.0,,42022000.0,158577000.0,1518716000,,-149558000.0,-304821000.0,157353000,3202047000.0,1698803000.0,0.0,60831000.0,3207704000.0,,523462000.0,0.03125,30111000.0,,,-312331000.0,258990000,166476000.0,9019000.0,1690618000.0,832657000.0,1412457000.0,81929000.0,,3603417000.0,100536000,2190960000.0,157301000.0,-421539000.0,101637000.0,,999133000.0,390875000.0,0.0,,310685000.0,3312248000.0,100536000,100536000,177142000.0,-163594000.0,5929000.0,3246000.0,-27593000.0,16369000.0,406073000.0,481551000.0,,1208031000.0,151638000.0,
2005-06-30,395333000.0,107441000.0,,202867000.0,177142000.0,157864000.0,172976000.0,-4829000.0,2275857000.0,0.0,-1558085000.0,,0.0775,745000.0,130112000.0,348541000.0,,,398052000.0,-4654000.0,185084000.0,-22445000.0,,24938000.0,199783000.0,1601799000,,-148272000.0,-448120000.0,199632000,3296915000.0,1738830000.0,0.0,77292000.0,1567264000.0,,218429000.0,0.08,24336000.0,,-472272000.0,-47030000.0,293706000,170829000.0,51511000.0,1816193000.0,881295000.0,1140375000.0,90637000.0,,3327981000.0,125575000,2187606000.0,167771000.0,-33101000.0,94074000.0,,1052124000.0,329451000.0,0.0,,357496000.0,1616076000.0,125575000,125575000,130112000.0,204156000.0,,3058000.0,-91186000.0,18136000.0,495542000.0,522490000.0,,1244303000.0,148982000.0,
2005-09-30,90968000.0,127883000.0,,199854000.0,130112000.0,160074000.0,175048000.0,-27049000.0,2090634000.0,0.0,-1625564000.0,,,277748000.0,173809000.0,307036000.0,,,138554000.0,-5653000.0,220975000.0,-81598000.0,,20914000.0,157332000.0,1659241000,,-184027000.0,-12126000.0,196396000,3467583000.0,1842019000.0,0.0,76251000.0,,,133227000.0,,17685000.0,,-306626000.0,43697000.0,284871000,196435000.0,-26695000.0,1939359000.0,1226996000.0,1209334000.0,100949000.0,,3514065000.0,123603000,2304731000.0,193565000.0,-27395000.0,86164000.0,,1423431000.0,334829000.0,0.0,,356470000.0,,123603000,123603000,173809000.0,-102524000.0,,2870000.0,-49326000.0,29350000.0,546299000.0,553225000.0,,1302771000.0,190762000.0,
2005-12-31,61431000.0,128279000.0,,280229000.0,173809000.0,254007000.0,309287000.0,-4893000.0,2232792000.0,0.0,-1706120000.0,,0.11,105752000.0,251435000.0,538530000.0,,,91238000.0,-26291000.0,208591000.0,366064000.0,,18419000.0,609317000.0,1934092000,,-147778000.0,-238351000.0,279881000,3576913000.0,1870793000.0,0.0,106039000.0,1534042000.0,,287095000.0,0.115,44412000.0,,-134301000.0,77626000.0,378170000,208005000.0,461539000.0,2113549000.0,1270708000.0,1351929000.0,182473000.0,,3711505000.0,174190000,2359576000.0,205324000.0,-232000000.0,98289000.0,,1478713000.0,360504000.0,23724000.0,,533888000.0,1585898000.0,174190000,174190000,251435000.0,-293433000.0,,2681000.0,93348000.0,19754000.0,452650000.0,647078000.0,,1400204000.0,197765000.0,
2006-03-31,769000.0,36657000.0,,204957000.0,251435000.0,194134000.0,233269000.0,-14210000.0,2417909000.0,0.0,-1791828000.0,,0.08,95755000.0,202671000.0,445448000.0,,,190616000.0,-30840000.0,230719000.0,-45939000.0,,26179000.0,152675000.0,1885822000,,-162553000.0,-1717000.0,201894000,3755529000.0,1963701000.0,0.0,77641000.0,1534890000.0,,242777000.0,0.085,47206000.0,,-69885000.0,-48764000.0,303447000,212667000.0,-9878000.0,2240459000.0,1187123000.0,1267414000.0,119611000.0,172337000.0,3817699000.0,127316000,2550285000.0,210176000.0,-124681000.0,101553000.0,,1399790000.0,377590000.0,31148000.0,,396028000.0,1589226000.0,127316000,127316000,202671000.0,-201047000.0,,2491000.0,-1373000.0,19985000.0,456695000.0,627380000.0,,1489794000.0,190631000.0,
2006-06-30,768000.0,36821000.0,,219601000.0,202671000.0,188131000.0,235528000.0,19103000.0,2505095000.0,0.0,-1890079000.0,,0.09,200758000.0,215739000.0,441979000.0,,,203208000.0,-17963000.0,255158000.0,-55886000.0,,36912000.0,173782000.0,1963673000,,-212017000.0,19888000.0,214573000,3980982000.0,2090903000.0,0.0,74103000.0,1539650000.0,,226240000.0,0.095,40206000.0,,-163585000.0,13068000.0,319584000,224567000.0,-38235000.0,2385957000.0,1322780000.0,1369672000.0,115258000.0,166047000.0,4052442000.0,145498000,2682770000.0,222267000.0,-193021000.0,105011000.0,,1547347000.0,388999000.0,38455000.0,,402704000.0,1596518000.0,145498000,145498000,215739000.0,-183086000.0,,2300000.0,-98647000.0,25666000.0,557359000.0,631336000.0,,1560969000.0,184941000.0,
2006-09-30,756000.0,37955000.0,,201490000.0,215739000.0,189139000.0,231926000.0,-39199000.0,2228506000.0,0.0,-1969804000.0,,,700762000.0,312606000.0,453644000.0,,,215253000.0,-9230000.0,340937000.0,-42297000.0,,37273000.0,195859000.0,2003355000,,-248882000.0,64854000.0,197638000,4257703000.0,2287899000.0,0.0,66987000.0,,,141038000.0,,27425000.0,77392000.0,-486274000.0,96867000.0,307423000,264815000.0,-53023000.0,2151084000.0,1935620000.0,1529788000.0,114829000.0,161478000.0,4428941000.0,117289000,2899153000.0,262857000.0,-89490000.0,109785000.0,,2200435000.0,411821000.0,24041000.0,,386777000.0,,134503000,117289000,312606000.0,-163474000.0,,1958000.0,-78855000.0,28566000.0,636222000.0,661995000.0,,1616578000.0,224271000.0,
2006-12-31,757000.0,39469000.0,,326163000.0,312606000.0,206671000.0,422648000.0,0.0,2438855000.0,0.0,-2076546000.0,,0.13,365765000.0,270873000.0,436470000.0,,,115165000.0,-21277000.0,275691000.0,366938000.0,,48787000.0,678409000.0,2355723000,,-270547000.0,-355349000.0,319724000,4473347000.0,2396801000.0,0.0,121211000.0,1516176000.0,,165597000.0,0.135,65530000.0,1636000.0,-115288000.0,-41733000.0,436059000,271057000.0,407862000.0,2349918000.0,1804237000.0,1429536000.0,115228000.0,207906000.0,4527634000.0,204952000,3098098000.0,269311000.0,-164084000.0,116335000.0,,2075294000.0,453922000.0,29618000.0,,526395000.0,1565528000.0,204952000,204952000,270873000.0,-366770000.0,,1746000.0,91293000.0,18753000.0,547277000.0,740133000.0,,1829328000.0,227823000.0,
2007-03-31,746000.0,39942000.0,,240382000.0,270873000.0,213228000.0,300579000.0,0.0,2212299000.0,0.0,-2192059000.0,,0.095,847769000.0,200179000.0,343831000.0,592000.0,,56444000.0,-15885000.0,279960000.0,-215402000.0,,50377000.0,59410000.0,2255594000,,-236655000.0,93360000.0,240974000,4715929000.0,2523870000.0,0.0,89542000.0,1504994000.0,,143652000.0,0.1,42672000.0,22679000.0,-447849000.0,-70694000.0,360552000,289732000.0,-177245000.0,2121783000.0,2119832000.0,1384862000.0,126104000.0,208485000.0,4636875000.0,150840000,3252013000.0,288181000.0,-44351000.0,119578000.0,,2409564000.0,479716000.0,16729000.0,,454202000.0,1548110000.0,150840000,150840000,200179000.0,-224562000.0,,1551000.0,-30740000.0,26261000.0,578877000.0,691524000.0,,1801392000.0,240775000.0,
2007-06-30,745000.0,40392000.0,,242973000.0,200179000.0,214431000.0,309714000.0,0.0,2355785000.0,0.0,-2314071000.0,,0.105,880744000.0,172789000.0,330023000.0,2241000.0,,27500000.0,-3297000.0,314583000.0,-4086000.0,,50655000.0,302021000.0,2359245000,,-264931000.0,-40982000.0,245214000,5001040000.0,2686969000.0,0.0,84630000.0,1488946000.0,,157234000.0,0.105,28401000.0,29211000.0,-107851000.0,-27390000.0,370786000,308690000.0,37090000.0,2264992000.0,2223418000.0,1467796000.0,119525000.0,215219000.0,4903923000.0,158343000,3436127000.0,307334000.0,-47902000.0,125572000.0,,2532108000.0,493547000.0,5687000.0,,459645000.0,1527118000.0,158343000,158343000,172789000.0,-291448000.0,,1356000.0,-77287000.0,24503000.0,657466000.0,718377000.0,,1899600000.0,250866000.0,
2007-09-30,738000.0,42043000.0,,246846000.0,172789000.0,508209000.0,296900000.0,0.0,2284117000.0,0.0,-2416142000.0,,,711023000.0,281261000.0,438694000.0,,,26555000.0,3133000.0,390836000.0,11837000.0,,54620000.0,291381000.0,2440935000,,-308215000.0,131084000.0,248033000,5306575000.0,2890433000.0,0.0,88343000.0,,,157433000.0,,40334000.0,-8979000.0,-325810000.0,108472000.0,378439000,886943000.0,-16834000.0,2189366000.0,2155566000.0,1696487000.0,422528000.0,215625000.0,5343878000.0,158503000,3647391000.0,336822000.0,-37637000.0,130406000.0,,3042509000.0,499290000.0,37516000.0,,756242000.0,,158503000,158503000,281261000.0,-319171000.0,,550121000.0,-31842000.0,38489000.0,691658000.0,756807000.0,,1684693000.0,287925000.0,
