date,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,quarterlyChangeInWorkingCapital,quarterlyPurchaseOfBusiness,quarterlyResearchAndDevelopment,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentDebt,quarterlyChangeInInventory
2018-03-31,,-7000000,-4000000,-66000000,,5828000000,1906000000,,,1428000000,,,1525531000.0,-99000000,,0.600529,,576000000,91000000,,4547000000,61000000,486000000,1458714000.0,89000000,-423000000,340000000,4327000000,,-297000000,2584000000,,-90000000,,,1114000000,,-478000000,,,,,,1156000000,,444000000,,,,3748000000,3748000000,,1106000000,876000000,6262000000,-375000000,4919000000,,,132000000,,88000000,,0.574226,,,-45000000.0,-387000000,,,,,,,,,
2018-06-30,,-2000000,-17000000,14000000,,6262000000,2165000000,,,1426000000,,,1525531000.0,-138000000,,-0.6019,,28000000,99000000,,-578000000,20000000,-16000000,1458714000.0,396000000,-64000000,365000000,-836000000,,-153000000,2768000000,,-119000000,,,1362000000,,-739000000,,,,,,1342000000,,1014000000,,,,-878000000,-878000000,,1353000000,-878000000,7280000000,-91000000,39000000,,,160000000,,98000000,,-0.6019,,,24000000.0,-272000000,,,,,,,,,
2018-09-30,,-1000000,-338000000,-14000000,,7280000000,2197000000,,,1434000000,,,1525531000.0,-325000000,,-0.675938,,1000000,101000000,0.0,-686000000,64000000,-50000000,1458714000.0,153000000,11000000,434000000,-978000000,,-410000000,2944000000,,-153000000,,,-313000000,,-763000000,,,,,,1510000000,,-827000000,,,,-986000000,-994000000,,1245000000,-986000000,6513000000,-73000000,-81000000,,,161000000,,131000000,,-0.675938,,,2000000.0,-563000000,,,,,,,,,
2018-12-31,179000000.0,0,80000000,27000000,0.0,6513000000,2412000000,150000000.0,-188000000.0,1359000000,,10333000000.0,,-37000000,-946000000.0,,1641000000.0,-322000000,99000000,,-897000000,25000000,-385000000,,252000000,0,366000000,-1201000000,-10334000000.0,-681000000,2974000000,,-196000000,5313000000.0,8658000000.0,2477000000,2587000000.0,-1053000000,23988000000.0,4535000000.0,15330000000.0,11000000.0,4211000000.0,1615000000,1811000000.0,1654000000,919000000.0,8342000000.0,11667000000.0,-887000000,-889000000,153000000.0,1529000000,1678000000,8209000000,-156000000,12000000,6406000000.0,6406000000.0,195000000,0.0,109000000,13655000000.0,,1787000000.0,82000000.0,25000000.0,-877000000,,,,,,,,,
2019-03-31,240000000.0,0,-210000000,0,0.0,8209000000,2452000000,151000000.0,-246000000.0,1418000000,1068000000.0,-8432000000.0,1676959021.0,-48000000,-1077000000.0,-0.603473,2648000000.0,19000000,45000000,,-628000000,11000000,4000000,1676959021.0,220000000,0,409000000,-991000000,-8868000000.0,-722000000,3099000000,125000000.0,-129000000,4714000000.0,7930000000.0,-46000000,2648000000.0,-1034000000,24390000000.0,6939000000.0,16460000000.0,369000000.0,3424000000.0,1681000000,3587000000.0,-561000000,1074000000.0,28108000000.0,11716000000.0,-1012000000,-1016000000,153000000.0,1463000000,-1012000000,7682000000,204000000,216000000,5745000000.0,5745000000.0,217000000,,146000000,32822000000.0,-0.603473,1865000000.0,78000000.0,,-851000000,,,,,,,,,
2019-06-30,256000000.0,0,-226000000,9000000,0.0,7682000000,6911000000,167000000.0,-167000000.0,1426000000,1065000000.0,15922000000.0,1110704000.0,-37000000,-1198000000.0,-4.72,2784000000.0,-2000000,16000000,,-4964000000,3941000000,-35000000,1110704000.0,572000000,-7000000,3064000000,-5238000000,-14104000000.0,-922000000,3166000000,192000000.0,-148000000,5570000000.0,14300000000.0,7075000000,2784000000.0,-5485000000,30980000000.0,4526000000.0,16680000000.0,359000000.0,4246000000.0,1740000000,1485000000.0,6008000000,1290000000.0,9488000000.0,11785000000.0,-5236000000,-5246000000,167000000.0,2860000000,-5236000000,13690000000,-154000000,334000000,11744000000.0,11744000000.0,151000000,,123000000,15058000000.0,-4.72,1866000000.0,78000000.0,,-1070000000,,,,,,,,,
2019-09-30,269000000.0,0,94000000,-32000000,0.0,13690000000,3059000000,126000000.0,-185000000.0,1953000000,1038000000.0,15062000000.0,1700213000.0,-55000000,-1293000000.0,-0.68,3075000000.0,3000000,8000000,-4000000.0,-955000000,401000000,-24000000,1700213000.0,-230000000,0,755000000,-1147000000,-15266000000.0,-878000000,3813000000,174000000.0,-129000000,5372000000.0,15153000000.0,1993000000,3075000000.0,-1106000000,32292000000.0,5711000000.0,17139000000.0,466000000.0,4026000000.0,1860000000,1428000000.0,951000000,1154000000.0,11178000000.0,11805000000.0,-1162000000,-1159000000,167000000.0,1704000000,-1162000000,14641000000,-129000000,-27000000,12650000000.0,12650000000.0,90000000,,102000000,16550000000.0,-0.68,2018000000.0,74000000.0,-137000000.0,-1007000000,,,,,,,,,
