date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyDilutedAverageShares,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses
1994-03-31,,,,,,-0.13135,,,,,,,,,,,,,,,,,,,,,,,,295046250.0,,,,,,349757785,,,,,,,,-0.13135,,,349757785,,349757785,,-38754325,,,,-38754325,-38754325,,,,,,,,,,,,,295046250.0,,,,,,,,
1994-06-30,,,,,,-0.10362,,,,,,,,,,,,,,,,,,,,,,,,257688825.0,,,,,,611372441,,,,,,,,-0.10362,,,611372441,,611372441,,-26701716,,,,-26701716,-26701716,,,,,,,,,,,,,257688825.0,,,,,,,,
1994-09-30,,,,,,-0.10731,,,,,,,,,,,,,,,,,,,,,,,,266465772.0,,,,,,618606524,,,,,,,,-0.10731,,,618606524,,618606524,,-28594442,,,,-28594442,-28594442,,,,,,,,,,,,,266465772.0,,,,,,,,
1994-12-31,,,386730257.0,,,,,2380137467.0,48113340.0,48113340.0,,,,,,,2066208444.0,,,,,,,,,,,654790293.0,,,,0.0,,,,-1260836577,,,1295553374.0,,654790293.0,,-274232010.0,,4655351381.0,,670570352,,-1260836577,4833076168.0,-73939418,6128629541.0,,5310141675.0,-73939418,-73939418,987796325.0,197082339.0,750736429.0,,,,,,,,,,,,283349698.0,,,,4174919344.0,,
1995-03-31,109136701.0,-55967539.0,383937316.0,,,-0.18937,1399188.0,2365188191.0,262767595.0,262767595.0,48132083.0,,-70938855.0,,105778648.0,,2007695537.0,-15530992.0,,19868476.0,14411641.0,,214495593.0,-5876592.0,,,-2658458.0,600671610.0,-32601091.0,302934609.0,,0.0,,,,172240100,-29522877.0,5176997.0,1238701553.0,-9654400.0,600671610.0,103959703.0,,-0.18937,4648523856.0,,613684063,,68280397,4756821044.0,-57366727,5995522597.0,-56527214.0,5249195467.0,-57366727,-57366727,708409122.0,148453897.0,677766895.0,251294249.0,0.0,,180355394.0,436266965.0,,,177417098.0,,302934609.0,,280817126.0,-18329369.0,,,4219252833.0,,
1995-06-30,154384520.0,-183065734.0,530259366.0,,,-0.55642,3019075.0,3262522300.0,5077535.0,5077535.0,0.0,,-171822226.0,,286537670.0,,2732125703.0,-7523763.0,,-199640673.0,31972330.0,,-275426017.0,-14159088.0,,,-4751999.0,797584740.0,-93513908.0,334432280.0,,0.0,,,,314868347,-42111541.0,,1017153836.0,-16419430.0,797584740.0,193007499.0,,-0.55642,6131878688.0,,930149581,,121860848,6524907369.0,-186084809,7542061205.0,-139849896.0,6929463428.0,-186084809,-186084809,623987924.0,170166049.0,513517222.0,63924634.0,0.0,,-107897592.0,653904213.0,,,276245368.0,,334432280.0,,382599149.0,-16193221.0,,,5579113490.0,,
1995-09-30,144217870.0,-35551382.0,521599141.0,,,-0.10102,-4427153.0,3264421787.0,-11939898.0,-11939898.0,0.0,,-190160840.0,,142607996.0,,2622082104.0,516521.0,,33139517.0,93004277.0,,-15538586.0,1387974.0,,,-7883345.0,831634022.0,19997478.0,308099673.0,,0.0,,,,236517306,-15835397.0,,934129327.0,-4111305.0,831634022.0,137564593.0,,-0.10102,5949691441.0,,903407566,,92299436,6408103032.0,-31124229,7342232358.0,-97156563.0,6781325463.0,-31124229,-31124229,555808962.0,142473840.0,466997585.0,48612617.0,0.0,,-141548223.0,666890260.0,,,236517306.0,,308099673.0,,362355782.0,14757177.0,,,5444861819.0,,
1995-12-31,18290676.0,4257803.0,1918598309.0,,,,-2584088.0,2622307063.0,58221980.0,58221980.0,0.0,,-166887187.0,,-1524156.0,,224570494.0,-2277692.0,-1570766294.0,134361068.0,67456584.0,,86559002.0,-154518370.0,4193073357.0,,-1341049.0,703436051.0,25124884.0,,,0.0,,,,-6884256,53382004.0,,1023588765.0,-1721055.0,703436051.0,-4207279.0,-587673848.0,,4744341423.0,,57448067,,-2676977,4765475866.0,6841891,5789064630.0,-99430603.0,5447777475.0,6841891,6841891,637305700.0,100899918.0,269975457.0,51630730.0,0.0,,-115256457.0,41834368.0,,,15613699.0,,,,266975729.0,7497598.0,,,4376465776.0,,
1996-03-31,109147750.0,-53010739.0,362783743.0,,,-0.12262,-15495447.0,2720266413.0,-9514748.0,-9514748.0,58175887.0,,-198450455.0,,112953650.0,,1907299171.0,-8699198.0,-2135109420.0,143808618.0,-29495718.0,,-67690635.0,-89982330.0,4855375833.0,,-14000272.0,611390512.0,-61981786.0,305947578.0,,0.0,,,,161750714,-23107244.0,5029224.0,816093516.0,-7068098.0,611390512.0,104118527.0,,-0.12262,4988582303.0,,687508495,,57632187,4990349327.0,-37515292,5806442844.0,-227946173.0,5599972815.0,-37515292,-37515292,504689411.0,123827647.0,135517195.0,16446921.0,0.0,,-182003534.0,520728558.0,,,166779937.0,,305947578.0,,254315618.0,2038875.0,,,4610439038.0,,
1996-06-30,109656301.0,-85106383.0,359792690.0,,,-0.20484,-17321331.0,2834833606.0,143344244.0,143344244.0,0.0,,-249994717.0,,119067103.0,,1999045281.0,-22670142.0,-2142389525.0,381559631.0,65911430.0,,152797018.0,,4977223131.0,,-19960448.0,629978178.0,14927776.0,311608021.0,,0.0,,,,172477218,-10580698.0,5455537.0,989225314.0,-6570745.0,629978178.0,104555777.0,,-0.20484,5249045281.0,,620567376,,67921441,5193671577.0,-63829787,6182896890.0,-184083287.0,5879023459.0,-67785052,-63829787,521685762.0,120567376.0,239225314.0,-44679327.0,0.0,,-294674044.0,442989634.0,,,177577742.0,,311608021.0,,246044735.0,-34097109.0,,,4882433170.0,,
1996-09-30,129748128.0,-195915588.0,1908509190.0,,,-0.43593,-47243022.0,2954799183.0,65078285.0,65078285.0,0.0,,-220853671.0,,116541865.0,,484002723.0,-2122831.0,-2138597686.0,24665788.0,83121388.0,,-78162884.0,,5093396869.0,,-49361268.0,757113683.0,37387570.0,341359193.0,,0.0,,-1509688.0,,179753198,-19409403.0,5309735.0,788155208.0,-7191654.0,757113683.0,124477500.0,,-0.43593,5230360789.0,,627910143,,55275698,5347311096.0,-148808713,6135466304.0,-137732283.0,5987474472.0,-148672566,-148808713,398230088.0,114635806.0,82913547.0,34903611.0,0.0,,-185950060.0,442886317.0,,,185023826.0,,341359193.0,,197277059.0,-134649421.0,,,4918447924.0,,
1996-12-31,124947625.0,32062898.0,1577086474.0,,,,36605679.0,2870220639.0,310675620.0,310675620.0,0.0,,-275747066.0,,122614318.0,,428943401.0,-11320766.0,-1856790462.0,-17349372.0,14627625.0,,245489008.0,,4727011101.0,,32616219.0,733452104.0,-21442235.0,,,0.0,,122234779.0,,169888499,52823260.0,3117930.0,1138001919.0,-6578027.0,733452104.0,121829695.0,-893380841.0,,5235302179.0,,665647520,,48058804,4876250514.0,-28367599,6014252433.0,-261119441.0,5968754283.0,-4542781,-28367599,531862410.0,91270385.0,45498150.0,523957820.0,0.0,,248210754.0,492641091.0,,,173006429.0,,,,221323832.0,106344327.0,,,4922707962.0,,
1997-03-31,126557740.0,-46662975.0,1577263916.0,,,-0.11742,-11215730.0,2934090280.0,209221822.0,209221822.0,310717253.0,,-167682083.0,,114095818.0,,430213237.0,-3461644.0,-1876073110.0,49709222.0,25200775.0,,-101495431.0,-830795.0,4810163390.0,,-13292717.0,663805040.0,-52063140.0,356408000.0,,0.0,,,,185821102,,4153974.0,1055524785.0,-6369427.0,663805040.0,122403766.0,-944475215.0,-0.11742,5329687067.0,,603849349,-1523124.0,63417336,4941567433.0,-35447245,5997092218.0,-142481308.0,5993492107.0,-35447245,-35447245,572556078.0,109526447.0,3600111.0,-7200221.0,209221822.0,,-176405428.0,413874273.0,273746885.0,,189975076.0,,356408000.0,,207837164.0,4153974.0,,,5012323456.0,,
1997-06-30,126708075.0,-12560387.0,1585645273.0,,,-0.02759,-9661836.0,3087232574.0,100069013.0,100069013.0,209221822.0,,-259095005.0,,115389924.0,,453968254.0,-955195.0,-1870117322.0,54776630.0,112273345.0,,-109132588.0,-13109854.0,4957349896.0,,-12104108.0,683781919.0,1545542.0,356408000.0,,0.0,,,,221005481,,4692892.0,939130435.0,-6467012.0,683781919.0,122040678.0,-951000690.0,-0.02759,5387853692.0,,674810214,,98964803,5126846101.0,-2898551,6065976536.0,-146821660.0,6071635611.0,-2898551,-2898551,555693582.0,106418220.0,-5659075.0,-18472656.0,0.0,,-276044537.0,449137336.0,,,225672878.0,,356408000.0,,195859213.0,4002761.0,,,5085576259.0,,
1997-09-30,128435299.0,-97362243.0,1593702527.0,,,-0.23507,-19196244.0,3262118492.0,379919901.0,379919901.0,0.0,,-281274286.0,,122496893.0,,455323850.0,-26103807.0,-1871150394.0,447371626.0,114286687.0,,279817357.0,-14232255.0,5133268886.0,,-21558015.0,749896423.0,17096800.0,356408000.0,,0.0,,,,210744372,,4971689.0,1235602817.0,-6359805.0,749896423.0,123460541.0,-1036044745.0,-0.23507,5887170280.0,,683192929,,87280762,5311144869.0,-78165999,6546747687.0,-166987599.0,6637066703.0,-78165999,-78165999,542742714.0,100400497.0,-90319017.0,-566593.0,379919901.0,,-281840879.0,467476868.0,312940202.0,,215716061.0,,356408000.0,,174423422.0,-62008010.0,,,5612346361.0,,
1997-12-31,152094631.0,-463544195.0,1563831308.0,,,,-40579304.0,3298927806.0,-11293781.0,-11293781.0,379919901.0,578127234.0,-271934330.0,,130464290.0,,743245175.0,-7220597.0,-2153681201.0,-118833890.0,11427184.0,,-391133584.0,,5452609007.0,,-42537655.0,845318084.0,-59502719.0,,,0.0,,,,196696815,,7347723.0,529664046.0,-6822341.0,845318084.0,144746909.0,-1458899214.0,,5807719800.0,,733608209,,51949906,5606004289.0,-448983476,6135668335.0,-260507146.0,6653037884.0,-422964891,-422964891,105360972.0,97069336.0,-517369550.0,-12073611.0,0.0,,-284007941.0,529563672.0,,,204044537.0,,,69478199.0,127233738.0,-384886851.0,,,5583416726.0,,
1998-03-31,139574468.0,-27517730.0,1557021277.0,,,-0.07822,-8652482.0,3313617021.0,24680851.0,24680851.0,-11347518.0,573617021.0,-134042553.0,,130780142.0,,388510638.0,-425532.0,-2136879433.0,32765957.0,32340426.0,,36028369.0,,5450496454.0,,-11773050.0,779290780.0,-32765957.0,333665188.0,,0.0,,,,192340425,,4964539.0,814468085.0,-7234043.0,779290780.0,134609929.0,-1473617021.0,-0.07822,5837872340.0,,677872340,,57730496,5259148936.0,-26099291,6073617021.0,-101702127.0,6617163121.0,-18865248,-18865248,481418440.0,121134751.0,-543546099.0,11914894.0,0.0,,-29078014.0,480567376.0,,,197304964.0,,333665188.0,,115460993.0,45531915.0,,,5601276596.0,,
1998-06-30,151403792.0,657210054.0,1537115978.0,,,1.55877,-6173747.0,3125091871.0,122592974.0,122592974.0,0.0,594443628.0,-169059020.0,,136851389.0,,554608262.0,131544.0,-2214464207.0,-448758901.0,70114373.0,,97883141.0,,5339556078.0,,-9100094.0,859767750.0,-30294458.0,356893287.0,,0.0,,,,231074527,,6173747.0,1255769513.0,-7465354.0,859767750.0,145119602.0,-897251213.0,1.83818,5500073497.0,,715860650,,85844481,5216816111.0,656034103,6472585624.0,-98944647.0,6359841247.0,663383801,663383801,833161840.0,109804498.0,112744377.0,-462010440.0,0.0,,476527669.0,478612377.0,,,237248273.0,,420866518.0,,111715420.0,708069969.0,,,5278553579.0,,
1998-09-30,142463657.0,-54322877.0,1534965570.0,,,-0.13736,-11935731.0,3133894415.0,-15608263.0,-15608263.0,0.0,618821729.0,-128727043.0,,130374904.0,,839632746.0,-12057.0,-2305279265.0,-106883873.0,108409776.0,-10952164.0,-138196131.0,,5439173680.0,,-14168937.0,860443764.0,11338915.0,364285498.0,,0.0,,,,220959069,,,910022953.0,-7641842.0,860443764.0,142611708.0,-981790360.0,-0.13736,5495179801.0,,700076511,,78347361,5508492731.0,-50038256,6418515685.0,-20317267.0,6355623565.0,-42387146,-42387146,637031369.0,103902065.0,62892119.0,57291.0,0.0,,-139722034.0,479265493.0,,,220811018.0,,364285498.0,,95638868.0,-2295333.0,,,5295638868.0,,
1998-12-31,147318204.0,50176592.0,1573839009.0,,,,17336159.0,3234674923.0,-1393189.0,-1393189.0,0.0,446439628.0,-226685316.0,,126757090.0,,1142105263.0,306045.0,-2467801858.0,-148949808.0,120249976.0,,14191742.0,-130507792.0,5702476781.0,,14608644.0,957739938.0,77882491.0,,,0.0,,,,210884947,-154800.0,,432817337.0,-7689721.0,957739938.0,147318204.0,-854179567.0,,5467182663.0,,745361486,,63566743,5950619195.0,25150713,6383436533.0,-106435340.0,6424922601.0,32840433,32840433,30959752.0,100773994.0,-41486068.0,409171382.0,0.0,,42891574.0,534476539.0,,,210884947.0,,,87461300.0,112383901.0,113212140.0,,,5254024768.0,,
1999-03-31,140679245.0,55698113.0,1526641509.0,,,0.09833,8754717.0,3275622642.0,-37886792.0,-37886792.0,-1358491.0,435320755.0,-163622642.0,,123924528.0,,1366792453.0,-1.0,-2406339623.0,63245283.0,14037736.0,,-36528302.0,,5681962265.0,,6641509.0,884075472.0,-92830189.0,361859721.0,,0.0,,2264151.0,,199094340,150945.0,,248452830.0,-5886792.0,884075472.0,140679245.0,-791849057.0,0.11346,5523320755.0,,709283019,,58415095,6169056604.0,41056604,6417509434.0,-149584906.0,6407396226.0,46943396,46943396,-1.0,116830189.0,10113208.0,-39698113.0,0.0,,-113811321.0,510188679.0,,,199094340.0,,417538940.0,,119094340.0,121358491.0,,,5287396226.0,,
1999-06-30,145350543.0,34027574.0,1528747433.0,,,0.0888,-6600176.0,3311528307.0,-27574069.0,-27574069.0,0.0,422997947.0,-177386452.0,,118216486.0,,1318861837.0,146672.0,-2338222353.0,34730663.0,99778632.0,,10274269.0,,5649750660.0,,-9134909.0,860369610.0,-11599262.0,362864844.0,,0.0,,962602.0,,229539455,-4275.0,,256380170.0,-5700184.0,860369610.0,145328382.0,-721765914.0,0.0962,5293927838.0,,754473453,,84188912,6159137577.0,34907598,6415517747.0,-77607820.0,6154297448.0,40627750,40627750,0.0,114843063.0,261220299.0,-14423330.0,-27574069.0,,-124088356.0,524933998.0,,,229539455.0,,393103581.0,,110002933.0,67908478.0,,,5069081842.0,,
1999-09-30,153191489.0,845341159.0,1466177550.0,,,1.734,68085106.0,3385033015.0,234336023.0,234336023.0,-27574069.0,423184153.0,-202938081.0,,110491563.0,,1007483492.0,-146672.0,-2339251651.0,-993940730.0,144437484.0,,262057408.0,,5724284666.0,,65442776.0,875862069.0,10078754.0,372152809.0,,0.0,,600881831.0,,237836834,-146669.0,,529273661.0,-6167976.0,875862069.0,153317391.0,55172414.0,2.07198,3901247248.0,,781804842,,84519443,5858694057.0,771093177,6387967718.0,-58500597.0,4777109317.0,777256053,777256053,0.0,110638297.0,1498312546.0,1312228560.0,234336023.0,,1111413984.0,544093910.0,,,237710932.0,,444690413.0,,175055026.0,840498899.0,,,3615553925.0,,
1999-12-31,168169195.0,-21227302.0,1469618056.0,,,,3207177.0,3539207176.0,13888889.0,13888889.0,234336023.0,581452546.0,-410045881.0,,88222997.0,,843894675.0,144677.0,-2909143519.0,8522654.0,107920917.0,,-220467727.0,,6448350695.0,,274004.0,899450231.0,-34700229.0,,,0.0,625723380.0,8304610.0,,227336852,,,518807870.0,-8286715.0,899450231.0,168169195.0,-33854167.0,,3844473379.0,,862148936,,59167657,5852719907.0,-26934157,6371527778.0,-302124964.0,4743923611.0,-24434479,-24434479,46151620.0,117332176.0,1478298611.0,71319966.0,13888889.0,,-336911298.0,634812084.0,,,227336852.0,,,96209491.0,132233796.0,4211609.0,,,3594907407.0,,
2000-03-31,165777874.0,32061766.0,1480919240.0,,,0.02178,12788169.0,3608880673.0,,,13936494.0,582717123.0,-217178483.0,28599391.0,87910686.0,,867197332.0,-1.0,-2915470494.0,371484703.0,67658402.0,,-42535885.0,,6524351167.0,,10156590.0,830113093.0,-51644193.0,406770000.0,,0.0,627084240.0,8374656.0,,207872988,-1450.0,,801922575.0,-8251414.0,858712484.0,165777874.0,-22905611.0,0.02178,4254171379.0,,807716398,,42095114,5956997245.0,11022184,6758919820.0,-149520081.0,5112883863.0,19273597,19273597,486064956.0,138692185.0,1501919675.0,-360156590.0,-28599391.0,,-481680441.0,599843410.0,,,207872988.0,,492998000.0,,138770480.0,72712774.0,,,3976708714.0,,
2000-06-30,182930295.0,-25805831.0,1476501406.0,,,-0.05186,-12221400.0,3704028415.0,,,-28599391.0,594790588.0,-252350894.0,26634601.0,95125055.0,,922400474.0,2.0,-2975876868.0,191334596.0,117579129.0,,1963146.0,,6679905283.0,,-15260926.0,817118544.0,-29419889.0,407150000.0,,1480.0,640076957.0,4036177.0,,243155246,,6856593.0,815933106.0,-8248512.0,843754625.0,176073539.0,-28943318.0,-0.05186,4443782744.0,,871648661,,67081545,6102930295.0,-21833654,6918863401.0,-134771765.0,5287537369.0,-13584431,-13584431,476156578.0,128065710.0,1487803759.0,-58916963.0,-26634601.0,,-306949128.0,621636821.0,,,250011840.0,,492648000.0,,120210152.0,1645701.0,,,4195506882.0,,
2000-09-30,192762248.0,212207695.0,1480652239.0,,,0.3235,55344154.0,3869980463.0,363833784.0,363833784.0,-26634601.0,5500451.0,-333755865.0,,87838894.0,,964887286.0,-1.0,-3021941689.0,350473457.0,408483539.0,,390469042.0,,6891922152.0,,53479749.0,923331830.0,29773129.0,407360000.0,,0.0,1201699729.0,528752.0,,243207198,,6176736.0,1250180343.0,-8250600.0,923331830.0,186587120.0,103901413.0,0.35359,3929643823.0,,877721671,,56620078,6315519988.0,148612864,7565700331.0,74727674.0,4852975654.0,156863541,156863541,500243463.0,110211903.0,2569930869.0,-54419083.0,363833784.0,,-368487954.0,628339345.0,,,249382326.0,,494436000.0,,166068530.0,242702134.0,,,3653363390.0,,
2000-12-31,178034130.0,-29557361.0,1573923215.0,,,,-8448223.0,4047329034.0,299151170.0,299151170.0,363833784.0,1528146371.0,-409448711.0,,88736916.0,,1313089383.0,-3152370.0,-3367249550.0,287040177.0,161977790.0,,-64681846.0,,7414578584.0,,-15848418.0,1127996401.0,36209969.0,,,0.0,637825435.0,926406546.0,,223491412,,,931954109.0,-18449834.0,1127996401.0,202339811.0,-63041392.0,,4207690462.0,,947159685,,21151601,6934341632.0,-39558971,7866295741.0,-247470921.0,5335686862.0,-21109138,-21109138,67212057.0,104469106.0,2416177265.0,212217890.0,299151170.0,,-513699814.0,747973954.0,,,199185731.0,,,64037193.0,145559388.0,9665743.0,,,3957661968.0,,
2001-03-31,218658364.0,-97163803.0,2165582532.0,,,-0.2913,6771244.0,4223562983.0,175399653.0,175399653.0,299150244.0,1153693836.0,-316826423.0,,98639445.0,,1570080403.0,155716537.0,-3539779284.0,539968469.0,61586000.0,,-123750591.0,,7763342267.0,,3518840.0,1271335330.0,-37280467.0,413544000.0,,0.0,1192938673.0,6908403.0,,204676021,-1.0,,629687845.0,-8264228.0,1271335330.0,218658364.0,-181392086.0,-0.2913,4740868674.0,,886495349,,-13982343,7959225918.0,-112199275,8588913763.0,-255240423.0,6012204004.0,-103935047,-103935047,0.0,121336907.0,2485215198.0,-397546903.0,175399653.0,,-725305061.0,681819328.0,454288192.0,,204676021.0,,430802000.0,,142437332.0,-7482264.0,,,4477094435.0,,
