date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyDilutedAverageShares,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses
2001-06-30,226083207.0,-88639939.0,1973665658.0,,,-0.28091,7670197.0,4398582451.0,174777610.0,174777610.0,175399653.0,1563228442.0,-370417147.0,,103417549.0,,514467473.0,11584522.0,-3396795764.0,299738036.0,112238508.0,,-623085.0,,7795378215.0,,4258770.0,920081694.0,-31960078.0,415620000.0,,0.0,803688351.0,4226241.0,,249301059,,,1673261725.0,-8250144.0,920081694.0,226082937.0,-292393343.0,-0.28091,4972034796.0,,951517398,,23217852,6886715582.0,-104559758,8559977307.0,-258178639.0,5892116490.0,-96310136,-96310136,1084868381.0,91881997.0,2396655068.0,-39053703.0,174777610.0,,-412601142.0,702216339.0,413615734.0,,249301059.0,,430584000.0,,133804841.0,-30571861.0,,,4746347958.0,,
2001-09-30,223613697.0,-68811741.0,396823418.0,,,-0.18522,2766293.0,4530902635.0,648971122.0,648971122.0,174777610.0,2802868865.0,-328402635.0,,108390406.0,,1078047973.0,-26209060.0,-3543130819.0,583108707.0,199950149.0,,474193780.0,,8074033454.0,,-1353435.0,1017885435.0,53173005.0,418928846.0,,0.0,-874803535.0,1286060.0,,257270002,,,1659872179.0,-8249712.0,1017885435.0,223112573.0,-365305350.0,-0.18522,5609278839.0,,951783178,,34156541,7568319394.0,-66067540,9228191573.0,-128452486.0,6627164274.0,-57817579,-57817579,576908632.0,92172953.0,2343583715.0,380296361.0,648971122.0,1562545368.0,-308863562.0,694012940.0,433992425.0,,257770238.0,,418928846.0,,120683289.0,4921887.0,,,5396422597.0,,
2001-12-31,310115788.0,-91555672.0,2109934734.0,,,,25841526.0,4717731614.0,17201528.0,17201528.0,648971122.0,678806113.0,-405100373.0,,119863827.0,,1434485833.0,-893017.0,-4131763770.0,-112369494.0,45174722.0,,-631770120.0,,8849495384.0,,21563727.0,1098716969.0,-35454268.0,,,0.0,1963699459.0,252006230.0,,183720257,3169.0,,698556192.0,-8249288.0,1098716969.0,253063031.0,-548139128.0,,5220993314.0,,1122858771,,-69342774,8262152181.0,-202256531,8960708373.0,-359925651.0,6319710283.0,-176227874,-176227874,-1.0,93447947.0,2416174785.0,-340520015.0,17201528.0,,-564575348.0,882085757.0,495353391.0,,240773014.0,,,125773639.0,137188793.0,-49253786.0,,,4990356574.0,,
2002-03-31,223526131.0,-105364882.0,,,,-0.26534,10366475.0,4739518802.0,593199490.0,593199490.0,17200446.0,1719150733.0,-242042703.0,,108634481.0,,1499917145.0,-13857552.0,-4131762269.0,755337795.0,65454111.0,,575999044.0,,8871281071.0,,6166348.0,986147228.0,-60543340.0,420746000.0,,0.0,1031526450.0,3717336.0,,251376673,3187.0,,1023570746.0,-8250478.0,986147228.0,235860421.0,-767391651.0,-0.26534,6006375080.0,,994765774,-4224028.0,15516252,8437327916.0,-102629063,9460898662.0,-176588592.0,6992522308.0,-97563735,-97563735,1594.0,102415551.0,2312778840.0,0.0,593199490.0,2197891969.0,-244792862.0,755723391.0,430369662.0,,239042383.0,,420746000.0,,137189293.0,90822.0,,,5766770236.0,,
2002-06-30,247228368.0,-293835430.0,,,,-0.48175,-105364449.0,4839198363.0,673841491.0,673841491.0,593199490.0,1716549477.0,-324656797.0,,118034551.0,,1225591756.0,105089558.0,-4131762388.0,313842384.0,226370408.0,,80641356.0,,8970960751.0,,-109469879.0,1013535384.0,51955675.0,424946000.0,,0.0,1043650553.0,610592.0,,288347793,-1672.0,,1109868162.0,-8248992.0,1013535384.0,247227926.0,-967390514.0,-0.48175,6177619336.0,,1082062434,,41119867,8359949992.0,-193859676,9469818154.0,-98286389.0,7191154720.0,-188795272,-188795272,0.0,108042128.0,2122742840.0,-136207855.0,673841491.0,2295159873.0,-459569920.0,793714199.0,436026671.0,,288348235.0,,424946000.0,,20677375.0,-216922261.0,,,6048899833.0,,
2002-09-30,246533333.0,-117568254.0,2295649206.0,,,-0.33976,-11563492.0,4904965079.0,546763492.0,546763492.0,673841491.0,576000000.0,-305359230.0,,133106349.0,,1280749207.0,-116789149.0,-4131763492.0,-16507163.0,220743735.0,,-127076908.0,,9036728571.0,,-13761548.0,1112403175.0,47401951.0,429206000.0,,0.0,912606349.0,745088.0,,310764034,-3103.0,,995907937.0,-8251324.0,1112403175.0,246533875.0,-1107593651.0,-0.33976,7503811111.0,,1109731746,,64230159,8481363492.0,-108014286,9477271429.0,-84615495.0,8616214286.0,-99763492,-99763492,1.0,1447885714.0,711376190.0,37008709.0,546763492.0,,-331314996.0,798968254.0,449144444.0,,310763492.0,,429206000.0,,2622222.0,-48690476.0,,,6053303175.0,,
2002-12-31,257687491.0,754070741.0,2315733396.0,,,,31832601.0,5051998741.0,26883853.0,26883853.0,546763492.0,370000000.0,-389924273.0,,131501731.0,,465398175.0,-1093670116.0,-4886877557.0,-1688746356.0,255980692.0,,-519879828.0,,9938876298.0,,29938859.0,1140577589.0,87301547.0,,,0.0,1123262512.0,655659.0,,297608400,3162.0,,691372364.0,-8248891.0,1140577589.0,251835128.0,-415588606.0,,5847354422.0,,1136485009,13135037.0,45773272,7833130312.0,672110019,8524502675.0,-133943581.0,6987932011.0,698152426,698152426,0.0,132167139.0,1404035253.0,1280354094.0,26883853.0,,912885836.0,833024246.0,512126220.0,,303460763.0,,,99990557.0,27716399.0,792717704.0,,,5687470884.0,,
2003-03-31,248319377.0,30866755.0,2313450859.0,,,0.03004,7132364.0,5004389599.0,4054650.0,4054650.0,26884090.0,372327016.0,-188949611.0,,123546349.0,,670061702.0,1470.0,-4886876745.0,148259145.0,20677244.0,,-22829440.0,,9891266344.0,,3184957.0,943647716.0,-167865433.0,433190000.0,,0.0,1147233730.0,1710004.0,,309272808,1469.0,,458347290.0,-8250331.0,943647716.0,248319377.0,-396904657.0,0.03004,5894295578.0,,1123149699,-2816219.0,60953431,7987902160.0,23734391,8446249449.0,-168272367.0,6837943293.0,23734391,23734391,-1469.0,139018657.0,1459610695.0,1.0,4054650.0,,-191765829.0,813876891.0,454294109.0,,309272808.0,,440186000.0,,27715587.0,109620978.0,,,5727561334.0,,
2003-06-30,256427124.0,57432122.0,2310992841.0,,,0.09053,3371606.0,4981017155.0,350410644.0,350410644.0,4054650.0,576000270.0,-222312040.0,,128010266.0,,666849926.0,-6223271.0,-4886876942.0,383522565.0,215934940.0,,346356389.0,,9867894097.0,,238.0,942979873.0,-28174010.0,438231718.0,,0.0,1166304201.0,242327548.0,,370206895,-118.0,,832693503.0,-8249737.0,1055295151.0,256427347.0,-362704309.0,0.09053,5826225854.0,,1183651222,-30789076.0,113779548,7958859922.0,54060516,8791553424.0,-6377100.0,6881521005.0,54060516,54060516,1.0,20536269.0,1736140754.0,-1.0,350410644.0,,-253101117.0,813444550.0,482282858.0,,370206672.0,,438231718.0,,27715791.0,96859381.0,,112315278.0,5777973794.0,,
2003-09-30,261665316.0,-14403025.0,2311065640.0,,,-0.06494,3038898.0,4975264722.0,21273636.0,21273636.0,350410644.0,575999460.0,-244722952.0,,121943544.0,,644675851.0,2190.0,-4886877364.0,-447288193.0,367875931.0,,-329137430.0,,9862142086.0,,-430.0,1061658563.0,90274991.0,464442000.0,,0.0,1168506213.0,4008099.0,,400106700,,,550097245.0,-19857306.0,1169983793.0,261666026.0,-388388709.0,-0.06494,5403911399.0,,1218282010,-20699135.0,138440033,7931006213.0,-17447326,8481103458.0,123152979.0,6573895191.0,-17441923,-17441923,0.0,19881145.0,1714461102.0,0.0,21273636.0,,-249726517.0,818176661.0,528823609.0,,400105349.0,,464442000.0,,27716099.0,-12044841.0,,108325230.0,5356314155.0,,
2003-12-31,3166365815.0,90863153.0,2291854953.0,,,,-36401173.0,5039304393.0,,,21273636.0,370000000.0,-307757507.0,10288548.0,115364319.0,,424691485.0,-922.0,-5703565632.0,-4619757.0,249439490.0,5009055.0,-31562004.0,,10742870025.0,,-27716518.0,1072666495.0,-25056107.0,,,0.0,1376524539.0,3965170.0,,369310687,,,709644467.0,-8249093.0,1180532011.0,273850035.0,-339435785.0,,5324241916.0,,1322280745,26368065.0,95460652,7755850831.0,19010035,8465495298.0,-58318017.0,6504773927.0,68839748,68839748,0.0,19225814.0,1767379879.0,0.0,-10288548.0,,-276380387.0,-1939545722.0,550829576.0,,3261826467.0,,,101003478.0,,50557475.0,,97576968.0,5305016102.0,,
2004-03-31,968049580.0,-63336831.0,2309198583.0,,,-0.16533,1453305.0,5037872508.0,76470357.0,76470357.0,-10288562.0,370000000.0,-239286464.0,393060073.0,124143494.0,,435270200.0,39745541.0,-5703566369.0,189685205.0,203647692.0,,86757608.0,,10741438877.0,,,845221668.0,-57692812.0,467972000.0,,1.0,1396382476.0,10578437.0,,381857293,,721959601.0,824252361.0,-19926548.0,1342871196.0,246089979.0,-419501574.0,-0.16533,5355552204.0,,1264749475,,135767314,7782341291.0,-78185992,8606593652.0,-35638772.0,6698423400.0,-64790136,-64790136,199341553.0,521378542.0,1708770986.0,-8401102.0,76470357.0,,-306575289.0,160932581.0,548440451.0,,1103816894.0,,467972000.0,,,-75383001.0,,104589454.0,4834173662.0,,
2004-06-30,963705137.0,34645764.0,2308114743.0,,,-0.01507,3554370.0,5016442962.0,203738492.0,203738492.0,76470357.0,370000000.0,-226045090.0,392656438.0,118840560.0,,464410941.0,-378.0,-5703566378.0,117663694.0,254999406.0,,127267742.0,,10720009340.0,,,837745163.0,-74120397.0,472800000.0,,31693129.0,1632124083.0,250013958.0,,445789193,,713175450.0,972120080.0,-8250904.0,1369886591.0,250527766.0,-433998666.0,-0.01507,5213922615.0,,1343495664,,195260841,7788968646.0,5495664,8761088726.0,28954316.0,6583809206.0,5495664,5495664,202755170.0,425611741.0,1946787191.0,8399768.0,203738492.0,,-245395358.0,184529686.0,565626418.0,,1158965978.0,,472800000.0,,,-41774516.0,,107791861.0,4788310874.0,,
2004-09-30,1012839864.0,113434547.0,2417210533.0,,,0.09543,3371551.0,5007141237.0,216968628.0,216968628.0,203738492.0,370000000.0,-202748325.0,371668137.0,116358826.0,,306935870.0,-58415945.0,-5703565579.0,-123211316.0,356727729.0,1495237.0,13230540.0,,10710706816.0,,,937118559.0,11478070.0,489902000.0,,41763890.0,1637740960.0,3322182.0,,455975809,,756982487.0,1047808996.0,3427546.0,1457166436.0,255856742.0,-380666499.0,0.10045,5033580698.0,,1433687791,,200118432,7731287640.0,48074839,8779096636.0,153979404.0,6490747134.0,61583722,61583722,231162908.0,560607282.0,2006237873.0,-15658235.0,216968628.0,,-220285873.0,220729495.0,599677460.0,,1212958296.0,,497968000.0,,,29676200.0,,106615850.0,4472973416.0,,
2004-12-31,1224210081.0,-14511117.0,6244376050.0,,,,-4931157.0,5486837053.0,243993281.0,243993281.0,216968628.0,575999520.0,-386857726.0,618236141.0,162729853.0,,363078954.0,-53585038.0,-6431840653.0,2879136955.0,460553899.0,48757.0,27025367.0,,11918677706.0,,,1428296136.0,58244906.0,,,58856492.0,2288669306.0,38316045.0,,450519853,,884133571.0,1178446124.0,-31671980.0,2258111351.0,340076509.0,-416731461.0,,8138582913.0,,1566317880,,110443344,12094292057.0,-26074789,13272738181.0,73696173.0,10396694264.0,-15507421,-15507421,17640988.0,706431485.0,2876043916.0,-89630807.0,243993281.0,,-3312665486.0,231664455.0,673935685.0,,1334653425.0,,,154588433.0,,37775392.0,,152722582.0,7432151428.0,,
2005-03-31,1209054414.0,-42512696.0,6168619105.0,,,-0.08505,3513906.0,5532222491.0,90900846.0,90900846.0,243992745.0,188000000.0,-260419589.0,343679565.0,184766626.0,,352257558.0,-68632407.0,-6431841596.0,-27096735.0,191234583.0,9483676.0,-153091898.0,,11964064087.0,,,1203325272.0,-129177751.0,551486000.0,,0.0,2318418380.0,26112455.0,,475223699,,867422007.0,968765417.0,-12313180.0,1714800484.0,338281741.0,-565477630.0,-0.08505,8936136638.0,,1582414752,,133591293,12053099154.0,-46026602,13021864571.0,-69185006.0,10650937122.0,-46026602,-46026602,288295043.0,659567110.0,2370927449.0,-35671100.0,90900846.0,,-317228537.0,239769045.0,589569528.0,,1342645707.0,,551486000.0,,,8662636.0,,167795647.0,8276569528.0,,
2005-06-30,1294465447.0,22942187.0,6028739413.0,,,0.04287,3747392.0,5630364551.0,107358537.0,107358537.0,90900846.0,188000491.0,-344736910.0,510488523.0,180325273.0,,348550387.0,-2403557.0,-6431841169.0,106879477.0,317600571.0,2719589.0,16456327.0,,12062205720.0,,,1157102001.0,-96588789.0,554492000.0,,0.0,2358264392.0,37128002.0,,565453542,,924008838.0,1083144716.0,672.0,1824359887.0,355395686.0,-560177980.0,0.04287,8847329078.0,,1732511354,,206707991,12007654351.0,19193568,13090799067.0,-27136339.0,10671688965.0,19193568,19193568,295025163.0,576140911.0,2419110102.0,-57894631.0,107358537.0,,-408024931.0,231337916.0,680761016.0,,1501173438.0,,567348000.0,,,-15150362.0,,156769363.0,8271188167.0,,
2005-09-30,1431092915.0,51490128.0,6148399535.0,,,0.07994,2602787.0,6099097561.0,102347271.0,102347271.0,107358537.0,188000000.0,-318656509.0,260819977.0,178792102.0,,368600465.0,468286835.0,-6528946574.0,-176670082.0,409926751.0,-13.0,-5010190.0,,12628044135.0,,,1394974448.0,-27117316.0,583054000.0,,1161.0,2954283391.0,20025513.0,,607322881,,1054109175.0,1202842044.0,-13896551.0,1813074332.0,372263340.0,-511292683.0,0.08494,8913818815.0,,2047067364,,230339141,12616097561.0,48887340,13818939605.0,91270242.0,10726893148.0,48887340,48887340,262713124.0,57119628.0,3092046458.0,82492560.0,102347271.0,,-238268019.0,385635308.0,837781649.0,,1661432056.0,,598108000.0,,,-56911.0,,157278746.0,8856699187.0,,
2005-12-31,1601417528.0,-74421316.0,2627465985.0,,,,-7710371.0,6151525759.0,,,102347271.0,0.0,-467866257.0,286139086.0,166196384.0,,588695197.0,-470824543.0,-7525482033.0,-42916126.0,308644770.0,,-206228410.0,,13677007792.0,,,1411045470.0,-71123587.0,,,118060240.0,,17081745.0,,491407581,,1200768503.0,1301696709.0,198.0,1991510641.0,412070630.0,-601547854.0,,8315163391.0,,2120161869,,79336951,12532592162.0,-66710944,13834288871.0,-159221487.0,10306674032.0,-66710944,-66710944,297845099.0,861751366.0,3527614839.0,13250168.0,-103880684.0,3035786719.0,-471955894.0,439407390.0,890701244.0,,1680754479.0,,,,,12436956.0,,176265845.0,7453412025.0,,
2006-03-31,1543066324.0,49731434.0,2520741476.0,,,0.02498,34913592.0,6245323447.0,,,-103881364.0,0.0,-340056049.0,677408921.0,161575199.0,,709460532.0,-1168.0,-7525482251.0,-81839094.0,538819477.0,,61440915.0,,13770805698.0,,32170715.0,1371356843.0,78679355.0,628556000.0,,13923400.0,,13699206.0,,596291453,1168.0,1145934143.0,1281061420.0,-23542737.0,2285511443.0,382761560.0,-586730500.0,0.02498,7893666511.0,,2031751518,,210178655,12464010976.0,14816674,13745072396.0,198763428.0,10179177954.0,14816674,14816674,459234003.0,859532929.0,3565894442.0,-55483419.0,-42440448.0,2988485521.0,-395539468.0,278506539.0,821827417.0,,1753244979.0,,640968000.0,,,-9892574.0,,222822279.0,7034133582.0,,
2006-06-30,1623466815.0,209540435.0,2328982710.0,,,0.4337,-68001115.0,6358903514.0,,,-42440448.0,0.0,-402733689.0,474279978.0,154693809.0,,390804239.0,-10285502.0,-7525482432.0,-60970722.0,477937913.0,,-12774992.0,,13884385946.0,,-65747960.0,1367809258.0,-150551078.0,630526000.0,,75460123.0,,26083281.0,,742484105,60941386.0,1225985499.0,1521790296.0,71.0,2136172895.0,392433086.0,-332858896.0,0.43868,7948112660.0,,2236274400,,347721138,12411368656.0,277541550,13933158951.0,75204224.0,10084285555.0,277541550,277541550,343199108.0,1087489124.0,3848873397.0,-28113903.0,-55214724.0,2780098160.0,-429741067.0,265086447.0,943840491.0,,1971187953.0,,640664000.0,,,13795873.0,,218623536.0,6860623536.0,,
2006-09-30,1694808316.0,230140829.0,2242086733.0,,,0.23956,76179725.0,6470809210.0,,,-55214724.0,0.0,-442969734.0,451687717.0,152785291.0,,387974740.0,541.0,-7525482285.0,-309286976.0,730099657.0,-9.0,26128980.0,,13996291495.0,,74865945.0,1510355426.0,63720387.0,633314000.0,,48649827.0,,23326935.0,,836925618,-28713873.0,1286635744.0,1640216832.0,-23668690.0,2225010618.0,461217559.0,-178897955.0,0.24455,7654247234.0,,2347262770,,375708059,12275193920.0,153961104,13915410752.0,287129923.0,9879257852.0,153961104,153961104,306425617.0,1080229127.0,4036152900.0,66483205.0,-29085727.0,2778981782.0,-394684817.0,276746395.0,1021533475.0,,2070516375.0,,643916000.0,,,7218062.0,,214317648.0,6574018107.0,,
2006-12-31,1720239298.0,188587907.0,2152000000.0,,,,12906226.0,6732000000.0,,,-29085727.0,,-558240528.0,470000000.0,150945568.0,,152000000.0,-9713871.0,,-278903208.0,714142953.0,,10205097.0,,,,19711300.0,,83151336.0,,,7000000.0,,10890578.0,,750762714,41771319.0,1330444059.0,1734000000.0,211356.0,2496000000.0,347587795.0,,,7409000000.0,,2222711076,,366811557,12371000000.0,175681681,14105000000.0,155902425.0,9905000000.0,175681681,175681681,270000000.0,103000000.0,4200000000.0,120114117.0,-19000000.0,2779000000.0,-425034648.0,135660221.0,1077000000.0,,2087050855.0,,,,,-22122164.0,139000000.0,227000000.0,6537000000.0,,
2007-03-31,1682426199.0,255996310.0,2107933579.0,,,0.26012,86485240.0,6815036900.0,,,-18450185.0,0.0,-495848708.0,711485240.0,148754613.0,,672278598.0,1.0,-8671586716.0,59963100.0,415129151.0,,-57656827.0,,15486623616.0,,86485240.0,1381457565.0,-267527675.0,637000000.0,,10378229.0,-91097786.0,13837638.0,,814114392,19603320.0,1282287823.0,1585562731.0,-25369004.0,2353551661.0,416282288.0,115313653.0,0.27012,7789437269.0,,2298201107,,397832104,12836715867.0,169511070,14422278598.0,-80719557.0,10142988930.0,169511070,169511070,370156827.0,1427583025.0,4279289668.0,5765683.0,-77260148.0,2797509225.0,-532749077.0,217942804.0,945571956.0,,2080258303.0,,648000000.0,,,6918819.0,,250230627.0,6361854244.0,,
2007-06-30,2229543039.0,-143464400.0,2082890542.0,,,-0.09009,-87141339.0,6888416578.0,,,-77260148.0,0.0,-302238433.0,1062699.0,151965994.0,,718384698.0,-40382573.0,-8671625930.0,-30207521.0,589121646.0,,45967135.0,,15560042508.0,,-87547939.0,1959617428.0,-197934599.0,639000000.0,,30818279.0,-20191286.0,11667144.0,,465758095,507495511.0,1831030818.0,2093517535.0,-25640560.0,2218916047.0,417936628.0,-21253985.0,-0.09009,8408076514.0,,2527098831,,47821467,12712008502.0,-56323061,14805526036.0,286883213.0,10626992561.0,-56323061,-56323061,360255048.0,163655685.0,4178533475.0,-124788000.0,-30818278.0,2797024442.0,-512946991.0,249734325.0,1162592986.0,,2277364506.0,,639000000.0,,,-39319873.0,,227417641.0,8244420829.0,,
2007-09-30,1767862467.0,435257875.0,2010334891.0,,,0.41998,165954487.0,6960151048.0,,,-30818278.0,0.0,-415268717.0,993739.0,140117261.0,,710523701.0,2620474.0,-8672364106.0,-584262187.0,982234347.0,,-46940935.0,,15632515154.0,,165029707.0,2022259763.0,107716075.0,634974300.0,,184835537.0,-44718275.0,332443.0,,1007180269,-63022511.0,1372354169.0,2066978038.0,-80164042.0,2418761801.0,412924083.0,167941966.0,0.41998,7800854616.0,,2610553513,,594256186,12498260956.0,269303389,14565238994.0,566965630.0,10219616417.0,269303389,269303389,329921494.0,183841797.0,4345622578.0,-28051121.0,-77511676.0,2789426612.0,-443919355.0,248434860.0,1159693928.0,,2362118653.0,,634974300.0,,,-18881049.0,,210672762.0,7617012819.0,,
2007-12-31,1949143377.0,338336945.0,2157115900.0,,,,84319221.0,7288707915.0,,,-77511676.0,0.0,-649788446.0,61575132.0,137784554.0,,709107161.0,-60559484.0,-9137948158.0,125466981.0,838025731.0,,16918441.0,,16426656073.0,,86306108.0,2260403218.0,47884246.0,,,194656867.0,49657364.0,977752.0,,935174742,2702903.0,1541672210.0,2143211838.0,-79373618.0,2742079650.0,442200531.0,341642666.0,,7959082332.0,,2686998022,,492974211,13182043897.0,254017724,15325255735.0,188237285.0,10701161982.0,254017724,254017724,60581983.0,1822425266.0,4624093753.0,109333841.0,-60581984.0,3027112921.0,-948561159.0,244880434.0,1245406694.0,,2442117589.0,,,142020062.0,104280465.0,-16852712.0,,225444433.0,6032376601.0,,
2008-03-31,1719987655.0,514350375.0,2029626581.0,,,0.53861,169735624.0,7242053287.0,,,-60693344.0,0.0,-356959161.0,67894250.0,137845901.0,,678942496.0,0.0,-9137948771.0,-244830779.0,698487810.0,,-6172205.0,,16380002058.0,,167678222.0,1919555601.0,-169735624.0,639000000.0,,161506018.0,-55549841.0,,,1134656928,-112128381.0,1280732435.0,1912354696.0,-80238659.0,2400987553.0,474231046.0,526694784.0,0.53861,7785207283.0,,2608785104,,660425882,12980146076.0,343586051,14892500772.0,341528649.0,10186194836.0,343586051,343586051,384734081.0,1662380414.0,4706305936.0,-95669170.0,-66865549.0,3029523712.0,-459829236.0,228371567.0,1130542125.0,,2380413537.0,,639000000.0,,89496965.0,-8229606.0,,252031684.0,6033329904.0,,
2008-06-30,1998778751.0,453897822.0,1981477712.0,,,0.47,152656218.0,7423163037.0,,,-66865549.0,0.0,-523358364.0,45796865.0,133319764.0,,673722776.0,-37655200.0,-9138001221.0,-233492038.0,878959778.0,,22455535.0,,16561164258.0,,153917544.0,1997761042.0,-74514325.0,639000000.0,,173010381.0,-94646855.0,,,1034012389,49030477.0,1579483004.0,2026256870.0,-159940458.0,2464889070.0,454936469.0,665581111.0,0.47,8003256666.0,,2802768166,,579075920,13216975371.0,301241604,15243232241.0,355601414.0,10468145736.0,301241604,301241604,375534298.0,1774882964.0,4775086505.0,39695223.0,-44779157.0,3138611846.0,-623012205.0,224913495.0,1193771626.0,,2577854671.0,,639000000.0,,270710360.0,8141665.0,,248320782.0,5957663342.0,,
2008-09-30,1882052373.0,508835427.0,1907600596.0,,,0.78,13838620.0,7515435384.0,,,-44779157.0,0.0,-1472247942.0,38322333.0,146902278.0,,1840536513.0,-512028956.0,-9137747498.0,686966632.0,889020370.0,,8200383.0,,16653182882.0,,13724651.0,2020438578.0,-6974237.0,637000000.0,,120289547.0,64935065.0,93602.0,,1086863957,20517534.0,1453055142.0,2096018735.0,-160076365.0,2404726421.0,355695163.0,999574196.0,0.78,8959974452.0,,2981690441,,657866725,14444326166.0,494996806,16540344901.0,-583227572.0,11364700873.0,494996806,494996806,339578454.0,1218863104.0,5175644028.0,-52605998.0,-37257824.0,3180753673.0,-1568851129.0,441771343.0,1318926975.0,,2539919098.0,,637000000.0,,232063019.0,-2129019.0,,225675963.0,7509048329.0,,
2008-12-31,1472878646.0,-50474345.0,2792000000.0,,,,86550564.0,7898000000.0,,,-37257824.0,0.0,-826434533.0,20000000.0,156647860.0,,97000000.0,138028956.0,-10554000000.0,-136643815.0,840532042.0,,17516287.0,,18452000000.0,,85679583.0,2412000000.0,36224186.0,,,45000000.0,-95000000.0,,,1313855440,45580370.0,1589608473.0,2291000000.0,-158744518.0,2716000000.0,621137322.0,702000000.0,,9650000000.0,,2941344475,,1060718118,14802000000.0,-138089419,17093000000.0,14097509.0,12366000000.0,-138089419,-138089419,75000000.0,133000000.0,4727000000.0,141579945.0,-19000000.0,3024000000.0,-685307430.0,407747711.0,1403000000.0,,2533596764.0,,,256000000.0,344000000.0,-366935491.0,343000000.0,239000000.0,8506000000.0,,
2009-03-31,1795000000.0,469000000.0,2706000000.0,0.0,-435000000.0,0.49,160000000.0,7883000000.0,31000000.0,0.0,-19000000.0,,-403000000.0,130000000.0,152000000.0,246000000.0,248000000.0,0.0,,-229000000.0,693000000.0,,-76000000.0,,,,160000000.0,1792000000.0,-194000000.0,636000000.0,,0.0,,,-81000000.0,1105000000,-11000000.0,1351000000.0,1984000000.0,-159000000.0,2227000000.0,484000000.0,,0.49,9639000000.0,31000000.0,2747000000,,642000000,14737000000.0,309000000,16721000000.0,290000000.0,11866000000.0,309000000,309000000,502000000.0,157000000.0,4855000000.0,-137000000.0,-95000000.0,3012000000.0,-540000000.0,310000000.0,1157000000.0,,2437000000.0,,636000000.0,,373000000.0,6000000.0,327000000.0,305000000.0,8646000000.0,,
2009-06-30,1939000000.0,499000000.0,2654000000.0,-11000000.0,-975000000.0,0.59,125000000.0,7929000000.0,84000000.0,69000000.0,-95000000.0,,-497000000.0,61000000.0,156000000.0,-24000000.0,289000000.0,-509000000.0,,-208000000.0,871000000.0,,164000000.0,,,,126000000.0,1741000000.0,-42000000.0,630000000.0,,0.0,,,13000000.0,1138000000,-7000000.0,1493000000.0,1832000000.0,-184000000.0,2081000000.0,483000000.0,,0.59,9709000000.0,15000000.0,2891000000,,624000000,14534000000.0,374000000,16366000000.0,374000000.0,11790000000.0,374000000,374000000,430000000.0,152000000.0,4576000000.0,9000000.0,69000000.0,3017000000.0,-499000000.0,328000000.0,1181000000.0,,2563000000.0,,630000000.0,,320000000.0,31000000.0,309000000.0,279000000.0,8550000000.0,,
