date,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInventory,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyAccumulatedDepreciation,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue
2013-12-31,592362773.0,266198538.0,44153185.0,3699109.0,12188110.0,3141.0,76593214.0,4085661.0,36205508.0,25884260.0,24713556.0,45719737.0,2489819.0,55101218.0,36634649.0,40763928,40835965,2375535.0,-412497.0,40763928,140285104.0,,976413.0,216878318.0,13370823.0,140285104.0,-333670296.0,-6313870.0,6591585.0,3285174.0,248879165.0,1993904.0,-18453545.0,24399184.0,0.93,26167766.0,,11488845.0,371575530.0,-5625209.0,-9.0,44153.0,8058654.0,128096994.0,98424663.0,46305587.0,34405333.0,-87455970.0,343483608.0,,5339359.0,,0.93,14977714.0,131371909.0,44153185.0,72038.0,,1647863.0,60075266,-199277.0,-3840898.0,224165609.0,326164235.0,9670938.0,-18393543.0,55813679.0,310345448.0,52119076,-38118454.0,-4319975.0,131371909.0,-30679220.0,134630171,19664909.0,,
2014-03-31,597858668.0,260647536.0,44153818.0,3775268.0,-9145555.0,0.0,87390844.0,26094290.0,31539665.0,30331297.0,21153356.0,45001998.0,1812047.0,51959430.0,37584369.0,30263973,30327953,3093471.0,-14145724.0,30263973,131139549.0,,1027180.0,218530393.0,7677659.0,131139549.0,-386755370.0,-6313869.0,6393604.0,3519100.0,247993312.0,0.0,20515971.0,24921540.0,0.69,-1.0,,8663385.0,379720253.0,-9409832.0,,44154.0,11754682.0,140285104.0,83842654.0,49841567.0,36582107.0,-104178340.0,349865356.0,,5511531.0,-582157.0,0.69,8775055.0,129464927.0,44153818.0,63980.0,,765775.0,43649288,0.0,-4675345.0,226839956.0,337211132.0,12257198.0,120383.0,39103008.0,333404534.0,34001087,-7110606.0,-6896026.0,129464927.0,,115382319,27626577.0,,
2014-06-30,887964898.0,273748751.0,44182668.0,6154336.0,254380568.0,3330166.0,105228656.0,20504959.0,36371539.0,34690697.0,313000729.0,52145285.0,278362784.0,70267846.0,40153895.0,-25594030,-25588478,-65460258.0,-62870960.0,-25594030,385520117.0,,778155.0,490748773.0,2258026.0,385520117.0,-387661622.0,-7329546.0,25683101.0,4064170.0,553449793.0,-9369307.0,50806660.0,26253967.0,-0.58,1.0,,9403570.0,366391455.0,-13379227.0,,44154.0,22015225.0,131139549.0,95477600.0,51894703.0,40677870.0,-103461203.0,334515105.0,,18294662.0,-2144102.0,-0.58,6505879.0,83780843.0,44153892.0,5552.0,,1165307.0,-14240274,-32126805.0,-3996944.0,240449064.0,614216147.0,11740808.0,18862533.0,-19082599.0,300359917.0,43582897,-9473989.0,291489045.0,83780843.0,,131849139,60280649.0,,
2014-09-30,939198628.0,369306999.0,44153892.0,5242535.0,-148016205.0,3246534.0,169843592.0,26377418.0,43401677.0,39243327.0,315433529.0,158839053.0,282945512.0,67068985.0,43812562.0,33765491,33751967,5220080.0,-194616847.0,33765491,237503912.0,,4913125.0,407347504.0,1548537.0,237503912.0,-939070806.0,-7294048.0,23304028.0,4762890.0,598349335.0,-658625.0,42127492.0,24045706.0,0.76,0.0,,15427865.0,752858128.0,-16687795.0,0.0,44154.0,40818812.0,385520117.0,104533218.0,57387029.0,59144112.0,-123451765.0,340849293.0,,15575877.0,-582809.0,0.76,18062078.0,83926941.0,44153892.0,3913312.0,,4379547.0,61490060,0.0,-7842496.0,282915806.0,569891629.0,13574467.0,11550564.0,51814045.0,326684667.0,47146189,-8404169.0,-8535482.0,83926941.0,,147934895,50531661.0,,
2014-12-31,966847735.0,434097517.0,44154412.0,6180668.0,-14359686.0,4176830.0,148809539.0,5276831.0,47665120.0,46672495.0,318437172.0,205265042.0,282184331.0,68828504.0,52440988.0,34145116,34161328,5299482.0,-50757723.0,34145116,223144226.0,,4940897.0,371953765.0,1641646.0,223144226.0,-863642240.0,-7365044.0,23171349.0,4600737.0,611059325.0,0.0,48060256.0,23734090.0,0.76,0.0,,13984467.0,831865989.0,3356986.0,0.0,44154.0,-5808133.0,237503912.0,113704528.0,68468154.0,58005734.0,-135073831.0,355788410.0,,18745855.0,-4395568.0,0.76,15800037.0,91544836.0,44154412.0,3963671.0,,5540986.0,59502999,-8687331.0,-3722188.0,292622153.0,532750218.0,16027166.0,13214669.0,49961365.0,353173098.0,45236374,-10294141.0,-11760612.0,91544836.0,-41607753.0,161369648,58354397.0,,
2015-03-31,976783000.0,388608000.0,44154796.0,5358000.0,-3376000.0,4081000.0,148052000.0,36212000.0,44708000.0,54054000.0,322505000.0,190152000.0,286180000.0,65577000.0,44336000.0,1721000,1721000,-24796000.0,3309000.0,1721000,219768000.0,,4950000.0,367820000.0,1565000.0,219768000.0,-420070000.0,-7330000.0,22801000.0,5081000.0,645665000.0,0.0,29922000.0,20316000.0,0.04,0.0,,15002000.0,431636000.0,-27923000.0,,44000.0,30395000.0,223144000.0,103395000.0,61581000.0,58160000.0,-156964000.0,331118000.0,,18774000.0,-139000.0,0.04,14655000.0,75945000.0,44154796.0,3984000.0,,3327000.0,26407000,,6118000.0,323160000.0,588175000.0,17245000.0,-9184000.0,16376000.0,350346000.0,41814000,-8257000.0,-7469000.0,75945000.0,,148103000,38179000.0,,
2015-06-30,1020635000.0,473281000.0,44155271.0,11455000.0,-49377000.0,8048000.0,167161000.0,27626000.0,50311000.0,46123000.0,330513000.0,209324000.0,286525000.0,101840000.0,49727000.0,19463000,19463000,-648000.0,-98041000.0,19463000,170391000.0,,5201000.0,337552000.0,1499000.0,170391000.0,-530566000.0,-4548000.0,34265000.0,5889000.0,676192000.0,-2714000.0,41764000.0,31774000.0,0.44,-52482000.0,,16449000.0,494422000.0,8581000.0,,44000.0,10579000.0,219768000.0,104003000.0,69366000.0,67371000.0,-158649000.0,344443000.0,,21620000.0,-4299000.0,0.44,14008000.0,82735000.0,44155271.0,4578000.0,,5136000.0,44561000,,1618000.0,345679000.0,547354000.0,19639000.0,23168000.0,33471000.0,365261000.0,34637000,-16888000.0,-11561000.0,82735000.0,,154314000,58652000.0,,
2015-09-30,1068828000.0,443614000.0,44155830.0,11638000.0,2633000.0,6796000.0,168015000.0,32778000.0,56813000.0,54551000.0,338065000.0,185733000.0,292726000.0,91857000.0,49506000.0,45640000,45640000,2570000.0,-126000.0,45640000,173024000.0,135000.0,6011000.0,341039000.0,4294000.0,173024000.0,-485019000.0,-4548000.0,30509000.0,5986000.0,705376000.0,0.0,1249000.0,37001000.0,1.03,-10306000.0,,23866000.0,498092000.0,-30763000.0,0.0,44000.0,25924000.0,170391000.0,111828000.0,66548000.0,75820000.0,-180787000.0,363452000.0,,23834000.0,-184000.0,1.03,1976000.0,82510000.0,44155830.0,4355000.0,,-431000.0,59613000,0.0,-1530000.0,367311000.0,625214000.0,17042000.0,-34535000.0,47616000.0,406353000.0,45280000,-13199000.0,283000.0,82510000.0,,168641000,14448000.0,,
2015-12-31,1003606000.0,446143000.0,44156800.0,9860000.0,-6143000.0,7667000.0,202112000.0,4332000.0,63162000.0,28428000.0,339122000.0,187621000.0,294342000.0,86545000.0,61382000.0,38964000,38964000,17772000.0,-88680000.0,38964000,166881000.0,222000.0,4229000.0,368993000.0,1965000.0,166881000.0,-514114000.0,-4548000.0,28991000.0,6253000.0,664148000.0,0.0,84159000.0,43955000.0,0.88,-5601000.0,-68000.0,9577000.0,451366000.0,13629000.0,0.0,44000.0,-3230000.0,173024000.0,117570000.0,83879000.0,62038000.0,-239279000.0,339458000.0,,24498000.0,-4437000.0,0.88,14062000.0,81633000.0,44156800.0,4355000.0,,2181000.0,57255000,0.0,-1852000.0,325026000.0,557463000.0,22497000.0,53238000.0,53026000.0,440770000.0,33691000,-25932000.0,-8967000.0,81633000.0,-52814000.0,180732000,110091000.0,,
2016-03-31,1083469000.0,478420000.0,44156961.0,13054000.0,-21996000.0,8087000.0,195569000.0,36021000.0,55448000.0,47118000.0,344075000.0,187889000.0,295683000.0,91379000.0,49752000.0,30247000,30247000,5147000.0,777000.0,30247000,144885000.0,420000.0,5684000.0,340454000.0,3277000.0,144885000.0,-641259000.0,-4548000.0,29056000.0,6252000.0,730403000.0,0.0,-27237000.0,47533000.0,0.68,-872000.0,-158000.0,16072000.0,659309000.0,-22920000.0,,44000.0,14376000.0,166881000.0,102182000.0,71693000.0,77180000.0,-249350000.0,353066000.0,,28320000.0,-661000.0,0.68,6956000.0,89932000.0,44156961.0,4431000.0,,3190000.0,49139000,-1838000.0,-1896000.0,386328000.0,605049000.0,21941000.0,-54535000.0,37203000.0,464393000.0,30489000,-15435000.0,-5209000.0,89932000.0,,157630000,-11802000.0,,
2016-06-30,1140149000.0,466882000.0,44157341.0,14198000.0,-869000.0,2148000.0,251416000.0,,73346000.0,40055000.0,353227000.0,157832000.0,296691000.0,96150000.0,56178000.0,15858000,15858000,-19104000.0,-39422000.0,15858000,144016000.0,990000.0,6631000.0,395432000.0,782000.0,144016000.0,-917836000.0,-6624000.0,29126000.0,6926000.0,775582000.0,0.0,34490000.0,42549000.0,0.36,-4091000.0,-479000.0,15349000.0,906027000.0,20087000.0,,44000.0,-29509000.0,144885000.0,126298000.0,80394000.0,86068000.0,-247083000.0,364567000.0,,32099000.0,-5638000.0,0.36,12360000.0,104808000.0,44157341.0,274000.0,,6936000.0,34849000,-5446000.0,-85000.0,422355000.0,673267000.0,24216000.0,8646000.0,28218000.0,473627000.0,45904000,-22167000.0,-12262000.0,104808000.0,,199644000,56657000.0,,
2016-09-30,1256057000.0,496950000.0,44157341.0,14414000.0,43979000.0,2319000.0,283650000.0,,85199000.0,31086000.0,364757000.0,155178000.0,299472000.0,94493000.0,65873000.0,38912000,38912000,-4823000.0,-53269000.0,38912000,187995000.0,1388000.0,6492000.0,471645000.0,6077000.0,187995000.0,-988965000.0,-6623000.0,27725000.0,7520000.0,861070000.0,0.0,78741000.0,54482000.0,0.88,-1166000.0,-411000.0,21871000.0,959782000.0,424000.0,,44000.0,28985000.0,144016000.0,145648000.0,91939000.0,95970000.0,-248951000.0,394987000.0,,36070000.0,-193000.0,0.88,13374000.0,121006000.0,44157341.0,4417000.0,,9125000.0,66298000,0.0,-3914000.0,496313000.0,759107000.0,26066000.0,47794000.0,52286000.0,505915000.0,53709000,-24086000.0,-2924000.0,121006000.0,,230847000,102827000.0,,
2016-12-31,1367435000.0,497974000.0,44157355.0,9808000.0,46145000.0,6359000.0,253321000.0,5842000.0,93546000.0,25435000.0,361980000.0,153803000.0,301940000.0,91797000.0,71804000.0,51347000,51347000,-501000.0,7671000.0,51347000,234140000.0,1103000.0,6799000.0,487461000.0,11583000.0,234140000.0,-953223000.0,-6624000.0,26277000.0,8324000.0,938581000.0,0.0,26895000.0,56819000.0,1.16,-8882000.0,261000.0,26215000.0,983175000.0,-13019000.0,,44000.0,34128000.0,187995000.0,162729000.0,98060000.0,105106000.0,-259813000.0,428854000.0,,34059000.0,-192000.0,1.16,16272000.0,124261000.0,44157355.0,715000.0,,3732000.0,74418000,0.0,-293000.0,576601000.0,869461000.0,26256000.0,-20275000.0,67619000.0,550641000.0,64669000,-15682000.0,727000.0,124261000.0,-76590000.0,256275000,42577000.0,,
2017-03-31,1483646000.0,537254000.0,44157364.0,9876000.0,67248000.0,5606000.0,265165000.0,73342000.0,105070000.0,24097000.0,363738000.0,170352000.0,304534000.0,95849000.0,75240000.0,48518000,48518000,663000.0,-39147000.0,48518000,301388000.0,432000.0,6471000.0,566553000.0,16430000.0,301388000.0,-897589000.0,-6624000.0,26227000.0,9003000.0,1001402000.0,0.0,91967000.0,61417000.0,1.1,-4808000.0,727000.0,28472000.0,876040000.0,-1305000.0,,44000.0,13364000.0,234140000.0,168856000.0,105542000.0,108507000.0,-248317000.0,482244000.0,,36830000.0,-2875000.0,1.1,21145000.0,131968000.0,44157364.0,4226000.0,,9176000.0,85137000,0.0,-2798000.0,637664000.0,946392000.0,30302000.0,38296000.0,69663000.0,592535000.0,63314000,-12790000.0,-5209000.0,131968000.0,,273926000,104757000.0,,
2017-06-30,1511438000.0,553253000.0,44157364.0,12805000.0,81403000.0,1545000.0,206165000.0,47512000.0,144975000.0,24733000.0,376386000.0,186322000.0,306706000.0,94118000.0,108354000.0,5316000,5316000,-24597000.0,-1924000.0,5316000,382791000.0,1034000.0,6506000.0,588956000.0,18240000.0,382791000.0,-1288939000.0,-6623000.0,25359000.0,10080000.0,1052423000.0,0.0,99775000.0,58795000.0,0.12,-15335000.0,-625000.0,43390000.0,1324132000.0,-3860000.0,,44000.0,20269000.0,301388000.0,171554000.0,138692000.0,154423000.0,-270238000.0,459015000.0,,37696000.0,-94000.0,0.12,7106000.0,130594000.0,44157364.0,572000.0,,12892000.0,29008000,0.0,-7653000.0,676037000.0,958185000.0,30338000.0,70489000.0,12422000.0,591227000.0,32862000,-21782000.0,-3207000.0,130594000.0,,316529000,121557000.0,,
2017-09-30,1618292000.0,436136000.0,44157364.0,17340000.0,78407000.0,1400000.0,175165000.0,61168000.0,194834000.0,28564000.0,389343000.0,45550000.0,309444000.0,95249000.0,115905000.0,27666000,27666000,1622000.0,132889000.0,27666000,461198000.0,2309000.0,6709000.0,636363000.0,24701000.0,461198000.0,-994105000.0,-6624000.0,24642000.0,10870000.0,1212136000.0,0.0,-1494000.0,68431000.0,0.63,-26808000.0,-1274000.0,47995000.0,1171371000.0,-8215000.0,,44000.0,38161000.0,382791000.0,175827000.0,148285000.0,181557000.0,-276831000.0,406156000.0,,40435000.0,-1335000.0,0.63,8989000.0,136101000.0,44157364.0,4436000.0,,6666000.0,54234000,0.0,-4318000.0,822793000.0,1182156000.0,32380000.0,-34447000.0,36655000.0,612269000.0,27542000,-17569000.0,-69914000.0,136101000.0,,370661000,16075000.0,,
2017-12-31,1673187000.0,386268000.0,44157364.0,18466000.0,-72938000.0,3678000.0,209432000.0,17721000.0,233616000.0,28168000.0,379376000.0,34720000.0,312089000.0,92279000.0,148053000.0,-67720000,-67720000,-87918000.0,-114459000.0,-67720000,388260000.0,2549000.0,6783000.0,597692000.0,56325000.0,388260000.0,-1373016000.0,-6625000.0,23174000.0,10968000.0,1347408000.0,0.0,3878000.0,63934000.0,-1.53,-25293000.0,-377000.0,58107000.0,1342391000.0,-8437000.0,,44000.0,78421000.0,461198000.0,203362000.0,182214000.0,221095000.0,-282851000.0,325779000.0,,23819000.0,-700000.0,-1.53,3048000.0,114837000.0,44157364.0,1621000.0,,6985000.0,-46921000,-35798000.0,-9806000.0,968032000.0,1286919000.0,34161000.0,-1445000.0,-64672000.0,537925000.0,21148000,-22743000.0,27427000.0,114837000.0,-102905000.0,436978000,26621000.0,,
2018-03-31,1719687000.0,434127000.0,44157364.0,20974000.0,-37849000.0,4069000.0,159446000.0,,158218000.0,29914000.0,380969000.0,33410000.0,314953000.0,93714000.0,153781000.0,-12919000,-12919000,5601000.0,-24097000.0,-12919000,350411000.0,3362000.0,10734000.0,509857000.0,134466000.0,350411000.0,-632734000.0,-6624000.0,22392000.0,11084000.0,1466820000.0,-45692000.0,-60035000.0,68044000.0,-0.29,-52243000.0,-872000.0,68052000.0,683909000.0,-9347000.0,,44000.0,22773000.0,388260000.0,162758000.0,192177000.0,228318000.0,-299244000.0,252867000.0,,25542000.0,-4583000.0,-0.29,-12438000.0,122859000.0,44157364.0,7063000.0,,15737000.0,-3539000,,-30601000.0,1085851000.0,1285560000.0,38396000.0,-26835000.0,-25357000.0,527098000.0,-29419000,-23029000.0,24026000.0,122859000.0,,320976000,-37006000.0,,
2018-06-30,1519441000.0,394287000.0,44157364.0,13987000.0,173600000.0,25342000.0,69432000.0,,175628000.0,27470000.0,389640000.0,11394000.0,333364000.0,83637000.0,154553000.0,-11251000,-11251000,12577000.0,52969000.0,-11251000,524011000.0,7938000.0,13202000.0,558589000.0,146655000.0,489157000.0,-615718000.0,0.0,19256000.0,11482000.0,1364704000.0,0.0,120429000.0,60500000.0,-0.25,-14386000.0,-5427000.0,62213000.0,706804000.0,-12460000.0,,44000.0,19998000.0,350411000.0,159749000.0,187990000.0,226101000.0,-386122000.0,154737000.0,,23166000.0,-10310000.0,-0.25,-7700000.0,113170000.0,44157364.0,2621000.0,,1055000.0,5733000,,-24217000.0,975064000.0,1125154000.0,33437000.0,156739000.0,-18951000.0,515846000.0,-28241000,-23731000.0,55431000.0,113170000.0,,335377000,144160000.0,,
2018-09-30,2018351000.0,416672000.0,44588704.0,16526000.0,553719000.0,11830000.0,67041000.0,,185563000.0,27141000.0,687067000.0,2823000.0,554830000.0,88650000.0,145243000.0,-10078000,-10078000,3924000.0,-6725000.0,-10078000,1077730000.0,7395000.0,15869000.0,1095620000.0,141502000.0,1028579000.0,-565964000.0,0.0,18719000.0,11295000.0,1676599000.0,13655000.0,65931000.0,42542000.0,-0.23,10769000.0,284000.0,54071000.0,573767000.0,6916000.0,,45000.0,8208000.0,524011000.0,169718000.0,180721000.0,230999000.0,-385780000.0,341752000.0,,92322000.0,-411935000.0,-0.23,-4234000.0,138417000.0,44588704.0,8702000.0,,10914000.0,12852000,,-20457000.0,989532000.0,1601679000.0,35478000.0,86778000.0,-14312000.0,505768000.0,-11003000,-23016000.0,491129000.0,138417000.0,,355281000,88947000.0,,
2018-12-31,2239519000.0,728396000.0,,6917000.0,-613035000.0,7734000.0,461541000.0,17325000.0,223235000.0,35153000.0,736595000.0,276136000.0,596567000.0,88883000.0,166640000.0,-2336000,-2336000,-3862000.0,-694606000.0,-2336000,464695000.0,4612000.0,16444000.0,901873000.0,131485000.0,440332000.0,-1361662000.0,0.0,18581000.0,11931000.0,1902819000.0,2938000.0,6828000.0,37744000.0,,-1372000.0,3000000.0,10302000.0,698320000.0,-12214000.0,,45000.0,39144000.0,1077730000.0,204784000.0,205602000.0,243307000.0,-391577000.0,336700000.0,20465000.0,91698000.0,-45440000.0,,-4495000.0,165614000.0,,-6978000.0,,-181000.0,21544000,-1914000.0,-17310000.0,1166224000.0,1511123000.0,38962000.0,48617000.0,-6831000.0,503432000.0,-818000,-27978000.0,38296000.0,297476000.0,-131862000.0,428019000,34806000.0,,
2019-03-31,4448160000.0,927707000.0,45980255.0,13258000.0,841566000.0,56418000.0,1648457000.0,,236766000.0,34524000.0,887199000.0,275432000.0,602061000.0,89827000.0,174496000.0,11864000,11864000,-3669000.0,-1260085000.0,11864000,1306261000.0,3003000.0,15559000.0,2944343000.0,141162000.0,1295886000.0,-1624226000.0,0.0,17683000.0,15694000.0,2135414000.0,,105409000.0,41464000.0,0.13,-42609000.0,1652000.0,60968000.0,439712000.0,337000.0,,98737000.0,-491000.0,464695000.0,237004000.0,226865000.0,246767000.0,-392588000.0,2312746000.0,,97006000.0,-24478000.0,0.13,3491000.0,342455000.0,45980255.0,3018000.0,1866500000.0,13441000.0,46608000,,-14456000.0,1248215000.0,3520453000.0,52369000.0,112087000.0,15355000.0,509455000.0,10139000,-32962000.0,1974687000.0,342455000.0,,473770000,138371000.0,,
2019-06-30,4595492000.0,919060000.0,49318522.0,11501000.0,-177939000.0,56059000.0,1789354000.0,,272812000.0,40175000.0,1000214000.0,207047000.0,619670000.0,90375000.0,230995000.0,16217000,16217000,783000.0,-154861000.0,16217000,1128322000.0,5950000.0,14679000.0,2908016000.0,162983000.0,1118662000.0,-708318000.0,-844000.0,16808000.0,17281000.0,2449723000.0,,-10879000.0,46056000.0,0.31,-54859000.0,-2843000.0,68086000.0,646749000.0,-7237000.0,,49000.0,42289000.0,1306261000.0,272430000.0,284918000.0,314703000.0,-388449000.0,2145769000.0,,98997000.0,-31647000.0,0.31,-8917000.0,373848000.0,49318522.0,8122000.0,715000.0,18767000.0,39260000,,-20287000.0,1449509000.0,3676432000.0,53923000.0,-21728000.0,7300000.0,524672000.0,-12488000,-38433000.0,-58512000.0,373848000.0,,545242000,27554000.0,,
2019-09-30,4439341000.0,658711000.0,49710723.0,11081000.0,328643000.0,75630000.0,1726189000.0,,318689000.0,35791000.0,917514000.0,3595000.0,623114000.0,86114000.0,306772000.0,-146082000,-146082000,987000.0,141553000.0,-146082000,1456965000.0,10132000.0,14451000.0,3146123000.0,108908000.0,1419934000.0,-930093000.0,-1000000.0,15114000.0,19543000.0,2302324000.0,0.0,177505000.0,49461000.0,-2.96,-52974000.0,-4748000.0,68993000.0,1154007000.0,8364000.0,,98893000.0,47120000.0,1128322000.0,284342000.0,366267000.0,342433000.0,-414439000.0,2137017000.0,,96925000.0,-49378000.0,-2.96,79155000.0,395876000.0,49710723.0,58629000.0,0.0,16319000.0,-32933000,,64383000.0,1384810000.0,3780630000.0,59495000.0,158323000.0,-66927000.0,377590000.0,-81925000,-29387000.0,24902000.0,395876000.0,,603031000,206892000.0,,
