date,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyChangeInInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable
2013-12-31,1330000.0,-0.04,26388000.0,-526525000.0,198198000.0,42374000.0,120984000.0,206000.0,68533000.0,-6308000.0,,2947000.0,287955000.0,-2500000,163358000.0,89757000.0,113651000.0,-2500000,1943000.0,-2500000,0.0,0.0,54675327.0,35515000.0,19478000.0,33067000.0,37536000.0,124597000.0,33018000.0,-2790000.0,-2860000.0,32812000.0,,149727000.0,-6297000.0,9464000.0,-4069000.0,149727000.0,900000.0,149727000.0,-34462000.0,-154000.0,55000.0,153905000.0,-658000.0,32356000.0,,-2654000.0,-0.04,0.0,599000.0,1825000.0,2130000.0,-2790000.0,4244000.0,18040000.0,-700000.0,0.0,66818000.0,54675327.0,,-4178000.0,-3518000.0,6424000.0,-8977000.0,,19359000.0,3488000.0,,2883000.0,206000.0,,,,,,
2014-03-31,2528000.0,-0.11,27915000.0,-532669000.0,199857000.0,43118000.0,122918000.0,-1886000.0,69161000.0,-3174000.0,,3070000.0,288528000.0,-6144000,166036000.0,88671000.0,116277000.0,-6144000,1984000.0,-6144000,0.0,0.0,55089028.0,36353000.0,18771000.0,36679000.0,37536000.0,122492000.0,32808000.0,-2157000.0,265000.0,34694000.0,,145614000.0,917000.0,10449000.0,-985000.0,145614000.0,612000.0,145614000.0,,65000.0,55000.0,149727000.0,-618000.0,32556000.0,,-6079000.0,-0.11,,-4503000.0,1652000.0,-939000.0,-2157000.0,4489000.0,16927000.0,-3882000.0,0.0,,55089028.0,,-4113000.0,-1017000.0,6779000.0,-5722000.0,,20983000.0,3561000.0,,4360000.0,1480000.0,,,,,,
2014-06-30,3341000.0,-0.53,34368000.0,-561780000.0,231832000.0,71199000.0,176245000.0,-5280000.0,72013000.0,-3080000.0,,3030000.0,325328000.0,-29111000,247444000.0,93496000.0,170831000.0,-29111000,1521000.0,-29111000,0.0,0.0,55425949.0,36248000.0,24588000.0,41797000.0,37536000.0,77884000.0,35765000.0,-3588000.0,-19833000.0,41045000.0,,175545000.0,3444000.0,8765000.0,1684000.0,175545000.0,1255000.0,175545000.0,,52000.0,55000.0,145614000.0,-161329000.0,34159000.0,,-29059000.0,-0.53,23874000.0,-6031000.0,5919000.0,33011000.0,-3588000.0,3975000.0,15882000.0,-2008000.0,0.0,,55425949.0,,29931000.0,508000.0,6677000.0,-825000.0,,18610000.0,1778000.0,,4217000.0,-22054000.0,,,,,,
2014-09-30,2528000.0,-0.19,33760000.0,-572625000.0,206613000.0,47764000.0,173093000.0,-2876000.0,74985000.0,1714000.0,,3068000.0,301197000.0,-10845000,220857000.0,94584000.0,167418000.0,-10845000,2580000.0,-10845000,0.0,0.0,55819242.0,36943000.0,25214000.0,47145000.0,37536000.0,80340000.0,38042000.0,-3108000.0,-7948000.0,40918000.0,,146372000.0,-500000.0,9662000.0,-897000.0,146372000.0,834000.0,146372000.0,,21000.0,56000.0,175545000.0,-29748000.0,36582000.0,,-10824000.0,-0.19,,-6213000.0,5493000.0,-30887000.0,-3108000.0,3043000.0,14973000.0,-2683000.0,0.0,,55819242.0,,-29173000.0,4822000.0,7158000.0,-4724000.0,,17726000.0,1538000.0,,9670000.0,-2876000.0,,,,,,
2014-12-31,1856000.0,-0.1,31642000.0,-578025000.0,208196000.0,44296000.0,174031000.0,-2255000.0,72561000.0,1974000.0,,3055000.0,302156000.0,-5400000,218327000.0,93960000.0,168994000.0,-5400000,2774000.0,-5400000,0.0,0.0,56166017.0,35888000.0,24703000.0,39882000.0,37536000.0,83829000.0,36673000.0,-2633000.0,-3141000.0,38928000.0,,151193000.0,-3336000.0,13099000.0,-3437000.0,151193000.0,1554000.0,151193000.0,-22916000.0,4000.0,56000.0,146372000.0,-1684000.0,37069000.0,,-5396000.0,-0.1,,6678000.0,5291000.0,2847000.0,-2633000.0,3180000.0,14064000.0,-92000.0,0.0,59985000.0,56166017.0,,4821000.0,4607000.0,7286000.0,239000.0,,14659000.0,4709000.0,,4272000.0,-2255000.0,,,,,,
2015-03-31,1883000.0,-0.21,33230000.0,-589859000.0,205427000.0,47376000.0,177598000.0,-8630000.0,61215000.0,-7834000.0,,3433000.0,305716000.0,-11834000,224974000.0,100289000.0,170595000.0,-11834000,3038000.0,-11834000,0.0,0.0,56496648.0,28408000.0,25267000.0,36093000.0,37536000.0,80742000.0,32807000.0,-4346000.0,5000.0,41437000.0,,145608000.0,-59000.0,20065000.0,-6966000.0,145608000.0,1867000.0,145608000.0,,52000.0,57000.0,151193000.0,-1193000.0,44612000.0,,-11782000.0,-0.21,,3461000.0,4986000.0,2249000.0,-4346000.0,3193000.0,13155000.0,-1434000.0,0.0,,56496648.0,,-5585000.0,-3488000.0,8207000.0,-2603000.0,,14246000.0,4876000.0,,5305000.0,-5156000.0,,,,,,
2015-06-30,1906000.0,-0.27,34667000.0,-605291000.0,203829000.0,52682000.0,177456000.0,-12361000.0,75588000.0,530000.0,,3681000.0,300393000.0,-15432000,230138000.0,96564000.0,172220000.0,-15432000,2921000.0,-15432000,0.0,0.0,56808489.0,41213000.0,26443000.0,31826000.0,37536000.0,70255000.0,34375000.0,-255000.0,0.0,46736000.0,,145137000.0,5056000.0,23435000.0,-3370000.0,145137000.0,2088000.0,145137000.0,,37000.0,57000.0,145608000.0,-1621000.0,42040000.0,,-15395000.0,-0.27,,3415000.0,4687000.0,-1001000.0,-255000.0,3075000.0,12301000.0,-993000.0,0.0,,56808489.0,,-471000.0,785000.0,12069000.0,5453000.0,,17916000.0,1613000.0,,4325000.0,-12320000.0,,,,,,
2015-09-30,1932000.0,-0.33,41350000.0,-624218000.0,194338000.0,59437000.0,178550000.0,-15734000.0,87303000.0,6221000.0,,4292000.0,293120000.0,-18927000,237987000.0,98782000.0,173870000.0,-18927000,3619000.0,-18927000,-4715000.0,0.0,56898281.0,51652000.0,35547000.0,31803000.0,39823000.0,55133000.0,35651000.0,-7240000.0,-10000.0,51385000.0,,145467000.0,6785000.0,13019000.0,10648000.0,145467000.0,2256000.0,145467000.0,,62000.0,57000.0,145137000.0,-1469000.0,41536000.0,,-18865000.0,-0.33,,-1590000.0,4384000.0,-956000.0,-2525000.0,3167000.0,13039000.0,-41000.0,0.0,,56898281.0,,330000.0,8746000.0,10035000.0,15645000.0,-467000.0,15614000.0,554000.0,,4222000.0,-15698000.0,,,,,,
2015-12-31,1957000.0,-0.48,56464000.0,-651545000.0,190761000.0,65156000.0,175919000.0,-24040000.0,100119000.0,-22077000.0,,4432000.0,275126000.0,-27327000,241075000.0,84365000.0,171698000.0,-27327000,3952000.0,-27327000,0.0,0.0,56933133.0,54798000.0,18725000.0,42530000.0,39607000.0,34051000.0,45321000.0,-3482000.0,-2000.0,69361000.0,,122672000.0,6204000.0,12024000.0,-1034000.0,122672000.0,2361000.0,122672000.0,-28184000.0,140000.0,57000.0,145467000.0,-1293000.0,41793000.0,0.0,-27187000.0,-0.48,,-15079000.0,2032000.0,-663000.0,-3482000.0,3145000.0,933000.0,-178000.0,5319000.0,69977000.0,56933133.0,,-22795000.0,-18595000.0,12897000.0,-10491000.0,-654000.0,15213000.0,808000.0,,5326000.0,-24042000.0,,,,,,
2016-03-31,2123000.0,-0.22,38761000.0,-664026000.0,171845000.0,49775000.0,178603000.0,-7699000.0,81213000.0,-13677000.0,,3422000.0,254774000.0,-12481000,228378000.0,82929000.0,173681000.0,-12481000,4922000.0,-10689000,0.0,0.0,57029575.0,37162000.0,30385000.0,40474000.0,39761000.0,26396000.0,44051000.0,1454000.0,170000.0,51750000.0,,111635000.0,-8776000.0,14024000.0,-2649000.0,111635000.0,1461000.0,111635000.0,,64000.0,57000.0,122672000.0,-1340000.0,41695000.0,,-10625000.0,-0.22,,2306000.0,588000.0,-2184000.0,-3160000.0,3096000.0,885000.0,-1640000.0,7406000.0,,57029575.0,,-11037000.0,-10517000.0,12989000.0,-9507000.0,-254000.0,13482000.0,796000.0,,5271000.0,-7529000.0,,,,,,
2016-06-30,2001000.0,-0.08,38792000.0,-668224000.0,181290000.0,55181000.0,180420000.0,-1288000.0,87330000.0,936000.0,,3423000.0,263045000.0,-4198000,235601000.0,81755000.0,175690000.0,-4198000,4730000.0,-4351000,-35597000.0,111266000.0,57195963.0,36873000.0,29938000.0,38700000.0,39763000.0,27444000.0,50457000.0,-37242000.0,129000.0,51745000.0,,75661000.0,7679000.0,24486000.0,-10450000.0,111266000.0,1323000.0,111266000.0,,65000.0,57000.0,111635000.0,-2132000.0,41131000.0,,-4286000.0,-0.08,,1366000.0,88000.0,-2408000.0,-2745000.0,3127000.0,773000.0,-970000.0,0.0,,57195963.0,,-35974000.0,3681000.0,12953000.0,-3477000.0,-243000.0,21605000.0,694000.0,35605000.0,5513000.0,-1159000.0,,,,,,
2016-09-30,2132000.0,-0.05,39489000.0,-671305000.0,361807000.0,54252000.0,333850000.0,2418000.0,94871000.0,-10623000.0,-40644000.0,3629000.0,453197000.0,-3081000,388102000.0,91390000.0,328962000.0,-3081000,4888000.0,-3017000,0.0,0.0,57341063.0,39230000.0,14203000.0,38548000.0,39730000.0,65095000.0,55641000.0,-45039000.0,-2340000.0,53223000.0,,215402000.0,465000.0,32663000.0,-8188000.0,215402000.0,1247000.0,282695000.0,,66000.0,57000.0,75661000.0,-154883000.0,50911000.0,,-2951000.0,-0.05,,-678000.0,98000.0,182150000.0,-13300000.0,3029000.0,651000.0,-229000.0,0.0,,57341063.0,,139741000.0,2677000.0,13734000.0,-9435000.0,-387000.0,18212000.0,3358000.0,67293000.0,6066000.0,3707000.0,,,,,,
2016-12-31,3812000.0,-0.16,49038000.0,-680424000.0,369960000.0,55697000.0,337800000.0,-4135000.0,103575000.0,17160000.0,-101413000.0,3359000.0,456647000.0,-9119000,393497000.0,86687000.0,332768000.0,-9119000,5032000.0,-9153000,0.0,298570000.0,57435894.0,42638000.0,40959000.0,28803000.0,39677000.0,63150000.0,60937000.0,-97183000.0,315000.0,65072000.0,,137174000.0,1271000.0,35514000.0,-2816000.0,298570000.0,1309000.0,298570000.0,-41516000.0,197000.0,57000.0,215402000.0,-791000.0,46266000.0,,-8956000.0,-0.16,,9557000.0,216000.0,-991000.0,-2910000.0,5136000.0,528000.0,-27000.0,1642000.0,87782000.0,57435894.0,7140000.0,-78228000.0,20070000.0,16034000.0,8836000.0,-726000.0,13160000.0,6000.0,161396000.0,6767000.0,-3820000.0,,,,,,
2017-03-31,3994000.0,-0.17,47206000.0,-690401000.0,337168000.0,39379000.0,341993000.0,-5308000.0,101713000.0,-47514000.0,-41347000.0,3323000.0,444957000.0,-9977000,381372000.0,107789000.0,336762000.0,-9977000,5231000.0,-9977000,0.0,0.0,57694000.0,42315000.0,16788000.0,40648000.0,39697000.0,63585000.0,59398000.0,-42286000.0,434000.0,64706000.0,,76038000.0,-14226000.0,34333000.0,1175000.0,76038000.0,1127000.0,254028000.0,,96000.0,58000.0,137174000.0,-269000.0,65279000.0,,-9881000.0,-0.17,,-12146000.0,605000.0,2927000.0,-25679000.0,5007000.0,2208000.0,-3139000.0,1705000.0,,57694000.0,24740000.0,-61136000.0,-21835000.0,17500000.0,-26594000.0,-657000.0,6413000.0,,177990000.0,7124000.0,-1551000.0,,,,,,
2017-06-30,4447000.0,-0.13,49968000.0,-698168000.0,338745000.0,48018000.0,346584000.0,-3358000.0,109756000.0,4575000.0,-52036000.0,3384000.0,459327000.0,-7767000,394602000.0,120582000.0,340836000.0,-7767000,5748000.0,-7767000,0.0,258605000.0,57977000.0,45117000.0,34648000.0,37753000.0,39759000.0,64725000.0,64639000.0,-21980000.0,488000.0,67997000.0,,73488000.0,6818000.0,33956000.0,352000.0,258605000.0,1127000.0,258605000.0,,101000.0,58000.0,76038000.0,0.0,75878000.0,,-7666000.0,-0.13,,2516000.0,1559000.0,1267000.0,-13389000.0,4308000.0,3386000.0,-289000.0,1594000.0,,57977000.0,43445000.0,-2550000.0,17964000.0,18029000.0,9942000.0,-529000.0,12243000.0,,185117000.0,7531000.0,-3358000.0,,,,,,
2017-09-30,4263000.0,-0.04,51436000.0,-700395000.0,366020000.0,74940000.0,351154000.0,2047000.0,121775000.0,14533000.0,-21673000.0,3826000.0,500348000.0,-2227000,426094000.0,134328000.0,344953000.0,-2227000,6201000.0,-2227000,0.0,275756000.0,58100000.0,48151000.0,44897000.0,47173000.0,39854000.0,74254000.0,73624000.0,2781000.0,556000.0,71577000.0,,102233000.0,17910000.0,35054000.0,-1099000.0,275756000.0,1395000.0,275756000.0,,121000.0,58000.0,73488000.0,0.0,88491000.0,,-2106000.0,-0.04,,-10127000.0,1614000.0,2456000.0,-8745000.0,4153000.0,4369000.0,-388000.0,1583000.0,,58100000.0,33199000.0,28745000.0,23278000.0,20141000.0,7740000.0,-123000.0,28648000.0,,173523000.0,8896000.0,2047000.0,,,,,,
2017-12-31,5304000.0,-0.12,61494000.0,-707255000.0,537171000.0,86025000.0,572203000.0,-768000.0,130524000.0,-7613000.0,-182909000.0,3321000.0,816744000.0,-6860000,658228000.0,279573000.0,566173000.0,-6860000,6030000.0,-6860000,0.0,440056000.0,58236415.0,51016000.0,59256000.0,53373000.0,39840000.0,158516000.0,79508000.0,-149312000.0,-2087000.0,80276000.0,125549000.0,272577000.0,16811000.0,33793000.0,1261000.0,440056000.0,2356000.0,440056000.0,-51579000.0,-61000.0,58000.0,102233000.0,-98572000.0,107864000.0,,-6921000.0,-0.12,,-6565000.0,1969000.0,297897000.0,-29413000.0,6153000.0,4351000.0,-238000.0,1653000.0,159443000.0,58236415.0,63010000.0,170344000.0,21800000.0,18782000.0,10527000.0,-493000.0,24413000.0,,167479000.0,8390000.0,-768000.0,,,,,,
2018-03-31,7209000.0,-0.11,55903000.0,-693475000.0,451611000.0,82414000.0,576781000.0,0.0,123578000.0,-39640000.0,-60880000.0,3522000.0,829763000.0,-6569000,659195000.0,378152000.0,569877000.0,-6569000,6904000.0,-6569000,,6851000.0,58482786.0,47763000.0,22055000.0,50383000.0,39773000.0,170568000.0,75815000.0,-55988000.0,1682000.0,75815000.0,164117000.0,203146000.0,-20950000.0,26334000.0,6706000.0,203146000.0,2809000.0,351999000.0,,333000.0,59000.0,272577000.0,-15000.0,153029000.0,,-6236000.0,-0.11,,1800000.0,16663000.0,-8870000.0,-35374000.0,7918000.0,4570000.0,-11816000.0,3451000.0,,58482786.0,40266000.0,-69431000.0,-4266000.0,19912000.0,-17306000.0,-1536000.0,33846000.0,,148853000.0,8181000.0,5204000.0,,,,,,
2018-06-30,7088000.0,-0.03,59329000.0,-695166000.0,421793000.0,76109000.0,583599000.0,4325000.0,124262000.0,-60692000.0,-57060000.0,3609000.0,838856000.0,-1691000,659708000.0,417063000.0,577119000.0,-1691000,6480000.0,-1691000,,6554000.0,58833000.0,42190000.0,27110000.0,49676000.0,39731000.0,179148000.0,82072000.0,-61115000.0,1686000.0,77747000.0,156060000.0,136246000.0,3077000.0,40808000.0,-14665000.0,136246000.0,2338000.0,299792000.0,,412000.0,59000.0,203146000.0,-6672000.0,197564000.0,,-1279000.0,-0.03,,-9017000.0,17961000.0,698000.0,-54563000.0,7290000.0,5747000.0,-875000.0,,,58833000.0,50508000.0,-66900000.0,-6129000.0,18418000.0,-22960000.0,-2386000.0,25191000.0,,163546000.0,6936000.0,9620000.0,,,,,,
2018-09-30,7258000.0,0.03,73342000.0,-693507000.0,445712000.0,97224000.0,591153000.0,6865000.0,151076000.0,-21767000.0,-27635000.0,4123000.0,886306000.0,1659000,688377000.0,440594000.0,584485000.0,1659000,6668000.0,1659000,,,59016863.0,49107000.0,35904000.0,69950000.0,39774000.0,197929000.0,101969000.0,-26616000.0,1834000.0,95104000.0,145539000.0,126563000.0,20811000.0,58050000.0,-17320000.0,126563000.0,2210000.0,289844000.0,,194000.0,59000.0,136246000.0,-12000.0,229433000.0,,1853000.0,0.03,,-17364000.0,2487000.0,1091000.0,-37622000.0,6846000.0,7791000.0,-1155000.0,,,61146466.0,38641000.0,-9683000.0,15855000.0,21762000.0,-14275000.0,-2452000.0,26845000.0,,163281000.0,16088000.0,12822000.0,,,,,,
2018-12-31,7727000.0,0.17,65565000.0,-683614000.0,461286000.0,115657000.0,600988000.0,16233000.0,164907000.0,-4356000.0,-45849000.0,4392000.0,928744000.0,9893000,716645000.0,467458000.0,591978000.0,9893000,9010000.0,9893000,,,59097000.0,54595000.0,90157000.0,76672000.0,39646000.0,212099000.0,110312000.0,-40785000.0,,94079000.0,140784000.0,113906000.0,18249000.0,71414000.0,-13547000.0,288946000.0,1184000.0,288946000.0,-65428000.0,995000.0,59000.0,126563000.0,0.0,258379000.0,,10888000.0,0.16,,1702000.0,18266000.0,-1584000.0,-34795000.0,5345000.0,10383000.0,-3935000.0,,323807000.0,61077000.0,39859000.0,-12657000.0,30439000.0,28514000.0,1718000.0,-2905000.0,25500000.0,,175040000.0,6316000.0,16233000.0,,,,,,
2019-03-31,7297000.0,0.07,67477000.0,-679236000.0,496382000.0,113973000.0,615009000.0,7265000.0,159555000.0,-38888000.0,-2156000.0,5135000.0,952612000.0,4378000,728982000.0,456230000.0,599601000.0,4378000,15408000.0,4378000,,,59355031.0,52859000.0,46863000.0,68655000.0,39694000.0,223630000.0,106696000.0,7620000.0,4054000.0,99431000.0,76789000.0,129254000.0,-5256000.0,73822000.0,-2690000.0,129254000.0,1195000.0,316374000.0,,326000.0,60000.0,113906000.0,0.0,307891000.0,,4704000.0,0.07,,-2796000.0,3161000.0,1549000.0,-45255000.0,6615000.0,11484000.0,-7512000.0,,307891000.0,61148428.0,55031000.0,15348000.0,6367000.0,31954000.0,-17034000.0,-3085000.0,26833000.0,,187120000.0,5784000.0,16454000.0,,,,,,
2019-06-30,7486000.0,0.02,76551000.0,-677834000.0,498807000.0,105773000.0,622170000.0,7603000.0,177136000.0,-37749000.0,-36909000.0,5891000.0,977723000.0,1402000,727943000.0,478916000.0,607351000.0,1402000,14819000.0,1402000,,,59845000.0,60718000.0,81021000.0,78739000.0,39739000.0,249780000.0,116418000.0,-39413000.0,1923000.0,108815000.0,62677000.0,119867000.0,1507000.0,85109000.0,-11315000.0,309748000.0,,309748000.0,,482000.0,60000.0,129254000.0,0.0,334025000.0,,1884000.0,0.02,,-2610000.0,29435000.0,16198000.0,-51659000.0,5719000.0,13040000.0,-431000.0,,,61486000.0,49155000.0,-9387000.0,13910000.0,32264000.0,-10325000.0,-2829000.0,24752000.0,,189881000.0,8294000.0,7603000.0,,,,,,
2019-09-30,11341000.0,0.01,75297000.0,-676982000.0,793901000.0,113282000.0,1004540000.0,17004000.0,192115000.0,7129000.0,-24839000.0,7758000.0,1268390000.0,852000,1117822000.0,474489000.0,985771000.0,852000,18769000.0,852000,,,60743000.0,69035000.0,92037000.0,77537000.0,39713000.0,150568000.0,123080000.0,12189000.0,-6451000.0,106076000.0,31006000.0,419882000.0,1199000.0,90207000.0,-6041000.0,605504000.0,,605504000.0,,278000.0,62000.0,119867000.0,-453608000.0,355865000.0,,1130000.0,0.01,,-551000.0,35071000.0,258198000.0,-24061000.0,9423000.0,12834000.0,-291000.0,,,62336000.0,61089000.0,300015000.0,31190000.0,30779000.0,-2513000.0,-4652000.0,21245000.0,,185622000.0,6626000.0,10553000.0,,,,,,
