date,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness,quarterlyGoodwill
1995-03-31,15616000000.0,14135000000.0,1345000000.0,4202000000.0,67000000.0,,758000000.0,-24000000.0,,852000000.0,,248000000.0,191000000,,201000000.0,8366000000.0,191000000,280000000.0,97000000.0,-60000000.0,42000000.0,191000000,2765000000.0,89000000.0,97000000.0,97000000.0,105000000.0,1000000.0,,-88000000.0,810000000.0,954000000.0,10412000000.0,0.2325,821505376.0,417000000.0,,,,1126000000.0,,384000000.0,,733000000.0,121000000.0,580000000.0,5204000000.0,-261000000.0,64000000.0,97000000.0,641000000,12371000000.0,0.2325,,-6839000000.0,,354000000.0,821505376.0,4836000000.0,33000000.0,-32000000.0,288000000.0,-349000000.0,-380000000.0,416000000.0,,1978000000,-7000000.0,393000000,2046000000.0,19210000000.0,1481000000.0,,,,,
1995-06-30,17570000000.0,16414000000.0,1638000000.0,6173000000.0,227000000.0,,715000000.0,-40000000.0,,826000000.0,,49000000.0,224000000,,202000000.0,10188000000.0,150000000,299000000.0,51000000.0,-1090000000.0,22000000.0,224000000,2721000000.0,111000000.0,51000000.0,51000000.0,68000000.0,1985000000.0,,-88000000.0,736000000.0,2504000000.0,12220000000.0,0.2725,822018349.0,308000000.0,,,,1048000000.0,,130000000.0,,591000000.0,97000000.0,580000000.0,5350000000.0,-1102000000.0,-1124000000.0,74000000.0,616000000,13174000000.0,0.2725,,-4441000000.0,,401000000.0,822018349.0,4972000000.0,-25000000.0,0.0,224000000.0,-28000000.0,795000000.0,255000000.0,,1874000000,-128000000.0,457000000,2032000000.0,17615000000.0,1156000000.0,,,,,
1995-09-30,18702000000.0,17607000000.0,1564000000.0,6546000000.0,174000000.0,,1267000000.0,40000000.0,,897000000.0,,172000000.0,237000000,,226000000.0,10631000000.0,160000000,281000000.0,91000000.0,-1240000000.0,35000000.0,237000000,2818000000.0,127000000.0,91000000.0,91000000.0,624000000.0,949000000.0,,-88000000.0,669000000.0,3620000000.0,13188000000.0,0.2875,824347826.0,250000000.0,,,,1077000000.0,,151000000.0,,659000000.0,51000000.0,581000000.0,5514000000.0,-31000000.0,299000000.0,101000000.0,590000000,13318000000.0,0.2875,,-4527000000.0,,969000000.0,824347826.0,5121000000.0,93000000.0,0.0,261000000.0,-276000000.0,830000000.0,450000000.0,,1974000000,-77000000.0,418000000,2557000000.0,17845000000.0,1095000000.0,,,,,
1995-12-31,19446000000.0,17767000000.0,765000000.0,6232000000.0,-72000000.0,,649000000.0,139000000.0,476000000.0,-757000000.0,349000000.0,173000000.0,294000000,1447000000.0,2205000000.0,10967000000.0,179000000,238000000.0,230000000.0,-179000000.0,-1020000000.0,294000000,3498000000.0,122000000.0,230000000.0,230000000.0,132000000.0,-665000000.0,-1170000000.0,-89000000.0,,2215000000.0,12866000000.0,,,90000000.0,,,,2731000000.0,,145000000.0,,1674000000.0,91000000.0,581000000.0,6364000000.0,-137000000.0,1396000000.0,62000000.0,315000000,14105000000.0,,,-4643000000.0,,-1693000000.0,,5327000000.0,50000000.0,,241000000.0,-405000000.0,-15000000.0,333000000.0,,1974000000,-104000000.0,1057000000,1899000000.0,18748000000.0,1679000000.0,,,,,
1996-03-31,19609000000.0,17963000000.0,1438000000.0,6129000000.0,2000000.0,,640000000.0,-151000000.0,,985000000.0,,172000000.0,156000000,,255000000.0,10973000000.0,107000000,227000000.0,79000000.0,-246000000.0,18000000.0,156000000,3595000000.0,117000000.0,79000000.0,79000000.0,225000000.0,601000000.0,,-89000000.0,717000000.0,2986000000.0,12947000000.0,0.19,821052632.0,241000000.0,,,,983000000.0,,130000000.0,,677000000.0,230000000.0,582000000.0,6436000000.0,-678000000.0,13000000.0,31000000.0,478000000,14260000000.0,0.19,,-4746000000.0,,301000000.0,821052632.0,5394000000.0,-54000000.0,,138000000.0,-259000000.0,-166000000.0,261000000.0,,1968000000,-49000000.0,306000000,1974000000.0,19006000000.0,1646000000.0,,,,,
1996-06-30,19749000000.0,18156000000.0,1475000000.0,5923000000.0,229000000.0,,646000000.0,-6000000.0,,919000000.0,,174000000.0,244000000,,235000000.0,10903000000.0,186000000,220000000.0,73000000.0,-217000000.0,32000000.0,244000000,3712000000.0,114000000.0,73000000.0,73000000.0,232000000.0,370000000.0,,-88000000.0,712000000.0,3105000000.0,12917000000.0,0.2975,820168067.0,230000000.0,,,,1093000000.0,,126000000.0,,610000000.0,79000000.0,582000000.0,6596000000.0,-539000000.0,22000000.0,98000000.0,657000000,14339000000.0,0.295,,-4866000000.0,,435000000.0,827118644.0,5550000000.0,31000000.0,,284000000.0,-239000000.0,-257000000.0,468000000.0,,2012000000,-58000000.0,483000000,2014000000.0,19205000000.0,1593000000.0,,,,,
1996-09-30,29307000000.0,27237000000.0,2291000000.0,8374000000.0,160000000.0,,2872000000.0,75000000.0,,899000000.0,,170000000.0,275000000,,232000000.0,17889000000.0,211000000,292000000.0,148000000.0,-884000000.0,52000000.0,275000000,5842000000.0,115000000.0,148000000.0,148000000.0,333000000.0,141000000.0,,-88000000.0,706000000.0,2057000000.0,21282000000.0,0.325,846153846.0,308000000.0,,,,1097000000.0,,501000000.0,,615000000.0,73000000.0,679000000.0,8025000000.0,356000000.0,-494000000.0,121000000.0,652000000,24474000000.0,0.3225,,-4970000000.0,,421000000.0,852713178.0,5138000000.0,52000000.0,,332000000.0,-390000000.0,409000000.0,550000000.0,,1996000000,-64000000.0,482000000,3393000000.0,29444000000.0,2070000000.0,,,,,
1996-12-31,27914000000.0,26580000000.0,922000000.0,7900000000.0,-94000000.0,,1344000000.0,43000000.0,759000000.0,-168000000.0,494000000.0,246000000.0,229000000,613000000.0,2536000000.0,16633000000.0,229000000,304000000.0,191000000.0,253000000.0,-617000000.0,229000000,5939000000.0,155000000.0,191000000.0,191000000.0,127000000.0,686000000.0,,-88000000.0,,923000000.0,19689000000.0,,,345000000.0,,,,2978000000.0,,705000000.0,,2118000000.0,148000000.0,686000000.0,8225000000.0,-1186000000.0,1223000000.0,130000000.0,591000000,25044000000.0,,,-5053000000.0,,-1900000000.0,,5262000000.0,137000000.0,,359000000.0,-472000000.0,-588000000.0,378000000.0,,2810000000,739000000.0,860000000,3056000000.0,30097000000.0,1334000000.0,,,,,
1997-03-31,28186000000.0,26732000000.0,1966000000.0,8075000000.0,-156000000.0,,2036000000.0,-97000000.0,,1503000000.0,,258000000.0,128000000,,350000000.0,16838000000.0,128000000,275000000.0,94000000.0,-434000000.0,38000000.0,128000000,5995000000.0,150000000.0,94000000.0,94000000.0,164000000.0,539000000.0,,-105000000.0,695000000.0,791000000.0,19947000000.0,0.13,984615385.0,386000000.0,,,,1307000000.0,,736000000.0,,814000000.0,191000000.0,688000000.0,8239000000.0,-348000000.0,-27000000.0,77000000.0,751000000,25246000000.0,0.13,,-5230000000.0,,516000000.0,984615385.0,5283000000.0,35000000.0,,205000000.0,-407000000.0,86000000.0,251000000.0,,2810000000,-164000000.0,493000000,3109000000.0,30476000000.0,1454000000.0,,,,,
1997-06-30,28751000000.0,27192000000.0,2103000000.0,8292000000.0,-76000000.0,,2065000000.0,35000000.0,,1401000000.0,,261000000.0,216000000,,343000000.0,17170000000.0,216000000,290000000.0,129000000.0,-591000000.0,19000000.0,216000000,6066000000.0,146000000.0,129000000.0,129000000.0,216000000.0,397000000.0,,-107000000.0,690000000.0,871000000.0,20393000000.0,0.22,981818182.0,338000000.0,,,,1482000000.0,,674000000.0,,796000000.0,94000000.0,689000000.0,8358000000.0,-120000000.0,-59000000.0,132000000.0,947000000,25631000000.0,0.2175,,-5474000000.0,,522000000.0,993103448.0,5394000000.0,72000000.0,,348000000.0,-532000000.0,170000000.0,456000000.0,,2883000000,127000000.0,686000000,3223000000.0,31105000000.0,1559000000.0,,,,,
1997-09-30,28666000000.0,27067000000.0,2254000000.0,8185000000.0,-24000000.0,,1761000000.0,72000000.0,,1416000000.0,,260000000.0,240000000,,398000000.0,16878000000.0,240000000,295000000.0,201000000.0,-187000000.0,102000000.0,240000000,6175000000.0,156000000.0,201000000.0,201000000.0,210000000.0,-126000000.0,,-105000000.0,683000000.0,765000000.0,20182000000.0,0.245,979591837.0,306000000.0,,,,1409000000.0,,580000000.0,,991000000.0,129000000.0,690000000.0,8484000000.0,26000000.0,72000000.0,129000000.0,678000000,25619000000.0,0.24,,-5375000000.0,,520000000.0,1000000000.0,5528000000.0,124000000.0,,369000000.0,-488000000.0,-205000000.0,464000000.0,,2825000000,2000000.0,418000000,3304000000.0,30994000000.0,1599000000.0,,,,,
1997-12-31,28764000000.0,27349000000.0,939000000.0,8285000000.0,-245000000.0,,1232000000.0,-111000000.0,333000000.0,-663000000.0,631000000.0,264000000.0,-152000000,624000000.0,3048000000.0,17292000000.0,-152000000,296000000.0,90000000.0,-560000000.0,-1064000000.0,-152000000,6252000000.0,152000000.0,90000000.0,90000000.0,233000000.0,255000000.0,,-105000000.0,,748000000.0,20539000000.0,,,398000000.0,,,,3224000000.0,,758000000.0,,2233000000.0,201000000.0,690000000.0,8225000000.0,-130000000.0,343000000.0,-93000000.0,350000000,25977000000.0,,,-5537000000.0,,-1754000000.0,,5271000000.0,69000000.0,,-245000000.0,-674000000.0,20000000.0,429000000.0,,2561000000,56000000.0,991000000,3247000000.0,31514000000.0,1415000000.0,,,,,
1998-03-31,29078000000.0,27694000000.0,1867000000.0,9258000000.0,-648000000.0,,1826000000.0,101000000.0,,1549000000.0,,263000000.0,-62000000,,389000000.0,18152000000.0,-62000000,309000000.0,191000000.0,-553000000.0,23000000.0,-62000000,6224000000.0,161000000.0,191000000.0,191000000.0,132000000.0,1765000000.0,,-106000000.0,613000000.0,848000000.0,20960000000.0,-0.0625,992000000.0,295000000.0,,,,1037000000.0,,541000000.0,,927000000.0,90000000.0,690000000.0,8118000000.0,-888000000.0,-22000000.0,-43000000.0,373000000,26233000000.0,-0.0625,,-5704000000.0,,526000000.0,992000000.0,5159000000.0,-29000000.0,,-105000000.0,-531000000.0,771000000.0,-117000000.0,,2586000000,-307000000.0,110000000,2808000000.0,31937000000.0,1384000000.0,,,,,
1998-06-30,28944000000.0,27175000000.0,1883000000.0,8399000000.0,-533000000.0,,1823000000.0,107000000.0,,1674000000.0,,235000000.0,-419000000,,1278000000.0,16941000000.0,-158000000,317000000.0,297000000.0,-650000000.0,53000000.0,-419000000,5947000000.0,177000000.0,297000000.0,297000000.0,162000000.0,1538000000.0,,-49000000.0,,913000000.0,19811000000.0,-0.425,985882353.0,766000000.0,,,,688000000.0,,573000000.0,,1993000000.0,191000000.0,690000000.0,7633000000.0,-908000000.0,59000000.0,-111000000.0,-1054000000,26262000000.0,-0.425,,-5588000000.0,,452000000.0,985882353.0,4691000000.0,-111000000.0,,-269000000.0,-709000000.0,581000000.0,176000000.0,,2362000000,565000000.0,-1305000000,2870000000.0,31850000000.0,1769000000.0,,,,,
1998-09-30,29429000000.0,27414000000.0,1790000000.0,9029000000.0,-419000000.0,,1731000000.0,257000000.0,,1351000000.0,,253000000.0,38000000,,1255000000.0,17520000000.0,32000000,308000000.0,554000000.0,-447000000.0,37000000.0,38000000,5978000000.0,189000000.0,554000000.0,554000000.0,178000000.0,608000000.0,,-50000000.0,,886000000.0,20300000000.0,0.0375,1013333333.0,752000000.0,,,,1053000000.0,,531000000.0,,1713000000.0,297000000.0,691000000.0,7629000000.0,45000000.0,73000000.0,19000000.0,-407000000,26528000000.0,0.0375,,-5670000000.0,,428000000.0,1013333333.0,4680000000.0,18000000.0,,51000000.0,-520000000.0,603000000.0,101000000.0,,2404000000,-6000000.0,-660000000,2780000000.0,32198000000.0,2015000000.0,,,,,
1998-12-31,29374000000.0,27872000000.0,765000000.0,8511000000.0,54000000.0,,932000000.0,-379000000.0,400000000.0,-1686000000.0,643000000.0,319000000.0,-190000000,691000000.0,531000000.0,17549000000.0,-442000000,343000000.0,176000000.0,-248000000.0,-2396000000.0,-190000000,6308000000.0,188000000.0,176000000.0,176000000.0,181000000.0,-448000000.0,,-50000000.0,,242000000.0,20481000000.0,,,96000000.0,,,,5145000000.0,,586000000.0,,-87000000.0,554000000.0,691000000.0,7393000000.0,-38000000.0,103000000.0,77000000.0,3268000000,26939000000.0,,,-6206000000.0,,-1435000000.0,,4441000000.0,48000000.0,,-365000000.0,-351000000.0,-536000000.0,405000000.0,301000000.0,3459000000,-568000000.0,5232000000,2932000000.0,33145000000.0,1502000000.0,,,,,
1999-03-31,29455000000.0,28019000000.0,1876000000.0,8539000000.0,41000000.0,,1813000000.0,-69000000.0,,1363000000.0,,270000000.0,129000000,,1629000000.0,17538000000.0,129000000,350000000.0,107000000.0,-462000000.0,31000000.0,129000000,6370000000.0,192000000.0,107000000.0,107000000.0,180000000.0,398000000.0,,-49000000.0,,977000000.0,20477000000.0,0.13,992307692.0,347000000.0,,,,1377000000.0,,584000000.0,,2156000000.0,176000000.0,691000000.0,7478000000.0,-369000000.0,-90000000.0,72000000.0,-509000000,27042000000.0,0.13,,-6428000000.0,,540000000.0,992307692.0,4521000000.0,60000000.0,,201000000.0,-372000000.0,-20000000.0,413000000.0,,2740000000,4000000.0,-779000000,2939000000.0,33470000000.0,1436000000.0,,,,,
1999-06-30,29787000000.0,28204000000.0,1861000000.0,8590000000.0,113000000.0,,1785000000.0,224000000.0,,1332000000.0,,268000000.0,194000000,,1572000000.0,17674000000.0,194000000,341000000.0,331000000.0,-379000000.0,24000000.0,194000000,6473000000.0,184000000.0,331000000.0,331000000.0,215000000.0,246000000.0,,-49000000.0,,1023000000.0,20662000000.0,0.1975,982278481.0,350000000.0,,,,1441000000.0,,630000000.0,,2079000000.0,107000000.0,691000000.0,7625000000.0,-159000000.0,73000000.0,87000000.0,-370000000,27181000000.0,0.1925,,-6567000000.0,,536000000.0,1007792208.0,4666000000.0,101000000.0,,281000000.0,-452000000.0,38000000.0,565000000.0,,2773000000,126000000.0,-638000000,2988000000.0,33748000000.0,1583000000.0,,,,,
1999-09-30,29853000000.0,28473000000.0,1788000000.0,8502000000.0,-37000000.0,,1721000000.0,-133000000.0,,1349000000.0,,271000000.0,245000000,,1604000000.0,17644000000.0,218000000,335000000.0,198000000.0,-466000000.0,24000000.0,245000000,6573000000.0,184000000.0,198000000.0,198000000.0,206000000.0,-43000000.0,,-50000000.0,,1071000000.0,20533000000.0,0.2475,989898990.0,111000000.0,6000000.0,,-65000000.0,1544000000.0,,596000000.0,-40000000.0,2099000000.0,331000000.0,691000000.0,7820000000.0,-63000000.0,60000000.0,137000000.0,-284000000,27402000000.0,0.24,,-6726000000.0,,643000000.0,1020833333.0,4861000000.0,238000000.0,,355000000.0,-526000000.0,-156000000.0,489000000.0,,2893000000,-157000000.0,-555000000,2889000000.0,34128000000.0,1380000000.0,,,,,
1999-12-31,29888000000.0,28574000000.0,733000000.0,8426000000.0,-82000000.0,,636000000.0,-23000000.0,385000000.0,-1286000000.0,581000000.0,274000000.0,242000000,753000000.0,-520000000.0,19002000000.0,242000000,337000000.0,175000000.0,-307000000.0,-1285000000.0,242000000,6715000000.0,179000000.0,175000000.0,175000000.0,214000000.0,33000000.0,,-50000000.0,,302000000.0,21887000000.0,,,110000000.0,-2000000.0,,45000000.0,4153000000.0,-6000000.0,598000000.0,-55000000.0,-966000000.0,198000000.0,691000000.0,8001000000.0,-101000000.0,177000000.0,123000000.0,4181000000,27519000000.0,,,-6851000000.0,,-2385000000.0,,5053000000.0,130000000.0,,365000000.0,-484000000.0,-118000000.0,402000000.0,256000000.0,2867000000,167000000.0,5119000000,2885000000.0,34370000000.0,1314000000.0,,,,,
2000-03-31,29909000000.0,28658000000.0,956000000.0,8352000000.0,-5000000.0,,-894000000.0,-115000000.0,799000000.0,1441000000.0,618000000.0,282000000.0,185000000,678000000.0,1580000000.0,17475000000.0,185000000,324000000.0,60000000.0,-354000000.0,20000000.0,185000000,6809000000.0,182000000.0,60000000.0,60000000.0,225000000.0,93000000.0,,-52000000.0,,352000000.0,20270000000.0,0.1875,985600000.0,136000000.0,13000000.0,,-37000000.0,1472000000.0,,573000000.0,-25000000.0,2882000000.0,175000000.0,691000000.0,8139000000.0,-168000000.0,6000000.0,105000000.0,-1128000000,27628000000.0,0.185,,-7050000000.0,,,1077200000.0,5189000000.0,91000000.0,,290000000.0,-360000000.0,-116000000.0,355000000.0,,2913000000,-142000000.0,-1410000000,2795000000.0,34678000000.0,1251000000.0,,,,,
2000-06-30,30202000000.0,29008000000.0,926000000.0,8365000000.0,184000000.0,,-932000000.0,12000000.0,824000000.0,1435000000.0,569000000.0,283000000.0,244000000,706000000.0,1529000000.0,17521000000.0,244000000,324000000.0,72000000.0,-580000000.0,24000000.0,244000000,6921000000.0,180000000.0,72000000.0,72000000.0,206000000.0,390000000.0,,-49000000.0,,477000000.0,20363000000.0,0.2475,985600000.0,115000000.0,0.0,,49000000.0,1544000000.0,,633000000.0,81000000.0,2842000000.0,60000000.0,,8339000000.0,-371000000.0,-123000000.0,142000000.0,-1015000000,27825000000.0,0.24,,-7139000000.0,,,1077600000.0,,109000000.0,,386000000.0,-457000000.0,-49000000.0,641000000.0,,2979000000,116000000.0,-1298000000,2842000000.0,34964000000.0,1194000000.0,,,,,
2000-09-30,30391000000.0,29151000000.0,863000000.0,8314000000.0,-149000000.0,,-948000000.0,-17000000.0,827000000.0,1509000000.0,645000000.0,285000000.0,256000000,722000000.0,1594000000.0,17590000000.0,256000000,333000000.0,55000000.0,-356000000.0,17000000.0,256000000,7082000000.0,181000000.0,55000000.0,55000000.0,210000000.0,59000000.0,,-49000000.0,,284000000.0,20339000000.0,0.26,986000000.0,93000000.0,-9000000.0,,-76000000.0,1561000000.0,,585000000.0,-42000000.0,2944000000.0,72000000.0,691000000.0,8552000000.0,-112000000.0,230000000.0,150000000.0,-1098000000,28145000000.0,0.25,,-7174000000.0,,,1077600000.0,5590000000.0,159000000.0,,406000000.0,-586000000.0,-98000000.0,437000000.0,,3070000000,-156000000.0,-1383000000,2749000000.0,35319000000.0,1240000000.0,,,,,
2000-12-31,30499000000.0,29214000000.0,767000000.0,8144000000.0,145000000.0,,509000000.0,50000000.0,409000000.0,-1161000000.0,597000000.0,290000000.0,157000000,740000000.0,-392000000.0,18875000000.0,157000000,360000000.0,105000000.0,-252000000.0,-1231000000.0,157000000,7143000000.0,180000000.0,105000000.0,105000000.0,207000000.0,-33000000.0,,-49000000.0,,278000000.0,21837000000.0,,,134000000.0,-27000000.0,,48000000.0,4077000000.0,0.0,658000000.0,59000000.0,-3217000000.0,55000000.0,688000000.0,8662000000.0,-145000000.0,128000000.0,71000000.0,6414000000,28196000000.0,,,-7262000000.0,,,,5699000000.0,88000000.0,,228000000.0,-380000000.0,-223000000.0,525000000.0,,2916000000,218000000.0,7294000000,2962000000.0,35458000000.0,1285000000.0,,,,,
2001-03-31,30752000000.0,29450000000.0,957000000.0,8435000000.0,-156000000.0,,-286000000.0,-32000000.0,845000000.0,1456000000.0,631000000.0,292000000.0,181000000,757000000.0,1610000000.0,17691000000.0,181000000,340000000.0,73000000.0,-494000000.0,30000000.0,181000000,7241000000.0,181000000.0,73000000.0,73000000.0,203000000.0,524000000.0,,-49000000.0,,412000000.0,20441000000.0,0.1825,987600000.0,147000000.0,20000000.0,,-34000000.0,1487000000.0,,509000000.0,-137000000.0,2931000000.0,105000000.0,689000000.0,8811000000.0,-214000000.0,-133000000.0,107000000.0,-1152000000,28281000000.0,0.18,,-7348000000.0,,,1084000000.0,5830000000.0,77000000.0,,288000000.0,-361000000.0,257000000.0,205000000.0,,2943000000,-261000000.0,-1444000000,2750000000.0,35629000000.0,1302000000.0,,,,,
2001-06-30,30991000000.0,29632000000.0,887000000.0,8299000000.0,207000000.0,,-250000000.0,57000000.0,840000000.0,1479000000.0,640000000.0,293000000.0,243000000,767000000.0,1568000000.0,17700000000.0,243000000,309000000.0,130000000.0,-409000000.0,75000000.0,243000000,7377000000.0,178000000.0,130000000.0,130000000.0,200000000.0,106000000.0,,-50000000.0,,440000000.0,20458000000.0,0.245,990800000.0,162000000.0,31000000.0,,-9000000.0,1519000000.0,6000000.0,580000000.0,70000000.0,2922000000.0,73000000.0,689000000.0,9033000000.0,-848000000.0,22000000.0,148000000.0,-1110000000,28425000000.0,0.2375,,-7330000000.0,,,1087600000.0,6024000000.0,126000000.0,,391000000.0,-431000000.0,-172000000.0,638000000.0,,2998000000,8000000.0,-1403000000,2758000000.0,35755000000.0,1359000000.0,,,,,
2001-09-30,31305000000.0,29906000000.0,937000000.0,8207000000.0,-43000000.0,,1238000000.0,-10000000.0,844000000.0,1433000000.0,690000000.0,292000000.0,267000000,800000000.0,1585000000.0,19224000000.0,267000000,280000000.0,120000000.0,-371000000.0,31000000.0,267000000,7517000000.0,175000000.0,120000000.0,120000000.0,197000000.0,247000000.0,,-49000000.0,,427000000.0,22048000000.0,0.27,991600000.0,192000000.0,29000000.0,,-50000000.0,1593000000.0,,556000000.0,,2881000000.0,130000000.0,689000000.0,9257000000.0,-597000000.0,,163000000.0,-996000000,28679000000.0,0.26,,-7357000000.0,,,1086400000.0,6242000000.0,141000000.0,,430000000.0,-562000000.0,-158000000.0,519000000.0,,3026000000,16000000.0,-1288000000,2824000000.0,36036000000.0,1399000000.0,,,,,
2001-12-31,31551000000.0,30009000000.0,598000000.0,7886000000.0,1984000000.0,,454000000.0,-7000000.0,792000000.0,-1208000000.0,604000000.0,297000000.0,275000000,786000000.0,-487000000.0,19284000000.0,275000000,265000000.0,113000000.0,-270000000.0,-1265000000.0,275000000,7882000000.0,167000000.0,113000000.0,113000000.0,194000000.0,100000000.0,,-50000000.0,,431000000.0,21976000000.0,,,160000000.0,16000000.0,,103000000.0,4214000000.0,-11000000.0,567000000.0,,-3284000000.0,120000000.0,689000000.0,9575000000.0,440000000.0,,149000000.0,6666000000,28792000000.0,,,-7644000000.0,,,,6466000000.0,80000000.0,,424000000.0,,-367000000.0,630000000.0,,3006000000,117000000.0,7498000000,2692000000.0,36436000000.0,1542000000.0,,,,,
2002-03-31,31880000000.0,30234000000.0,748000000.0,8006000000.0,-14000000.0,,-1877000000.0,-3000000.0,810000000.0,1405000000.0,676000000.0,299000000.0,222000000,801000000.0,1638000000.0,17982000000.0,222000000,259000000.0,110000000.0,-485000000.0,21000000.0,222000000,7990000000.0,163000000.0,110000000.0,110000000.0,203000000.0,488000000.0,,-50000000.0,,578000000.0,20544000000.0,0.2225,1004000000.0,201000000.0,6000000.0,,,1562000000.0,,535000000.0,,2905000000.0,113000000.0,689000000.0,9836000000.0,-301000000.0,-126000000.0,135000000.0,-1044000000,28855000000.0,0.215,,-7831000000.0,,,1104800000.0,6638000000.0,90000000.0,,357000000.0,-359000000.0,137000000.0,345000000.0,,2967000000,-246000000.0,-1343000000,2562000000.0,36686000000.0,1646000000.0,,,,,
2002-06-30,32323000000.0,30396000000.0,789000000.0,7888000000.0,146000000.0,,-1925000000.0,271000000.0,847000000.0,1472000000.0,695000000.0,300000000.0,304000000,800000000.0,1674000000.0,17935000000.0,304000000,250000000.0,381000000.0,-431000000.0,35000000.0,304000000,8103000000.0,159000000.0,381000000.0,381000000.0,290000000.0,389000000.0,,-50000000.0,,424000000.0,20736000000.0,0.3025,1007200000.0,195000000.0,9000000.0,,,1682000000.0,-2000000.0,603000000.0,,2999000000.0,110000000.0,689000000.0,10087000000.0,-1273000000.0,182000000.0,174000000.0,-1017000000,29172000000.0,0.2875,,-7983000000.0,,,1105200000.0,6892000000.0,123000000.0,,478000000.0,-613000000.0,-57000000.0,759000000.0,,3154000000,142000000.0,-1317000000,2801000000.0,37155000000.0,1927000000.0,,,,,
2002-09-30,32625000000.0,30534000000.0,801000000.0,7580000000.0,243000000.0,,-1972000000.0,70000000.0,895000000.0,1477000000.0,765000000.0,302000000.0,437000000,695000000.0,1678000000.0,17734000000.0,437000000,264000000.0,451000000.0,-302000000.0,161000000.0,437000000,8277000000.0,157000000.0,451000000.0,451000000.0,294000000.0,-102000000.0,,-51000000.0,,466000000.0,20626000000.0,0.4325,1010000000.0,213000000.0,-14000000.0,,-70000000.0,1722000000.0,-7000000.0,580000000.0,-29000000.0,3006000000.0,381000000.0,689000000.0,10499000000.0,542000000.0,-105000000.0,211000000.0,-982000000,29373000000.0,0.4075,,-8106000000.0,,,1109200000.0,7278000000.0,174000000.0,,648000000.0,-496000000.0,-367000000.0,739000000.0,,3199000000,-61000000.0,-1284000000,2892000000.0,37479000000.0,2091000000.0,,,,,
2002-12-31,32764000000.0,30612000000.0,580000000.0,7428000000.0,-12000000.0,,1886000000.0,-82000000.0,873000000.0,-308000000.0,696000000.0,305000000.0,378000000,699000000.0,-489000000.0,19412000000.0,378000000,288000000.0,369000000.0,-303000000.0,-306000000.0,378000000,8478000000.0,154000000.0,369000000.0,369000000.0,276000000.0,0.0,,-50000000.0,,408000000.0,22113000000.0,,,242000000.0,-24000000.0,,69000000.0,3479000000.0,-234000000.0,483000000.0,-116000000.0,-3203000000.0,451000000.0,689000000.0,10651000000.0,-165000000.0,-2000000.0,155000000.0,6898000000,29505000000.0,,,-8333000000.0,,,,7597000000.0,186000000.0,,533000000.0,-419000000.0,-186000000.0,407000000.0,,3171000000,-159000000.0,6682000000,2701000000.0,37838000000.0,2152000000.0,,,,,
