date,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyAccumulatedDepreciation,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyFreeCashFlow,quarterlyNetOtherInvestingChanges,quarterlyEbitda
2003-12-31,,1321917795.0,,,,,,,0.479452,938445790.0,,,,1321917795.0,,1321917795.0,,,,,,,,,,,,,,,,0.479452,938445790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,1072232555.0,9054230365.0,,,,426676809855.0,395470734620.0,,,31206075235.0,4164859200.0,4177874385.0,1072232555.0,,1072232555.0,175809118980.0,6082429790.0,6164859295.0,,,2828633540.0,32997832370.0,,24056400275.0,,,,4164859200.0,6802603360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,1593103396.5,,,,,,,1.655172,962500000.0,,,,1593103396.5,,1593103396.5,,,,,,,,,,,,,,,,1.655172,962500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,729357804.0,1589449554.0,10366972560.0,2415137634.0,,5488532154.0,438706425528.0,406279819764.0,1.651376,954109710.0,32426605764.0,,,1589449554.0,,1589449554.0,170600918796.0,5041284444.0,,2415137634.0,825688080.0,2857798188.0,19669724928.0,3105504612.0,30674312172.0,,,,,6100917480.0,,1.651376,954109710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,1786956486.0,,,,,,,1.804343,990363832.0,,,,1786956486.0,,1786956486.0,,,,,,,,,,,,,,,,1.84783,967056548.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,1815720276.0,12886462212.0,,,,530039273748.0,480646263216.0,,,49393010532.0,43668120000.0,4917030312.0,1815720276.0,,1815720276.0,205799115936.0,5034934236.0,7091702688.0,,,3100436520.0,37620085380.0,,62148468384.0,,,,43668120000.0,7589519256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,2071739089.0,,,,,,,2.005716,1032917693.0,,,,2071739089.0,,2071739089.0,,,,,,,,,,,,,,,,2.005716,1032917693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,1158190798.5,2094413341.5,14504856300.0,3026240473.5,,8199639220.5,624992280912.0,573192362277.0,1.999916,1052329970.0,51799918635.0,,,2094413341.5,,2094413341.5,220117787469.0,5019559362.0,,3026240473.5,931827132.0,3120741810.0,46718823519.0,3999824010.0,64388375739.0,,,,,7753505004.0,,2.021885,1052329970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,2503489524.0,,,,,,,2.423707,1052329970.0,,,,2503489524.0,,2503489524.0,,,,,,,,,,,,,,,,2.423707,1038272900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,4194518467.0,18318332341.0,,,,792380386006.0,736788190850.0,,,55369398606.0,8279119798.0,8680153588.0,4194518467.0,,4194518467.0,276896008271.0,17057303868.0,8729168829.0,,,3136975424.0,71566707791.0,,75813210034.0,,,,8279119798.0,7062650635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,1051555451.75,,,,,,,0.991132,1060811740.0,,,,1051555451.75,,1051555451.75,,,,,,,,,,,,,,,,1.005372,1045952880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,2596606888.0,2091457132.5,19159118781.0,2987469368.5,,11252725096.5,883084059452.0,824692404909.0,1.965737,1060811740.0,58103650610.0,12201309479.0,9878992051.0,2091457132.5,,2091457132.5,304461300600.0,28855251192.0,10016136781.0,2976040641.0,884583508.5,3126899844.0,64997459038.0,7565817605.0,71950696849.0,,,,12201309479.0,8214969327.0,,1.988599,1045952880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,3429221290.06,,,,,,,3.219822,1065034294.0,,,,3429221290.06,,3429221290.06,,,,,,,,,,,,,,,,3.266636,1049771565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,3424829580.4,24560416590.0,,,,1015582946478.0,949595997842.0,,,65662932586.0,17077805942.0,15781741742.0,3424829580.4,,3424829580.4,309258198976.0,33680388344.0,10420356168.0,,,3201278574.0,93584475668.0,,95697060314.0,,,,17077805942.0,7603576640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,2597877504.0,,,,,,,2.318575,1120433680.0,,,,2597877504.0,,2597877504.0,,,,,,,,,,,,,,,,2.332809,1113440310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,4290815560.5,2535211413.0,25193415450.0,3838524322.5,,16147590690.0,1274334530532.0,1165467236052.0,2.262646,1120433680.0,108514189917.0,13104543501.0,10081333647.0,2535211413.0,,2535211413.0,396123807681.0,32656220877.0,11009720925.0,3822654454.5,1287443041.5,3527078163.0,128169021435.0,11668320447.0,62900221818.0,,,,13104543501.0,11001785991.0,,2.276537,1113440310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,3958308592.0,,,,,,,3.388887,1168025972.0,,,,3958308592.0,,3958308592.0,,,,,,,,,,,,,,,,3.388887,1168025972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,1273074224.0,31052000000.0,,,,1507240000000.0,1387588000000.0,,,119192000000.0,16732000000.0,11292000000.0,1273074224.0,,1273074224.0,534704000000.0,32668000000.0,13956000000.0,,,3544000000.0,153052000000.0,,129412000000.0,,,,16732000000.0,13956000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,5405800000.0,4643500000.0,,10275100000.0,,23168900000.0,,,3.24,1433179012.0,,,,4643500000.0,,4643500000.0,,,,6830400000.0,2186900000.0,,,18982600000.0,,,,,,,,3.3,1407121212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,17663700000.0,1846800000.0,31844000000.0,-441100000.0,,23057000000.0,2033009500000.0,1809729600000.0,,,222777500000.0,262956000000.0,15128900000.0,1846800000.0,74937900000.0,1886500000.0,451742600000.0,38091700000.0,16397900000.0,3003600000.0,1117100000.0,4250300000.0,192898500000.0,18993900000.0,110618700000.0,14632700000.0,,,20755300000.0,-8254800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,5821400000.0,6217400000.0,,9262900000.0,,23868500000.0,,,4.38,1419497717.0,,,,6217400000.0,,6217400000.0,,,,9262900000.0,3045500000.0,,,24892500000.0,,,,,,,,4.38,1419497717.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,18610900000.0,2396600000.0,34845900000.0,3838200000.0,,36390500000.0,2020744800000.0,1770691700000.0,,,249497000000.0,216342000000.0,13251900000.0,2396600000.0,74937900000.0,2450300000.0,543492500000.0,67598800000.0,20649400000.0,3838200000.0,1387900000.0,4253800000.0,171224400000.0,23245900000.0,27237000000.0,12731000000.0,-14973300000.0,35622700000.0,33225300000.0,8522300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,5593400000.0,6061100000.0,,15186500000.0,,28992300000.0,1861150500000.0,1703938100000.0,4.23,1432884161.0,157212400000.0,,,6061100000.0,,6061100000.0,603107500000.0,30491500000.0,19662900000.0,8598300000.0,2537200000.0,4261800000.0,136785700000.0,22375200000.0,,,,,,,,4.26,1422793427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,17933600000.0,3404600000.0,39325600000.0,-740100000.0,,32239000000.0,2071717500000.0,1819402200000.0,,,251600800000.0,170818100000.0,12196000000.0,3404600000.0,74937900000.0,3563000000.0,543490800000.0,69802200000.0,21566900000.0,5848100000.0,2285100000.0,4273600000.0,149258700000.0,20246300000.0,49070000000.0,10841500000.0,,,33435500000.0,2850200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,5785900000.0,8185000000.0,,11759800000.0,,26292000000.0,2045528900000.0,1834699200000.0,5.52,1482789855.0,210829700000.0,,,8185000000.0,,8185000000.0,640820900000.0,76390800000.0,20790800000.0,11759800000.0,3574800000.0,4552400000.0,129166000000.0,18109000000.0,,,,,,,,5.61,1459001783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,32554300000.0,3450000000.0,47059100000.0,6879500000.0,,51890200000.0,2416520400000.0,2110066200000.0,,,305581700000.0,243682300000.0,21791400000.0,3450000000.0,74937900000.0,3767100000.0,509557600000.0,75854400000.0,22302800000.0,6879500000.0,3112400000.0,4577400000.0,297558500000.0,16874500000.0,98165000000.0,8961500000.0,-18579500000.0,40882300000.0,19964200000.0,-198700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,6670700000.0,8117100000.0,,17487100000.0,,33410200000.0,2332532600000.0,2107257200000.0,5.22,1555000000.0,225275400000.0,,,8117100000.0,,8117100000.0,607768100000.0,114917200000.0,21587900000.0,11936900000.0,3819800000.0,4596900000.0,182311300000.0,20190100000.0,,,,,,,,5.31,1528644068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,22413300000.0,10185400000.0,58901200000.0,18071000000.0,,37483700000.0,2665256600000.0,2344157500000.0,,,320057400000.0,192965300000.0,14280300000.0,10185400000.0,74937900000.0,10343300000.0,573189300000.0,87444000000.0,22425600000.0,16273300000.0,5930000000.0,4626000000.0,203004200000.0,23056000000.0,75742200000.0,7582700000.0,,,30047600000.0,-4633300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,7250500000.0,10878300000.0,,20726900000.0,,39045100000.0,2498200200000.0,2247674900000.0,6.93,1569740260.0,250525300000.0,,,10878300000.0,,10878300000.0,630136600000.0,134356000000.0,21327100000.0,16068200000.0,5189900000.0,4643300000.0,159946600000.0,24532700000.0,,,,,,,,7.05,1543021277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,41226300000.0,13080100000.0,112174100000.0,6940600000.0,,47573900000.0,2920236300000.0,2572406500000.0,,,346491700000.0,16266800000.0,19752600000.0,13080100000.0,74937900000.0,13410500000.0,666921800000.0,93287200000.0,22881200000.0,21694300000.0,8283800000.0,4652200000.0,288902100000.0,26289700000.0,76686700000.0,6402900000.0,-23918100000.0,46799300000.0,72372700000.0,-5712500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,7809900000.0,10849800000.0,,15897000000.0,,39679900000.0,2859415500000.0,2592888200000.0,6.9,1572434783.0,266527300000.0,,,10849800000.0,,10849800000.0,729422500000.0,219786900000.0,21674200000.0,15897000000.0,5047200000.0,4667700000.0,177153700000.0,31300100000.0,,,,,,,,6.99,1552188841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,26058300000.0,9159000000.0,123229600000.0,21258000000.0,,43241100000.0,3376951100000.0,3017050600000.0,,,358526100000.0,287872600000.0,23084600000.0,9159000000.0,74937900000.0,9241100000.0,802153700000.0,160495200000.0,22966900000.0,14362500000.0,5121400000.0,4676600000.0,341353800000.0,38707300000.0,95546100000.0,5237200000.0,,,41885900000.0,-9651600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,8674200000.0,14296600000.0,,20487900000.0,,45359900000.0,3354867400000.0,3059989300000.0,9.15,1562469945.0,294878100000.0,,,14296600000.0,,14296600000.0,802139000000.0,244262600000.0,21766100000.0,20487900000.0,6191300000.0,4682600000.0,189937200000.0,40866500000.0,,,,,,,,9.15,1562469945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,50085700000.0,12643500000.0,99761600000.0,19854300000.0,4942100000.0,52385800000.0,3571155700000.0,3174563000000.0,,,395055200000.0,20077900000.0,26645500000.0,12643500000.0,74937900000.0,12868100000.0,884123800000.0,178366600000.0,24960900000.0,19854300000.0,6986200000.0,4693400000.0,341288900000.0,41249500000.0,112642800000.0,4074000000.0,-29147000000.0,54107900000.0,156073400000.0,46035500000.0,807080400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,14394100000.0,14173900000.0,,25809400000.0,,50135400000.0,3600008400000.0,3283968600000.0,9.0,1574877778.0,316039800000.0,,,14173900000.0,,14173900000.0,901559200000.0,260641500000.0,24206700000.0,20936300000.0,6762400000.0,4711800000.0,239672600000.0,45233700000.0,,,,,,311325000000.0,,9.0,1574877778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,9629300000.0,15599800000.0,114200300000.0,26683300000.0,,53536900000.0,3994435700000.0,3571087300000.0,9.75,1599979487.0,421680100000.0,300177500000.0,29982700000.0,15599800000.0,74937900000.0,15599800000.0,877679600000.0,253798700000.0,26656100000.0,22784200000.0,7184400000.0,4723400000.0,404805000000.0,47929600000.0,117449800000.0,2918800000.0,,,66982100000.0,51052100000.0,826504800000.0,9.9,1575737374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,10039300000.0,18590700000.0,,30236300000.0,,55977400000.0,3837288800000.0,3482927700000.0,11.807626,1586279353.0,354361100000.0,,,18590700000.0,,18590700000.0,959787500000.0,315846400000.0,25692700000.0,27163900000.0,8573200000.0,4736100000.0,247199600000.0,49087700000.0,,,,,,349625000000.0,,11.807626,1586279353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,10053300000.0,18898400000.0,132773300000.0,29627200000.0,4884100000.0,60988900000.0,4003319000000.0,3641177600000.0,1.2,1586279353.0,362141400000.0,23544100000.0,34370900000.0,18898400000.0,74937900000.0,18898400000.0,1116136000000.0,330066000000.0,27030800000.0,26621800000.0,7723400000.0,4758800000.0,272801700000.0,50286500000.0,145617200000.0,1769500000.0,-35109400000.0,64087800000.0,153830700000.0,357382600000.0,1018071500000.0,1.2,1586279353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,11090800000.0,18438600000.0,,33061100000.0,,63443000000.0,4163323200000.0,3779223700000.0,1.2,1592488790.0,384099500000.0,,,18438600000.0,,18438600000.0,1048237700000.0,391393700000.0,29423400000.0,27789900000.0,9351300000.0,4777500000.0,254166300000.0,52442600000.0,,,,,,379322000000.0,1048237700000.0,1.2,1592488790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,10356900000.0,19823200000.0,151902600000.0,33866700000.0,,63208800000.0,4652041600000.0,4174337800000.0,12.3,1611642276.0,476770300000.0,323880200000.0,37849900000.0,19823200000.0,74937900000.0,19823200000.0,1026986700000.0,288818400000.0,31443100000.0,30007400000.0,10184200000.0,4782500000.0,437477500000.0,56168100000.0,212299600000.0,935300000.0,,,29488100000.0,53034600000.0,944416100000.0,12.45,1592224900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,9729700000.0,23257000000.0,,38879700000.0,,67830400000.0,4681321700000.0,4252408300000.0,14.55,1598419244.0,428913400000.0,,,23257000000.0,,23257000000.0,1106164800000.0,438484500000.0,29385500000.0,34991300000.0,11734300000.0,4789200000.0,351906400000.0,59559100000.0,,,,,,424124200000.0,1106164800000.0,14.7,1582108844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,10612400000.0,23265200000.0,175105900000.0,37793400000.0,7073800000.0,69540600000.0,4915995200000.0,4481208700000.0,14.4,1615638889.0,434786500000.0,20591700000.0,40388500000.0,23265200000.0,74937900000.0,23265200000.0,1209510700000.0,394390000000.0,29399200000.0,34932100000.0,11666900000.0,4798100000.0,395836400000.0,58359200000.0,150775500000.0,231000000.0,-41348500000.0,72717600000.0,147933000000.0,429988400000.0,908824300000.0,14.55,1598982818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,11259300000.0,22330400000.0,,38437700000.0,,70221800000.0,4913597000000.0,4453118700000.0,13.8,1618144928.0,460478300000.0,,,22330400000.0,,22330400000.0,1236877600000.0,386181800000.0,29173800000.0,33609900000.0,11279500000.0,4815400000.0,300940500000.0,60484700000.0,,,,,,455662900000.0,1236877600000.0,13.95,1600745520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,11669400000.0,23814600000.0,198781700000.0,36043000000.0,,75580900000.0,5320162000000.0,4745624900000.0,14.7,1620040816.0,573795000000.0,277094700000.0,40371200000.0,23814600000.0,74937900000.0,23814600000.0,1155199500000.0,406221400000.0,31099300000.0,36043000000.0,12228400000.0,4828600000.0,421809300000.0,63366400000.0,104571900000.0,20500000.0,,,38870500000.0,87699800000.0,1118027000000.0,14.85,1603676768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,11325300000.0,27945100000.0,,47785600000.0,,82348400000.0,5348551900000.0,4831824200000.0,17.1,1634216374.0,516727700000.0,,,27945100000.0,,27945100000.0,1339809600000.0,396585200000.0,29353000000.0,42181300000.0,14236200000.0,4834800000.0,330387700000.0,66959000000.0,,,,,,511892900000.0,1339809600000.0,17.25,1620005797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,83095000000.0,25147600000.0,228804400000.0,27199400000.0,12966300000.0,87846700000.0,6259015800000.0,5507448200000.0,,,750252100000.0,20468300000.0,45705000000.0,25147600000.0,74937900000.0,25414600000.0,1565705600000.0,457934400000.0,33355900000.0,42190400000.0,16775800000.0,5013000000.0,515345900000.0,73800800000.0,214191900000.0,12000000.0,-47376400000.0,80732300000.0,120328400000.0,128948600000.0,1504412800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,13590100000.0,26957200000.0,,38437700000.0,,88506800000.0,6293222600000.0,5643554900000.0,15.9,1695421384.0,649667700000.0,,,26957200000.0,,26957200000.0,1723937000000.0,469429600000.0,31733600000.0,41219000000.0,14261800000.0,5022900000.0,386716200000.0,76522900000.0,,,,,,644644800000.0,1723937000000.0,16.05,1679576324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,14139700000.0,28694500000.0,256528000000.0,50428900000.0,,92326600000.0,6892975900000.0,6096257900000.0,16.95,1692890855.0,795335200000.0,273580600000.0,54169800000.0,28694500000.0,74937900000.0,28694500000.0,1743277000000.0,457438900000.0,34249100000.0,43616000000.0,14921500000.0,5036400000.0,478202300000.0,80916200000.0,225475500000.0,8500000.0,,,50246600000.0,134145200000.0,1686742800000.0,19.2,1494505208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
