date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2006-03-31,28995000.0,-10107000.0,10322000,24934000.0,,4678000.0,-7877000.0,0.43,43322000.0,7537000,2189728000.0,-5250000.0,37000.0,1182594000,,-4928000.0,56667000,,,,14337000.0,25002000.0,9834000,2296770000,9409000.0,9409000.0,35445000.0,,,,18990000.0,23095493.0,,,2193000.0,42295000.0,,7056000.0,-3469000.0,1488470000,0.43,86087000,2608586000.0,29420000,,49511000,,33000000.0,9409000.0,-19005000.0,-73184000.0,,-86730000,,22871800.0,577300000,4899000,,7574000.0,-65307000.0,,-63955000.0,,,-418858000.0,,,,,,,,,,,,
2006-06-30,36498000.0,7712000.0,22512000,2460000.0,,2508000.0,-12469000.0,0.96,25931000.0,6928000,2194576000.0,-5134000.0,138000.0,1195995000,,-387000.0,56443000,,,,9409000.0,25002000.0,22023000,2328244000,9022000.0,9022000.0,13462000.0,,,,19497000.0,23226466.0,,,2193000.0,37567000.0,,11704000.0,-1604000.0,1497768000,0.95,87486000,2631730000.0,31043000,,51718000,,,9022000.0,-19718000.0,-28778000.0,,-84066000,,22950172.0,600782000,5002000,,7066000.0,17049000.0,,-29075000.0,,,-437154000.0,,,,,,,,,,,,
2006-09-30,53806000.0,-21919000.0,12477000,113889000.0,,23175000.0,-224756000.0,0.46,68248000.0,11413000,2309519000.0,12945000.0,150000.0,1177330000,,21120000.0,57575000,,,,9022000.0,145914000.0,10686000,2459490000,30142000.0,30142000.0,-156508000.0,,,,18525000.0,23677569.0,,,2193000.0,24679000.0,,-1510000.0,,1493131000,0.45,91542000,2766739000.0,33967000,,54633000,,,30142000.0,-19836000.0,-161017000.0,,-92849000,,23142385.0,738598000,5289000,,11563000.0,192379000.0,-128640000.0,-140412000.0,,,-457220000.0,,,,,,,,,,,,
2006-12-31,60451000.0,-2709000.0,17437000,6983000.0,,22199000.0,-294620000.0,,22434000.0,9578000,2348880000.0,-34753000.0,200000.0,1153704000,,-20480000.0,126891000,,,,30142000.0,25002000.0,15060000,2485840000,9662000.0,9662000.0,-272186000.0,,,,-54269000.0,,,,2193000.0,13704000.0,,-2273000.0,,1637511000,,82959000,2813895000.0,-43932000,,-25217000,,-108797000.0,9662000.0,-21887000.0,-49897000.0,,-97457000,,,612209000,7045000,,9778000.0,44633000.0,,-33523000.0,,,-465015000.0,,,,,,,,,,,,
2007-03-31,64221000.0,-72967000.0,37546000,-28917000.0,,1185000.0,-63902000.0,1.51,59931000.0,14503000,2416942000.0,2182000.0,0.0,1250781000,,5376000.0,77548000,,,,9662000.0,25002000.0,35303000,2576331000,20822000.0,15038000.0,-3971000.0,,-5784000.0,,18266000.0,24214984.0,,,2193000.0,18982000.0,,268000.0,,1714320000,1.46,93194000,2903076000.0,15646000,,37323000,,22385000.0,15038000.0,-21721000.0,-25638000.0,,-83985000,5784000.0,23432419.0,631752000,6096000,,14503000.0,44048000.0,,-94554000.0,,,-486134000.0,,,,,,,,,,,,
2007-06-30,69851000.0,-6364000.0,12187000,148401000.0,,214252000.0,-11600000.0,0.4,39721000.0,11902000,2621192000.0,2865000.0,0.0,1239122000,,-2451000.0,84418000,,,,15038000.0,25002000.0,9877000,2793475000,16402000.0,12587000.0,28121000.0,,1969000.0,,20491000.0,25104021.0,,,2193000.0,9680000.0,,14096000.0,,1695036000,0.39,98061000,3129873000.0,13643000,,38809000,,27534000.0,12587000.0,-24458000.0,-190573000.0,,-97500000,3815000.0,24493816.0,846474000,6008000,,11902000.0,-180942000.0,,-321484000.0,,,-508681000.0,,,,,,,,,,,,
2007-09-30,70787000.0,-8002000.0,12308000,108730000.0,,2021000.0,-405968000.0,0.4,58496000.0,12260000,2781927000.0,2407000.0,0.0,1400852000,,-2348000.0,66440000,,,,12587000.0,25002000.0,9997000,2954400000,16082000.0,10239000.0,-347472000.0,167571000.0,-2028000.0,,20235000.0,25555928.0,,,2193000.0,26608000.0,,4751000.0,,1873979000,0.39,101255000,3314313000.0,34815000,,60427000,,46188000.0,10239000.0,-25701000.0,-169574000.0,,-110912000,5843000.0,25165276.0,824391000,6415000,,12260000.0,238422000.0,,-78293000.0,,,-532386000.0,,,,,,,,,,,,
2007-12-31,64191000.0,865293000.0,53597000,-40927000.0,,535000.0,-75236000.0,,32729000.0,2999000,2809217000.0,2856000.0,400000.0,1432691000,,-283000.0,69308000,,,,10239000.0,25002000.0,51287000,2980323000,11973000.0,9956000.0,-42507000.0,169818000.0,-1933000.0,,22003000.0,,,,2193000.0,29627000.0,,-8988000.0,-31235000.0,1908045000,,96013000,3351204000.0,26705000,,54639000,,-132907000.0,9956000.0,-25759000.0,7915000.0,,-82805000,2017000.0,,790318000,7754000,,3399000.0,-138744000.0,,-1050449000.0,,,-541987000.0,,,,,,,,,,,,
2008-03-31,63700000.0,-10056000.0,18014000,-20818000.0,0.0,,-31298000.0,0.63,47235000.0,18014000,2829643000.0,6630000.0,,1537300000,15945000.0,401000.0,55264000,885000.0,32981000.0,,9956000.0,25002000.0,15704000,3001276000,4045000.0,0.0,15937000.0,148183000.0,-6887000.0,11290000.0,20183000.0,24877626.0,2893343000.0,,,86716000.0,69723000.0,-18932000.0,-13723000.0,1964936000,0.63,102704000,3397463000.0,14459000,,42193000,,,10357000.0,-25471000.0,-26016000.0,1683212000.0,-92345000,4045000.0,24747925.0,757975000,6625000,281724000.0,,879000.0,,-127053000.0,107933000.0,10357000.0,-567820000.0,0.0,,,,,,,,,,,
2008-06-30,66546000.0,-16360000.0,11999000,37989000.0,0.0,,-67687000.0,0.39,42498000.0,11999000,2884638000.0,360000.0,,1610222000,16664000.0,10638000.0,55691000,1547000.0,34550000.0,,10357000.0,25002000.0,9688000,3063909000,2503000.0,0.0,-25189000.0,155000000.0,-5469000.0,8598000.0,19781000.0,25153826.0,2951184000.0,,,71433000.0,70243000.0,-10887000.0,0.0,2030096000,0.38,104793000,3479127000.0,14552000,,43235000,,,20995000.0,-27589000.0,-69849000.0,1756134000.0,-107983000,2503000.0,24768626.0,752820000,6512000,273962000.0,,-5291000.0,,-68075000.0,112725000.0,20995000.0,-594489000.0,0.0,,,,,,,,,,,
2008-09-30,66363000.0,-7961000.0,14686000,107198000.0,0.0,133654000.0,-139838000.0,0.5,53315000.0,15270000,2542861000.0,2781000.0,,1577126000,16672000.0,12409000.0,69511000,967000.0,34349000.0,,20995000.0,2000.0,12376000,3159326000,104570000.0,45956000.0,-86523000.0,1494327000.0,-56307000.0,1440000.0,19399000.0,27910297.0,2973186000.0,,,84848000.0,69869000.0,-15911000.0,0.0,2009595000,0.49,104218000,3155110000.0,34707000,,62659000,,,33404000.0,-27577000.0,-148104000.0,1723038000.0,-122044000,58614000.0,24752000.0,869801000,6524000,286557000.0,,1621000.0,,-255357000.0,186140000.0,33404000.0,-612249000.0,0.0,,,,,,,,,,,
2008-12-31,76346000.0,-9389000.0,20655000,11366000.0,0.0,9097000.0,-60567000.0,,38193000.0,17401000,2912035000.0,12670000.0,,1640647000,16444000.0,8505000.0,58172000,,34432000.0,,33404000.0,25002000.0,18345000,3164823000,45310000.0,0.0,-22374000.0,120000000.0,-31445000.0,55584000.0,20368000.0,,2988381000.0,,,56828000.0,71600000.0,-75424000.0,-10065000.0,2085084000,,106032000,3552061000.0,13428000,,124790000,,,41909000.0,-28853000.0,-41054000.0,1859688000.0,-130697000,45310000.0,,844918000,7384000,225396000.0,,-17724000.0,,-280842000.0,176442000.0,41909000.0,-640026000.0,73129000.0,,,,,,,,,,,
2009-03-31,70603000.0,-5763000.0,18396000,-28163000.0,0.0,,-37242000.0,1.61,55063000.0,21088000,2902341000.0,911000.0,,1626816000,16429000.0,23303000.0,55611000,,33378000.0,,41909000.0,25002000.0,42265000,3161915000,30143000.0,0.0,17821000.0,185000000.0,-18178000.0,14477000.0,20203000.0,28692959.0,2972944000.0,,,63896000.0,72501000.0,-58942000.0,-52843000.0,2066319000,1.53,105879000,3568893000.0,16890000,,46065000,,,65212000.0,-29169000.0,-3597000.0,1769376000.0,-151615000,30143000.0,26224946.0,860048000,6233000,296943000.0,,24951000.0,,-106335000.0,188971000.0,65212000.0,-666552000.0,54825000.0,,,,,,,,,,,
2009-06-30,70794000.0,-7512000.0,12999000,57096000.0,0.0,,-36434000.0,0.43,34171000.0,16660000,2891071000.0,158000.0,,1664423000,16475000.0,223000.0,56354000,,33972000.0,,65212000.0,25003000.0,11415000,3238981000,115432000.0,0.0,-2263000.0,165000000.0,-72072000.0,3661000.0,21509000.0,26853693.0,2961865000.0,,,57849000.0,69845000.0,-31755000.0,0.0,2055291000,0.43,103817000,3584136000.0,13491000,,42484000,,,65435000.0,-28440000.0,-91044000.0,1783177000.0,-168226000,115432000.0,26831307.0,946682000,5852000,272114000.0,,-496000.0,,-44765000.0,277116000.0,65435000.0,-693065000.0,31019000.0,,,,,,,,,,,
2009-09-30,70763000.0,-16550000.0,-1239000,6943000.0,0.0,84159000.0,-33171000.0,0.79,58428000.0,69000,2885645000.0,-11104000.0,,1608570000,255668000.0,16507000.0,35981000,,36166000.0,,65435000.0,25003000.0,21739000,3265022000,230419000.0,99070000.0,25257000.0,1758570000.0,-18030000.0,22000.0,21966000.0,30070076.0,2956408000.0,,,61821000.0,65681000.0,-38551000.0,-58042000.0,2020051000,0.74,101847000,3606723000.0,29700000,,59595000,,,81942000.0,-29656000.0,-48864000.0,5813000.0,-199600000,131349000.0,30070076.0,1022841000,6086000,2014238000.0,,-2991000.0,,-50303000.0,308614000.0,32433000.0,-721078000.0,144185000.0,,,,,,,,,,,
2009-12-31,70783000.0,-8938000.0,6953000,-11754000.0,0.0,38524000.0,-85596000.0,,25925000.0,7543000,2938431000.0,-1917000.0,,1608442000,16558000.0,-61282000.0,35730000,,36480000.0,,81942000.0,25003000.0,6782000,3254637000,134844000.0,0.0,-59671000.0,239000000.0,-11816000.0,21486000.0,22336000.0,,3009214000.0,,,48841000.0,64007000.0,-24206000.0,-1089000.0,1981096000,,100487000,3687895000.0,28277000,,58437000,,,20660000.0,-29837000.0,-75453000.0,1642947000.0,-222952000,134844000.0,,1053096000,5570000,338149000.0,,-5707000.0,,-159660000.0,245423000.0,20660000.0,-749464000.0,30156000.0,,,,,,,,,,,
2010-03-31,137473000.0,-2381000.0,13669000,26172000.0,0.0,17309000.0,-34354000.0,0.45,52975000.0,17858000,2944378000.0,-41000.0,,1631652000,17048000.0,1652000.0,36105000,,34199000.0,,20660000.0,25003000.0,13127000,3308431000,114276000.0,0.0,18621000.0,256000000.0,-84771000.0,42390000.0,20836000.0,29018571.0,3081851000.0,,,60128000.0,66985000.0,-34850000.0,0.0,2042140000,0.45,101184000,3724301000.0,30880000,,61367000,,,22312000.0,-30025000.0,-77495000.0,1674619000.0,-239904000,114276000.0,28967855.0,1044078000,5618000,367521000.0,,-760000.0,,-122417000.0,226580000.0,22312000.0,-779923000.0,38618000.0,,,,,,,,,,,
2010-06-30,137740000.0,-27654000.0,10025000,-4723000.0,0.0,45694000.0,-44813000.0,0.32,36439000.0,13869000,2971279000.0,-370000.0,,1643148000,17548000.0,-13945000.0,37480000,,34998000.0,,22312000.0,25003000.0,9482000,3324182000,92510000.0,0.0,-8374000.0,264000000.0,-21230000.0,25355000.0,21004000.0,29402635.0,3109019000.0,,,55544000.0,65638000.0,-68791000.0,0.0,2091409000,0.32,100636000,3782393000.0,28158000,,59419000,,,8367000.0,-30811000.0,-45661000.0,1719693000.0,-260966000,92510000.0,29329273.0,1019574000,6219000,371716000.0,,-4973000.0,,-43242000.0,215163000.0,8367000.0,-811114000.0,72196000.0,,,,,,,,,,,
2010-09-30,108894000.0,-27913000.0,6920000,75793000.0,0.0,53638000.0,-62994000.0,0.21,58870000.0,10426000,3169771000.0,3547000.0,,3209000,93152000.0,6301000.0,37813000,,37887000.0,,8367000.0,25003000.0,6377000,3503753000,132255000.0,36322000.0,-4124000.0,2059242000.0,66681000.0,-24000.0,22202000.0,29762420.0,3278665000.0,,,66887000.0,66894000.0,-365431000.0,0.0,2258778000,0.21,104781000,4012255000.0,29081000,,60719000,,,14668000.0,-31114000.0,-128362000.0,1715591000.0,-285699000,95933000.0,29690910.0,1038631000,6175000,543187000.0,,-35429000.0,,-323335000.0,225088000.0,14668000.0,-842484000.0,0.0,,,,,,,,,,,
2010-12-31,107840000.0,-72386000.0,5320000,231189000.0,0.0,134814000.0,-344059000.0,,27246000.0,8628000,3406539000.0,-1375000.0,,2258745000,0.0,-915000.0,44300000,,38398000.0,,14668000.0,25003000.0,4778000,3732887000,106063000.0,13753000.0,-316813000.0,,-10654000.0,34318000.0,23542000.0,,3514379000.0,,,53773000.0,70734000.0,-77217000.0,0.0,2377873000,,109132000,4284870000.0,26434000,,86574000,,,13753000.0,-31679000.0,-259350000.0,2287695000.0,-313308000,92310000.0,,1149946000,7974000,90178000.0,,-35551000.0,,-399048000.0,218508000.0,0.0,-878331000.0,18968000.0,,,,,,,,,,,
2011-03-31,133161000.0,-6243000.0,8961000,110809000.0,0.0,38436000.0,-78732000.0,0.27,57307000.0,12507000,3450327000.0,-1373000.0,,1811220000,0.0,83930000.0,43146000,,39072000.0,,13753000.0,25003000.0,8418000,3866686000,195565000.0,120786000.0,-21425000.0,559000000.0,-33572000.0,26982000.0,24662000.0,33787232.0,3583488000.0,,,64673000.0,74701000.0,-416058000.0,,2499245000,0.27,113773000,4365034000.0,31555000,,68586000,,,97683000.0,-32995000.0,-84186000.0,1940245000.0,-338273000,74779000.0,31177778.0,1164361000,6115000,559000000.0,12507000.0,1136000.0,,-193937000.0,283198000.0,38558000.0,-914707000.0,121325000.0,,,,,,,,,,,
2011-06-30,197364000.0,-11870000.0,13749000,-69985000.0,0.0,130156000.0,-62952000.0,0.32,47044000.0,10702000,3428778000.0,-2989000.0,,1779461000,118787000.0,-88874000.0,43881000,,40270000.0,,97683000.0,73753000.0,10325000,3825855000,108520000.0,32847000.0,-15908000.0,475000000.0,26767000.0,1015000.0,22710000.0,32135064.0,3626142000.0,,,60641000.0,76928000.0,-434580000.0,,2379103000,0.32,117198000,4274344000.0,33047000,,70557000,,,8809000.0,-34496000.0,-65933000.0,1785316000.0,-359662000,75673000.0,32040904.0,1326864000,6371000,593787000.0,10702000.0,-46735000.0,,-467256000.0,199713000.0,41237000.0,-845566000.0,20171000.0,,,,,,,,,,,
2011-09-30,275410000.0,-7450000.0,9054000,42261000.0,0.0,88416000.0,-34809000.0,0.23,66343000.0,11965000,3429799000.0,-3186000.0,,1750439000,0.0,211000.0,44203000,,41349000.0,38137000.0,8809000.0,73753000.0,7687000,3905165000,108641000.0,33017000.0,31534000.0,509775000.0,-1243000.0,0.0,22096000.0,35437693.0,3705209000.0,,,73595000.0,78709000.0,-461989000.0,0.0,2398942000,0.23,120058000,4312823000.0,34506000,12051000.0,72643000,562000.0,1855000.0,9020000.0,-35299000.0,-108393000.0,1889167000.0,-386752000,75624000.0,33421739.0,1388310000,6066000,509775000.0,11965000.0,-72341000.0,,-230541000.0,199956000.0,39716000.0,-883024000.0,132745000.0,,,,,,,,,,,
2011-12-31,383412000.0,-5342000.0,15304000,125263000.0,0.0,66923000.0,-55461000.0,,45877000.0,14771000,3437318000.0,-3427000.0,,2360858000,0.0,3869000.0,46418000,,40073000.0,51338000.0,9020000.0,73753000.0,13936000,4036964000,87164000.0,12889000.0,-9584000.0,,0.0,5001000.0,25082000.0,,3820730000.0,,,54829000.0,84916000.0,-72771000.0,0.0,2483236000,,124989000,4357344000.0,38498000,-13643000.0,91191000,1309000.0,-9152000.0,12889000.0,-35832000.0,-167271000.0,2388796000.0,-408066000,74275000.0,,1437527000,6753000,94440000.0,14771000.0,-123842000.0,,-543401000.0,216234000.0,0.0,-920026000.0,20528000.0,,,,,,,,,,,
2012-03-31,401531000.0,-4728000.0,24090000,-27254000.0,38819000.0,31590000.0,-57804000.0,0.67,72160000.0,17204000,3434645000.0,-531000.0,,1724317000,0.0,855000.0,47774000,,40164000.0,43699000.0,12889000.0,73753000.0,22722000,4051378000,128331000.0,48331000.0,14356000.0,618566000.0,-18383000.0,14803000.0,24658000.0,36396641.0,3874995000.0,,,65429000.0,87754000.0,-493484000.0,,2477928000,0.67,127918000,4388888000.0,39980000,11964000.0,80714000,986000.0,862000.0,13744000.0,-36459000.0,-44051000.0,1859362000.0,-422919000,80000000.0,33913433.0,1457642000,5400000,618566000.0,17204000.0,517000.0,,-177984000.0,176383000.0,10984000.0,-954243000.0,127971000.0,,,,,,,,,,,
2012-06-30,436230000.0,-5583000.0,38446000,205283000.0,0.0,139354000.0,-69334000.0,1.07,57232000.0,42490000,3664605000.0,20726000.0,,1615645000,0.0,-9612000.0,49176000,,42417000.0,44684000.0,13744000.0,73753000.0,37078000,4339116000,141976000.0,27810000.0,-12102000.0,872102000.0,-15980000.0,-9733000.0,24659000.0,34708420.0,4100835000.0,,,66211000.0,90144000.0,-72915000.0,,2628761000,1.07,132561000,4659916000.0,40968000,-11056000.0,82769000,939000.0,2908000.0,4132000.0,-38972000.0,-272127000.0,1756659000.0,-425058000,114166000.0,34570772.0,1593225000,7375000,872102000.0,42490000.0,-188064000.0,,-493169000.0,238281000.0,45410000.0,-995311000.0,134992000.0,,,,,,,,,,,
2012-09-30,477967000.0,-8483000.0,17587000,109756000.0,57918000.0,97914000.0,-110498000.0,0.46,89943000.0,20222000,3780021000.0,-591000.0,,1571821000,0.0,-2189000.0,49959000,,45309000.0,45967000.0,4132000.0,73753000.0,16219000,4534672000,168450000.0,26877000.0,-20555000.0,1023880000.0,-39372000.0,1252000.0,25064000.0,37969407.0,4315906000.0,,,81094000.0,92833000.0,-524591000.0,0.0,2753581000,0.45,138142000,4817684000.0,42874000,21964000.0,85915000,955000.0,-20576000.0,1943000.0,-40013000.0,-201888000.0,1729701000.0,-448142000,141573000.0,37969407.0,1665693000,6918000,1023880000.0,20222000.0,-53270000.0,,-525824000.0,218766000.0,0.0,-1037663000.0,150706000.0,,,,,,,,,,,
2012-12-31,664058000.0,-9499000.0,45161000,262571000.0,55870000.0,88862000.0,-277346000.0,1.22,48164000.0,49640000,4019006000.0,30399000.0,,2818683000,0.0,16663000.0,54846000,,47817000.0,47980000.0,1943000.0,73753000.0,43793000,4847223000,42126000.0,42126000.0,247689000.0,1253084000.0,0.0,55381000.0,25864000.0,38182569.0,4738934000.0,,,64858000.0,96988000.0,-69261000.0,0.0,2967107000,1.22,144805000,5100523000.0,42142000,-18362000.0,123484000,1261000.0,14974000.0,18606000.0,-40806000.0,-294072000.0,2967107000.0,-444466000,92713000.0,35895902.0,1764804000,6866000,115302000.0,49640000.0,223273000.0,,-174340000.0,108289000.0,55870000.0,-1081517000.0,137469000.0,,,,,,,,,,,
2013-03-31,660086000.0,-6265000.0,26571000,32283000.0,49113000.0,122905000.0,-5091000.0,0.68,85692000.0,29703000,4160267000.0,5714000.0,,2773538000,168250000.0,12238000.0,56700000,,48465000.0,50074000.0,18606000.0,73753000.0,25203000,4936459000,55634000.0,55634000.0,80601000.0,1214459000.0,-6541000.0,20335000.0,25211000.0,37063235.0,4869466000.0,8443000.0,,86461000.0,100877000.0,-68280000.0,,2952244000,0.68,149342000,5287297000.0,44177000,10665000.0,104988000,1132000.0,-844000.0,30844000.0,-41152000.0,-105737000.0,2952244000.0,-464391000,80432000.0,37063235.0,1870465000,6626000,145625000.0,29703000.0,72453000.0,-48119000.0,-279854000.0,66993000.0,49113000.0,-1127030000.0,168250000.0,,,,,,,,,,,
2013-06-30,706993000.0,-9926000.0,26314000,100423000.0,50898000.0,0.0,-11557000.0,0.67,64894000.0,29575000,4145179000.0,8306000.0,,2925616000,0.0,-10627000.0,57257000,3463000.0,50470000.0,51033000.0,30844000.0,73753000.0,24946000,5058998000,45384000.0,45384000.0,53337000.0,1515872000.0,-7461000.0,0.0,26325000.0,39576663.0,4903070000.0,-10876000.0,,76410000.0,102934000.0,-62813000.0,,3088954000,0.67,153404000,5318512000.0,45677000,-12030000.0,106933000,994000.0,0.0,20217000.0,-46446000.0,-175944000.0,3088954000.0,-484615000,88734000.0,37232836.0,1858155000,6224000,134629000.0,29575000.0,-99889000.0,-59464000.0,-215218000.0,155928000.0,50898000.0,-1173333000.0,157061000.0,,,,,,,,,,,
2013-09-30,763974000.0,-7482000.0,70156000,-57898000.0,71382000.0,0.0,-11722000.0,1.84,74496000.0,63032000,4126624000.0,40624000.0,,2920756000,0.0,-10708000.0,57518000,3596000.0,52176000.0,51510000.0,20217000.0,73753000.0,68788000,5085602000,55994000.0,55994000.0,62774000.0,,-2440000.0,2495000.0,26187000.0,37436983.0,4961980000.0,21524000.0,,83844000.0,103726000.0,-62589000.0,,3091898000,1.84,155902000,5340716000.0,46208000,966000.0,140662000,1011000.0,0.0,9509000.0,-46548000.0,-27306000.0,3091898000.0,-461005000,89899000.0,37320562.0,1880200000,6075000,141266000.0,63032000.0,6878000.0,-57643000.0,-41854000.0,123622000.0,71382000.0,-1214092000.0,163632000.0,,,,,,,,,,,
2013-12-31,767217000.0,-8545000.0,33242000,73791000.0,58300000.0,15461000.0,-12563000.0,0.85,79900000.0,20020000,4239301000.0,-1860000.0,,3033524000,0.0,8982000.0,59395000,4075000.0,52704000.0,53117000.0,9509000.0,73753000.0,31874000,5186839000,53766000.0,53766000.0,67337000.0,,0.0,1342000.0,26875000.0,37498824.0,5064818000.0,-19019000.0,,67183000.0,105843000.0,-60472000.0,,3188601000,0.85,158547000,5494187000.0,46448000,-1095000.0,99614000,1371000.0,0.0,18491000.0,-46522000.0,-144709000.0,3188601000.0,-474426000,90084000.0,37498824.0,1884619000,6676000,125857000.0,20020000.0,8097000.0,-18592000.0,-213974000.0,122021000.0,58300000.0,-1254886000.0,148046000.0,,,,,,,,,,,
2014-03-31,816791000.0,-4162000.0,23280000,-29877000.0,83221000.0,157596000.0,-12610000.0,0.58,82943000.0,26406000,5648254000.0,1760000.0,,2954297000,0.0,1427000.0,60373000,7039000.0,53450000.0,53298000.0,18491000.0,73754000.0,21912000,6633042000,48671000.0,48671000.0,70333000.0,135903000.0,-10340000.0,4016000.0,26055000.0,37931454.0,6548266000.0,15918000.0,,83470000.0,108195000.0,-56395000.0,,3075638000,0.58,161645000,6949047000.0,47822000,18797000.0,105759000,1233000.0,3750000.0,19918000.0,-96388000.0,-51639000.0,3075638000.0,-498368000,100348000.0,37685073.0,2023994000,7075000,92602000.0,26406000.0,38012000.0,-41639000.0,-321879000.0,84776000.0,83221000.0,-1300793000.0,114883000.0,,,,,,,,,,,
2014-06-30,1071328000.0,-23392000.0,6303000,436126000.0,113398000.0,121831000.0,-21967000.0,0.08,96179000.0,8428000,9909959000.0,-21397000.0,,5065979000,0.0,-1972000.0,107068000,,83220000.0,93678000.0,19918000.0,73756000.0,4989000,11348363000,17946000.0,17946000.0,74212000.0,66975000.0,-4001000.0,1176000.0,42151000.0,62059762.0,11094685000.0,-5832000.0,,132424000.0,176230000.0,-53794000.0,,5376181000,0.08,259450000,11294685000.0,69162000,-5621000.0,148089000,2392000.0,3812000.0,17946000.0,1427000.0,-674630000.0,5122441000.0,-575772000,106358000.0,61884963.0,5858448000,9558000,253740000.0,8428000.0,25132000.0,-578364000.0,-755331000.0,253678000.0,113398000.0,-1384726000.0,32896000.0,,,,,,,,,,,
2014-09-30,1151424000.0,-8659000.0,54964000,246958000.0,98381000.0,171385000.0,-22615000.0,0.85,161866000.0,58684000,10166952000.0,32374000.0,,5226125000,0.0,-140422000.0,113663000,,87668000.0,107235000.0,17946000.0,73756000.0,53668000,11666562000,17877000.0,17877000.0,139251000.0,222628000.0,-1175000.0,1083000.0,45830000.0,63069772.0,11416757000.0,34689000.0,,167160000.0,182811000.0,-51408000.0,,5573119000,0.85,270479000,11636943000.0,69148000,41915000.0,211749000,1371000.0,-4987000.0,17877000.0,-82439000.0,-408893000.0,5279897000.0,-608498000,108147000.0,62892601.0,5983292000,11479000,293222000.0,58684000.0,3119000.0,-77603000.0,-250630000.0,249805000.0,98381000.0,-1469991000.0,32330000.0,,,,,,,,,,,
2014-12-31,1153651000.0,-5798000.0,41489000,-132597000.0,110504000.0,81958000.0,-21672000.0,0.63,151995000.0,44805000,10122076000.0,17520000.0,,5109817000,0.0,147757000.0,118959000,,88052000.0,106381000.0,17877000.0,73756000.0,40175000,11562874000,95420000.0,95420000.0,130323000.0,246391000.0,-5000000.0,2478000.0,47529000.0,63544534.0,11386231000.0,-20542000.0,,142135000.0,190647000.0,-51452000.0,,5426806000,0.63,278699000,11686882000.0,71688000,-13842000.0,199037000,3744000.0,-8222000.0,25281000.0,-83174000.0,-11994000.0,5426806000.0,-650797000,117240000.0,63362624.0,6022672000,12256000,261248000.0,44805000.0,9287000.0,-104226000.0,-486180000.0,176643000.0,47747000.0,-1564806000.0,293733000.0,,,,,,,,,,,
