date,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyOperatingExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOtherNonCashItems,quarterlyChangeInInventory,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyResearchAndDevelopment
1986-03-31,,,,,,,,-2400000.0,-2400000.0,,,,,,,,,,,,,,,,,,,,-2400000.0,,,,,,,,,,229800000.0,,,,,,,,,,229800000.0,,,,,,,,,229800000.0,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,-2500000.0,-2500000.0,,,,,,,,,,,,,,,,,,,,-2500000.0,,,,,,,,,,229800000.0,,,,,,,,,,229800000.0,,,,,,,,,229800000.0,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,-2500000.0,-2500000.0,,,,,,,,,,,,,,,,,,,,-2500000.0,,,,,,,,,,229800000.0,,,,,,,,,,229800000.0,,,,,,,,,229800000.0,,,,,,,,,,,,,,,,,,,
1986-12-31,,287100000.0,,,,,,-2500000.0,-2500000.0,1123400000.0,314300000.0,,,47000000.0,,,,,387700000.0,,,,,,,,12200000.0,12200000.0,-2500000.0,2040800000.0,,1647600000.0,972800000.0,100000.0,,,,,-567100000.0,1620300000.0,,,,,,,621100000.0,,229800000.0,,,,,,,,,-567100000.0,,148700000.0,,,,314400000.0,393200000.0,420500000.0,,,,182500000.0,-233400000.0,,203400000.0,,,,
1987-03-31,,,,,,,,-30800000.0,-30800000.0,,,,,,,,,,,,,,,,,,,,-30800000.0,,,,,,,,,,252600000.0,,,,,,,,,,252600000.0,,,,,,,,,252600000.0,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,-30900000.0,-30900000.0,,,,,,,,,,,,,,,,,,,,-30900000.0,,,,,,,,,,252700000.0,,,,,,,,,,252700000.0,,,,,,,,,252700000.0,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,-30900000.0,-30900000.0,,,,,,,,,,,,,,,,,,,,-30900000.0,,,,,,,,,,252700000.0,,,,,,,,,,252700000.0,,,,,,,,,252700000.0,,,,,,,,,,,,,,,,,,,
1987-12-31,,488200000.0,,,,,,-30900000.0,-30900000.0,2175000000.0,464200000.0,,,,,,,,474400000.0,,,,,,,,19300000.0,19300000.0,-61900000.0,3936900000.0,,3490100000.0,2527500000.0,200000000.0,,,,,-626300000.0,3405900000.0,,,,,,,511100000.0,,252700000.0,,,,,,,,,-626300000.0,,-79700000.0,,,,664200000.0,446800000.0,531000000.0,,,,566700000.0,-36700000.0,,239100000.0,,,,
1988-03-31,,,,,,,,-45700000.0,-45700000.0,,,,,,,,,,,,,,,,,,,,-45700000.0,,,,,,,,,,293100000.0,,,,,,,,,,293100000.0,,,,,,,,,293100000.0,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,-28800000.0,-28800000.0,,,,,,,,,,,,,,,,,,,,-28800000.0,,,,,,,,,,298400000.0,,,,,,,,,,298400000.0,,,,,,,,,298400000.0,,,,,,,,,,,,,,,,,,,
