date,quarterlyGrossPPE,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCapitalExpenditure,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyNetOtherInvestingChanges,quarterlyChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyCashDividendsPaid,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyNetOtherFinancingCharges,quarterlyChangeInInventory
2000-03-31,,0.069041,,,,,,,772637150.0,,,,636369422.0,,,,,,,,,772637150.0,772637150.0,,,43935500.0,43935500.0,,,,,,,,,0.069041,,,,,,,,,636369422.0,43935500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,453000000.0,,,1233000000.0,,,,1831000000.0,-566637150.0,46892660.0,56799560.0,,,2258000000.0,2550000000.0,,15851040.0,901000000.0,453000000.0,2299000000.0,60101860.0,-783637150.0,772362850.0,-414108420.0,58000000.0,44064500.0,47064500.0,1356000000.0,3000000.0,,0.0,726506000.0,,2011000000.0,17000000.0,,112938660.0,945000000.0,,369000000.0,372000000.0,156000000.0,42269440.0,902000000.0,,44064500.0,3018000000.0,3951000000.0,480154420.0,6501000000.0,4557000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,0.054208,,,,,,,1190543200.0,,,,850000000.0,,,,,,,,,1190543200.0,1190543200.0,,,46076800.0,46076800.0,,,,,,,,,0.054208,,,,,,,,,850000000.0,46076800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,979507760.0,,,12051360.0,426484240.0,,,4048587440.0,-2539300720.0,,,567752960.0,,1597474720.0,2575643440.0,,,1406661520.0,524234160.0,3008153360.0,,-2539300720.0,1198629440.0,-455273600.0,291241200.0,45266560.0,45266560.0,491427680.0,91054720.0,1218526400.0,,,,2708208400.0,8703760.0,,,828865760.0,,425145200.0,516199920.0,199516960.0,,111809840.0,,45266560.0,4526624720.0,6243943520.0,1193084640.0,8819586960.0,4605628080.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,-0.086021,,,,,,,938541100.0,,,,795734208.0,,,,,,,,,938541100.0,938541100.0,,,-68449990.0,-68449990.0,,,,,,,,,-0.086021,,,,,,,,,795734208.0,-68449990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,557000000.0,-0.08971,,1215000000.0,1137781840.0,,,4299000000.0,29644440.0,29644440.0,83992580.0,,794700000.0,1384000000.0,3116000000.0,,-62112160.0,1654000000.0,557000000.0,3504000000.0,-133399980.0,-54348140.0,935917320.0,,54000000.0,-71287820.0,-71287820.0,1140000000.0,4000000.0,1212598760.0,0.0,906272880.0,,3212000000.0,4940740.0,-0.08971,-11293120.0,969000000.0,,584000000.0,588000000.0,200000000.0,43760840.0,244000000.0,794700000.0,-71287820.0,4568000000.0,6244000000.0,-344000000.0,9360000000.0,4888000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,-0.163508,,,,,,,1212050700.0,,,,793189369.0,,,,,,,,,1212050700.0,1212050700.0,,,-129692820.0,-129692820.0,,,,,,,,,-0.163508,,,,,,,,,793189369.0,-129692820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,1044044910.0,,,688230.0,390914640.0,,,3596001750.0,-3000423600.0,,,502407900.0,,1370954160.0,2254641480.0,,,931175190.0,543013470.0,2911212900.0,,-3000423600.0,1221179220.0,-501031440.0,293874210.0,-130180170.0,-130180170.0,312456420.0,2752920.0,1006880490.0,,,,2612521080.0,4817610.0,,,850652280.0,,393667560.0,396420480.0,200274930.0,,165175200.0,,-307743510.0,4270467150.0,5799714210.0,986233590.0,8054355690.0,4282167060.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,-0.034707,,,,,,,1079085240.0,,,,808097133.0,,,,,,,,,1079085240.0,1079085240.0,,,-28046400.0,-28046400.0,,,,,,,,,-0.034707,,,,,,,,,808097133.0,-28046400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,528000000.0,-0.138488,,1073000000.0,,,,3509000000.0,37834560.0,37834560.0,89367840.0,,795900000.0,1052000000.0,2746000000.0,,3261600.0,849000000.0,528000000.0,2657000000.0,-106980480.0,-51533280.0,905420160.0,-499677120.0,41000000.0,-110242080.0,-110242080.0,995000000.0,3000000.0,1071761760.0,0.0,867585600.0,,2442000000.0,,-0.138488,652320.0,848000000.0,,542000000.0,545000000.0,200000000.0,43705440.0,57000000.0,795900000.0,-110242080.0,3939000000.0,4661000000.0,-280000000.0,7407000000.0,3709000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,-0.034732,,,,,,,1078931970.0,,,,788990826.0,,,,,,,,,1078931970.0,1078931970.0,,,-27403470.0,-27403470.0,,,,,,,,,-0.034732,,,,,,,,,788990826.0,-27403470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,1045511400.0,,,172596300.0,376235100.0,,,3339552150.0,-3042469860.0,,,,,1363386600.0,2543001600.0,,,673622250.0,503509350.0,1960644300.0,,-3042469860.0,1085561790.0,-542002050.0,222885150.0,-28284450.0,-28284450.0,235302150.0,1862550.0,778545900.0,0.0,,499163400.0,1734654900.0,-174000000.0,,,734465550.0,,575527950.0,577390500.0,199913700.0,,252685950.0,,-28284450.0,3612105300.0,4312424100.0,196809450.0,6855425700.0,3324030900.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,-0.100296,,,,,,,831172440.0,,,,793450882.0,,,,,,,,,831172440.0,831172440.0,,,-79580340.0,-79580340.0,,,,,,,,,-0.100296,,,,,,,,,793450882.0,-79580340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,498000000.0,,,1240000000.0,1045922130.0,,,3077000000.0,-930172440.0,21148050.0,73716060.0,,,1252000000.0,2443000000.0,,4229610.0,411000000.0,498000000.0,2109000000.0,-75528750.0,-793172440.0,833827560.0,-527492790.0,41000000.0,-80419660.0,-67419660.0,1046000000.0,2000000.0,1239879960.0,0.0,811480890.0,,1920000000.0,,,3021150.0,792000000.0,,229000000.0,231000000.0,200000000.0,19335360.0,206000000.0,,-80419660.0,3560000000.0,4206000000.0,-180000000.0,6649000000.0,3361000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,0.134609,,,,,,,1196259120.0,,,,795708538.0,,,,,,,,,1196259120.0,1196259120.0,,,107109720.0,107109720.0,,,,,,,,,0.134609,,,,,,,,,795708538.0,107109720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,1030960000.0,,,193760000.0,406560000.0,,,2948400000.0,-2628974560.0,,,,,1701840000.0,2520000000.0,,,281680000.0,467600000.0,1541680000.0,,-2628974560.0,1187985440.0,-563360000.0,194320000.0,107231380.0,107231380.0,266000000.0,2240000.0,820960000.0,0.0,,455280000.0,1345120000.0,140000000.0,,,682080000.0,,560000000.0,562240000.0,200480000.0,,574000000.0,,107231380.0,3255840000.0,3866800000.0,143360000.0,6386800000.0,3243520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,-0.077368,,,,,,,795889510.0,,,,791316527.0,,,,,,,,,795889510.0,795889510.0,,,-61222270.0,-61222270.0,,,,,,,,,-0.077368,,,,,,,,,791316527.0,-61222270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,344000000.0,,,-549500.0,732000000.0,,,2846000000.0,-773889510.0,51653000.0,90667500.0,,,1472000000.0,2394000000.0,,,-3846500.0,344000000.0,2178000000.0,-56598500.0,-789889510.0,685110490.0,-552797000.0,-135000000.0,41222270.0,52222270.0,957229000.0,1099000.0,1207251500.0,0.0,755562500.0,,1804000000.0,,,1099000.0,755000000.0,,645000000.0,645000000.0,201000000.0,18683000.0,688000000.0,,41222270.0,3409000000.0,4302000000.0,95613000.0,6696000000.0,3650000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,0.137599,,,,,,,1262838720.0,,,,797419261.0,,,,,,,,,1262838720.0,1262838720.0,,,109284120.0,109284120.0,,,,,,,,,0.137047,,,,,,,,,794223827.0,109284120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
