date,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOperatingExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyDilutedAverageShares,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,quarterlyChangeInInventory
2014-09-30,-11381000.0,208301000.0,500079000,0.37,0.0,176837000.0,324270000,294030000.0,-47661000.0,106335000,109132000,-1887000.0,361454000.0,18925811000.0,-34439000.0,,10469106000,0.0,230690000,-26388000,310989000.0,69112000.0,179069000.0,296495000.0,86635000,73603000.0,276609000,109132000,20651165000,64595000.0,21689000.0,64595000.0,,0.0,98469000.0,20207151000.0,1039949000.0,201236000,,21256000.0,19203000,-1987000.0,965240000.0,467678000.0,,16156000.0,12027992000,778667000,236988000,22759785000.0,,-7892000,5381000.0,0.37,0.0,404153000,64595000,-850737000,-213462000.0,-1398378000,10993640000.0,104448000.0,,8548796000,29466000,444014000.0,27349000.0,0.0,463458000.0,1034352000.0,0.0,-586124000,-3833974000.0,163080000.0,,,
2014-12-31,21520000.0,234916000.0,476036000,,242107000.0,231033000.0,334873000,,-66832000.0,106600000,107190000,-13552000.0,344337000.0,18985559000.0,-22720000.0,,10888092000,0.0,269383000,-7961000,319805000.0,62097000.0,187969000.0,,64595000,74656000.0,268041000,107190000,21226171000,55348000.0,0.0,55348000.0,,-50000000.0,99031000.0,20772391000.0,1039651000.0,241291000,,6025000.0,7771000,-13851000.0,1005232000.0,480729000.0,,13121000.0,12471774000,800534000,211346000,23010945000.0,,-10695000,4202000.0,,-503000.0,433370000,55348000,-818870000,-235200000.0,-1526388000,11404445000.0,93048000.0,,8680184000,28108000,453780000.0,-417761000.0,-5527000.0,472052000.0,1067329000.0,0.0,-92594000,-4025386000.0,172016000.0,,,
2015-03-31,-16161000.0,351032000.0,629545000,0.37,285327000.0,235819000.0,344169000,325454000.0,-54638000.0,114544000,120442000,-7250000.0,371785000.0,21418659000.0,-40740000.0,,11603925000,0.0,281771000,65184000,347629000.0,77359000.0,195177000.0,329203000.0,55348000,82718000.0,289531000,120442000,24439871000,120225000.0,92056000.0,120225000.0,,0.0,106590000.0,23950244000.0,1300654000.0,247453000,,-23600000.0,-3193000,-7850000.0,1016592000.0,535923000.0,,4357000.0,13326907000,883552000,254152000,25620993000.0,,-12941000,6307000.0,0.37,-569000.0,461337000,120225000,-908530000,-254910000.0,-1660856000,12232956000.0,107294000.0,,11039890000,34330000,489627000.0,52306000.0,,1127590000.0,1093951000.0,0.0,-477544000,-4202334000.0,257246000.0,,,
2015-06-30,-43687000.0,1906381000.0,-345435000,0.45,66840000.0,85461000.0,373555000,330715000.0,-51421000.0,142814000,149821000,-9789000.0,370161000.0,21365096000.0,-19212000.0,,11507861000,0.0,283157000,-60097000,348337000.0,77631000.0,203704000.0,334026000.0,120225000,82982000.0,322134000,149821000,24275162000,60532000.0,58444000.0,60532000.0,,0.0,107591000.0,24214630000.0,1308052000.0,249207000,,6097000.0,-7913000,-10390000.0,1026359000.0,542749000.0,,10180000.0,13181416000,891086000,259592000,25793348000.0,,1426000,4885000.0,0.45,-32619000.0,489811000,60532000,-88217000,-261494000.0,-1772529000,12077426000.0,133025000.0,,11027483000,33962000,60532000.0,-19500000.0,,1210346000.0,1103990000.0,0.0,-122232000,-4428252000.0,199404000.0,,,
2015-09-30,-147338000.0,234541000.0,958532000,0.07,65651000.0,159912000.0,304321000,332491000.0,-60211000.0,45235000,22852000,-10697000.0,352658000.0,19771586000.0,-83226000.0,,11268560000,65465000.0,258446000,5035000,354261000.0,67358000.0,210644000.0,336338000.0,60532000,83238000.0,244110000,22852000,22413977000,65231000.0,19575000.0,65231000.0,,0.0,97135000.0,21969171000.0,1359306000.0,240210000,,27578000.0,38683000,-12477000.0,791430000.0,473271000.0,,-592000.0,12744303000,827532000,214825000,23738533000.0,,-6038000,4869000.0,0.07,0.0,371883000,65231000,-1257818000,-243171000.0,-1992848000,11820050000.0,34538000.0,,9609435000,32114000,444806000.0,-24264000.0,,1052321000.0,924253000.0,0.0,-1519700000,-3966947000.0,198832000.0,,,
2015-12-31,-3996000.0,220085000.0,-212520000,,73205000.0,159386000.0,369722000,,-60891000.0,123231000,124728000,-11548000.0,338382000.0,19625220000.0,-1667000.0,,11206996000,34340000.0,264431000,-11925000,359801000.0,80864000.0,219064000.0,,65231000,83579000.0,308831000,124728000,22261918000,53023000.0,0.0,53023000.0,,0.0,103692000.0,21896771000.0,1357646000.0,236793000,,-19383000.0,25426000,-11667000.0,779380000.0,481140000.0,,-7565000.0,12636491000,840941000,216709000,23802454000.0,,-28227000,3476000.0,,0.0,452170000,53023000,-169127000,-243838000.0,-2111958000,11741907000.0,111683000.0,,9564327000,27636000,365147000.0,-66507000.0,-30704000.0,1047497000.0,894584000.0,0.0,-39577000,-4177234000.0,196529000.0,,,
2016-03-31,2009000.0,222418000.0,-107580000,0.44,149631000.0,162202000.0,272891000,335559000.0,-58488000.0,123339000,148980000,-8421000.0,333354000.0,19508481000.0,-6312000.0,,11247730000,12625000.0,268113000,-1440000,359673000.0,66988000.0,228621000.0,339202000.0,53023000,84354000.0,214403000,148980000,22261292000,51701000.0,,51701000.0,,,103273000.0,21926707000.0,1355198000.0,236387000,,-54237000.0,-73383000,-9156000.0,738327000.0,492497000.0,,-19932000.0,12590763000,852170000,224384000,23918035000.0,,-11337000,5029000.0,0.44,0.0,454578000,51701000,-166751000,-245496000.0,-2208474000,11772823000.0,114918000.0,,9614195000,31726000,334585000.0,-148854000.0,,1044983000.0,817940000.0,0.0,-151309000,-4409554000.0,191739000.0,,,
2016-06-30,-1913000.0,172089000.0,-307872000,0.42,228108000.0,189903000.0,383584000,338901000.0,-58116000.0,137849000,143162000,-11549000.0,320468000.0,17881577000.0,-10577000.0,,10901131000,88967000.0,254055000,5896000,353807000.0,80157000.0,233388000.0,342571000.0,51701000,85246000.0,325468000,143162000,22093472000,57322000.0,,57322000.0,,,103665000.0,21607491000.0,1342909000.0,221961000,,8082000.0,37068000,-12287000.0,735287000.0,494486000.0,,-44195000.0,12343696000,848293000,240431000,22442081000.0,,-8768000,5008000.0,0.42,0.0,451926000,57322000,-69816000,-247975000.0,-2313287000,11439285000.0,126300000.0,,9689715000,32094000,485981000.0,-217000.0,,1043479000.0,904411000.0,0.0,-589028000,-4560504000.0,217686000.0,,,
2016-09-30,7979000.0,247771000.0,945667000,0.43,887963000.0,191202000.0,344795000,350274000.0,-53090000.0,150446000,149452000,-8537000.0,315713000.0,19078694000.0,-18099000.0,,11252327000,77608000.0,239954000,32243000,362091000.0,70790000.0,239046000.0,354186000.0,57322000,88431000.0,291705000,149452000,23426264000,89279000.0,,89279000.0,,,105063000.0,22902687000.0,1532174000.0,208387000,,19335000.0,1195000,-9389000.0,930103000.0,504463000.0,,-49614000.0,12855819000,866554000,264509000,23833226000.0,,-10489000,5848000.0,0.42,,455359000,89279000,-1258219000,-256931000.0,-2420766000,11777318000.0,141909000.0,,10488539000,31567000,523577000.0,182010000.0,,1043075000.0,1078501000.0,0.0,-176168000,-4754532000.0,209278000.0,,,
2016-12-31,-3533000.0,599011000.0,-428493000,,20978000.0,95921000.0,366187000,,-91409000.0,142575000,207637000,-2836000.0,316641000.0,20394754000.0,1944000.0,,11127326000,1462000.0,263677000,197837000,366502000.0,83762000.0,244580000.0,,89279000,88514000.0,274778000,207637000,23166600000,286707000.0,,286707000.0,,,107739000.0,22824932000.0,1510629000.0,232189000,,-16763000.0,-299000,-3395000.0,907928000.0,509127000.0,,-57534000.0,12637847000,875629000,245450000,25327215000.0,,-9220000,5073000.0,,,479667000,286707000,260143000,-274566000.0,-2487695000,11644695000.0,139739000.0,,10460240000,31488000,341668000.0,122072000.0,,1033225000.0,993152000.0,0.0,-141245000,-4932461000.0,200728000.0,,,
2017-03-31,-21097000.0,254258000.0,503075000,0.56,0.0,207223000.0,335731000,354410000.0,-110287000.0,155912000,198127000,-3145000.0,294057000.0,20615729000.0,-403000.0,,11943733000,1389000.0,251744000,-195259000,369725000.0,78219000.0,250083000.0,357572000.0,286707000,88698000.0,225444000,198127000,23919331000,91284000.0,,91284000.0,,-716208000.0,108804000.0,23515981000.0,1539849000.0,217783000,,-24271000.0,-32726000,-4145000.0,946674000.0,513237000.0,,-53657000.0,13435456000,882962000,261493000,25738873000.0,,-10307000,6701000.0,0.55,,479354000,91284000,-1034065000,-275368000.0,-2564936000,12409174000.0,152767000.0,,10414606000,33961000,403350000.0,-710085000.0,-14850000.0,1033484000.0,1026282000.0,0.0,-20496000,-5123144000.0,171384000.0,,,
2017-06-30,-10346000.0,213128000.0,-275458000,0.43,73596000.0,218980000.0,401525000,355024000.0,-88934000.0,152272000,151831000,-2159000.0,296822000.0,20539766000.0,-8033000.0,,11907997000,9812000.0,257390000,8769000,366382000.0,87248000.0,256160000.0,358311000.0,91284000,89016000.0,312591000,151831000,23855758000,103353000.0,,103353000.0,,-41073000.0,113572000.0,23406676000.0,1541311000.0,224108000,,-15607000.0,27332000,-2959000.0,929573000.0,528906000.0,,-45035000.0,13413606000,895288000,271516000,25760377000.0,,-6792000,6695000.0,0.42,,487793000,103353000,-117298000,-275597000.0,-2688946000,12386973000.0,150113000.0,,10374058000,33282000,449082000.0,16919000.0,-24198000.0,1034054000.0,1026633000.0,0.0,-636040000,-5220611000.0,182154000.0,,,
2017-09-30,-10772000.0,249943000.0,-805871000,1.72,0.0,214712000.0,348983000,355929000.0,-94589000.0,156930000,613958000,-7815000.0,296272000.0,20464873000.0,-13595000.0,,11424145000,9837000.0,246724000,-15576000,376625000.0,95684000.0,262028000.0,359333000.0,103353000,89023000.0,254394000,613958000,23739795000,85063000.0,,85063000.0,,-19151000.0,113869000.0,23323778000.0,1543318000.0,213407000,,20601000.0,-18793000,-8515000.0,943800000.0,523132000.0,,-40780000.0,12941551000,899757000,276408000,25899645000.0,,-970000,6527000.0,1.71,,476391000,85063000,441312000,-276320000.0,-2351430000,11892230000.0,149115000.0,,10731340000,33317000,416017000.0,43494000.0,-3351000.0,1034497000.0,1049321000.0,0.0,-568989000,-5434772000.0,171813000.0,,,
2017-12-31,-2771000.0,296173000.0,-93073000,,0.0,228042000.0,355941000,,-137833000.0,178835000,392554000,-46680000.0,250092000.0,20588380000.0,-9871000.0,,11276062000,61202000.0,267580000,-3598000,373731000.0,93958000.0,267579000.0,,85063000,89029000.0,218108000,392554000,23954541000,81355000.0,-84361000.0,81355000.0,,28313000.0,111951000.0,23505283000.0,1544491000.0,232650000,,-15982000.0,-15858000,-47980000.0,1182552000.0,516377000.0,,-35120000.0,13022356000,890108000,248797000,26205833000.0,,-3331000,6620000.0,,,476756000,81355000,-266466000,0.0,-2240698000,11684644000.0,132155000.0,,10866226000,34930000,449258000.0,2650000.0,-18821000.0,1034641000.0,1337712000.0,0.0,-143559000,-5617453000.0,158490000.0,,,
2018-03-31,-16857000.0,651141000.0,-503248000,0.22,,102544000.0,308019000,356112000.0,-94506000.0,80060000,78703000,-3242000.0,244742000.0,,-72172000.0,,11039812000,60023000.0,270324000,-24676000,413028000.0,77764000.0,272060000.0,358853000.0,188253000,89062000.0,213513000,78703000,23493510000,92543000.0,,92543000.0,,-4381000.0,111363000.0,23338433000.0,1532223000.0,233150000,,-46683000.0,-57944000,-3675000.0,1134570000.0,521043000.0,,-14474000.0,12689466000,934071000,250719000,,,-3800000,7124000.0,0.22,-655000.0,421331000,163582000,170553000,-281635000.0,-2413440000,11417109000.0,76818000.0,,10740815000,37174000,155077000.0,140240000.0,-39101000.0,1035248000.0,1272357000.0,,-1217118000,,132555000.0,,,
2018-06-30,-6442000.0,230548000.0,-962743000,0.47,,427987000.0,402317000,356228000.0,-103205000.0,133473000,166519000,-734000.0,240941000.0,,-14299000.0,,10402897000,896000.0,260290000,-5073000,421947000.0,93112000.0,238884000.0,359000000.0,163582000,89085000.0,299112000,166519000,22699134000,93684000.0,,93684000.0,,,113029000.0,22350999000.0,1516614000.0,223634000,,5036000.0,27569000,-1642000.0,1133902000.0,518010000.0,,-10861000.0,12021565000,939957000,257720000,,,17822000,7149000.0,0.46,-320000.0,469402000,158103000,555353000,-281760000.0,-2529102000,10793655000.0,132739000.0,,10616948000,36656000,348135000.0,516632000.0,-932000.0,1034274000.0,1227910000.0,,-412495000,,149817000.0,,,
2018-09-30,-12881000.0,273799000.0,-255829000,0.29,,172010000.0,307286000,356318000.0,-105662000.0,103263000,101972000,-7327000.0,236616000.0,,-45945000.0,,10478455000,14790000.0,258256000,-9504000,428820000.0,76883000.0,244360000.0,359355000.0,158103000,89100000.0,201624000,101972000,22597953000,86107000.0,,86107000.0,,,107581000.0,22243306000.0,1512073000.0,218579000,,16542000.0,-47117000,-8147000.0,1134898000.0,495164000.0,,-7947000.0,12084884000,923984000,236908000,,,-6123000,6488000.0,0.28,,422096000,148547000,-60961000,-281853000.0,-2709293000,10858313000.0,95936000.0,,10452839000,39677000,354647000.0,3679000.0,-5073000.0,1045877000.0,1226571000.0,,-1664491000,,143242000.0,,,
2018-12-31,-3971000.0,818372000.0,-40117000,,0.0,48378000.0,363845000,,-159361000.0,63302000,62273000,-28650000.0,205219000.0,,-67833000.0,,10733699000,205000.0,282751000,-16721000,427503000.0,99667000.0,250023000.0,,148547000,89125000.0,204484000,62273000,22584555000,72277000.0,,72277000.0,,,110524000.0,22506824000.0,1502955000.0,244276000,,-12404000.0,21777000,-29562000.0,1086030000.0,495403000.0,,-19582000.0,12312961000,922906000,212652000,,,-2557000,9202000.0,,,389452000,131464000,-340449000,-281895000.0,-2930214000,11127059000.0,34652000.0,,10215857000,38475000,77731000.0,28346000.0,-1901000.0,1050548000.0,1185902000.0,,149988000,,188141000.0,,,
2019-03-31,-13011000.0,854626000.0,-259763000,0.35,98378000.0,48162000.0,336120000,356853000.0,-71607000.0,127588000,125785000,-1257000.0,205056000.0,,1893000.0,,10690176000,947000.0,276680000,8533000,431137000.0,81766000.0,258136000.0,360619000.0,131464000,89579000.0,264513000,125785000,22668097000,82514000.0,,82514000.0,,,110619000.0,22579605000.0,1279490000.0,235920000,,3490000.0,-28261000,-1715000.0,1063707000.0,511450000.0,,-12065000.0,12462084000,942587000,234770000,,,-2921000,8405000.0,0.35,,472870000,140231000,-67824000,-282874000.0,-3088401000,11315664000.0,126331000.0,,10149663000,40760000,88492000.0,16000.0,-687000.0,1050876000.0,1146420000.0,,-963345000,,214046000.0,,,
2019-06-30,-5618000.0,262469000.0,44895000,0.58,767655000.0,387639000.0,393099000,361722000.0,-101000000.0,211898000,210529000,-57752000.0,149454000.0,,19480000.0,,10256092000,1216000.0,269266000,-1909000,436416000.0,111388000.0,265977000.0,365553000.0,140231000,92852000.0,292099000,210529000,22988911000,81987000.0,,81987000.0,,,110369000.0,22639193000.0,1272723000.0,226187000,,21792000.0,20469000,-59480000.0,1137980000.0,505099000.0,,-39671000.0,12112549000,941515000,235833000,,,-3546000,10070000.0,0.58,,490702000,138296000,-439903000,-284268000.0,-3173287000,10861965000.0,154146000.0,,10820011000,43079000,349718000.0,-200568000.0,-247000.0,1050470000.0,1250584000.0,,-540267000,,,,,
2019-09-30,-14526000.0,288584000.0,629935000,0.23,76217000.0,385992000.0,354329000,372426000.0,-157025000.0,86918000,85259000,2005000.0,147524000.0,,-43012000.0,,12053184000,1531000.0,275133000,70112000,462120000.0,85214000.0,272566000.0,376625000.0,138296000,93164000.0,197304000,85259000,24803553000,148063000.0,,148063000.0,,,113967000.0,24378404000.0,1340177000.0,234603000,,28775000.0,-13426000,946000.0,1194162000.0,520415000.0,,-59857000.0,13967644000,982535000,245282000,,,449000,8195000.0,0.23,,437493000,208596000,-914152000,-294647000.0,-3384421000,12686737000.0,88923000.0,,10665706000,40530000,425149000.0,-27885000.0,-777000.0,1049985000.0,1280907000.0,,-673846000,,,,,
