date,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyResearchAndDevelopment,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyDilutedEPS,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredRevenue,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2013-09-30,1798000000,964000000,0.0,3425000000.0,232000000,964000000,14375000000.0,0.605961,714000000,1092000000,6199000000.0,3798000000.0,,621000000.0,-236000000,123000000.0,1172000000.0,1605000000.0,,1261000000,215000000,-4546000000.0,1081000000.0,322000000,1286000000,2244000000.0,6875000000.0,16543000000.0,17800000000.0,1000000.0,-224000000.0,4658000000,-613000000,1590861812.0,-133000000,6790000000.0,10000000.0,2000000.0,,0.6,0.0,0.0,-981000000.0,1591000000,343000000,3577000000.0,1591000000,42000000,,-36000000,3566000000,8975000000,1975000000,-964000000,-640000000.0,8975000000.0,9596000000.0,16000000.0,8743000000,-617000000.0,,1665000000,75000000.0,434000000.0,1150000000.0,24675000000.0,234000000,11709000000.0,-30000000,28252000000.0,1993000000.0,964000000,,,,,
2013-12-31,1245000000,1128000000,1531000000.0,1337000000.0,620000000,1128000000,14292000000.0,0.710614,798000000,1282000000,6277000000.0,3854000000.0,3996000000.0,300000000.0,-76000000,118000000.0,1150000000.0,1608000000.0,570000000.0,1448000000,54000000,-4611000000.0,1567000000.0,311000000,1439000000,2298000000.0,6879000000.0,17848000000.0,17827000000.0,,-47000000.0,5111000000,-747000000,1587360562.0,-151000000,6909000000.0,620000000.0,-201000000.0,933000000.0,0.7,0.0,0.0,-442000000.0,1583000000,-174000000,4492000000.0,1583000000,37000000,,30000000,3829000000,9595000000,2246000000,123000000,-641000000.0,9595000000.0,9895000000.0,16000000.0,8975000000,-299000000.0,,1094000000,74000000.0,431000000.0,767000000.0,24706000000.0,200000000,11350000000.0,-10000000,29198000000.0,1890000000.0,1128000000,,,,,
2014-03-31,624000000,980000000,0.0,3358000000.0,-1455000000,980000000,14386000000.0,0.616326,772000000,1100000000,6271000000.0,3650000000.0,,960000000.0,0,119000000.0,1104000000.0,1609000000.0,,1340000000,-47000000,-4683000000.0,1874000000.0,306000000,1286000000,2333000000.0,6216000000.0,17329000000.0,17744000000.0,,,4563000000,-1277000000,1590066459.0,-137000000,7016000000.0,0.0,-329000000.0,,0.61,0.0,0.0,-426000000.0,1351000000,-614000000,4697000000.0,1351000000,106000000,,50000000,3463000000,8140000000,2112000000,-797000000,-641000000.0,8140000000.0,9100000000.0,16000000.0,9595000000,-660000000.0,,487000000,5000000.0,20000000.0,803000000.0,23960000000.0,199000000,11328000000.0,18000000,28657000000.0,1802000000.0,980000000,,,,,
2014-06-30,1717000000,1098000000,0.0,3040000000.0,946000000,1098000000,14470000000.0,0.689829,834000000,1113000000,6244000000.0,3684000000.0,,1160000000.0,-29000000,130000000.0,1048000000.0,1608000000.0,,1448000000,3000000,-4760000000.0,2299000000.0,335000000,1433000000,2387000000.0,6317000000.0,17794000000.0,17510000000.0,,,4926000000,-415000000,1591699124.0,-142000000,7147000000.0,300000000.0,-24000000.0,,0.68,0.0,-17000000.0,-420000000.0,1531000000,366000000,5218000000.0,1531000000,48000000,,47000000,3813000000,9086000000,2282000000,-359000000,-673000000.0,9086000000.0,10246000000.0,16000000.0,8140000000,-500000000.0,,1575000000,73000000.0,271000000.0,795000000.0,23827000000.0,202000000,11251000000.0,-8000000,29045000000.0,1695000000.0,1098000000,,,,,
2014-09-30,1786000000,506000000,0.0,2705000000.0,-1367000000,506000000,14469000000.0,0.317587,812000000,1094000000,6002000000.0,3592000000.0,,9000000.0,-703000000,124000000.0,1008000000.0,1610000000.0,,1595000000,942000000,-4623000000.0,2131000000.0,181000000,687000000,2432000000.0,6635000000.0,17555000000.0,17174000000.0,,-555000000.0,5019000000,-719000000,1593265381.0,-180000000,7055000000.0,1160000000.0,1000000.0,,0.31,0.0,-2700000000.0,-913000000.0,1518000000,102000000,4645000000.0,1518000000,44000000,,-77000000,3925000000,7719000000,2407000000,-2284000000,-673000000.0,7719000000.0,7728000000.0,16000000.0,9086000000,-9000000.0,,1606000000,148000000.0,323000000.0,801000000.0,23809000000.0,192000000,10899000000.0,-134000000,28454000000.0,1540000000.0,506000000,,,,,
2014-12-31,-578000000,-810000000,0.0,990000000.0,629000000,-810000000,10565000000.0,-0.508989,879000000,1119000000,5862000000.0,3735000000.0,4746000000.0,26000000.0,-521000000,92000000.0,1124000000.0,1597000000.0,630000000.0,3341000000,638000000,-4620000000.0,535000000.0,-227000000,-1037000000,2485000000.0,11400000000.0,16088000000.0,14405000000.0,,-50000000.0,5452000000,-882000000,1591389331.0,-153000000,7105000000.0,17000000.0,-300000000.0,881000000.0,-0.51,0.0,2700000000.0,-2031000000.0,-387000000,-642000000,1742000000.0,-387000000,43000000,,-223000000,4333000000,8348000000,4720000000,2514000000,-674000000.0,8348000000.0,8374000000.0,16000000.0,7719000000,0.0,,-731000000,139000000.0,4446000000.0,1507000000.0,25805000000.0,193000000,11459000000.0,-93000000,27547000000.0,1513000000.0,-810000000,,,,,
2015-03-31,1585000000,1022000000,0.0,3589000000.0,-442000000,1022000000,10683000000.0,0.641526,811000000,942000000,5534000000.0,4214000000.0,,18000000.0,-292000000,93000000.0,1022000000.0,1608000000.0,,1473000000,376000000,-4557000000.0,739000000.0,374000000,1396000000,2431000000.0,11050000000.0,15408000000.0,14272000000.0,,-736000000.0,5040000000,-930000000,1593076097.0,-145000000,6988000000.0,8000000.0,-342000000.0,,0.63,0.0,0.0,-2467000000.0,1814000000,-90000000,1377000000.0,1814000000,119000000,188000000.0,-75000000,4098000000,7906000000,2284000000,-873000000,-786000000.0,7906000000.0,7924000000.0,16000000.0,8348000000,0.0,,1440000000,132000000.0,4590000000.0,1755000000.0,25322000000.0,158000000,11291000000.0,7000000,26699000000.0,1478000000.0,1022000000,,,,,
2015-06-30,1832000000,1366000000,0.0,3918000000.0,-506000000,1366000000,27116000000.0,0.82524,981000000,916000000,13209000000.0,4367000000.0,,879000000.0,-33000000,134000000.0,1623000000.0,1655276338.0,6059000000.0,1703000000,169000000,-4655000000.0,1256000000.0,312000000,1678000000,2517000000.0,11258000000.0,16877000000.0,37093000000.0,,-11546000000.0,5475000000,10169000000,1655276338.0,-115000000,7172000000.0,1000000.0,-5002000000.0,,0.82524,0.0,0.0,-2374000000.0,1875000000,52000000,5504000000.0,1875000000,55000000,221000000.0,-85000000,4559000000,7400000000,2684000000,-12511000000,-818000000.0,7400000000.0,8279000000.0,17000000.0,7906000000,-851000000.0,,1717000000,172000000.0,4007000000.0,1181000000.0,48351000000.0,190000000,36978000000.0,-151000000,53855000000.0,19937000000.0,1366000000,,,,,
2015-09-30,2155000000,1239000000,0.0,3801000000.0,1823000000,1239000000,31359000000.0,0.757915,1418000000,1167000000,13243000000.0,4574000000.0,,26000000.0,-41000000,74000000.0,1841000000.0,1664000000.0,5996000000.0,1474000000,104000000,-4735000000.0,1654000000.0,408000000,1647000000,2546000000.0,8813000000.0,17912000000.0,41156000000.0,,0.0,5944000000,-1056000000,1634746917.0,-127000000,7281000000.0,853000000.0,-998000000.0,,0.74,0.0,19000000.0,-2499000000.0,1885000000,530000000,4863000000.0,1885000000,55000000,919000000.0,-286000000,4777000000,9223000000,2892000000,745000000,-850000000.0,9223000000.0,9249000000.0,17000000.0,7400000000,0.0,,2028000000,207000000.0,768000000.0,1235000000.0,49969000000.0,227000000,36920000000.0,5000000,54832000000.0,19822000000.0,1239000000,,,,,
2015-12-31,1963000000,1517000000,0.0,1746000000.0,-824000000,1517000000,29240000000.0,0.942299,1075000000,1475000000,13168000000.0,4730000000.0,5942000000.0,8000000.0,10000000,145000000.0,1719000000.0,1640000000.0,5276000000.0,1737000000,120000000,-4769000000.0,2248000000.0,407000000,1924000000,2565000000.0,10894000000.0,16314000000.0,38211000000.0,,-170000000.0,6400000000,-2431000000,1609892935.0,-145000000,7334000000.0,18000000.0,-1225000000.0,1597000000.0,0.92,0.0,0.0,-2561000000.0,2113000000,12000000,3945000000.0,2113000000,53000000,175000000.0,12000000,4925000000,8399000000,2812000000,-297000000,-840000000.0,8399000000.0,8407000000.0,17000000.0,9223000000,0.0,,1818000000,208000000.0,2431000000.0,1149000000.0,49105000000.0,261000000,36736000000.0,-13000000,53050000000.0,19709000000.0,1517000000,,,,,
2016-03-31,2128000000,1354000000,0.0,3513000000.0,-843000000,1354000000,29490000000.0,0.837167,946000000,1369000000,13274000000.0,4753000000.0,,1044000000.0,-312000000,387000000.0,1789000000.0,1625000000.0,5412000000.0,1355000000,87000000,-4892000000.0,2673000000.0,422000000,1776000000,2597000000.0,10662000000.0,16622000000.0,38415000000.0,,-28000000.0,5958000000,-1219000000,1617358607.0,-121000000,7489000000.0,33000000.0,-409000000.0,,0.83,0.0,0.0,-2423000000.0,2288000000,-17000000,4643000000.0,2288000000,138000000,42000000.0,19000000,4589000000,7556000000,2301000000,-1458000000,-924000000.0,7556000000.0,8600000000.0,18000000.0,8399000000,-1342000000.0,81000000.0,2007000000,215000000.0,2423000000.0,1328000000.0,49077000000.0,268000000,37098000000.0,43000000,53720000000.0,19512000000.0,1354000000,,,,,
2016-06-30,1918000000,1610000000,0.0,7791000000.0,-1229000000,1610000000,37328000000.0,0.988614,1124000000,1405000000,15507000000.0,5048000000.0,,1675000000.0,-136000000,1400000000.0,1756000000.0,1632000000.0,7180000000.0,1466000000,178000000,-4983000000.0,3349000000.0,486000000,2096000000,2618000000.0,9272000000.0,16791000000.0,52299000000.0,,-2559000000.0,6452000000,1164000000,1628542359.0,-131000000,7601000000.0,1070000000.0,-3803000000.0,,0.98,0.0,0.0,-2390000000.0,2457000000,-230000000,5640000000.0,2457000000,71000000,47000000.0,-19000000,5047000000,6327000000,2590000000,-4298000000,-927000000.0,6327000000.0,8002000000.0,18000000.0,7556000000,-2678000000.0,-275000000.0,1787000000,245000000.0,517000000.0,1445000000.0,61571000000.0,289000000,50420000000.0,-58000000,67211000000.0,29450000000.0,1610000000,,,,,
2016-09-30,1454000000,1598000000,0.0,7646000000.0,-109000000,1598000000,37284000000.0,0.983441,1106000000,1504000000,15657000000.0,4999000000.0,,1732000000.0,-177000000,1378000000.0,1630000000.0,1640000000.0,6124000000.0,1381000000,434000000,-5072000000.0,4011000000.0,416000000,2014000000,2638000000.0,9103000000.0,16290000000.0,51054000000.0,-1000000.0,-62000000.0,6432000000,-1371000000,1624907594.0,-113000000,7710000000.0,476000000.0,3000000.0,,0.97,0.0,0.0,-2340000000.0,2441000000,-951000000,6469000000.0,2441000000,69000000,-1064000000.0,28000000,4928000000,6218000000,2487000000,-199000000,-933000000.0,6218000000.0,7950000000.0,18000000.0,6327000000,-500000000.0,65000000.0,1341000000,271000000.0,26000000.0,1550000000.0,60157000000.0,304000000,50336000000.0,16000000,66626000000.0,29113000000.0,1598000000,,,,,
2016-12-31,1541000000,1391000000,0.0,6267000000.0,-1118000000,1391000000,36440000000.0,0.873462,1190000000,1555000000,15416000000.0,4758000000.0,6944000000.0,1323000000.0,-110000000,1783000000.0,1444000000.0,1623000000.0,6890000000.0,1653000000,238000000,-4922000000.0,4378000000.0,607000000,1998000000,2604000000.0,9781000000.0,16187000000.0,51682000000.0,-4004000000.0,-108000000.0,6796000000,-2502000000,1592512724.0,-114000000,7526000000.0,780000000.0,-1824000000.0,1407000000.0,0.85,0.0,118000000.0,-2586000000.0,2398000000,-491000000,4636000000.0,2398000000,75000000,-212000000.0,-66000000,5241000000,5100000000,2843000000,-119000000,-933000000.0,5100000000.0,6423000000.0,18000000.0,6218000000,-795000000.0,58000000.0,1427000000,316000000.0,402000000.0,1212000000.0,61463000000.0,328000000,49912000000.0,-35000000,66099000000.0,28897000000.0,1391000000,,,,,
2017-03-31,2102000000,1711000000,0.0,8499000000.0,-360000000,1711000000,36526000000.0,1.075177,1135000000,1616000000,15490000000.0,4677000000.0,,1508000000.0,-86000000,2123000000.0,1427000000.0,1603000000.0,6797000000.0,1368000000,158000000,-4984000000.0,5063000000.0,375000000,2086000000,2612000000.0,8844000000.0,15547000000.0,51822000000.0,-6000000.0,-63000000.0,6538000000,-1794000000,1591365972.0,-95000000,7596000000.0,444000000.0,-895000000.0,,1.06,0.0,0.0,-2542000000.0,2419000000,-282000000,4998000000.0,2419000000,141000000,-266000000.0,71000000,4922000000,4740000000,2503000000,-684000000,-1027000000.0,4740000000.0,6248000000.0,18000000.0,5100000000,-970000000.0,-34000000.0,2007000000,273000000.0,425000000.0,1263000000.0,60666000000.0,374000000,50117000000.0,26000000,65664000000.0,28629000000.0,1711000000,,,,,
2017-06-30,2003000000,1915000000,0.0,8518000000.0,1348000000,1915000000,33817000000.0,1.201591,1223000000,1528000000,15652000000.0,4859000000.0,,1117000000.0,-83000000,2052000000.0,1582000000.0,1600000000.0,6391000000.0,1504000000,175000000,-5129000000.0,5951000000.0,438000000,2353000000,2657000000.0,12259000000.0,16962000000.0,48726000000.0,-7000000.0,-37000000.0,6944000000,-980000000,1593720873.0,-126000000,7786000000.0,902000000.0,-5000000.0,,1.19,0.0,0.0,-2548000000.0,2689000000,-542000000,6009000000.0,2689000000,76000000,-264000000.0,-70000000,5416000000,6088000000,2727000000,318000000,-1024000000.0,6088000000.0,7205000000.0,18000000.0,4740000000,-421000000.0,-133000000.0,1877000000,284000000.0,3420000000.0,1305000000.0,60985000000.0,379000000,50032000000.0,-8000000,66994000000.0,28366000000.0,1915000000,,,,,
2017-09-30,3271000000,1631000000,0.0,8999000000.0,2358000000,1631000000,33974000000.0,1.021851,1222000000,1616000000,15748000000.0,4891000000.0,,1108000000.0,-358000000,1971000000.0,1785000000.0,1603000000.0,6147000000.0,1452000000,226000000,-5197000000.0,6547000000.0,464000000,2095000000,2697000000.0,13033000000.0,18930000000.0,49120000000.0,-5000000.0,-80000000.0,6995000000,-810000000,1596123191.0,-126000000,7894000000.0,544000000.0,-5000000.0,,1.01,0.0,0.0,-2613000000.0,2705000000,964000000,6687000000.0,2705000000,71000000,974000000.0,-120000000,5379000000,8446000000,2674000000,-109000000,-1026000000.0,8446000000.0,9554000000.0,18000000.0,6088000000,-447000000.0,4000000.0,3145000000,293000000.0,3821000000.0,1327000000.0,62153000000.0,379000000,49910000000.0,-239000000,68840000000.0,28167000000.0,1631000000,,,,,
2017-12-31,2584000000,52000000,0.0,8190000000.0,857000000,52000000,30953000000.0,0.032661,1402000000,2280000000,15785000000.0,5088000000.0,7609000000.0,486000000.0,-661000000,2090000000.0,1605000000.0,1602000000.0,2490000000.0,1951000000,1863000000,-5268000000.0,5459000000.0,1141000000,1193000000,2803000000.0,16641000000.0,21223000000.0,49048000000.0,-7000000.0,-128000000.0,7739000000,-1928000000,1592131025.0,-182000000,8071000000.0,903000000.0,-505000000.0,1474000000.0,0.03,0.0,0.0,-2727000000.0,2106000000,-131000000,5097000000.0,2106000000,77000000,-19000000.0,212000000,5459000000,9303000000,3353000000,201000000,-1030000000.0,9303000000.0,9789000000.0,18000000.0,8446000000,-392000000.0,-228000000.0,2402000000,299000000.0,6415000000.0,1326000000.0,65689000000.0,369000000,49563000000.0,-25000000,70786000000.0,27559000000.0,52000000,,,,,
2018-03-31,2645000000,2783000000,,15521000000.0,-296000000,2783000000,30906000000.0,1.753877,1244000000,1927000000,15880000000.0,5841000000.0,,467000000.0,76000000,2057000000.0,1738000000.0,1596000000.0,2304000000.0,1791000000,54000000,-5403000000.0,4977000000.0,14000000,2797000000,2828000000.0,17058000000.0,20444000000.0,48731000000.0,-7000000.0,-372000000.0,7934000000,-2509000000,1586769969.0,-119000000,8231000000.0,311000000.0,-1431000000.0,,1.74,,,-2630000000.0,2972000000,-828000000,3553000000.0,2972000000,191000000,,-71000000,6007000000,9007000000,3035000000,-447000000,-1137000000.0,9007000000.0,9474000000.0,18000000.0,9303000000,-267000000.0,-681000000.0,2526000000,309000000.0,6381000000.0,903000000.0,65789000000.0,445000000,48898000000.0,37000000,69342000000.0,27230000000.0,2783000000,,,,,
2018-06-30,2866000000,1983000000,,15543000000.0,-5460000000,1983000000,30579000000.0,1.309665,1322000000,1934000000,15692000000.0,5793000000.0,,196000000.0,-478000000,1505000000.0,1580000000.0,1572000000.0,1670000000.0,1760000000,1057000000,-5427000000.0,5495000000.0,29000000,2012000000,2787000000.0,17224000000.0,13845000000.0,47792000000.0,-3006000000.0,-29000000.0,8278000000,-8978000000,1514127908.0,-114000000,8214000000.0,1200000000.0,-7516000000.0,,1.26,,,-2639000000.0,2762000000,-702000000,-3375000000.0,2762000000,85000000,,-120000000,6344000000,3547000000,3582000000,687000000,-1531000000.0,3547000000.0,3743000000.0,18000000.0,9007000000,-370000000.0,-124000000.0,2752000000,320000000.0,6530000000.0,909000000.0,65016000000.0,443000000,47796000000.0,-71000000,61641000000.0,26903000000.0,1983000000,,,,,
