date,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyPurchaseOfInvestment,quarterlyCurrentDeferredRevenue
2009-06-30,1.15,1769200000,0.0,443300000,1826800000.0,-28000000.0,1100000.0,199200000,25000000,130700000.0,1100000.0,443300000,510900000.0,-32700000.0,139300000,997500000,64300000.0,10100000.0,-1088700000,483400000.0,635300000,125300000.0,1944300000,1350000000,111800000,,,2269800000,39100000,,855600000,1931000000.0,,146800000,,22600000,312600000.0,,42500000.0,92600000.0,1283600000.0,838200000.0,539700000,4049700000,,3200300000,6319500000,2340000000,295900000,72700000,72700000,,1.13,66300000,515500000,35000000,500000.0,443300000.0,-306100000.0,457800000,7500000,700000000,,72700000,4550300000,499700000.0,83700000,63400000.0,,318500000,,,,,,,
2009-09-30,,1762300000,100000.0,359300000,1788600000.0,-301400000.0,-54900000.0,231600000,21000000,443300000.0,1100000.0,359300000,4500000.0,-31300000.0,94800000,1079400000,,133800000.0,-1111400000,-294600000.0,284300000,237700000.0,1974800000,1159500000,57900000,,0.0,2125800000,20800000,,863400000,1963200000.0,,92900000,,26500000,-84000000.0,,-55400000.0,206400000.0,1326200000.0,810000000.0,605700000,4023200000,373500000.0,3227200000,6149000000,2288500000,352400000,37100000,37100000,,,66600000,270100000,35000000,2300000.0,359300000.0,-30900000.0,473700000,-1900000,667300000,,37100000,4386700000,450800000.0,0,,,378900000,,,,,,,
2009-12-31,1.8,1861900000,0.0,408200000,1783500000.0,-1500000.0,-81700000.0,192100000,274200000,359300000.0,1100000.0,408200000,700000.0,-23200000.0,266100000,1176700000,70500000.0,-117400000.0,-1130500000,6600000.0,639900000,97300000.0,1983900000,1201200000,198500000,,,2194700000,72800000,,853400000,2088100000.0,,230500000,,21400000,48900000.0,,89000000.0,74100000.0,1323200000.0,922300000.0,616500000,4003400000,,3135000000,6198100000,2192000000,272700000,125700000,125700000,,1.78,943000000,369200000,32000000,800000.0,408200000.0,-23000000.0,560200000,-35600000,590000000,,125700000,4336200000,,43300000,69700000.0,,294100000,,,,,,,
2010-03-31,1.27,1926400000,-5000000.0,396200000,1779400000.0,-146800000.0,-118600000.0,217500000,273600000,408200000.0,1100000.0,396200000,4300000.0,-25300000.0,159100000,935100000,70500000.0,43700000.0,-1145300000,-146800000.0,554900000,176900000.0,1984000000,995900000,128300000,,,2081000000,39800000,,838700000,2171900000.0,,160600000,,23500000,-12000000.0,,44700000.0,151600000.0,1314900000.0,773600000.0,487900000,3971200000,,3129900000,6052200000,2190500000,264600000,88500000,88500000,,1.25,939400000,223500000,32300000,2300000.0,396200000.0,-30100000.0,447200000,1500000,637600000,,88500000,4125800000,,38200000,69900000.0,,288100000,,,,,,,
2010-06-30,1.48,1977500000,-100000.0,488800000,1765700000.0,-43300000.0,-183300000.0,234000000,271400000,396200000.0,1100000.0,488800000,3500000.0,-25300000.0,163700000,1076800000,70700000.0,38300000.0,-1154600000,-38300000.0,669000000,165100000.0,1976000000,1242900000,142800000,,,2231800000,38800000,,821400000,2272300000.0,,173600000,,23600000,92600000.0,,22800000.0,139800000.0,1302000000.0,840000000.0,559200000,3925700000,,2937100000,6157500000,2024000000,330300000,104000000,104000000,,1.47,913100000,339900000,30800000,1500000.0,488800000.0,-25200000.0,517600000,9900000,631600000,,104000000,4180000000,,36600000,70100000.0,,353900000,,,,,,,
2010-09-30,,2099600000,-300000.0,629700000,1774200000.0,-61300000.0,-157300000.0,271000000,19800000,488800000.0,1100000.0,629700000,4100000.0,-34900000.0,106300000,1059700000,,62200000.0,-1189100000,-56000000.0,258800000,213100000.0,2029700000,1253500000,73800000,,0.0,2429500000,-11000000,,840600000,2353900000.0,,104100000,,28600000,140900000.0,,-71800000.0,178200000.0,1316400000.0,824800000.0,565400000,3958400000,432800000.0,3034800000,6387900000,2022500000,359400000,84800000,84800000,,,75700000,290900000,30300000,1200000.0,629700000.0,-35000000.0,494300000,-2200000,666300000,,84800000,4288300000,449400000.0,27200000,,,388000000,,,,,,,
2010-12-31,1.56,2214400000,-3000000.0,444100000,1852300000.0,-96500000.0,-159800000.0,239600000,19200000,629700000.0,1100000.0,444100000,4000000.0,-18600000.0,194900000,1177100000,71200000.0,-164000000.0,-1218600000,108700000.0,225400000,-1000000.0,2176900000,1429900000,162500000,72700000.0,-267100000.0,2393400000,52100000,,958300000,2463500000.0,,191700000,,23400000,-185600000.0,,52600000.0,-19600000.0,1468500000.0,960100000.0,622200000,4308600000,468100000.0,3057700000,6702000000,1971000000,336600000,110400000,110400000,,1.55,87500000,424100000,29200000,1200000.0,444100000.0,-288400000.0,554900000,-3200000,679600000,,110400000,4487600000,389000000.0,29500000,70600000.0,,360000000,,,,,,,
2011-03-31,0.56,2236100000,-200000.0,478000000,1893200000.0,-1500000.0,-119100000.0,251400000,26900000,444100000.0,1100000.0,478000000,600000.0,-23000000.0,127700000,1035300000,70800000.0,16900000.0,-1262200000,-67000000.0,284900000,106900000.0,2198700000,1391200000,61000000,,0.0,2393900000,21900000,,936500000,2502500000.0,,90100000,,26300000,33900000.0,,50900000.0,83900000.0,1428900000.0,843900000.0,564200000,4287300000,318000000.0,3053900000,6681200000,1969500000,317100000,39100000,39100000,,0.55,79100000,446900000,29100000,900000.0,478000000.0,-18100000.0,471100000,-36700000,746300000,,39100000,4445100000,392100000.0,28700000,70100000.0,,343400000,,,,,,,
2011-06-30,0.95,2348600000,2800000.0,507300000,1891500000.0,-476500000.0,-83400000.0,233000000,23200000,478000000.0,1100000.0,507300000,1500000.0,-23100000.0,173800000,1234500000,70600000.0,-63900000.0,-1300600000,-20800000.0,278100000,70500000.0,2217000000,1166100000,100900000,,0.0,2521000000,35000000,,916400000,2568200000.0,,130700000,0.0,27800000,29300000.0,,283900000.0,47400000.0,1430300000.0,972700000.0,661500000,4273800000,459400000.0,3280100000,6794800000,2208000000,371400000,65900000,65900000,,0.94,80600000,195600000,29800000,-7300000.0,507300000.0,-25700000.0,573000000,-43100000,709200000,,65900000,4446200000,394000000.0,35600000,69700000.0,,399200000,,,,,,,
2011-09-30,,2101300000,2000000.0,471200000,1878200000.0,-1500000.0,-180700000.0,289600000,42300000,507300000.0,1100000.0,471200000,2100000.0,-33300000.0,159000000,1198800000,,100800000.0,-1242900000,-222900000.0,281300000,236100000.0,2128300000,1159300000,81600000,,0.0,2392600000,35800000,,885400000,2613000000.0,,114900000,-208000000.0,30800000,-36100000.0,,-72400000.0,202800000.0,1475300000.0,893600000.0,652800000,4270800000,426400000.0,3402800000,6663400000,2206500000,356200000,45800000,45800000,,,93600000,162000000,33300000,1300000.0,471200000.0,-31300000.0,546000000,-44100000,653400000,,45800000,4562100000,453800000.0,31900000,,,387000000,,,,,,,
2011-12-31,2.17,2090400000,15400000.0,476900000,1870400000.0,-1500000.0,-204600000.0,259000000,24600000,471200000.0,1100000.0,476900000,1200000.0,-18000000.0,228400000,1198100000,66900000.0,-174200000.0,-1243600000,-14900000.0,235200000,27800000.0,2104400000,1614100000,208400000,,0.0,2455200000,64600000,,860800000,2756500000.0,,238300000,-135900000.0,25600000,5700000.0,,202000000.0,9800000.0,1467700000.0,954900000.0,633600000,4229700000,406800000.0,2980400000,6684900000,1765000000,310500000,143800000,143800000,,2.15,89100000,713100000,29900000,400000.0,476900000.0,-2600000.0,564500000,9900000,640900000,,143800000,4594500000,463700000.0,30800000,66200000.0,,336100000,,,,,,,
2012-03-31,1.19,2218000000,-18800000.0,561800000,1868900000.0,-1500000.0,-168000000.0,287200000,23800000,476900000.0,1100000.0,561800000,600000.0,-33500000.0,145600000,1101800000,66400000.0,78600000.0,-1273900000,-84800000.0,254000000,198900000.0,2137500000,1444200000,113000000,,0.0,2393600000,35100000,,863600000,2834300000.0,,143200000,0.0,27700000,84900000.0,,120300000.0,165400000.0,1475000000.0,687600000.0,584600000,4238100000,269300000.0,2969500000,6631700000,1765000000,343900000,77900000,77900000,,1.17,87200000,633700000,30200000,100000.0,561800000.0,-33300000.0,517200000,-2400000,686400000,,77900000,4413700000,467300000.0,30600000,65400000.0,,371600000,,,,,,,
2012-06-30,1.08,2172300000,200000.0,632100000,1855900000.0,-436500000.0,-211500000.0,275600000,74600000,561800000.0,1100000.0,632100000,500000.0,-24900000.0,124600000,1124100000,66000000.0,11800000.0,-1292700000,-10200000.0,268300000,120100000.0,2140000000,1176900000,88800000,,0.0,2464600000,18600000,,847300000,2902500000.0,,122800000,-75600000.0,28600000,70300000.0,,108300000.0,95200000.0,1464800000.0,688300000.0,595300000,4202500000,300700000.0,3317900000,6667100000,2138600000,375600000,70200000,70200000,,1.06,88300000,332300000,34000000,-2500000.0,632100000.0,-24500000.0,528800000,-1800000,669600000,,70200000,4494800000,466800000.0,34500000,65100000.0,,404200000,,,,,,,
2012-09-30,,2069500000,19300000.0,718500000,1853700000.0,-1500000.0,-217800000.0,325200000,23000000,632100000.0,1100000.0,718500000,700000.0,-34600000.0,182200000,1143200000,,129300000.0,-1320000000,-173400000.0,223000000,284800000.0,2168500000,1307500000,155200000,25200000.0,0.0,2522600000,38200000,,848500000,2993200000.0,,188400000,-206300000.0,30600000,86400000.0,,-412700000.0,250200000.0,1469500000.0,676700000.0,615800000,4208600000,224300000.0,3354200000,6731200000,2138600000,314600000,117000000,117000000,,,88300000,393900000,33200000,-100000.0,718500000.0,-34500000.0,527400000,6200000,672400000,,117000000,4661700000,455000000.0,36900000,,,345200000,,,,,,,
2012-12-31,2.1,2196400000,0.0,787100000,1850000000.0,-106500000.0,-195800000.0,287600000,24400000,718500000.0,1100000.0,787100000,6600000.0,-15400000.0,241700000,1192500000,62600000.0,-99600000.0,-1368200000,8900000.0,189700000,71600000.0,2175000000,1233300000,188700000,23200000.0,,2575300000,58900000,,806800000,3097500000.0,,222200000,0.0,24600000,68600000.0,,78800000.0,56200000.0,1473300000.0,684800000.0,630900000,4170000000,208600000.0,3315600000,6745300000,2138700000,295300000,129800000,129800000,,2.07,89700000,414200000,33500000,2500000.0,787100000.0,-15400000.0,561600000,-11600000,637900000,,129800000,4548900000,472500000.0,39900000,61800000.0,-24800000.0,319900000,,,,,,,
2013-03-31,1.37,2255400000,500000.0,850700000,1841100000.0,0.0,-214900000.0,307900000,49800000,787100000.0,1100000.0,850700000,8800000.0,-22700000.0,193500000,1095900000,63000000.0,40800000.0,-1386100000,-70800000.0,207900000,178100000.0,2170000000,1203800000,113000000,3100000.0,,2635300000,28100000,,783900000,3155200000.0,,145800000,0.0,24800000,63600000.0,,-21500000.0,155400000.0,1467400000.0,624900000.0,565200000,4133600000,185800000.0,3309700000,6768900000,2138700000,312400000,84900000,84900000,,1.35,90000000,355900000,32800000,2300000.0,850700000.0,-22200000.0,530700000,-37400000,664200000,,84900000,4513500000,475200000.0,41200000,62100000.0,-24800000.0,337200000,,,,,,,
2013-06-30,1.4,2306000000,500000.0,948800000,1835000000.0,-125000000.0,-234900000.0,309500000,56100000,850700000.0,700000.0,948800000,1100000.0,-21200000.0,163400000,1111500000,63300000.0,81100000.0,-1417200000,-102100000.0,189700000,220100000.0,2180600000,1294400000,106400000,0.0,,2693500000,19200000,,763400000,1070700000.0,,174200000,0.0,24200000,98100000.0,0.0,16700000.0,198900000.0,1469000000.0,572900000.0,601100000,4106700000,208300000.0,3199800000,6800200000,1998700000,322800000,87200000,87200000,35100000.0,1.38,93600000,420500000,32700000,300000.0,948800000.0,-20700000.0,510400000,-22700000,630200000,,87200000,4494200000,477400000.0,39300000,62300000.0,-24900000.0,347000000,,,,,,,
2013-09-30,,2453600000,500000.0,998300000,1835500000.0,0.0,-172900000.0,340400000,28600000,948800000.0,700000.0,998300000,1700000.0,-31300000.0,141800000,1066100000,,186400000.0,-1430300000,-213500000.0,198200000,280200000.0,2185900000,1153400000,159800000,0.0,,2568400000,54700000,,755600000,1144100000.0,,226800000,0.0,25400000,49500000.0,,-19900000.0,248900000.0,1475800000.0,480600000.0,564500000,4149000000,193400000.0,3110400000,6717400000,1998800000,334400000,105100000,105100000,35500000.0,,86200000,239000000,31500000,200000.0,998300000.0,-30800000.0,501600000,40000000,616300000,,105100000,4263800000,541700000.0,82100000,,-31100000.0,359800000,,,,,,,
2013-12-31,1.73,2534500000,3500000.0,881500000,1876000000.0,0.0,-168500000.0,288600000,27400000,998300000.0,700000.0,881500000,2000000.0,-20300000.0,205400000,1113900000,63100000.0,-149000000.0,-1440200000,33000000.0,196900000,51100000.0,2287800000,1181300000,151800000,,-185300000.0,2517800000,43900000,,847600000,1220100000.0,,216400000,,21900000,-116800000.0,,58800000.0,30800000.0,1477300000.0,463400000.0,602100000,4282700000,213300000.0,3084700000,6800500000,1918800000,284500000,107900000,107900000,33400000.0,1.71,87500000,381100000,31200000,4000000.0,881500000.0,-202100000.0,511800000,-24400000,611600000,,107900000,4266000000,571300000.0,81800000,62500000.0,-31300000.0,306400000,,,,,,,
2014-03-31,1.59,2518400000,600000.0,991700000,1867200000.0,0.0,-166400000.0,306300000,21900000,881500000.0,700000.0,991700000,500000.0,-16100000.0,188300000,1062400000,62600000.0,50300000.0,-1442300000,-53700000.0,237400000,177800000.0,2229200000,1290700000,135800000,,0.0,2611100000,37300000,,786900000,1287000000.0,,198600000,,22700000,110200000.0,,-2500000.0,161700000.0,1502300000.0,457700000.0,554100000,4259200000,185800000.0,3061200000,6870300000,1918900000,297300000,98500000,98500000,31500000.0,1.57,87400000,445300000,31300000,400000.0,991700000.0,-15500000.0,508300000,-22700000,621100000,,98500000,4351900000,572600000.0,102800000,62000000.0,-30800000.0,320000000,,,,,,,
2014-06-30,1.05,2565600000,4500000.0,1088700000,1862400000.0,-140100000.0,-163800000.0,357300000,24800000,991700000.0,700000.0,1088700000,4200000.0,-18600000.0,147300000,1130000000,62600000.0,48100000.0,-1441500000,-40500000.0,217900000,149800000.0,2219900000,1371600000,88100000,,-1800000.0,2756800000,23600000,,778400000,1319200000.0,,152100000,0.0,23200000,97000000.0,5100000.0,4300000.0,131200000.0,1503600000.0,508200000.0,591000000,4244200000,211900000.0,3063800000,7001000000,1918900000,368500000,64500000,64500000,32900000.0,1.03,88400000,422500000,31100000,1700000.0,1088700000.0,-15900000.0,539000000,-28000000,620200000,,64500000,4435400000,574500000.0,99800000,62000000.0,-30900000.0,391700000,,,,,,,
2014-09-30,,2522300000,400000.0,1129000000,1847300000.0,0.0,-271100000.0,397100000,41600000,1088700000.0,700000.0,1129000000,3200000.0,-30300000.0,146600000,1141400000,,92000000.0,-1445200000,-86500000.0,228100000,193300000.0,2196900000,1573700000,97800000,42500000.0,0.0,2729600000,12600000,,751700000,1373000000.0,,165200000,0.0,27000000,40300000.0,,-24400000.0,163000000.0,1487400000.0,495000000.0,565300000,4199100000,201500000.0,2832700000,6928700000,1768900000,402500000,85200000,85200000,38400000.0,,92600000,519500000,29000000,500000.0,1129000000.0,-29900000.0,576100000,-16400000,616900000,,85200000,4406400000,471100000.0,112700000,,-30900000.0,429500000,,,,,,,
2014-12-31,1.7,2539500000,1800000.0,1131600000,1837200000.0,-80000000.0,-324500000.0,342100000,40000000,1129000000.0,700000.0,1131600000,1400000.0,-15300000.0,163800000,1038400000,62400000.0,-184300000.0,-1457000000,86900000.0,202500000,-32000000.0,2199400000,1621200000,136200000,50500000.0,-11100000.0,2767700000,31100000,,742400000,1447000000.0,,198100000,,22000000,2600000.0,,14000000.0,-47300000.0,1478400000.0,456000000.0,549200000,4165100000,221100000.0,2772100000,6932800000,1699000000,303400000,105100000,105100000,33200000.0,1.69,98400000,704200000,28700000,8400000.0,1131600000.0,-24600000.0,489200000,-2300000,643100000,,105100000,4393300000,487100000.0,107100000,62000000.0,-31100000.0,325400000,,,,,,,
2015-03-31,-1.42,2363300000,-67900000.0,1114300000,1817500000.0,-200000.0,-390900000.0,364400000,33300000,1131600000.0,700000.0,1114300000,2900000.0,-21700000.0,147300000,1008000000,62600000.0,23500000.0,-1456100000,8400000.0,261300000,111800000.0,2170700000,1701400000,-73200000,42200000.0,0.0,2711300000,15300000,,714600000,1326800000.0,,-12900000,,22300000,-17300000.0,,900000.0,90100000.0,1458800000.0,448900000.0,506500000,4096200000,190600000.0,2742800000,6807500000,1699000000,331900000,-88500000,-88500000,31400000.0,-1.42,105200000,733200000,28900000,800000.0,1114300000.0,-89600000.0,501500000,-196900000,657900000,,-88500000,4444200000,485700000.0,105300000,62200000.0,-31000000.0,354200000,,,,,,,
2015-06-30,-1.17,2286300000,500000.0,1090100000,1809000000.0,-1819800000.0,-369500000.0,358100000,32600000,1114300000.0,700000.0,1090100000,100000.0,-35400000.0,35000000,1047100000,62200000.0,-29100000.0,-1461000000,53600000.0,219700000,-56100000.0,2162000000,1039200000,-110000000,56500000.0,-1000000.0,2771400000,-37500000,,701000000,1222800000.0,,-50000000,0.0,23300000,-24200000.0,,16600000.0,-91500000.0,1465300000.0,507100000.0,553000000,4097800000,227700000.0,3543700000,6869200000,2508000000,435800000,-72500000,-72500000,28900000.0,-1.17,102800000,27000000,31100000,-15000000.0,1090100000.0,-35900000.0,494100000,-124200000,626200000,,-72500000,4582900000,484900000.0,122500000,62200000.0,-31100000.0,459100000,,,,,,,
2015-09-30,,1864100000,2300000.0,712100000,1408500000.0,0.0,-171500000.0,236900000,15400000,1090100000.0,700000.0,712100000,0.0,-27000000.0,-172000000,-672300000,,203400000.0,-585400000,-476100000.0,145200000,125100000.0,1061500000,666800000,-411700000,25300000.0,0.0,1636600000,-171500000,,476100000,772900000.0,,-378800000,-175200000.0,3400000,-378000000.0,,-8500000.0,98100000.0,1421800000.0,279800000.0,-371300000,3355100000,131100000.0,2460800000,4991700000,1704000000,-132400000,-240200000,-219400000,21800000.0,,87700000,17500000,11100000,-509000000.0,712100000.0,-24700000.0,-301000000,-209600000,332800000,,-219400000,3127600000,335800000.0,48700000,,0.0,-129000000,,,,,,,
2015-12-31,0.4,1796500000,0.0,694200000,1402300000.0,0.0,-183400000.0,210900000,12100000,712100000.0,700000.0,694200000,0.0,-14500000.0,64500000,495100000,59900000.0,-105400000.0,-595800000,63700000.0,107700000,-58700000.0,1078900000,511200000,30700000,5200000.0,0.0,1464000000,7000000,,483100000,796600000.0,,68600000,-78900000.0,16000000,-17900000.0,,2800000.0,-73200000.0,1416600000.0,240000000.0,267600000,3422500000,96900000.0,2578800000,4886500000,1841300000,147000000,23700000,23700000,20200000.0,0.39,63800000,17300000,17700000,0.0,694200000.0,-14500000.0,227500000,-16100000,355800000,,23700000,3090000000,346200000.0,120500000,59700000.0,0.0,163000000,,,,,,,
2016-03-31,1.11,1872800000,0.0,660500000,1401600000.0,-261000000.0,-176400000.0,235200000,11200000,694200000.0,700000.0,660500000,0.0,-20000000.0,109700000,611200000,59900000.0,1800000.0,-619300000,-13900000.0,136100000,-13900000.0,1101300000,601400000,91300000,27900000.0,0.0,1515500000,25200000,,482000000,862700000.0,,133500000,0.0,16700000,-33700000.0,,-5700000.0,-33900000.0,1423900000.0,291500000.0,300100000,3433900000,95900000.0,2475200000,4949400000,1843400000,184700000,66100000,66100000,24400000.0,1.1,60800000,17000000,17800000,0.0,660500000.0,-20000000.0,311100000,-600000,382700000,,66100000,3076600000,344600000.0,126400000,59400000.0,0.0,201400000,,,,,,,
2016-06-30,0.62,1873300000,0.0,691500000,1394900000.0,-240000000.0,-181300000.0,203200000,4200000,660500000.0,700000.0,691500000,0.0,-16400000.0,66400000,645100000,59700000.0,16500000.0,-633200000,-25100000.0,93700000,76700000.0,1108500000,896500000,34100000,23000000.0,0.0,1508400000,-2600000,,475300000,896900000.0,,77000000,-35600000.0,17500000,31000000.0,,-1100000.0,60300000.0,1419900000.0,308700000.0,333900000,3345600000,92600000.0,2084200000,4854000000,1579200000,227300000,36700000,36700000,24600000.0,0.61,60900000,295500000,18300000,-600000.0,691500000.0,-16400000.0,311200000,-14000000,333600000,,36700000,2980700000,258700000.0,55500000,59100000.0,0.0,244800000,,,,,,,
2016-09-30,,1829000000,0.0,738900000,1385100000.0,-130000000.0,-197200000.0,196500000,3400000,691500000.0,700000.0,738900000,0.0,-18600000.0,98000000,610600000,,68600000.0,-676000000,-107700000.0,95900000,172300000.0,1162100000,868200000,63800000,19700000.0,0.0,1452000000,11600000,,486100000,946000000.0,,105200000,-82100000.0,21700000,47400000.0,,-11800000.0,153700000.0,1420300000.0,260700000.0,300500000,3319500000,76900000.0,2074300000,4771500000,1544200000,190400000,52200000,52200000,23400000.0,,61300000,300300000,18000000,0.0,738900000.0,-18600000.0,310100000,-16200000,309200000,,52200000,2942500000,255300000.0,28000000,,0.0,212100000,,,,,,,
2016-12-31,0.58,1778000000,0.0,418500000,1388500000.0,-287000000.0,-224100000.0,181600000,8500000,738900000.0,700000.0,418500000,,-13700000.0,67300000,485000000,58100000.0,-118700000.0,-682100000,-199400000.0,68100000,-59000000.0,1154700000,473300000,44900000,11900000.0,-34000000.0,1137600000,11400000,,472600000,981100000.0,5700000.0,85700000,-58000000.0,16300000,-320400000.0,,-2900000.0,-72700000.0,1429100000.0,228400000.0,257000000,3317600000,68700000.0,2203900000,4455200000,1680500000,144400000,33500000,33500000,23400000.0,0.58,59800000,18300000,17400000,0.0,418500000.0,-47700000.0,228000000,-5000000,339000000,,33500000,2677200000,255800000.0,27400000,57700000.0,,160700000,,,,,,,
2017-03-31,1.14,1849500000,5900000.0,402900000,1391200000.0,-106000000.0,-216900000.0,231600000,4100000,418500000.0,700000.0,402900000,,-16700000.0,105700000,611000000,57700000.0,-5200000.0,-700900000,-67900000.0,85300000,58600000.0,1162900000,557400000,89500000,23500000.0,0.0,1223100000,23800000,,462000000,1046400000.0,5700000.0,130300000,-500000.0,17500000,-15600000.0,,-31100000.0,41900000.0,1426600000.0,311000000.0,301400000,3307500000,78000000.0,2123700000,4530600000,1609800000,186400000,65700000,65700000,23500000.0,1.14,60500000,19700000,17300000,2000000.0,402900000.0,-10800000.0,309600000,1100000,366400000,,65700000,2681100000,251700000.0,27700000,57400000.0,,203900000,,,,,,,
2017-06-30,0.96,1913900000,0.0,454900000,1393100000.0,-30000000.0,-176300000.0,236900000,4300000,402900000.0,700000.0,454900000,,-15000000.0,94000000,637500000,57500000.0,35700000.0,-731600000,-67300000.0,73500000,119800000.0,1190000000,544300000,65500000,25300000.0,0.0,1236000000,10600000,,458400000,1101200000.0,5200000.0,106500000,-36100000.0,16400000,52000000.0,,600000.0,104800000.0,1439400000.0,312900000.0,315400000,3319800000,82400000.0,2097600000,4555800000,1580100000,211700000,54900000,54900000,23400000.0,0.95,62800000,17700000,17600000,-100000.0,454900000.0,-15000000.0,322100000,-10900000,343100000,,54900000,2641900000,254800000.0,28900000,57200000.0,,228100000,,,,,,,
2017-09-30,-2.61,1741700000,12500000.0,502900000,1071700000.0,-145000000.0,-131400000.0,223600000,3300000,454900000.0,700000.0,502900000,,-23600000.0,87700000,564900000,56700000.0,67500000.0,-744400000,-126000000.0,89800000,176800000.0,1197800000,524400000,-252800000,18300000.0,0.0,1186200000,-104400000,,453400000,952900000.0,5600000.0,-211800000,-70800000.0,17400000,48000000.0,,-3600000.0,153200000.0,1445900000.0,224100000.0,294000000,3002600000,56800000.0,1922700000,4188800000,1525400000,165800000,-148400000,-148400000,24100000.0,-2.61,58800000,19400000,16900000,-2100000.0,502900000.0,-11100000.0,270900000,-323600000,333500000,,-148400000,2447100000,181800000.0,31600000,56700000.0,,183200000,,,,,,,
2017-12-31,0.12,1655800000,2100000.0,529900000,1068600000.0,-100000000.0,-121300000.0,198800000,2800000,502900000.0,700000.0,529900000,,-11600000.0,38000000,468300000,55600000.0,-9700000.0,-763500000,34500000.0,75800000,-21000000.0,1205400000,445400000,33100000,10600000.0,0.0,1180600000,26400000,-28900000.0,441900000,969200000.0,4800000.0,75700000,-115200000.0,16100000,27000000.0,,-4800000.0,-32600000.0,1447800000.0,183100000.0,268000000,2991900000,62600000.0,2071300000,4172500000,1678700000,146200000,6700000,6700000,24800000.0,0.12,58600000,21100000,17800000,-2000000.0,529900000.0,9500000.0,200300000,12900000,349300000,,6700000,2516700000,143900000.0,33600000,55400000.0,,162300000,,,,,,,
2018-03-31,1.21,1731200000,2600000.0,243600000,1114100000.0,-327000000.0,-106300000.0,247400000,1800000,529900000.0,700000.0,243600000,,-16000000.0,107500000,608100000,54100000.0,2900000.0,-787300000,-284200000.0,102700000,94400000.0,1224400000,551900000,85800000,21300000.0,-90300000.0,1004400000,20700000,6400000.0,437100000,1034300000.0,4500000.0,128400000,-9200000.0,15500000,-286300000.0,,-9200000.0,78400000.0,1487500000.0,258300000.0,306000000,3074800000,71700000.0,1796100000,4079200000,1404100000,179100000,65100000,65100000,24400000.0,1.2,58300000,21600000,18200000,-100000.0,243600000.0,-103700000.0,302100000,-3500000,369700000,,65100000,2348000000,151300000.0,36100000,54000000.0,,194600000,,,,,,,
2018-06-30,0.23,1717900000,0.0,218500000,1104200000.0,-295000000.0,-136300000.0,233900000,4800000,243600000.0,700000.0,218500000,,-14200000.0,81800000,620600000,54100000.0,59800000.0,-794700000,-121700000.0,79700000,119900000.0,1222200000,736700000,21400000,24200000.0,100000.0,920800000,9300000,-400000.0,427500000,1046500000.0,4700000.0,62100000,0.0,14900000,-25100000.0,,-5500000.0,105700000.0,1450700000.0,225600000.0,317900000,3015800000,74100000.0,1482000000,3936600000,1096500000,206000000,12100000,12100000,24200000.0,0.22,58200000,205800000,16500000,-100000.0,218500000.0,-14100000.0,302700000,-43900000,341400000,,12100000,2218700000,151000000.0,33400000,54000000.0,,220900000,,,,,,,
