date,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetPPE,quarterlyInventory,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyGrossProfit,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyAccumulatedDepreciation
2008-06-30,-926400000.0,,,1865198233.51,0.0,-240341728.65,541025540.95,,536685139.01,1789902529.59,3737452357.54,73536713.0,976336163.81,1146725313.93,,,2645595273.41,2628822775.63,366048875.1,1521000000,1190769308.56,,183881473.31,3133062113.8,13709875266.83,536685139.01,2337494622.49,54006511.35,2337494622.49,1099252783.91,-155985720.57,,,9106557781.49,,3068201087.52,,1033959949.97,667120668.5,3679555223.38,1789902529.59,2337494622.49,-389475648.1,,,,-66111667.46,668568765.3,,10576813153.03,614562253.95,6955496125.82,2151061655.67,366839281.47,2541694488.17,11535490.59,359836533.08,4450867245.07,-424551016.8,,-26760637.86,418715616.93,274327931.57,,,,,,,,,,,,,,
2008-09-30,0.0,,5437715532.0,3221086467.02,0.0,-619333700.21,487574272.12,,489926761.62,2505574813.78,3963040707.08,-33654766.72,1142187055.41,-329646884.06,,,2733297264.97,3293498620.8,874343623.27,1521000000,2337494622.49,0.090098,-328684830.6,6545600012.18,17345412072.69,489926761.62,2007847738.43,89934735.1,2007847738.43,1849244016.4,,,,12134838529.39,,3186447144.68,,952638346.03,563345261.38,3685935611.0,2505574813.78,2007847738.43,-2339388234.14,,5437715532.0,,-75735556.22,543854240.5,,10799812060.51,453919505.4,8149527104.55,3985311424.84,389293084.65,3031621249.79,28937942.86,381829084.16,4941952072.22,-109662522.79,76091136.34,195054506.53,621227341.9,673713306.46,0.090098,,,,,,,,,,,,,
2008-12-31,1047040000.0,,,3656219915.79,0.0,-94947206.94,197432842.75,,193598847.57,3006711571.61,5171148278.22,55520785.6,1627561702.79,1359033849.77,,,2745385845.58,3690813785.41,2300016933.54,1521000000,2007847738.43,,182756132.69,9020311462.06,23030798922.85,193598847.57,3366881588.2,150832190.0,3366881588.2,4618467507.23,,,,17778466398.93,,4689796013.21,,901296382.27,298765213.16,3646682227.85,3006711571.61,3366881588.2,-1877922211.51,,,,-161910629.69,403785818.35,-1604939374.32,14010487460.79,252953628.35,12990511768.2,4787954630.73,602531169.11,3070844692.15,571841817.9,588678533.95,5112413999.47,-604249796.57,2068713330.96,-174233875.02,814593765.43,515590380.63,,,,,,,,,,,,,,
2009-03-31,936342366.67,,5438891494.0,3828779732.95,0.0,-281962175.73,303828483.11,,300774503.06,3225934529.39,5506516720.6,69389135.16,900185654.93,-351065301.78,,,2632046250.31,4514612480.67,2245663491.61,1521000000,3366881588.2,0.055301,-924968940.77,9571320626.28,24581834474.02,300774503.06,3015816286.42,132032994.74,3015816286.42,4985003256.68,-16760465.11,,30000.0,18899052347.68,,6106445455.64,,884990815.22,512602204.75,3517037065.53,3225934529.39,3015816286.42,-284030970.06,,5438891494.0,,-59041297.07,505250613.01,,15010513847.74,373217618.27,13974056465.45,4924995882.23,372388610.47,3355225322.21,545971062.35,361053625.94,5408996046.93,-2460500000.0,2160021975.49,1208215.89,949199759.65,512114904.22,0.055301,,,,,,,,,,,,,
2009-06-30,-906647445.0,,,3725002473.32,0.0,-178943548.68,798214746.05,,835211177.44,3411955545.49,5383736947.18,125228894.82,795833485.44,413703973.68,,,4245421114.05,5116814893.52,2301893211.38,1521000000,3015816286.42,,1092014496.11,10309452409.01,27061019801.13,835211177.44,3429520260.1,74719861.23,3429520260.1,5784773188.33,-67230235.0,,271230.2,20732402588.06,,6448361008.22,,1504315662.34,1037596082.42,5749736776.39,3411955545.49,3429520260.1,-260772693.71,,,,-238595551.27,998163502.1,,16751567392.12,923443640.87,15803329108.16,4929073479.9,466719579.92,3987074531.11,547524250.9,442915611.05,6040021087.19,-1702291982.19,2160021975.49,-29989530.0,1433581965.57,623959669.86,,,,,,,,,,,,,,
2009-09-30,0.0,,5437840935.0,3173984085.9,0.0,-288701104.46,604793576.39,,595318093.77,3483162758.54,6041599800.75,120224504.22,1087265922.91,-98865522.3,,0.0,4118069885.48,5472210594.44,2347974585.8,1673100000,3429520260.1,0.109477,337095006.96,11126873250.09,29264648609.32,595318093.77,3330654737.8,111648956.33,3330654737.8,5675641059.52,82000000.0,,300000.0,22334712304.68,,7692060073.39,,1433962983.88,845974557.33,5552032869.36,3483162758.54,3330654737.8,-195485147.64,,5437840935.0,,-223545296.38,836667036.94,0.0,18137775359.23,725018080.61,17288249017.3,5046463287.38,587988426.55,4430292624.88,564275263.05,560293941.96,6631586284.54,-1485782541.03,2160021975.49,300000.0,2186220201.74,1281984629.33,0.109477,,,,,,,,,,,,,
2009-12-31,105000000.0,,,3390946969.78,0.0,-312073771.91,711984899.67,,766362497.63,3683777587.87,6271716120.96,93729887.62,2308443446.79,134509419.92,,0.0,4426729268.11,5073572958.79,2338774627.84,1673100000,3330654737.8,,-232519545.0,13438150988.98,33914557915.31,766362497.63,4427584798.17,15672215.18,4427584798.17,6256644123.74,-15021000.0,,7484310.92,26322801060.68,,8212069207.89,,1516627119.81,751625170.99,5943356387.92,3683777587.87,3465164157.72,-316939388.38,,,,-53437179.47,821387002.47,0.0,20476406926.33,805714787.29,19434455179.17,6888345881.51,765001948.82,4972971849.44,549483157.64,719829231.64,7467601306.71,-1848830283.66,2121481225.38,60000.0,3283125441.1,2247372722.65,,,,,,,,,,,,,,
2010-03-31,4914421129.06,,5760071957.0,3401250455.36,0.0,-193333758.8,745188151.77,,734630715.73,3756273333.74,7311734683.07,163428778.46,2974518966.07,4778862811.1,,5479421129.06,4346132671.62,6611967986.07,2247017274.8,1971054705,3465164157.72,0.127538,-13949159.75,13324724027.48,43000495838.79,734630715.73,9122976946.89,75784439.25,9122976946.89,6047239520.08,-682630.0,,,29237279254.96,,10019495960.01,,1552546825.3,1007236492.62,5898679496.92,3756273333.74,8244026968.82,-193547730.15,,5760071957.0,,-72147604.44,984401369.48,,29675771811.31,908616930.23,22001457100.83,7235822154.13,545310332.68,5617208692.17,526845644.53,516516897.48,13459468139.29,-1361279742.24,2184169932.64,0.0,5236492286.46,2611131918.17,0.127538,,,,,,,,,,,,,
2010-06-30,3395015752.48,,,5589002184.59,0.0,-432083341.69,1418175965.28,,1467824392.64,3786198768.57,7173696093.57,231809760.48,3833836873.66,-1176652432.12,1104912.2,0.01,7091446296.06,7641508383.69,2291724290.77,1971054705,8244026968.82,,-1903134120.69,17044707207.91,49045517950.7,1467824392.64,9464865728.47,149867797.11,9463760816.27,3046069968.83,,,,34487960446.92,,12143778014.58,90650000.0,3098711837.52,1990494859.25,10190158133.58,3786198768.57,7041416175.98,-1843257459.94,,,,-610786391.03,1799853522.87,,32000810742.79,1649985725.76,23303821611.3,11184138835.62,1108216978.27,6467298642.25,491401925.77,1057677681.33,14451916291.2,-4422325137.49,1852398705.03,-1433022057.12,5607003138.08,3916782721.7,,,,,,,,,,,,,,
2010-09-30,-1555631223.85,,6406255425.0,5233575173.0,0.0,-264687129.87,901863420.93,,923979147.88,3821186936.01,7141805196.47,177238057.02,4493151507.4,-1534017063.97,364494.49,-0.01,5644776565.36,8419657956.19,2430984330.1,4927636762,7041416175.98,0.144231,-1708099766.69,18806743105.2,50093549599.13,923979147.88,7480293554.5,93033459.34,7479929060.01,3578656289.34,,,6430000.0,34851321010.01,,12149590025.71,132017000.0,2167679416.48,1230134915.52,7812455981.84,3821186936.01,5507399112.01,216966489.35,,6406255425.0,,-378330709.78,1172134937.29,,31286806493.93,1079101477.95,24619390467.39,10231930542.62,937544500.96,4099616433.31,491650463.52,879977046.16,15184701932.39,-1584020504.22,2004475746.45,449814692.29,6195924072.68,3130232003.35,0.144231,,,,,,,,,,,,,
2010-12-31,9532064937.7,,,5904154589.37,0.0,-287458330.87,1522728939.24,,1539155421.49,4135379054.95,8678146510.0,255672211.3,3931148561.28,13250873140.34,,10862019689.65,5341630687.3,6947232058.99,2375049313.18,5797219562,5507399112.01,,2992798350.56,18628813574.23,62995275498.09,1539155421.49,20519895456.36,119417666.97,20519895456.36,4230821475.33,,,107031.75,35520828682.73,,12327269098.43,,2949748910.74,1879406058.94,8291379598.04,4135379054.95,18758272252.35,-113693787.3,,,,-386600569.71,1897818817.51,,44366461923.86,1778401150.54,25980964403.36,9539864279.37,1070342851.8,5410835756.19,470997569.57,1030067560.16,27415214655.29,-1538030482.71,1946720883.62,210906743.99,6396968118.75,1926033290.23,,,,,,,,,,,,,,
2011-03-31,1507477609.6,,7649690261.0,6014983440.62,0.0,-280880352.84,2031994863.76,,2023637292.86,4196006111.87,9720583116.35,340802777.62,3801328602.52,505038905.0,,1659042238.57,7351533402.17,11114576533.37,2415878207.59,5927656962,18758272252.35,0.264538,-1578445373.87,17680854263.83,69206125143.92,2023637292.86,20877765746.04,90485719.78,20877765746.04,5624709831.7,-10000000.0,,,38066540188.77,,14122695813.93,,3383789026.2,2572532418.99,10735322428.37,4196006111.87,19263311157.35,-137950519.71,,7649690261.0,,-137326610.06,2463283361.16,,51525270880.09,2372797641.38,29061167800.95,9005372387.82,811256607.21,7434473049.05,487575703.52,740993115.01,31067519604.26,-1901146285.58,2092979709.55,147447715.91,7313039591.57,1191337709.83,0.264538,,,,,,,,,,,,,
2011-06-30,-2624699.96,,,5674982976.66,0.0,-398846826.52,2618748169.57,,2604346572.59,4517285679.77,10404867695.97,453017077.18,3714784432.34,704501484.61,11325401.66,0.04,8939401038.04,11777478836.29,2456563423.06,5927656962,19263311157.35,,1366047617.02,20478886297.1,75087819472.11,2604346572.59,22785932904.99,128877081.63,22774607503.33,7183877014.84,3000000.0,,,42881705971.77,,15629664039.2,,4473720517.17,3191393779.41,13413121555.21,4517285679.77,19967812641.96,-1544645465.24,,,,-264092818.14,3200642328.38,,54608933175.01,3071765246.75,34487305059.39,8394400912.38,1282326737.76,8497628811.54,482681393.68,1191201521.47,32108657472.0,-2467177193.39,2044760775.73,-1162206086.1,7422402698.26,905841697.53,,,,,,,,,,,,,,
2011-09-30,2000000.0,,7687002366.0,6847824605.02,0.0,-295431052.61,1341723349.95,,1333694910.48,4712771660.7,10567379840.58,295030601.49,2263325219.06,-1310964551.94,19146496.65,0.0,6241046996.11,11634776065.25,2404291344.63,7705954050,19967812641.96,0.1735,327456980.0,20016635378.7,73864716903.4,1333694910.48,21434702804.67,74961215.51,21415556308.02,7152086770.92,0.0,,30000.0,40344433657.66,,14137844268.62,,2817627086.28,1613383314.64,9058674082.39,4712771660.7,18656848090.02,-244997931.55,,7687002366.0,,-1336333634.72,1711715166.95,,53848081524.7,1636753951.44,31168747984.1,9175685673.56,1204243771.64,9831323722.02,444182362.18,1178367195.61,33409301475.1,-4122503747.96,1916147962.03,48086643.37,7103705638.72,636164444.11,0.1735,,,,,,,,,,,,,
2011-12-31,-26500000.0,,,7049582239.04,0.0,-601401080.52,2180875447.51,,2103961820.21,4885433190.88,9655357242.28,340281625.33,1595500234.11,-2654639596.26,18816657.97,2000000.0,8784044883.53,11658065230.17,2605917963.98,7705954050,18656848090.02,,401616241.95,22566223847.78,71581771679.19,2103961820.21,17763331089.27,439105844.69,17744514431.3,4524255421.83,-420000.0,,81235.92,35947011758.44,,12103797651.48,,4331417763.7,2449997809.54,13115462647.23,4885433190.88,16002208493.76,427019613.68,,,,-613113927.08,2960262917.53,,49015547831.41,2521157072.84,26651379167.59,9295632590.85,1881419954.16,11184848812.09,418009881.93,1805057889.06,35446450136.43,-3355767650.6,1833136911.77,1016402280.46,7247216320.11,208487100.74,,,,,,,,,,,,,,
2012-03-31,-17326200.0,,7736074789.0,7018104934.64,0.0,-459100499.51,2122631769.68,,2088740193.03,5178259812.96,10639985439.06,369264653.29,1779884806.41,-275797481.04,,1000000.0,7883125014.53,14193604804.77,2658686939.47,7705954050,16002208493.76,0.27,-1901535966.96,23710313133.3,77666483559.82,2088740193.03,17705629543.81,67994638.16,17705629543.81,6561264125.73,-34600000.0,,82435.92,39950291799.56,,13164631446.07,,3725800985.97,2709493433.28,11608926000.5,5178259812.96,15726411012.72,-723560120.26,,7736074789.0,,-217234723.33,2559891061.13,,53956170426.52,2491896422.97,30579651693.41,9370640106.15,1016307552.69,13273589005.12,443525410.58,956210648.38,37498578676.43,-1956787085.51,1874177687.6,-236912593.55,8280085260.49,195914782.31,0.27,,,,,,,,,,,,,
2012-06-30,-52118723.72,,,7008674572.91,0.0,-358100395.37,3626235612.29,,3533023477.32,5554878049.63,11412692967.32,580330127.85,3740077320.42,3115444091.95,412212.92,0.0,11325116267.23,19177071397.5,2637005694.21,7705954050,15726411012.72,,1670089134.92,25029150020.31,87633472554.95,3533023477.32,20943922116.59,147679998.71,20943509903.67,6477981716.41,-133362000.0,,-18835.92,48308433393.78,,17473910176.0,,6185461595.58,4626847367.72,17510577862.81,5554878049.63,18841855104.67,-608267322.86,,,,-215050950.55,4354245738.85,,62604322534.64,4206565740.14,39157746763.26,9150686630.52,1558614227.86,14880123969.94,425801384.32,1472869868.83,39057907119.77,-5827073529.21,1781689844.05,-122436267.91,8202316691.81,197846740.96,,,,,,,,,,,,,,
2012-09-30,22480000.0,,7871873098.0,8660497458.08,0.0,-612404904.72,1377700702.18,,1338218426.58,6165211023.81,12088380520.6,226117827.47,3282451015.17,-2248352647.61,1159148.75,33000000.0,6436199560.97,19679619044.92,2673380669.0,7705954050,18841855104.67,0.17,-1019105883.04,25163990476.21,86919812957.43,1338218426.58,18792582636.75,164024013.34,18791423488.0,6055505506.44,0.0,,30000.0,46153455956.18,,15414193548.62,,3552771146.2,1957665641.3,9988970707.17,6165211023.81,16593502457.06,-707359129.83,,7871873098.0,,-1792084269.26,1767842542.99,,61755822481.22,1603818529.65,35211883047.27,10941572908.91,1595105504.9,16218342396.52,450758214.95,1557850643.52,40433595273.97,-4391951069.51,1837858471.54,-96266231.95,8118957051.76,399149912.86,0.17,,,,,,,,,,,,,
2012-12-31,-945076.28,,,10054820000.0,0.0,-405464200.4,402391915.85,,370067903.07,6111850000.0,11732530000.0,153467391.39,5555200000.0,3490466036.7,1030000.0,22160000.0,6901169157.27,18900350000.0,2731120000.0,7705950000,16593502457.06,,2375772577.99,21944890000.0,88974460000.0,370067903.07,23207190000.0,376491349.79,23206160000.0,4204640000.0,-89148000.0,,6426400.0,47785500000.0,,13510100000.0,,2061526272.25,658823557.7,8962695429.52,6111850000.0,20083970000.0,-1360273427.05,,,,-419490056.86,932350657.03,,67029570000.0,555859307.24,34765980000.0,13019520000.0,1402702714.55,15938090000.0,439580000.0,1324878839.27,40802140000.0,-3192088315.77,1842940000.0,-924264906.59,9506070000.0,901800000.0,,,,,,,,,,,,,,
2013-03-31,-7597248.36,,7397435849.0,10806383281.1,0.0,-361941422.91,634793162.43,,591794867.9,6266670660.33,13737255274.02,148866972.69,5043194817.42,-4649458857.58,19878.09,,3837080734.67,20907568814.63,2729926116.73,7705954050,20083971225.53,0.08,-3235254515.07,19998999927.0,86438511928.5,591794867.9,19215706147.68,138377176.56,19215686269.59,3877212092.02,-23161270.35,,3600.0,44642034023.57,,12811825932.19,,2125525309.3,1050506965.88,5962606043.97,6266670660.33,15434512367.95,-1023656698.27,,7397435849.0,,-97172266.67,922037311.68,,66439512001.5,783660135.12,31795131123.45,12846902900.12,1075018343.42,16529883884.36,436608463.38,1031499592.64,41388949919.08,-2084550488.9,1793696683.25,-658985119.16,9313348243.69,283662977.33,0.08,,,,,,,,,,,,,
2013-06-30,-11897089.28,,,13549871963.76,0.0,-216847541.85,2354183579.19,,2314119452.6,6593291327.54,11414660492.64,450870157.57,1003595102.96,2471819604.16,4094337.78,,9853685475.78,24399093497.17,2807651297.17,7705954050,15434512367.95,,3813181826.28,20477711555.79,88903940442.1,2314119452.6,20646531262.29,312275213.54,20642436924.51,3120508075.86,1515606.8,,406400.0,46331067340.75,,15468596305.98,,4348465676.31,2929341811.47,14202151152.09,6593291327.54,17906331972.11,838362523.33,,,,-389185516.03,3117328950.3,,68426228886.31,2805053736.76,30896424860.91,15434642479.84,1419123864.84,17302812526.96,447496854.22,1342283974.01,42116176218.8,-4562575984.2,1796292528.25,1045068949.25,9266119223.43,331871693.02,,,,,,,,,,,,,,
2013-09-30,-1453216032.0,,8081831949.0,12551129521.17,0.0,-328625718.98,913925064.98,,889001514.39,6742115002.72,11080972337.14,130023158.75,2740745473.24,-2798534023.75,8460193.41,,6132923495.93,25627912029.18,2906904485.19,7705954050,17906331972.11,0.11,-1476986794.31,20267471136.85,88956766946.54,889001514.39,18836224951.19,55807588.18,18827764757.78,4804502438.75,-424609.33,,3461712.2,46947179147.83,,15790561636.83,,2599397194.36,1243694874.15,8732320690.29,6742115002.72,15107797948.36,-1295120437.81,,8081831949.0,,-1420703997.03,1099755811.91,,68689295809.69,1043948223.73,32583724409.55,14363454738.28,1355702320.21,18191814041.35,467762469.26,1264528081.75,41579113647.67,-2680893356.03,1839580319.72,-983861857.02,10696460579.71,305975840.03,0.11,,,,,,,,,,,,,
2013-12-31,-833865.39,,,12749581421.72,0.0,-230162436.44,48979527.67,,44056962.26,6846725713.91,8747198355.13,-159730834.24,3304561444.66,1549621435.38,4458007.6,6405.87,7476400136.68,27806307708.9,2930977945.18,7705954050,15107797948.36,,498252141.0,20007199206.47,89537157719.77,44056962.26,20076676960.84,885363515.09,20072218953.24,5208330375.22,-223510.55,,9545304.28,47485587398.53,,15679108808.01,,2168297231.33,162670495.29,9644697368.01,6846725713.91,16657419383.74,94618155.18,,,,-589927902.02,774612208.52,,69529958513.3,-110751306.57,33023248362.08,14462339036.45,2005626736.04,17947323289.73,468138205.04,1946304358.39,41619087301.05,-1595627810.25,1835733016.54,305167239.92,10940443065.22,285724671.13,,,,,,,,,,,,,,
2014-03-31,0.0,,7916050809.0,14971733238.87,0.0,-253164129.17,403976098.06,,395802540.45,6821815858.09,10789684557.3,52205140.7,2149758980.91,-2825154358.06,,,3691313324.58,30931345736.96,2985858349.02,7705954050,16657419383.74,0.05,-5168197011.23,19019680761.15,90630982824.41,395802540.45,17393358229.53,230218346.32,17393358229.53,6386753494.02,-296134409.55,,6063234.13,48154882305.01,,15497165408.81,,1674552962.68,738419885.06,5365866287.26,6821815858.09,13832265025.68,-689275101.54,,7916050809.0,,-116559095.25,686399585.08,,71611302063.26,456181238.76,31475438189.26,16679444115.75,936133077.62,18343125830.18,469825625.46,915665985.19,42034865519.74,-223633476.5,1880495115.83,-146293634.35,10269251926.58,198547708.94,0.05,,,,,,,,,,,,,
2014-06-30,0.0,,,15713836052.05,0.0,-143471665.15,518589152.28,,504255611.23,6833171039.19,11133068608.88,143809061.18,2190452146.21,2074454753.46,822468.0,,6246107176.88,28256353232.85,3161496286.01,7705954050,13832265025.68,,166824824.54,18741993632.14,92119994298.19,504255611.23,18801457857.27,347618317.13,18800635389.27,8047291344.53,,,0.0,50273229021.06,,15997351679.32,,2376814398.33,1190002302.19,8622921575.21,6833171039.19,15906719779.14,600246949.33,,,,-490868157.61,1010016530.59,,73378000666.05,662398213.46,33117691444.41,17155537576.65,1186812096.14,17691488333.91,525851794.41,1095035205.43,41392762079.74,-3204434482.88,1865294744.68,667177593.72,13041849984.03,185419619.73,,,,,,,,,,,,,,
2014-09-30,0.0,,10020181520.0,16738827768.14,0.0,-308400496.67,104161254.11,,100201815.2,6756759766.66,11345173115.98,43730718.62,2037707138.63,-3256009121.3,,,4180573228.58,28254451683.19,3250186379.2,7705954050,15906719779.14,0.01,-893267609.42,18352479884.99,90360750263.34,100201815.2,15343551686.56,173875287.13,15343551686.56,7849031500.1,,,33060000.0,48489375685.26,,14222404100.18,,1596729870.86,383071206.92,5777303099.44,6756759766.66,12650710657.84,-2249199519.47,,10020181520.0,,-1230156898.95,321767259.86,-48225376.89,72008270378.35,147891972.73,30176555133.32,18312820551.94,1213658663.94,17791690149.11,493798141.5,1193203328.68,41425373409.17,-5176720030.65,1761190114.74,201074581.41,13089952741.58,242321041.15,0.01,,,,,,,,,,,,,
2014-12-31,-42510117.0,,,25925033274.0,2088000000.0,-269817255.48,-398851735.87,,-406191724.68,6780755854.17,10376228112.31,-4480793.05,1881088674.08,1832706334.53,,,4523601754.32,30439389650.59,3306973711.34,7705954050,12650710657.84,,-2770346742.18,19675991667.88,93757955793.25,-406191724.68,16894349723.42,693203809.36,16894349723.42,3864448242.81,7067228.49,,9838376.16,52510047091.41,,13492830370.94,251374318.48,1561502419.34,-295406721.95,6085104173.66,6780755854.17,14483416992.37,-273174234.78,,,,-452104310.05,289871280.44,48735935.2,74081964125.37,-403332528.92,25262443566.51,27247603524.9,1856909141.29,17380906242.37,475486767.04,1761479235.57,40830793317.8,-4102265075.64,1701211875.09,-68091702.33,13233658133.96,2803732.1,,,,,,,,,,,,,,
2015-03-31,-435409550.17,,7667105321.0,26221618347.46,12322898.45,-14423096.58,-389848997.57,,-383355266.05,8173388889.68,13023755542.35,5712638.99,2844119556.35,-291947.37,3936476.66,,2841004786.72,31638208964.6,4649836976.31,7705954050,14483416992.37,-0.05,-3739787418.12,19982888003.98,99263183742.56,-383355266.05,16896184792.65,225335308.99,16892248315.99,7050895267.61,,,6647534.28,58010589329.85,,14299926428.01,251667722.74,941832023.06,-77534145.38,3782836809.78,8173388889.68,14483125045.0,1421877298.63,,7667105321.0,,-160129300.2,-158801049.59,,79280295738.58,-384136358.58,30377936233.33,27632653096.52,1019366168.44,16997550976.32,562269100.26,1002188694.66,40363440679.8,-1446460131.46,1960420228.16,1411659769.01,14238019311.32,2647081.82,-0.05,,,,,,,,,,,,,
2015-06-30,0.0,,,22468983000.31,0.0,-145851886.48,54972276.68,,73522700.02,8306347014.45,13404116941.45,14167978.49,5119514300.22,-411582045.9,4877482.96,,5201257382.2,31578960625.71,4600373242.63,7705954050,14483125045.0,,-601085599.36,20024937193.39,100788488692.08,73522700.02,16313082102.54,625836777.48,16308204619.58,9601147834.08,,,936397.06,59788663199.42,,14614546587.16,252273018.41,1587255816.72,502024183.85,6788513198.92,8306347014.45,14071542999.1,-659764837.11,,,,-441425728.2,694977032.65,,80763551498.69,69140255.17,36003112316.61,23785550882.81,1085231632.87,16685775973.83,564381500.62,1045171408.04,40133241785.05,-3240228205.42,2011097922.39,-527538349.49,15464212827.07,1422447.35,,,,,,,,,,,,,,
2015-09-30,-290518182.39,,6945516476.0,23106327891.66,162914607.0,-239815393.79,-206734759.89,,-208365494.27,8191554440.39,14277613344.97,-48269244.7,4362132526.88,-380002536.35,,,3108090454.63,31056693827.36,4593107127.11,7705954050,14071542999.1,-0.03,843208324.63,19199881451.65,98126812137.67,-208365494.27,15553274621.6,764366074.24,15553274621.6,9009593804.68,,,109756.2,57812260643.39,,14529183071.08,254649668.86,1273674322.59,216122328.16,4381764777.22,8191554440.39,13691540462.75,1088049228.21,,6945516476.0,,-558336122.04,509362069.65,,78926930686.02,-255004004.59,33571617631.11,24240643012.28,1057551994.43,16477410479.57,586970175.75,1038121839.06,39461495382.2,-5519373215.39,2063904503.05,1326505782.35,14866180743.72,168026.3,-0.03,,,,,,,,,,,,,
2015-12-31,-63157070.0,,,21881309860.4,0.0,-281824111.3,632768902.01,,601665485.17,8520204015.03,14082903073.89,-29482460.7,5467480472.86,-2204789614.36,15646907.05,,3995603314.04,29744509323.58,4733199682.13,7664132250,13691540462.75,,-518744897.24,19138167824.28,93723020007.67,601665485.17,13550997370.58,522232174.23,13535350463.53,7818558712.56,,,1359698997.93,53113915069.48,,12067457657.93,255435571.86,1804628544.06,661577174.18,5800231858.1,8520204015.03,11486750848.39,542463605.62,,,,-892555113.96,1125518615.54,,74584852183.39,603286441.31,30182657465.58,22931257603.9,1143051369.88,17068112514.12,439151964.56,1116960414.79,39936600440.37,-8878873132.31,2032523498.75,459819707.01,14249878266.91,255435571.86,,,,,,,,,,,,,,
2016-03-31,0.0,,7336930211.0,20619542573.32,70000000.0,-53280950.41,-643599893.48,,-660323718.98,8397707983.6,15064878218.49,-134604978.34,8395142191.91,-986253534.73,1888298.9,,2224634875.91,29714297000.9,4725214379.96,7664132250,11486750848.39,-0.09,-1283225562.48,19121902076.82,92927610699.98,-660323718.98,12160091411.83,481325294.56,12158203112.93,6227529891.52,,,69293.58,52940445184.11,,12582985361.6,255797873.35,799060950.89,-272396167.39,3023695826.8,8397707983.6,10500497313.66,338622000.65,,7336930211.0,,-114830012.62,-296879577.26,,73805708623.16,-778204871.82,31371074119.46,21569371064.65,1071457118.28,16407788795.14,442486955.22,1037398948.04,39297937192.55,-10098829250.71,2073981465.46,390909715.87,14367319729.08,255797873.35,-0.09,,,,,,,,,,,,,
2016-06-30,-51414792.07,,,19307314791.39,30000000.0,-221170295.69,-188559190.38,,-176198479.03,8501658100.74,14250545113.08,-9261570.05,9162950729.55,-1545732093.45,21957236.66,,4555735555.98,30580773280.35,5042678878.88,7664132250,10500497313.66,,706901234.9,19416821328.81,93636653813.72,-176198479.03,11187136655.39,336170207.42,11165179418.73,6290833156.63,,,66696.99,55298890159.57,,13016371730.59,307402824.16,1424361745.24,409715590.53,5980097301.22,8501658100.74,8954765220.21,-807803528.24,,,,-417869376.79,138349446.99,,74219832484.91,-197820760.43,34518554488.79,20780335670.78,1014646154.71,15081970478.61,529845095.16,977243429.3,37353930544.37,-3844356739.66,2119343252.79,-560888544.87,14771920430.94,331923717.08,,,,,,,,,,,,,,
