date,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyDeferredIncomeTax,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashDividendsPaid,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
1995-12-31,-100000.0,-1500000.0,,,19600000.0,15400000.0,,,4000000.0,,0.0,211900000.0,5000000.0,5400000.0,,-126400000.0,179700000.0,0.0,500000.0,,19000000,500000.0,,700000.0,15400000.0,50100000.0,0.14319,15100000.0,-2600000.0,-12500000.0,69837279.0,306100000.0,42000000.0,75800000.0,,15600000,55700000,260800000.0,185000000.0,,26600000.0,5100000.0,-100000.0,,36100000.0,,6900000.0,,10000000,600000.0,10000000,,10000000,2400000.0,0.0,25600000.0,7000000.0,0.14319,-300000.0,18200000.0,,18200000.0,,,69837279.0,3400000.0,48900000.0,5300000.0,,0.0,12500000.0,,,,,,
1996-03-31,0.0,-4100000.0,,,11600000.0,15000000.0,,,3800000.0,,0.0,216500000.0,-5000000.0,3100000.0,,-128400000.0,180200000.0,100000.0,-100000.0,,11000000,7300000.0,,-9300000.0,8700000.0,54600000.0,,5900000.0,-4400000.0,800000.0,,308600000.0,38100000.0,84000000.0,,7800000,44700000,269600000.0,185600000.0,600000.0,23000000.0,2600000.0,100000.0,,33100000.0,,15000000.0,,5600000,600000.0,5600000,,5600000,-4100000.0,0.0,29700000.0,14300000.0,,1000000.0,20800000.0,100000.0,20800000.0,100000.0,,,3200000.0,53100000.0,5400000.0,,0.0,1500000.0,,,,,,
1996-06-30,-100000.0,2800000.0,-11300000.0,,19100000.0,17600000.0,,,4000000.0,,20800000.0,214200000.0,0.0,5300000.0,,-131600000.0,178100000.0,200000.0,100000.0,,18400000,-400000.0,,2400000.0,15200000.0,63400000.0,0.14652,15200000.0,-1200000.0,-12200000.0,67567568.0,309700000.0,44000000.0,89200000.0,,15100000,61100000,272700000.0,183500000.0,600000.0,26300000.0,1800000.0,0.0,,42000000.0,,14500000.0,,9900000,700000.0,9900000,,9900000,-1200000.0,0.0,26900000.0,13900000.0,0.14652,200000.0,22600000.0,,22600000.0,100000.0,-1100000.0,67567568.0,3300000.0,58500000.0,5400000.0,,0.0,14000000.0,,,,,,
1996-09-30,0.0,2000000.0,-3200000.0,,24000000.0,17900000.0,,,4300000.0,,0.0,223100000.0,0.0,7000000.0,,-134400000.0,175800000.0,300000.0,-800000.0,,23300000,0.0,,2500000.0,20000000.0,75300000.0,0.19647,18100000.0,-1100000.0,-4100000.0,66167863.0,310200000.0,45300000.0,101200000.0,,19700000,65500000,283000000.0,181800000.0,600000.0,27300000.0,13000000.0,100000.0,,41500000.0,,14600000.0,,13000000,700000.0,13000000,,13000000,-1100000.0,0.0,24900000.0,13900000.0,0.19647,300000.0,35600000.0,,35600000.0,100000.0,-1200000.0,66167863.0,3400000.0,59900000.0,6000000.0,,0.0,17000000.0,,,,,,
1996-12-31,0.0,-1700000.0,-500000.0,,21000000.0,16100000.0,,,4300000.0,,0.0,232800000.0,0.0,6100000.0,,-136000000.0,174400000.0,0.0,-200000.0,,20100000,500000.0,,7200000.0,17300000.0,85400000.0,0.16983,22100000.0,-2100000.0,-1500000.0,65948301.0,310400000.0,46500000.0,113300000.0,,16700000,59100000,294400000.0,181100000.0,600000.0,30300000.0,18500000.0,100000.0,,38100000.0,,15100000.0,,11200000,1100000.0,11200000,,11200000,-2100000.0,0.0,26600000.0,14400000.0,0.16983,500000.0,54100000.0,,54100000.0,100000.0,-1100000.0,65948301.0,3400000.0,61600000.0,6700000.0,,100000.0,20000000.0,,,,,,
1997-03-31,0.0,,0.0,,16600000.0,16500000.0,,,5200000.0,,0.0,239400000.0,-56000000.0,4200000.0,,-139000000.0,224400000.0,100000.0,,,15100000,4400000.0,,-9300000.0,11900000.0,92000000.0,,7500000.0,-1500000.0,800000.0,,363400000.0,46800000.0,75000000.0,,11400000,53700000,305600000.0,230600000.0,600000.0,28200000.0,-49300000.0,0.0,,37100000.0,,19400000.0,,7700000,1500000.0,7700000,,7700000,-57500000.0,0.0,31500000.0,18800000.0,,400000.0,4800000.0,,4800000.0,2100000.0,-1100000.0,,3700000.0,66200000.0,6200000.0,,1800000.0,6000000.0,,,,,,
1997-06-30,0.0,3300000.0,-1400000.0,,28400000.0,17200000.0,,,5000000.0,,4800000.0,253000000.0,0.0,8300000.0,,-142900000.0,221900000.0,1000000.0,-600000.0,,27500000,,,4400000.0,23400000.0,106000000.0,0.22644,23000000.0,-1700000.0,-3600000.0,66684331.0,364800000.0,54700000.0,97900000.0,,23400000,78000000,327000000.0,229100000.0,600000.0,37400000.0,17700000.0,-100000.0,,49600000.0,,19300000.0,,15100000,900000.0,15100000,,15100000,-1700000.0,0.0,28200000.0,18800000.0,0.22644,100000.0,22500000.0,,22500000.0,100000.0,-1100000.0,66684331.0,4100000.0,74000000.0,7200000.0,,-100000.0,21300000.0,,,,,,
1997-09-30,0.0,2500000.0,-1800000.0,,32100000.0,18400000.0,,,4800000.0,,0.0,271200000.0,0.0,9900000.0,,-146700000.0,221100000.0,3200000.0,800000.0,,31200000,,,2300000.0,27700000.0,122700000.0,0.2664,25000000.0,-3200000.0,500000.0,66816817.0,367800000.0,54500000.0,117700000.0,,27300000,83400000,345300000.0,227600000.0,600000.0,36000000.0,22300000.0,-100000.0,,51300000.0,,19600000.0,,17800000,900000.0,17800000,,17800000,-3200000.0,0.0,25700000.0,19100000.0,0.2664,400000.0,44800000.0,,44800000.0,100000.0,-1100000.0,66816817.0,3900000.0,74100000.0,6500000.0,,200000.0,21800000.0,,,,,,
1997-12-31,0.0,-2500000.0,-8000000.0,,24900000.0,14600000.0,,,4800000.0,,0.0,277400000.0,0.0,7500000.0,,-151900000.0,217900000.0,100000.0,-500000.0,,24000000,900000.0,,6000000.0,20700000.0,134800000.0,0.1998,25500000.0,-2600000.0,-7100000.0,66066066.0,369800000.0,50700000.0,124300000.0,,20100000,70500000,348600000.0,224300000.0,600000.0,36000000.0,15800000.0,0.0,,45600000.0,,20500000.0,,13200000,900000.0,13200000,,13200000,-2600000.0,0.0,28200000.0,19900000.0,0.1998,700000.0,60600000.0,,60600000.0,100000.0,-1100000.0,66066066.0,3900000.0,71200000.0,6400000.0,,1900000.0,22900000.0,,,,,,
1998-03-31,0.0,-4400000.0,-12300000.0,,20800000.0,18400000.0,,,5000000.0,,0.0,274800000.0,0.0,6100000.0,,-153400000.0,212900000.0,2400000.0,,,19800000,2300000.0,,-2700000.0,16500000.0,144200000.0,,14600000.0,-5600000.0,-13100000.0,,366300000.0,53600000.0,131300000.0,,15800000,65400000,351100000.0,219800000.0,500000.0,35100000.0,1500000.0,-100000.0,,44600000.0,,22700000.0,,10400000,1000000.0,10400000,,10400000,-100000.0,0.0,32500000.0,22300000.0,,700000.0,62100000.0,,62100000.0,100000.0,-1100000.0,,4000000.0,76300000.0,6900000.0,,-2100000.0,9000000.0,,,,,,
1998-06-30,-100000.0,1600000.0,-14200000.0,,30900000.0,19600000.0,,,4900000.0,,62100000.0,277800000.0,0.0,9700000.0,,-157200000.0,217100000.0,1000000.0,100000.0,,30000000,-1100000.0,,1700000.0,27000000.0,160400000.0,0.26973,22000000.0,-7800000.0,-14300000.0,64138212.0,374300000.0,60500000.0,136400000.0,,26000000,79800000,360000000.0,223600000.0,500000.0,40800000.0,0.0,0.0,,48900000.0,,21700000.0,,17300000,900000.0,17300000,,17300000,-7800000.0,0.0,30900000.0,21200000.0,0.2664,800000.0,62100000.0,,62100000.0,100000.0,-1100000.0,64939940.0,4000000.0,82200000.0,6500000.0,,0.0,14200000.0,,,,,,
1998-09-30,0.0,2700000.0,-23600000.0,,38900000.0,18000000.0,,,4600000.0,,0.0,277400000.0,0.0,12600000.0,,-160300000.0,220300000.0,1900000.0,,,38000000,200000.0,,-1100000.0,35000000.0,181700000.0,0.35298,25000000.0,-7500000.0,-22800000.0,63459686.0,380600000.0,57600000.0,130300000.0,,34300000,91800000,356800000.0,226500000.0,500000.0,39500000.0,-5300000.0,0.0,,52900000.0,,21800000.0,,22400000,900000.0,22400000,,22400000,-7500000.0,0.0,28300000.0,21300000.0,0.34965,800000.0,56700000.0,,56700000.0,100000.0,-1000000.0,64064064.0,3700000.0,79400000.0,6200000.0,,-100000.0,17500000.0,,,,,,
1998-12-31,-100000.0,-400000.0,-16400000.0,,36500000.0,17700000.0,,,5500000.0,,0.0,280500000.0,0.0,11700000.0,,-160100000.0,223300000.0,100000.0,,,35300000,200000.0,,10700000.0,32000000.0,201000000.0,0.333,35500000.0,-8200000.0,-17300000.0,60960961.0,383400000.0,58400000.0,131800000.0,,31000000,84400000,360900000.0,229100000.0,500000.0,40600000.0,10000000.0,0.0,,47900000.0,,22000000.0,,20300000,1200000.0,20300000,,20300000,-8200000.0,0.0,28700000.0,21500000.0,0.32967,1100000.0,66800000.0,,66800000.0,100000.0,-1100000.0,61576728.0,4300000.0,80400000.0,5800000.0,,100000.0,27300000.0,,,,,,
1999-03-31,100000.0,-4400000.0,-17700000.0,,33300000.0,18300000.0,,,5600000.0,,0.0,279900000.0,0.0,9800000.0,,-163700000.0,228600000.0,800000.0,0.0,,31900000,3600000.0,,-15600000.0,27100000.0,217300000.0,,10200000.0,-10300000.0,-17900000.0,,392300000.0,59200000.0,125900000.0,,27700000,80900000,364700000.0,238800000.0,400000.0,40800000.0,-17100000.0,0.0,,47600000.0,,25600000.0,,17300000,1400000.0,17300000,,17300000,-9300000.0,0.0,33000000.0,25200000.0,,-600000.0,49600000.0,,49600000.0,100000.0,-1000000.0,,4200000.0,84800000.0,10200000.0,,0.0,-100000.0,,,,,,
1999-06-30,-100000.0,200000.0,-11300000.0,,40400000.0,21300000.0,,,5300000.0,,49600000.0,290900000.0,0.0,12900000.0,,-167800000.0,233800000.0,400000.0,,,39300000,-1500000.0,,-700000.0,35700000.0,239100000.0,0.38628,24800000.0,-9400000.0,-11800000.0,59024542.0,401600000.0,73900000.0,139600000.0,,35100000,97200000,388800000.0,249200000.0,400000.0,52500000.0,3500000.0,-100000.0,,56800000.0,,24000000.0,,22800000,1100000.0,22800000,,22800000,-9400000.0,0.0,32900000.0,23700000.0,0.38628,500000.0,53200000.0,,53200000.0,100000.0,-1000000.0,59024542.0,4200000.0,97900000.0,15400000.0,,100000.0,15400000.0,,,,,,
1999-09-30,0.0,2300000.0,-13100000.0,,57200000.0,23800000.0,,,5600000.0,200000.0,0.0,310200000.0,0.0,19100000.0,,-172200000.0,233300000.0,300000.0,,,56000000,500000.0,,-2800000.0,52300000.0,271400000.0,0.57276,35400000.0,-4700000.0,-13900000.0,57964942.0,405500000.0,69300000.0,156600000.0,,51600000,117800000,404000000.0,247400000.0,400000.0,45400000.0,16800000.0,-100000.0,,60600000.0,,24500000.0,,33200000,1200000.0,33200000,,33200000,-4700000.0,70000000.0,30600000.0,24200000.0,0.56943,700000.0,70000000.0,,70000000.0,100000.0,-1000000.0,58303918.0,4400000.0,93800000.0,14100000.0,,-100000.0,30700000.0,,,,,,
1999-12-31,100000.0,-2800000.0,-6800000.0,,49900000.0,20100000.0,,,6600000.0,200000.0,70000000.0,331600000.0,0.0,16700000.0,,-173800000.0,234600000.0,100000.0,,,48700000,400000.0,,7800000.0,45800000.0,299500000.0,0.51,42500000.0,-7800000.0,-7700000.0,57043866.0,408400000.0,70600000.0,177500000.0,,43300000,108400000,427100000.0,249600000.0,400000.0,50400000.0,27100000.0,-100000.0,,58500000.0,,24900000.0,,29100000,1200000.0,29100000,,29100000,-7800000.0,97000000.0,33300000.0,24600000.0,0.506667,1100000.0,97000000.0,1500000.0,97000000.0,100000.0,-900000.0,57279057.0,5400000.0,95500000.0,15000000.0,,-100000.0,34700000.0,,,,,,
2000-03-31,0.0,-5252000.0,-12033000.0,,45612000.0,22348000.0,,-1789000.0,5772000.0,186000.0,97000000.0,340472000.0,0.0,13245000.0,,-178033000.0,235900000.0,348000.0,,,44429000,766000.0,,-12660000.0,36477000.0,321773000.0,,15927000.0,-6119000.0,-12630000.0,,413933000.0,72987000.0,189211000.0,,39840000,95295000,438139000.0,248928000.0,320000.0,50559000.0,-876000.0,0.0,,49683000.0,,24680000.0,,23232000,1183000.0,23232000,,23232000,-4173000.0,96170000.0,38582000.0,24360000.0,,-2400000.0,96170000.0,,96170000.0,80000.0,-965000.0,,4589000.0,97667000.0,13028000.0,,20000.0,9808000.0,,,,,,
2000-06-30,0.0,147000.0,-346000.0,,40688000.0,22301000.0,,-1789000.0,5774000.0,186000.0,96170000.0,362813000.0,0.0,13329000.0,,-181815000.0,234924000.0,326000.0,,,39506000,-1267000.0,,12090000.0,36619000.0,344134000.0,0.416667,38705000.0,-4047000.0,-949000.0,55719288.0,416739000.0,83216000.0,221470000.0,,34914000,100325000,469442000.0,247972000.0,320000.0,12679000.0,33709000.0,0.0,53156000.0,59637000.0,48156000.0,23413000.0,,23290000,1182000.0,23290000,,23290000,-4047000.0,129879000.0,38435000.0,23093000.0,0.416667,0.0,129879000.0,,129879000.0,80000.0,-929000.0,55873920.0,4592000.0,106629000.0,13048000.0,,0.0,34658000.0,,,,,,
2000-09-30,0.0,2950000.0,-5852000.0,,36726000.0,23410000.0,,898000.0,5808000.0,183000.0,129879000.0,379688000.0,0.0,11991000.0,,-185636000.0,232262000.0,5000.0,,,35546000,1280000.0,,-864000.0,32942000.0,364169000.0,0.38,25995000.0,-2189000.0,-6775000.0,55165323.0,417898000.0,79362000.0,234034000.0,,30918000,99772000,485189000.0,251155000.0,320000.0,8426000.0,17031000.0,0.0,51639000.0,63046000.0,47446000.0,26139000.0,,20951000,1180000.0,20951000,,20951000,-2189000.0,146910000.0,35485000.0,25819000.0,0.38,0.0,146910000.0,,146910000.0,80000.0,-928000.0,55342779.0,4628000.0,105501000.0,18893000.0,,0.0,23806000.0,,,,,,
2000-12-31,0.0,-2295000.0,0.0,,26920000.0,38351000.0,,,7248000.0,183000.0,146910000.0,389461000.0,-442200000.0,6603000.0,,-191117000.0,597292000.0,52000.0,,,25762000,11755000.0,,8367000.0,18139000.0,374788000.0,0.21,37748000.0,-2446000.0,271743000.0,54977031.0,788409000.0,92994000.0,163067000.0,,19672000,90410000,792475000.0,629408000.0,272928000.0,3143000.0,-135155000.0,0.0,98911000.0,63490000.0,51420000.0,310020000.0,,11536000,1158000.0,11536000,,11536000,-444646000.0,11755000.0,52401000.0,37092000.0,0.21,0.0,11755000.0,1533000.0,11755000.0,80000.0,-917000.0,55160718.0,6090000.0,403014000.0,10480000.0,21636000.0,272608000.0,35302000.0,,,,,,
2001-03-31,0.0,-3607000.0,0.0,,19843000.0,42168000.0,,,10732000.0,183000.0,11755000.0,392320000.0,0.0,911000.0,,-198380000.0,583333000.0,124000.0,,,18672000,11609000.0,,-25290000.0,4563000.0,377523000.0,,-468000.0,-7568000.0,-94972000.0,,781713000.0,90191000.0,157374000.0,,9111000,150620000,809960000.0,652586000.0,278748000.0,0.0,-3008000.0,0.0,92619000.0,130777000.0,47943000.0,327449000.0,,3652000,1171000.0,3652000,,3652000,92432000.0,8747000.0,56008000.0,48701000.0,,-280000.0,8747000.0,,8747000.0,80000.0,-916000.0,,9561000.0,417640000.0,10831000.0,58422000.0,0.0,-8036000.0,,,,,,
2001-06-30,0.0,6491000.0,,,13075000.0,81953000.0,,,1174000.0,183000.0,8747000.0,397025000.0,0.0,2687000.0,,-206725000.0,581200000.0,167000.0,,,20893000,2959000.0,,-4396000.0,8142000.0,382061000.0,0.1,13010000.0,-6403000.0,6439000.0,55018896.0,787925000.0,108220000.0,165881000.0,,11901000,117423000,816655000.0,650774000.0,259750000.0,0.0,13046000.0,0.0,94571000.0,104348000.0,,311410000.0,,5455000,1174000.0,5455000,,5455000,-6403000.0,21793000.0,49517000.0,51660000.0,0.1,1163000.0,21793000.0,3759000.0,21793000.0,26267000.0,-917000.0,55290654.0,8992000.0,419630000.0,12013000.0,57561000.0,0.0,6607000.0,,,,,,
2001-09-30,0.0,3822000.0,,,23534000.0,89919000.0,,-1484000.0,1323000.0,184000.0,21793000.0,406663000.0,0.0,6041000.0,,-214921000.0,580003000.0,160000.0,,,31165000,7461000.0,,3678000.0,17921000.0,393023000.0,0.216667,31973000.0,-7736000.0,-31409000.0,55057065.0,794924000.0,119535000.0,160422000.0,,22211000,130300000,810270000.0,649848000.0,225750000.0,0.0,-7172000.0,0.0,100106000.0,106766000.0,,284072000.0,,11880000,1323000.0,11880000,,11880000,-7736000.0,14621000.0,45695000.0,58322000.0,0.213333,-755000.0,14621000.0,3535000.0,14621000.0,29616000.0,-918000.0,55376460.0,8954000.0,403607000.0,12427000.0,57418000.0,0.0,24237000.0,,,,,,
2001-12-31,0.0,-4211000.0,,,22209000.0,80667000.0,,-1614000.0,1294000.0,184000.0,14621000.0,417266000.0,0.0,5837000.0,,-222809000.0,573166000.0,61000.0,,,30001000,5098000.0,,25776000.0,17427000.0,403695000.0,0.21,51550000.0,-1792000.0,-49931000.0,55064688.0,795975000.0,103509000.0,121857000.0,,20915000,112750000,767575000.0,645718000.0,183450000.0,0.0,-173000.0,0.0,57503000.0,90541000.0,,246800000.0,,11590000,1294000.0,11590000,,11590000,-1792000.0,14448000.0,49906000.0,63350000.0,0.21,0.0,14448000.0,3488000.0,14448000.0,22842000.0,-918000.0,55360380.0,9086000.0,350309000.0,15273000.0,57279000.0,0.0,49758000.0,,,,,,
