date,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyCapitalExpenditure
2013-06-30,,,,4277000.0,16027000.0,,1000000000.0,2947000.0,,20000000.0,,,,,,2693000.0,,,,0.015723,15723000.0,22693000.0,,23657000.0,1000000000.0,,,,,466201000.0,,,,426517000.0,0.015723,,,,39684000.0,,15723000.0,15723000.0,13080000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,436789000.0,4537000.0,436789000.0,5649000.0,73145000.0,27497000.0,1000000000.0,9469000.0,1256000.0,46883000.0,894000.0,,0.0,1967223000.0,183783000.0,6455000.0,974084000.0,1000.0,498423000.0,0.037647,37647000.0,53338000.0,,54755000.0,1000000000.0,1543780000.0,173788000.0,1539243000.0,1783440000.0,1639131000.0,1256000.0,0.0,251259000.0,1511231000.0,0.037647,641339000.0,411347000.0,4537000.0,127900000.0,441367000.0,41234000.0,37647000.0,63676000.0,154136000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,896758000.0,11542000.0,907758000.0,,,69951000.0,,,4325000.0,,728000.0,,0.0,4541616000.0,418299000.0,,1809271000.0,1000.0,864210000.0,,,,11000000.0,,,2781991000.0,470204000.0,2770449000.0,4123317000.0,,4325000.0,0.0,11000000.0,,,1002447000.0,1693335000.0,11542000.0,,938915000.0,,,,173462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,1024269000.0,10762000.0,1035269000.0,,,63508000.0,,,5653000.0,,670000.0,-1964000.0,0.0,4966784000.0,368421000.0,,2125876000.0,1000.0,707414000.0,,,,11000000.0,,,2965233000.0,645394000.0,2954471000.0,4598363000.0,,7617000.0,0.0,11000000.0,,,1366333000.0,1921200000.0,10762000.0,,609172000.0,,,,184260000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,1271120000.0,9304000.0,1283269000.0,,,57472000.0,,,8934000.0,,756000.0,,0.0,5556696000.0,356229000.0,,2625977000.0,1000.0,638592000.0,,,,12149000.0,,,3604595000.0,848834000.0,3595291000.0,5200467000.0,,8934000.0,0.0,12149000.0,,,1241344000.0,1884952000.0,9304000.0,,1095322000.0,,,,193857000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,1825543000.0,8959000.0,2309404000.0,,,51286000.0,,,14189000.0,,2247000.0,-3752000.0,0.0,8640113000.0,393253000.0,,3797382000.0,1000.0,967407000.0,,,,483861000.0,,,4954178000.0,1122908000.0,4945219000.0,8246860000.0,,17941000.0,0.0,1665083000.0,,,1989731000.0,3600494000.0,8959000.0,,1394835000.0,,,,201659000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,616097000.0,7705000.0,629040000.0,,,44337000.0,,,12766000.0,,1929000.0,,0.0,8534574000.0,296647000.0,,3693530000.0,1000.0,646230000.0,,,,12943000.0,,,4734426000.0,1393372000.0,4726721000.0,8237927000.0,,12766000.0,0.0,12943000.0,,,1410681000.0,3699800000.0,7705000.0,,967630000.0,,,,197360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,2048431000.0,570000.0,2050374000.0,,,1128000.0,,,11819000.0,,,-4438000.0,,5541007000.0,223084000.0,,1084085000.0,1000.0,190121000.0,,,,1943000.0,,,1901763000.0,,1901193000.0,5317923000.0,,16257000.0,,,,,1478522000.0,3609869000.0,570000.0,,504403000.0,,,,170857000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,1887807000.0,662000.0,1889818000.0,,,1114000.0,,,10657000.0,,,,,5366556000.0,360978000.0,,1086010000.0,1000.0,244628000.0,,,,2011000.0,,,1354180000.0,,1353518000.0,5005578000.0,,10657000.0,,,,,1075742000.0,3986287000.0,662000.0,,457766000.0,,,,173774000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,926997000.0,58457000.0,1202660000.0,,,451246000.0,,,9497000.0,,,-6065000.0,,5973968000.0,1082722000.0,,1125860000.0,1000.0,524722000.0,,,,275663000.0,,,1749219000.0,,1690762000.0,4891246000.0,,15562000.0,,,,,1246794000.0,4074428000.0,58457000.0,,860361000.0,,,,451492000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
