date,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCommonStockIssuance,quarterlyDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyRepurchaseOfCapitalStock
2013-06-30,3021000.0,,102298000,,67545000,2137900000,1869415000,964282000,-50724000,13277000,10911000,25185000,21390000,45448000.0,22747000,1205594000,86542000,1338000,119000.0,50381000,25185000,-4925000,17906000,5938000.0,28893000,-3160000,3524000.0,38361000.0,1414185000,49688000,933000,0.55,,45431000.0,711410000,-28319000.0,39375000.0,33861000,6736000,352000,10970000.0,28893000,28893000,-779262000.0,,90651000.0,567000,16323000.0,57627000,46000,,0.55,-25543000,-52458000,51246000,152679000,43645000,,-452000.0,1734000,-28734000,208591000,268485000,,1710798000.0,-24200000,5780000,27161000,-721000.0,1710798000,-43309000,6080000,64938000.0,1314000.0,1608000.0,10970000.0,
2013-09-30,0.0,,90993000,,60526000,2168335000,1869236000,997872000,-30342000,13454000,9121000,12950000,13143000,45494000.0,25027000,1237256000,77222000,1648000,-2456000.0,39756000,12950000,-25029000,20396000,-12622000.0,35435000,-3542000,5419000.0,31110000.0,1431365000,52233000,1395000,0.29,-1816000.0,45438000.0,724632000,-5433000.0,16000000.0,33032000,4932000,-2490000,12708000.0,35435000,35435000,-791178000.0,3121000.0,83751000.0,527000,36201000.0,28893000,46000,,0.28,19295000,-42618000,45177000,130749000,34824000,-1310022000.0,-410000.0,12276000,6542000,194109000,299099000,,1719268000.0,-13066000,5201000,18502000,-1543000.0,1719268000,-31536000,3082000,64217000.0,1691000.0,838000.0,12708000.0,
2013-12-31,0.0,,88001000,31373000.0,95365000,2159433000,1870093000,997468000,-5457000,8479000,15676000,8162000,8355000,,22021000,1227983000,80389000,70770000,5477000.0,42904000,8162000,-28955000,22289000,27526000.0,57354000,-4771000,7076000.0,22114000.0,1414322000,55035000,-2844000,,-1820000.0,,732740000,-13993000.0,33132000.0,31933000,11592000,-1893000,20063000.0,57354000,57354000,-930830000.0,72000.0,49619000.0,487000,21217000.0,35435000,46000,,,-3660000,-59991000,99771000,130905000,31312000,-601065000.0,419000.0,54534000,21919000,186339000,289340000,224000.0,2342228000.0,-3088000,-1476000,6980000,-2168000.0,1741163000,25252000,-10296000,63496000.0,1714000.0,1519000.0,7903000.0,
2014-03-31,,,88977000,,55676000,2134347000,1841734000,925002000,19746000,10414000,10975000,21552000,21789000,45660000.0,23417000,1156825000,114191000,2127000,,53459000,21552000,-35323000,22671000,-7725000.0,47927000,-1248000,7510000.0,24743000.0,1368653000,59322000,-575000,0.47,-2727000.0,45479000.0,752969000,43118000.0,-1530000.0,31122000,4171000,-382000,3817000.0,47927000,47927000,-925788000.0,168000.0,93820000.0,451000,27789000.0,57354000,46000,,0.47,-42180000,-48330000,53850000,142436000,49288000,,-618000.0,68076000,-9427000,211828000,292613000,,1713351000.0,15737000,6320000,28306000,-631000.0,1713351000,20004000,1606000,62762000.0,1440000.0,87000.0,3817000.0,
2014-06-30,,,87646000,,78764000,2144929000,1838106000,917958000,-5292000,10419000,9288000,9136000,9313000,45963000.0,25402000,1148335000,118009000,3234000,,39957000,9136000,6311000,18292000,-3369000.0,80120000,-4587000,3308000.0,23480000.0,1374329000,63884000,-191000,0.2,-2276000.0,45606000.0,757812000,-23159000.0,25945000.0,30302000,3390000,4379000,28185000.0,80120000,80120000,-857950000.0,911000.0,79800000.0,-3673000,25918000.0,47927000,46000,,0.2,-9621000,-40795000,43030000,127603000,36567000,,-440000.0,35503000,32193000,225994000,306823000,,1715913000.0,22597000,4967000,14394000,0.0,1715913000,-172000,380000,62029000.0,1366000.0,232000.0,28185000.0,
2014-09-30,,,84767000,,75224000,2171913000,1844532000,966923000,41729000,9239000,11437000,16514000,16770000,46102000.0,26017000,1191326000,73322000,2584000,0.0,55475000,16514000,-106423000,17337000,226000.0,42451000,-7360000,1339000.0,21679000.0,1388369000,67328000,-2703000,0.37,-2276000.0,45690000.0,771822000,1665000.0,-73375000.0,29481000,6200000,955000,45310000.0,42451000,42451000,-793945000.0,414000.0,78411000.0,-5710000,14784000.0,80120000,46000,,0.36,-6437000,-33462000,52714000,140242000,49275000,,-433000.0,75191000,-37669000,197043000,327381000,,1727665000.0,36835000,6444000,24113000,0.0,1727665000,31796000,1611000,61294000.0,1502000.0,250000.0,45310000.0,
2014-12-31,,,94383000,28869000.0,48609000,2121556000,1847682000,909631000,5899000,14084000,12339000,6980000,7143000,46189000.0,25962000,1129057000,91779000,76709000,0.0,54860000,6980000,6273000,16930000,1230000.0,40230000,-2166000,0.0,20044000.0,1334810000,66220000,-9425000,0.15,-2276000.0,45709000.0,774923000,25490000.0,34204000.0,28655000,6918000,407000,28492000.0,40230000,40230000,-468757000.0,635000.0,48283000.0,-8668000,27793000.0,42451000,46000,,0.15,-42959000,-28566000,121694000,149243000,47942000,-688916000.0,-1105000.0,34465000,-2221000,205753000,273874000,3164000.0,2423275000.0,41539000,9877000,19023000,0.0,1734359000,-4610000,-1724000,60560000.0,1263000.0,388000.0,24724000.0,
2015-03-31,,,76206000,,56300000,2183333000,1876273000,898797000,40761000,18750000,13637000,10032000,10267000,48079000.0,25639000,1119307000,102342000,17828000,0.0,44025000,10032000,-47257000,17286000,-4903000.0,70724000,-4008000,,17963000.0,1364161000,70247000,-1257000,0.21,-3898000.0,47244000.0,807342000,-6201000.0,-6891000.0,27846000,8448000,-356000,57861000.0,70724000,70724000,-490094000.0,2020000.0,83676000.0,-11971000,7426000.0,40230000,49000,,0.21,-5396000,-42386000,59968000,120231000,35577000,-1421996000.0,-450000.0,83147000,30494000,244854000,307060000,,1765794000.0,47673000,5459000,16501000,0.0,1765794000,41657000,-311000,59815000.0,1127000.0,363000.0,57861000.0,
2015-06-30,,,89704000,,58089000,2276550000,1907044000,852735000,-14177000,13063000,11726000,14414000,15273000,50600000.0,26920000,1065371000,68179000,18859000,0.0,50783000,14414000,-32176000,16401000,2303000.0,137665000,151356000,,18038000.0,1282737000,73887000,-2246000,0.29,-2932000.0,48881000.0,895858000,-6574000.0,10660000.0,27029000,7409000,885000,49731000.0,137665000,137665000,-189048000.0,920000.0,98481000.0,-8519000,7093000.0,70724000,49000,,0.28,69538000,-43756000,68092000,140487000,43374000,-1445005000.0,42000.0,29579000,66941000,217366000,369506000,,1797935000.0,59155000,6056000,22313000,0.0,1797935000,-14754000,255000,59070000.0,1029000.0,414000.0,66934000.0,
2015-09-30,,,103520000,,52313000,2286333000,1915601000,879790000,-21207000,20476000,12333000,72139000,73661000,51113000.0,27904000,1047639000,71920000,17748000,0.0,59332000,72139000,2895000,16595000,-19304000.0,171541000,-7834000,,17506000.0,1228376000,31360000,980000,1.47,-2942000.0,49023000.0,962555000,9896000.0,34347000.0,26202000,4034000,-194000,22616000.0,171541000,171541000,-11128000.0,-6000.0,85226000.0,-12844000,14459000.0,137665000,49000,,1.41,20742000,-31446000,84235000,162852000,55298000,-1522076000.0,-433000.0,10239000,33876000,180737000,370732000,,1810940000.0,128352000,-38211000,38583000,0.0,1810940000,-47346000,-48024000,58325000.0,921000.0,335000.0,22616000.0,
2015-12-31,,,106935000,33096000.0,55301000,2293044000,1917908000,857811000,31698000,20261000,13163000,22988000,24148000,,26743000,1020669000,62654000,18142000,,64139000,22988000,-14433000,18074000,21565000.0,185919000,-5609000,,17968000.0,1209170000,32654000,-2669000,,-2944000.0,,990001000,-927000.0,21020000.0,25875000,7317000,-1479000,36425000.0,185919000,185919000,-31169000.0,-91000.0,41364000.0,-7667000,25120000.0,171541000,49000,,,-38249000,-35362000,81087000,171074000,56822000,-785454000.0,-244000.0,67060000,14378000,188501000,375136000,11353000.0,2593624000.0,148396000,11438000,36202000,0.0,1808170000,20069000,-6043000,58099000.0,878000.0,668000.0,33892000.0,
2016-03-31,,,87721000,,76465000,2260134000,1880569000,827771000,-3987000,27873000,12424000,29271000,30945000,49782000.0,26181000,976756000,71641000,16023000,,63873000,29271000,-44620000,16795000,-4846000.0,148498000,-5937000,,17415000.0,1161801000,16502000,1596000,0.6,-15472000.0,49173000.0,1005655000,-21925000.0,-14626000.0,25056000,8375000,1279000,30917000.0,148498000,148498000,-52331000.0,1037000.0,82487000.0,-10849000,29897000.0,185919000,49000,,0.59,-19845000,-31031000,83595000,151594000,55498000,-1514726000.0,-254000.0,27044000,-37421000,185045000,379565000,,1791055000.0,162195000,9509000,41391000,,1791055000,-34860000,3422000,57516000.0,842000.0,349000.0,30917000.0,
2016-06-30,,,94065000,,59042000,2273013000,1892777000,808460000,55781000,32374000,12451000,24349000,24933000,50137000.0,25077000,962433000,62722000,18401000,,65796000,24349000,-10669000,16690000,6654000.0,192556000,-7271000,,18487000.0,1155578000,21907000,-5146000,0.49,-3526000.0,49456000.0,1027056000,11719000.0,26124000.0,24236000,8527000,105000,42912000.0,192556000,192556000,-113555000.0,-45000.0,87511000.0,-12838000,15259000.0,148498000,49000,,0.49,-37802000,-36748000,77445000,159861000,57269000,-1506927000.0,-253000.0,92529000,44058000,193145000,380236000,,1803514000.0,183018000,7890000,33967000,,1803514000,35292000,4345000,56925000.0,817000.0,595000.0,42912000.0,
2016-09-30,,7071000.0,110128000,,65198000,2279271000,1969899000,756083000,-1718000,47786000,23886000,12080000,14406000,50289000.0,26307000,941424000,61917000,17137000,,74489000,12080000,-69900000,12973000,8655000.0,90066000,-5622000,,18738000.0,1143329000,34961000,-7062000,0.24,-3471000.0,49599000.0,1040029000,-3505000.0,-12520000.0,56052000,21509000,3955000,37134000.0,90066000,90066000,-392139000.0,927000.0,102854000.0,-11503000,38025000.0,192556000,50000,,0.24,-71044000,-40172000,72491000,184617000,52980000,-1499112000.0,-1402000.0,38454000,-102490000,201905000,309372000,,1842160000.0,191627000,11988000,29047000,,1842160000,-12803000,6930000,55460000.0,1724000.0,1086000.0,49436000.0,
2016-12-31,,6650000.0,99882000,32057000.0,80807000,2461569000,1988739000,872873000,-42721000,38113000,14373000,28230000,31232000,,28412000,1102311000,65971000,15828000,,66637000,28230000,-33342000,12000000,-11838000.0,230214000,-5563000,,18553000.0,1291562000,35382000,-3284000,,-3213000.0,,1078425000,-19569000.0,16263000.0,52753000,10982000,958000,32206000.0,230214000,230214000,-70888000.0,-57000.0,48309000.0,-7732000,52198000.0,90066000,50000,,,172232000,-43979000,80923000,166519000,55655000,-880480000.0,-364000.0,1258000,140148000,189251000,472830000,8824000.0,2743567000.0,216644000,2450000,36683000,-5569000.0,1863087000,-56352000,-7833000,54561000.0,1774000.0,732000.0,43872000.0,
2017-03-31,,19710000.0,115488000,,68920000,2499888000,2071139000,861723000,18578000,38442000,14312000,35312000,39735000,50491000.0,27059000,1095896000,94378000,14923000,-18000.0,74410000,35312000,-128738000,17804000,681000.0,174138000,-6540000,2806000.0,20075000.0,1303387000,42283000,1246000,0.71,-8448000.0,49680000.0,1107658000,19092000.0,-25617000.0,86800000,8757000,-5800000,17595000.0,174138000,174138000,-33813000.0,,95518000.0,-7076000,56550000.0,230214000,50000,,0.7,1199000,-52885000,94202000,189898000,65653000,-1468459000.0,-308000.0,71463000,-56076000,207491000,428749000,,1894323000.0,243508000,10886000,52220000,-50218000.0,1894323000,1279000,2851000,53798000.0,1713000.0,602000.0,28193000.0,
2017-06-30,,20121000.0,108871000,,79587000,2510633000,2123397000,842870000,-20435000,28838000,16291000,35036000,38242000,50624000.0,27023000,1068857000,94776000,14540000,-112000.0,70493000,35036000,-65367000,18569000,-5317000.0,118390000,-9768000,13957000.0,18125000.0,1283034000,44113000,1709000,0.7,-3978000.0,49771000.0,1143274000,-19717000.0,10369000.0,86986000,12985000,5697000,17574000.0,118390000,118390000,-407615000.0,,101827000.0,-6933000,59901000.0,174138000,50000,,0.69,-33076000,-63130000,86602000,179364000,57508000,-1449920000.0,-298000.0,42695000,-55748000,214177000,387236000,,1935424000.0,274566000,6369000,45039000,-12494000.0,1935424000,-23753000,-1043000,53036000.0,3630000.0,1050000.0,17574000.0,
2017-09-30,,20667000.0,97992000,,98384000,2503738000,2171493000,822372000,-9888000,25309000,14507000,19181000,22780000,50867000.0,26928000,1052837000,84106000,11692000,,59193000,19181000,-67465000,18685000,981000.0,77212000,-4359000,25367000.0,17371000.0,1246293000,54495000,-2593000,0.38,-4186000.0,50367000.0,1179983000,-10183000.0,6951000.0,86806000,11717000,-106000,6015000.0,77212000,77212000,-291240000.0,,103335000.0,-5634000,42087000.0,118390000,51000,,0.38,-26088000,-62263000,72066000,157185000,47476000,-1518962000.0,211000.0,52375000,-41178000,193456000,332245000,,1971884000.0,289561000,11003000,33446000,-12812000.0,1971884000,-7137000,6297000,52273000.0,1861000.0,716000.0,6015000.0,
2017-12-31,,21037000.0,102009000,42788000.0,110410000,2586662000,2265015000,804294000,-2782000,27743000,13371000,65960000,69427000,50609051.0,34136000,982858000,109308000,12987000,,64356000,65960000,-106551000,19551000,55296000.0,47818000,-3919000,34084000.0,21599000.0,1266203000,0,-1170000,0.790866,-3899000.0,50609051.0,1236137000,-13232000.0,-14298000.0,85420000,10301000,-861000,21418000.0,47818000,47818000,-395696000.0,-3000.0,64289000.0,-4314000,40945000.0,77212000,51000,,0.790866,-1885000,-81824000,87148000,166365000,54055000,-983106000.0,-35000.0,79042000,-29394000,283345000,321646000,43682000.0,3011338000.0,351622000,-29669000,40025000,-10426000.0,2028232000,53900000,-81013000,51520000.0,1556000.0,789000.0,20241000.0,
2018-03-31,,21253000.0,110651000,,103580000,2710817000,2388687000,893125000,-47193000,30699000,17548000,69508000,74256000,51051000.0,30553000,1120721000,91202000,14344000,,73372000,69508000,-68034000,20069000,,105055000,-1560000,63109000.0,,1325932000,48074000,-1742000,1.37,-11640000.0,50614000.0,1300385000,9777000.0,203000.0,84771000,11295000,-503000,10458000.0,54723000,54723000,-890923000.0,203000.0,103551000.0,-909000,,96643000,51000,,1.36,56677000,-66962000,91001000,184023000,62077000,,-246000.0,19769000,8412000,205211000,322130000,,2069123000.0,410758000,-26942000,46104000,-1275000.0,2069123000,-50927000,-35578000,50745000.0,1707000.0,1108000.0,,
2018-06-30,,40133000.0,120837000,,109061000,2994149000,2598515000,969577000,-24882000,31454000,19578000,-343000,2659000,50958000.0,33027000,1234321000,221553000,15846000,,57462000,-343000,-168156000,36696000,,142737000,-3764000,66551000.0,,1575352000,47128000,6844000,-0.01,-5062000.0,50623000.0,1295708000,-6800000.0,1625000.0,207206000,17273000,-478000,16136000.0,66696000,66696000,-822613000.0,137000.0,103342000.0,-2297000,,105055000,51000,,-0.01,131564000,-72163000,80249000,178299000,40189000,,-7383000.0,47281000,10689000,341031000,395634000,,2157005000.0,405353000,29105000,31376000,-97618000.0,2157005000,-11779000,22962000,49973000.0,2116000.0,1251000.0,,
2018-09-30,,40111000.0,117688000,,118675000,3059583000,2637809000,959631000,-25426000,32493000,22184000,10581000,10107000,50963000.0,34791000,1233522000,269254000,18700000,,48792000,10581000,-55360000,37442000,,155066000,75000,67739000.0,,1629887000,56753000,-74000,0.21,-5064000.0,50645000.0,1305695000,-12681000.0,5662000.0,203382000,18824000,-747000,21760000.0,71965000,71965000,-991828000.0,510000.0,105351000.0,-1386000,,142737000,51000,,0.21,31583000,-61532000,64899000,166480000,29968000,,-12000.0,36106000,12329000,396365000,421774000,,2187227000.0,410870000,1184000,11408000,0.0,2187227000,-9645000,-2553000,49203000.0,3559000.0,706000.0,,
2018-12-31,,19950000.0,99656000,45410000.0,137581000,3121350000,2648286000,1040733000,-15198000,27856000,8238000,18220000,23089000,50936000.0,33862000,1314310000,227180000,22034000,,90809000,18220000,-50884000,45024000,,177495000,-5836000,71983000.0,,1676254000,61323000,-15604000,0.36,-5068000.0,50691000.0,1319837000,-20224000.0,3277000.0,199874000,5336000,-7590000,21620000.0,98802000,98802000,-1349461000.0,1336000.0,56299000.0,-3799000,,155066000,51000,,0.36,31307000,-57864000,104189000,190465000,85473000,-1138228000.0,2665000.0,42666000,22429000,361944000,473064000,8436000.0,3359496000.0,422222000,31386000,48293000,2367000.0,2221268000,-52188000,28799000,48433000.0,2836000.0,1118000.0,,
2019-03-31,,20123000.0,124859000,,139870000,3143214000,2721593000,1111696000,26134000,17946000,19554000,25946000,28130000,51012000.0,36901000,1412129000,133594000,21223000,,74179000,25946000,-50944000,42982000,,172464000,-2336000,71885000.0,75089000.0,1680219000,68005000,563000,0.51,-5579000.0,50709000.0,1340349000,-1119000.0,,196125000,12690000,2018000,15508000.0,79366000,79366000,-1029324000.0,359000.0,108309000.0,-5956000,,177495000,51000,,0.51,-31039000,-51303000,99246000,199038000,61489000,,-124000.0,77437000,-5031000,268090000,421621000,,2303752000.0,442531000,14039000,41122000,0.0,2303752000,5511000,6868000,47658000.0,2360000.0,900000.0,10679000.0,
2019-06-30,,20225000.0,118918000,,135756000,3193781000,2781430000,1116425000,15065000,19977000,17457000,33938000,36197000,51094000.0,36430000,1425546000,133992000,21517000,,65147000,33938000,-63224000,38880000,,181639000,-6491000,71047000.0,,1702140000,79837000,1046000,0.67,-5589000.0,50800000.0,1369561000,3319000.0,,193142000,13630000,2206000,14130000.0,110665000,110665000,-419654000.0,353000.0,115011000.0,-7736000,,172464000,51000,,0.66,-6587000,-63577000,89413000,184065000,51517000,,-261000.0,78642000,9175000,276594000,412351000,,2344286000.0,470880000,-3529000,31466000,0.0,2344286000,13377000,-8714000,44040000.0,2643000.0,810000.0,,
2019-09-30,,19933000.0,115004000,,139226000,3259493000,2827183000,1030936000,-30277000,20453000,15714000,15605000,15089000,51334000.0,37997000,1401982000,200100000,20076000,,55495000,15605000,-78843000,39324000,,180037000,56879000,73714000.0,,1754705000,86475000,449000,0.31,-5606000.0,50933000.0,1380733000,-2260000.0,,188815000,12720000,-444000,6003000.0,97602000,97602000,-83351000.0,-97000.0,137176000.0,-10848000,,181639000,51000,,0.3,32979000,-75650000,81703000,170499000,42775000,,-84000.0,45373000,-1602000,352723000,432310000,,2390866000.0,480879000,9626000,23630000,-3096000.0,2390866000,-12986000,4569000,43264000.0,2228000.0,1062000.0,,
