date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyIncomeTaxPayable
2000-03-31,,0.0,7356079.694879,5111735.305052,,5111735.305052,-669172.621752,0.0,-1995125.779669,,,22290476.0,216735511.5866,,,,2242279.042229,5053217.123108,4030181.612899,4691781.293458,1378963.746265,0.0,4468723.752874,,6686907.073127,5111735.305052,231199140.815399,216735511.5866,9160505.046333,,0.227188,9160505.046333,1312872.623129,,68844919.933358,,3664615.088053,8309581.835956,22290476.0,76539716.63431,,865380.643562,,10551860.878186,217387472.978369,6424607.928181,-669172.621752,9160505.046333,2757927.49253,-1995125.779669,,7803571.674446,0.227188,1200655.403638,76539716.63431,14463629.228799,1884973.907775,0.0,,,,,506010.16151,154659424.18109,-651961.391769,0.0,,,,,,,,,,,
2000-06-30,,-722411.639604,3628628.133497,4329743.780171,67515106.505081,4329743.780171,-714211.910537,706208.014043,-4634182.528065,,,22290476.0,211923842.959862,,,,2084191.337812,5822502.784998,3950308.881612,-1719766.305105,1341895.04589,0.0,9160505.046333,,2914416.22296,4329743.780171,226056780.204571,212630050.973905,7354420.551598,,0.195794,7354420.551598,1278736.117206,,,,2539918.306721,7691320.933059,22290476.0,74005333.693414,,-1944272.045513,,9775512.270871,212563211.018465,5608479.897377,-714211.910537,7354420.551598,2683790.091779,-3911770.888461,,6977011.106235,0.195794,1556898.356007,6490227.188333,13426729.230665,2082841.035682,67515106.505081,,,,,714309.826824,152051446.511157,-639368.058603,0.0,,,,,,,,,,,
2000-09-30,,10217.816388,7894418.902188,3148961.661342,66560170.394036,3148961.661342,-710598.428307,672257.72098,-3800670.393012,,,22290476.0,208306709.265176,,,,2241746.538871,2977236.421725,3894435.569755,3383150.080869,1333986.78825,0.0,7354420.551598,,7183820.473881,3148961.661342,222828807.241747,208978966.986155,10675585.729499,,0.139776,10675585.729499,1257987.220447,,,,3218849.840256,6301251.331203,22290476.0,73673455.804047,,3543614.511642,,8542997.870075,208937034.078807,4406948.881789,-710598.428307,10675585.729499,2667973.5765,-3810888.2094,,5779419.595314,0.139776,789403.620873,7113285.410011,13849840.255591,1894302.449414,66560170.394036,,,,,521831.735889,149155351.4377,-630324.813632,0.0,,954936.111044,,,,,,,,,
2000-12-31,,-1377.367181,2775424.786608,1776487.307981,66688896.298766,1776487.307981,-1569238.113095,649549.84995,-3922805.560675,,,,208879626.542181,,,,2296596.5581,4674891.630544,3901967.322441,-2716618.887162,1426981.695354,0.0,10675585.729499,,1206186.673513,1776487.307981,222364788.262754,209529176.392131,7967322.440814,,,7967322.440814,1342357.685079,,,,4480160.053351,5397506.525959,,75071023.674558,,-428044.216727,,7694103.08406,214928976.325442,3118844.993059,-1569238.113095,7967322.440814,2853963.390708,-3921428.193494,,4545826.688413,,-1359119.706569,8382127.375792,12835611.870624,2278661.5329,66688896.298766,,,,,851679.837546,147293764.588196,-6049349.783261,0.0,,-128725.90473,,,,,,,,,
2001-03-31,,5586928.93401,5253172.588832,2263959.390863,63451776.649746,2263959.390863,-1243020.304569,854695.431472,28524111.675127,-192258.883249,,22290000.0,234356598.984772,,,,1949238.57868,2180837.563452,3889593.908629,-4267766.497462,1554568.527919,0.0,7580583.756345,12525380.71066,4010152.284264,2263959.390863,253561548.22335,247736675.126904,3312817.258883,,0.101523,3312817.258883,1562182.741117,,26649746.192893,-192258.883249,3769035.532995,5577411.167513,22290000.0,115043147.208122,,1626903.553299,,7526649.746193,240112309.64467,3633883.248731,-38045050.761421,3312817.258883,3109137.055838,-3712563.451777,,5188451.77665,0.101523,-2918781.725888,34308375.634518,5824873.096447,1943527.918782,80734771.573604,-36802030.456853,2071700.507614,,11381979.695431,388959.390863,138518401.015228,-5755710.659898,0.0,,,5901015.228426,,,,,,,,
2001-06-30,,689912.823506,3272760.678429,1868516.683185,66072018.500165,1868516.683185,-1644987.624074,595969.606871,-2413110.684047,97125.867195,,22290000.0,244978526.593987,,,,2463164.849686,2889990.089197,4050214.73406,-2305077.902935,1792639.9293,0.0,3312817.258883,11699372.315824,1627773.054355,1868516.683185,262023785.92666,257273868.516683,1320779.649818,,0.085894,1320779.649818,1898249.09151,,27750247.770069,89186.534388,4100429.46812,6376610.505451,22290000.0,119966963.99075,,-571072.697667,,8839775.355137,250971919.392137,3863891.64189,-3164727.897317,1320779.649818,3585279.858599,-4203525.084728,,5656531.571189,0.085894,-5221010.901883,35900891.97225,4749917.409977,2512718.863561,84066072.0185,-1519740.273243,1965642.55038,,11717211.760819,751238.850347,142056821.93591,-5993392.79815,0.0,,,6276841.757516,,,,,,,,
2001-09-30,,698427.741533,4597719.237495,2952441.344325,63411540.900444,2952441.344325,-4327591.310419,548509.828789,-2719117.668316,-92580.849715,,22290000.0,237966391.883323,,,,1954977.805961,4625871.908687,3887127.457197,-905912.733402,1553869.538977,0.0,1320779.649818,11154090.044388,270127.927075,2952441.344325,254741915.028535,249668991.7565,97019.657578,,0.133164,97019.657578,1829422.954978,,27901077.996195,-88430.504659,6012682.30818,6913760.304375,22290000.0,119339885.859226,,350003.00613,,8868738.110336,243718452.758402,4689283.449588,-2784514.302581,97019.657578,3107739.077954,-3568375.635975,,6355104.629042,0.133164,-5946100.190235,37800887.761573,5072923.272036,2224476.854788,81538998.097654,1543077.007838,2859860.49461,,11152821.81357,558655.675333,135402029.169309,-5752060.875079,0.0,,,6974635.38364,,,,,,,,
2001-12-31,,-850820.699441,3632839.410972,2774542.71559,63443008.077991,2774542.71559,-38695153.408585,11092476.036131,94820657.035782,182080.624597,,,236621691.227277,,,,2143947.097604,5206723.702559,5800324.124675,96537036.760427,1455157.634906,234636741.667609,97019.657578,,-35062313.997613,2774542.71559,350127514.164751,247714167.263408,96562770.889082,,,96562770.889082,1780888.514076,,38191434.565761,18133.841346,5800324.124675,-34063706.886252,,124339501.752535,,-614994.78087,,-31919759.788648,248353622.532946,-44371145.289671,-1916459.686327,96562770.889082,,-3741857.766238,,-42911574.347265,,-8848729.255393,50267591.301398,102413346.901343,10307438.403418,74071910.451136,346075.222025,2956623.340187,,10628902.373145,436957.776218,225788012.412216,-11731931.30567,0.0,,,,,,,,,,,
2002-03-31,,78813718.728447,4406545.864945,4583986.456831,63326854.348235,4583986.456831,-846448.053169,11051476.581604,66735845.507555,-595021.63145,,33576000.0,390938616.841181,,,,2973227.161578,6351495.391561,114126904.50812,-81377515.831714,2771960.624491,0.0,96385980.312245,,3560097.811775,4583986.456831,425600351.119192,401990093.422785,15008464.480532,,0.13794,15008464.480532,2787008.58988,,7139005.580287,-805066.148348,7402344.974607,9579910.966205,33576000.0,201799485.861183,,-2144335.068029,,12553138.127782,402649068.907142,6775973.415261,-152519907.204213,15008464.480532,5027274.437269,-5789704.683679,,9547934.039752,0.13794,-10406295.065521,128668255.063013,23610257.696407,2803937.550944,73131230.798169,-151673459.151044,3988964.825381,,9804376.449934,548623.738165,223800865.25801,-11710452.06596,0.0,,-8850084.644805,,,,,,,,,
2002-06-30,,129123637.024933,3739843.848211,6554566.435872,71181668.315199,6554566.435872,-2226417.096847,511045.169799,264550010.080971,225519.287834,,38907000.0,664625123.63996,,,,5435542.367293,16672601.384768,248089020.771513,-2394327.227963,4313433.37485,0.0,15008464.480532,,1513426.751364,6554566.435872,702137157.929443,665136168.809759,17597098.582262,,0.171447,17597098.582262,4884272.997033,,10418727.332674,-168887.03332,12277612.924497,15918232.772832,38907000.0,352151005.605012,-3395977.579954,-7196251.80965,,21353775.140125,676940982.525552,11664358.720739,-270650551.087907,17597098.582262,7858976.799131,-6775412.36215,,15977792.095589,0.171447,-24770194.526871,270785361.028684,37000989.119683,4253874.052094,81365644.576327,-268424133.99106,6780085.723706,,10183976.261128,824925.816024,349986152.324431,-12315858.885592,0.0,,757107.394558,,,,,,,,,
2002-09-30,,-212326001.353707,22444328.915747,7111307.142182,91218298.100249,7111307.142182,-408105106.558499,1103304.873823,-31912174.860131,3150.499354,,48276000.0,644957625.783687,,349885545.879793,,6119529.945496,6895182.886488,216138747.991557,2558270.708459,4276566.871457,0.0,17597098.582262,,-385660777.642752,7111307.142182,670702246.30604,646060930.657509,15649160.391922,,0.144923,15649160.391922,4430232.191802,,4599729.057056,46446.171807,14081471.913298,17226300.368608,48276000.0,335772659.966605,-480766.201443,11515691.631782,,23345830.314105,656726001.07117,11544689.833339,11992486.583604,15649160.391922,8184288.44414,-8339076.268811,,16136227.592073,0.144923,-25683500.834882,234819948.96191,24641315.64853,5681610.53527,100952711.004694,,7114457.641536,,9734412.904445,1090072.776535,334929586.339435,-11768375.287483,0.0,,-160763706.534133,,,,,,,,,
2002-12-31,,-92682.727638,-385739.939826,1623619.222756,201165590.00451,1623619.222756,-8883515.546218,891184.074293,-5628484.420172,33146.941006,,,651940850.277264,,-354868830.252862,,5129373.235473,3294776.759342,9199585.850309,-14897739.906216,1098100.997576,,15649160.391922,,-9269255.486044,1623619.222756,661590156.957651,652832034.351557,1535275.771608,,,1535275.771608,5963210.428872,,99916788.942457,33146.941006,9199585.850309,-78052036.737657,,331512218.051083,,-3455030.562871,,-72922663.502184,676286754.197077,-87655413.895899,-8883515.546218,1535275.771608,-1338958.59935,-9368751.658078,,-86242889.436615,,,119755956.577802,8758122.606094,9603377.158242,211756261.47328,,1656766.163761,,10590671.46877,983250.638374,330077938.906569,-24345903.919812,0.0,,-169178391.899571,,,,,,,,,
2003-03-31,,20017986.346728,1081906.007712,533458.69272,217546226.273692,533458.69272,-2218316.096418,921800.269795,10150703.783946,-44965.866819,-8538064.287564,48276000.0,683056725.122294,,,,6481216.531088,4685988.363379,112062434.424778,9014293.69524,,,1646704.547003,,-1136410.088705,533458.69272,703313848.124378,683978525.392089,10660998.242243,,0.013626,10660998.242243,4456389.922195,,14976358.854869,,8503999.236943,9547071.086948,48276000.0,364359781.438635,-5746774.039706,-3488261.183556,,16028287.618035,709169630.326071,9026557.113464,-2218316.096418,10660998.242243,,-9867282.562782,,13108231.478832,0.013626,,135542792.51659,19335322.73229,520513.973484,228816988.922046,,488492.8259,,,520513.973484,338954066.685743,-26112905.203777,0.0,,,11270762.648353,,,,,,,,
2003-06-30,,1795255.126791,12596842.006364,8552465.515449,226098383.049488,8552465.515449,-3225714.252956,958440.362886,-17009751.431275,-73497.750523,,48276000.0,726075368.602355,,,,6954075.041946,5120343.286463,114944542.606423,-7638623.677868,,0.0,10660998.242243,,9371127.753407,8552465.515449,738872143.61015,727033808.965241,3170054.492272,,0.178176,3170054.492272,5159690.567046,,16319470.222275,,8532420.674398,18410072.903829,48276000.0,378169683.291511,-13265230.367192,-625385.641193,,25364147.945775,754530134.077715,13638658.331972,-3225714.252956,3170054.492272,,-18805006.558066,,17972056.006771,0.178176,-51657040.193618,139796433.503096,11838334.644909,4771414.571857,238373249.788416,,8478967.764926,,,438016.897059,360702460.318639,-28454765.47536,0.0,,,12274866.738927,,,,,,,,
2003-09-30,,1495218.261574,9487717.74097,6326127.631881,225230555.329581,6326127.631881,-2120107.29604,1035372.771175,-9105660.932213,-58424.606373,,48276000.0,721169675.410636,,,,7072335.579106,4639949.118824,114503353.868227,-1738050.487284,,0.0,3170054.492272,,7367610.444929,6326127.631881,731776329.899347,722205048.181811,1425116.664325,,0.133119,1425116.664325,5062233.299067,,17974810.859581,,7129281.081521,16151075.678354,48276000.0,376780286.502437,-13150713.297884,,,23223411.25746,749515223.677496,11329936.324575,-2120107.29604,1425116.664325,,-10600879.193787,,15671845.995696,0.133119,-55844309.517294,139607445.809329,9571281.717536,4821139.353779,237172840.693108,,6267703.025507,,11942285.363527,479229.682658,354996043.39691,-28345548.26686,0.0,,,,,,,,,,,
2003-12-31,,-2529132.060254,13120616.765371,16455882.633756,378093262.49065,16455882.633756,-30225909.934341,8753287.013117,19424844.147145,1739709.456699,,,764255804.807329,,,,9491539.180465,9721847.359208,3723096.616979,2319550.978174,,,1425116.664325,,-17105293.168971,16455882.633756,798395243.566708,773009091.820446,3821032.257069,,,3821032.257069,5813821.965,,20130015.345821,,3723096.616979,-96233794.700417,,426531304.703224,,,,-86742255.519952,810647223.486046,-102669179.681292,-30225909.934341,3821032.257069,,-12846328.589211,,-96890059.34386,,,34097025.686899,25386151.746262,6435384.980875,392434279.016325,,18195592.090455,,14341016.525675,656264.643443,371863938.863484,-46391418.678717,0.0,,,,,,,,,,,
2004-03-31,,-164732.081573,32725248.242095,14773264.59328,374963774.195024,14773264.59328,-4454630.0392,8595811.534296,-11210170.68074,1640456.978997,-11199493.601379,48276000.0,757317612.605055,,,,8511157.547932,3817818.520157,3682067.082564,17060447.522155,4896203.535639,,3778923.445341,,28270618.202895,14773264.59328,799338021.079605,765913424.139351,20839370.967496,,0.305059,20839370.967496,6303290.06574,,19908177.117494,1640456.978997,12727078.598557,28143255.899086,48276000.0,427154863.409649,,11415323.13418,,36654413.447019,803197785.268681,27613215.173655,-4454630.0392,20839370.967496,9792407.071277,-11045438.599167,,32509418.709294,0.305059,,36317322.798615,33424596.940254,530040.725431,390837540.611034,,16413721.572276,,15873766.41601,530040.725431,372183157.669956,-45880172.663626,0.0,,-164732.081573,,,,,,,,,
