date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyIncomeTaxPayable
2007-06-30,,12916019.710634,17996298.637337,-19085016.439643,584906528.886801,-19085016.439643,-7207323.295824,16140911.225928,-16706140.159439,28186942.226397,,48276000.0,990655706.90465,,,,11314232.033819,6661343.353687,9143259.74636,-6212585.805686,8175613.628324,0.0,26484049.930652,,10788975.341513,-19085016.439643,1041428839.830907,1006796618.130578,22574917.801785,,-0.394551,22574917.801785,10023485.204321,,3193987.787694,28324146.715101,22131517.144199,27563175.199624,48276000.0,706687646.782527,-9898543.917332,-744464.038973,,38877407.233443,1078356975.105683,19380930.014091,-7207323.295824,22574917.801785,16351227.256648,,,27556543.642415,-0.394551,-146132456.552372,34468764.678253,34632221.700329,8182245.185533,672218882.104274,,9101925.786754,,,598403.006106,349596054.485674,-87701268.201033,2210427.430719,,-1277397.070636,87312353.217473,,,,,,,,
2007-09-30,,-198266.031159,21075167.793364,1697219.983884,617492949.234488,1697219.983884,-10696709.876162,16212731.66801,-18389877.101036,1405116.841257,,48276000.0,1048225221.595488,,,,10530821.917808,6568291.700242,9803585.817889,-8427392.775187,9281943.473517,0.0,22574917.801785,,10378457.917201,1697219.983884,1090430096.696213,1064437953.263497,16301369.863014,,0.030218,16301369.863014,10677880.741338,,3525382.755842,3569070.440095,28150684.931507,22653102.336825,48276000.0,752689363.4166,,6890865.144967,,33183924.254633,1142260273.972603,13774174.053183,-10696709.876162,16301369.863014,18563886.947033,-17243472.494681,,23056117.5267,0.030218,-170184327.15552,41479653.505238,25992143.432716,8878928.283642,711209709.911362,,3102336.825141,,,698025.785657,353842667.203868,-94035052.377115,0.0,,-948138.575196,93716760.676873,,,,,,,,
2007-12-31,,470023.165072,6570099.424531,4454857.260471,619119458.749874,4454857.260471,-12988870.976758,786630.314046,-4569124.699757,-35199605.085526,,,1053924063.415127,,,,10964549.217661,10652327.577502,0.0,-11021094.280109,8239239.621101,0.0,16301369.863014,15071190.548319,-6418771.552227,4454857.260471,1089105321.619711,1069781884.277492,5361001.716652,,,5361001.716652,7563022.071548,,20149449.661719,-5375309.417547,5078259.1134,-174179263.472932,,765306472.786024,-52929415.328688,-4990094.081812,,-163214714.25527,1169811168.332828,-195771582.96475,-12988870.976758,5361001.716652,,-15988054.71901,,-187532343.343649,,-185869938.402504,57580531.152176,19323437.34222,21592319.491818,707725941.633848,,-30744747.825055,,66894880.339291,678132.884955,340124204.786428,-115887104.917702,0.0,,-815205.031106,,,,,,,,,
2008-03-31,,-15207422.520159,26950354.609929,18400854.949966,598232779.558924,17929660.934616,-55377.440979,,-15207422.520159,,,48276000.0,,,,,,11467987.952978,16374234.916934,6949383.075877,7703293.500437,,5157874.283494,,26894977.16895,18400854.949966,1056984358.301758,1029839696.881376,12107257.35937,,0.378898,12107257.35937,,,3594675.993394,-376955.21228,30299232.488099,,48276000.0,738737977.266103,,,,49752258.816672,,-13212863.110852,-4854755.659186,12107257.35937,1223161.371806,,,-5509569.610415,0.378898,,55153988.147285,27144661.420383,13212863.110852,683583989.118819,,,,,774312.639658,333642281.161955,,0.0,-4799378.218207,-1360147.673176,85351209.559895,,,,,,,,
2008-06-30,,-28465204.715054,31167153.741417,22142857.142857,603691294.949892,22373747.298094,-162740.067372,,-28465204.715054,1143643.151896,-17582039.693456,48276000.0,,,,,,13106700.727058,4130477.500491,708309.987593,7834140.18005,,12107257.35937,,31004413.674045,22142857.142857,1065467675.378267,1036306740.02751,12873845.549224,,0.46178,12873845.549224,,,3733542.935744,1139383.980211,,,48276000.0,737158577.323639,,,,55599331.892317,,-14499901.74887,-1976645.401926,12873845.549224,-157136.612521,,,-6665761.56882,0.46178,,46083709.962665,29160935.350757,14499901.74887,691074867.360975,,23517390.44999,,,787974.061702,344266064.059737,,0.0,-1813905.334554,-13328396.245079,87383572.411083,,,,,,,,
2008-09-30,,-17522347.259402,35243534.535486,12707349.329303,534160211.600227,12532590.21349,-441243.912393,,-17522347.259402,1417910.447761,-17535424.145097,48276000.0,,,,,,7405063.291139,0.0,9302442.965247,6941311.832454,,12873845.549224,,34802290.623093,12707349.329303,1034157377.668619,1002633667.1075,21975250.330625,,0.2645,21975250.330625,,,74532401.284716,,,,48276000.0,716188361.987531,,,,45349518.231627,,-13863593.425279,-8573851.158801,21975250.330625,1495849.414152,,,-6323446.060835,0.2645,,116138295.86246,31523710.561118,13863593.425279,,,13950500.661251,,,648970.338183,333268467.787644,,0.0,-8132607.246408,,0.0,,,,,,,,
2008-12-31,,59900808.512693,-4250936.066782,-3124168.895804,479843056.696795,-2713248.812675,-22302840.715657,13259654.889071,-2811599.04688,,52730089.243619,,890258833.196385,,,,,9972062.448644,0.0,-13946988.945726,4738181.356409,0.0,21975250.330625,,-26553776.782439,-3124168.895804,924129005.751849,903518488.085456,7375513.557929,,,7375513.557929,,,68693508.627773,,27925225.965489,,,643894001.643385,-25659819.227609,-9550403.852719,,13652013.690428,1014623664.749384,-65169888.417145,-7556949.916488,7375513.557929,-1888086.17015,,,-60431707.060736,,-152069843.878389,100751027.115859,20610517.666393,-10701105.831006,,,,,63299917.830731,279328.009692,293353327.855382,-124364831.552999,0.0,-7015818.32162,,0.0,,,,,,,,
2009-03-31,,-3939969.905758,20996277.817375,13681001.02954,694747762.730657,13807713.629524,-4461075.473192,28463609.725192,44046883.661994,,,53594000.0,1266216836.936723,,63848895.224519,,0.0,9712520.788786,0.0,13065652.965867,10381721.707452,,7108576.859111,,16535202.344183,13681001.02954,1329371188.722579,1294680446.661915,20174229.824978,,0.229667,20174229.824978,10734141.126158,,71350281.143581,-342915.973707,24697077.690663,-10734141.126158,57656000.0,943349964.362081,,-2596816.345925,,-10734141.126158,1266216836.936723,-32706897.917162,-52041656.767245,20174229.824978,,-12970618.515879,,-22325176.209709,0.245506,,100468836.619941,34690742.060664,21972756.791003,842881127.74214,-47580581.294052,,,112017106.200998,893323.829888,348967292.310129,,0.0,0.0,-2891423.140889,11476201.789815,,,,,,,,
2009-06-30,,-2695113.431165,29526139.168714,15371893.707739,808397433.136655,16300443.602222,-1140371.617552,32029803.178431,-18157741.149397,32731.814462,15352943.709893,53594000.0,1345666910.719669,,5067940.125841,,0.0,15547611.86959,10793746.500711,1455213.565853,15338593.551603,,20174229.824978,,28385767.551161,15371893.707739,1421866574.787889,1377696713.898101,22252465.653129,,0.258409,22252465.653129,13430380.292002,,13216762.134459,-62786.252918,,-13430380.292002,57656000.0,1006262974.288298,,-1509303.642016,,-13430380.292002,1345666910.719669,-41941513.415737,-9692268.035718,22252465.653129,,-17097859.885431,,45102149.26029,0.267023,,55103148.283733,44169860.889789,28511133.123735,951159826.004565,-8551896.418166,16333175.416685,,120648606.744477,950083.982945,375048021.01727,,0.0,0.0,-3432707.958642,12227916.792282,,,,,,,,
2009-09-30,,-3593188.718462,-293990468.253747,-222787912.807559,1567874450.369539,-217821124.520535,-4851354.855181,383496117.503976,333333422.741402,,,70636000.0,3434629993.451212,,347475717.741604,,0.0,33758069.042941,15908878.286089,19744265.847362,19337220.525396,,22252465.653129,,-298841823.108928,-222787912.807559,3902629806.342969,3818126110.955188,42662550.28534,,-3.171485,42662550.28534,17082046.964169,,20131911.310693,,,-16372906.726541,70636000.0,3015427074.562634,,-7268190.050416,,-16372906.726541,3434629993.451212,-35486949.200112,-19533733.537387,42662550.28534,-87025152.971706,-26916272.276958,,-16149728.674716,-3.171485,,85669379.736177,84503695.387782,19114042.473571,2929757694.826457,-14682378.682206,,,182801010.384507,2416502.946955,849390027.130695,,0.0,0.0,-72509249.010863,1169061652.165778,,,,,,,,
2009-12-31,,-687590.803942,38840986.039886,22195119.105225,1595193391.27113,24963264.215592,-19756347.132481,0.0,-28205470.42065,,,,2615235412.090536,,10530376.905171,,0.0,39847197.020342,23887880.813676,-10863356.044443,24736180.19301,0.0,42662550.28534,,19084638.907405,22195119.105225,3367685034.85818,3283721707.573298,31974023.493458,,,31974023.493458,25389361.914524,,18387928.564607,,54673861.140292,-24242314.054528,,2472551809.76029,-44591729.538726,6362372.305571,,-24242314.054528,2818746060.548181,-45951433.483489,-21451279.678941,31974023.493458,-18197259.52988,-27115144.269684,,-21215253.290479,,-433891700.888167,108983860.185274,83963327.284882,21709119.428961,2363567949.575017,-1694932.54646,,,305312768.598988,1636119.338605,858572247.15882,-203510648.457645,0.0,0.0,-12783466.418113,454651895.711966,,,,,,,,
2010-03-31,,-392387.679027,83186187.953698,15989797.920345,1433294094.565431,21090837.747695,-24622326.858937,0.0,9515401.216402,-3531489.111242,-15205022.562292,104700000.0,2657543653.129292,,0.0,,0.0,21581322.346478,35020600.353149,7553462.821267,28055719.050422,1373356876.594075,32862468.118501,687855601.334118,58563861.094762,15989797.920345,3479988228.369629,3345399254.46341,40415930.939768,,0.156955,40415930.939768,24426133.019423,,19128899.35256,-3531489.111242,63566804.002354,109083774.769472,104700000.0,2577202275.848538,-49244653.717873,29919560.525799,,109083774.769472,,57190504.218168,-84951932.509319,40415930.939768,,-34628212.674122,,70041200.706298,0.156955,-462625073.57269,129684127.918383,134588973.906219,51893270.551305,2447518147.930155,0.0,17559348.636453,,312144398.665882,3237198.351972,861487149.303512,,0.0,-60329605.650383,-200706297.822248,449381989.405533,,,,,,,,
2010-06-30,,392387.679027,-8999678.134895,6830471.492268,1416374158.049521,6451000.853809,-44346461.68105,0.0,-9230798.237557,-5786927.236505,1423014.894223,104700000.0,2631723745.375202,,0.0,,0.0,18404325.965278,26183474.053695,-3189550.478985,21465199.268523,0.0,40415930.939768,,-53346139.815946,6830471.492268,3360497106.536382,3293615406.507921,36144578.313253,,0.056921,36144578.313253,22009297.030642,,18783796.603738,-5670673.871397,58912816.620814,-22009297.030642,108800000.0,2510862347.025899,-43259652.784366,-25460780.523902,,-22009297.030642,2631723745.375202,-64699743.857319,14749864.39434,36144578.313253,,-32917560.971642,,45062138.317048,0.066407,-472820415.520349,115074471.112798,66881700.02846,42690446.826677,2395787875.913101,0.0,664073.617304,,297315245.2329,3604971.065364,812067166.303007,,1233279.574993,59096326.07539,2053418.588779,432975998.482117,,,,,,,,
2010-09-30,,7947276.603993,12458188.766194,-21418879.627835,1492731149.447567,-22678813.72359,-58866063.175462,0.0,29663061.297178,-3585966.272533,-7075014.537701,104700000.0,2701104865.28397,,0.0,,0.0,26264779.996123,35181236.673774,-18417023.410319,26075127.426354,0.0,36144578.313253,,-46407874.409268,-21418879.627835,3432641984.880791,3373328164.37294,18414421.399496,,-0.203528,18414421.399496,22775731.730956,,21418879.627835,-3784850.004374,62802868.773018,-22775731.730956,104700000.0,2622310525.2956,-45551463.461911,8431314.97775,,-22775731.730956,2701104865.28397,-69005621.244427,-60249569.799345,18414421.399496,,-35865740.213511,,22586079.161187,-0.203528,-537507268.850552,130839309.943788,59313820.50785,46229889.513472,2491471215.351812,0.0,-26264779.996123,,299088970.730762,3876720.294631,773793370.808296,,2616786.198876,-1383506.623883,-8945492.544007,443787555.727854,,,,,,,,
2010-12-31,,-1848252.447858,44634296.775745,33337596.785057,1523356262.99792,32345082.588685,-18941664.04203,0.0,19644400.993534,-6709835.517226,-4952369.086346,,2805551111.822108,,0.0,,0.0,33094704.847224,33094704.847224,7454166.899103,30087044.960188,0.0,18414421.399496,,25692632.733715,33337596.785057,3740001599.744041,3665513517.837146,26895696.68853,,,26895696.68853,26491365.180757,,99484082.546793,-6709835.517226,185670292.753159,-26491365.180757,,2909334506.478963,-49692049.272116,-12290190.96429,,-26491365.180757,3100703887.37802,-89446095.680322,-56718414.877229,26895696.68853,,-37765897.754867,,82213657.212404,,-555211166.213406,330047192.449208,74488081.906895,62954730.499565,2579287314.029755,-39993601.023836,25635247.071459,,342245240.761478,-4758858.664025,794872820.348744,-295152775.555911,0.0,2216850.188637,-12266449.851063,456027035.674292,,,,,,,,
2011-03-31,,36000000.0,88000000.0,-90000000.0,,-93000000.0,-13000000.0,,168000000.0,,-97000000.0,104718976.0,,,50000000.0,,88000000.0,,,76000000.0,110000000.0,,188000000.0,,75000000.0,-90000000.0,,,,0.0,-0.34,,97000000.0,,,0.0,,215000000.0,104718976.0,,,-29000000.0,,303000000.0,,101000000.0,-182000000.0,264000000.0,-18000000.0,-27000000.0,,114000000.0,-0.34,,,,114000000.0,,,-93000000.0,,,4000000.0,,,,-115000000.0,-22000000.0,,,,,,,,,
2011-06-30,,-24000000.0,156000000.0,-43000000.0,,-30000000.0,-162000000.0,,128000000.0,-1000000.0,-46000000.0,104718976.0,,,60000000.0,,103000000.0,,,44000000.0,114000000.0,,264000000.0,,-6000000.0,-43000000.0,,,,5000000.0,-0.17,,103000000.0,,,-3000000.0,,232000000.0,104718976.0,,,51000000.0,,335000000.0,,118000000.0,-245000000.0,308000000.0,-29000000.0,-24000000.0,,186000000.0,-0.17,,,,114000000.0,,,-31000000.0,,,0.0,,,,32000000.0,-60000000.0,,,,,,,,,
2011-09-30,,210000000.0,81000000.0,-232000000.0,,-242000000.0,247000000.0,,391000000.0,-32000000.0,-11000000.0,104718976.0,,,26000000.0,,97000000.0,,,-90000000.0,117000000.0,,308000000.0,,328000000.0,-252000000.0,,,,-5000000.0,-0.95,,104000000.0,,,-33000000.0,,190000000.0,104718976.0,,,-6000000.0,,287000000.0,,-159000000.0,-544000000.0,218000000.0,24000000.0,-55000000.0,,-53000000.0,-0.95,,,,349000000.0,,,-274000000.0,,,0.0,,,,-748000000.0,-27000000.0,,,,,,,,,
2011-12-31,405000000.0,3000000.0,24000000.0,-106000000.0,4869000000.0,-86000000.0,-36000000.0,285000000.0,122000000.0,1000000.0,-707000000.0,,13945000000.0,,-30000000.0,36000000.0,119000000.0,84000000.0,99000000.0,49000000.0,127000000.0,,218000000.0,57000000.0,-12000000.0,-66000000.0,15708000000.0,15030000000.0,225000000.0,,,225000000.0,107000000.0,,650000000.0,-14000000.0,128000000.0,173000000.0,,8508000000.0,,-28000000.0,,292000000.0,14402000000.0,425000000.0,-119000000.0,267000000.0,11000000.0,-45000000.0,,149000000.0,,,1078000000.0,678000000.0,-252000000.0,7430000000.0,,-85000000.0,,2374000000.0,1000000.0,0.0,-457000000.0,0.0,-83000000.0,-106000000.0,179000000.0,,,,,,,,
2012-03-31,329000000.0,117000000.0,203000000.0,29000000.0,5226000000.0,31000000.0,-12000000.0,232000000.0,-66000000.0,,-25000000.0,132827124.0,14888000000.0,,0.0,,117000000.0,183000000.0,100000000.0,97000000.0,126000000.0,,267000000.0,57000000.0,191000000.0,29000000.0,16568000000.0,15885000000.0,364000000.0,82000000.0,0.11,364000000.0,110000000.0,,758000000.0,13000000.0,,318000000.0,132827124.0,9153000000.0,,16000000.0,,435000000.0,,179000000.0,-47000000.0,364000000.0,8000000.0,-93000000.0,,280000000.0,0.11,,1270000000.0,683000000.0,139000000.0,7883000000.0,,44000000.0,,2448000000.0,13000000.0,0.0,,0.0,14000000.0,-664000000.0,199000000.0,,,,,,,,
2012-06-30,311000000.0,-27000000.0,91000000.0,8000000.0,5159000000.0,-3000000.0,-124000000.0,218000000.0,-132000000.0,-9000000.0,0.0,132884483.0,14400000000.0,,,,125000000.0,145000000.0,118000000.0,-12000000.0,117000000.0,,364000000.0,52000000.0,-33000000.0,8000000.0,15875000000.0,15257000000.0,352000000.0,56000000.0,0.03,352000000.0,104000000.0,,714000000.0,-16000000.0,,217000000.0,132884483.0,8847000000.0,,-38000000.0,,342000000.0,,92000000.0,44000000.0,352000000.0,9000000.0,-89000000.0,,209000000.0,0.03,,1150000000.0,618000000.0,125000000.0,7697000000.0,,-12000000.0,,2315000000.0,8000000.0,0.0,,0.0,-6000000.0,-288000000.0,198000000.0,,,,,,,,
2012-09-30,307000000.0,22000000.0,84000000.0,-66000000.0,5282000000.0,-59000000.0,-83000000.0,237000000.0,-204000000.0,-38000000.0,-4000000.0,132884483.0,14520000000.0,,,,116000000.0,130000000.0,121000000.0,-58000000.0,117000000.0,,235000000.0,49000000.0,1000000.0,-52000000.0,15933000000.0,15500000000.0,252000000.0,,-0.2,252000000.0,99000000.0,-28000000.0,568000000.0,-37000000.0,234000000.0,115000000.0,132884483.0,8982000000.0,,72000000.0,,231000000.0,14873000000.0,6000000.0,61000000.0,177000000.0,-6000000.0,-92000000.0,,119000000.0,-0.2,,1068000000.0,433000000.0,109000000.0,7914000000.0,-15000000.0,-97000000.0,,2427000000.0,10000000.0,0.0,-353000000.0,0.0,187000000.0,-582000000.0,195000000.0,,,,,,,,
2012-12-31,370000000.0,254000000.0,20000000.0,-24000000.0,5587000000.0,-64000000.0,-322000000.0,133000000.0,737000000.0,-12000000.0,-20000000.0,,15658000000.0,,248000000.0,138000000.0,128000000.0,106000000.0,113000000.0,42000000.0,123000000.0,,252000000.0,128000000.0,-302000000.0,-56000000.0,16925000000.0,16403000000.0,294000000.0,,,294000000.0,98000000.0,0.0,532000000.0,-14000000.0,23000000.0,177000000.0,,9095000000.0,,-72000000.0,,305000000.0,15658000000.0,42000000.0,-714000000.0,294000000.0,23000000.0,-58000000.0,,145000000.0,,,959000000.0,522000000.0,135000000.0,8136000000.0,,-76000000.0,,2358000000.0,11000000.0,0.0,-473000000.0,0.0,404000000.0,394000000.0,114000000.0,,,,,,,,
2013-03-31,326000000.0,-28000000.0,201000000.0,62000000.0,7056000000.0,85000000.0,-35000000.0,267000000.0,155000000.0,4000000.0,20000000.0,132919619.0,16813000000.0,,169000000.0,217000000.0,126000000.0,244000000.0,121000000.0,90000000.0,128000000.0,659000000.0,137000000.0,43000000.0,166000000.0,62000000.0,18292000000.0,17543000000.0,227000000.0,,0.466447,227000000.0,102000000.0,,174000000.0,1000000.0,31000000.0,311000000.0,132919619.0,10386000000.0,,6000000.0,,437000000.0,16813000000.0,171000000.0,-266000000.0,227000000.0,-2000000.0,-91000000.0,,319000000.0,0.466447,,711000000.0,749000000.0,140000000.0,9675000000.0,-228000000.0,89000000.0,,2395000000.0,12000000.0,0.0,,0.0,-3000000.0,-1007000000.0,193000000.0,,,,,,,,
2013-06-30,318000000.0,-25000000.0,229000000.0,44000000.0,6403000000.0,78000000.0,-66000000.0,240000000.0,-126000000.0,18000000.0,1000000.0,132937869.0,16287000000.0,,168000000.0,161000000.0,135000000.0,182000000.0,87000000.0,4000000.0,137000000.0,,227000000.0,37000000.0,163000000.0,44000000.0,17691000000.0,16994000000.0,231000000.0,,0.330982,231000000.0,106000000.0,,520000000.0,10000000.0,13000000.0,349000000.0,132937869.0,9927000000.0,,2000000.0,,484000000.0,16287000000.0,201000000.0,-93000000.0,231000000.0,4000000.0,-96000000.0,,339000000.0,0.330982,,948000000.0,697000000.0,148000000.0,8979000000.0,-15000000.0,96000000.0,,2377000000.0,11000000.0,0.0,,0.0,-12000000.0,-207000000.0,184000000.0,,,,,,,,
2013-09-30,314000000.0,161000000.0,225000000.0,10000000.0,6134000000.0,28000000.0,-56000000.0,216000000.0,-275000000.0,-6000000.0,17000000.0,133000000.0,16336000000.0,,,216000000.0,140000000.0,159000000.0,81000000.0,-46000000.0,133000000.0,821000000.0,231000000.0,35000000.0,169000000.0,10000000.0,17612000000.0,17027000000.0,185000000.0,,0.075188,185000000.0,105000000.0,0.0,520000000.0,-10000000.0,17000000.0,252000000.0,133000000.0,9733000000.0,,79000000.0,,392000000.0,16336000000.0,110000000.0,4000000.0,185000000.0,1000000.0,-95000000.0,,260000000.0,0.075188,,997000000.0,585000000.0,142000000.0,8736000000.0,0.0,22000000.0,,2414000000.0,9000000.0,0.0,,0.0,60000000.0,-341000000.0,174000000.0,,,,,,,,
2013-12-31,290000000.0,0.0,91000000.0,21000000.0,6106000000.0,24000000.0,-69000000.0,125000000.0,-17000000.0,-15000000.0,-12000000.0,,15710000000.0,,0.0,150000000.0,129000000.0,105000000.0,62000000.0,18000000.0,137000000.0,,185000000.0,105000000.0,22000000.0,21000000.0,16977000000.0,16373000000.0,203000000.0,,,203000000.0,97000000.0,0.0,517000000.0,-19000000.0,11000000.0,264000000.0,,9441000000.0,,-86000000.0,,393000000.0,15710000000.0,118000000.0,-53000000.0,203000000.0,40000000.0,-96000000.0,,243000000.0,,,898000000.0,604000000.0,146000000.0,8543000000.0,2000000.0,9000000.0,,2265000000.0,9000000.0,0.0,,0.0,14000000.0,-52000000.0,102000000.0,,,,,,,,
2014-03-31,,219000000.0,272000000.0,76000000.0,,125000000.0,-22000000.0,,340000000.0,10000000.0,23000000.0,265300000.0,,,,,130000000.0,,,24000000.0,126000000.0,,203000000.0,,250000000.0,76000000.0,,,,,0.286468,,101000000.0,0.0,,2000000.0,,350000000.0,265300000.0,,,22000000.0,,480000000.0,,213000000.0,-588000000.0,227000000.0,-8000000.0,-164000000.0,,362000000.0,0.286468,,,,137000000.0,,-540000000.0,135000000.0,,,11000000.0,,,,-26000000.0,-296000000.0,,,,,,,,,
2014-06-30,542000000.0,404000000.0,180000000.0,41000000.0,6566000000.0,72000000.0,-22000000.0,122000000.0,473000000.0,23000000.0,-11000000.0,143304151.0,16991000000.0,0.0,285000000.0,134000000.0,124000000.0,263000000.0,133000000.0,-2000000.0,129000000.0,,227000000.0,,158000000.0,41000000.0,18529000000.0,17810000000.0,225000000.0,,0.286105,225000000.0,102000000.0,,486000000.0,17000000.0,90000000.0,350000000.0,143304151.0,10026000000.0,,-57000000.0,,474000000.0,16991000000.0,208000000.0,-658000000.0,225000000.0,5000000.0,-103000000.0,,326000000.0,0.286105,,968000000.0,719000000.0,142000000.0,9058000000.0,-688000000.0,95000000.0,,2372000000.0,13000000.0,0.0,,7000000.0,52000000.0,-238000000.0,105000000.0,,,,,,,,
2014-09-30,232000000.0,219000000.0,188000000.0,-33000000.0,6828000000.0,-25000000.0,-78000000.0,121000000.0,510000000.0,-22000000.0,8000000.0,143330025.0,17364000000.0,0.0,0.0,226000000.0,132000000.0,178000000.0,90000000.0,-29000000.0,145000000.0,,225000000.0,,110000000.0,-33000000.0,18555000000.0,17872000000.0,196000000.0,,-0.230238,196000000.0,106000000.0,,494000000.0,-27000000.0,23000000.0,210000000.0,143330025.0,10285000000.0,,96000000.0,,342000000.0,17364000000.0,51000000.0,-716000000.0,196000000.0,5000000.0,-107000000.0,,204000000.0,-0.230238,,947000000.0,683000000.0,159000000.0,9338000000.0,-599000000.0,-47000000.0,,2332000000.0,14000000.0,0.0,,51000000.0,-39000000.0,-22000000.0,123000000.0,,,,,,,,
2014-12-31,304000000.0,-420000000.0,60000000.0,30000000.0,7422000000.0,31000000.0,-64000000.0,116000000.0,-24000000.0,-22000000.0,6000000.0,,18566000000.0,48000000.0,0.0,175000000.0,138000000.0,91000000.0,99000000.0,-46000000.0,148000000.0,728000000.0,196000000.0,0.0,-4000000.0,30000000.0,19849000000.0,19155000000.0,150000000.0,,,150000000.0,106000000.0,,256000000.0,-21000000.0,29000000.0,270000000.0,,10968000000.0,,-91000000.0,,408000000.0,18566000000.0,109000000.0,-75000000.0,150000000.0,-11000000.0,-106000000.0,,263000000.0,,,687000000.0,694000000.0,161000000.0,10281000000.0,-11000000.0,9000000.0,,2637000000.0,13000000.0,0.0,,48000000.0,25000000.0,-490000000.0,36000000.0,,,,,,,,
2015-03-31,256000000.0,286000000.0,232000000.0,29000000.0,7417000000.0,51000000.0,-36000000.0,175000000.0,375000000.0,-1000000.0,20000000.0,275700000.0,18361000000.0,66000000.0,,209000000.0,134000000.0,225000000.0,93000000.0,46000000.0,158000000.0,667000000.0,150000000.0,,196000000.0,29000000.0,19685000000.0,18963000000.0,196000000.0,,0.105187,196000000.0,105000000.0,-16000000.0,417000000.0,-6000000.0,40000000.0,307000000.0,275700000.0,11130000000.0,,7000000.0,,441000000.0,18361000000.0,135000000.0,-552000000.0,196000000.0,9000000.0,-115000000.0,,313000000.0,0.105187,,880000000.0,722000000.0,172000000.0,10250000000.0,-528000000.0,50000000.0,,2547000000.0,14000000.0,0.0,,0.0,28000000.0,-317000000.0,162000000.0,,,,,,,,
2015-06-30,251000000.0,31000000.0,164000000.0,17000000.0,7387000000.0,35000000.0,-70000000.0,165000000.0,-62000000.0,-1000000.0,-2000000.0,275700000.0,18521000000.0,13000000.0,0.0,190000000.0,134000000.0,218000000.0,258000000.0,-83000000.0,161000000.0,,196000000.0,,94000000.0,17000000.0,19982000000.0,19101000000.0,113000000.0,,0.061661,113000000.0,114000000.0,0.0,503000000.0,-6000000.0,37000000.0,324000000.0,275700000.0,11332000000.0,,-37000000.0,,458000000.0,18521000000.0,150000000.0,-188000000.0,113000000.0,3000000.0,-124000000.0,,309000000.0,0.061661,,1110000000.0,881000000.0,174000000.0,10222000000.0,-132000000.0,34000000.0,,2581000000.0,13000000.0,0.0,,238000000.0,14000000.0,-238000000.0,200000000.0,,,,,,,,
