date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2014-06-30,,,207021000.0,386179000.0,1666637000.0,89150000.0,9753807000.0,1836000.0,467156000.0,-215150000.0,-5783500000.0,317112801.0,34096000.0,150083000.0,92495000.0,1300583000.0,124651000.0,127804000.0,561699000.0,-4268000.0,-146711000.0,-41507000.0,102711000.0,402867000.0,-87646000.0,-375352000.0,23762200000.0,293990000,,1677614000,0.4,77774000.0,17978692000.0,940526000.0,,283847000.0,115987000.0,-55054000.0,451723000,,2241025000.0,15233830000.0,315950510.0,27515000.0,3519401000.0,2068475000.0,102711000.0,2802808000.0,127367000.0,25721970000.0,27790445000.0,882688000.0,-124563000.0,152207000.0,680169000.0,-166859000.0,370434000.0,-1915000.0,18036638000.0,513986000.0,127367000.0,129247000,0.4,34096000.0,-370275000.0,8147129000.0,4270050000.0,-48408000.0,5526000.0,281721000.0,807510000.0,-120581000.0,997445000.0,,,,
2014-09-30,,,363032000.0,390899000.0,1666767000.0,34096000.0,9890552000.0,-8142000.0,445962000.0,19000000.0,-5903300000.0,317554925.0,41706000.0,156428000.0,89738000.0,1292544000.0,-8893000.0,132043000.0,608639000.0,-68394000.0,91412000.0,-40172000.0,118693000.0,507354000.0,-97957000.0,-393450000.0,24157900000.0,440910000,,1892532000,0.74,126539000.0,18254600000.0,1028493000.0,,101936000.0,114722000.0,7610000.0,605980000,,2351421000.0,15162083000.0,316340691.0,113904000.0,3519401000.0,2101550000.0,,2929676000.0,234614000.0,25880751000.0,27982311000.0,863164000.0,-132238000.0,153210000.0,831809000.0,43506000.0,347596000.0,3842000.0,18091759000.0,518032000.0,234614000.0,236493000,0.74,41706000.0,-401787000.0,8166985000.0,4257996000.0,-53780000.0,11860000.0,333869000.0,848510000.0,-120799000.0,1060723000.0,,,,
2014-12-31,,,345928000.0,389728000.0,1666796000.0,41706000.0,9976815000.0,19049000.0,672493000.0,-5901000.0,-6009600000.0,318109809.0,38703000.0,38703000.0,89898000.0,1202408000.0,-55676000.0,100437000.0,868231000.0,378504000.0,-169001000.0,-74009000.0,112898000.0,231456000.0,234120000.0,-486251000.0,24656600000.0,430261000,,1881120000,0.69,122440000.0,18647000000.0,1063742000.0,,-247761000.0,,-3003000.0,594259000,,2448661000.0,16666779000.0,316721275.0,-254795000.0,3519401000.0,2692465000.0,112898000.0,3134381000.0,221609000.0,27085469000.0,29777975000.0,874387000.0,-101814000.0,158433000.0,819989000.0,214191000.0,349957000.0,973000.0,19801160000.0,515025000.0,221609000.0,223488000,0.69,38703000.0,-468579000.0,8606017000.0,4467473000.0,-14163000.0,5565000.0,349664000.0,856346000.0,-121027000.0,1061131000.0,,,,
2015-03-31,,,408359000.0,520525000.0,1668039000.0,38703000.0,10110405000.0,66000.0,747349000.0,-399575000.0,-6074900000.0,318491188.0,71027000.0,71027000.0,94843000.0,1249083000.0,-328299000.0,114730000.0,896467000.0,148193000.0,-13423000.0,-72414000.0,146603000.0,481815000.0,-84966000.0,-362586000.0,24885600000.0,497475000,,2513431000,0.8,153226000.0,18810708000.0,747650000.0,,-71761000.0,,32324000.0,667039000,,2569482000.0,16729578000.0,317090841.0,119229000.0,3519401000.0,2792691000.0,146603000.0,3111782000.0,253254000.0,27159074000.0,29951765000.0,870417000.0,-116735000.0,163837000.0,1018000000.0,-59496000.0,329393000.0,-1079000.0,19841360000.0,518065000.0,253254000.0,255133000,0.8,71027000.0,-364525000.0,8602067000.0,4574630000.0,68172000.0,5727000.0,281492000.0,1131434000.0,-134312000.0,1495431000.0,,,,
2015-06-30,,,332655000.0,403287000.0,1669167000.0,71027000.0,10185053000.0,4755000.0,709660000.0,-216377000.0,-6188800000.0,318559568.0,36469000.0,161299000.0,92259000.0,1232583000.0,204315000.0,313260000.0,598716000.0,28607000.0,-54890000.0,-72033000.0,101850000.0,373741000.0,-57014000.0,-377793000.0,25268000000.0,412015000,,1817061000,0.65,123268000.0,19079189000.0,804311000.0,,9405000.0,124830000.0,-34558000.0,588582000,,2644485000.0,16855901000.0,317613166.0,-4052000.0,3519401000.0,2449929000.0,101850000.0,2838985000.0,207507000.0,27430010000.0,29879939000.0,875985000.0,-291507000.0,163668000.0,815302000.0,-168680000.0,316817000.0,-6254000.0,19694886000.0,497919000.0,207507000.0,209387000,0.65,36469000.0,-351285000.0,8689647000.0,4606159000.0,-8128000.0,12899000.0,289561000.0,903578000.0,-134383000.0,1001759000.0,,,,
2015-09-30,,,381945000.0,433944000.0,1669313000.0,36469000.0,10294430000.0,-7590000.0,653892000.0,11677000.0,-6289100000.0,318405269.0,35781000.0,155483000.0,92534000.0,1244383000.0,-24458000.0,128592000.0,768551000.0,-23447000.0,125008000.0,-73546000.0,132107000.0,486035000.0,-44017000.0,-436906000.0,25695100000.0,469238000,,1933105000,0.74,144146000.0,19406025000.0,789487000.0,,87269000.0,119702000.0,-688000.0,642363000,,2747977000.0,16779903000.0,317452212.0,49129000.0,3519401000.0,2367688000.0,132107000.0,2971693000.0,235920000.0,27678338000.0,30046026000.0,872376000.0,-126802000.0,167884000.0,903182000.0,-5484000.0,324382000.0,3613000.0,19751596000.0,476778000.0,235920000.0,237799000,0.74,35781000.0,-442706000.0,8757498000.0,4612828000.0,-12664000.0,5241000.0,302225000.0,928064000.0,-134307000.0,1029923000.0,,,,
2015-12-31,,,303012000.0,416714000.0,1669313000.0,35781000.0,10352215000.0,-14293000.0,845843000.0,145453000.0,-6396700000.0,318543188.0,23947000.0,23947000.0,92785000.0,1389836000.0,108645000.0,242583000.0,813646000.0,338383000.0,-79685000.0,-66844000.0,115141000.0,82434000.0,406366000.0,-546854000.0,26289100000.0,385436000,,1691231000,0.57,119327000.0,19892400000.0,786308000.0,,-555059000.0,,-11834000.0,566264000,,2797355000.0,17238304000.0,317459769.0,-464420000.0,3519401000.0,2618786000.0,115141000.0,2989790000.0,181805000.0,27961482000.0,30580309000.0,871499000.0,-182070000.0,170467000.0,802150000.0,142042000.0,295243000.0,-4779000.0,20228094000.0,516478000.0,181805000.0,183685000,0.57,23947000.0,-500634000.0,8805574000.0,5147678000.0,-13268000.0,10361000.0,336476000.0,775480000.0,-134308000.0,889081000.0,,,,
2016-03-31,,,392335000.0,492104000.0,1669392000.0,23947000.0,10438499000.0,5494000.0,919311000.0,-391453000.0,-6513800000.0,318481050.0,50966000.0,50966000.0,98212000.0,1148383000.0,-133965000.0,136805000.0,782418000.0,141132000.0,35920000.0,-65175000.0,137175000.0,499964000.0,-48345000.0,-431472000.0,26610500000.0,488536000,,2055635000,0.77,146302000.0,20096693000.0,663113000.0,,-78307000.0,,27019000.0,664533000,,2900351000.0,17680062000.0,317517141.0,68492000.0,3519401000.0,2590547000.0,137175000.0,2593914000.0,244153000.0,28121928000.0,30712475000.0,869220000.0,-135427000.0,173986000.0,980640000.0,-76317000.0,299400000.0,-13855000.0,20273976000.0,502948000.0,244153000.0,246033000,0.77,50966000.0,-424600000.0,9144687000.0,5284255000.0,-22748000.0,2011000.0,359225000.0,890977000.0,-143037000.0,1074995000.0,,,,
2016-06-30,,,330968000.0,441788000.0,1669392000.0,50966000.0,10509408000.0,-8485000.0,863360000.0,-202500000.0,-6617400000.0,318476699.0,38726000.0,38726000.0,100492000.0,945883000.0,57214000.0,190776000.0,765509000.0,109719000.0,-62822000.0,-65364000.0,119667000.0,478474000.0,-48492000.0,-437696000.0,27065900000.0,423422000,,1767184000,0.64,125439000.0,20448475000.0,592377000.0,,74012000.0,,-12240000.0,607967000,,2962843000.0,18069486000.0,317785495.0,40778000.0,3519401000.0,2415284000.0,119667000.0,2303769000.0,203649000.0,28467379000.0,30882663000.0,875270000.0,-186817000.0,176506000.0,865210000.0,-75679000.0,319175000.0,-2956000.0,20373255000.0,518750000.0,203649000.0,205529000,0.639447,38726000.0,-442222000.0,9435924000.0,5398926000.0,66678000.0,8038000.0,292547000.0,806340000.0,-143036000.0,901974000.0,,,,
2016-09-30,,,423645000.0,539293000.0,1669392000.0,38726000.0,10637384000.0,-6472000.0,752378000.0,-32500000.0,-6728100000.0,318577079.0,40056000.0,40056000.0,99865000.0,1108383000.0,-114703000.0,116628000.0,846350000.0,50562000.0,34181000.0,-65617000.0,149121000.0,671930000.0,-175800000.0,-490003000.0,27536000000.0,509869000,,2039706000,0.83,156446000.0,20807943000.0,687295000.0,,185655000.0,,1330000.0,704799000,,3087006000.0,17802925000.0,317787836.0,181927000.0,3519401000.0,2414652000.0,149121000.0,2642028000.0,265319000.0,28667685000.0,31082337000.0,875589000.0,-114953000.0,181289000.0,1049162000.0,30483000.0,344653000.0,-263000.0,20444953000.0,525809000.0,265319000.0,267199000,0.83,40056000.0,-494800000.0,9235128000.0,5442856000.0,-18505000.0,13641000.0,311051000.0,963279000.0,-143037000.0,990544000.0,,,,
2016-12-31,,,357870000.0,481708000.0,1669392000.0,40056000.0,10711734000.0,46414000.0,887625000.0,414000000.0,-6722400000.0,318282127.0,30251000.0,30251000.0,102393000.0,1922383000.0,48755000.0,215129000.0,884521000.0,165050000.0,87306000.0,-65282000.0,127697000.0,524684000.0,254697000.0,-617696000.0,28072900000.0,438032000,,1776604000,0.72,126811000.0,21350500000.0,831701000.0,,-113814000.0,,-9805000.0,643948000,,3175171000.0,17702834000.0,317510251.0,-93012000.0,3519401000.0,2477672000.0,127697000.0,3638605000.0,229179000.0,29575491000.0,32053173000.0,853260000.0,-433033000.0,183685000.0,919740000.0,107387000.0,522260000.0,-16408000.0,21341439000.0,544642000.0,229179000.0,231059000,0.72,30251000.0,-789186000.0,8829354000.0,5607207000.0,-17670000.0,22231000.0,328721000.0,847301000.0,-142895000.0,856864000.0,,,,
2017-03-31,,,419167000.0,512202000.0,1669392000.0,30251000.0,10804196000.0,-11281000.0,875037000.0,-323000000.0,-6858800000.0,318124536.0,45763000.0,45763000.0,103429000.0,1749383000.0,-50251000.0,154772000.0,745856000.0,141398000.0,-151490000.0,-62141000.0,146158000.0,436502000.0,108767000.0,-523560000.0,28500700000.0,509019000,,2105135000,0.82,157829000.0,21641898000.0,838526000.0,,38323000.0,,15512000.0,709401000,,3284108000.0,18217215000.0,317463151.0,-87058000.0,3519401000.0,2511399000.0,146158000.0,3333765000.0,259458000.0,29843777000.0,32355176000.0,848776000.0,-149688000.0,186805000.0,1021221000.0,-57701000.0,556193000.0,-15832000.0,21550980000.0,561585000.0,259458000.0,261338000,0.82,45763000.0,-529757000.0,9267891000.0,5758603000.0,-33058000.0,13577000.0,361779000.0,879451000.0,-152401000.0,1083914000.0,,,,
2017-06-30,,,369901000.0,454706000.0,1669392000.0,45763000.0,10885523000.0,231000.0,870393000.0,-38000000.0,-6969400000.0,317947194.0,24638000.0,24638000.0,107329000.0,2421383000.0,54159000.0,219081000.0,587174000.0,128107000.0,3693000.0,-62935000.0,116398000.0,471468000.0,156178000.0,-623392000.0,29040900000.0,455687000,,1762811000,0.72,137272000.0,22071496000.0,777152000.0,,-42555000.0,,-21125000.0,667111000,,3364336000.0,17987608000.0,317391365.0,-151924000.0,3519401000.0,2330814000.0,116398000.0,3785709000.0,230749000.0,30328026000.0,32658840000.0,860579000.0,-244691000.0,189881000.0,910393000.0,-110520000.0,590688000.0,-3422000.0,21773317000.0,565460000.0,230749000.0,232629000,0.72,24638000.0,-648771000.0,8899021000.0,5900052000.0,75483000.0,21543000.0,286296000.0,833945000.0,-152400000.0,852418000.0,,,,
2017-09-30,,,415068000.0,533712000.0,1669392000.0,24638000.0,10998037000.0,873000.0,746142000.0,-190500000.0,-7112900000.0,317949396.0,125761000.0,125761000.0,108719000.0,975935000.0,-111381000.0,146811000.0,943984000.0,105358000.0,23441000.0,-63615000.0,129205000.0,584165000.0,-23475000.0,-495328000.0,29650200000.0,502603000,,1988512000,0.82,152818000.0,22537304000.0,700512000.0,,99501000.0,,101123000.0,718253000,,3474185000.0,19545152000.0,317393029.0,88837000.0,3519401000.0,2403470000.0,129205000.0,2620431000.0,260370000.0,30760150000.0,33163620000.0,881056000.0,-111923000.0,194466000.0,1036315000.0,71670000.0,627289000.0,19425000.0,22165583000.0,570255000.0,260370000.0,262250000,0.82,125761000.0,-459567000.0,10468193000.0,6001589000.0,-18739000.0,21184000.0,305035000.0,919959000.0,-152400000.0,952197000.0,,,,
2017-12-31,,,370270000.0,520761000.0,1669392000.0,125761000.0,11086242000.0,35698000.0,741868000.0,-120690000.0,-7133800000.0,318105193.0,38165000.0,38165000.0,102278000.0,1637718000.0,-9682000.0,312239000.0,1085034000.0,116767000.0,195067000.0,-66403000.0,89074000.0,512799000.0,971984000.0,-705825000.0,30751300000.0,450844000,,1895494000,0.75,130971000.0,23617463000.0,866293000.0,,-201647000.0,,-87596000.0,675199000,,3561084000.0,21545099000.0,317396842.0,-193026000.0,4427266000.0,2487099000.0,89074000.0,3589045000.0,237419000.0,33733287000.0,36220386000.0,1073501000.0,-336839000.0,202650000.0,971605000.0,152618000.0,605692000.0,-4925000.0,25134144000.0,585419000.0,237419000.0,239299000,0.75,38165000.0,-1572379000.0,11775889000.0,3297518000.0,-32909000.0,21704000.0,223063000.0,925083000.0,-152401000.0,923889000.0,,,,
2018-03-31,,,355192000.0,566134000.0,1669392000.0,85890000.0,11183714000.0,-5200000.0,683211000.0,-390223000.0,-7227500000.0,317992999.0,303810000.0,303810000.0,121129000.0,2146593000.0,-156888000.0,145438000.0,984343000.0,88481000.0,-273932000.0,-63130000.0,134241000.0,177714000.0,578730000.0,-607334000.0,31186200000.0,442532000,,2287962000,0.85,83766000.0,23958688000.0,965082000.0,,15488000.0,,276725000.0,725781000,,3670603000.0,21760251000.0,317397052.0,-429620000.0,4427266000.0,2771436000.0,,4096018000.0,269546000.0,34268547000.0,37039983000.0,1053765000.0,-143264000.0,249460000.0,1008666000.0,-61571000.0,646626000.0,-19140000.0,25856269000.0,580446000.0,269546000.0,271426000,0.85,362615000.0,-479719000.0,12015992000.0,3389606000.0,-26956000.0,33789000.0,264171000.0,1086282000.0,-161907000.0,1279296000.0,,,,
2018-06-30,,,315099000.0,514729000.0,1669392000.0,362615000.0,11273223000.0,-8922000.0,590898000.0,-568698000.0,-7363100000.0,317885187.0,64154000.0,64154000.0,126404000.0,1608833000.0,103965000.0,170814000.0,1010389000.0,73402000.0,22331000.0,-60988000.0,101955000.0,520421000.0,-93760000.0,-644344000.0,31840000000.0,391354000,,1853856000,0.76,70452000.0,24476890000.0,910333000.0,,-36072000.0,,-240765000.0,676846000,,3753343000.0,22441566000.0,317344596.0,-123923000.0,4427266000.0,2277590000.0,,3529555000.0,242767000.0,34966754000.0,37244344000.0,13078655000.0,-171142000.0,235343000.0,906083000.0,-18488000.0,680718000.0,1182000.0,25971121000.0,576440000.0,242767000.0,244647000,0.76,121850000.0,-667426000.0,604936000.0,3473870000.0,92565000.0,50149000.0,171601000.0,967590000.0,-161907000.0,947773000.0,,,,
2018-09-30,,,357538000.0,618638000.0,1669392000.0,121850000.0,11408778000.0,-9283000.0,436704000.0,-124044000.0,-7390800000.0,317967311.0,59092000.0,59092000.0,125201000.0,1506842000.0,-159403000.0,89024000.0,1162060000.0,-91481000.0,67413000.0,-59582000.0,129965000.0,709527000.0,-138354000.0,-633403000.0,32358500000.0,466021000,,2271425000,0.91,66278000.0,24967702000.0,961370000.0,,132197000.0,,12755000.0,784121000,,3882695000.0,22476619000.0,317360110.0,76124000.0,4427266000.0,2153371000.0,,3630272000.0,289380000.0,35362298000.0,37515669000.0,13245555000.0,-81871000.0,301382000.0,1084659000.0,7468000.0,664739000.0,-2403000.0,26106891000.0,585960000.0,289380000.0,291260000,0.91,134605000.0,-558418000.0,583331000.0,3386324000.0,-20907000.0,16718000.0,192508000.0,1091589000.0,-161907000.0,1186766000.0,,,,
2018-12-31,,,301661000.0,574585000.0,1669392000.0,134605000.0,11486817000.0,30159000.0,514779000.0,-346675000.0,-7462900000.0,318130237.0,108068000.0,108068000.0,126072000.0,1799651000.0,70893000.0,640473000.0,1119995000.0,104410000.0,30296000.0,-60000000.0,106218000.0,376316000.0,383321000.0,-638290000.0,33073300000.0,400023000,,2034958000,0.73,68475000.0,25610400000.0,1193236000.0,,-332918000.0,,74719000.0,713503000,,3953974000.0,22641557000.0,317379717.0,-261974000.0,4427266000.0,2292224000.0,,4112882000.0,231306000.0,35949004000.0,38241256000.0,1196336000.0,-717260000.0,285771000.0,974608000.0,50507000.0,862693000.0,-8096000.0,26754439000.0,417508000.0,231306000.0,233186000,0.73,209324000.0,-684918000.0,12832074000.0,3506030000.0,-45533000.0,27710000.0,238042000.0,994055000.0,-161908000.0,1060350000.0,,,,
2019-03-31,,-249138000.0,393951000.0,610613000.0,1669392000.0,209324000.0,11637434000.0,4893000.0,507255000.0,-280942000.0,-7578200000.0,318316082.0,35145000.0,35145000.0,131734000.0,2326559000.0,-155823000.0,234497000.0,1006774000.0,18085000.0,-208579000.0,-57804000.0,,371724000.0,393284000.0,-618418000.0,33611000000.0,494700000,,2415792000,0.97,83393000.0,26032781000.0,1226029000.0,26109000.0,-37977000.0,,-100952000.0,811594000,,4092895000.0,22744211000.0,317624593.0,-246694000.0,4427266000.0,2300864000.0,,4559362000.0,308678000.0,36640143000.0,38941007000.0,1259400000.0,-237794000.0,285909000.0,1105313000.0,-69832000.0,463788000.0,-9676000.0,27303573000.0,1126881000.0,308678000.0,310558000,0.97,108372000.0,-865960000.0,12846057000.0,3543052000.0,-39063000.0,30985000.0,277104000.0,1140348000.0,-171637000.0,1310479000.0,,,,
2019-06-30,,-16817000.0,64149000.0,544949000.0,1699292000.0,108372000.0,11954593000.0,-838000.0,515265000.0,-181222000.0,-7721000000.0,320388490.0,20578000.0,20578000.0,132705000.0,1551499000.0,162180000.0,114407000.0,903431000.0,18450000.0,-80485000.0,-53641000.0,,496587000.0,233667000.0,-703059000.0,34025400000.0,390632000,,1884495000,0.1,30815000.0,26304446000.0,1057191000.0,400793000.0,24765000.0,,58791000.0,454883000,,3954492000.0,23529192000.0,319664998.0,-206472000.0,4427266000.0,2131697000.0,,3512121000.0,31454000.0,36864209000.0,38995906000.0,1264061000.0,-65156000.0,258029000.0,935581000.0,-142521000.0,578385000.0,-1006000.0,27041313000.0,1149936000.0,31454000.0,33334000,0.1,167163000.0,-671463000.0,13600907000.0,3549922000.0,102981000.0,-193778000.0,174124000.0,964314000.0,-155468000.0,948914000.0,,,,
2019-09-30,,,400990000.0,605250000.0,1699292000.0,167163000.0,12121614000.0,-3151000.0,538162000.0,394932000.0,-7792700000.0,326008342.0,22688000.0,22688000.0,135216000.0,1608776000.0,-19855000.0,,892106000.0,-23575000.0,259398000.0,-52017000.0,,-721793000.0,-650329000.0,,34704600000.0,509238000,,2175797000,0.98,80226000.0,26911877000.0,1248028000.0,,20921000.0,,13450000.0,832659000,,4100220000.0,23854870000.0,324037169.0,446929000.0,4427266000.0,2220905000.0,,3748910000.0,318884000.0,37504489000.0,39725394000.0,1290704000.0,,-474218000.0,1114488000.0,143977000.0,606295000.0,6536000.0,27603780000.0,1266491000.0,318884000.0,320764000,0.98,24012000.0,1385572000.0,13980287000.0,3604791000.0,-50373000.0,26968000.0,204012000.0,993396000.0,75105000.0,1061309000.0,,,,
