date,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyEbitda,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness
2001-09-30,,73404683.0,,,,91648431.0,298901860.5,56439654.0,58717534.0,238230009.0,0.0,,117005377.0,790546019.5,,0.145862,32930897.0,975864.5,752984296.0,-445289301.0,,,11552475.5,253416738.5,,,32930897.0,43831070.5,,,0.0,,,,190787981.0,,1198273597.0,137094725.5,339323876.5,1090843081.5,1430166958.0,,298190023.0,0.145862,,57648483.5,,0.0,67443720.0,,126758845.0,99139550.0,,10576611.0,10576611.0,,58717534.0,355838506.5,-1426263.5,67443720.0,22154971.5,0.0,0.0,,,117005377.0,36824001.0,,18184212.5,,10576611.0,,,492933232.0,337858785.5,,
2001-12-31,,12421982.7,,,,110020788.8,563285476.5,63387178.5,91270094.3,245028195.3,0.0,,139855872.9,808313671.8,,,18750694.5,-7067328.2,775562274.9,-487211573.1,,,10977041.7,,,,18750694.5,77244342.6,,,249619382.4,,,,242975857.2,,1262773848.0,171478632.0,376189377.0,1125962510.4,1502151887.4,,303533899.2,,,69134871.0,,102322860.3,,,148859430.0,132955068.4,,18044369.9,18044369.9,,89382064.4,372668770.2,-14169160.1,,21855165.3,139855872.9,-158397116.1,,,139855872.9,30847110.9,,37348458.9,,18044369.9,,,544147402.2,109150422.3,,
2002-03-31,,61873407.2,,,,107318488.8,536293463.2,69812016.8,72067760.0,235471923.2,0.0,,2427545.6,788256185.6,,0.2403,35250728.8,6840859.2,706893246.4,-468099066.4,,,23333889.6,16493030.4,,,35250728.8,69633520.8,,,0.0,,,,199665625.6,,1174992312.8,180200636.8,438064883.2,1030580124.0,1468645007.2,,280024524.8,0.2403,224806787.2,72971396.0,,0.0,67443720.0,,136196910.4,92347136.8,,16493030.4,16493030.4,,65093028.8,352995920.8,-7780194.4,67443720.0,12760232.8,0.0,0.0,,,227234332.8,40755099.2,,20933118.4,,16493030.4,,,533196557.6,100151874.4,,
2002-06-30,,14197815.8,,,,90569055.4,462863067.0,54913956.8,65173271.6,313392151.0,0.0,,5626430.0,805208003.4,,0.193083,25395783.8,4218450.2,672031777.6,-575808846.2,,,16604830.0,28952785.4,,,25395783.8,46002240.6,,,0.0,,,,197899383.0,,1247840623.8,136804587.0,450523345.4,997741693.4,1448265038.8,,280042516.4,0.193083,260956568.0,75045597.8,,0.0,67443720.0,,127146339.6,107330327.6,,12386379.8,12386379.8,,60724275.0,355088114.2,-5401372.8,67443720.0,8382008.4,0.0,0.0,,,266582998.0,35888389.6,,32671718.4,,12386379.8,,,491892701.2,320102698.0,,
2002-09-30,,21701916.84,,,,95829560.4,454315153.62,61582274.88,64619495.92,307604659.96,0.0,,9687687.8,807803545.72,,0.236956,31210064.48,8210221.9,623340993.0,-784728894.74,,,25677983.3,45887472.56,,,31210064.48,55642487.92,,,0.0,,,,214644001.7,,1408069887.74,353308851.94,533339006.96,930466879.2,1463805886.16,,72676360.6,0.236956,341825762.54,77284558.04,,0.0,68594000.0,,131595456.44,118814441.3,,17467761.4,17467761.4,,58335590.32,149960918.64,-6340011.9,68594000.0,8954565.48,0.0,0.0,,,351513450.34,236084089.14,,70349819.36,,17467761.4,,,503269770.58,101380343.68,,
2002-12-31,,46991110.5,,,,114343948.28,520665044.16,123677770.98,75331698.26,324665210.76,0.0,,11146893.18,845330254.92,,,39012250.02,377705.72,655949884.92,-666795893.4,,,20263628.58,,,,39012250.02,112226453.28,,,431291668.8,,,,285516901.92,,1322745778.32,484070385.0,705790550.52,942094774.44,1647885324.96,,72920292.0,,421688137.14,85975148.16,,363553673.28,,,165801628.98,171172953.64,,19885922.86,19885922.86,,86675382.5,158895440.16,-36741461.84,,15571668.18,11146893.18,-355953679.74,,,432835030.32,248166160.74,,-19519882.4,,19885922.86,,,642965825.16,101472480.12,,
2003-03-31,,64043704.29,,,,127670251.5,508881175.05,81187514.61,87505425.87,342277384.14,0.0,,3899073.03,880023137.79,,0.402691,40164825.63,9126993.21,618035034.87,-633708702.9,,,37988207.64,28861214.43,,,40164825.63,109328796.66,,,0.0,,,,248322844.38,,1251743737.77,453123421.47,771875164.8,872847363.18,1644722527.98,,61712334.48,0.402691,487710453.24,83212744.95,,0.0,68594000.0,,156050389.62,120652592.88,,28861214.43,28861214.43,,76662705.96,144925079.43,-10711517.28,68594000.0,6075691.02,0.0,0.0,,,491609526.27,262607110.2,,27380979.63,,28861214.43,,,598048500.9,88629058.65,,
2003-06-30,,59682184.8,,,,110123348.64,468803774.4,112611643.2,74541020.16,363455568.0,0.0,,2579087.52,881713132.8,,0.295361,35582328.48,7850753.76,581341648.32,-746235850.08,,,29082120.0,49453790.4,,,35582328.48,97880485.44,,,0.0,,,,255675812.64,,1327577498.4,459313072.8,823214093.76,817536696.48,1640750790.24,,56393777.28,0.295361,524652793.92,76075988.64,,0.0,71296000.0,,164809083.36,145552464.0,,21231366.24,21231366.24,,72577622.4,132469765.92,-10937714.4,71296000.0,8477792.64,0.0,0.0,,,527231881.44,248820944.16,,32271222.72,,21231366.24,,,591782838.72,81078113.28,,
2003-09-30,,31559138.8,,,,120260278.32,472311005.04,108414753.72,75715899.0,366172790.48,0.0,,8712752.16,914549708.8,,0.347122,44544379.32,11776100.28,602588634.2,-799736346.92,,,38018493.24,76065913.28,,,44544379.32,109389586.88,,,0.0,,,,260644931.4,,1402324981.12,481451873.84,862709990.52,825701042.6,1688411033.12,,43225317.24,0.347122,573809360.88,74093105.52,,0.0,71296000.0,,180367276.04,140384653.08,,26242392.96,26242392.96,,78070540.52,117318422.76,-8061899.16,71296000.0,12690187.16,0.0,0.0,,,582522113.04,263647533.24,,23066230.32,,26242392.96,,,598770296.6,75041904.56,,
2003-12-31,,34157527.63,,,,320807175.64,555568335.2,196436799.45,136289456.46,367671638.95,0.0,,20597228.63,923242859.32,,,184517719.18,13572399.96,674151707.37,-849691220.51,,,57820960.85,,,,184517719.18,177642802.07,,,350842442.34,,,,320743038.32,,1523842927.88,416658940.38,749598902.87,880501950.94,1630100853.81,,39272934.04,,396431013.51,74131557.98,,350842442.34,,,229890345.6,-64137.32,,44248560.89,44248560.89,,59942277.86,113404492.02,23400654.23,,16174263.02,20597228.63,-65943445.52,,,417028242.14,42579338.86,,-13815011.76,,44248560.89,,,530063432.4,67461044.94,,
2004-03-31,,39756725.3,,,,152190365.99,556287219.54,179290379.98,105617374.75,368147855.4,0.0,,4760382.84,956767456.2,,0.39887,46572991.24,14307209.01,667915880.65,-900497067.07,,,54200027.98,32332381.26,,,46572991.24,180248826.89,,,0.0,,,,314888900.67,,1568412947.72,391454620.29,776420178.57,858363045.96,1634783224.53,,35048463.44,0.39887,413496003.61,66929129.54,,0.0,71296000.0,,241155087.63,162698534.68,,32332381.26,32332381.26,,98902455.16,101977592.98,-6691754.71,71296000.0,20159236.82,0.0,0.0,,,418256386.45,31915413.42,,10302580.38,,32332381.26,,,493432213.27,64407053.23,,
2004-06-30,,34814112.15,,,,141826245.27,347801772.6,217513389.93,113246897.91,120956287.92,0.0,7289831.37,4861944.24,973382214.78,,0.248959,28579347.36,5753506.35,685864231.77,-948813354.42,,,27968519.34,50254487.1,,,28579347.36,133586236.98,,,0.0,,,,340576726.02,,1634677586.19,390238895.04,766502785.38,877309456.2,1643812241.58,,30155777.25,0.248959,378522103.02,60413359.17,,0.0,72752000.0,,263273046.6,198750480.75,,17966981.76,17966981.76,,117353019.6,90569136.42,-2051518.35,72752000.0,24880444.35,0.0,0.0,,,383384047.26,31849436.76,,11738386.95,,17966981.76,,,480808031.46,73894765.47,,
2004-09-30,,129985523.04,,,,604157017.66,713404794.02,432824682.81,366290602.28,886021084.78,0.0,,14815535.79,2013099887.38,,1.051757,237866415.38,48593012.87,1453277953.08,-2000757896.94,,,234263331.98,413674008.58,,,237866415.38,211821269.66,,,0.0,,,,1160058454.07,,3454035850.02,706604689.0,1527461436.86,1708956754.57,3236418191.43,,39997085.33,1.051757,643041722.48,76639871.59,,0.0,140502000.0,,556996659.38,555901436.41,,150880547.17,150880547.17,,378192215.86,116636956.92,-27883862.09,140502000.0,48844656.79,0.0,0.0,,,657857258.27,61958736.53,,29453777.0,,150880547.17,,,823241645.92,79150591.61,,
2004-12-31,,0.0,,,,370791150.0,1136003000.0,702383000.0,249988600.12,884504000.0,0.0,,89873000.0,2020507000.0,,,191845549.88,39283877.63,1597172000.0,-2108633000.0,,,127245287.59,,,,120802549.88,21238000.0,,,892216000.0,,,,744588752.7,,3705805000.0,1086605000.0,1716347000.0,1879809000.0,3596156000.0,,41220000.0,,766459000.0,26005000.0,,217723000.0,,666000.0,595935000.0,373797602.7,,64502620.81,134615620.81,,235762139.87,95439000.0,-23196305.29,,47200000.0,89873000.0,-721792000.0,,,856332000.0,62206000.0,,18643791.4,,-111397379.19,,40580000.0,1182044000.0,31796000.0,,
2005-03-31,,100403131.22,,,,351184020.32,1021414835.77,421353543.66,214761672.93,1000979650.79,0.0,,688583501.83,2116098913.95,,0.600454,136422347.39,32988913.72,1561193133.15,-2239751273.13,,,136756081.14,93704427.39,,,136422347.39,314318455.36,,,0.0,,,,659636771.29,,3800944406.28,778192348.64,1587219025.91,1810858016.59,3398077042.5,,36019216.17,0.600454,,52310762.91,,0.0,140501018.0,,582645730.1,308452750.97,,84367892.0,84367892.0,,213266545.73,88329979.08,-17658520.18,140501018.0,36820177.17,0.0,0.0,,,688583501.83,42520349.62,,18261910.8,,84367892.0,,,866522327.72,105539961.1,,
2005-06-30,,142589601.0,,,,450020529.0,958304403.0,455465745.0,240920505.0,1461094110.0,0.0,,733024908.0,2591181558.0,,0.412354,339661665.0,27107199.0,1567550880.0,-1955473569.0,,,101710854.0,171785376.0,,,209100024.0,232894872.0,,,0.0,,,,714034251.0,,3523024449.0,732255678.0,1672907418.0,1813345506.0,3486252924.0,,115780770.0,0.412354,,47034918.0,,0.0,175915360.0,,641062296.0,264013722.0,,72536058.0,72536058.0,,197981154.0,162815688.0,-38153808.0,175915360.0,37379916.0,0.0,0.0,,,733024908.0,43895061.0,,15240078.0,,72536058.0,,,895071366.0,120281931.0,,
2005-09-30,,123532695.0,,,,387458032.5,974433240.0,572400675.0,245501685.0,1475899177.5,0.0,,883963327.5,2732821740.0,,0.551418,141956347.5,37299487.5,1609504627.5,-1868647522.5,,,134344980.0,282489322.5,,,141956347.5,239264685.0,,,0.0,,,,738024210.0,,3478152150.0,836098807.5,1881117067.5,1845243180.0,3726360247.5,,111611115.0,0.551418,,45828585.0,,0.0,175915298.0,,692516385.0,350566177.5,,97045492.5,97045492.5,,242632665.0,157439700.0,-29788357.5,175915298.0,50911740.0,0.0,0.0,,,883963327.5,24433447.5,,25478145.0,,97045492.5,,,993538507.5,172555515.0,,
2005-12-31,,0.0,,,,447252350.0,1273868000.0,1068424000.0,342328795.0,1472075000.0,0.0,,30124000.0,2745943000.0,,,258727555.0,32613120.0,1804637000.0,-2569273000.0,,,176931242.5,,,,104923555.0,18947000.0,,,826677000.0,,,,798189647.5,,4373910000.0,1480077000.0,2313439000.0,2071624000.0,4385063000.0,,105076000.0,,1251644000.0,2962000.0,,490563000.0,,1762000.0,723335000.0,350937297.5,,144374000.0,165838000.0,,270864415.0,159043000.0,55186660.0,,81880000.0,30124000.0,-821299000.0,,,1281768000.0,23945000.0,,19535460.0,,-131985000.0,,29961000.0,1639120000.0,30984000.0,,
2006-03-31,,279510737.01,,,,1381361137.26,-333672092.79,1901918491.56,1410335782.47,7517723610.48,0.0,,904170834.21,8328492180.75,,-0.32948,522549511.17,37229113.38,9435053497.41,-2399423121.51,,,-115787299.35,950765048.67,,,-28974645.21,455078016.39,,,0.0,,,,2149332155.67,,11834476618.92,3252101173.71,3500204346.66,10225719393.81,13725923740.47,,1665814081.62,-0.32948,,479516304.39,,0.0,464518000.0,108331439.52,1846559223.27,767971018.41,,-153014230.74,-153014230.74,,858811626.09,2145330386.01,914253.81,464518000.0,149741245.74,0.0,0.0,,,904170834.21,786773226.24,,136374375.0,,-153014230.74,,,5397431559.72,681730045.65,,
2006-06-30,,209293000.0,,,,2320561000.0,1273868000.0,1748334000.0,2445879000.0,7455859000.0,0.0,,1096880000.0,8342409000.0,,-4.154759,516037000.0,100165000.0,9165897000.0,,,,-148797000.0,-387318000.0,,,-125318000.0,59486000.0,,,0.0,,,,3201785000.0,,,3233761000.0,3753319000.0,9991807000.0,13745126000.0,,2019174000.0,-4.154759,,-1000.0,,0.0,464518000.0,106508000.0,1905638000.0,881224000.0,,-248962000.0,-248962000.0,7518000.0,1769886000.0,2168956000.0,39533000.0,464518000.0,216179000.0,0.0,0.0,,,1096880000.0,899701000.0,,101929000.0,,-248962000.0,,253757000.0,5402717000.0,82393000.0,,
2006-09-30,,19002020.5,,,,1246924571.0,99399844.0,1812571646.0,1227788413.5,7562869064.0,0.0,,1102164786.0,8418587401.5,,0.043919,19136157.5,-454335.0,9043150908.5,-2586427470.5,,,20027519.5,620186746.5,,,19136157.5,701815601.5,,,-429744659.0,,,,2764202265.5,,11629578379.0,3434554086.5,4105353752.0,9877573915.5,13982927667.5,,1980595546.5,0.043919,,149190633.0,,-1317770542.0,465942000.0,,2213645603.0,1517277694.5,,20481854.5,20481854.5,,1180245501.0,2129786179.5,33772235.0,465942000.0,188230990.5,1102164786.0,-888025883.0,,,1102164786.0,920166839.0,,151946932.0,,20481854.5,,,5564340266.0,792100620.0,,
2006-12-31,499480547.5,15562985.0,22563702.0,,,1272678975.5,237861182.5,2636471592.5,1161156012.5,0.0,1102164786.0,,439800402.5,7867321360.0,,,691969543.0,30867480.5,7168498977.5,-6599396570.0,,,112827691.0,,,,111522963.0,1148720172.5,-742353208.0,-1350583052.0,2197480534.0,,,15348884.5,2845535471.0,1738367579.0,13767895547.5,4125129325.0,4432283962.5,9733506230.0,14165790192.5,,1875137105.0,,750791407.5,298202402.5,604024821.5,846897482.0,,46612185.0,2499778342.5,1572856495.5,580446580.0,81960210.5,81960210.5,,723339704.5,2173339507.5,-74660224.0,,163712025.0,439800402.5,-851102504.5,,,1190591810.0,293325375.0,334624249.0,-159068107.5,,81960210.5,904543.0,2156714537.5,6298468832.5,378934587.5,,
2007-03-31,0.0,21449381.7,47955115.2,596855222.4,,1312849448.4,98574174.9,1640485822.5,1294347891.0,7500017917.8,440120659.2,,343945062.9,7853623122.3,,-0.041656,599782475.7,36776833.8,6914020069.2,-7063118677.2,,,17345467.2,120029727.9,,178556280.0,18501557.4,1209290920.2,-186196349.4,-828455883.0,321621413.7,,,12591509.1,2838370123.2,-484728872.7,13977138746.4,3122799168.9,3727105207.5,9381982595.1,13109087802.6,,1815750742.5,-0.041656,165164559.0,316914768.9,-96175596.3,-506834469.3,465942972.0,,2507592557.4,1525520674.8,581280918.3,-19431366.6,-19431366.6,,1171493764.8,2132665511.4,-60861360.6,465942972.0,115876443.0,343945062.9,-231600660.6,,,509109621.9,273022426.2,-213498180.6,97712250.0,,-19431366.6,-170739.3,1857417303.0,5255464680.3,593757229.8,,
2007-06-30,,50997969.8,,,,5900682844.8,720656104.8,3615714208.2,5588851368.0,0.0,,,441057319.8,15237666097.0,,0.413332,1483569764.2,107413377.0,13008324070.2,,,,173012777.4,27997486.2,,,311831476.8,166220248.2,,,,,,,8130032586.0,,,6104007428.4,7837031959.6,17597340983.2,25434372942.8,,3394758363.4,0.413332,190572680.4,346293630.2,,,465942972.0,219972258.8,5330511540.8,2229349741.2,,65599400.4,65599400.4,11452026.8,4164792414.0,4092699417.4,22061255.4,465942972.0,347807581.2,,,,,631630000.2,1041762219.0,,211283915.8,,65599400.4,,3468608314.6,10196706845.8,183355859.2,,
2007-09-30,,23493255.8,,,,1394582620.2,233229141.6,2053399017.6,1497118417.9,0.0,,,277002556.6,7754412033.2,,-0.26063,-102535797.7,8016292.2,6563594202.9,-7922993598.1,,,-113432545.1,32306425.2,,,-102535797.7,829066652.4,,,,,,,3153350914.7,,14486587801.0,3660833752.1,4346413160.6,8853903349.9,13200316510.5,,1396540086.9,-0.26063,115680616.1,388530638.3,,,465942972.0,,2972860056.6,1758768294.5,,-121448837.3,-121448837.3,,1357582661.4,1785070725.2,-69796207.6,465942972.0,244189858.5,,,,,392683172.7,778368082.1,,141058230.6,,-121448837.3,,1730941562.0,5445904477.3,559367585.0,,
