date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyNetPPE,quarterlyEbitda,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax
1995-03-31,,,11728000000.0,6220000000.0,11728000000.0,1875000000.0,,988000000.0,2538000000.0,341000000.0,-22738000000.0,-2198000000.0,2333000000.0,5981000000.0,370000000.0,,,,51166000000.0,11547000000.0,45414000000.0,1.28,5508000000.0,5107000000,15777000000.0,,14740000000.0,,,1502111371.0,28428000000.0,6628000000,30786000000.0,-338000000.0,30858000000.0,1521000000.0,8476000000.0,1214000000.0,,16386000000.0,175740000000.0,201239000000.0,34783000000,-54008000000.0,9349000000.0,206598000000.0,1478000000.0,232025000000.0,172811000000.0,1550000000.0,1550000000,33793000000.0,8622000000.0,-1569000000.0,7331000000.0,-12361000000.0,-195000000.0,0.0,,,26941000000.0,,25427000000.0,4473000000.0,1502111371.0,,1.44,137474000000.0,,2735000000.0,7842000000.0,,,,,,
1995-06-30,,,10626000000.0,0.0,10626000000.0,1976000000.0,,1053000000.0,2625000000.0,796000000.0,-22738000000.0,-3793000000.0,2518000000.0,6184000000.0,840000000.0,,,,51938000000.0,3149000000.0,-6929000000.0,1.3,-1102000000.0,4967000000,13921000000.0,,16033000000.0,,,1634032810.0,29200000000.0,6567000000,38415000000.0,-391000000.0,30750000000.0,1600000000.0,-23000000.0,2027000000.0,,17567000000.0,181842000000.0,201393000000.0,36389000000,-1386000000.0,-644000000.0,212592000000.0,1503000000.0,239808000000.0,172193000000.0,1572000000.0,1572000000,34548000000.0,17848000000.0,1639000000.0,6841000000.0,-10469000000.0,235000000.0,0.0,,,27795000000.0,,27216000000.0,4728000000.0,1634032810.0,,1.46,142566000000.0,,3627000000.0,8594000000.0,,,,,,
1995-09-30,,,8564000000.0,0.0,8564000000.0,,,157000000.0,514000000.0,793000000.0,-22738000000.0,-436000000.0,2588000000.0,-761000000.0,1163000000.0,,,,52710000000.0,3509000000.0,16523000000.0,0.28,-2062000000.0,3169000000,13601000000.0,108000000.0,12631000000.0,,,1712963768.0,29972000000.0,4884000000,29095000000.0,-391000000.0,27025000000.0,1715000000.0,1437000000.0,1853000000.0,,17533000000.0,184620000000.0,209481000000.0,31418000000,50599000000.0,3073000000.0,211645000000.0,302000000.0,238576000000.0,179509000000.0,357000000.0,357000000,37771000000.0,10517000000.0,-71236000000.0,6845000000.0,-4550000000.0,-19000000.0,0.0,,,24681000000.0,,24955000000.0,4901000000.0,1712963768.0,,0.28,141948000000.0,,3568000000.0,6737000000.0,,,,,,
1995-12-31,,,15096000000.0,0.0,8440000000.0,1160000000.0,,181000000.0,1028000000.0,1832000000.0,,-4029000000.0,-6817000000.0,5073000000.0,-1848000000.0,594000000.0,,316000000.0,,2966000000.0,-49631000000.0,,-203000000.0,1177000000,0.0,275000000.0,11260000000.0,,6116000000.0,,31273000000.0,1389000000,29971000000.0,-439000000.0,34252000000.0,6883000000.0,-9616000000.0,289000000.0,6656000000.0,17688000000.0,184484000000.0,213312000000.0,34547000000,-1530000000.0,-1063000000.0,218736000000.0,556000000.0,243283000000.0,20742000000.0,660000000.0,847000000,25677000000.0,1483000000.0,47063000000.0,7162000000.0,-8127000000.0,-7914000000.0,8440000000.0,,13392000000.0,31417000000.0,,24547000000.0,5017000000.0,,,,146792000000.0,6801000000.0,1953000000.0,3130000000.0,,,,,,
1996-03-31,,,8140000000.0,8440000000.0,8140000000.0,,,413000000.0,1066000000.0,1676000000.0,-25313000000.0,-1902000000.0,2593000000.0,2210000000.0,47000000.0,,,,56759000000.0,6014000000.0,4992000000.0,0.54,-300000000.0,3548000000,13935000000.0,40000000.0,13339000000.0,,,1724889172.0,31446000000.0,5239000000,30940000000.0,-428000000.0,28950000000.0,1691000000.0,3670000000.0,2048000000.0,,17913000000.0,194514000000.0,217064000000.0,36261000000,-3443000000.0,4112000000.0,223464000000.0,634000000.0,248004000000.0,185618000000.0,653000000.0,653000000,38058000000.0,12021000000.0,-8095000000.0,7182000000.0,-8448000000.0,132000000.0,0.0,,,28974000000.0,,24540000000.0,5329000000.0,1724889172.0,,0.54,151127000000.0,,3739000000.0,7287000000.0,,,,,,
1996-06-30,,,9153000000.0,0.0,9153000000.0,,,694000000.0,2597000000.0,1913000000.0,-25313000000.0,-3812000000.0,2649000000.0,7556000000.0,-31000000.0,,,,57081000000.0,6392000000.0,-2221000000.0,1.56,1013000000.0,5043000000,17295000000.0,1973000000.0,14108000000.0,,,1209615385.0,31768000000.0,6718000000,34616000000.0,-429000000.0,33316000000.0,1675000000.0,2814000000.0,2243000000.0,,19387000000.0,201410000000.0,225950000000.0,37937000000,3437000000.0,2580000000.0,234726000000.0,1887000000.0,260566000000.0,194182000000.0,1903000000.0,1903000000,39268000000.0,14996000000.0,-10183000000.0,6908000000.0,-12779000000.0,244000000.0,0.0,,,28976000000.0,,25840000000.0,5361000000.0,1172049689.0,,1.61,156781000000.0,,3918000000.0,8961000000.0,,,,,,
1996-09-30,,,8756000000.0,0.0,8756000000.0,,,474000000.0,1160000000.0,2125000000.0,-25313000000.0,-561000000.0,2613000000.0,604000000.0,-71000000.0,,,,57918000000.0,2821000000.0,7502000000.0,0.55,-397000000.0,3485000000,17658000000.0,8000000.0,13605000000.0,,,1218181818.0,32605000000.0,5253000000,36373000000.0,-471000000.0,33388000000.0,1768000000.0,367000000.0,2222000000.0,,19601000000.0,198961000000.0,222128000000.0,33960000000,-8362000000.0,2260000000.0,232349000000.0,670000000.0,258501000000.0,189523000000.0,686000000.0,686000000,39796000000.0,16312000000.0,-3511000000.0,7671000000.0,-3775000000.0,355000000.0,0.0,,,26485000000.0,,26152000000.0,5674000000.0,1175438596.0,,0.57,153491000000.0,,3990000000.0,7475000000.0,,,,,,
1996-12-31,,,19103000000.0,0.0,7267000000.0,1189000000.0,,585000000.0,1970000000.0,1661000000.0,,-4135000000.0,-7160000000.0,1208000000.0,-852000000.0,-29000000.0,,508000000.0,,4030000000.0,-403000000.0,,-1489000000.0,2857000000,0.0,68000000.0,11735000000.0,,8504000000.0,,33527000000.0,3097000000,35883000000.0,-472000000.0,37865000000.0,7657000000.0,-12653000000.0,112000000.0,11836000000.0,20334000000.0,198240000000.0,226984000000.0,38833000000,342000000.0,-105000000.0,236105000000.0,1190000000.0,262867000000.0,21859000000.0,1204000000.0,1385000000,26793000000.0,3193000000.0,-1286000000.0,6656000000.0,-6805000000.0,-9017000000.0,7267000000.0,,16587000000.0,34123000000.0,,26762000000.0,5563000000.0,,,,156700000000.0,4790000000.0,1853000000.0,4710000000.0,,,,,,
1997-03-31,,,5798000000.0,7267000000.0,5798000000.0,,,898000000.0,2367000000.0,1756000000.0,-26176000000.0,-1739000000.0,2550000000.0,367000000.0,-258000000.0,,,,59215000000.0,4708000000.0,1600000000.0,1.2,-1469000000.0,4871000000,19448000000.0,23000000.0,13527000000.0,,,1757724683.0,33039000000.0,6636000000,35723000000.0,-479000000.0,34731000000.0,1765000000.0,1474000000.0,2383000000.0,,21331000000.0,199294000000.0,226234000000.0,36202000000,-1054000000.0,2969000000.0,234025000000.0,1455000000.0,261957000000.0,193195000000.0,1469000000.0,1469000000,38361000000.0,18788000000.0,-5224000000.0,7237000000.0,-6417000000.0,105000000.0,0.0,,,27183000000.0,,27252000000.0,4818000000.0,1757724683.0,,1.23,156115000000.0,,4148000000.0,9019000000.0,,,,,,
1997-06-30,,,5065000000.0,0.0,5065000000.0,,,1182000000.0,3712000000.0,1624000000.0,-26176000000.0,-2012000000.0,2628000000.0,6000000000.0,241000000.0,,,,59667000000.0,5075000000.0,567000000.0,2.06,-733000000.0,5762000000,18600000000.0,507000000.0,13956000000.0,,,1221359223.0,33491000000.0,7536000000,36525000000.0,-508000000.0,34180000000.0,1774000000.0,771000000.0,2496000000.0,,23346000000.0,207444000000.0,234891000000.0,40265000000,-729000000.0,3063000000.0,241624000000.0,2516000000.0,271416000000.0,201400000000.0,2530000000.0,2530000000,40144000000.0,21770000000.0,-9649000000.0,6136000000.0,-11823000000.0,648000000.0,0.0,,,30233000000.0,,29113000000.0,5074000000.0,1192417062.0,,2.11,162226000000.0,,4270000000.0,10032000000.0,,,,,,
1997-09-30,,,7144000000.0,0.0,7144000000.0,,,595000000.0,1720000000.0,1587000000.0,-26176000000.0,-2747000000.0,2622000000.0,-252000000.0,27000000.0,,,,60458000000.0,9562000000.0,668000000.0,0.92,2079000000.0,4173000000,20070000000.0,152000000.0,14780000000.0,,,1208695652.0,34282000000.0,6184000000,38767000000.0,-541000000.0,36437000000.0,2011000000.0,6426000000.0,2504000000.0,,23954000000.0,207430000000.0,235456000000.0,36096000000,-546000000.0,6815000000.0,243867000000.0,1112000000.0,274223000000.0,201174000000.0,1125000000.0,1125000000,40222000000.0,21640000000.0,-4582000000.0,6320000000.0,-7207000000.0,253000000.0,0.0,,,27408000000.0,,29677000000.0,5181000000.0,1182978723.0,,0.94,162027000000.0,,4515000000.0,8688000000.0,,,,,,
1997-12-31,,,22453000000.0,0.0,7934000000.0,1203000000.0,,1066000000.0,3140000000.0,1129000000.0,,-3177000000.0,-7012000000.0,3085000000.0,-473000000.0,-1267000000.0,,1358000000.0,,8289000000.0,698000000.0,,790000000.0,5475000000,0.0,81000000.0,11997000000.0,,7865000000.0,,34594000000.0,4954000000,38465000000.0,-492000000.0,37830000000.0,8033000000.0,-10450000000.0,-301000000.0,14519000000.0,25234000000.0,210533000000.0,240632000000.0,41064000000,-781000000.0,5112000000.0,248363000000.0,1783000000.0,279097000000.0,21752000000.0,1796000000.0,2074000000,28899000000.0,3782000000.0,-7329000000.0,5468000000.0,-10629000000.0,-10676000000.0,7934000000.0,,16250000000.0,33795000000.0,,30734000000.0,5557000000.0,,,,167118000000.0,4158000000.0,1794000000.0,7269000000.0,,,,,,
1998-03-31,,,8228000000.0,7934000000.0,8228000000.0,,,972000000.0,2663000000.0,114176000000.0,-26004000000.0,-2920000000.0,2569000000.0,1801000000.0,-1181000000.0,,-420000000.0,,61442000000.0,7596000000.0,553000000.0,14.23,294000000.0,4986000000,18908000000.0,93000000.0,21253000000.0,,,1792711676.0,35438000000.0,7023000000,38911000000.0,-520000000.0,154337000000.0,2037000000.0,3868000000.0,2394000000.0,,16819000000.0,46726000000.0,184327000000.0,36584000000,-692000000.0,4676000000.0,201063000000.0,17551000000.0,223238000000.0,148889000000.0,17646000000.0,1691000000,33716000000.0,21350000000.0,-6104000000.0,6340000000.0,-9163000000.0,312000000.0,0.0,,,27167000000.0,,21497000000.0,5633000000.0,1792711676.0,,14.23,7377000000.0,,4431000000.0,9417000000.0,,,,,,
1998-06-30,,,6687000000.0,0.0,6687000000.0,,,1192000000.0,3573000000.0,116605000000.0,-42811000000.0,-1201000000.0,2033000000.0,-1890000000.0,-554000000.0,,-389000000.0,,78658000000.0,7562000000.0,845000000.0,1.91,-1541000000.0,5298000000,22837000000.0,117000000.0,11985000000.0,,,1244502618.0,35847000000.0,7456000000,39561000000.0,-3754000000.0,151427000000.0,2158000000.0,3023000000.0,2430000000.0,,18688000000.0,53096000000.0,188710000000.0,37289000000,-1065000000.0,6361000000.0,204523000000.0,2377000000.0,228271000000.0,152863000000.0,2381000000.0,2381000000,39928000000.0,24502000000.0,-5770000000.0,5551000000.0,-7191000000.0,336000000.0,0.0,,,27403000000.0,,23070000000.0,5803000000.0,1212755102.0,,1.96,7365000000.0,,4588000000.0,9886000000.0,,,,,,
1998-09-30,,,6382000000.0,0.0,6382000000.0,,,482000000.0,1483000000.0,114937000000.0,-43117000000.0,-2055000000.0,2028000000.0,-1718000000.0,417000000.0,,-57000000.0,,79597000000.0,3885000000.0,52694000000.0,0.8,-305000000.0,3196000000,20306000000.0,-3000000.0,18774000000.0,,,1246250000.0,36480000000.0,5416000000,40754000000.0,-517000000.0,154017000000.0,2220000000.0,664000000.0,1971000000.0,,19176000000.0,50102000000.0,187760000000.0,32640000000,-62453000000.0,1830000000.0,204119000000.0,997000000.0,228514000000.0,151280000000.0,1001000000.0,1001000000,35592000000.0,24972000000.0,9359000000.0,6387000000.0,-2455000000.0,345000000.0,0.0,,,25253000000.0,,23718000000.0,5856000000.0,1230864198.0,,0.81,8654000000.0,,4191000000.0,7387000000.0,,,,,,
1998-12-31,,,24956000000.0,0.0,4836000000.0,1222000000.0,,530000000.0,17677000000.0,1121000000.0,,-4231000000.0,-5801000000.0,7813000000.0,-316000000.0,-1670000000.0,-223000000.0,1404000000.0,,4057000000.0,-51231000000.0,,-1546000000.0,1913000000,0.0,-50000000.0,13368000000.0,,6034000000.0,,37320000000.0,20659000000,39860000000.0,-557000000.0,39198000000.0,7914000000.0,-11826000000.0,707000000.0,20120000000.0,19659000000.0,174938000000.0,197685000000.0,37903000000,61350000000.0,-174000000.0,214136000000.0,1039000000.0,237545000000.0,20366000000.0,1043000000.0,17147000000,30133000000.0,3405000000.0,-19031000000.0,5656000000.0,-13487000000.0,8508000000.0,4836000000.0,,16925000000.0,33109000000.0,,23409000000.0,6239000000.0,,,,131037000000.0,3369000000.0,2881000000.0,4794000000.0,,,,,,
1999-03-31,,,5930000000.0,4836000000.0,5930000000.0,,,1005000000.0,2984000000.0,1501000000.0,-26840000000.0,-5216000000.0,2181000000.0,3895000000.0,144000000.0,,-136000000.0,,63722000000.0,5808000000.0,688000000.0,1.59,1094000000.0,4794000000,21529000000.0,,18393000000.0,,,1792193295.0,36882000000.0,6951000000,40036000000.0,-562000000.0,41423000000.0,2157000000.0,1672000000.0,2322000000.0,,21077000000.0,179665000000.0,206475000000.0,37885000000,-701000000.0,592000000.0,221088000000.0,1975000000.0,246511000000.0,169593000000.0,1979000000.0,1979000000,38303000000.0,25896000000.0,-3197000000.0,5542000000.0,-8426000000.0,390000000.0,0.0,,,28612000000.0,,24747000000.0,6499000000.0,1792193295.0,,1.65,134863000000.0,,4479000000.0,9273000000.0,,,,,,
1999-06-30,,,5619000000.0,0.0,5619000000.0,,,1198000000.0,3536000000.0,1348000000.0,-26840000000.0,-4503000000.0,2171000000.0,3471000000.0,474000000.0,,-988000000.0,,66615000000.0,8740000000.0,590000000.0,1.89,-311000000.0,5395000000,26180000000.0,,17444000000.0,,,1234920635.0,39775000000.0,7786000000,43121000000.0,316000000.0,44972000000.0,2391000000.0,4011000000.0,2869000000.0,,22854000000.0,189415000000.0,218184000000.0,42282000000,-710000000.0,4237000000.0,234387000000.0,2334000000.0,261305000000.0,178409000000.0,2338000000.0,2338000000,40497000000.0,26861000000.0,-7842000000.0,6347000000.0,-12465000000.0,348000000.0,5619000000.0,,,31627000000.0,,26242000000.0,6634000000.0,1215625000.0,,1.92,142284000000.0,,5260000000.0,10655000000.0,,,,,,
1999-09-30,,,26942000000.0,5619000000.0,5278000000.0,1222000000.0,,569000000.0,1683000000.0,1429000000.0,-26840000000.0,2805000000.0,2378000000.0,283000000.0,90000000.0,-1861000000.0,859000000.0,,68196000000.0,3873000000.0,51415000000.0,0.9,-341000000.0,3723000000,22136000000.0,,21464000000.0,,,1233333333.0,41356000000.0,6056000000,45720000000.0,-1439000000.0,45029000000.0,2333000000.0,426000000.0,2641000000.0,21664000000.0,23408000000.0,194765000000.0,221670000000.0,37973000000,-1029000000.0,6678000000.0,239794000000.0,1110000000.0,267390000000.0,180314000000.0,1114000000.0,1114000000,42891000000.0,7938000000.0,-57678000000.0,7218000000.0,-4487000000.0,15000000.0,5278000000.0,,,29276000000.0,,26921000000.0,8511000000.0,1233333333.0,,0.9,143363000000.0,,4974000000.0,8697000000.0,,,,,,
1999-12-31,,,25173000000.0,5278000000.0,6230000000.0,1222000000.0,,898000000.0,2823000000.0,1602000000.0,-27832000000.0,-1621000000.0,-5333000000.0,4564000000.0,-2203000000.0,-1923000000.0,-442000000.0,1862000000.0,70149000000.0,11390000000.0,-49241000000.0,,952000000.0,3119000000,0.0,,14450000000.0,,6775000000.0,,42317000000.0,6823000000,45679000000.0,-605000000.0,44941000000.0,8312000000.0,-3230000000.0,1716000000.0,18943000000.0,24606000000.0,203751000000.0,230550000000.0,44418000000,-2069000000.0,9769000000.0,248692000000.0,1817000000.0,276229000000.0,24336000000.0,1806000000.0,1925000000,33247000000.0,4126000000.0,46252000000.0,6435000000.0,-14904000000.0,-6101000000.0,6230000000.0,,19321000000.0,37210000000.0,,27537000000.0,8454000000.0,,,,150461000000.0,45948000000.0,4089000000.0,7208000000.0,,,,,,
2000-03-31,,,24731000000.0,4381000000.0,5758000000.0,1222000000.0,,1022000000.0,2954000000.0,1107000000.0,-40282000000.0,-1806000000.0,2531000000.0,1847000000.0,-546000000.0,-2453000000.0,-78000000.0,,76113000000.0,8880000000.0,1223000000.0,1.082113,1377000000.0,5178000000,24249000000.0,,14570000000.0,,,1921240588.0,35831000000.0,7386000000,44818000000.0,-607000000.0,39926000000.0,2208000000.0,4593000000.0,3930000000.0,18973000000.0,26078000000.0,206004000000.0,230206000000.0,42894000000,-1275000000.0,7074000000.0,245930000000.0,2079000000.0,275024000000.0,194375000000.0,2079000000.0,1932000000,44237000000.0,7317000000.0,-6170000000.0,6557000000.0,-9318000000.0,-32000000.0,5758000000.0,,,31578000000.0,,28419000000.0,8170000000.0,1894626000.0,,1.101209,153597000000.0,,6138000000.0,11316000000.0,,,,,,
2000-06-30,,,27232000000.0,5758000000.0,8664000000.0,1222000000.0,,728000000.0,2241000000.0,862000000.0,-41337000000.0,-1610000000.0,2638000000.0,6347000000.0,1627000000.0,-2934000000.0,-114000000.0,,76014000000.0,10246000000.0,1306000000.0,-0.305538,2906000000.0,4488000000,27545000000.0,,14840000000.0,,,1938680851.0,34677000000.0,6886000000,47157000000.0,-971000000.0,43247000000.0,2398000000.0,8425000000.0,4118000000.0,18568000000.0,22823000000.0,216016000000.0,237423000000.0,44519000000,-1288000000.0,8636000000.0,259263000000.0,-580000000.0,284580000000.0,202746000000.0,-577000000.0,1513000000,48190000000.0,7908000000.0,-13271000000.0,6251000000.0,-13573000000.0,29000000.0,8664000000.0,,,33515000000.0,,24643000000.0,8821000000.0,1893055000.0,,-0.305538,159005000000.0,,6516000000.0,11004000000.0,,,,,,
2000-09-30,,,20909000000.0,8664000000.0,5662000000.0,19000000.0,,449000000.0,1337000000.0,731000000.0,-41014000000.0,-4515000000.0,2818000000.0,-7312000000.0,-6443000000.0,-3913000000.0,7000000.0,,76614000000.0,7454000000.0,-2088000000.0,0.53,-3002000000.0,3881000000,27404000000.0,,14465000000.0,,,1667924528.0,35600000000.0,6308000000,43324000000.0,-607000000.0,42600000000.0,2427000000.0,4139000000.0,4077000000.0,15247000000.0,17374000000.0,220738000000.0,238961000000.0,40064000000,1774000000.0,2939000000.0,263338000000.0,884000000.0,282285000000.0,203361000000.0,888000000.0,888000000,49893000000.0,7651000000.0,4430000000.0,8189000000.0,-2973000000.0,-61000000.0,5662000000.0,,,29679000000.0,,18273000000.0,9810000000.0,1649000000.0,,0.54,161035000000.0,,6504000000.0,10385000000.0,,,,,,
2000-12-31,,,17967000000.0,5662000000.0,4851000000.0,19000000.0,,506000000.0,1702000000.0,277000000.0,,-2524000000.0,-6604000000.0,2889000000.0,-719000000.0,-3432000000.0,-1636000000.0,449000000.0,,7184000000.0,5054000000.0,,-811000000.0,1586000000,0.0,,15075000000.0,,7486000000.0,,37508000000.0,3886000000,39310000000.0,-566000000.0,48624000000.0,7816000000.0,-9195000000.0,-2241000000.0,13116000000.0,17884000000.0,217187000000.0,245111000000.0,42587000000,-5170000000.0,4660000000.0,265811000000.0,1073000000.0,284421000000.0,26101000000.0,1077000000.0,1196000000,30495000000.0,5318000000.0,-7447000000.0,7514000000.0,-10287000000.0,-6940000000.0,4851000000.0,,23515000000.0,40867000000.0,,18610000000.0,9030000000.0,,,,165279000000.0,50359000000.0,134000000.0,1720000000.0,,,,,,
2001-03-31,,,17858000000.0,4851000000.0,5382000000.0,19000000.0,,571000000.0,1630000000.0,249000000.0,-24327000000.0,-2606000000.0,2927000000.0,1268000000.0,802000000.0,-5768000000.0,-801000000.0,,60460000000.0,6644000000.0,6853000000.0,0.56,531000000.0,4483000000,4890000000.0,,15794000000.0,,,1891071429.0,36133000000.0,7002000000,40486000000.0,-557000000.0,43706000000.0,,5585000000.0,4629000000.0,12476000000.0,18386000000.0,224139000000.0,244101000000.0,42361000000,-6917000000.0,4038000000.0,267845000000.0,1059000000.0,284587000000.0,204733000000.0,1059000000.0,1059000000,48101000000.0,5683000000.0,-3672000000.0,7664000000.0,-7207000000.0,-178000000.0,5382000000.0,4069000000.0,22773000000.0,30730000000.0,,16069000000.0,8922000000.0,1840000000.0,,0.58,167116000000.0,,7148000000.0,11631000000.0,,,,,,
2001-06-30,,,18770000000.0,5382000000.0,6586000000.0,19000000.0,,-284000000.0,-1016000000.0,226000000.0,-24327000000.0,-2572000000.0,2814000000.0,5448000000.0,-534000000.0,-6350000000.0,-521000000.0,,59748000000.0,8596000000.0,4280000000.0,-0.42,1204000000.0,-1432000000,4747000000.0,,15588000000.0,,,1834146341.0,35421000000.0,1242000000,39053000000.0,-550000000.0,44543000000.0,,4155000000.0,4250000000.0,12184000000.0,17084000000.0,230572000000.0,250493000000.0,42314000000,-4297000000.0,6024000000.0,275115000000.0,-752000000.0,289546000000.0,211568000000.0,-752000000.0,-752000000,47552000000.0,5466000000.0,-8467000000.0,7220000000.0,-12801000000.0,-162000000.0,6586000000.0,4862000000.0,23982000000.0,33648000000.0,,13758000000.0,9083000000.0,1819000000.0,,-0.42,173937000000.0,,10098000000.0,8666000000.0,,,,,,
2001-09-30,,,17513000000.0,6586000000.0,10638000000.0,19000000.0,,-285000000.0,-977000000.0,283000000.0,-24327000000.0,-1108000000.0,2595000000.0,-11888000000.0,-422000000.0,-5575000000.0,-25000000.0,,60152000000.0,7494000000.0,508000000.0,-0.39,4052000000.0,1829000000,3828000000.0,,15258000000.0,,,1821052632.0,35825000000.0,4509000000,37304000000.0,-547000000.0,41960000000.0,,13379000000.0,4697000000.0,6875000000.0,15845000000.0,221530000000.0,240223000000.0,36502000000,-580000000.0,6386000000.0,263490000000.0,-692000000.0,277527000000.0,200895000000.0,-692000000.0,-692000000,46697000000.0,5427000000.0,9589000000.0,7110000000.0,8341000000.0,-346000000.0,10638000000.0,4562000000.0,22591000000.0,27296000000.0,,13365000000.0,8744000000.0,1812000000.0,,-0.39,166089000000.0,,7377000000.0,9206000000.0,,,,,,
2001-12-31,,,18167000000.0,10638000000.0,7218000000.0,19000000.0,,-2153000000.0,-7201000000.0,302000000.0,-27510000000.0,-2134000000.0,2512000000.0,2196000000.0,-195000000.0,-5913000000.0,-491000000.0,,60631000000.0,30000000.0,2890000000.0,,-3420000000.0,-15622000000,4577000000.0,,15677000000.0,,,,33121000000.0,-12931000000,36260000000.0,-275000000.0,44546000000.0,,-23070000000.0,26000000.0,10949000000.0,10502000000.0,223539000000.0,240283000000.0,41150000000,-1429000000.0,-2104000000.0,268085000000.0,-5083000000.0,276543000000.0,201166000000.0,-5068000000.0,-5068000000,46439000000.0,6155000000.0,-4772000000.0,6191000000.0,-5502000000.0,-170000000.0,7218000000.0,2214000000.0,23990000000.0,43133000000.0,,7786000000.0,10065000000.0,,,,167035000000.0,,13639000000.0,-1983000000.0,,,,,,
2002-03-31,2388000000.0,,27453000000.0,7218000000.0,16020000000.0,19000000.0,,-26000000.0,-46000000.0,235000000.0,-27510000000.0,-2512000000.0,2358000000.0,-3399000000.0,5091000000.0,-5253000000.0,-57000000.0,,61047000000.0,5707000000.0,591000000.0,-0.45,8802000000.0,-89000000,3649000000.0,,16191000000.0,,,1807000000.0,33537000000.0,2577000000,46805000000.0,-184000000.0,44381000000.0,,-462000000.0,4856000000.0,11433000000.0,9518000000.0,218176000000.0,228843000000.0,39857000000,-722000000.0,3195000000.0,262557000000.0,-804000000.0,275648000000.0,180845000000.0,-800000000.0,-92000000,48997000000.0,5880000000.0,9223000000.0,7068000000.0,6543000000.0,-61000000.0,16020000000.0,2321000000.0,24306000000.0,30074000000.0,4481000000.0,7419000000.0,10197000000.0,1807000000.0,,-0.45,158982000000.0,,9872000000.0,9783000000.0,,,,,,
2002-06-30,6885000000.0,,28686000000.0,16020000000.0,13103000000.0,19000000.0,,282000000.0,947000000.0,241000000.0,-27510000000.0,-2622000000.0,2228000000.0,-3169000000.0,-5178000000.0,-2932000000.0,-9066000000.0,,62672000000.0,7168000000.0,575000000.0,0.29,-2917000000.0,3022000000,3043000000.0,,17312000000.0,,,1955172414.0,35162000000.0,5669000000,48795000000.0,-185000000.0,46584000000.0,,13861000000.0,4343000000.0,15583000000.0,9609000000.0,228042000000.0,241496000000.0,42332000000,-628000000.0,4546000000.0,274626000000.0,567000000.0,290291000000.0,191908000000.0,570000000.0,570000000,52986000000.0,5697000000.0,-4584000000.0,7522000000.0,-7289000000.0,-19000000.0,13103000000.0,2356000000.0,25988000000.0,32320000000.0,,9994000000.0,10483000000.0,1813000000.0,,0.31,164573000000.0,,6990000000.0,10012000000.0,,,,,,
