date,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncome,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyResearchAndDevelopment,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable
2009-09-30,4406870.04,696223237.1,76523136.21,404777676.0,0.0,,4197079086.55,2284568258.59,36555532.19,0.0,257137205.36,35613614.39,34290430.73,115486548.1,1226913.12,-1500000.0,0.0,59342217.34,0.045,36555532.19,259364823.06,65569495.72,853785862.61,812345160.0,586812085.51,516126504.9,-10261890.17,-34264255.07,812345160.0,3247137515.18,263630338.57,102052884.95,,538512506.88,10514398.81,2145952.84,542919376.92,50000000.0,411295225.63,810900000.0,70861468.96,495698260.39,-102000000.0,0.0,955588060.16,-4265515.51,46976459.98,-14794522.75,,,0.045,1175260399.78,17731947.37,20428244.51,753027213.69,10135932.47,,738299314.51,1912510827.96,0.0,1175260399.78,,45749546.86,74605370.17,,,,,,,,,,,,,
2009-12-31,31331949.92,666079715.27,65394557.5,352562903.02,0.0,,4222496075.83,2284936936.52,57869966.72,0.0,285271650.68,58560387.22,26255431.89,108899392.64,6722787.24,-376210000.0,0.0,63369822.21,,57869966.72,315973434.95,27709227.72,820920617.69,,560522106.34,667385437.68,13094338.7,501489.57,,3304186452.47,293030336.4,100378312.72,,696933940.31,360348768.02,2306637.62,728265890.23,0.0,332548205.56,810900000.0,83774829.15,516126504.9,-7062315.5,0.0,982053150.22,22943098.55,68104203.7,-40543136.2,,,,1133533012.69,12935514.37,151258932.78,792594656.13,2821029.24,,712021225.05,1937559139.31,0.0,1133533012.69,,61381416.46,75896458.47,,,,,,,,,,,,,
2010-03-31,15408803.26,927353353.31,-24801062.42,486516699.33,0.0,,4391622910.78,2283018732.36,68294942.38,0.0,246793829.71,71523082.09,19843757.94,105516366.54,0.0,-105250000.0,0.0,58369822.21,0.084,68294942.38,313325484.59,1587850.79,920486550.8,813035028.0,624909886.27,659611289.3,0.0,-489157.26,813035028.0,3371046371.49,254370967.14,99489558.06,,688529495.84,119741857.69,2282621.17,703938299.1,0.0,431046167.06,810900000.0,417762.61,667385437.68,-5000000.0,0.0,1240678837.9,58954517.45,76771356.82,-20928220.51,,,0.084,1118911909.84,38392775.13,-7774148.38,860889598.51,5248274.73,,814970184.26,2108604178.42,0.0,1118911909.84,,76771356.82,78962188.17,,,,,,,,,,,,,
2010-06-30,5288996.64,745207793.31,71251254.88,487190769.0,0.0,,4521724260.35,2265065029.62,100482398.17,0.0,258128663.95,102616190.99,20194742.84,104842364.99,1115720.09,-291269117.0,0.0,27405132.84,,100482398.17,336102608.77,25938725.07,990888544.38,,683628755.63,741415065.35,0.0,-256947.28,,3430447835.18,264794293.56,98753257.93,,759746582.52,325105467.47,2213050.7,765035579.16,0.0,477213480.94,810900000.0,7816145.71,659611289.3,-60964689.37,0.0,1081310402.08,71308315.21,121915274.82,-17610492.53,,,,1090084318.63,57194374.57,81803776.05,920826996.68,18183363.74,,886046179.39,2256659230.73,0.0,1090084318.63,,120799554.73,78011165.89,,,,,,,,,,,,,
2010-09-30,36814594.98,806285576.46,-85141192.88,514093152.02,,,4532086703.68,2304318084.01,58591865.01,,280086927.21,59796601.01,17155621.91,112927496.03,572609.71,-289649934.5,0.0,41079764.87,0.072,58591865.01,305586058.93,-36367528.16,933821529.98,813775903.0,710658556.1,622367981.67,0.0,-40837633.56,813775903.0,3496673880.51,287186052.64,98424791.27,,633996130.87,273472552.87,5099313.58,670810725.85,0.0,411328529.52,810900000.0,6168518.15,741415065.35,13674632.03,,1111871635.39,18400006.29,64973151.09,-29624638.89,,,0.072,1087159071.44,75069853.34,-119047083.68,979418861.69,4603940.37,,820894033.95,2227768619.67,,1087159071.44,,64400541.38,86249154.98,,,,,,,,,,,,,
2010-12-31,11669292.02,726961833.83,28656317.41,331182885.42,0.0,,4476592328.55,2300715798.94,39742674.2,0.0,289713856.07,40095596.45,110679995.56,120925616.17,817115.17,-461700000.0,0.0,38867878.83,,39742674.2,325244619.43,32979234.49,835052158.96,,755055590.28,696347134.34,0.0,-458445.4,,3539369385.09,298541345.49,97959321.78,,707396997.5,504784047.52,5822215.05,719066289.52,0.0,340701674.49,810900000.0,2106418.19,622367981.67,-11079764.87,,1052206453.26,26703273.94,60186814.27,-15040101.88,,,,1067536695.95,34420595.9,73979152.67,997707102.24,19274102.65,,714126542.79,2175876529.61,,1067536695.95,,59369699.1,,,,,,,,,,,,,,
2011-03-31,5884764.9,1031491108.47,-70027475.32,490336128.75,,,4806731366.12,2319018005.37,86980073.53,,268657731.49,90721057.08,101184841.09,111033574.21,361373.93,-222900000.0,0.0,54558264.21,0.107,86980073.53,345631690.09,-21504701.27,1075024671.34,812897883.0,784581162.33,629841878.9,0.0,-636451.98,812897883.0,3625793603.11,280052330.84,97304375.51,,658170087.44,228111051.66,5425327.56,664054852.34,0.0,474695819.57,810900000.0,-15161895.18,694759174.34,-10000000.0,,1377122798.56,65579359.25,104319755.77,-11560947.75,,,0.107,1048823123.92,58047984.09,-64917295.44,1084687175.77,13237324.76,,963991097.13,2487713360.75,,1048823123.92,,103958381.84,,,,,,,,,,,,,,
2011-06-30,5041545.9,1086593360.64,57310290.61,478448919.74,,,4873779299.33,2542176501.67,92640961.1,,293487997.81,95864781.0,94072523.7,103076294.09,1281885.61,42900000.0,0.0,84419046.08,,92640961.1,353625151.37,-207677765.3,1091200094.75,,797119565.39,527306525.13,0.0,-32744.73,,3675622924.27,305129174.9,96764439.14,,562273955.54,-222131760.78,4580364.83,567315501.44,0.0,418803384.09,810900000.0,-10035910.27,629841878.9,-20000000.0,,1440218512.01,48495976.47,103155731.57,-18460404.25,,,,1043471175.25,0.0,-104123313.77,1136783136.87,6009064.96,,988123800.66,2331602797.66,,1043471175.25,,101873845.96,,,,,,,,,,,,,,
2011-09-30,2946566.2,977365720.71,-192220096.99,601505882.26,,,4832365087.78,2565782326.62,60373229.08,,294510103.9,63055708.23,87626449.88,95976586.53,1100481.07,0.0,0.0,134039640.99,0.074,60373229.08,327659807.04,-10193113.88,988775048.26,815854447.0,856244527.46,345880456.66,0.0,-42187178.69,815854447.0,3733955185.17,304299646.72,95544837.46,,377997659.98,213630.82,3926731.09,380944226.18,0.0,425061369.47,810900000.0,2724627.57,527306525.13,-32879405.09,,1305025527.75,23360160.32,65260257.37,-13505278.27,,,0.074,1029091289.48,0.0,-181426068.47,1197156365.95,1104068.07,,892798461.73,2266582761.16,,1029091289.48,,64159776.3,,,,,,,,,,,,,,
2011-12-31,3127692.5,947301645.12,-33978047.71,446596366.96,,,4851265848.35,2539094920.09,47536716.36,,334709640.18,50355312.3,76526985.01,84753103.47,5541693.48,0.0,0.0,144928849.42,,47536716.36,369943135.02,18849029.49,956093830.78,,859005842.5,355748504.33,900000.0,-1688160.74,,3781651961.89,345927078.77,95930297.5,,384135738.08,29416643.7,3802712.9,387263430.58,2342210.36,355681610.99,810900000.0,4446968.19,345880456.66,-8867878.83,,1317244780.14,24016056.25,70542698.13,-15335874.4,,,,1020391196.47,0.0,9868047.67,1219839567.46,14645692.35,,871340727.31,2312170928.26,,1020391196.47,,65001004.65,,,,,,,,,,,,,,
2012-03-31,2983610.4,1404876958.3,55388094.66,665039976.36,,,5280605465.39,2587439005.53,122151046.86,,329509946.73,127978020.95,77742245.17,85882943.85,744020.54,,0.0,152077869.13,0.151,122151046.86,421644145.37,1697920.39,1257521195.64,808947330.0,795325050.98,427118869.07,0.0,-2100513.86,808947330.0,3903735597.65,343712921.51,95063032.25,,444845122.53,9643.98,3717293.12,447828732.93,701650.15,494609830.77,810900000.0,10661077.93,355748504.33,-57500980.29,,1826521103.67,77931223.86,140194969.96,-9234381.52,,,0.151,1003230932.78,0.0,71370364.74,1341990614.32,11472928.47,,1171638251.79,2693166459.86,,1003230932.78,,139450949.42,,,,,,,,,,,,,,
2012-06-30,2871401.8,1262904050.92,445102537.43,664804763.75,,,5769016526.26,2637062589.64,94933903.65,,338466360.99,98334007.44,76203373.99,84263327.88,4815592.96,,0.0,137667087.26,,94933903.65,408620997.73,-1667607.85,1735647899.73,,877718454.77,782787194.13,1300000.0,-83873230.15,,3917228157.24,351568189.69,94518379.28,,789117665.72,31682.5,3636548.33,791989067.52,5531335.15,613885885.47,810900000.0,10827981.79,427118869.07,-25480781.87,,1671525048.65,57052808.04,113982937.58,-12365217.84,,,,990990873.54,0.0,355668325.06,1355834517.97,10833337.18,,1651384571.85,3131953936.62,,990990873.54,,109167344.62,,,,,,,,,,,,,,
2012-09-30,2528924.8,1375204264.69,49848123.75,760854207.3,,,6350248189.77,2626919870.49,75539362.88,,537454847.35,77996079.88,78829642.24,86545698.69,983636.98,0.0,0.0,165167087.26,0.093,75539362.88,601818808.06,-15721996.65,2238922755.89,812251214.0,1103191486.99,859311135.79,900000.0,-2212645.08,812251214.0,3991830178.68,555027372.85,93470569.62,,868034639.38,810431.0,3292650.89,870563564.18,893567.31,806570281.72,810900000.0,-148477.38,782787194.13,-112500000.0,900000.0,1977023072.75,46791435.21,84162853.32,-16391575.27,,,0.093,983020455.58,0.0,76523941.66,1431373880.85,5183136.46,,2152377057.2,3723328319.28,,983020455.58,,83179216.34,,,,,,,,,,,,,,
2012-12-31,2875920.0,1911958497.87,-96417495.45,550052455.36,,,6235393717.89,2688105810.02,102654046.89,,747506118.87,104022572.87,87395999.11,95682897.89,7856967.99,,0.0,82467807.78,,102654046.89,842030815.12,27122171.4,2011073384.6,,1276405502.48,722303335.15,6825000.0,-1752327.83,,4096589435.22,769780352.38,93241648.61,,729534429.4,37632453.65,3863493.22,732410349.4,1598620.43,775152959.15,810900000.0,4090603.38,859311135.79,-107667087.26,6825000.0,2753989312.99,72250462.74,133898654.17,-14617297.63,,,,980136622.01,0.0,-137007800.64,1507661282.2,22019113.31,,1915390486.71,3547287907.87,,980136622.01,,126041686.18,,,,,,,,,,,,,,
2013-03-31,3340243.5,1993223923.78,532052527.95,818694385.95,,,7533446498.48,2811031922.15,153185129.68,,800634329.58,154530801.56,84764107.14,93211195.37,558118.57,-4500000.0,52730.0,77500000.0,0.189,153185129.68,978929823.47,-19663028.16,3158413393.59,810503332.0,1439605030.42,1243228844.27,0.0,-1123509.96,810503332.0,4247110641.31,825626551.32,92132915.6,,1252423004.57,0.0,4023682.67,1255763248.07,1170823.72,1406068189.54,810900000.0,-562955.51,722303335.15,-32467807.78,0.0,2972153747.25,153303272.15,190604994.93,-14601392.65,,,0.189,971561808.12,0.0,520925509.12,1660846411.88,35516074.8,,3065202198.22,4722414576.33,,971561808.12,,190046876.36,,,,,,,,,,,,,,
2013-06-30,3014601.6,3830019479.13,596825158.26,989133358.78,,,11935975634.09,4890475178.68,434044306.2,1750272.0,1793107102.71,451871634.09,130129725.83,162619559.25,23322674.99,0.0,0.0,612079800.0,,434044306.2,2270299567.13,-221370918.88,5232254640.35,,2187984910.88,2142523492.33,0.0,-19951427.13,,6512795943.16,1850983046.81,482151753.6,,2143286095.62,360149.6,6253491.86,2146300697.22,701849.71,1681790860.67,1291340650.0,-995399.88,1243228844.27,-392600000.0,1342300.0,6100319046.26,419316520.32,523335524.56,-223705543.76,,,,1878309286.34,0.0,507251458.46,2070262843.12,48141215.48,,5069635081.1,7045500455.41,,1878309286.34,,500012849.57,,,,,,,,,,,,,,
2013-09-30,3371437.5,2858861839.08,-157344599.03,951446924.95,,,11924650603.85,4935616548.66,141028901.05,7161170.2,1099252226.26,146716799.62,133549586.32,171299230.19,5497754.87,0.0,0.0,528845744.28,0.111,141028901.05,1273486787.72,-55278706.66,5072683696.1,1270530640.0,2406730935.64,1919819282.7,1200000.0,-8272450.01,1270530640.0,6653552372.38,1127616806.76,480814361.94,,1924553365.58,22969458.08,6102404.11,1927924803.08,1932844.29,1682712974.39,1291340650.0,-494852.94,2142523492.33,-228200000.0,1200000.0,4132348626.8,145869980.96,181993500.43,-78076659.75,,,0.111,1903877265.66,0.0,-222704209.63,2211291744.17,29778945.94,,4901384465.91,6989034055.19,,1903877265.66,,176495745.56,,,,,,,,,,,,,,
2013-12-31,3362667.2,3124189558.39,17261449.39,973184749.11,,,12249123151.39,4950334869.88,251786740.17,8627419.1,1019573051.72,253827771.67,123431717.2,176808376.14,20282754.51,450000.0,0.0,509651500.77,,251786740.17,1279182333.61,-27386960.76,5226886456.45,,2245829748.05,1918952286.86,4609385.03,-7451874.56,,6831767891.88,1056590943.86,372573212.31,,1935681740.06,6045309.3,3475327.44,1939044407.26,19347581.15,1601134192.86,1291340650.0,-629233.48,1919819282.7,-97003568.51,4609385.03,4403371892.0,222591389.75,382917722.27,-33962006.09,,,,2067304640.03,0.0,-866995.84,2330514583.35,108807196.09,,5050078080.31,7298788281.51,,2067304640.03,,362634967.76,,,,,,,,,,,,,,
2014-03-31,3138841.1,3056678150.14,40009592.4,1190107771.63,,,13020371153.63,5044543510.27,317693307.82,8627418.4,1226735771.53,331850712.44,115799651.83,171172536.41,624760.13,0.0,0.0,521350307.71,0.246,317693307.82,1618988121.75,-85205947.03,5652039886.45,1291436211.0,2269290185.37,1941331335.89,12765919.0,-83642768.73,1291436211.0,7148831101.26,1267516844.45,370295441.13,,1953274394.58,40621954.09,3293188.84,1956413235.68,18442185.86,2274772292.58,1291340650.0,-527811.29,1918952286.86,-70540232.86,4365919.0,4675666271.89,351471277.3,418439669.42,-125466080.05,,,0.246,2150687136.42,0.0,22379049.03,2648207891.17,85964196.85,,5480867350.04,7975827643.36,,2150687136.42,,417814909.29,,,,,,,,,,,,,,
2014-06-30,3408360.5,3396931707.82,915785760.66,1147362123.58,,,13799090163.41,5077772909.05,355965846.03,8627418.4,1549027932.86,365802104.71,131806101.86,185276428.33,18745173.67,,0.0,493336504.21,,355965846.03,1947692357.92,-85275095.39,6364067235.38,,2351728661.59,2806836678.34,-8400000.0,-10716390.34,,7205804269.59,1597782124.29,398138636.31,,2845245762.68,1014488.14,3368995.67,2848654123.18,5729379.99,2565328235.89,1291340650.0,-629156.56,1941331335.89,-314894626.71,0.0,5344624065.74,349910233.63,456901876.27,-85743814.51,,,,2190909218.25,0.0,865505342.45,2707165387.7,72354597.89,,6178790807.05,8721317254.36,,2190909218.25,,438156702.6,,,,,,,,,,,,,,
2014-09-30,4485367.7,3000593991.68,612460908.08,1095080731.95,,,14249338932.44,5168827160.83,183183166.77,,1390005545.78,175998950.45,135991427.25,220421641.43,2692260.52,,0.0,605899037.27,0.142,183183166.77,1614457859.66,-80160168.68,6636751316.12,1290022301.0,2713449785.7,3218399950.68,300000.0,-303046180.07,1290022301.0,7390250346.55,1427616466.34,402397765.28,,3253281386.55,1075634.39,3603998.98,3257766754.25,10462446.98,2917947141.96,1291340650.0,-598192.83,2806836678.34,-190391381.34,300000.0,4615051851.34,186841393.32,242443747.29,-80720515.99,,,0.142,2238529638.02,0.0,411563272.34,2890348554.47,63752536.32,,6416329674.69,9080511771.61,,2238529638.02,,239751486.77,,,,,,,,,,,,,,
2014-12-31,4686023.0,2719714951.87,-160521700.9,1005958251.13,,,14210783549.15,5321734544.47,335629315.49,,1042289899.36,336991750.2,500191.19,190277953.17,33219871.2,,0.0,560530090.45,,335629315.49,1444823463.77,-36779244.68,6251805091.36,,2578594687.08,3029136084.71,9696137.14,-12443856.49,,7739300532.37,1069625612.53,399454165.88,,3180887532.85,26137538.65,15499610.21,3185573555.85,20039514.77,2432107674.4,1291340650.0,-1345976.13,3218399950.68,-135100000.0,10600000.0,4164538415.64,375197851.24,404673640.35,-61717213.01,,,,2265961167.89,0.0,-189263865.97,3134310417.34,34462018.95,,6061527138.19,8889049004.68,,2265961167.89,,371453769.15,132561801.9,,,,,,,,,,,,,
2015-03-31,5721240.6,3060321570.82,175189575.32,1165124555.21,2286524.31,,14913449461.4,5352874645.92,365127723.35,,1225900253.58,373787472.89,500191.19,189675130.28,9832194.01,,0.0,604757172.94,0.283,365127723.35,1669826700.73,-15293011.92,6581358544.36,1290203969.0,2346725803.7,3290052488.15,-578712.34,-6063082.06,1290203969.0,8103753270.21,1269324171.28,397575520.35,,3443025750.24,48500000.0,15340712.35,3448746990.84,15399301.27,2952135596.59,1291340650.0,-775640.27,3029136084.71,-42398350.85,0.0,4730148271.55,400502529.45,476859822.47,-63398878.65,,,0.283,2289051701.15,0.0,260916403.44,3499438140.69,93240155.57,,6391683414.08,9560574815.48,,2289051701.15,,467027628.46,132116667.1,,,,,,,,,,,,,
2015-06-30,7064621.9,3546785684.6,982109578.16,1495785370.52,2282952.18,,16490769710.26,5401578594.92,409895772.26,45308010.33,1690049152.96,418680140.38,500191.19,245389797.47,7944975.97,,0.0,624964892.32,,409895772.26,2195222501.88,-276454671.4,8141340223.79,,2407211693.39,4046968804.29,-1419259.48,-10896280.52,,8135433757.5,1746583166.31,395143076.97,,4300874391.29,1199814.24,16041412.44,4307939013.19,16967775.09,3571699890.03,1291079250.0,-233146090.98,3290052488.15,-159440026.78,2940000.0,5742008186.48,448639335.57,503897892.89,-52623711.54,,,,2310709315.71,0.0,756916316.14,3547758530.95,77272776.54,,7895950426.32,11089191115.34,,2310709315.71,,495952916.92,141968081.33,,,,,,,,,,,,,
2015-09-30,5428141.3,2964091522.3,71696297.27,1363049688.9,2282952.18,,15822164435.16,5688679643.52,185024219.76,47500630.06,1359045785.77,191284114.2,54020810.89,342579182.47,1056780.31,-311051664.31,0.0,646438687.72,0.14,185024219.76,1627396038.98,-408717885.7,7474099509.87,1321601570.0,2446797911.98,3649128696.05,5411801.17,-367651265.92,1321601570.0,8119002380.45,1401752843.35,469635707.29,,3882706673.51,3237049.03,14539191.18,3888134814.81,154207866.59,3433947576.13,1291079250.0,158434607.43,4046968804.29,-338300000.0,8820000.0,4591487561.28,225643195.63,236825122.82,-259396844.2,,,0.14,2354899134.93,0.0,-417736060.2,3658051021.31,44484228.31,,7131520327.4,10133484791.64,0.0,2354899134.93,,235768342.51,184860250.51,,,,,,,,,,,,,
2015-12-31,6499789.6,2624753853.12,197619255.78,1051642996.39,2282952.18,,15870577267.2,6065863315.26,340349847.99,39755174.34,1262856751.65,361581515.49,64162534.32,358144208.46,21693822.37,-56058283.58,0.0,629683464.69,,340349847.99,1429090549.07,-105538519.62,7186644118.29,,2543866145.35,3837603553.98,-860656.9,-16636405.35,,8450814433.29,1289243726.82,545683750.22,,4118291426.52,21286015.92,29063935.23,4124791216.12,108317835.73,2929081207.7,1291079250.0,77463305.12,3649128696.05,-116859768.99,0.0,4053844402.19,139846822.25,451113278.85,-139922356.33,,,,2489808118.32,0.0,187978144.13,3883510490.48,67837940.99,,6828499909.83,9804713951.94,,2489808118.32,,429419456.48,183587858.83,,,,,,,,,,,,,
2016-03-31,5487104.9,3049994401.19,688802753.53,1147133354.86,2282952.18,,16955003081.65,6222493765.69,409318579.16,31207712.25,1558153193.59,423697839.52,62898837.86,853501231.02,9350337.05,-50000000.0,0.0,594218467.28,0.317,409318579.16,2000894323.82,-105062908.77,7847787106.35,1291225802.0,2448754037.28,4425307919.28,-35783.68,-6702650.78,1291225802.0,8859623236.3,1604133100.32,541699344.47,,4708909349.22,0.0,30756441.38,4714396454.12,72746048.25,2794789830.56,1291079250.0,-824259.41,3837603553.99,-208202012.18,100000.0,5050888725.01,396761223.5,523157860.01,-54463306.06,,,0.317,2498533678.9,0.0,587704365.29,4292829069.64,90109683.44,,6994285875.33,10732509315.96,,2498533678.9,,513807522.96,687065137.8,,,,,,,,,,,,,
2016-06-30,5515852.67,3685245134.65,908751488.08,1623866963.31,11499562.74,,17812149350.41,6289925465.07,422487942.73,32009955.51,1764630313.39,439430257.0,61740266.73,862971265.41,3501943.59,0.0,36067500.0,485932527.99,,422487942.73,2121135460.43,-55484610.68,8219200179.3,,2244008810.61,5216577744.52,-113143.43,-6008395.53,,9292321042.17,1804582587.91,537436064.53,,5545882814.27,1023593.09,35236493.97,5551398666.94,22919645.64,2926093796.31,1291079250.0,4225536.94,4425307919.28,-167537410.76,0.0,5806380595.08,316552872.52,548830279.56,-60973040.71,,,,2460308499.51,0.0,791269825.25,4715317012.37,105898078.97,,7356228913.89,11522223885.34,,2460308499.51,,545328335.97,693915906.69,,,,,,,,,,,,,
2016-09-30,5806363.07,3108408347.72,664335585.49,1140846813.05,11499562.74,,25448875336.98,6296279181.33,224615728.31,32245909.41,1381862895.09,234129321.65,60471029.53,824053900.63,25169309.96,0.0,36067500.0,263355860.16,0.17,224615728.31,1578007199.2,-29739353.85,7752395186.37,1321268990.0,2453247187.65,13539848317.47,7874822115.68,-5635472.43,1321268990.0,17382739030.28,1414908846.07,646276540.68,,13778388784.8,11222510.12,38029445.53,13784195147.87,21121405.18,2707940517.48,1625790949.0,59198.14,5216577744.52,-271354573.07,7875987481.43,4686415546.92,163098353.13,163098353.13,-41055137.11,,,0.17,2346677566.35,0.0,8323270572.95,4939932740.68,46195506.1,,6928341285.74,19152596155.65,,2346677566.35,,280324827.75,653236642.91,,,,,,,,,,,,,
2016-12-31,6026123.94,3568415012.47,-45245125.73,1108363607.29,11499562.74,,25897170220.54,6383184907.94,451610420.87,33502083.03,558677400.59,461416577.0,61045873.15,820931770.07,-34317796.3,-20000000.0,35970282.97,25215424.88,,451610420.87,923581619.89,-58870906.49,8243379772.27,,2781495711.45,12756469786.51,-5833884.1,-494120672.07,,17345079739.86,629008425.35,671322197.94,,13091007880.23,12638665.9,76581360.14,13097034004.17,250191094.03,2588090589.85,1625790949.0,2464224.27,13539848317.47,-261826168.84,-6940953.1,4491996632.36,294573194.54,1089325010.19,-71535442.82,,,,2362386058.85,0.0,-783378530.96,4782293720.24,144176134.66,,7422448002.2,19513985312.6,,2362386058.85,,605592711.66,612084162.58,,,,,,,,,,,,,
2017-03-31,5752643.83,3206010323.47,197057726.96,1008390760.87,11499562.74,,26579719015.72,6444398244.69,484662134.09,33250398.87,1582498735.61,503456560.55,59911795.68,812771047.34,28074787.65,,0.0,19120751.12,0.298,484662134.09,2081920856.31,-13275390.22,8416707714.35,1626383000.0,2836593826.47,12970745315.64,2940000.0,-1248709.56,1626383000.0,17832555435.02,1639606889.22,702672212.21,,13405852966.48,15000000.0,83464218.69,13411605610.31,176214685.97,2660820808.24,1625790949.0,631643.85,12756469786.51,,2940000.0,5287931179.78,442313967.09,617935096.66,-28912425.44,,,0.298,2336017005.02,0.0,214275529.13,5266955854.33,86403748.46,,7603936667.01,20135320771.03,,2336017005.02,,589860309.01,598487443.76,,,,,,,,,,,,,
2017-06-30,4831122.13,3749434037.5,607936624.11,1182115179.32,11499562.74,,26703113453.94,6473168604.97,673477923.2,,1364100042.54,687513107.97,57275220.91,783083901.9,-26074287.46,,0.0,10841330.22,,673477923.2,2077973242.63,-1853897148.7,8291037646.19,,2432199182.06,11568572921.79,7380000.0,-317704.3,,18047163140.51,1394504968.87,727943212.33,,11758073861.04,442050675.77,90210671.97,11762904983.17,2273822294.7,2609321632.5,1625790949.0,8295.13,12970745315.64,,7380000.0,5827407280.13,683468273.76,784493494.9,-31091724.2,,,,2312521068.23,32506207.76,-1232172393.85,5485212311.81,123054674.39,,7507953744.29,20229944848.97,,2312521068.23,,810567782.36,598040813.52,,,,,,,,,,,,,
2017-09-30,4712033.53,3103855973.96,888811790.93,1118055018.77,11499562.74,,27025105480.76,6561470614.84,327511292.05,,1388477478.05,338153351.37,106511792.36,809633920.7,27636165.78,-20000.0,0.0,11550000.0,0.2,327511292.05,1747737388.65,330156902.28,8285808914.61,1637556460.0,2686155636.86,12378876981.15,0.0,-455015632.77,1637556460.0,18373479974.97,1420585398.84,723337296.93,,12603511283.48,387688144.23,94766176.07,12608223317.01,1918204562.39,2737556272.78,1625790949.0,5180.57,11568572921.79,-11507709.0,0.0,4851593362.61,327151989.81,426937425.64,-57612793.52,,,0.2,2324807161.35,31822315.98,810304059.36,5812723603.86,61147908.49,,7476174993.91,20463634865.92,,2324807161.35,,399301259.86,571102223.6,,,,,,,,,,,,,
2017-12-31,4875057.73,3003929013.35,-56886795.27,1113769006.51,11499562.74,,28314713453.32,6810159608.34,576000579.67,,1530455606.19,589632601.01,105573585.32,782705415.6,-105573633.49,-2583524730.66,0.0,11500000.0,,576000579.67,1983364353.66,-903628060.92,9051559660.15,,3700222896.01,11495535159.7,3900000.0,-7058006.81,,18871520571.66,1503147513.23,728809270.29,,11697218882.84,1758333925.99,114788264.17,11702093940.57,2266983406.82,3054427081.1,1625790949.0,4959.43,12378876981.15,5704946.27,3900000.0,4987293367.01,480216840.43,587673151.98,-79154435.68,,,,2366916679.09,31307337.23,-883341821.45,6285996409.09,103614184.46,,8268854244.55,21504553844.98,,2366916679.09,,693246785.47,526890368.97,,,,,,,,,,,,,
2018-03-31,4754610.13,4245623561.92,755285898.87,1064751927.95,11499562.74,,28837123366.82,6889616624.13,905169337.64,,1625769460.2,926469522.08,104689646.25,788973350.17,57968647.89,-37600000.0,,177687230.49,0.557,905169337.64,2663571596.05,188582312.13,8647535148.63,1625079601.0,2884598034.24,12465227154.9,1700000.0,-4694906.97,1625079601.0,19774954812.4,1686731933.37,724376632.07,,12613731887.29,273085008.11,149489076.3,12618486497.42,1774949271.46,2879477477.86,1625790949.0,,11495535159.7,-17600876.74,1700000.0,6909195157.97,976839662.68,1201344653.22,-46939915.98,,,0.557,2348695190.36,24037500.0,969691995.2,7191165746.73,216906483.25,,7858561798.46,21947506742.69,,2348695190.36,,1143376005.33,499576107.54,,,,,,,,,,,,,
