date,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCurrentDebt,quarterlyOperatingExpense,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,quarterlyPretaxIncome,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital
1999-09-30,,,,,,,,,,,,,,,,0.720166,,,,,,,,1019230769.0,743547600.0,0.729518,6548830560.0,,,,,6548830560.0,6548830560.0,,,,,,,1032467532.0,,,,,,,743547600.0,,743547600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,-42929740420.0,,,621118750.0,28985872930.0,2636524870.0,2425841390.0,,5033546350.0,,,2132673340.0,9474793860.0,,,,54095964860.0,7014169820.0,40593340130.0,5333670930.0,153043660.0,4101371330.0,,907608760.0,,-14638229570.0,33808735800.0,,210683480.0,8028829410.0,8154344080.0,-14638229570.0,13502624730.0,17381387100.0,71915613350.0,3356028830.0,4184849690.0,12242499010.0,,,,,,,16427348700.0,907608760.0,,907608760.0,18917786440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,,,,,,,,,,,1.820562,,,,,,,,1024719101.0,1908451200.0,1.862414,7662054900.0,,,,,7662054900.0,7662054900.0,,,,,,,1048275862.0,,,,,,,1908451200.0,,1908451200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,579495120.0,-45349692380.0,1446638180.0,,987871210.0,30119048900.0,4201339620.0,3888496240.0,,9757983950.0,3576702670.0,260352880.0,7195397740.0,14491577240.0,107080620.0,1.826669,2490149320.0,68694317350.0,7400110690.0,51806023880.0,5856889990.0,347487110.0,4103707290.0,1024615901.0,1910654200.0,1.868662,2663367970.0,45120833800.0,,312843380.0,10828790150.0,7672011480.0,1294415730.0,16888293470.0,23014984630.0,75468741280.0,3810810300.0,4185592470.0,17920256700.0,1024615901.0,,2800893080.0,,,4871118400.0,22105849170.0,1910654200.0,,1910654200.0,21917933180.0,2100669810.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,,,,,,,,,,,-0.170049,,,,,,,,733549083.0,-77088880.0,-0.10509,9184913320.0,,,,,9184913320.0,9184913320.0,,,,,,,1024615901.0,,,,,,,-77088880.0,,-77088880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,-43301911060.0,,,1219127300.0,34719041920.0,2261507760.0,2045365540.0,1951668420.0,32797186220.0,,,52483164080.0,21504553780.0,,,,129944063820.0,8135678340.0,111246164680.0,7639509500.0,1570491500.0,4627360040.0,,-68651900.0,,-19639539520.0,94653256520.0,,216142220.0,2755547120.0,9258568820.0,-19639539520.0,18697899140.0,58787489620.0,78020952980.0,1064740.0,5234261840.0,30631505060.0,,8807529280.0,,7750242460.0,,,35865766900.0,-68651900.0,,-68651900.0,33248635980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,,,,,,,,,,,-1.878535,,,,,,,,1102333495.0,-2070771700.0,-1.878535,10762533400.0,,,,,10762533400.0,10762533400.0,,,,,,,1102333495.0,,,,,,,-2070771700.0,,-2070771700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,,,,,,,,,,-1.876206,,,,,,,,1102470839.0,-2068462800.0,-1.876206,10748241000.0,,,,,10748241000.0,10748241000.0,,,,,,,1102470839.0,,,,,,,-2068462800.0,,-2068462800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,,,,,,,,,,,,,,-2.042161,,,,,,,,1102451086.0,-2251382700.0,-2.042161,11700384300.0,,,,,11700384300.0,11700384300.0,,,,,,,1102451086.0,,,,,,,-2251382700.0,,-2251382700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,-43875198580.0,,,901375820.0,31783050890.0,4087660670.0,2948015930.0,3263834640.0,12983408320.0,,,53244112340.0,14112937870.0,,,,127579519740.0,2484965010.0,104518010450.0,8646239630.0,-4164086550.0,4622641830.0,,-1540307700.0,,-29891856260.0,98341001090.0,,1139644740.0,-3604379370.0,8000769390.0,-29891856260.0,23061509290.0,35024407330.0,75658249470.0,1123910.0,8677709110.0,54638884650.0,,7608870700.0,,7271697700.0,,,63316593760.0,-1540307700.0,,-1540307700.0,21123888450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,,,,,,,,,,,,,-5.639783,,,,,,,,1078381512.0,-6081837300.0,-5.639783,11225183200.0,,,,,11225183200.0,11225183200.0,,,,,,,1078381512.0,,,,,,,-6081837300.0,,-6081837300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,1146517400.0,-49730066400.0,-4921267400.0,,848563800.0,37067038400.0,2431945600.0,2283975400.0,3324799800.0,22941420600.0,5070244200.0,875742000.0,53232027800.0,7501183200.0,140924000.0,-5.635651,-4931333400.0,119383766600.0,2633265600.0,101833695600.0,7884697800.0,-12882466800.0,4742092600.0,1187519899.0,-6077850800.0,-5.635651,4114980800.0,109690208600.0,,147970200.0,-17012546600.0,11217550400.0,1588414800.0,17550071000.0,45480201200.0,86797104800.0,0.0,15138257400.0,49071750000.0,1187519899.0,7717602200.0,4558891400.0,8241034200.0,,6658659000.0,64210007400.0,-6077850800.0,,-6077850800.0,-438877600.0,3088248800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,,,,,,,,,,,,,,-4.477274,,,,,,,,1187519899.0,-4894185780.0,-4.477274,13470403320.0,,,,,13470403320.0,13470403320.0,,,,,,,1187519899.0,,,,,,,-4894185780.0,,-4894185780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,-50166246740.0,,,695668100.0,36238590190.0,2861768910.0,2816979320.0,3197214350.0,23966242530.0,,,46048463370.0,6478290060.0,,,,106500115320.0,1710581150.0,92664896860.0,8495727550.0,-3311570750.0,4757226240.0,,-3596405800.0,,-21135165630.0,106671649920.0,,44789590.0,-26149496800.0,10552039840.0,-21135165630.0,13835218460.0,44845815230.0,86404836930.0,0.0,14966393850.0,46859440840.0,,5469094830.0,,7389329380.0,,,61825834690.0,-3596405800.0,,-3596405800.0,-9943288980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,,,,,,,,,,,0.756729,,,,,,,,1190158724.0,1325282000.0,0.793522,12009910500.0,,,,,12009910500.0,12009910500.0,,,,,,,1190158724.0,,,,,,,1325282000.0,,1325282000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,-1612199050.0,-50548306710.0,-933424140.0,,481486940.0,32164891990.0,9549780680.0,6746900930.0,3092293380.0,15145110860.0,4785319660.0,1094209490.0,41505217160.0,5907340670.0,119937180.0,0.71858,-353727770.0,106079221050.0,1405350870.0,86141837650.0,7396126100.0,-13215686660.0,8879696870.0,1669070913.0,1258471280.0,0.753518,4614104990.0,91824947940.0,,2802879750.0,-3375623240.0,11404461420.0,2317916370.0,19937383400.0,34078672210.0,82713198700.0,-869110.0,14107393520.0,43638882210.0,1848384444.0,5199885130.0,4301225390.0,6862492560.0,,7103236030.0,57746275730.0,1258471280.0,,1258471280.0,4642785620.0,2748994930.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,,,,,,,,,,,0.140602,,,,,,,,1669070913.0,487258800.0,0.140602,13614079500.0,,,,,13614079500.0,13614079500.0,,,,,,,1848384444.0,,,,,,,487258800.0,,487258800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,-51856511240.0,,,515325470.0,30581271420.0,5215189040.0,3344454360.0,3159445370.0,10608240800.0,,,42317828850.0,4413218740.0,,,,99658705300.0,1376053990.0,85225621990.0,7355099890.0,-3670006660.0,9591882400.0,,229142530.0,,-26590400570.0,81698540730.0,,1870734680.0,-9222658450.0,9912746590.0,-26590400570.0,14433083310.0,31756435820.0,82437782660.0,0.0,11245846890.0,38696258020.0,,3812138030.0,,9024150950.0,,,49942104910.0,229142530.0,,229142530.0,12004939570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,,,,,,,,,,,0.224749,,,,,,,,2409902508.0,553552120.0,0.229699,11576706580.0,,,,,11576706580.0,11576706580.0,,,,,,,2462983026.0,,,,,,,553552120.0,,553552120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,384504960.0,-53542110720.0,-272186880.0,,492723840.0,29590485120.0,3323631360.0,2948144640.0,3185898240.0,8871488640.0,4713260160.0,879688320.0,45284682240.0,2666939520.0,129534720.0,0.2248,937896960.0,101051018880.0,3108833280.0,85514231040.0,6834186240.0,-4184463360.0,9857756160.0,2424512991.0,553392000.0,0.229801,4876408320.0,81555223680.0,,375486720.0,-3032588160.0,11579420160.0,2634145920.0,15536787840.0,29156789760.0,83132595840.0,-819840.0,10037301120.0,42361132800.0,2436004518.0,7010451840.0,4232014080.0,6862060800.0,,7347406080.0,52398433920.0,553392000.0,,553392000.0,15312151680.0,2787456000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,,,,,,,,,,,0.389625,,,,,,,,2461882496.0,973861980.0,0.395576,16136675880.0,,,,,16136675880.0,16136675880.0,,,,,,,2499484004.0,,,,,,,973861980.0,,973861980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,-56701035520.0,,,578341120.0,29012216720.0,3449391680.0,3200793520.0,3589550880.0,11355845920.0,,,41678920000.0,2567864080.0,,,,96253961760.0,788579920.0,80371711360.0,7780310960.0,-3723070960.0,9862043920.0,,722286300.0,,-28036484180.0,76535775360.0,,248598160.0,-3134402320.0,8269912380.0,-28036484180.0,15882250400.0,30936086160.0,85713252240.0,737680.0,9600905200.0,35998784000.0,,6594121520.0,,7137054000.0,,,45599689200.0,722286300.0,,722286300.0,15669060880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,,,,,,,,,,,0.654713,,,,,,,,2473042251.0,1680945970.0,0.679708,11828336190.0,,,,,11828336190.0,11828336190.0,,,,,,,2567456109.0,,,,,,,1680945970.0,,1680945970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,507946950.0,-63484283520.0,45426150.0,1877338890.0,604580760.0,26219973780.0,3376401840.0,2940310800.0,4358432610.0,11985896160.0,3835618920.0,811889190.0,44454856320.0,2389415490.0,,0.653641,2186236710.0,95605527150.0,6056544690.0,81768721860.0,7635722850.0,2010313620.0,9853344900.0,2467560866.0,1678289760.0,0.678584,5047258230.0,74587260510.0,,436091040.0,-6314234850.0,11808321210.0,3319412670.0,13836805290.0,31195376100.0,89704257300.0,464172660.0,3906648900.0,37607896620.0,2651622721.0,6701596020.0,4653289620.0,1158779790.0,,7155031590.0,43391884410.0,1678289760.0,,1678289760.0,18206800920.0,2339859690.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,,,,,,,,,,,0.44103,,,,,,,,2551057622.0,1162834810.0,0.455825,12609152300.0,,,,,12609152300.0,12609152300.0,,,,,,,2636632799.0,,,,,,,1162834810.0,,1162834810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,-53497170220.0,,3717496930.0,853597410.0,28548654030.0,4299226520.0,4094059190.0,3752113640.0,9186092800.0,,,18850909370.0,2087978630.0,,,,109267222960.0,6133912150.0,94199666700.0,9511152150.0,1931781280.0,10404432130.0,,1164211700.0,,-17521068240.0,80850281290.0,,205167330.0,-2613983760.0,12624176000.0,-17521068240.0,15067556260.0,29978070860.0,82045824250.0,908477560.0,4550830900.0,42603882600.0,,7115844680.0,,1394800120.0,,,50872210430.0,1164211700.0,33700633650.0,1164211700.0,24841288820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,,,,,,,,,,,0.439813,,,,,,,,2606666667.0,1172339210.0,0.449796,12921306620.0,,,,,12921306620.0,12921306620.0,,,,,,,2665909091.0,,,,,,,1172339210.0,,1172339210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,643297200.0,-52776196200.0,-89999000.0,3260311600.0,759904600.0,27718909400.0,2410408000.0,2262496600.0,3620307600.0,9084420800.0,4685426200.0,619819200.0,18567185000.0,1835979600.0,,0.440292,1817197200.0,103902671600.0,5817065800.0,91217508200.0,8761207000.0,1306159400.0,10423449400.0,2606666667.0,1173900000.0,0.450308,4642383200.0,76556279800.0,,147911400.0,-2988749400.0,12936378000.0,2721882800.0,12685163400.0,28308989800.0,80495105600.0,1902500600.0,4526558400.0,40460420000.0,2665909091.0,6875141000.0,5529069000.0,1025988600.0,,7407309000.0,48247290000.0,1173900000.0,33446758800.0,1173900000.0,23895125800.0,2753969400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,,,,,,,,,,,0.335907,,,,,,,,2596531792.0,884879080.0,0.340793,12798834280.0,,,,,12798834280.0,12798834280.0,,,,,,,2634295097.0,,,,,,,-718619520.0,,884879080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,-55038601600.0,,1748748520.0,844066660.0,28221679430.0,4569628390.0,3970295600.0,3176994170.0,8057275460.0,,,18712669930.0,1685860250.0,,,,103170858850.0,5997116350.0,88386811570.0,9014995620.0,2220031700.0,10427329780.0,,890501390.0,,-31294652850.0,71532755210.0,,599332790.0,-1031973780.0,12852155000.0,-31294652850.0,14784047280.0,27486720130.0,83260281030.0,726624710.0,4233971720.0,38063314840.0,,6756321730.0,,1240338530.0,,,44046035080.0,-717090230.0,31516873240.0,890501390.0,26794191470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,,,,,,,,,,,0.619807,,,,,,,,2602307251.0,1653569040.0,0.634779,12952333680.0,,,,,12952333680.0,12952333680.0,,,,,,,2762661322.0,,,,,,,1653569040.0,,1653569040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,271128590.0,-55034671150.0,265957200.0,1631204160.0,803781760.0,27584194260.0,3690156150.0,3256498160.0,3153070360.0,9753241540.0,4687495650.0,619828030.0,17632962360.0,3057769030.0,,0.634973,1925234620.0,100748281210.0,5189120480.0,87250214540.0,8196653150.0,2273195290.0,10435126250.0,2602307251.0,1654106030.0,0.634973,4756940030.0,69354250060.0,,433657990.0,-890217850.0,12955809490.0,2753395790.0,13498066670.0,27284992410.0,82618865410.0,1781174470.0,4511668390.0,35926385100.0,2762661322.0,6501176000.0,5514918050.0,992906880.0,,7440891440.0,42069257650.0,1654106030.0,31119947480.0,1654106030.0,27032333070.0,2999406200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,,,,,,,,,,,,,,,0.574561,,,,,,,,2603976095.0,1496143950.0,0.574561,13526963310.0,,,,,13526963310.0,13526963310.0,,,,,,,2603976095.0,,,,,,,1496143950.0,,1496143950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,-57703614840.0,,1442384610.0,1069957200.0,27892961160.0,4566522460.0,4031543860.0,3279830340.0,9792165990.0,,,16684473620.0,2923863810.0,,,,101342779460.0,5657055760.0,86224147050.0,9595321300.0,1749654370.0,10473234900.0,,1504824110.0,,-28422369690.0,66963545710.0,,534978600.0,2337444960.0,13595398250.0,-28422369690.0,15118632410.0,28324373390.0,85596576000.0,2160490500.0,3067210640.0,34129577070.0,,6566519380.0,,,,,38639172320.0,1504824110.0,31438223190.0,1504824110.0,29901874390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,,,,,,,,,,,,0.257075,,,,,,,,2911330049.0,748430580.0,0.257075,6572512200.0,,,,,6572512200.0,6572512200.0,,,,,,,2911330049.0,,,,,,,748430580.0,,748430580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,633543650.0,-53461679400.0,-14615350.0,1303943400.0,837523100.0,27776154950.0,3883234950.0,3883234950.0,2749592150.0,,4688350100.0,578259500.0,16023507200.0,3220460600.0,,0.257357,1971801350.0,99079999450.0,13489968050.0,84913277150.0,9364626650.0,1784343600.0,10468403300.0,2614784715.0,1338257700.0,0.257357,4760155950.0,65672486600.0,,,1792604450.0,13163346750.0,2838555150.0,14166722300.0,25604186850.0,81237834350.0,2270462850.0,38764356350.0,,2614784715.0,6244567150.0,5636441500.0,,,7526905250.0,40068299750.0,1338257700.0,31659389900.0,1338257700.0,29383208000.0,2879859400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,,,,,,,,,,,0.26626,,,,,,,,2614784715.0,696503140.0,0.26626,13576846340.0,,,,,13576846340.0,13576846340.0,,,,,,,2614784715.0,,,,,,,696503140.0,,696503140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,,-58945543720.0,,1290856980.0,978379080.0,26597256840.0,5534091360.0,4811441320.0,2769200700.0,9172483460.0,,,14485326100.0,2697366700.0,,,,95521261500.0,5432087080.0,79818349100.0,9541710220.0,-143668000.0,10484890640.0,,710411290.0,,-29083127620.0,64249047940.0,,722650040.0,1962504880.0,13763698360.0,-29083127620.0,15702912400.0,26915481460.0,85542800560.0,887149900.0,2538613560.0,33504095940.0,,6177724000.0,,,,,37333566480.0,710411290.0,30884309960.0,710411290.0,27665428420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,1382000000.0,812000000.0,25628000000.0,6329000000.0,5054000000.0,2669000000.0,7854000000.0,,,14783000000.0,231000000.0,,0.0,,93466000000.0,2432000000.0,77377000000.0,8503000000.0,,10594000000.0,,,0.0,,62915000000.0,,1275000000.0,1676000000.0,,,16089000000.0,24588000000.0,,1982000000.0,574000000.0,34188000000.0,,5964000000.0,,1406000000.0,410000000.0,,38327000000.0,,30069000000.0,,28035000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,,-57139000000.0,,1090000000.0,632000000.0,24321000000.0,4041000000.0,3949000000.0,2486000000.0,7488000000.0,,,10376000000.0,8517000000.0,,,,92044000000.0,2725000000.0,78352000000.0,7795000000.0,,10595000000.0,,,,,63296000000.0,,92000000.0,-304000000.0,,,13692000000.0,23744000000.0,81460000000.0,1867000000.0,4199000000.0,31483000000.0,,5494000000.0,,1700000000.0,491000000.0,,39552000000.0,,28173000000.0,,26021000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,1000000000.0,562000000.0,23305000000.0,8430000000.0,7495000000.0,2453000000.0,9281000000.0,,,9920000000.0,150000000.0,,0.0,,92606000000.0,2561000000.0,75611000000.0,7378000000.0,,10595000000.0,,,0.0,,59669000000.0,,935000000.0,4230000000.0,,,16995000000.0,24528000000.0,,1871000000.0,546000000.0,30903000000.0,,5289000000.0,,1511000000.0,8897000000.0,,35141000000.0,,27960000000.0,,30555000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,-60840000000.0,,1265000000.0,708000000.0,24756000000.0,5186000000.0,4428000000.0,2588000000.0,4891000000.0,,,11302000000.0,140000000.0,,,,94276000000.0,2123000000.0,79146000000.0,8274000000.0,,10595000000.0,,,,,62727000000.0,,758000000.0,2775000000.0,,,15130000000.0,23591000000.0,85596000000.0,2418000000.0,994000000.0,33792000000.0,,5596000000.0,,1816000000.0,8272000000.0,,39136000000.0,,29033000000.0,,29101000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,1166000000.0,641000000.0,24057000000.0,5084000000.0,4995000000.0,2427000000.0,,,,10998000000.0,153000000.0,,0.0,,90712000000.0,7857000000.0,76370000000.0,7718000000.0,,10596000000.0,,,0.0,,60513000000.0,,89000000.0,1842000000.0,,,14342000000.0,23574000000.0,,2029000000.0,32168000000.0,,,5104000000.0,,1640000000.0,7593000000.0,,36939000000.0,,28751000000.0,,28169000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
