date,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyNetIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyPurchaseOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2015-12-31,82633000.0,1226000.0,-108699000.0,1304000.0,169554000.0,73861000.0,54819000,-73515000.0,54819000,29006000.0,1434577000.0,4174768000.0,39794000.0,433925000.0,-3044000.0,1213161000.0,808494000.0,-14564000.0,0.75,1124373000.0,597788000.0,553163000.0,61980000.0,96039000.0,105346000.0,7000.0,54819000,8134565000.0,90782000.0,90782000.0,598000.0,13809000.0,3193819000.0,687125000.0,65134000.0,3203922000.0,4267000.0,27574000.0,36451000.0,909172000.0,0.74,-44059000.0,5673917000.0,2033545000,100678000,2924343000.0,-41195000.0,3760000.0,10988000.0,-4845000.0,159614000,90782000.0,-73419000.0,-7000.0,73263000.0,2021077000.0,1876440000.0,2460648000.0,83825000.0,4940746000.0,808494000.0,0.0,989484000.0,4000.0,3797477000.0,77408000.0,-82922000.0,-1489766000.0,229354000.0,,,,,,,,
2016-03-31,69869000.0,1886000.0,22952000.0,1085000.0,75301000.0,73847000.0,158813000,-89138000.0,158813000,96366000.0,1432698000.0,4432968000.0,55243000.0,442294000.0,3123000.0,1229888000.0,1078890000.0,12926000.0,2.16,1629889000.0,650993000.0,534674000.0,79320000.0,-13837000.0,90782000.0,8000.0,158813000,8438963000.0,103708000.0,103708000.0,598000.0,18943000.0,3172736000.0,676427000.0,-50224000.0,3318048000.0,7164000.0,108500000.0,-162983000.0,1349889000.0,2.14,-27816000.0,5809824000.0,2979778000,270999000,2974038000.0,-246458000.0,-522000.0,6654000.0,-11813000.0,353442000,103708000.0,-87911000.0,-8850000.0,73401000.0,2175437000.0,1901261000.0,2629139000.0,255179000.0,5266227000.0,1078890000.0,0.0,993742000.0,0.0,3908563000.0,78558000.0,-331500000.0,-1541340000.0,229079000.0,,,,,,,,
2016-04-30,69869000.0,1886000.0,22952000.0,,75301000.0,73847000.0,158813000,-89138000.0,158813000,96366000.0,1432698000.0,4432968000.0,55243000.0,442294000.0,3123000.0,1229888000.0,1078890000.0,12926000.0,2.16,1629889000.0,650993000.0,534674000.0,79320000.0,-13837000.0,90782000.0,8000.0,158813000,8438963000.0,103708000.0,103708000.0,598000.0,18943000.0,3172736000.0,676427000.0,-50224000.0,3318048000.0,7164000.0,108500000.0,-162983000.0,1349889000.0,2.14,-27816000.0,5809824000.0,2979778000,270999000,2974038000.0,-246458000.0,-522000.0,6654000.0,-11813000.0,353442000,103708000.0,-87911000.0,-8850000.0,73401000.0,2175437000.0,1901261000.0,2629139000.0,255179000.0,5266227000.0,1078890000.0,,993742000.0,0.0,3908563000.0,78558000.0,-331500000.0,-1541340000.0,229079000.0,,,,,,,,
2016-06-30,68566000.0,936000.0,-64222000.0,1137000.0,117604000.0,73835000.0,124600000,-48782000.0,124600000,84307000.0,1431922000.0,4421274000.0,56354000.0,446124000.0,6244000.0,1169702000.0,793573000.0,1119000.0,1.69,1245898000.0,657483000.0,564757000.0,59945000.0,68822000.0,103708000.0,8000.0,124600000,8437529000.0,104827000.0,104827000.0,404000.0,14021000.0,3157745000.0,664678000.0,-7017000.0,3219718000.0,4290000.0,-96889000.0,-72863000.0,1010257000.0,1.68,-32421000.0,5688632000.0,2256155000,216684000,3012607000.0,10055000.0,1534000.0,2488000.0,-366000.0,222928000,104827000.0,-51146000.0,-4441000.0,73576000.0,2295597000.0,1847399000.0,2748897000.0,208907000.0,5279784000.0,793573000.0,0.0,992579000.0,-2430000.0,3841233000.0,96200000.0,-279600000.0,-1580685000.0,231573000.0,,,,,,,,
2016-09-30,66593000.0,-1294000.0,-135033000.0,1216000.0,216512000.0,73860000.0,113844000,-66293000.0,113844000,63994000.0,1442173000.0,4357013000.0,49579000.0,455348000.0,-2349000.0,1042633000.0,794437000.0,14667000.0,1.54,1260650000.0,686947000.0,590325000.0,59997000.0,150219000.0,104827000.0,8000.0,113844000,8414645000.0,119494000.0,119494000.0,372000.0,13581000.0,3152519000.0,652361000.0,-30247000.0,3197075000.0,9676000.0,-20833000.0,31620000.0,988205000.0,1.53,-37496000.0,5558924000.0,2248855000,193768000,3070929000.0,60725000.0,933000.0,2522000.0,-121000.0,251416000,119494000.0,-66345000.0,-4443000.0,73638000.0,2404998000.0,1721573000.0,2855721000.0,177838000.0,5262126000.0,794437000.0,0.0,991392000.0,-242000.0,3837351000.0,98672000.0,-125500000.0,-1628756000.0,223592000.0,,,,,,,,
2016-12-31,64149000.0,953000.0,-18388000.0,1094000.0,91457000.0,73886000.0,62365000,-55346000.0,62365000,34546000.0,1446340000.0,4325868000.0,35166000.0,454282000.0,4129000.0,1042949000.0,801417000.0,15684000.0,0.84,1175327000.0,641252000.0,554397000.0,59125000.0,36111000.0,119494000.0,8000.0,62365000,8315033000.0,135178000.0,135178000.0,306000.0,13365000.0,3142269000.0,640903000.0,45846000.0,3086177000.0,-917000.0,-110103000.0,-35105000.0,907564000.0,0.84,-39701000.0,5398841000.0,2082891000,106147000,3106988000.0,31075000.0,2015000.0,8788000.0,-6093000.0,169401000,135178000.0,-56642000.0,-4000.0,73685000.0,2462935000.0,1722795000.0,2916192000.0,96911000.0,5172764000.0,801417000.0,0.0,990877000.0,-2025000.0,3676046000.0,70466000.0,-5573000.0,-1660648000.0,225564000.0,,,,,,,,
2017-03-31,64674000.0,-7631000.0,19872000.0,1036000.0,35081000.0,74093000.0,107960000,-65279000.0,107960000,58203000.0,1439621000.0,4413803000.0,46617000.0,446128000.0,4813000.0,1073372000.0,1090904000.0,-9091000.0,1.46,1620154000.0,701621000.0,563276000.0,77430000.0,-30198000.0,135178000.0,8000.0,107960000,8428657000.0,126087000.0,126087000.0,520000.0,18430000.0,3121964000.0,626974000.0,-42207000.0,3049218000.0,-7704000.0,-36710000.0,-156953000.0,1270684000.0,1.46,-40574000.0,5404982000.0,2890838000,179780000,3156132000.0,-89384000.0,1699000.0,12374000.0,-3121000.0,262023000,126087000.0,-64139000.0,-8902000.0,73782000.0,2565927000.0,1745351000.0,3023675000.0,166163000.0,5306693000.0,1090904000.0,193000.0,990695000.0,,3659631000.0,83779000.0,-453500000.0,-1716511000.0,225851000.0,,,,,,,,
2017-04-30,64674000.0,-7631000.0,19872000.0,1036000.0,35081000.0,74093000.0,107960000,-65279000.0,107960000,58203000.0,1439621000.0,4413803000.0,46617000.0,446128000.0,4813000.0,1073372000.0,1090904000.0,-9091000.0,1.46,1620154000.0,446746000.0,563276000.0,77430000.0,-30198000.0,135178000.0,8000.0,107960000,8428657000.0,126087000.0,126087000.0,520000.0,18430000.0,3121964000.0,626974000.0,-42207000.0,3049218000.0,-7704000.0,-36710000.0,-156953000.0,1270684000.0,1.46,-40574000.0,5404982000.0,2890838000,179780000,3156132000.0,-89384000.0,1699000.0,12374000.0,-3121000.0,262023000,126087000.0,-64139000.0,-8902000.0,73782000.0,2565927000.0,1745351000.0,3023675000.0,166163000.0,5306693000.0,1090904000.0,193000.0,990695000.0,,3659631000.0,83779000.0,-453500000.0,-1716511000.0,225851000.0,,,,,,,,
2017-06-30,67109000.0,-626000.0,-46716000.0,1245000.0,232268000.0,74093000.0,87049000,-57085000.0,87049000,48910000.0,1431294000.0,4293367000.0,31725000.0,438782000.0,3169000.0,1043690000.0,846377000.0,131143000.0,1.18,1270639000.0,457513000.0,629088000.0,57770000.0,175183000.0,126087000.0,8000.0,87049000,8437413000.0,257230000.0,257230000.0,418000.0,13921000.0,3111198000.0,618879000.0,5195000.0,2937096000.0,-8302000.0,-117040000.0,83949000.0,993088000.0,1.17,-26664000.0,5309136000.0,2263727000,146711000,3174965000.0,131307000.0,152000.0,7564000.0,-182000.0,149880000,257230000.0,-56894000.0,-4461000.0,73848000.0,2648515000.0,1710809000.0,3128277000.0,135959000.0,5326215000.0,846377000.0,-173000.0,993916000.0,,3598327000.0,95115000.0,-85102000.0,-1743671000.0,228337000.0,,,,,,,,
2017-09-30,78858000.0,-252000.0,4945000.0,861000.0,133656000.0,74106000.0,95996000,-38596000.0,95996000,48004000.0,1418486000.0,4219321000.0,43046000.0,429194000.0,745000.0,1044008000.0,791139000.0,106072000.0,1.3,1234525000.0,444561000.0,572360000.0,57553000.0,95060000.0,257230000.0,8000.0,95996000,8468224000.0,363302000.0,363302000.0,350000.0,13314000.0,3100272000.0,608520000.0,1252000.0,2921653000.0,-9706000.0,-16477000.0,-19147000.0,947708000.0,1.3,-24503000.0,5237437000.0,2182233000,156569000,3174235000.0,75034000.0,411000.0,8218000.0,-77000.0,214867000,363302000.0,-33787000.0,-4465000.0,73866000.0,2740046000.0,1700028000.0,3230787000.0,144000000.0,5367952000.0,791139000.0,0.0,994408000.0,,3537409000.0,105970000.0,4202000.0,-1755749000.0,226826000.0,,,,,,,,
2017-12-31,69304000.0,-91000.0,7027000.0,934000.0,199800000.0,74156000.0,184500000,-28798000.0,184500000,-110363000.0,1394138000.0,4168492000.0,51967000.0,303620000.0,121000.0,1044327000.0,786417000.0,183635000.0,2.5,1163417000.0,606357000.0,533548000.0,56507000.0,171002000.0,363302000.0,8000.0,184500000,8482301000.0,546937000.0,546937000.0,,13136000.0,3055409000.0,597674000.0,71807000.0,2894582000.0,-125551000.0,-26941000.0,63958000.0,873569000.0,2.49,-24954000.0,5067105000.0,2036986000,87152000,3177521000.0,50591000.0,861000.0,7111000.0,-3118000.0,87273000,546937000.0,-23819000.0,-26000.0,73909000.0,2920096000.0,1587008000.0,3415196000.0,74137000.0,5426892000.0,786417000.0,0.0,994293000.0,,3480097000.0,105106000.0,0.0,-1783383000.0,239061000.0,,,,,,,,
2018-03-31,62233000.0,-1257000.0,-26757000.0,754000.0,153970000.0,74205000.0,136727000,-34474000.0,136727000,44290000.0,1358397000.0,4230473000.0,46479000.0,310686000.0,458000.0,1044755000.0,1074043000.0,92206000.0,1.85,1601564000.0,623245000.0,543343000.0,71692000.0,119496000.0,546937000.0,8000.0,136727000,8614953000.0,639143000.0,639143000.0,,17682000.0,2997437000.0,583346000.0,-14012000.0,2890317000.0,7340000.0,-2948000.0,-73311000.0,1272284000.0,1.84,-28812000.0,5068332000.0,2873848000,198241000,3194548000.0,-64369000.0,672000.0,7642000.0,-5223000.0,270391000,639143000.0,-33944000.0,-8930000.0,73979000.0,3052336000.0,1588193000.0,3546621000.0,181017000.0,5617516000.0,1074043000.0,,993461000.0,,3480139000.0,127522000.0,-12101000.0,-1836151000.0,232752000.0,,,,,,,,
2018-04-30,62233000.0,-1257000.0,-26757000.0,754000.0,153970000.0,74205000.0,136727000,-34474000.0,136727000,44290000.0,1358397000.0,4230473000.0,46479000.0,310686000.0,458000.0,1044755000.0,1074043000.0,92206000.0,1.85,1601564000.0,431093000.0,543343000.0,71692000.0,119496000.0,546937000.0,8000.0,136727000,8614953000.0,639143000.0,639143000.0,,17682000.0,2997437000.0,583346000.0,-14012000.0,2890317000.0,7340000.0,-2948000.0,-73311000.0,1272284000.0,1.84,-28812000.0,5068332000.0,2873848000,198241000,3194548000.0,-64369000.0,672000.0,7642000.0,-5223000.0,270391000,639143000.0,-33944000.0,-8930000.0,73979000.0,3052336000.0,1588193000.0,3546621000.0,181017000.0,5617516000.0,1074043000.0,,993461000.0,,3480139000.0,127522000.0,-12101000.0,-1836151000.0,232752000.0,,,,,,,,
2018-06-30,54922000.0,1737000.0,1517000.0,943000.0,289998000.0,74244000.0,117836000,-27341000.0,117836000,39635000.0,1338931000.0,4159756000.0,52331000.0,314091000.0,2785000.0,1045077000.0,844018000.0,263106000.0,1.59,1315093000.0,466957000.0,635896000.0,56552000.0,262657000.0,639143000.0,8000.0,117836000,8835556000.0,902249000.0,902249000.0,,12855000.0,2957740000.0,571953000.0,-45983000.0,2909990000.0,3855000.0,22031000.0,104928000.0,1011559000.0,1.59,-35914000.0,5177607000.0,2326652000,167541000,3213327000.0,66509000.0,508000.0,4771000.0,-434000.0,170326000,902249000.0,-27293000.0,-4468000.0,74054000.0,3165696000.0,1579390000.0,3657949000.0,157471000.0,5877816000.0,844018000.0,,991934000.0,,3598217000.0,151662000.0,3739000.0,-1874396000.0,220222000.0,,,,,,,,
2018-09-30,56839000.0,-156000.0,-128420000.0,593000.0,237535000.0,74190000.0,115843000,-43317000.0,115843000,31077000.0,1335769000.0,4187082000.0,48755000.0,320160000.0,5755000.0,1045398000.0,852686000.0,67757000.0,1.57,1268055000.0,470246000.0,648817000.0,55340000.0,194218000.0,902249000.0,8000.0,115843000,8972353000.0,970006000.0,970006000.0,,13076000.0,2948070000.0,562698000.0,-33600000.0,3023660000.0,5834000.0,112489000.0,51650000.0,1006927000.0,1.56,-32083000.0,5312717000.0,2274982000,154241000,3249922000.0,-25002000.0,506000.0,6852000.0,-120825000.0,215336000,970006000.0,-42445000.0,-4421000.0,73888000.0,3277118000.0,1591485000.0,3659636000.0,146920000.0,6024283000.0,852686000.0,,992764000.0,,3721232000.0,168578000.0,8362000.0,-1914153000.0,225927000.0,,,,,,,,
2018-12-31,48379000.0,-280000.0,-110255000.0,910000.0,129525000.0,73254000.0,53441000,-88583000.0,53441000,16415000.0,1368985000.0,4362547000.0,90019000.0,318353000.0,-1421000.0,1045720000.0,844391000.0,-73479000.0,0.74,1176429000.0,624972000.0,623141000.0,54600000.0,40942000.0,970006000.0,8000.0,53441000,9040648000.0,896527000.0,896527000.0,,12975000.0,2958194000.0,550593000.0,72124000.0,3172790000.0,-1073000.0,153921000.0,3863000.0,928643000.0,0.74,-44193000.0,5489835000.0,2105072000,84252000,3287487000.0,-183263000.0,509000.0,8495000.0,-154872000.0,82831000,896527000.0,-88145000.0,0.0,72906000.0,3326155000.0,1603885000.0,3550813000.0,69856000.0,6082454000.0,844391000.0,,990237000.0,,3885950000.0,198408000.0,0.0,-1918502000.0,239812000.0,,,,,,,,
2019-04-30,46241000.0,-215000.0,-503176000.0,678000.0,204542000.0,72103000.0,142500000,-61312000.0,142500000,48258000.0,3734490000.0,4433981000.0,491645000.0,310404000.0,-2238000.0,746767000.0,1096672000.0,-359197000.0,1.99,1647424000.0,684419000.0,530277000.0,69885000.0,143230000.0,896527000.0,8000.0,142500000,11081511000.0,537330000.0,537330000.0,,14944000.0,5299673000.0,527702000.0,-58757000.0,3276955000.0,-250000.0,102941000.0,-30050000.0,1304612000.0,1.98,-40038000.0,7534288000.0,2952036000,207940000,3734490000.0,-68742000.0,11473000.0,10984000.0,-134291000.0,275587000,537330000.0,-60759000.0,-8723000.0,71787000.0,3441138000.0,3235411000.0,3547223000.0,190758000.0,5781838000.0,1096672000.0,,991240000.0,,4298877000.0,126108000.0,-360625000.0,-1951225000.0,124067000.0,,,,,,,,
2019-06-30,49667000.0,,,,,72008000.0,124820000,,124820000,41390000.0,3741407000.0,4374933000.0,18233000.0,313903000.0,4113000.0,746951000.0,838666000.0,,1.74,1322808000.0,497338000.0,587119000.0,,,,8000.0,124820000,11267946000.0,747719000.0,747719000.0,,8675000.0,5305475000.0,521969000.0,,3317972000.0,,,,1009438000.0,1.73,-33481000.0,7596644000.0,2332246000,170772000,5726604000.0,,,,,174885000,,,,71738000.0,3561620000.0,3224239000.0,3671302000.0,166210000.0,5962471000.0,838666000.0,,992432000.0,,4372405000.0,126758000.0,,-1985197000.0,131035000.0,,,,,,,,
2019-09-30,49446000.0,-22000.0,-332298000.0,710000.0,216385000.0,70664000.0,123669000,-57799000.0,123669000,37071000.0,3724821000.0,4391093000.0,482301000.0,318309000.0,-3145000.0,747136000.0,839598000.0,-173993000.0,1.76,1300180000.0,721342000.0,579074000.0,56308000.0,158586000.0,747719000.0,8000.0,123669000,11106802000.0,573726000.0,573726000.0,,8443000.0,5280154000.0,514512000.0,,3402538000.0,4723000.0,85820000.0,20591000.0,1011926000.0,1.75,-38862000.0,7651860000.0,2312106000,172328000,3724821000.0,-19300000.0,365000.0,8613000.0,-339743000.0,169183000,573726000.0,-57651000.0,-4157000.0,70381000.0,3681100000.0,3187947000.0,3454942000.0,160740000.0,5826648000.0,839598000.0,,991375000.0,,4463913000.0,140487000.0,10914000.0,-2008278000.0,124781000.0,,,,,,,,
