date,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyNetIncomeContinuousOperations,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyNetIncome,quarterlyInterestExpense,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingExpense,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit
2008-12-31,903000000.0,309000000.0,1394000000.0,,953000000.0,4108000000.0,2533000000.0,7777000000.0,329000000.0,,,-574000000.0,258000000.0,2000000.0,4901000000.0,,1501000000.0,1525000000.0,115000000.0,194000000.0,5693000000.0,1375000000.0,4404000000.0,375000000.0,375000000.0,209000000.0,446000000.0,,10333000000.0,12866000000.0,0.0,11885000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,,77612239.744093,1759495061.45126,-105757337.67327,517699225.545766,3130928924.182053,1643503142.712835,5309188927.549245,236248246.253999,0.0,,,96375638.363545,0.0,3601719653.179191,,,1053308967.955553,261834698.916886,152665834.221898,3854172652.786352,,3124958751.894046,333476766.372973,333476766.372973,173134996.352208,805973258.88097,0.0,7335635978.449969,8979139121.162804,0.0,8440117851.731298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,864000000.0,281000000.0,1251000000.0,,1732000000.0,3864000000.0,2577000000.0,5711000000.0,292000000.0,,,-572000000.0,102000000.0,5000000.0,4339000000.0,,1287000000.0,1272000000.0,107000000.0,176000000.0,4008000000.0,1220000000.0,3632000000.0,734000000.0,734000000.0,225000000.0,671000000.0,,8757000000.0,11334000000.0,0.0,9575000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,,100000000.0,2251000000.0,106000000.0,1596000000.0,3631000000.0,2275000000.0,6000000000.0,291000000.0,0.0,,,133000000.0,0.0,4579000000.0,,,1292000000.0,268000000.0,174000000.0,4197000000.0,,3679000000.0,717000000.0,717000000.0,222000000.0,428000000.0,0.0,8977000000.0,11252000000.0,0.0,9631000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,824000000.0,321000000.0,1276000000.0,,1943000000.0,3897000000.0,2579000000.0,5291000000.0,291000000.0,,,-533000000.0,80000000.0,0.0,4441000000.0,,1288000000.0,1192000000.0,98000000.0,184000000.0,3771000000.0,1308000000.0,3457000000.0,742000000.0,742000000.0,224000000.0,509000000.0,,8579000000.0,11158000000.0,0.0,9188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,169000000.0,2308000000.0,,1980000000.0,4037000000.0,2374000000.0,4781000000.0,286000000.0,0.0,,,46000000.0,0.0,4450000000.0,,,1157000000.0,221000000.0,188000000.0,3355000000.0,,3350000000.0,784000000.0,784000000.0,226000000.0,969000000.0,0.0,8455000000.0,10829000000.0,0.0,8818000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,820000000.0,378000000.0,1245000000.0,,2172000000.0,4424000000.0,2592000000.0,4882000000.0,288000000.0,,,-532000000.0,69000000.0,17000000.0,4729000000.0,,1298000000.0,1236000000.0,75000000.0,188000000.0,3294000000.0,1412000000.0,3494000000.0,726000000.0,726000000.0,223000000.0,980000000.0,,8911000000.0,11503000000.0,0.0,9306000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,266000000.0,218000000.0,2269000000.0,,2242000000.0,4266000000.0,1950000000.0,4114000000.0,266000000.0,0.0,,,44000000.0,31000000.0,4770000000.0,,1129000000.0,957000000.0,178000000.0,190000000.0,2659000000.0,,3431000000.0,425000000.0,425000000.0,222000000.0,1191000000.0,0.0,8700000000.0,10650000000.0,0.0,8380000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,755000000.0,529000000.0,1150000000.0,,2280000000.0,4014000000.0,2534000000.0,4686000000.0,264000000.0,,,-491000000.0,11000000.0,96000000.0,4545000000.0,,1205000000.0,919000000.0,159000000.0,179000000.0,3153000000.0,1394000000.0,3275000000.0,641000000.0,641000000.0,223000000.0,723000000.0,,8480000000.0,11014000000.0,0.0,8700000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,268000000.0,188000000.0,2319000000.0,,2403000000.0,4093000000.0,1899000000.0,4274000000.0,268000000.0,0.0,,,13000000.0,36000000.0,4857000000.0,,1171000000.0,970000000.0,166000000.0,194000000.0,2770000000.0,,3406000000.0,374000000.0,374000000.0,225000000.0,1020000000.0,0.0,8910000000.0,10809000000.0,0.0,8367000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,768000000.0,319000000.0,1192000000.0,,2390000000.0,3855000000.0,1835000000.0,4217000000.0,237000000.0,,,-531000000.0,4000000.0,3000000.0,4576000000.0,,1242000000.0,1076000000.0,142000000.0,217000000.0,2625000000.0,1403000000.0,3124000000.0,132000000.0,132000000.0,224000000.0,639000000.0,,8660000000.0,10495000000.0,0.0,8072000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,219000000.0,98000000.0,2212000000.0,,1902000000.0,3550000000.0,1526000000.0,4387000000.0,219000000.0,0.0,,,12000000.0,26000000.0,4464000000.0,,1128000000.0,1046000000.0,145000000.0,210000000.0,2764000000.0,,2945000000.0,155000000.0,155000000.0,225000000.0,701000000.0,0.0,8344000000.0,9870000000.0,0.0,7937000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,801000000.0,31000000.0,333000000.0,,2106000000.0,3938000000.0,1936000000.0,5012000000.0,227000000.0,,,-574000000.0,23000000.0,2000000.0,4981000000.0,462000000.0,1311000000.0,1056000000.0,142000000.0,237000000.0,3144000000.0,1453000000.0,3164000000.0,276000000.0,276000000.0,212000000.0,669000000.0,,9151000000.0,11087000000.0,0.0,8950000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,213000000.0,75000000.0,2266000000.0,,1793000000.0,3255000000.0,1640000000.0,5375000000.0,213000000.0,0.0,,,31000000.0,6000000.0,4879000000.0,,1274000000.0,1018000000.0,147000000.0,195000000.0,3546000000.0,,3046000000.0,144000000.0,144000000.0,226000000.0,410000000.0,0.0,8815000000.0,10455000000.0,0.0,8630000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,800000000.0,237000000.0,244000000.0,,2144000000.0,4185000000.0,1927000000.0,4822000000.0,229000000.0,,,-571000000.0,49000000.0,9000000.0,5231000000.0,529000000.0,1410000000.0,1000000000.0,158000000.0,242000000.0,3269000000.0,1639000000.0,3156000000.0,122000000.0,122000000.0,224000000.0,618000000.0,,9258000000.0,11185000000.0,0.0,9007000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,231000000.0,32000000.0,2730000000.0,,1972000000.0,4307000000.0,1909000000.0,5758000000.0,231000000.0,0.0,,,85000000.0,9000000.0,5819000000.0,,1478000000.0,1052000000.0,188000000.0,259000000.0,3944000000.0,,3372000000.0,211000000.0,211000000.0,231000000.0,874000000.0,0.0,10165000000.0,12074000000.0,0.0,10065000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,918000000.0,256000000.0,297000000.0,,2320000000.0,5309000000.0,2353000000.0,5656000000.0,242000000.0,,,-676000000.0,85000000.0,5000000.0,6392000000.0,650000000.0,1726000000.0,1137000000.0,209000000.0,239000000.0,3675000000.0,1941000000.0,3604000000.0,162000000.0,162000000.0,226000000.0,1154000000.0,,10970000000.0,13323000000.0,0.0,10965000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,219000000.0,77000000.0,2907000000.0,,1882000000.0,4246000000.0,2007000000.0,6183000000.0,219000000.0,0.0,,,46000000.0,3000000.0,6093000000.0,,1568000000.0,1024000000.0,202000000.0,235000000.0,4506000000.0,,3349000000.0,160000000.0,160000000.0,228000000.0,690000000.0,0.0,10338000000.0,12345000000.0,0.0,10429000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,870000000.0,186000000.0,240000000.0,,2353000000.0,4526000000.0,2159000000.0,5383000000.0,209000000.0,,,-661000000.0,32000000.0,0.0,5965000000.0,670000000.0,1603000000.0,738000000.0,197000000.0,243000000.0,4203000000.0,1834000000.0,3194000000.0,111000000.0,111000000.0,224000000.0,673000000.0,,10124000000.0,12283000000.0,0.0,9909000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,469000000.0,,2918000000.0,,2145000000.0,4736000000.0,1934000000.0,6232000000.0,469000000.0,0.0,,,,,6496000000.0,,1608000000.0,758000000.0,199000000.0,,,,3485000000.0,105000000.0,105000000.0,224000000.0,,0.0,11197000000.0,13131000000.0,279000000.0,10968000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,1126000000.0,,187000000.0,,2329000000.0,5325000000.0,2352000000.0,6315000000.0,461000000.0,,,-665000000.0,,,6899000000.0,,1742000000.0,830000000.0,212000000.0,,4705000000.0,,3534000000.0,114000000.0,114000000.0,290000000.0,1300000000.0,,11647000000.0,13999000000.0,263.0,11640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,460000000.0,,3107000000.0,,2205000000.0,4708000000.0,2111000000.0,7148000000.0,460000000.0,0.0,,,,,6999000000.0,,1762000000.0,830000000.0,214000000.0,,5499000000.0,,3625000000.0,118000000.0,118000000.0,290000000.0,1015000000.0,0.0,11977000000.0,14088000000.0,,11856000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
