date,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyStockBasedCompensation,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyNetIncomeContinuousOperations,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyNetIncome,quarterlyInterestExpense,quarterlySellingGeneralAndAdministration,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOperatingExpense,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit
2000-06-30,262913000.0,377177000.0,,,1042130000.0,1428300000.0,678178000.0,514188000.0,262913000.0,,,,1428300000.0,458643000.0,0.0,,,,63480000.0,,,,2048817000.0,147062000.0,147062000.0,,,,2311730000.0,2989908000.0,,1942488000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,994000000.0,,245000000.0,,3041000000.0,3379000000.0,2732000000.0,1001000000.0,416000000.0,,1509000000.0,-578000000.0,,,2252000000.0,,653000000.0,,88000000.0,,611000000.0,,1875000000.0,1594000000.0,85000000.0,185000000.0,1399000000.0,,4696000000.0,7428000000.0,,4380000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,320045000.0,432722000.0,,,1629849000.0,1598109000.0,1346834000.0,582429000.0,320045000.0,,,,1598109000.0,475571000.0,0.0,,,,78292000.0,,,,2147211000.0,724201000.0,724201000.0,,,,2467256000.0,3814090000.0,,2180538000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,1182000000.0,,246000000.0,,2917000000.0,4134000000.0,1922000000.0,2782000000.0,489000000.0,,339000000.0,-693000000.0,,,3357000000.0,,760000000.0,,230000000.0,,2097000000.0,,3366000000.0,435000000.0,96000000.0,184000000.0,1551000000.0,,7916000000.0,9838000000.0,,6916000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,347553000.0,554392000.0,,,1512411000.0,2117058000.0,1326203000.0,1326203000.0,347553000.0,,,,2117058000.0,1216700000.0,0.0,,,,295182000.0,,,,3285090000.0,250217000.0,250217000.0,,,,3632643000.0,4958846000.0,,3443261000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,1224000000.0,,251000000.0,,2659000000.0,3629000000.0,2314000000.0,2457000000.0,484000000.0,,401000000.0,-740000000.0,,,2810000000.0,,752000000.0,,194000000.0,,1921000000.0,,3004000000.0,570000000.0,169000000.0,187000000.0,1359000000.0,,6438000000.0,8752000000.0,,6086000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,314226000.0,542754000.0,,,1363762000.0,1689626000.0,1135763000.0,1321971000.0,314226000.0,,,,1689626000.0,1221990000.0,0.0,,,,291479000.0,,,,2931189000.0,135953000.0,135953000.0,,,,3245415000.0,4381178000.0,,3011597000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,1270000000.0,,228000000.0,,2434000000.0,3474000000.0,2457000000.0,2273000000.0,482000000.0,,570000000.0,-788000000.0,,,2437000000.0,,860000000.0,,204000000.0,,1805000000.0,,2716000000.0,638000000.0,68000000.0,190000000.0,1182000000.0,,5736000000.0,8193000000.0,,5747000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,263971000.0,523181000.0,,,841639000.0,1533042000.0,954845000.0,1698090000.0,263971000.0,,,,782391000.0,1070167000.0,0.0,,,452295000.0,297827000.0,,,,2804229000.0,133837000.0,133837000.0,99981000.0,596183000.0,,3123745000.0,4078590000.0,,3231132000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,1320000000.0,,232000000.0,,2267000000.0,3357000000.0,1864000000.0,2099000000.0,519000000.0,,159000000.0,-801000000.0,,,2349000000.0,,901000000.0,,201000000.0,,1698000000.0,,2657000000.0,225000000.0,66000000.0,191000000.0,1043000000.0,,5872000000.0,7736000000.0,,5456000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,160287000.0,,830001000.0,,838994000.0,1402908000.0,1103494000.0,2212278000.0,160287000.0,,,,,,1469562000.0,,,490912000.0,322690000.0,,1346305000.0,,1525636000.0,105800000.0,105800000.0,99981000.0,412620000.0,,3357563000.0,4461057000.0,,3615186000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,887000000.0,,982000000.0,,1970000000.0,3162000000.0,2423000000.0,3980000000.0,314000000.0,,,-573000000.0,,,3030000000.0,,1086000000.0,980000000.0,236000000.0,,2260000000.0,,2979000000.0,296000000.0,296000000.0,190000000.0,889000000.0,,6704000000.0,9127000000.0,,7142000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,156584000.0,,887133000.0,,954316000.0,2041411000.0,1208765000.0,1634610000.0,156584000.0,,,,,,1578007000.0,,,474513000.0,349669000.0,,1008274000.0,,1469033000.0,153410000.0,153410000.0,101039000.0,865973000.0,,3428978000.0,4637743000.0,,3676021000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,846000000.0,,956000000.0,,1966000000.0,3334000000.0,2595000000.0,3219000000.0,298000000.0,,,-548000000.0,,,2802000000.0,,1055000000.0,850000000.0,230000000.0,,2079000000.0,,2524000000.0,519000000.0,519000000.0,191000000.0,915000000.0,,5937000000.0,8532000000.0,,6553000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,124315000.0,,797732000.0,,1241563000.0,1574304000.0,1803361000.0,1790136000.0,124315000.0,,,,,,1277006000.0,,440657000.0,412620000.0,135424000.0,,1132589000.0,,1114074000.0,301530000.0,301530000.0,102626000.0,546986000.0,,2809519000.0,4612880000.0,,3364440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,667000000.0,,1000000000.0,,2965000000.0,3867000000.0,4437000000.0,2935000000.0,239000000.0,,,-428000000.0,,,2462000000.0,,1006000000.0,695000000.0,117000000.0,,1996000000.0,,2089000000.0,2467000000.0,2467000000.0,197000000.0,1122000000.0,,5341000000.0,9778000000.0,,6802000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,88872000.0,,749593000.0,,484564000.0,1692271000.0,1382277000.0,1743055000.0,88872000.0,0.0,,,,,1220403000.0,,402569000.0,323219000.0,146533000.0,,1115132000.0,,1010390000.0,266087000.0,266087000.0,105800000.0,626865000.0,0.0,2542903000.0,3925180000.0,,3435326000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
