date,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyNetPPE,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEbitda,quarterlyOtherCurrentAssets,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2013-06-30,-62881000000.0,98828000000.0,,-3962000000.0,22047000000,5498000000.0,1892288000000,3571000000,-472000000.0,,,37762000000.0,1030000000.0,,67308000000,1579000000.0,139033000000.0,69930000000.0,231032000000,67526000000.0,-289000000.0,262480000000,4012000000,4012000000,13409000000.0,-16877000000.0,46470000000,,3276000000,527637000000,-2000000.0,-43581000000.0,,46128000000.0,5498000000,,-2152000000.0,,1486000000,10836000000,2123320000000,46030000000.0,75317000000.0,11943000000.0,676000000.0,171433000000,111744000000,-7709000000.0,100980000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,-26436000000.0,121233000000.0,,9602000000.0,20346000000,4845000000.0,1894371000000,2218000000,-362000000.0,-1792000000.0,,-1745000000.0,1926000000.0,,69419000000,4326000000.0,134598000000.0,69891000000.0,232282000000,60065000000.0,-288000000.0,255331000000,2497000000,2497000000,13783000000.0,-18503000000.0,40769000000,-255000000.0,3116000000,522204000000,-6000000.0,4142000000.0,,8227000000.0,4845000000,,22405000000.0,,2348000000,10703000000,2126653000000,7972000000.0,44007000000.0,10911000000.0,658000000.0,169686000000,135682000000,-6823000000.0,98828000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,-64764000000.0,131322000000.0,,17748000000.0,21014000000,3845000000.0,1869588000000,3183000000,-361000000.0,-1351000000.0,10475000000.0,946000000.0,452000000.0,,72497000000,6252000000.0,135662000000.0,69844000000.0,232685000000,59448000000.0,-456000000.0,249674000000,3439000000,3439000000,14560000000.0,-17666000000.0,45999000000,-168000000.0,2926000000,524938000000,-7000000.0,-19451000000.0,0.0,11994000000.0,3845000000,,10089000000.0,,406000000,10475000000,2102273000000,11826000000.0,58462000000.0,10626000000.0,662000000.0,168645000000,142862000000,-8457000000.0,121233000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,-65126000000.0,151645000000.0,,-29415000000.0,21782000000,-681000000.0,1917963000000,-514000000,-344000000.0,-1442000000.0,,23554000000.0,-732000000.0,,71877000000,-1751000000.0,149024000000.0,69842000000.0,231888000000,64135000000.0,-61000000.0,254785000000,-276000000,-276000000,19780000000.0,-15255000000.0,51409000000,-266000000.0,2850000000,536645000000,22000000.0,27017000000.0,,22723000000.0,-681000000,,20323000000.0,,-405000000,10351000000,2149851000000,22457000000.0,51296000000.0,10102000000.0,629000000.0,167048000000,164438000000,-7037000000.0,131322000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,-56184000000.0,152899000000.0,,-14394000000.0,21390000000,2795000000.0,1933146000000,2035000000,-360000000.0,-233000000.0,,-2242000000.0,1052000000.0,,73808000000,2411000000.0,151055000000.0,69810000000.0,237411000000,65475000000.0,-205000000.0,257071000000,2291000000,2291000000,16067000000.0,-16616000000.0,45873000000,-185000000.0,2928000000,549835000000,-14000000.0,10679000000.0,,4778000000.0,2795000000,,1254000000.0,,504000000,10145000000,2170557000000,4593000000.0,48582000000.0,9467000000.0,626000000.0,168314000000,161545000000,-4711000000.0,151645000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,-88874000000.0,128659000000.0,,11867000000.0,21200000000,831000000.0,1884532000000,-70000000,-765000000.0,0.0,,-1362000000.0,234000000.0,,73211000000,-316000000.0,150131000000.0,69784000000.0,239081000000,67092000000.0,-363000000.0,250115000000,168000000,168000000,17313000000.0,-12752000000.0,33275000000,-233000000.0,2639000000,556613000000,-11000000.0,-34183000000.0,,-450000000.0,831000000,,-24240000000.0,,663000000,9987000000,2123613000000,-683000000.0,74603000000.0,9092000000.0,625000000.0,171385000000,136518000000,-5515000000.0,152899000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,-83661000000.0,138589000000.0,,27738000000.0,18745000000,4310000000.0,1861063000000,2738000000,-837000000.0,0.0,,-1247000000.0,172000000.0,,75024000000,-3998000000.0,145438000000.0,69777000000.0,243471000000,61845000000.0,-992000000.0,243139000000,3050000000,3050000000,11764000000.0,-9126000000.0,31172000000,-476000000.0,2517000000,572246000000,-7000000.0,-15714000000.0,,-312000000.0,4310000000,,9930000000.0,,1260000000,10049000000,2104534000000,-788000000.0,73760000000.0,8142000000.0,642000000.0,172767000000,146099000000,-4320000000.0,128659000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,-55741000000.0,162543000000.0,,-8575000000.0,21175000000,4742000000.0,1893357000000,2975000000,-846000000.0,0.0,,-9354000000.0,228000000.0,,77472000000,-1006000000.0,138278000000.0,69776000000.0,250188000000,63716000000.0,-128000000.0,237858000000,3357000000,3357000000,13522000000.0,-11678000000.0,33270000000,-179000000.0,2512000000,570849000000,7000000.0,38512000000.0,,-4692000000.0,4742000000,,23954000000.0,,1385000000,9833000000,2143545000000,-4871000000.0,58263000000.0,7785000000.0,608000000.0,175683000000,169961000000,-2967000000.0,138589000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,-33350000000.0,163514000000.0,,-9854000000.0,22029000000,7519000000.0,1897375000000,4990000000,-917000000.0,-775000000.0,,-17886000000.0,1445000000.0,,81938000000,2458000000.0,135295000000.0,69775000000.0,251659000000,64505000000.0,-169000000.0,243414000000,5320000000,5320000000,11585000000.0,-9164000000.0,39903000000,-258000000.0,2644000000,581485000000,-12000000.0,17830000000.0,,-7951000000.0,7519000000,,971000000.0,,2199000000,9700000000,2149034000000,-8209000000.0,27162000000.0,7709000000.0,603000000.0,174911000000,171510000000,-5190000000.0,162543000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,-79160000000.0,170426000000.0,,-13874000000.0,20713000000,6069000000.0,1897101000000,4067000000,-961000000.0,-800000000.0,,32687000000.0,1307000000.0,,85485000000,-5509000000.0,143934000000.0,69761000000.0,255905000000,63443000000.0,-385000000.0,237288000000,4508000000,4508000000,11400000000.0,-13741000000.0,34518000000,-242000000.0,2496000000,571669000000,-9000000.0,-13938000000.0,,34902000000.0,6069000000,,6912000000.0,,1561000000,9554000000,2153006000000,34660000000.0,87717000000.0,7016000000.0,595000000.0,174114000000,176911000000,-3694000000.0,163514000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-87736000000.0,159353000000.0,,-22651000000.0,19351000000,4847000000.0,1888111000000,3006000000,-850000000.0,-799000000.0,,1033000000.0,128000000.0,,88564000000,-620000000.0,146286000000.0,69761000000.0,256205000000,58312000000.0,1991000000.0,236764000000,3336000000,3336000000,11454000000.0,-5782000000.0,28098000000,,2897000000,583532000000,-9000000.0,6181000000.0,,5471000000.0,4847000000,,-11073000000.0,,1511000000,9485000000,2144316000000,6150000000.0,70130000000.0,6855000000.0,583000000.0,173315000000,167097000000,-5674000000.0,170426000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,-35322000000.0,179610000000.0,831000000.0,-21374000000.0,19512000000,3699000000.0,1922722000000,2223000000,-974000000.0,-1000000000.0,,1940000000.0,1218000000.0,,90270000000,1035000000.0,137705000000.0,69761000000.0,262776000000,56838000000.0,592000000.0,232849000000,2680000000,2680000000,12713000000.0,-14404000000.0,30881000000,,2524000000,579298000000,-23000000.0,29382000000.0,,10843000000.0,3699000000,,20257000000.0,,1019000000,9358000000,2185498000000,10843000000.0,45662000000.0,6209000000.0,566000000.0,175116000000,185501000000,-2610000000.0,159353000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,-61733000000.0,171207000000.0,131000000.0,-9116000000.0,20398000000,5929000000.0,1919540000000,3871000000,-879000000.0,-1383000000.0,,9292000000.0,1000000000.0,,93623000000,-2487000000.0,140876000000.0,69744000000.0,267069000000,58150000000.0,118000000.0,229617000000,4232000000,4232000000,11348000000.0,-13646000000.0,33051000000,,2455000000,587314000000,-12000000.0,-15417000000.0,,15293000000.0,5929000000,,-8403000000.0,,1697000000,9150000000,2186609000000,15293000000.0,50466000000.0,5621000000.0,562000000.0,174774000000,178765000000,-1328000000.0,179610000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,-88567000000.0,143434000000.0,125000000.0,-32510000000.0,21635000000,7304000000.0,1925231000000,4452000000,-1178000000.0,-1399000000.0,,-7621000000.0,2854000000.0,,98303000000,-1094000000.0,141634000000.0,69744000000.0,270083000000,54116000000.0,-601000000.0,225136000000,4955000000,4955000000,11316000000.0,-13408000000.0,26889000000,,2409000000,622763000000,32000000.0,3860000000.0,,526000000.0,7304000000,,-27773000000.0,,2349000000,9133000000,2195314000000,526000000.0,65784000000.0,5645000000.0,564000000.0,173481000000,151940000000,-1701000000.0,171207000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-43338000000.0,147738000000.0,148000000.0,-143000000.0,19990000000,6055000000.0,1920862000000,4335000000,-1163000000.0,-1330000000.0,9139000000.0,-18314000000.0,769000000.0,,101870000000,2091000000.0,146359000000.0,68969000000.0,266840000000,58759000000.0,-301000000.0,216823000000,4696000000,4696000000,11031000000.0,-10391000000.0,23944000000,,2573000000,610940000000,-5000000.0,15157000000.0,0.0,-8356000000.0,6055000000,,4304000000.0,,1359000000,9139000000,2187702000000,-8356000000.0,37203000000.0,5669000000.0,549000000.0,172258000000,157599000000,-7288000000.0,143434000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,-47231000000.0,168025000000.0,1060000000.0,-14019000000.0,22248000000,6565000000.0,1979548000000,4354000000,-1255000000.0,-2728000000.0,,-17404000000.0,1109000000.0,,105467000000,-4328000000.0,142051000000.0,68969000000.0,268153000000,59534000000.0,-1247000000.0,221385000000,4856000000,4856000000,12792000000.0,-13617000000.0,44162000000,,2652000000,637089000000,-584000000.0,46339000000.0,,-12846000000.0,6565000000,,20287000000.0,,1709000000,9319000000,2247701000000,-12846000000.0,49976000000.0,5376000000.0,534000000.0,170002000000,179992000000,-7316000000.0,147738000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,-49892000000.0,158704000000.0,204000000.0,-10154000000.0,22829000000,8377000000.0,1983542000000,4908000000,-1148000000.0,-2236000000.0,,-9551000000.0,2225000000.0,,109628000000,10002000000.0,150925000000.0,68969000000.0,270987000000,59342000000.0,10384000000.0,223923000000,5269000000,5269000000,11653000000.0,-16105000000.0,36494000000,,3160000000,650886000000,2000000.0,-9644000000.0,,9826000000.0,8377000000,,-9321000000.0,,3108000000,8904000000,2254529000000,9826000000.0,45864000000.0,5111000000.0,531000000.0,167964000000,168856000000,-6605000000.0,168025000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,-55642000000.0,172381000000.0,201000000.0,-15866000000.0,21839000000,7866000000.0,2011437000000,5122000000,-1721000000.0,-2981000000.0,,16503000000.0,1709000000.0,,113486000000,-5343000000.0,157670000000.0,68968000000.0,272459000000,55855000000.0,-686000000.0,228666000000,5587000000,5587000000,11097000000.0,-15002000000.0,32679000000,,3496000000,649528000000,-27000000.0,8658000000.0,,20471000000.0,7866000000,,13677000000.0,,2279000000,8971000000,2283896000000,20471000000.0,52579000000.0,4866000000.0,523000000.0,165141000000,181874000000,-6168000000.0,158704000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-39298000000.0,157434000000.0,184000000.0,-11968000000.0,20436000000,6161000000.0,2014088000000,2079000000,-1576000000.0,-4869000000.0,,-18673000000.0,3132000000.0,,113816000000,3646000000.0,152123000000.0,68951000000.0,267146000000,61623000000.0,-271000000.0,227402000000,2365000000,2365000000,11383000000.0,-4829000000.0,32666000000,,3604000000,649488000000,212000000.0,3842000000.0,,-7048000000.0,6161000000,,-14947000000.0,,3796000000,9247000000,2281234000000,-7048000000.0,35461000000.0,2302000000.0,515000000.0,160412000000,168587000000,-7082000000.0,172381000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,-16629000000.0,204241000000.0,415000000.0,-22849000000.0,23125000000,,2062254000000,6490000000,-1674000000.0,-4858000000.0,,26226000000.0,804000000.0,,120298000000,4173000000.0,150615000000.0,68951000000.0,266224000000,58127000000.0,-805000000.0,232256000000,6918000000,6918000000,12060000000.0,-13577000000.0,38073000000,,3991000000,625314000000,-724000000.0,28602000000.0,,40354000000.0,8394000000,,46807000000.0,,1476000000,9399000000,2328478000000,40354000000.0,23499000000.0,,511000000.0,158204000000,212310000000,-12278000000.0,157434000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,-37243000000.0,171199000000.0,462000000.0,1980000000.0,22609000000,,2027454000000,6466000000,-1571000000.0,-7778000000.0,,-17741000000.0,978000000.0,,125546000000,1226000000.0,152010000000.0,68951000000.0,264216000000,57813000000.0,-943000000.0,226595000000,6784000000,6784000000,11448000000.0,-23687000000.0,40622000000,,4719000000,641689000000,191000000.0,-27085000000.0,,-6518000000.0,8498000000,,-33042000000.0,,1714000000,9537000000,2291670000000,-6518000000.0,23289000000.0,,513000000.0,152003000000,179411000000,-13333000000.0,204241000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,-36266000000.0,184858000000.0,446000000.0,-26282000000.0,22777000000,,2076675000000,6701000000,-1905000000.0,-6739000000.0,,10082000000.0,1063000000.0,,130747000000,-812000000.0,170138000000.0,68951000000.0,262158000000,56962000000.0,-2000000.0,234100000000,7167000000,7167000000,11192000000.0,-7553000000.0,29035000000,,5095000000,665225000000,-111000000.0,21045000000.0,,19606000000.0,8994000000,,13659000000.0,,1827000000,9680000000,2338833000000,19606000000.0,26306000000.0,,515000000.0,146247000000,192723000000,-14836000000.0,171199000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-22482000000.0,177404000000.0,406000000.0,-24317000000.0,22677000000,,2089182000000,7039000000,-1745000000.0,-5231000000.0,,-17310000000.0,196000000.0,,136314000000,-6256000000.0,165078000000.0,68951000000.0,265325000000,65814000000.0,-236000000.0,229340000000,7278000000,7278000000,11001000000.0,-8229000000.0,20189000000,,5332000000,656101000000,-7000000.0,30556000000.0,,-13922000000.0,8698000000,,-7454000000.0,,1420000000,9906000000,2354507000000,-13922000000.0,29325000000.0,,524000000.0,141222000000,184898000000,-12211000000.0,184858000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,-51444000000.0,171623000000.0,504000000.0,-4767000000.0,23004000000,,2110154000000,6869000000,-1926000000.0,-6263000000.0,,-2894000000.0,763000000.0,,141888000000,7630000000.0,173681000000.0,68951000000.0,267010000000,53496000000.0,-667000000.0,233929000000,7311000000,7311000000,11259000000.0,-14292000000.0,14008000000,,5795000000,679736000000,-886000000.0,-15508000000.0,,15101000000.0,8767000000,,-5781000000.0,,1456000000,10251000000,2377164000000,15101000000.0,55323000000.0,,418000000.0,135164000000,181103000000,-10042000000.0,177404000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,-41723000000.0,171394000000.0,481000000.0,-2451000000.0,23084000000,,2124484000000,7109000000,-1696000000.0,-6507000000.0,,-18298000000.0,731000000.0,,147577000000,1383000000.0,168658000000.0,68951000000.0,271408000000,53329000000.0,-660000000.0,238011000000,7348000000,7348000000,11219000000.0,-19556000000.0,27244000000,,6035000000,698062000000,53000000.0,7923000000.0,,-6725000000.0,8959000000,,-229000000.0,,1611000000,10426000000,2395892000000,-6725000000.0,39272000000.0,,434000000.0,131308000000,180086000000,-7477000000.0,171623000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,-27316000000.0,157094000000.0,510000000.0,-30133000000.0,22807000000,,2157943000000,5272000000,-464000000.0,-9989000000.0,,-12789000000.0,295000000.0,,151183000000,-3392000000.0,172286000000.0,68951000000.0,268387000000,52560000000.0,-861000000.0,243405000000,5777000000,5777000000,13120000000.0,-8994000000.0,30682000000,,5729000000,708278000000,39000000.0,22828000000.0,,-5702000000.0,6859000000,,-14300000000.0,,1082000000,10493000000,2426330000000,-5702000000.0,29950000000.0,,438000000.0,122821000000,164651000000,-5617000000.0,171394000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,,,,22349000000,,2169269000000,6748000000,,,,,,,156319000000,,182798000000.0,68951000000.0,264810000000,55937000000.0,,240856000000,6994000000,6994000000,11117000000.0,,24204000000,,4786000000,702023000000,,,,,8169000000,,,,1175000000,10561000000,2434079000000,,,,,115124000000,168667000000,-6633000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
