date,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,quarterlyDilutedAverageShares,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyCashDividendsPaid
2017-09-30,-3600000,,,308200000,,,264400000,,,,,6200000,697100000,-21700000,,31600000,87900000,,,,,,-300000,365600000.0,76500000,79200000,61900000,16100000,12700000,,,0.0,11600000,-6400000.0,,-9100000,376200000,,-0.06,,,54800000,,,-20700000,75200000,194700000,-20700000,,,,,,31600000,,,,365600000.0,-21800000,,320900000,343600000,-25300000,-20700000,-0.06,,,,,,,,,,,,
2017-12-31,-6200000,7790800000.0,2672800000.0,319000000,323400000.0,323400000.0,343600000,,,-256600000.0,203800000.0,6300000,754300000,-66900000,,4000000,117400000,-834100000.0,2123700000.0,632600000.0,1754400000.0,4800000.0,7200000,,6700000,-20200000,62000000,4400000,30300000,334700000.0,,0.0,6100000,-6400000.0,920300000.0,-155400000,405000000,2969200000.0,,567400000.0,,-60200000,8940300000.0,6816600000.0,-161500000,87100000,196800000,-161500000,126000000.0,516900000.0,,,12300000.0,4000000,242000000.0,251900000.0,1149500000.0,,-185700000,1062300000.0,349300000,323400000,-35500000,-229700000,,,,,,,,,,,,,
2018-03-31,-1700000,,,294400000,,,323400000,0.0,,,,6900000,736200000,-32700000,,-76500000,151800000,,,,,,1400000,356200000.0,47000000,-60000000,65200000,-108300000,81800000,,,,4800000,-2400000.0,,77500000,360000000,,0.204099,,,14300000,,,72700000,74300000,180000000,72700000,,,0.0,,,-76500000,,,,356200000.0,-4300000,,376200000,263400000,-34400000,72700000,0.204099,,,,,,,,,,,,
2018-06-30,700000,7586600000.0,2534900000.0,301900000,321000000.0,321000000.0,263400000,,,-360900000.0,193900000.0,6400000,770200000,-23800000,,-47200000,35300000,,2056900000.0,558400000.0,,,-700000,356190000.0,136900000,57600000,61400000,20800000,36800000,299100000.0,,,22800000,13200000.0,877700000.0,-40000000,431500000,2932300000.0,-0.17631,587800000.0,,113100000,8577400000.0,6520500000.0,-62800000,75300000,191100000,-62800000,114300000.0,432400000.0,0.0,,12800000.0,-47200000,162800000.0,175500000.0,990800000.0,356190000.0,-76800000,1005600000.0,338700000,321000000,-23100000,-62800000,-0.17631,,,,,,,,,,,,
2018-09-30,-3600000,5137100000.0,2514800000.0,286600000,300000000.0,300000000.0,321000000,,0.0,-210300000.0,202700000.0,6900000,761100000,-17800000,,450900000,177400000,-894500000.0,2703700000.0,1245400000.0,1803800000.0,,2800000,365600000.0,163900000,613900000,58900000,16700000,104700000,326500000.0,,0.0,18600000,1800000.0,909300000.0,78800000,369800000,2968800000.0,0.16,606100000.0,2478500000.0,146100000,9211500000.0,6507800000.0,60200000,72700000,179000000,60200000,89500000.0,2829000000.0,,,14900000.0,-3686500000,100000000.0,125000000.0,4074400000.0,365600000.0,-25900000,1008700000.0,391300000,934900000,-21400000,60200000,0.16,,,,,,,,,,,,
2018-12-31,2700000,5197500000.0,2453000000.0,296300000,474800000.0,474800000.0,934900000,,0.0,-222200000.0,205200000.0,5800000,799300000,-60200000,0.0,-362400000,-5900000,-878600000.0,2504900000.0,970700000.0,1801000000.0,,45500000,365600000.0,139500000,-257400000,61100000,-19100000,90500000,368900000.0,16400000.0,0.0,-18600000,-73300000.0,922400000.0,-2200000,412500000,2958000000.0,0.04,651800000.0,2443300000.0,79300000,8956700000.0,6451800000.0,16400000,73700000,185100000,16400000,121500000.0,2788500000.0,,29000000.0,15300000.0,-377200000,103100000.0,114600000.0,3759200000.0,365600000.0,-63100000,1004100000.0,386800000,677500000,-48100000,16400000,0.04,,,,,,,,,,,,
2019-03-31,-500000,5196200000.0,2386500000.0,294200000,272100000.0,272100000.0,677500000,-7500000.0,0.0,-250400000.0,252100000.0,7700000,731100000,-28000000,,-339500000,114600000,-909300000.0,2278300000.0,708200000.0,1839500000.0,,-9400000,366000000.0,5600000,-376900000,64100000,-111300000,93100000,362900000.0,47900000.0,,13300000,16300000.0,930200000.0,44800000,343800000,2933100000.0,0.09,684100000.0,2436600000.0,-22400000,8747400000.0,6469100000.0,31500000,83100000,181100000,31500000,168400000.0,2843000000.0,20800000.0,29000000.0,,-332000000,219300000.0,131800000.0,3551200000.0,365700000.0,-27500000,1035500000.0,387300000,300600000,-28500000,31500000,0.09,,,,,,,,,,,,
2019-06-30,-25200000,5265500000.0,2352800000.0,319000000,385100000.0,385100000.0,300600000,-57500000.0,0.0,-214800000.0,242900000.0,14200000,781600000,-23800000,,89700000,120200000,-921200000.0,2383500000.0,777500000.0,1852300000.0,,-13200000,367000000.0,52600000,96000000,68800000,-53600000,106600000,381400000.0,83800000.0,,14300000,24000000.0,931100000.0,50200000,356000000,2959600000.0,0.1,757200000.0,2382000000.0,28800000,8856900000.0,6473400000.0,35900000,69300000,200900000,35900000,175700000.0,2813900000.0,20700000.0,27100000.0,,147200000,229900000.0,147800000.0,3591400000.0,365700000.0,-35700000,1053100000.0,425600000,396600000,-49000000,35900000,0.1,,,,,,,,,,,,
2019-09-30,-16000000,5487700000.0,2435000000.0,312900000,309200000.0,309200000.0,396600000,-50000000.0,0.0,-252500000.0,206100000.0,14800000,771300000,-34200000,,-48800000,56900000,-909300000.0,2310400000.0,741500000.0,1821000000.0,,2600000,373200000.0,39600000,-76300000,69900000,-87200000,98000000,363700000.0,93800000.0,,-22500000,,911700000.0,-12500000,360400000,2946400000.0,0.03,758300000.0,2335600000.0,5400000,8823700000.0,6513300000.0,10000000,78700000,192300000,10000000,96400000.0,2594500000.0,18700000.0,24500000.0,,1200000,220200000.0,81100000.0,3336000000.0,371600000.0,-91800000,1068700000.0,410900000,320300000,-83000000,10000000,0.03,,,,,,,,,,,,
