date,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid
2009-06-30,6662000,4309000.0,5645000,122182000,76316000,-6995000.0,70016000.0,4545000,502000.0,57978000,,,213748000.0,69811000.0,0.07,316000.0,,6662000,20895000.0,6099000.0,0.0,-214049000.0,53236000.0,478000.0,64000.0,40200000.0,18338000,237778000.0,,-33000.0,45647000,4545000,4545000,,0.0,67373000.0,205000.0,15324000.0,,-1158000.0,,841000.0,,,1529000.0,0.07,23138000.0,-409000.0,-92000.0,2111000.0,51316000,,25131000,18510000,0.0,5669000,933000.0,2265000.0,6810000.0,24518000.0,-1289000.0,94046000.0,66285000.0,17352000,307794000.0,6388000.0,3236000.0,13734000.0,97051000,143077000.0,7000.0,122182000.0,316000.0,6473000.0,,,
2009-09-30,-56891000,3987000.0,810000,135961000,79269000,-12968000.0,73104000.0,-49942000,-424000.0,59001000,,,237538000.0,72902000.0,-0.72,441000.0,,-60194000,18979000.0,-5612000.0,177000.0,-263991000.0,55035000.0,478000.0,-65000.0,37484000.0,20268000,257680000.0,,224000.0,43911000,-49942000,-49942000,,0.0,69528000.0,202000.0,0.0,,-1040000.0,,2126000.0,,,1603000.0,-0.72,27920000.0,0.0,-65000.0,1892000.0,119195000,,13779000,10793000,0.0,5611000,2191000.0,-10523000.0,-60465000.0,24429000.0,-1797000.0,93246000.0,69528000.0,9753000,330784000.0,5688000.0,3303000.0,14883000.0,122182000,154940000.0,7000.0,135961000.0,531000.0,7498000.0,,,
2009-12-31,16852000,3077000.0,-4477000,166487000,86616000,-8983000.0,82204000.0,11492000,-1430000.0,63806000,94977000.0,,261299000.0,81243000.0,,-250000.0,0.0,14645000,19978000.0,15058000.0,-3352000.0,-252499000.0,54537000.0,478000.0,-369000.0,42822000.0,22810000,273036000.0,,-159000.0,113053000,11492000,11492000,,0.0,,961000.0,0.0,,-3108000.0,,861000.0,-70006000.0,,1969000.0,,32299000.0,-375000.0,-860000.0,2046000.0,49161000,,30526000,34259000,0.0,5781000,1721000.0,2838000.0,14330000.0,24971000.0,581000.0,93941000.0,,31151000,355240000.0,4988000.0,3322000.0,7983000.0,135961000,186465000.0,7000.0,166487000.0,455000.0,6122000.0,,,
2010-03-31,20697000,3473000.0,212000,190407000,90090000,0.0,77196000.0,14930000,-271000.0,69710000,,,284610000.0,76250000.0,0.2,-200000.0,,20697000,14991000.0,-9004000.0,4975000.0,-237569000.0,58801000.0,478000.0,-246000.0,34690000.0,20380000,296356000.0,,-319000.0,42897000,14930000,14930000,,0.0,77597000.0,946000.0,18055000.0,,-4530000.0,,5261000.0,,,2198000.0,0.19,37047000.0,-700000.0,-755000.0,2356000.0,49013000,,23920000,18645000,0.0,6116000,6016000.0,5214000.0,20144000.0,25418000.0,-4857000.0,88942000.0,75166000.0,14115000,373552000.0,4288000.0,4465000.0,4988000.0,166487000,205398000.0,8000.0,190407000.0,109000.0,4513000.0,,,
2010-06-30,45344000,4251000.0,1747000,235801000,108196000,0.0,74739000.0,32603000,262000.0,87018000,,,331097000.0,73807000.0,0.43,50000.0,,45344000,8998000.0,-10419000.0,12389000.0,-204966000.0,62930000.0,478000.0,74000.0,41455000.0,21178000,333953000.0,,-143000.0,43944000,32603000,32603000,,0.0,77607000.0,932000.0,20881000.0,,-4319000.0,,1103000.0,,,2109000.0,0.42,27036000.0,0.0,-94000.0,2487000.0,41674000,,45394000,42596000,0.0,6396000,1197000.0,12897000.0,45500000.0,27249000.0,-5269000.0,77595000.0,75703000.0,38277000,408692000.0,3588000.0,2890000.0,5992000.0,190407000,244799000.0,8000.0,235801000.0,-249000.0,5316000.0,,,
2010-09-30,21923000,4414000.0,-10515000,264924000,95947000,-12742000.0,85833000.0,16815000,22000.0,74933000,,,357942000.0,80036000.0,0.22,140000.0,,21923000,7396000.0,10639000.0,267000.0,-188151000.0,63811000.0,478000.0,-1184000.0,44074000.0,21014000,359402000.0,,119000.0,43108000,16815000,16815000,,0.0,78109000.0,5797000.0,19429000.0,,-3083000.0,283000.0,3654000.0,,7829000.0,12047000.0,0.22,30136000.0,0.0,-40000.0,2382000.0,53010000,,29123000,35763000,0.0,6592000,3694000.0,5025000.0,21840000.0,28102000.0,164000.0,87293000.0,76081000.0,32680000,445235000.0,2888000.0,4266000.0,6494000.0,235801000,272320000.0,8000.0,264924000.0,317000.0,5826000.0,,,
2010-12-31,16223000,3934000.0,-7364000,294664000,92893000,-5592000.0,99196000.0,9905000,2599000.0,71756000,98458000.0,1936000.0,388611000.0,92974000.0,,205000.0,,14770000,8615000.0,19377000.0,-324000.0,-178246000.0,65430000.0,478000.0,1211000.0,46482000.0,21137000,377747000.0,,-165000.0,67425000,9905000,9905000,,0.0,,6222000.0,0.0,,-6099000.0,-861000.0,4689000.0,-67774000.0,9089000.0,3454000.0,,33848000.0,-1267000.0,3774000.0,2544000.0,56986000,,29740000,32525000,-4876000.0,6893000,915000.0,4614000.0,14519000.0,30684000.0,-2222000.0,88332000.0,,26426000,476943000.0,2188000.0,2565000.0,3116000.0,264924000,303279000.0,8000.0,294664000.0,134000.0,7768000.0,,,
2011-03-31,21023000,4279000.0,-7226000,308608000,104856000,,94877000.0,15841000,-634000.0,82226000,,,417941000.0,87994000.0,0.21,4279000.0,,21023000,8328000.0,-10372000.0,3983000.0,-162405000.0,73904000.0,478000.0,-8168000.0,44201000.0,22630000,402105000.0,,-312000.0,51813000,15841000,15841000,,,79361000.0,6883000.0,16243000.0,,-2825000.0,,3749000.0,,5615000.0,2714000.0,0.2,37199000.0,-111000.0,-1319000.0,2867000.0,61203000,,13944000,17248000,0.0,9390000,5068000.0,5271000.0,21112000.0,30722000.0,-7317000.0,79041000.0,76844000.0,14423000,496982000.0,1488000.0,3679000.0,3767000.0,294664000,316936000.0,8000.0,308608000.0,624000.0,6594000.0,,,
2011-06-30,17187000,4973000.0,-180980000,168607000,120086000,,117267000.0,11162000,469000.0,91137000,,278000.0,286573000.0,109451000.0,0.14,4973000.0,,16595000,6755000.0,4967000.0,3922000.0,-151243000.0,82130000.0,135768000.0,8574000.0,56020000.0,28949000,429782000.0,,-648000.0,64680000,11162000,11162000,,,80321000.0,7816000.0,22809000.0,,-5697000.0,,11379000.0,,4112000.0,2815000.0,0.14,43024000.0,0.0,-101000.0,6272000.0,74542000,,-140001000,29696000,0.0,9270000,11480000.0,5127000.0,16289000.0,37122000.0,-3472000.0,260476000.0,77888000.0,23999000,547049000.0,52113000.0,4605000.0,3092000.0,308608000,175362000.0,8000.0,168607000.0,743000.0,10407000.0,,,
2011-09-30,27180000,4954000.0,-11091000,202229000,125894000,,129044000.0,19264000,3913000.0,92370000,,310000.0,327134000.0,120187000.0,0.25,19264000.0,,26312000,8185000.0,6954000.0,5601000.0,-131979000.0,86648000.0,135743000.0,-596000.0,58281000.0,33524000,456876000.0,,-2015000.0,56264000,19264000,19264000,,,80266000.0,8857000.0,21794000.0,,-12507000.0,,3273000.0,,677000.0,2754000.0,0.24,47768000.0,-218000.0,-61000.0,8278000.0,66058000,29000.0,33622000,41535000,0.0,8926000,3334000.0,6930000.0,26194000.0,46388000.0,-5297000.0,258786000.0,78455000.0,29028000,585920000.0,50279000.0,4823000.0,1983000.0,168607000,210414000.0,8000.0,202229000.0,346000.0,14138000.0,,,
2011-12-31,27413000,4959000.0,-12309000,240675000,128905000,0.0,158483000.0,20449000,3787000.0,95550000,129432000.0,426000.0,384816000.0,148117000.0,0.26,4959000.0,,26430000,7395000.0,30993000.0,-7664000.0,-116513000.0,91537000.0,135383000.0,-3836000.0,76600000.0,33355000,490781000.0,,-1083000.0,58569000,20449000,20449000,,,80849000.0,10366000.0,31781000.0,,-9375000.0,,8840000.0,-75467000.0,0.0,2741000.0,0.25,52252000.0,-185000.0,10975000.0,9402000.0,69120000,-668000.0,38446000,41990000,4026000.0,9568000,5619000.0,5897000.0,26346000.0,53965000.0,-5607000.0,264448000.0,78737000.0,32615000,649264000.0,50022000.0,4370000.0,1475000.0,202229000,248070000.0,8000.0,240675000.0,46000.0,19265000.0,,,
2012-03-31,28891000,4863000.0,-37995000,224361000,135079000,-28190000.0,147414000.0,20984000,-3641000.0,100760000,,665000.0,385496000.0,135828000.0,0.26,20865000.0,-2524000.0,28006000,16018000.0,-18981000.0,4726000.0,-97170000.0,94441000.0,135827000.0,3000.0,66538000.0,34319000,523022000.0,,-4030000.0,61343000,20984000,20984000,,,81856000.0,11586000.0,33219000.0,,-12559000.0,1000000.0,6248000.0,,16804000.0,2908000.0,0.26,54650000.0,0.0,-1408000.0,13434000.0,72754000,,-16314000,15424000,4023000.0,10526000,10180000.0,6210000.0,27194000.0,62912000.0,-2398000.0,284940000.0,79235000.0,2865000,670436000.0,48876000.0,3899000.0,2751000.0,240675000,240379000.0,8000.0,224361000.0,193000.0,14640000.0,,,
2012-06-30,36881000,5279000.0,-18915000,262799000,145626000,-15667000.0,157868000.0,28492000,1687000.0,108800000,,714000.0,435135000.0,143836000.0,0.35,28921000.0,0.0,36012000,20752000.0,1100000.0,4502000.0,-68680000.0,102149000.0,135827000.0,2720000.0,69207000.0,36826000,586295000.0,,-1191000.0,61239000,28492000,28492000,,,82954000.0,14032000.0,33634000.0,,-13219000.0,,30035000.0,,20475000.0,2765000.0,0.34,59403000.0,0.0,16526000.0,14623000.0,72788000,,38438000,27331000,1178000.0,10680000,13509000.0,8061000.0,36553000.0,72207000.0,-9415000.0,309028000.0,80384000.0,14112000,744163000.0,47901000.0,4252000.0,7251000.0,224361000,283551000.0,8000.0,262799000.0,-340000.0,15226000.0,,,
2012-09-30,30034000,5362000.0,-8738000,304907000,136496000,-10005000.0,165999000.0,24321000,-1934000.0,100350000,,461000.0,484246000.0,151688000.0,0.3,194000.0,-7272000.0,29168000,23142000.0,3183000.0,3937000.0,-74429000.0,105902000.0,111162000.0,-387000.0,71949000.0,36146000,626830000.0,,-514000.0,60364000,24321000,24321000,,,83906000.0,14311000.0,33594000.0,,-5707000.0,,10536000.0,,20802000.0,2700000.0,0.29,65324000.0,-25218000.0,1303000.0,15137000.0,71182000,0.0,42108000,40265000,1564000.0,9952000,16505000.0,4494000.0,28815000.0,75248000.0,-3647000.0,308583000.0,81437000.0,34558000,792829000.0,46817000.0,4393000.0,7361000.0,262799000,328049000.0,8000.0,304907000.0,-19000.0,14415000.0,,,
2012-12-31,29832000,5979000.0,-12652000,306386000,142840000,-13649000.0,174995000.0,9559000,3882000.0,106478000,165126000.0,572000.0,485793000.0,159035000.0,0.12,-47991000.0,-37407000.0,28997000,28485000.0,11315000.0,4618000.0,-89626000.0,98992000.0,99236000.0,10000.0,74247000.0,36362000,581317000.0,,17000.0,64935000,9559000,9559000,15960000.0,,82981000.0,15960000.0,35233000.0,,-6848000.0,,-36614000.0,-85935000.0,21252000.0,3454000.0,0.12,65239000.0,-11926000.0,-1340000.0,15122000.0,77481000,0.0,1479000,50758000,0.0,11711000,2133000.0,6840000.0,16399000.0,79191000.0,6322000.0,270519000.0,81043000.0,43910000,756312000.0,45777000.0,5267000.0,7835000.0,304907000,334871000.0,8000.0,306386000.0,203000.0,19549000.0,,,
2013-03-31,28938000,6410000.0,-3445000,328745000,153580000,-3282000.0,165127000.0,-41983000,1611000.0,112849000,,595000.0,527331000.0,143855000.0,-0.52,-10000.0,-2438000.0,28938000,37975000.0,-17952000.0,931000.0,-133375000.0,108672000.0,58543000.0,1079000.0,64635000.0,40731000,561118000.0,,-320000.0,72629000,-41983000,-41983000,21272000.0,,81248000.0,21272000.0,35989000.0,,-5608000.0,,15423000.0,,10680000.0,3174000.0,-0.52,59472000.0,-67013000.0,4593000.0,15442000.0,83911000,,22359000,10418000,0.0,11282000,13268000.0,2920000.0,-39063000.0,72672000.0,-9240000.0,198914000.0,81248000.0,4810000,726245000.0,25429000.0,4944000.0,4366000.0,306386000,366720000.0,8000.0,328745000.0,151000.0,19748000.0,,,
2013-06-30,41746000,7265000.0,-140327000,164497000,163828000,-147524000.0,183696000.0,29320000,-1561000.0,123691000,,1444000.0,442093000.0,160654000.0,0.36,-3000.0,-92670000.0,37901000,113933000.0,15017000.0,5341000.0,-172868000.0,112367000.0,61713000.0,-164000.0,59172000.0,40137000,520198000.0,,-261000.0,74874000,29320000,29320000,23042000.0,,82149000.0,23042000.0,0.0,,-3781000.0,,-77319000.0,,62885000.0,4674000.0,0.36,65376000.0,-335000.0,7491000.0,15704000.0,85790000,,-164248000,53308000,0.0,10916000,7860000.0,8246000.0,37566000.0,76932000.0,1673000.0,261801000.0,80576000.0,49527000,703894000.0,24975000.0,3845000.0,18794000.0,328745000,278430000.0,8000.0,164497000.0,-44000.0,25537000.0,,,
2013-09-30,45322000,7590000.0,-56217000,175839000,164506000,-63184000.0,183522000.0,34537000,-368000.0,125090000,,1317000.0,482259000.0,163268000.0,0.43,1072000.0,3000.0,41464000,147740000.0,5148000.0,8229000.0,-138332000.0,109179000.0,61745000.0,-3262000.0,59335000.0,39416000,575684000.0,,1048000.0,72711000,34537000,34537000,20254000.0,,81848000.0,20254000.0,0.0,,-5783000.0,,12994000.0,,76836000.0,8630000.0,0.42,70397000.0,449000.0,5828000.0,14662000.0,83626000,0.0,11342000,55138000,0.0,10915000,7163000.0,7376000.0,41913000.0,76552000.0,1631000.0,276947000.0,79967000.0,49355000,759206000.0,24362000.0,3858000.0,16012000.0,164497000,323579000.0,8000.0,175839000.0,332000.0,23072000.0,,,
2013-12-31,57100000,5173000.0,-10745000,242953000,178292000,-89927000.0,198177000.0,42421000,132000.0,136476000,181249000.0,1205000.0,544676000.0,175338000.0,,-81000.0,-2000.0,52922000,127040000.0,10949000.0,6703000.0,-95910000.0,113250000.0,61623000.0,-64000.0,67057000.0,41816000,633970000.0,,691000.0,72584000,42421000,42421000,22839000.0,,,22839000.0,0.0,,-4240000.0,,10731000.0,-105506000.0,101978000.0,8622000.0,,77275000.0,-1073000.0,4828000.0,13968000.0,83554000,0.0,67114000,67112000,0.0,10970000,5905000.0,10302000.0,52723000.0,75743000.0,-6045000.0,287471000.0,,62872000,832147000.0,23739000.0,4178000.0,83486000.0,175839000,369993000.0,8000.0,242953000.0,294000.0,20482000.0,,,
2014-03-31,41804000,9132000.0,-99347000,182766000,180646000,-157919000.0,188888000.0,32444000,265000.0,137251000,,408000.0,550174000.0,170855000.0,0.4,1977000.0,0.0,41804000,181674000.0,-29537000.0,12769000.0,-63465000.0,126183000.0,61751000.0,-133000.0,71349000.0,43395000,696753000.0,,-1870000.0,82067000,32444000,32444000,18033000.0,,82817000.0,18033000.0,0.0,,-4996000.0,,21061000.0,,140932000.0,8315000.0,0.39,81000000.0,601000.0,9115000.0,15840000.0,95447000,,-60187000,17993000,0.0,13380000,11946000.0,9961000.0,42405000.0,79093000.0,-13939000.0,335467000.0,81120000.0,12997000,885641000.0,22637000.0,4776000.0,63701000.0,242953000,364440000.0,8000.0,182766000.0,442000.0,18506000.0,,,
2014-06-30,48732000,10306000.0,-18236000,167471000,192531000,-74259000.0,209637000.0,35600000,-274000.0,145476000,,2248000.0,554512000.0,187113000.0,0.44,3118000.0,-49000000.0,48732000,198059000.0,14218000.0,4727000.0,-67606000.0,131028000.0,61807000.0,0.0,81049000.0,47055000,675796000.0,,2725000.0,83455000,35600000,35600000,22524000.0,,82341000.0,22524000.0,0.0,,-4964000.0,,-66928000.0,,137148000.0,8210000.0,0.43,85125000.0,-93000.0,-18604000.0,13115000.0,96744000,,-15295000,69730000,0.0,13289000,676000.0,13039000.0,48639000.0,81312000.0,-7468000.0,330921000.0,81027000.0,64766000,885433000.0,21988000.0,4354000.0,60987000.0,182766000,365530000.0,8000.0,167471000.0,508000.0,20939000.0,,,
2014-09-30,55886000,9910000.0,-53790000,180676000,189876000,-118433000.0,225833000.0,38247000,3797000.0,145054000,,3949000.0,615672000.0,198560000.0,0.47,2273000.0,-28417000.0,51547000,244820000.0,12154000.0,3374000.0,-53135000.0,130047000.0,61589000.0,-49000.0,66708000.0,44822000,722456000.0,,-2888000.0,80653000,38247000,38247000,27273000.0,,82014000.0,27273000.0,0.0,,-6997000.0,,-1051000.0,,136017000.0,7513000.0,0.47,87443000.0,-1999000.0,22615000.0,15983000.0,93507000,0.0,13205000,67571000,0.0,12854000,4751000.0,11301000.0,49548000.0,86447000.0,-3523000.0,332617000.0,80629000.0,60574000,948289000.0,21337000.0,4339000.0,71689000.0,167471000,425496000.0,8000.0,180676000.0,60000.0,30053000.0,,,
2014-12-31,55880000,10475000.0,-30254000,199871000,198600000,-86541000.0,235226000.0,39541000,-901000.0,150662000,197927000.0,2027000.0,657160000.0,201811000.0,,2738000.0,-20816000.0,51493000,254787000.0,12359000.0,4611000.0,-30507000.0,129751000.0,61369000.0,-1000.0,71513000.0,47938000,752771000.0,,34000.0,85893000,39541000,39541000,2932000.0,,,33415000.0,0.0,,-7135000.0,,-19502000.0,-107802000.0,147892000.0,7665000.0,,90684000.0,-1716000.0,659000.0,15928000.0,99169000,0.0,19195000,71605000,0.0,13276000,655000.0,10236000.0,49777000.0,90125000.0,-2299000.0,330837000.0,,64470000,987997000.0,20687000.0,4387000.0,63423000.0,180676000,454658000.0,8000.0,199871000.0,-140000.0,28983000.0,,,
2015-03-31,53232000,11648000.0,-36661000,189978000,198086000,-113508000.0,234871000.0,36177000,1871000.0,151090000,,4290000.0,657312000.0,200575000.0,0.45,2614000.0,-1781000.0,48924000,254823000.0,-14614000.0,291000.0,4179000.0,138159000.0,61237000.0,46000.0,65823000.0,46996000,793534000.0,,1334000.0,88281000,36177000,36177000,2465000.0,,81824000.0,34296000.0,0.0,,-15612000.0,,-7097000.0,,168171000.0,7254000.0,0.44,93868000.0,-1452000.0,-9868000.0,14572000.0,102166000,,-9893000,35645000,0.0,13885000,4552000.0,11295000.0,47472000.0,99764000.0,-12233000.0,371093000.0,80459000.0,20033000,1028405000.0,20037000.0,4308000.0,92413000.0,199871000,444801000.0,8000.0,189978000.0,-106000.0,28574000.0,,,
2015-06-30,42325000,12826000.0,-23661000,161753000,209488000,-81891000.0,258780000.0,31350000,3031000.0,158634000,,1939000.0,657906000.0,222925000.0,0.39,3548000.0,-49000000.0,42325000,276789000.0,12308000.0,6000.0,-5826000.0,146466000.0,61203000.0,0.0,91992000.0,50854000,769801000.0,,-1844000.0,100625000,31350000,31350000,35855000.0,,81394000.0,35855000.0,0.0,,-10560000.0,,-67830000.0,,158161000.0,7881000.0,0.39,101420000.0,174000.0,-20314000.0,16415000.0,116309000,,-28225000,62940000,0.0,15684000,1484000.0,11149000.0,42499000.0,108029000.0,-10671000.0,370675000.0,80257000.0,52380000,1028581000.0,19387000.0,4330000.0,68790000.0,189978000,438542000.0,8000.0,161753000.0,-187000.0,29513000.0,,,
2015-09-30,38046000,14661000.0,-32303000,174040000,207636000,-111539000.0,281303000.0,27616000,-494000.0,157576000,,2400000.0,711733000.0,244511000.0,0.35,3090000.0,-39822000.0,38046000,310715000.0,8923000.0,3720000.0,-11890000.0,148395000.0,60978000.0,0.0,95914000.0,50060000,798259000.0,,-2523000.0,101751000,27616000,27616000,36792000.0,,81092000.0,36792000.0,0.0,,-10491000.0,,-14028000.0,,145246000.0,7588000.0,0.34,115998000.0,-1568000.0,21271000.0,18939000.0,119530000,,12287000,60057000,0.0,17779000,4523000.0,8862000.0,36478000.0,120738000.0,-4219000.0,367829000.0,79808000.0,49566000,1079562000.0,18737000.0,4503000.0,89727000.0,161753000,484755000.0,8000.0,174040000.0,25000.0,32599000.0,,,
2015-12-31,64202000,13808000.0,-73736000,167714000,230276000,-140154000.0,310707000.0,48877000,3167000.0,172810000,254510000.0,2646000.0,732010000.0,271672000.0,,4547000.0,-11188000.0,59339000,359581000.0,14210000.0,-5217000.0,27391000.0,158550000.0,61074000.0,0.0,83846000.0,57466000,847926000.0,,-530000.0,99582000,48877000,48877000,1523000.0,,,39035000.0,0.0,,-16788000.0,,-11831000.0,-118037000.0,151370000.0,8202000.0,,129553000.0,313000.0,-1409000.0,19465000.0,113471000,,-6326000,79355000,0.0,13889000,766000.0,10775000.0,59652000.0,136473000.0,-13652000.0,426623000.0,,62567000,1158633000.0,18088000.0,4863000.0,83206000.0,174040000,527295000.0,8000.0,167714000.0,-980000.0,48188000.0,,,
2016-03-31,58126000,12524000.0,-35316000,154418000,238720000,-143926000.0,315530000.0,40546000,447000.0,180627000,,1793000.0,783003000.0,274750000.0,0.51,3754000.0,0.0,53334000,393660000.0,-23961000.0,1107000.0,67937000.0,178000000.0,61168000.0,0.0,76020000.0,58093000,892030000.0,,-3155000.0,112210000,40546000,40546000,1511000.0,,81320000.0,40780000.0,0.0,,-20207000.0,,-9106000.0,,132690000.0,7705000.0,0.5,145769000.0,-427000.0,-14490000.0,22618000.0,127293000,,-13296000,30680000,0.0,15083000,5384000.0,12361000.0,52907000.0,148029000.0,-20839000.0,424557000.0,79831000.0,10473000,1207560000.0,17438000.0,4792000.0,128817000.0,167714000,548078000.0,8000.0,154418000.0,22000.0,43601000.0,,,
2016-06-30,70229000,13699000.0,-16187000,167706000,269362000,-97438000.0,341415000.0,50148000,-5200000.0,205216000,,3385000.0,825407000.0,298989000.0,0.63,3287000.0,-35000000.0,65136000,404107000.0,6459000.0,96000.0,87607000.0,192660000.0,61119000.0,-6031000.0,87619000.0,64146000,909858000.0,,-369000.0,121467000,50148000,50148000,1182000.0,,81281000.0,42426000.0,0.0,,-18818000.0,,-46402000.0,,113158000.0,7223000.0,0.62,160557000.0,125000.0,-13020000.0,22992000.0,140080000,,13288000,76167000,0.0,18613000,1618000.0,15113000.0,65261000.0,161685000.0,-17594000.0,425866000.0,79951000.0,57349000,1251273000.0,22630000.0,5093000.0,106100000.0,154418000,571813000.0,8000.0,167706000.0,428000.0,39259000.0,,,
2016-09-30,68980000,13711000.0,194362000,419948000,278589000,-42433000.0,386583000.0,51367000,619000.0,209202000,,5043000.0,911768000.0,343051000.0,0.64,2484000.0,-23174000.0,62079000,193018000.0,-6245000.0,-5622000.0,117965000.0,244992000.0,61195000.0,-2000000.0,118011000.0,69387000,972310000.0,,-3349000.0,126708000,51367000,51367000,993000.0,,81466000.0,43532000.0,0.0,,-17343000.0,,-2111000.0,,109088000.0,13474000.0,0.63,177409000.0,1463000.0,15188000.0,26341000.0,147123000,,252242000,59827000,0.0,20415000,5875000.0,11698000.0,63542000.0,172658000.0,-54689000.0,447125000.0,79977000.0,42484000,1358893000.0,21792000.0,6901000.0,302883000.0,167706000,612966000.0,8000.0,419948000.0,-85000.0,33104000.0,,,
2016-12-31,75588000,14214000.0,-70011000,389275000,293203000,-121815000.0,400762000.0,47621000,739000.0,220249000,310881000.0,4210000.0,952978000.0,354335000.0,,2506000.0,-38044000.0,68372000,250981000.0,7140000.0,3906000.0,131448000.0,247415000.0,61044000.0,-180000.0,121249000.0,72954000,995389000.0,,-790000.0,130268000,47621000,47621000,1294000.0,,,46427000.0,0.0,,-14208000.0,,-37905000.0,-135714000.0,104844000.0,13320000.0,,191407000.0,-7516000.0,-762000.0,27131000.0,151877000,0.0,-30673000,80980000,0.0,21609000,901000.0,12028000.0,60856000.0,175167000.0,-1322000.0,443173000.0,,66772000,1396151000.0,20954000.0,7216000.0,66192000.0,419948000,640256000.0,8000.0,389275000.0,-938000.0,28596000.0,,,
2017-03-31,69540000,14812000.0,-145298000,261027000,310341000,-169777000.0,414418000.0,69420000,5522000.0,235625000,,4760000.0,918167000.0,365554000.0,0.87,2079000.0,-3793000.0,61673000,284559000.0,-55467000.0,7789000.0,196157000.0,267128000.0,64545000.0,-5686000.0,109490000.0,74716000,1044875000.0,,-7923000.0,151148000,69420000,69420000,2542000.0,,81534000.0,48864000.0,0.0,,-59569000.0,,-33001000.0,,142514000.0,14405000.0,0.85,202895000.0,1645000.0,-36496000.0,35174000.0,173952000,-8953000.0,-128248000,47621000,0.0,22804000,7288000.0,-7223000.0,63318000.0,231692000.0,-24525000.0,541126000.0,79904000.0,-11948000,1459293000.0,27902000.0,7867000.0,98687000.0,389275000,545586000.0,8000.0,261027000.0,-1382000.0,37028000.0,,,
2017-06-30,92445000,14245000.0,36744000,358182000,356482000,-42449000.0,472899000.0,69179000,-1112000.0,270917000,,7003000.0,1003222000.0,424796000.0,0.86,3758000.0,-35000000.0,83569000,243786000.0,13838000.0,-1644000.0,232876000.0,291694000.0,64525000.0,-9090000.0,136596000.0,85565000,1078288000.0,,-693000.0,162964000,69179000,69179000,3522000.0,,81631000.0,48103000.0,0.0,,-18476000.0,,-51239000.0,,116343000.0,22992000.0,0.85,220005000.0,3212000.0,-16472000.0,35133000.0,187348000,0.0,97155000,110467000,0.0,24384000,233000.0,15387000.0,86781000.0,255539000.0,-27513000.0,547965000.0,80188000.0,91991000,1551187000.0,26783000.0,8876000.0,106759000.0,261027000,601968000.0,8000.0,358182000.0,-156000.0,45953000.0,,,
