date,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyTotalAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyDilutedEPS,quarterlyInventory,quarterlyResearchAndDevelopment,quarterlyChangeInInventory
2009-11-30,1033981000,6177169000,-551442000.0,444817000,-29360000,3744676000,114898000,98605000.0,874484000,-745000.0,60392000.0,5056000.0,184294000,746408000,5747687000,536725000.0,3255508000,-9209000,-519190000,8929311000,8870942000,773696423.0,0.7,2420577000,2692918000,2809267000,3963733000,2693773000,3738583000,3794814000,-66404000.0,4000063000,1783954000,3280000.0,6233000,838818000.0,31250000.0,524798000,855000,444817000,1215374000,4005119000,4000063000,1747083000,1037546000,755105000,,0.0,,230307000,685052000,4541662000,631527053.0,17000,-34817000,1734000,151281000.0,4481000,-83995000.0,19718000,219111000,-831713000,,2539206000,-541599000,0.0,3245000.0,270689000.0,,12184819000,-451270000,-111606000,689769000,0.67,,,
2010-02-28,1036721000,5809219000,0.0,399760000,-47854000,4031834000,118518000,120811000.0,762427000,-6055000.0,-36553000.0,7323000.0,615935000,653610000,5537823000,497460000.0,3115636000,4648000,-41227000,8774452000,8449185000,768453497.0,0.63,1062476000,2639767000,2959496000,3847492000,2639966000,3328987000,1118919000,36592000.0,4114751000,1690331000,-1542000.0,-16730000,813783000.0,30162000.0,461879000,199000,399760000,1243115000,4122074000,4114751000,1796394000,1036721000,639390000,-2266000.0,-549000.0,,177511000,646727000,4000063000,638695204.0,18000,-44046000,206000,91091000.0,4519000,63774000.0,290000,659981000,-342876000,,2375817000,114688000,0.0,3107000.0,230376000.0,,11890088000,-434257000,-198703000,683632000,0.6,,,
2010-05-31,1124544000,5829054000,-272706000.0,490597000,-86631000,4180885000,116314000,107213000.0,921655000,-4365000.0,-33346000.0,8094000.0,903173000,807106000,5975495000,475770000.0,3074268000,-19726000,173877000,8843390000,8456258000,766597090.0,0.76,1006835000,2627006000,2996630000,4043845000,2627204000,3457318000,1165857000,16639000.0,4312111000,1931650000,-440000.0,-9166000,805282000.0,39590000.0,563519000,198000,490597000,1270091000,4320205000,4312111000,1688069000,1124544000,803280000,-28441000.0,-1000.0,,239761000,625534000,4114751000,641355607.0,75000,-57750000,573000,148813000.0,2061000,-114670000.0,22814000,960923000,-548031000,,2351637000,197360000,0.0,3028000.0,241405000.0,,11917658000,-446952000,-279258000,683094000,0.73,,,
2010-08-31,1131118000,6567604000,0.0,445482000,-109920000,4634329000,124958000,99193000.0,845168000,-2363000.0,45111000.0,2987000.0,1150003000,713694000,5833073000,497102000.0,3271628000,83016000,389004000,9563625000,9560530000,,,490243000,226696000,2835746000,3988261000,2992926000,3354985000,3662425000,138299000.0,4838292000,1844812000,0.0,-2040000,841234000.0,41023000.0,510263000,1445000,445482000,67976000,4841279000,4838292000,1772833000,1131118000,716594000,-12545000.0,,,206331000,659569000,4312111000,,74000,-101602000,143000,45840000.0,3616000,-242342000.0,-14694000,1251605000,-706406000,-1559738000.0,624521000,526181000,0.0,5881000.0,247416000.0,2219307000.0,12835253000,-738396000,-386292000,885328000,,,,
2010-11-30,1117197000,6446851000,-320650000.0,534714000,-134840000,4860443000,120059000,85096000.0,969423000,-53000.0,18606000.0,3164000.0,30916000,827283000,6478193000,503565000.0,3399164000,-23156000,-704312000,9469710000,9557764000,742961409.0,0.84,1104679000,3110913000,2909396000,4533713000,3110913000,3852726000,4201415000,-49985000.0,4160452000,1944480000,686000.0,12688000,895233000.0,40002000.0,605556000,0,534714000,73528000,4163616000,4160452000,1769439000,1117197000,844628000,-60043000.0,,,239072000,673697000,4838292000,637298491.0,74000,-75483000,332000,170271000.0,4736000,-486124000.0,66492000,106399000,-703607000,,2636032000,-677840000,0.0,19000.0,162578000.0,,12868874000,-619720000,-329250000,824354000,0.81,,,
2011-02-28,1145278000,6617096000,0.0,503017000,-135585000,5367504000,121084000,133092000.0,898738000,-673000.0,32299000.0,5192000.0,522529000,771946000,6496293000,523780000.0,3614396000,-20056000,-230717000,10279277000,9845902000,742852436.0,0.78,1956612000,215217000,3592907000,4579069000,3228806000,623227000,3072103000,29979000.0,4677544000,1917224000,0.0,-4185000,966819000.0,37708000.0,565750000,4129000,503017000,80480000,4682736000,4677544000,2114235000,1145278000,774147000,-58219000.0,,,208397000,694788000,4160452000,646292241.0,74000,-78575000,422000,111764000.0,3507000,,18761000,601104000,-46892000,,804136000,517092000,0.0,672000.0,182956000.0,,13893673000,-177492000,-239481000,846365000,0.75,,,
2011-05-31,1359816000,7372666000,-322992000.0,628013000,-111832000,5674772000,130773000,125530000.0,1091449000,-6108000.0,12750000.0,4665000.0,1240279000,949812000,7204355000,563365000.0,3756709000,-80201000,397588000,11147260000,10727537000,745503329.0,0.96,1189746000,3354871000,3713803000,4894727000,3354871000,4342880000,4696165000,2246000.0,5256684000,2309628000,1249000.0,1003000,983389000.0,41983000.0,699069000,0,628013000,52784000,5261349000,5256684000,2162514000,1359816000,957849000,-400000.0,,,258780000,740771000,4677544000,651339239.0,73000,-112681000,4621000,186328000.0,2827000,,24055000,1352960000,-756470000,,2922872000,579140000,0.0,5901000.0,292355000.0,,14903969000,-643861000,-152812000,862651000,0.93,,,
2011-08-31,1292451000,7906589000,0.0,611933000,-321130000,6281517000,141340000,106419000.0,1080668000,-4339000.0,17472000.0,4929000.0,1244301000,922936000,7174073000,553440000.0,4260327000,-72982000,504642000,11471183000,11380638000,,,587224000,233581000,3878951000,4958686000,3474049000,855208000,3236059000,80765000.0,5701078000,2215387000,0.0,4456000,1131991000.0,40365000.0,682865000,0,611933000,72257000,5706007000,5701078000,2219270000,1292451000,935398000,-187525000.0,,,252533000,785231000,5256684000,,74000,-136975000,4419000,89003000.0,3930000,,27479000,1381276000,-614535000,-1639965000.0,937675000,444394000,0.0,4340000.0,238003000.0,2425196000.0,15731510000,-730804000,-134380000,949250000,,,,
2011-11-30,1269994000,7575125000,-474896000.0,642086000,-239911000,6467622000,132625000,100558000.0,1129810000,-3561000.0,-16950000.0,4638000.0,394383000,981546000,7589108000,554413000.0,4298126000,-28587000,-469682000,10992719000,11071661000,730114347.0,1.0,1081078000,3494916000,3766360000,5337568000,3496536000,1480211000,3325556000,-74357000.0,5091906000,2251540000,1019000.0,5127000,1225298000.0,38207000.0,711757000,1620000,642086000,61136000,5096544000,5091906000,2112177000,1269994000,993027000,-160055000.0,,,281270000,745898000,5701078000,644285298.0,74000,-80875000,4762000,139947000.0,4158000,,32437000,475258000,-587617000,,3464718000,-609172000,0.0,3623000.0,201625000.0,,15290845000,-285105000,-452483000,898113000,0.96,,,
2012-02-29,1226652000,7537851000,0.0,643923000,-87291000,7113037000,147010000,160959000.0,1049770000,-3165000.0,30175000.0,3107000.0,772434000,889714000,7259828000,541137000.0,4253416000,-32948000,-164346000,11554680000,10814951000,729036633.0,1.0,1208069000,3275899000,4468553000,5143462000,3277100000,1380902000,3355991000,-22540000.0,5568746000,2116366000,909000.0,3800000,1232474000.0,39376000.0,714190000,1201000,643923000,60698000,5571853000,5568746000,2370869000,1226652000,898540000,-2821000.0,,,184350000,775871000,5091906000,646452990.0,74000,-85379000,4653000,88932000.0,4220000,,-2240000,857813000,-378282000,,3426058000,476840000,0.0,3125000.0,238567000.0,,15808096000,-464974000,-282124000,892436000,0.97,,,
2012-05-31,1309709000,7593067000,-475961000.0,689219000,-95568000,7330215000,135001000,150872000.0,1204951000,-828000.0,-172040000.0,2238000.0,1125128000,1061196000,7640790000,546596000.0,4077889000,-71268000,166886000,11458026000,10947822000,728876260.0,1.07,1147692000,3354706000,4106004000,5269885000,3354755000,1533659000,3222310000,-35131000.0,5628659000,2370905000,5702000.0,-2550000,1205678000.0,28706000.0,762831000,49000,689219000,50240000,5630897000,5628659000,2156711000,1309709000,1066453000,-10808000.0,,,303622000,752495000,5568746000,645761617.0,74000,-90462000,5381000,168786000.0,3497000,,10224000,1215590000,-949972000,,3285505000,59913000,0.0,5801000.0,315446000.0,,15535915000,-653021000,-596554000,808674000,1.03,,,
2012-08-31,1308107000,8109205000,0.0,578282000,-112615000,7904242000,178909000,125697000.0,1128249000,0.0,64483000.0,2261000.0,1592933000,940783000,7288259000,553764000.0,4077484000,-43275000,767430000,12587931000,12040987000,717827179.0,0.91,1464433000,3931760000,4145833000,5039369000,3931782000,1501457000,3080877000,63946000.0,6640526000,2248890000,3342000.0,-2931000,1215383000.0,28180000.0,636155000,22000,578282000,105544000,6642787000,6640526000,2275052000,1308107000,946154000,-699000.0,,,309999000,779494000,5628659000,636064228.0,74000,-115258000,11000,56722000.0,3186000,,-3965000,1708191000,-642984000,-1548256000.0,3269810000,1011867000,0.0,0.0,253527000.0,2327750000.0,16665415000,-695741000,-678148000,903847000,0.88,,,
2012-11-30,1317054000,7977359000,-560135000.0,698817000,-295737000,8060240000,139924000,114170000.0,1190929000,0.0,27021000.0,2349000.0,-195362000,1049139000,7668036000,536073000.0,4394494000,-68497000,-1128940000,12013526000,11414048000,716368102.0,1.09,1342815000,3436670000,4506633000,5301843000,3436689000,1620497000,3501506000,-9548000.0,5678892000,2366193000,762000.0,-6901000,1386630000.0,27902000.0,766031000,19000,698817000,112555000,5681241000,5678892000,2127658000,1317054000,1046456000,-209952000.0,,,280425000,799443000,6640526000,639659238.0,75000,-86547000,13000,164606000.0,4549000,,38698000,-108815000,-577662000,,3556028000,-961634000,0.0,0.0,379003000.0,,16408020000,-220831000,-610398000,890233000,1.06,,,
2013-02-28,1289598000,7365474000,0.0,1101802000,-176663000,9157797000,157266000,184434000.0,1342256000,0.0,-248937000.0,404000.0,543983000,940765000,7493320000,527895000.0,4341781000,15859000,-661496000,12016949000,10418859000,714807680.0,1.7,673211000,316150000,5452349000,5262957000,3053385000,3635878000,3518104000,-20834000.0,5636086000,2230363000,0.0,234366000,1439238000.0,45827000.0,1187098000,16000,1101802000,154649000,5636490000,5636086000,2318238000,1289598000,1181349000,-88011000.0,,,-5749000,810896000,5678892000,649520337.0,75000,-90241000,13000,112239000.0,3641000,,31298000,634224000,-465424000,,654479000,-42806000,0.0,0.0,186586000.0,,16358730000,-608958000,-688593000,883048000,1.65,,,
2013-05-31,1345272000,7630622000,-561603000.0,810258000,-151229000,9404277000,142131000,174713000.0,1292304000,0.0,-49224000.0,2486000.0,1411633000,1092747000,7707935000,504628000.0,4444839000,-76733000,360526000,12078919000,10713698000,714984161.0,1.25,1288063000,3083076000,5324867000,5269916000,3083076000,4454514000,3375047000,55338000.0,5938085000,2438019000,10529000.0,50175000,1472955000.0,55577000.0,874063000,0,810258000,147090000,5940571000,5938085000,2253450000,1345272000,1146585000,-71182000.0,-28000.0,,272522000,798915000,5636086000,650625931.0,75000,-90576000,0,181249000.0,3588000,100589000.0,-804000,1502209000,-998907000,,3573085000,301999000,0.0,0.0,283608000.0,,16523758000,-617749000,-852152000,922658000,1.21,,,
2013-08-31,1365613000,8160990000,0.0,671000000,-532586000,10069844000,153707000,142561000.0,1120868000,0.0,484000.0,2525000.0,1173281000,983987000,7524994000,517397000.0,5022871000,-80303000,251431000,11844178000,11439220000,706256084.0,1.04,1363194000,3252630000,4960186000,5175394000,3278230000,4968524000,3333126000,-30029000.0,5631885000,2349600000,4486000.0,-23842000,1818586000.0,43631000.0,727327000,25600000,671000000,174818000,5634410000,5631885000,2230615000,1365613000,964904000,-434843000.0,0.0,,237577000,779675000,5938085000,642359475.0,75000,-102229000,0,57718000.0,2257000,64432000.0,15460000,1275510000,-1023636000,-1608211000.0,4181118000,-306200000,0.0,0.0,266593000.0,2387886000.0,16867049000,-1096814000,-1052746000,961851000,1.01,,,
2013-11-30,1376263000,7828743000,-630234000.0,751846000,-195552000,10200630000,145327000,126906000.0,1232562000,,-18015000.0,2594000.0,122274000,1073084000,7799696000,525665000.0,5224479000,-63744000,-884631000,11291459000,11099677000,697974850.0,1.18,1529087000,3244991000,4927831000,5350349000,3270934000,4705029000,3506187000,-2958000.0,4527198000,2449347000,794000.0,7395000,1931120000.0,43536000.0,811646000,25943000,751846000,178770000,4529792000,4527198000,2140981000,1376263000,1083577000,-137387000.0,,,271931000,779247000,5631885000,636695545.0,75000,-58959000,0,180233000.0,3658000,-113455000.0,32999000,181233000,-1138516000,,4379697000,-1104687000,0.0,,356021000.0,,16515938000,-721514000,-885714000,982733000,1.15,,,
2014-02-28,1278860000,7288358000,0.0,671300000,-547659000,10871320000,149140000,206780000.0,1103616000,,22503000.0,2706000.0,216213000,951282000,7567483000,529086000.0,5723329000,-90994000,-717380000,10633880000,10570522000,693209942.0,1.06,796371000,377924000,5272315000,5337341000,3282164000,3271030000,3588189000,-71089000.0,3680274000,2230142000,0.0,-4766000,2312145000.0,43350000.0,722331000,26322000,671300000,145635000,3682980000,3680274000,2438786000,1278860000,950128000,-472202000.0,,,227797000,783961000,4527198000,635929351.0,76000,-76167000,167000,112587000.0,4348000,-15041000.0,50364000,292380000,-576079000,,901519000,-846924000,0.0,,294627000.0,,16357209000,-739238000,-866501000,936315000,1.03,,,
2014-05-31,1357591000,7616168000,-624682000.0,817336000,-148327000,11064794000,162197000,186303000.0,1342425000,,30699000.0,2687000.0,1277973000,1178766000,8240180000,517221000.0,5867691000,-48867000,151115000,11134693000,10857086000,691038145.0,1.29,694339000,317217000,5603631000,5703823000,3240918000,3567865000,3804826000,23992000.0,4048859000,2536357000,0.0,-6051000,2354811000.0,70405000.0,881813000,26534000,817336000,158404000,4051546000,4048859000,2308594000,1357591000,1175938000,-65631000.0,,,294125000,786599000,3680274000,633128417.0,76000,-85287000,139000,194948000.0,4290000,-203153000.0,4686000,1363260000,-865980000,,914549000,368585000,0.0,,404306000.0,,17002384000,-441115000,-706412000,957633000,1.26,,,
2014-08-31,1389255000,8158079000,0.0,701016000,-164873000,11758131000,164079000,151312000.0,1257462000,,-28064000.0,2602000.0,1547755000,1079365000,8267319000,544831000.0,6026010000,129513000,573653000,11904442000,11645115000,688345020.0,1.11,1317201000,3460633000,5732035000,5798699000,3487036000,4745487000,3859567000,122581000.0,4921305000,2468620000,1431000.0,5877000,2395894000.0,66783000.0,760168000,26403000,701016000,198734000,4923907000,4921305000,2348034000,1389255000,1088058000,-64847000.0,,397880000.0,327890000,793444000,4048859000,631249362.0,76000,-101457000,330000,70729000.0,5325000,-132990000.0,1997000,1649212000,-584841000,-1752965000.0,5137744000,872446000,0.0,,355274000.0,2546409000.0,17930452000,-657567000,-871948000,1064228000,1.08,,,
2014-11-30,1351581000,8137403000,-678736000.0,831530000,-89213000,11928129000,166519000,128915000.0,1361348000,,-111191000.0,2459000.0,821042000,1187709000,8343257000,524861000.0,6053788000,-119335000,-314776000,11576245000,11613669000,682333149.0,1.32,1446711000,3449480000,5481501000,5803967000,3476266000,5019386000,3779792000,-95155000.0,4472347000,2539290000,1286000.0,-2979000,2399308000.0,60321000.0,892242000,26786000,831530000,207584000,4474806000,4472347000,2170743000,1351581000,1192018000,-38641000.0,,389041000.0,299776000,740496000,4921305000,628439218.0,76000,-51858000,4000,196022000.0,2811000,-34091000.0,26004000,872900000,-1126877000,,5220507000,-448958000,0.0,,434591000.0,,17630033000,-670167000,-1040709000,947270000,1.29,,,
2015-02-28,1219606000,7493986000,0.0,690726000,-161734000,12615316000,152236000,207200000.0,1161101000,,-71318000.0,2619000.0,219719000,1021033000,7931590000,513300000.0,5983757000,115255000,-801341000,11007808000,10441922000,679165137.0,1.1,1517611000,2920903000,5990851000,5690951000,2947936000,4211509000,3688052000,56008000.0,4061400000,2240639000,655000.0,-21508000,2437595000.0,50130000.0,743192000,27033000,690726000,178382000,4064019000,4061400000,2297747000,1219606000,1004960000,-80821000.0,,381336000.0,261768000,725917000,4472347000,628254759.0,76000,-81568000,191000,113165000.0,3905000,-20634000.0,23064000,301287000,-464402000,,5184082000,-410947000,0.0,,270521000.0,,16991565000,-600631000,-1132890000,984539000,1.08,,,
2015-05-31,1391386000,7888442000,-674735000.0,793697000,-424948000,12741223000,153405000,195576000.0,1289526000,,-61890000.0,2383000.0,1299810000,1133519000,8275066000,506409000.0,6239206000,-120881000,396924000,11069521000,10842496000,677825768.0,1.27,627342000,280416000,5911214000,5750161000,2954054000,3771109000,3717048000,54074000.0,4026189000,2524905000,10553000.0,-3839000,2669172000.0,43763000.0,850230000,27217000,793697000,190733000,4028572000,4026189000,2142085000,1391386000,1132091000,-322740000.0,,419750000.0,281861000,752362000,4061400000,625969418.0,76000,-113554000,1000,187152000.0,4030000,-13419000.0,2885000,1413364000,-1002658000,,476934000,-35211000,0.0,,348526000.0,,17308727000,-518176000,-1252268000,1040645000,1.24,,,
2015-08-31,1410797000,8532199000,0.0,737628000,-494489000,13470008000,173763000,148638000.0,1259056000,,6523000.0,2448000.0,1356549000,1093608000,8364511000,524455000.0,6686664000,-334148000,394060000,11579394000,11618487000,675749438.0,1.18,1490756000,3060701000,6133725000,5860106000,3086288000,5127270000,3840920000,98621000.0,4360766000,2504405000,3050000.0,-16426000,2929833000.0,45027000.0,788125000,25587000,737628000,113590000,4363214000,4360766000,2251617000,1410797000,1081461000,-349502000.0,,464907000.0,293336000,801884000,4026189000,624715181.0,76000,-148037000,1848000,57810000.0,3832000,-90846000.0,-2154000,1504586000,-608359000,-1648968000.0,5824252000,334577000,0.0,0.0,516827000.0,2450852000.0,18266058000,-664015000,-1411972000,1151464000,1.15,,,
2015-11-30,1341259000,8472398000,-720676000.0,818899000,-706492000,13582445000,181882000,129183000.0,1414297000,,-78868000.0,2728000.0,516528000,1221260000,8465984000,532684000.0,7370827000,-19850000,-469723000,10623048000,11588463000,671300744.0,1.31,745271000,288225000,5900425000,5903465000,3116065000,4609744000,4061037000,-64504000.0,3073193000,2562519000,0.0,4029000,3521828000.0,44179000.0,868681000,25807000,818899000,119755000,3075921000,3073193000,2089356000,1341259000,1228363000,-612666000.0,,522722000.0,359682000,804012000,4360766000,626463124.0,76000,-94777000,1848000,182285000.0,4052000,-244126000.0,31950000,611305000,-1164033000,,516227000,-1287573000,0.0,,291247000.0,,17993875000,-657811000,-1489473000,1094821000,1.28,,,
2016-02-29,1281772000,7573179000,0.0,1326520000,335859000,14915912000,172745000,228532000.0,1799880000,,25904000.0,2820000.0,169278000,1088044000,8397053000,730127000.0,7468978000,-42960000,-913156000,10678800000,10774262000,668125087.0,2.12,766136000,332720000,6811661000,6027237000,3201083000,3467116000,3986141000,-10782000.0,3034659000,2369816000,0.0,532364000,3501419000.0,61037000.0,1399858000,26866000,1326520000,121879000,3037479000,3034659000,2328485000,1281772000,1622592000,-134971000.0,,531815000.0,222734000,856403000,3073193000,626523793.0,76000,-148068000,1784000,120882000.0,4543000,71242000.0,34538000,317346000,-673371000,,527824000,-38534000,0.0,,304883000.0,,18147778000,-828950000,-1521633000,1103343000,2.08,,,
2016-05-31,1383609000,8161133000,-717462000.0,897247000,-177245000,15090815000,181010000,226929000.0,1478425000,,6979000.0,2869000.0,1497370000,1305943000,8969044000,771973000.0,7615036000,27190000,198634000,11576011000,11484489000,666403323.0,1.44,743396000,304114000,7127325000,6279492000,3323356000,3882848000,4303642000,13944000.0,3497878000,2689552000,0.0,-16207000,3538147000.0,132427000.0,950283000,26801000,897247000,152882000,3500747000,3497878000,2349050000,1383609000,1293704000,-84911000.0,,505404000.0,343421000,883609000,3034659000,623725913.0,76000,-93655000,2072000,222825000.0,3711000,-256201000.0,1327000,1591025000,-971391000,,549109000,463219000,0.0,,378584000.0,,19191047000,-478289000,-1392606000,1133430000,1.41,,,
2016-08-31,1460342000,8899121000,0.0,1069226000,-62472000,7879960000,193415000,173532000.0,1656280000,,-7721000.0,2875000.0,1895373000,1195198000,8965580000,754812000.0,8706114000,101560000,852957000,11923087000,12439825000,665365231.0,1.72,792204000,3516247000,7555262000,6310040000,3540704000,5250799000,4072180000,133968000.0,4905609000,2655540000,1360000.0,258715000,3609437000.0,198633000.0,1130781000,24457000,1069226000,111020000,4908484000,4905609000,2364728000,1460342000,1458913000,-99994000.0,,510151000.0,328132000,956542000,3497878000,622555642.0,72000,-160066000,2773000,65365000.0,3952000,251929000.0,-13564000,2055439000,-588138000,-1730025000.0,3873357000,1407731000,0.0,,362963000.0,2686567000.0,20629201000,-639939000,-1661720000,1280821000,1.68,,,
2016-11-30,1398073000,9170082000,-785127000.0,1004476000,-689622000,8113539000,187433000,149796000.0,1521602000,,-141184000.0,2511000.0,999329000,1331959000,9005603000,734465000.0,9075335000,-86013000,-85899000,11368406000,12409590000,663752830.0,1.62,819829000,300173000,7417093000,6275571000,3239508000,4976968000,4298605000,-103390000.0,4077058000,2730032000,0.0,-6087000,4008760000.0,239470000.0,1059749000,24562000,1004476000,48606000,4079569000,4077058000,2079897000,1398073000,1331121000,-606307000.0,,551292000.0,271372000,928900000,4905609000,621569764.0,72000,-84553000,2773000,212711000.0,3048000,-279151000.0,-2562000,1083882000,-1162775000,,489945000,-828551000,0.0,,606771000.0,,20443741000,-587935000,-1855218000,1163348000,1.58,,,
2017-02-28,1365503000,8352773000,0.0,838752000,-344166000,8953190000,187807000,252527000.0,1310293000,,16396000.0,2502000.0,50294000,1138653000,8762182000,740919000.0,9314771000,25740000,-1185188000,10764002000,11463624000,661079375.0,1.35,958745000,3086305000,7964245000,6258026000,3110851000,4678505000,4452252000,29414000.0,3238862000,2504156000,6055000.0,-24895000,4224007000.0,190358000.0,887208000,24546000,838752000,53452000,3241364000,3238862000,2458524000,1365503000,1118510000,-245812000.0,,573063000.0,231302000,968433000,4077058000,621999948.0,72000,-104409000,2944000,138190000.0,3976000,-83265000.0,-3862000,154703000,-681320000,,3879075000,-838196000,0.0,,665125000.0,,20078773000,-815648000,-1739351000,1212800000,1.33,,,
2017-05-31,2044196000,9154325000,-782451000.0,669468000,-547697000,8844773000,194480000,209614000.0,1072493000,,95036000.0,2639000.0,1656761000,865435000,9356787000,692621000.0,9929857000,-267742000,403717000,11205735000,12258932000,658770425.0,1.08,1079163000,320652000,8167356000,6447156000,3104607000,4012383000,4474415000,44279000.0,3382208000,2909631000,0.0,4029000,4610996000.0,199465000.0,704801000,24732000,669468000,64976000,3384847000,3382208000,2550233000,2044196000,874400000,-413570000.0,,642752000.0,169599000,1041006000,3238862000,619436804.0,72000,-135811000,2942000,250019000.0,3613000,121713000.0,-2676000,1792572000,-1123576000,,524261000,143346000,0.0,,914058000.0,,21135592000,-588622000,-1335523000,1291138000,1.05,,,
2017-08-31,1590111000,9824279000,0.0,932453000,-652394000,7081855000,232069000,183298000.0,1528978000,,117875000.0,3011000.0,1750736000,1296562000,9640906000,663248000.0,10592601000,-36118000,547196000,12097289000,12979690000,658384196.0,1.51,1082161000,3133248000,8949477000,6754233000,3155411000,5626787000,4569214000,203409000.0,4126860000,2886673000,1286000.0,-12019000,5002352000.0,211610000.0,983174000,22163000,932453000,137098000,4129871000,4126860000,2669520000,1590111000,1292001000,-462688000.0,,710382000.0,308827000,1140598000,3382208000,617515125.0,71000,-191146000,2907000,75125000.0,4908000,70989000.0,-10843000,1941882000,-592564000,-1912146000.0,4197103000,744652000,0.0,,708485000.0,3052744000.0,22689890000,-656846000,-1094784000,1525065000,1.48,,,
2017-11-30,1566380000,9863026000,-853614000.0,1123660000,-258959000,7339188000,232633000,212891000.0,1731464000,,-4714000.0,682000.0,872486000,1485880000,10054493000,687950000.0,10670312000,-37578000,-585936000,12303841000,13080716000,656671417.0,1.82,1163493000,358837000,9102130000,7002233000,3217690000,4915578000,4981084000,-219993000.0,3681711000,3052260000,0.0,1515000,5078504000.0,227189000.0,1188542000,22226000,1123660000,121397000,3682393000,3681711000,2494949000,1566380000,1494124000,-127497000.0,,692179000.0,305582000,1158960000,4126860000,615835525.0,71000,-133352000,2979000,239730000.0,4707000,-434471000.0,-2133000,1005838000,-1179020000,,497474000,-445149000,0.0,,718246000.0,,22974153000,-563138000,-1133153000,1316930000,1.79,,,
2018-02-28,1565630000,9367912000,0.0,863703000,-345676000,8149090000,220664000,293035000.0,1469301000,,66329000.0,3418000.0,791161000,1282764000,10067832000,656638000.0,10848031000,96140000,-509182000,12284948000,12694553000,656118796.0,1.4,1175150000,3300718000,9682687000,7219438000,3326641000,5066889000,5030698000,40555000.0,3595079000,2848394000,4225000.0,-43586000,5286197000.0,218509000.0,919540000,25923000,863703000,126056000,3598497000,3595079000,2930645000,1565630000,1244797000,-217005000.0,,728825000.0,325257000,1196195000,3681711000,617854667.0,71000,-132896000,2914000,143495000.0,3840000,62079000.0,-42752000,924057000,-703204000,,4111344000,-86632000,0.0,,602950000.0,,23132979000,-803947000,-1066266000,1367464000,1.37,,,
2018-05-31,1699402000,9553596000,-855110000.0,1043020000,-270001000,8296830000,238389000,245900000.0,1856786000,,-17480000.0,3261000.0,1813982000,1619726000,10838854000,635737000.0,10913921000,-134547000,597135000,12336872000,13098057000,654600026.0,1.63,958067000,399497000,9797325000,7519726000,3544461000,4509542000,4986652000,46831000.0,3928845000,3319128000,,-14016000,5275293000.0,208557000.0,1058141000,25958000,1043020000,132324000,3932106000,3928845000,2744402000,1699402000,1612558000,-111900000.0,,688239000.0,554417000,1228946000,3595079000,639217344.0,72000,-173556000,2840000,283605000.0,5839000,-91580000.0,-2778000,1987538000,-1295188000,,471847000,333766000,,,483723000.0,,23250793000,-720185000,-1343701000,1388989000,1.6,,,
