date,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
1989-12-31,-200000.0,100000.0,,3200000.0,-12100000.0,2100000.0,-84600000.0,0.0,900000.0,5900000.0,2300000.0,,2000000.0,-6300000.0,,600000.0,84700000.0,,1700000.0,800000.0,,,,86800000.0,97900000.0,-10100000.0,4600000.0,4600000.0,,,600000.0,6500000.0,,1200000.0,0.0,,,,100000,-500000,4600000,1100000.0,-11600000.0,1800000.0,0.0,,27700000.0,,169300000.0,7300000.0,-600000.0,11100000.0,,,12000000.0,-400000.0,600000.0,,70200000.0,,,2800000.0,,0.0,11300000.0,2300000.0,,,3200000.0,1100000.0,1700000.0,1100000.0,0.0,20400000.0,,,
1990-03-31,100000.0,200000.0,,6000000.0,-9800000.0,1900000.0,-86400000.0,0.0,800000.0,6000000.0,0.0,,2700000.0,-700000.0,-0.02,200000.0,92900000.0,,500000.0,500000.0,,,,94800000.0,103400000.0,-7100000.0,3800000.0,3800000.0,17258000.0,,1800000.0,6300000.0,,1200000.0,4600000.0,-0.02,,,2500000,700000,6800000,300000.0,-9500000.0,3700000.0,0.0,,33400000.0,,179300000.0,6800000.0,-600000.0,8600000.0,,,11600000.0,500000.0,100000.0,17258000.0,70000000.0,,,3100000.0,,0.0,16000000.0,3000000.0,100000.0,,4600000.0,300000.0,1200000.0,300000.0,300000.0,26600000.0,,,
1990-06-30,0.0,500000.0,,5700000.0,-10500000.0,700000.0,-88000000.0,0.0,1200000.0,6000000.0,200000.0,,2700000.0,2600000.0,-0.03,,99700000.0,,,400000.0,,,,100400000.0,118400000.0,-7800000.0,6500000.0,6500000.0,17258000.0,,1600000.0,13300000.0,,1200000.0,0.0,-0.03,,,2000000,400000,5500000,100000.0,-5700000.0,3000000.0,0.0,,48900000.0,,187700000.0,13700000.0,-600000.0,18000000.0,,,11100000.0,1100000.0,0.0,17258000.0,69500000.0,,,2500000.0,,2700000.0,25000000.0,2600000.0,200000.0,,4200000.0,100000.0,1000000.0,100000.0,200000.0,35200000.0,,,
1990-09-30,200000.0,600000.0,,4600000.0,-5100000.0,800000.0,-90100000.0,-100000.0,2300000.0,6400000.0,400000.0,,3700000.0,3800000.0,0.01,400000.0,100800000.0,,1200000.0,300000.0,,,,101600000.0,123000000.0,-1400000.0,10200000.0,10200000.0,17306000.0,,2100000.0,12400000.0,,1200000.0,0.0,0.01,,,3600000,1500000,7600000,800000.0,-4500000.0,4600000.0,0.0,,53200000.0,,190900000.0,12700000.0,-500000.0,21400000.0,,,11300000.0,200000.0,500000.0,17306000.0,69800000.0,,,3000000.0,,0.0,30000000.0,3100000.0,-1100000.0,,4100000.0,800000.0,1000000.0,800000.0,200000.0,40500000.0,,,
1990-12-31,0.0,700000.0,,-2500000.0,-5500000.0,900000.0,-92600000.0,100000.0,1100000.0,7000000.0,800000.0,,4600000.0,-2900000.0,,900000.0,104500000.0,,2400000.0,1100000.0,,,,105400000.0,123500000.0,-900000.0,7300000.0,7300000.0,,,2500000.0,12700000.0,,1200000.0,0.0,,,,4600000,2100000,9600000,1500000.0,-5000000.0,6300000.0,0.0,,52700000.0,,197100000.0,13800000.0,-600000.0,18100000.0,,,12200000.0,0.0,700000.0,,70800000.0,,,3300000.0,,-100000.0,28000000.0,4200000.0,1200000.0,,3900000.0,1500000.0,1700000.0,1500000.0,100000.0,38900000.0,,,
1991-03-31,,600000.0,,3400000.0,-5800000.0,800000.0,-119800000.0,100000.0,900000.0,900000.0,400000.0,,-1300000.0,-3300000.0,-1.06,-6100000.0,85100000.0,,-23900000.0,300000.0,,,,85900000.0,100900000.0,-7100000.0,4100000.0,4100000.0,16792453.0,,2200000.0,11600000.0,,1200000.0,7300000.0,-1.06,,,-21500000,-23700000,7600000,-17800000.0,-5300000.0,4800000.0,0.0,,49100000.0,-100000.0,204900000.0,11900000.0,-600000.0,15000000.0,-600000.0,,-6200000.0,-4500000.0,-6100000.0,16792453.0,51800000.0,,,2800000.0,,0.0,32500000.0,28500000.0,200000.0,,3800000.0,-17800000.0,26300000.0,-17800000.0,100000.0,37200000.0,,,
1991-06-30,,600000.0,,0.0,-1800000.0,900000.0,-121100000.0,-100000.0,900000.0,900000.0,1000000.0,,3900000.0,3200000.0,0.06,,84000000.0,,,500000.0,,,,84900000.0,103500000.0,2100000.0,7200000.0,7200000.0,16792453.0,,1500000.0,12700000.0,,1200000.0,0.0,0.06,,,2600000,1100000,6500000,1600000.0,-700000.0,3900000.0,0.0,,50600000.0,,205100000.0,13200000.0,-500000.0,18600000.0,0.0,,-5200000.0,700000.0,0.0,16792453.0,52900000.0,,,2600000.0,,100000.0,33000000.0,2800000.0,0.0,,3500000.0,1600000.0,1300000.0,1600000.0,100000.0,37400000.0,,,
1991-09-30,0.0,600000.0,,-1600000.0,-2000000.0,1000000.0,-121100000.0,0.0,900000.0,900000.0,200000.0,,2100000.0,-1200000.0,-0.025,,83600000.0,,,400000.0,,,,84600000.0,99800000.0,100000.0,6100000.0,6100000.0,16200000.0,,1900000.0,10700000.0,,1200000.0,0.0,-0.025,,,2400000,500000,6000000,100000.0,-1800000.0,3800000.0,0.0,,47300000.0,,204700000.0,11100000.0,-600000.0,15200000.0,0.0,,-5600000.0,200000.0,0.0,16200000.0,52500000.0,,,2200000.0,,-100000.0,32000000.0,3300000.0,0.0,,3300000.0,100000.0,1400000.0,100000.0,100000.0,36200000.0,,,
1991-12-31,0.0,500000.0,,-500000.0,-2400000.0,1000000.0,-122000000.0,100000.0,600000.0,900000.0,100000.0,,4600000.0,1700000.0,,0.0,83900000.0,,1100000.0,900000.0,,,,84900000.0,102100000.0,2200000.0,7700000.0,7700000.0,,,2200000.0,12100000.0,,1200000.0,0.0,,,,3600000,1400000,8400000,-1200000.0,-2400000.0,5400000.0,0.0,,49100000.0,,205900000.0,13000000.0,-600000.0,17200000.0,0.0,,-5100000.0,1300000.0,-100000.0,,53000000.0,,,3000000.0,,0.0,33300000.0,4000000.0,300000.0,,1900000.0,1100000.0,1800000.0,1100000.0,300000.0,36100000.0,,,
1992-03-31,,400000.0,,-600000.0,-4200000.0,1700000.0,-124400000.0,0.0,600000.0,1200000.0,1000000.0,,3200000.0,-1600000.0,0.015,300000.0,83300000.0,,1100000.0,600000.0,,,,85000000.0,97900000.0,-1000000.0,6100000.0,6100000.0,17394000.0,,2400000.0,7800000.0,,1200000.0,7700000.0,0.015,,,3000000,600000,7300000,800000.0,-4200000.0,4300000.0,0.0,,44600000.0,100000.0,207700000.0,8400000.0,-600000.0,12900000.0,,,-4900000.0,-400000.0,300000.0,17394000.0,53300000.0,,,3000000.0,,0.0,32000000.0,3700000.0,100000.0,,3000000.0,800000.0,1300000.0,800000.0,300000.0,36200000.0,,,
1992-06-30,,500000.0,,500000.0,-3600000.0,2200000.0,-127400000.0,1000000.0,600000.0,1700000.0,200000.0,,6100000.0,3100000.0,0.04,500000.0,82900000.0,,1800000.0,500000.0,,,,85100000.0,102200000.0,2500000.0,9200000.0,9200000.0,32500000.0,,3100000.0,10000000.0,,1200000.0,0.0,0.04,,,5200000,2100000,9200000,1300000.0,-3500000.0,6400000.0,0.0,,48200000.0,0.0,210300000.0,10500000.0,-500000.0,17100000.0,,,-4200000.0,1300000.0,400000.0,32500000.0,54000000.0,,,2800000.0,,0.0,33000000.0,4300000.0,,,3000000.0,1300000.0,1300000.0,1300000.0,200000.0,37700000.0,,,
1992-09-30,,1000000.0,,123700000.0,-2800000.0,2100000.0,-134900000.0,87000000.0,900000.0,3700000.0,1900000.0,,10200000.0,5300000.0,0.13,2000000.0,201100000.0,,7200000.0,1200000.0,,,,203200000.0,237800000.0,7400000.0,14500000.0,14500000.0,41600000.0,,7400000.0,14700000.0,,1100000.0,0.0,0.125,,,13700000,6300000,23800000,5200000.0,-128600000.0,15400000.0,0.0,,92200000.0,0.0,336000000.0,15900000.0,-600000.0,34600000.0,,,500000.0,-4500000.0,2100000.0,40000000.0,145600000.0,,,8400000.0,,-126100000.0,70300000.0,9100000.0,,,2300000.0,5200000.0,1700000.0,5200000.0,600000.0,76300000.0,,,
1992-12-31,200000.0,700000.0,,-15700000.0,-5300000.0,4400000.0,-141700000.0,0.0,500000.0,4200000.0,-200000.0,,11000000.0,-9000000.0,,2100000.0,197500000.0,,9400000.0,2500000.0,,,,201900000.0,226000000.0,5700000.0,5600000.0,5600000.0,,,7000000.0,9000000.0,,,0.0,,,,17400000,10400000,28300000,5600000.0,-4300000.0,19500000.0,0.0,,72700000.0,,339200000.0,11500000.0,0.0,24100000.0,,,7800000.0,-4000000.0,800000.0,,153300000.0,,,8800000.0,,0.0,54500000.0,9100000.0,200000.0,,2500000.0,7300000.0,2100000.0,7300000.0,400000.0,61200000.0,,,
1993-03-31,900000.0,800000.0,,-2100000.0,-7700000.0,4700000.0,-148900000.0,0.0,500000.0,6600000.0,100000.0,,11500000.0,3500000.0,0.125,1300000.0,196500000.0,,5200000.0,2000000.0,,,,201200000.0,230200000.0,3800000.0,9000000.0,9000000.0,41600000.0,,7300000.0,8300000.0,,,5600000.0,0.125,,,13300000,6000000,23800000,5200000.0,-6000000.0,15100000.0,0.0,,70800000.0,,345400000.0,10300000.0,,29000000.0,,,13000000.0,-300000.0,600000.0,41600000.0,159400000.0,,,8700000.0,,0.0,51500000.0,9100000.0,,,2400000.0,5200000.0,1800000.0,3900000.0,3900000.0,60500000.0,,,
1993-06-30,100000.0,600000.0,,37600000.0,-58400000.0,4700000.0,-155000000.0,-600000.0,500000.0,7600000.0,300000.0,,26200000.0,10600000.0,0.125,2100000.0,244200000.0,,7300000.0,1800000.0,,,,248900000.0,285000000.0,-32200000.0,19600000.0,19600000.0,41600000.0,,6100000.0,18800000.0,,,0.0,0.125,,,13800000,7700000,24600000,5200000.0,-53100000.0,15800000.0,0.0,,120900000.0,,399200000.0,20600000.0,,36100000.0,,,17600000.0,13100000.0,1800000.0,41600000.0,164100000.0,,,8800000.0,,100000.0,90000000.0,8100000.0,,,2700000.0,5200000.0,2000000.0,5200000.0,2900000.0,100300000.0,,,
1993-09-30,0.0,1100000.0,,-7600000.0,-8500000.0,5000000.0,-162200000.0,100000.0,700000.0,8100000.0,100000.0,,8800000.0,-7500000.0,0.09,1800000.0,241600000.0,,5600000.0,2500000.0,,,,246600000.0,281500000.0,300000.0,12200000.0,12200000.0,42222222.0,,7400000.0,17900000.0,,,0.0,0.09,,,14000000,6600000,23500000,3800000.0,-8600000.0,15600000.0,0.0,,114200000.0,,403800000.0,20400000.0,-700000.0,34900000.0,,,20800000.0,-3900000.0,1300000.0,42222222.0,167300000.0,,,7900000.0,,-100000.0,83000000.0,9000000.0,-300000.0,,2700000.0,3800000.0,1600000.0,3800000.0,1800000.0,93800000.0,,,
1993-12-31,0.0,1000000.0,,-3700000.0,-11000000.0,4500000.0,-169400000.0,1200000.0,700000.0,8600000.0,0.0,,17500000.0,7400000.0,,1700000.0,244700000.0,,7900000.0,2700000.0,,,,249200000.0,285600000.0,6500000.0,19600000.0,19600000.0,,,7600000.0,18600000.0,,,0.0,,,,16500000,8900000,26500000,6200000.0,-6500000.0,18600000.0,0.0,,112700000.0,0.0,414100000.0,21300000.0,,36400000.0,,,26400000.0,2100000.0,1600000.0,,172900000.0,,,7900000.0,,0.0,80000000.0,9700000.0,0.0,,2800000.0,6200000.0,2100000.0,6200000.0,700000.0,91400000.0,,,
1994-03-31,,1000000.0,,3400000.0,-10200000.0,14200000.0,-177400000.0,0.0,600000.0,10900000.0,100000.0,,11100000.0,-5000000.0,0.115,2500000.0,246300000.0,,7400000.0,2000000.0,,,,260500000.0,293300000.0,900000.0,14600000.0,14600000.0,42608696.0,,8100000.0,16600000.0,,,19600000.0,0.115,,,16400000,8300000,26100000,4900000.0,-19400000.0,18500000.0,0.0,,116100000.0,,423700000.0,18600000.0,-600000.0,32800000.0,,,30700000.0,-4100000.0,2200000.0,42608696.0,177200000.0,,,7600000.0,,-9200000.0,84000000.0,10200000.0,100000.0,,2600000.0,4900000.0,2100000.0,4900000.0,2200000.0,97500000.0,,,
1994-06-30,,1300000.0,,20700000.0,-2700000.0,5400000.0,-185500000.0,400000.0,500000.0,22700000.0,0.0,,11300000.0,-3200000.0,0.095,2100000.0,317000000.0,,6200000.0,2100000.0,,,,322400000.0,349400000.0,8600000.0,11300000.0,11300000.0,43157895.0,,8200000.0,12800000.0,,,0.0,0.095,,,15700000,7500000,25500000,4100000.0,-35300000.0,17900000.0,0.0,,146500000.0,,502500000.0,14900000.0,-700000.0,27000000.0,,,34100000.0,-2800000.0,1900000.0,43157895.0,202900000.0,,,7600000.0,,-33000000.0,105000000.0,10400000.0,100000.0,,3900000.0,4100000.0,2200000.0,4100000.0,1500000.0,131600000.0,,,
1994-09-30,0.0,1500000.0,,-10700000.0,-9000000.0,5200000.0,-194600000.0,-100000.0,700000.0,24100000.0,100000.0,,17300000.0,0.0,0.07,1500000.0,313400000.0,,4600000.0,2000000.0,,,,318600000.0,343800000.0,8300000.0,11300000.0,11300000.0,44285714.0,,9200000.0,14900000.0,,,0.0,0.07,,,15200000,6000000,25300000,3100000.0,-6700000.0,17000000.0,0.0,,138500000.0,,508000000.0,16900000.0,-600000.0,25200000.0,,,36500000.0,3800000.0,1300000.0,44285714.0,205300000.0,,,8300000.0,,-200000.0,95000000.0,11000000.0,,,2500000.0,3100000.0,1800000.0,3100000.0,1000000.0,121600000.0,,,
1994-12-31,0.0,1600000.0,,2400000.0,-13700000.0,4800000.0,-202600000.0,2000000.0,500000.0,27300000.0,-200000.0,,6700000.0,-3000000.0,,1400000.0,321300000.0,,3100000.0,3200000.0,,,,326100000.0,351400000.0,-7000000.0,8300000.0,8300000.0,,,8600000.0,13800000.0,,,0.0,,,,13500000,4900000,23800000,1700000.0,-12000000.0,15800000.0,0.0,,145000000.0,200000.0,523900000.0,17000000.0,,25300000.0,,,37500000.0,-5600000.0,1800000.0,,206400000.0,,,8000000.0,,0.0,98000000.0,10900000.0,,,2700000.0,1700000.0,2300000.0,1700000.0,900000.0,128000000.0,,,
1995-03-31,,1800000.0,,-4700000.0,-15600000.0,4800000.0,-211900000.0,0.0,500000.0,28100000.0,-100000.0,,17600000.0,7300000.0,0.025,700000.0,325900000.0,,1700000.0,2300000.0,,,,330700000.0,360600000.0,2000000.0,15600000.0,15600000.0,40000000.0,,9500000.0,12400000.0,,,8300000.0,0.025,,,13100000,3600000,23800000,1000000.0,-5600000.0,15400000.0,0.0,,153800000.0,,537800000.0,14700000.0,-700000.0,29900000.0,,,37900000.0,6400000.0,700000.0,40000000.0,206800000.0,,,8400000.0,,8800000.0,94000000.0,11800000.0,,,17000000.0,1000000.0,2300000.0,1000000.0,1400000.0,139100000.0,,,
1995-06-30,,1700000.0,,500000.0,-17800000.0,3900000.0,-221300000.0,100000.0,500000.0,29500000.0,-100000.0,,10000000.0,-6800000.0,0.055,1700000.0,334800000.0,,4100000.0,3000000.0,,,,338700000.0,366800000.0,-7800000.0,8800000.0,8800000.0,43636364.0,,9600000.0,10100000.0,,,0.0,0.055,,,15500000,5900000,25700000,2400000.0,-17200000.0,17600000.0,0.0,,158200000.0,,556100000.0,13100000.0,-600000.0,28100000.0,,,39700000.0,-3500000.0,1500000.0,43636364.0,208600000.0,,,8100000.0,,300000.0,95000000.0,11700000.0,,,20600000.0,2400000.0,2100000.0,2400000.0,1600000.0,145100000.0,,,
1995-09-30,500000.0,1700000.0,,8300000.0,-17300000.0,4000000.0,-230300000.0,6500000.0,600000.0,31200000.0,-100000.0,,17300000.0,2300000.0,0.15,5200000.0,336700000.0,,11800000.0,3200000.0,,,,340700000.0,368300000.0,0.0,11100000.0,11100000.0,44000000.0,,9400000.0,12500000.0,,,0.0,0.15,,,23100000,13600000,33800000,6600000.0,-23500000.0,25000000.0,0.0,,153100000.0,200000.0,567000000.0,15700000.0,-700000.0,27600000.0,,,45700000.0,-900000.0,1700000.0,44000000.0,215200000.0,,,8800000.0,,-11500000.0,97000000.0,11400000.0,,,9200000.0,6600000.0,1900000.0,6600000.0,800000.0,137400000.0,,,
1995-12-31,200000.0,1900000.0,,45700000.0,-66900000.0,4900000.0,-239600000.0,100000.0,600000.0,34500000.0,200000.0,,16400000.0,-2200000.0,,3500000.0,391800000.0,,7900000.0,4400000.0,,,,396700000.0,421600000.0,-50500000.0,8900000.0,8900000.0,,,9600000.0,11200000.0,,,0.0,,,,19200000,9600000,30100000,4400000.0,-64300000.0,28100000.0,0.0,,202600000.0,,631400000.0,15600000.0,-600000.0,24900000.0,,,49400000.0,-200000.0,-3600000.0,,219000000.0,,,2000000.0,,0.0,143000000.0,18500000.0,0.0,,9500000.0,4400000.0,2100000.0,4400000.0,1000000.0,187000000.0,,,
1996-03-31,,2500000.0,,11600000.0,-18500000.0,4400000.0,-249500000.0,0.0,600000.0,37400000.0,0.0,,16300000.0,9500000.0,0.125,4200000.0,400500000.0,,9800000.0,3700000.0,,,,404900000.0,439900000.0,-2200000.0,18400000.0,18400000.0,44800000.0,,10100000.0,9800000.0,,,8900000.0,0.125,,,22400000,12300000,34000000,5600000.0,-18500000.0,26600000.0,0.0,,216000000.0,,650000000.0,13500000.0,-700000.0,35000000.0,,,54300000.0,-2300000.0,2900000.0,44800000.0,223900000.0,,,7400000.0,,-100000.0,155000000.0,14300000.0,200000.0,,10100000.0,5600000.0,2100000.0,5600000.0,1400000.0,202500000.0,,,
1996-06-30,,2500000.0,,-200000.0,-24100000.0,4600000.0,-259800000.0,100000.0,700000.0,40900000.0,600000.0,,18800000.0,-4300000.0,0.155,5100000.0,412600000.0,,11900000.0,4500000.0,,,,417200000.0,450600000.0,-5300000.0,14100000.0,14100000.0,43870968.0,,10500000.0,9500000.0,,,0.0,0.155,,,24200000,13700000,36700000,6800000.0,-22700000.0,26600000.0,0.0,,220400000.0,,672400000.0,14000000.0,,33400000.0,,,60400000.0,-2100000.0,3600000.0,43870968.0,230200000.0,,,10100000.0,,100000.0,155000000.0,12900000.0,,,10500000.0,6800000.0,2400000.0,6800000.0,1800000.0,206400000.0,,,
1996-09-30,0.0,2500000.0,,-5400000.0,-23200000.0,8500000.0,-270500000.0,144400000.0,900000.0,45000000.0,-200000.0,,21000000.0,-7000000.0,0.175,5800000.0,424600000.0,,13500000.0,6700000.0,,,,433100000.0,461400000.0,-2200000.0,7100000.0,7100000.0,44000000.0,,11000000.0,6600000.0,,,0.0,0.175,,,27200000,16200000,39500000,7700000.0,-22700000.0,31900000.0,0.0,,74700000.0,0.0,695100000.0,13300000.0,,28300000.0,,,67400000.0,-1700000.0,4000000.0,44000000.0,237200000.0,,,7600000.0,,100000.0,5000000.0,15700000.0,,,11400000.0,7700000.0,2100000.0,7700000.0,1600000.0,61400000.0,,,
1996-12-31,400000.0,-2200000.0,,2500000.0,-33100000.0,10100000.0,-282000000.0,1100000.0,2100000.0,81100000.0,-3200000.0,,30700000.0,2300000.0,,9400000.0,692800000.0,,24200000.0,8200000.0,,,,702900000.0,746300000.0,-2400000.0,9400000.0,9400000.0,,,11800000.0,15400000.0,,,0.0,,,,37000000,25200000,51800000,14800000.0,-30900000.0,43000000.0,0.0,,124400000.0,,974800000.0,23600000.0,-1100000.0,43400000.0,,,81100000.0,-3100000.0,,,472400000.0,,,8800000.0,,0.0,8000000.0,17800000.0,0.0,,11700000.0,14800000.0,2400000.0,14800000.0,2300000.0,100800000.0,,,
