date,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyBasicEPS,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyChangeInInventory
2006-06-30,97929000.0,15186000.0,12596250.0,9906000.0,,,,,1300989000.0,-3483000,,-11106000.0,,-3207000.0,,7722000.0,329000,234644000.0,,635886000.0,194000,-0.28,90071000.0,16116000.0,0.0,404612000.0,,,-29342000.0,,8326000.0,-5032000.0,53261000.0,9479000.0,,253564000.0,606928000.0,-20032000.0,154446000.0,,,12596250.0,16116000.0,16116000.0,,4880000.0,-92237000.0,2859000.0,20601000.0,,,,,-64299000.0,-136627000.0,53193000.0,156974000.0,53109000,28323000.0,-152000,,-1926000.0,15034000,-0.28,845713000.0,,,2175000.0,,6319000.0,6637000.0,,,,,,
2006-09-30,253545000.0,5746000.0,12657500.0,9095000.0,,,,,1333884000.0,174455000,,-101060000.0,,-14446000.0,,1864000.0,178267000,169404000.0,,516477000.0,123545000,13.32,75017000.0,66150000.0,0.0,287036000.0,,,31715000.0,,5602000.0,-18148000.0,46724000.0,16116000.0,,254210000.0,773843000.0,-140241000.0,63067000.0,,,13107000.0,235554000.0,66150000.0,,2625000.0,-60883000.0,73981000.0,-2519000.0,,,,,-234533000.0,-158456000.0,133473000.0,159898000.0,31201000,-655000.0,-15523000,,-7000.0,-7689000,13.8,939676000.0,,,9417000.0,169404000.0,-65643000.0,50034000.0,,,,,,
2006-12-31,99396000.0,10123000.0,,29660000.0,,,,,1196753000.0,38074000,,-58773000.0,,-2522000.0,,-8620000.0,41887000,181918000.0,,526853000.0,11517000,,97574000.0,11538000.0,0.0,315149000.0,,,-628000.0,,,146000.0,46051000.0,66150000.0,,254439000.0,625915000.0,-1396769000.0,57840000.0,,,,11538000.0,11538000.0,,0.0,-203867000.0,4957000.0,1009000.0,,,,,-73620000.0,-167033000.0,14847000.0,156166000.0,46197000,-7611000.0,146000,,108000.0,10269000,,903241000.0,,,2011000.0,,-30639000.0,-54612000.0,,,,,,
2007-03-31,94610000.0,9520000.0,12929750.0,14690000.0,,,,,1270561000.0,14407000,,-68490000.0,,-2325000.0,,-1867000.0,18220000,186228000.0,,597017000.0,9921000,1.08,-45546000.0,8641000.0,0.0,367681000.0,,,-651000.0,,,1608000.0,36000000.0,11538000.0,,254710000.0,627417000.0,-636597000.0,10903000.0,,,13399000.0,194869000.0,8641000.0,,0.0,-22163000.0,2212000.0,-1820000.0,,,,,-77616000.0,33523000.0,9126000.0,169042000.0,37608000,-3687000.0,1608000,,-1027000.0,11128000,1.12,981619000.0,,,4074000.0,186228000.0,-15187000.0,-2897000.0,,,,,,
2007-06-30,75753000.0,8707000.0,12956250.0,15604000.0,,,,,1365138000.0,395000,,-70790000.0,,-2038000.0,,10235000.0,4207000,187679000.0,,715408000.0,4007000,0.04,-81400000.0,16913000.0,0.0,477971000.0,,,-606000.0,,14374000.0,-365000.0,37509000.0,8641000.0,,254735000.0,602723000.0,382073000.0,-956000.0,,,13326500.0,213968000.0,16913000.0,,531000.0,-22779000.0,2080000.0,-19000.0,,,,,-80486000.0,79976000.0,9696000.0,174210000.0,37675000,10216000.0,166000,,-1073000.0,8887000,0.04,1067186000.0,,,544000.0,197055000.0,-13687000.0,8272000.0,,,,,,
2007-09-30,64417000.0,10554000.0,12922500.0,14719000.0,,,,,1441010000.0,7849000,,-68791000.0,,-1939000.0,,-196000.0,11661000,184423000.0,,799867000.0,1758000,0.6,-61419000.0,4997000.0,0.0,557557000.0,,,-69737000.0,,12895000.0,209000.0,42713000.0,16913000.0,,254799000.0,595035000.0,-828302000.0,-10390000.0,,,12922500.0,198796000.0,4997000.0,,3265000.0,46130000.0,-401000.0,-7196000.0,,0.0,1244000.0,,-64089000.0,54205000.0,-4702000.0,175375000.0,46187000,-7392000.0,3474000,,-1806000.0,14028000,0.6,1137302000.0,,,1300000.0,193799000.0,-19012000.0,-11916000.0,,,,,,
2007-12-31,40286000.0,11861000.0,,12797000.0,,,,,1509611000.0,-4979000,,-67523000.0,,-8111000.0,,-249000.0,-1166000,209477000.0,,911325000.0,-1239000,,-60182000.0,17825000.0,,676189000.0,,,68357000.0,,11536000.0,-1381000.0,40598000.0,4997000.0,,254851000.0,552503000.0,-567248000.0,-2543000.0,,,,227302000.0,17825000.0,,5020000.0,1488604000.0,10980000.0,761000.0,,-14247000.0,-4302000.0,,-61775000.0,78758000.0,-5748000.0,177928000.0,44237000,512000.0,3639000,,-517000.0,15500000,,1163365000.0,,,-370000.0,209477000.0,-16318000.0,12828000.0,,,,,,
2008-03-31,23151000.0,11439000.0,12787000.0,14385000.0,,,,,1623000000.0,1839000,,-47388000.0,,-8616000.0,,-1462000.0,5652000,207534000.0,,1144303000.0,5652000,0.16,-64406000.0,58908000.0,0.0,793882000.0,,,-23381000.0,,9988000.0,-3503000.0,42203000.0,17825000.0,,154862000.0,432837000.0,-22769000.0,562000.0,,,12917500.0,266442000.0,58908000.0,,6275000.0,117668000.0,625000.0,-6131000.0,,,-8171000.0,,-58250000.0,94627000.0,10862000.0,177771000.0,44975000,-7593000.0,2772000,,-3217000.0,14211000,0.16,1221040000.0,,,340000.0,207534000.0,1364000.0,41083000.0,,,,,,
2008-06-30,7070000.0,12785000.0,12796750.0,13067000.0,,,,,1610043000.0,2911000,,-37816000.0,,8530000.0,31079000.0,,6723000,211100000.0,,1041970000.0,6687000,0.24,-38923000.0,8323000.0,-549000.0,,15624000.0,,-23457000.0,,,-2689000.0,25852000.0,58908000.0,171942000.0,254906000.0,522615000.0,-86296000.0,-7454000.0,,,13010000.0,8323000.0,8323000.0,787506000.0,7367000.0,-6393000.0,33536000.0,,,,-3979000.0,,-55278000.0,-29124000.0,17462000.0,,46703000,4314000.0,5227000,,-2176000.0,17463000,0.24,1248245000.0,,,726000.0,,-9078000.0,-50585000.0,,,,,,
2008-09-30,-4948000.0,13410000.0,12802250.0,17026000.0,,,,,1656582000.0,6978000,,-18186000.0,,,48997000.0,,10790000,199490000.0,,1100260000.0,11221000,0.56,15507000.0,54641000.0,-1975000.0,,21273000.0,,-24638000.0,-2942000.0,,8019000.0,30298000.0,8323000.0,171894000.0,254953000.0,511928000.0,-119514000.0,23799000.0,,,12913000.0,54641000.0,54641000.0,852771000.0,8705000.0,0.0,2362000.0,,,,-4503000.0,,-7798000.0,41199000.0,-10388000.0,,70270000,531000.0,18699000,,916000.0,30134000,0.56,1260843000.0,1057000.0,,798000.0,,-27780000.0,46318000.0,,,,,,
2008-12-31,-22225000.0,15778000.0,,13975000.0,1120562000.0,,65026000.0,137866000.0,1693795000.0,-4138000,1555929000.0,-15173000.0,6485000.0,,36075000.0,,-618000,200850000.0,83330000.0,1185588000.0,-3172000,,-45908000.0,82963000.0,2179000.0,942239000.0,16640000.0,,-21234000.0,-4677000.0,,9791000.0,35801000.0,54641000.0,,224524000.0,467687000.0,-25817000.0,-29571000.0,0.0,-182050000.0,,82963000.0,82963000.0,,10804000.0,-15876000.0,26194000.0,,,,-16601000.0,,-37805000.0,51598000.0,22632000.0,171838000.0,52715000,10268000.0,274000,1453799000.0,-4293000.0,36373000,,1271749000.0,1730000.0,0.0,-708000.0,,48599000.0,28322000.0,,,,,,
2009-03-31,124364000.0,13056000.0,12837500.0,13990000.0,957927000.0,5450000.0,66358000.0,115601000.0,1672710000.0,160571000,1557109000.0,-10929000.0,12658000.0,-930000.0,30044000.0,,163798000,210102000.0,15886000.0,1024285000.0,164217000,12.52,-16429000.0,59662000.0,169254000.0,945269000.0,19043000.0,,-21407000.0,-1751000.0,1197000.0,160276000.0,28592000.0,82963000.0,11282000.0,224514000.0,615582000.0,-71760000.0,-878000.0,0.0,-192988000.0,12837500.0,59662000.0,59662000.0,,10430000.0,0.0,2244000.0,,-3941000.0,-90000.0,-16121000.0,,-15114000.0,-11057000.0,4185000.0,,49087000,-2399000.0,1452000,1484305000.0,-3941000.0,183762000,12.52,1291317000.0,916000.0,0.0,,,1730000.0,-23301000.0,,,,,,
2009-06-30,30217000.0,15381000.0,13069500.0,16004000.0,12755000.0,,1010015000.0,112021000.0,1590775000.0,-81313000,1478754000.0,-2198000.0,12755000.0,-354000.0,32698000.0,,-78086000,167780000.0,66908000.0,1022770000.0,-77534000,-6.24,-13797000.0,54121000.0,-36500000.0,,18367000.0,,-8091000.0,-1256000.0,,-66241000.0,23319000.0,59662000.0,11366000.0,225465000.0,535142000.0,-71001000.0,-1134000.0,0.0,-209701000.0,13069500.0,54121000.0,54121000.0,943792000.0,10560000.0,0.0,2476000.0,,12838000.0,17000.0,-13089000.0,,-13529000.0,-3075000.0,11331000.0,,51065000,-813000.0,9379000,1453767000.0,11293000.0,-40300000,-6.24,1244066000.0,2107000.0,0.0,,,-5347000.0,-5541000.0,,,,,,
2009-09-30,-34713000.0,13868000.0,14992250.0,13883000.0,12583000.0,,789699000.0,233281000.0,1629424000.0,-57088000,1396143000.0,4825000.0,12583000.0,-12000.0,33442000.0,,-53860000,145835000.0,0.0,802282000.0,-53339000,-3.8,-10666000.0,119596000.0,-4012000.0,,25753000.0,,-6588000.0,-888000.0,,-10837000.0,29474000.0,54121000.0,11671000.0,272142000.0,794319000.0,-251766000.0,-478000.0,60701000.0,-223692000.0,14992250.0,119596000.0,119596000.0,700700000.0,10793000.0,0.0,1736000.0,,0.0,,-13233000.0,,-11024000.0,60292000.0,15849000.0,,59195000,3810000.0,3968000,1474000000.0,54000.0,13824000,-3.8,1250308000.0,380000.0,0.0,,0.0,31796000.0,65475000.0,,,,,,
2009-12-31,-51402000.0,13528000.0,,8834000.0,614716000.0,,56577000.0,62727000.0,1491552000.0,-7782000,1428825000.0,-2408000.0,20056000.0,1262000.0,31481000.0,,-4557000,146150000.0,47353000.0,671293000.0,-3940000,,-4454000.0,9464000.0,-12498000.0,590208000.0,34054000.0,,-6807000.0,-1339000.0,,91241000.0,18072000.0,119596000.0,,272954000.0,787411000.0,-117292000.0,-322000.0,0.0,-233091000.0,,9464000.0,9464000.0,,9610000.0,-11000.0,5322000.0,,0.0,,-9517000.0,,-14207000.0,-117477000.0,11799000.0,4452000.0,65535000,-15019000.0,13409000,1468413000.0,11747000.0,114379000,,1235322000.0,340000.0,0.0,-167000.0,,67976000.0,-110132000.0,,,,,,
2010-03-31,-61956000.0,13895000.0,25017250.0,14436000.0,26697000.0,5450000.0,642667000.0,79252000.0,1485477000.0,-1573000,1406225000.0,27795000.0,22304000.0,,37390000.0,,1654000,154728000.0,8226000.0,669364000.0,2180000,-0.08,6391000.0,30349000.0,9189000.0,,32250000.0,,-6797000.0,-1022000.0,948000.0,-2642000.0,29659000.0,9464000.0,,274038000.0,783290000.0,-10876000.0,-1067000.0,0.0,-246129000.0,25017250.0,30349000.0,30349000.0,580979000.0,9781000.0,93000.0,10480000.0,,0.0,,-9549000.0,,-4279000.0,-17580000.0,32074000.0,4393000.0,69640000,1345000.0,7731000,1462516000.0,-1146000.0,21034000,-0.08,1216387000.0,508000.0,0.0,,,15778000.0,20885000.0,,,,,,
2010-06-30,-78487000.0,14564000.0,25250250.0,12213000.0,582362000.0,5450000.0,67273000.0,67426000.0,1469022000.0,-8595000,1401596000.0,9194000.0,1984000.0,,30859000.0,,-5368000,168331000.0,912000.0,649635000.0,-6354000,-0.36,-23877000.0,17137000.0,-328000.0,580378000.0,21776000.0,,-5688000.0,-2602000.0,,-6340000.0,26585000.0,30349000.0,21036000.0,274939000.0,773899000.0,1046000.0,-15398000.0,0.0,-251250000.0,25250250.0,17137000.0,17137000.0,,10286000.0,-1793000.0,4308000.0,,0.0,,-9376000.0,,-7906000.0,-6435000.0,17100000.0,,52635000,305000.0,4274000,1451392000.0,14000.0,18510000,-0.36,1200142000.0,954000.0,0.0,,,4633000.0,-13212000.0,,,,,,
2010-09-30,-96029000.0,13996000.0,25473250.0,11833000.0,514363000.0,,58093000.0,72149000.0,1391052000.0,-8382000,1318903000.0,-2003000.0,13482000.0,,31442000.0,,-5156000,163231000.0,45433000.0,572456000.0,-11057000,-0.32,52118000.0,9211000.0,9235000.0,514363000.0,21015000.0,,-6286000.0,-4720000.0,,-13269000.0,26774000.0,17137000.0,4275000.0,275807000.0,772281000.0,-138446000.0,-16552000.0,0.0,-264358000.0,25473250.0,9211000.0,9211000.0,,8702000.0,1914000.0,83906000.0,,0.0,,-94000.0,,-14170000.0,-72211000.0,12167000.0,,52457000,4514000.0,4668000,1374597000.0,25000.0,9429000,-0.32,1110239000.0,309000.0,17287000.0,,,1108000.0,-7926000.0,,,,,,
2010-12-31,-114196000.0,17501000.0,,14016000.0,527538000.0,,36604000.0,71515000.0,1371282000.0,-8930000,1299767000.0,10949000.0,18029000.0,,33908000.0,,-5703000,167108000.0,44264000.0,564142000.0,-5634000,,-7780000.0,7599000.0,-24854000.0,509509000.0,22329000.0,54682000.0,-6312000.0,,,-5731000.0,26028000.0,9211000.0,4216000.0,276564000.0,760079000.0,-59757000.0,18153000.0,0.0,-274925000.0,,7599000.0,7599000.0,,8411000.0,-2750000.0,,,0.0,,0.0,,-7406000.0,-12187000.0,18355000.0,,56237000,-2854000.0,7880000,1363320000.0,28000.0,20181000,,1088395000.0,577000.0,0.0,,,6639000.0,-1612000.0,,,,,,
2011-03-31,-126706000.0,13539000.0,25878750.0,9013000.0,514801000.0,5430000.0,30612000.0,69365000.0,1335453000.0,-7857000,1266088000.0,1516000.0,8953000.0,-839000.0,28046000.0,,-4630000,170987000.0,13809000.0,545413000.0,-3737000,-0.32,14728000.0,5097000.0,-4370000.0,496823000.0,20910000.0,54142000.0,-7880000.0,,819000.0,-6356000.0,22488000.0,7599000.0,4157000.0,276803000.0,748285000.0,-25286000.0,1691000.0,0.0,-303244000.0,25878750.0,5097000.0,5097000.0,,7544000.0,-5847000.0,21543000.0,,,,,,-7667000.0,-26413000.0,9183000.0,17978000.0,48956000,-5679000.0,5558000,1367122000.0,-64000.0,14727000,-0.32,1063878000.0,679000.0,0.0,,,390000.0,-2502000.0,,,,,,
2011-06-30,-136075000.0,13375000.0,25914750.0,7581000.0,498034000.0,,57227000.0,69298000.0,1337132000.0,-4706000,1267834000.0,10655000.0,9444000.0,-9002000.0,25804000.0,,-1479000,179149000.0,35510000.0,555261000.0,-838000,-0.2,-14651000.0,4349000.0,1699000.0,498034000.0,19615000.0,,-7890000.0,,,-811000.0,20956000.0,5097000.0,21517000.0,276886000.0,739548000.0,-35715000.0,1599000.0,0.0,-298085000.0,25914750.0,4349000.0,4349000.0,,7358000.0,-695000.0,0.0,,,,,,-7248000.0,-4000000.0,17903000.0,,45419000,6653000.0,4848000,1351260000.0,27000.0,19922000,-0.2,1053175000.0,507000.0,0.0,,,-2268000.0,-748000.0,,,,,,
2011-09-30,-140553000.0,13369000.0,25928750.0,6176000.0,478900000.0,,34771000.0,61758000.0,1294376000.0,188000,1232618000.0,-8390000.0,16766000.0,,25821000.0,,3414000,181947000.0,35916000.0,513671000.0,2188000,0.0,33501000.0,5634000.0,-74000.0,462134000.0,19367000.0,,-15129000.0,,,-711000.0,19857000.0,4349000.0,4039000.0,276886000.0,735601000.0,-81850000.0,3855000.0,0.0,-286399000.0,25928750.0,5634000.0,5634000.0,,6601000.0,7400000.0,48072000.0,,,,,,-19785000.0,-43611000.0,11395000.0,,45188000,-4041000.0,5964000,1301154000.0,-180000.0,19259000,0.0,1014755000.0,497000.0,0.0,,,4425000.0,1285000.0,,,,,,
2011-12-31,-274177000.0,13778000.0,,7801000.0,555322000.0,,40055000.0,58287000.0,1235535000.0,-128957000,1177248000.0,-130109000.0,15880000.0,,22987000.0,,-125730000,160587000.0,52720000.0,595377000.0,-131807000,,-78440000.0,4858000.0,-105197000.0,539442000.0,19972000.0,50491000.0,-657000.0,,,-105832000.0,17341000.0,5634000.0,3980000.0,276874000.0,603692000.0,-80117000.0,9620000.0,0.0,-289473000.0,,4858000.0,4858000.0,,6281000.0,-16087000.0,,,,,,,-147209000.0,60564000.0,17100000.0,,42959000,2910000.0,5646000,1253414000.0,31000.0,-85773000,,963941000.0,430000.0,0.0,,,-4141000.0,-776000.0,,,,,,
2012-03-31,-291976000.0,14256000.0,26000000.0,8212000.0,544431000.0,5155000.0,34857000.0,56988000.0,1199634000.0,-13112000,1142646000.0,2183000.0,295000.0,,27881000.0,,-9885000,147048000.0,24218000.0,579288000.0,-11544000,-0.52,11419000.0,4002000.0,-13025000.0,529168000.0,19283000.0,51602000.0,-7914000.0,-4483000.0,19687000.0,-13760000.0,22348000.0,4858000.0,3921000.0,277312000.0,586305000.0,-351965000.0,23941000.0,0.0,-318483000.0,26000000.0,4002000.0,4002000.0,,6268000.0,-4309000.0,0.0,,,,,,-8039000.0,-22497000.0,10222000.0,15263000.0,47164000,-4102000.0,5533000,1259902000.0,27000.0,6764000,-0.52,941419000.0,583000.0,0.0,,,-944000.0,-856000.0,,,,,,
2012-06-30,-290261000.0,12750000.0,26041250.0,7081000.0,461021000.0,,51397000.0,58762000.0,1135315000.0,6401000,1076553000.0,14489000.0,0.0,,25529000.0,,9628000,140303000.0,55358000.0,512418000.0,9002000,0.24,51179000.0,3009000.0,-579000.0,461021000.0,19684000.0,,-7913000.0,,,-756000.0,19831000.0,4002000.0,13204000.0,277387000.0,589189000.0,-105505000.0,214000.0,0.0,-281739000.0,26041250.0,3009000.0,3009000.0,,5875000.0,-1120000.0,63236000.0,,,,,38193000.0,-10519000.0,-77180000.0,25008000.0,,45213000,3435000.0,5698000,1162631000.0,33000.0,17869000,0.24,880892000.0,627000.0,0.0,,,-153000.0,-993000.0,,,,,,
2012-09-30,-285508000.0,14142000.0,26048250.0,7064000.0,518630000.0,,52571000.0,57221000.0,1199101000.0,9444000,1141880000.0,-58379000.0,0.0,,28974000.0,-2711000.0,12670000,139782000.0,239202000.0,571201000.0,4074000,0.36,-63865000.0,5469000.0,-2745000.0,518630000.0,14754000.0,11163000.0,-7917000.0,,,1805000.0,18631000.0,3009000.0,12498000.0,277308000.0,594154000.0,-89174000.0,2215000.0,0.0,-247774000.0,26050750.0,5469000.0,5469000.0,,5793000.0,-548000.0,9816000.0,,,,,40073000.0,-75560000.0,49144000.0,17181000.0,,43728000,-3021000.0,10343000,1010670000.0,60000.0,21740000,0.36,762896000.0,212000.0,0.0,,,-625000.0,2460000.0,,,,,,
2012-12-31,-260104000.0,11291000.0,,851000.0,446538000.0,4751000.0,34751000.0,230152000.0,1124242000.0,30088000,894090000.0,137029000.0,9240000.0,,20222000.0,,33315000,97868000.0,20929000.0,481289000.0,21670000,,243228000.0,176892000.0,-2585000.0,425410000.0,15422000.0,8113000.0,-7911000.0,-48000.0,28529000.0,-7307000.0,18947000.0,5469000.0,11888000.0,277262000.0,620342000.0,-98314000.0,-21789000.0,0.0,-18877000.0,,176892000.0,176892000.0,,5997000.0,-13585000.0,,,,,,34751000.0,-10951000.0,-114716000.0,42911000.0,11888000.0,35644000,7598000.0,1275000,23691000.0,-29000.0,9981000,,4814000.0,822000.0,0.0,0.0,,499000.0,171423000.0,,,,,,
2013-03-31,-211623000.0,12299000.0,26029750.0,6069000.0,378869000.0,4147000.0,26936000.0,54191000.0,1096444000.0,53170000,1042253000.0,1770000.0,22446000.0,,24008000.0,,56397000,128541000.0,21233000.0,405805000.0,56895000,2.04,-145240000.0,6042000.0,-728000.0,344832000.0,17260000.0,7967000.0,-7916000.0,-19000.0,54279000.0,-1933000.0,20278000.0,176892000.0,11591000.0,277299000.0,668012000.0,-122139000.0,-1646000.0,0.0,-19070000.0,26063000.0,6042000.0,6042000.0,,4935000.0,-491000.0,112651000.0,,,,,26936000.0,-295789000.0,-27380000.0,1770000.0,11591000.0,41268000,-9664000.0,3730000,23982000.0,1000.0,15301000,2.04,4912000.0,,0.0,,,-623000.0,-170850000.0,,,,,,
2013-06-30,-206995000.0,14814000.0,29665250.0,4552000.0,392741000.0,4147000.0,34433000.0,105845000.0,1200788000.0,-5579000,1094943000.0,19398000.0,26582000.0,,25149000.0,,304000,127948000.0,18006000.0,427174000.0,453000,-0.2,-97170000.0,4925000.0,-631000.0,340374000.0,19009000.0,8539000.0,-8658000.0,-79000.0,57173000.0,-1084000.0,21361000.0,6042000.0,25785000.0,219033000.0,750975000.0,-77508000.0,19000.0,0.0,-19406000.0,29665250.0,4925000.0,4925000.0,,4241000.0,-503000.0,3355000.0,,,,,34433000.0,-115018000.0,76655000.0,19398000.0,25785000.0,44158000,3858000.0,3788000,24391000.0,1000.0,18607000,-0.2,4985000.0,,0.0,,,-622000.0,-1117000.0,,,,,,
2013-09-30,-158308000.0,18837000.0,40856500.0,6635000.0,745441000.0,4147000.0,53095000.0,60387000.0,2263766000.0,59381000,2203379000.0,77508000.0,80826000.0,-2041000.0,29198000.0,,61158000,98183000.0,19840000.0,798536000.0,55888000,1.44,-1004012000.0,5408000.0,-8304000.0,642834000.0,22877000.0,11669000.0,-10314000.0,-2041000.0,177481000.0,-10990000.0,26735000.0,4925000.0,21781000.0,288005000.0,1463667000.0,-169317000.0,829000.0,0.0,-19779000.0,40900750.0,5408000.0,5408000.0,,5149000.0,-26587000.0,55773000.0,,,0.0,,53095000.0,-1091209000.0,926987000.0,77508000.0,21781000.0,52075000,8481000.0,2463000,26673000.0,1000.0,13162000,1.44,6894000.0,,80826000.0,661429000.0,,-2678000.0,483000.0,,,,,,
2013-12-31,-164721000.0,30528000.0,47416250.0,4683000.0,737566000.0,4131000.0,76668000.0,80882000.0,2273206000.0,2122000,2192324000.0,38664000.0,81718000.0,-9783000.0,42792000.0,,3899000,107082000.0,20355000.0,814234000.0,-801000,0.04,-19771000.0,975000.0,-2035000.0,630094000.0,31820000.0,11328000.0,-10312000.0,-9783000.0,166842000.0,-2194000.0,35567000.0,5408000.0,25754000.0,288011000.0,1457401000.0,-33923000.0,612000.0,0.0,-4181000.0,47463250.0,975000.0,975000.0,,7384000.0,-152000.0,,,,0.0,,76668000.0,-24247000.0,-23326000.0,38664000.0,25754000.0,74612000,12539000.0,7225000,12924000.0,-26000.0,35718000,0.04,8743000.0,,0.0,-296000.0,,-6155000.0,-4433000.0,,,,,,
2014-03-31,-173752000.0,34168000.0,47934750.0,5611000.0,690360000.0,4100000.0,55493000.0,105776000.0,2294011000.0,5200000,2188235000.0,7007000.0,78137000.0,,46866000.0,,6977000,107106000.0,20770000.0,745853000.0,-125000,0.12,-18633000.0,29080000.0,-600000.0,587442000.0,34857000.0,11456000.0,-16008000.0,-2659000.0,155100000.0,-1584000.0,40683000.0,975000.0,24781000.0,296768000.0,1546585000.0,-125177000.0,-1661000.0,0.0,-18182000.0,47988000.0,29080000.0,29080000.0,,7167000.0,-153000.0,19970000.0,,,,,55493000.0,-36653000.0,39731000.0,7007000.0,24781000.0,81723000,-20066000.0,6183000,27712000.0,-12000.0,39751000,0.12,9530000.0,,0.0,98544000.0,,-8779000.0,28105000.0,,,,,,
2014-06-30,-190857000.0,35186000.0,49610000.0,5756000.0,766043000.0,4101000.0,72577000.0,84786000.0,2279500000.0,-2223000,2194714000.0,43046000.0,76510000.0,,48546000.0,,2485000,111164000.0,24193000.0,838620000.0,2034000,-0.04,-30113000.0,6257000.0,-1026000.0,665852000.0,35959000.0,10733000.0,-16062000.0,-5093000.0,143620000.0,-1329000.0,41879000.0,29080000.0,23681000.0,202044000.0,1439306000.0,-52390000.0,-1765000.0,0.0,-18690000.0,49610000.0,6257000.0,6257000.0,,6970000.0,-3304000.0,9080000.0,,,,,72577000.0,-34077000.0,-35756000.0,43046000.0,23681000.0,84505000,12253000.0,6667000,29337000.0,-9000.0,40827000,-0.04,10647000.0,,0.0,-25000.0,,-5501000.0,-22823000.0,,,,,,
2014-09-30,-187773000.0,33127000.0,52459750.0,5021000.0,778642000.0,4057000.0,87415000.0,257312000.0,2533660000.0,19322000,2276348000.0,44543000.0,83412000.0,,50413000.0,,19322000,111353000.0,47381000.0,866057000.0,6073000,0.36,-255881000.0,7210000.0,-1125000.0,671074000.0,38685000.0,12208000.0,-16236000.0,-2826000.0,137553000.0,3963000.0,38508000.0,6257000.0,24156000.0,220079000.0,1666025000.0,-176696000.0,-226000.0,0.0,-5139000.0,52527750.0,7210000.0,7210000.0,,6817000.0,-88000.0,24777000.0,,,0.0,,87415000.0,-280927000.0,212291000.0,44543000.0,24156000.0,89098000,11183000.0,11905000,14098000.0,1000.0,43907000,0.36,8959000.0,,0.0,223393000.0,,-6554000.0,953000.0,,,,,,
2014-12-31,-180757000.0,38541000.0,,3396000.0,907204000.0,3867000.0,86668000.0,72099000.0,2667330000.0,23220000,2595231000.0,47804000.0,91583000.0,,59624000.0,,23220000,100498000.0,25954000.0,993872000.0,23868000,,-156988000.0,0.0,-2108000.0,792344000.0,46433000.0,10732000.0,-16204000.0,-7764000.0,159377000.0,6976000.0,42384000.0,7210000.0,23277000.0,220083000.0,1673458000.0,-333130000.0,472000.0,0.0,-19137000.0,,0.0,0.0,,8156000.0,-3025000.0,,,,0.0,,86668000.0,-359086000.0,101974000.0,47804000.0,23277000.0,106057000,5007000.0,17240000,29727000.0,0.0,53673000,,10590000.0,,0.0,-67000.0,,-8299000.0,-7210000.0,,,,,,
