date,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyBasicAverageShares,quarterlyDilutedEPS,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyBasicEPS,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyLongTermDebt
2016-12-31,-3906000.0,,24378000.0,741000,-615000,21023000.0,4558000.0,79969000.0,205204000.0,,211208000.0,28761000,534000.0,86108000.0,,39191000,0.0,-24919000.0,222227000.0,-90000.0,6613000.0,2370403000.0,99651000.0,73847000.0,131239000.0,66033000.0,13936000.0,524577000.0,137968000.0,102285000.0,,38450000,-156104000.0,,77586000,79969000.0,,13895000.0,9634000.0,-205032000.0,,,-55824000,197308000.0,1743541000.0,,112891000.0,8464000.0,1719163000.0,2270752000.0,256606000,-1335000.0,0.0,4495000.0,,9102000.0,188534000,0.0,,68072000,4203000.0,24378000.0,123896000,,38450000,38450000,0.0,123896000,626862000.0,,,,,,,,
2017-03-31,,-199480000.0,,21553000,-594000,,,,,0.0,,19218000,,,,82177000,-5831000.0,-21318000.0,47662000.0,-205311000.0,,,,113742000.0,,-65225000.0,79969000.0,,,,262288607.0,60625000,92424000.0,0.0,112157000,14744000.0,,20881000.0,10762000.0,,262288607.0,0.231139,-37656000,26344000.0,,,-113211000.0,,,,308863000,-13365000.0,,,0.231139,,242893000,,,65970000,31011000.0,,103626000,,60625000,60624000,,103626000,,,,,,,,,
2017-06-30,,0.0,,34184000,-2132000,,,,,,,23540000,,,,116409000,0.0,-23406000.0,7034000.0,0.0,,,,18129000.0,,-1591000.0,14744000.0,,,,262288607.0,82170000,-8625000.0,0.0,151860000,13153000.0,,6303000.0,11911000.0,,262288607.0,0.313281,-33076000,-16372000.0,,,-152565000.0,,,,382037000,-20137000.0,,,0.313281,,326976000,,,55061000,10921000.0,,88137000,,82170000,82225000,,88137000,,,,,,,,,
2017-09-30,-5078000.0,0.0,38201000.0,67277000,-2309000,66306000.0,5268000.0,41811000.0,0.0,,41811000.0,21034000,795000.0,116861000.0,2000.0,214674000,-2000.0,-26237000.0,108932000.0,-54275000.0,0.0,3264133000.0,155292000.0,236000.0,0.0,28658000.0,13153000.0,524577000.0,185213000.0,6277000.0,262288607.0,147749000,-25999000.0,,249200000,41811000.0,,10555000.0,13492000.0,,262288607.0,0.5606,13214000,82695000.0,2585702000.0,147042000.0,-116462000.0,10346000.0,2543944000.0,3108841000.0,461834000,-11781000.0,0.0,7812000.0,0.5606,16994000.0,348546000,3557000.0,,113288000,9624000.0,41758000.0,100074000,9067000.0,147749000,147397000,,100074000,677896000.0,,,,,,,,
2017-12-31,-5718000.0,0.0,42809000.0,81696000,-6986000,61609000.0,10889000.0,66767000.0,0.0,,276870000.0,40752000,872000.0,135182000.0,-18879000.0,270246000,2000.0,-36585000.0,289987000.0,2000.0,0.0,4235757000.0,207804000.0,0.0,210103000.0,24956000.0,41811000.0,524577000.0,131545000.0,342263000.0,,188942000,-265033000.0,,326404000,66767000.0,0.0,10775000.0,15406000.0,-209569000.0,,,30387000,253402000.0,3365366000.0,,15678000.0,16607000.0,3318967000.0,4027953000.0,543451000,4697000.0,0.0,,,34269000.0,405965000,3590000.0,,137486000,-22025000.0,46399000.0,107099000,23686000.0,188942000,188550000,0.0,107099000,866895000.0,,,,,,,,
2018-03-31,-6519000.0,0.0,63226000.0,14544000,-1109000,61602000.0,11065000.0,2545389000.0,,3444875000.0,2545389000.0,16524000,1198000.0,169239000.0,,163000000,-132622000.0,-30671000.0,-1014075000.0,3312253000.0,,7795292000.0,267229000.0,211116000.0,2524695000.0,2478622000.0,66767000.0,25000.0,164128000.0,4311782000.0,298584130.0,148378000,180445000.0,130303000.0,197531000,2545389000.0,,14712000.0,18007000.0,,297454853.0,0.4969,-210566000,-1044746000.0,3318570000.0,148378000.0,-1378134000.0,17584000.0,3251720000.0,7528063000.0,536834000,1693000.0,,909000.0,0.4988,18287000.0,444762000,,,92072000,25633000.0,66850000.0,302638000,21399000.0,148378000,148456000,,302638000,4453484000.0,,,,,,,,
2018-06-30,-7472000.0,0.0,0.0,85141000,98000,54355000.0,20884000.0,2913482000.0,,1300025000.0,2913482000.0,2804000,1345000.0,183044000.0,,312748000,-38783000.0,-47441000.0,-845709000.0,1261242000.0,,9417172000.0,241837000.0,0.0,0.0,368093000.0,2545389000.0,26000.0,190426000.0,5952832000.0,307583600.0,227168000,-47441000.0,32107000.0,336093000,2913482000.0,,12239000.0,20541000.0,,306278562.0,0.7386,-81673000,-893150000.0,3448103000.0,375546000.0,-1238507000.0,28356000.0,3448103000.0,9175335000.0,604658000,2815000.0,,,0.7417,22612000.0,482753000,,,121905000,38458000.0,0.0,203578000,21399000.0,227168000,227607000,,203578000,5945681000.0,,,,,,,,
2018-09-30,-8976000.0,0.0,34195000.0,88975000,-4150000,72586000.0,36684000.0,2470059000.0,,-27026000.0,2470059000.0,7226000,1443000.0,210997000.0,0.0,320534000,-3196000.0,-68387000.0,-344814000.0,-30223000.0,,10362360000.0,271828000.0,0.0,0.0,-443423000.0,2913482000.0,26000.0,183884000.0,6264534000.0,314561737.0,231832000,-68387000.0,82656000.0,351686000,2470059000.0,,22746000.0,23926000.0,,313201136.0,0.737,-111858000,-413201000.0,4080830000.0,,-825642000.0,45660000.0,4046635000.0,10090532000.0,693573000,-19597000.0,,,0.7385,73497000.0,550641000,,,142932000,-4867000.0,34195000.0,254790000,21399000.0,231832000,231559000,,254790000,6257675000.0,,,,,,,,
2018-12-31,-11503000.0,0.0,132125000.0,118600000,-2800000,88551000.0,67104000.0,2763050000.0,,1000.0,2763050000.0,4700000,1511000.0,265040000.0,-1813000.0,421400000,46000.0,-107109000.0,441398000.0,-39484000.0,,11417278000.0,375197000.0,0.0,0.0,292991000.0,2470059000.0,26000.0,196043000.0,6597401000.0,318126671.0,302800000,-108922000.0,19113000.0,426100000,2763050000.0,0.0,21798000.0,32889000.0,,317647562.0,0.9507,-31900000,334289000.0,4842902000.0,,-184404000.0,78607000.0,4710775000.0,11042081000.0,806700000,-31923000.0,,,0.9521,25089000.0,666500000,2000.0,,140200000,13355000.0,132127000.0,172100000,40574000.0,302800000,302800000,,172100000,6550570000.0,,,,,,,,
2019-03-31,-15402000.0,,221578000.0,139700000,-3600000,50443000.0,93408000.0,832897000.0,,0.0,2422463000.0,5800000,2458000.0,320337000.0,-15753000.0,449400000,-13645000.0,-111197000.0,-199904000.0,-13644000.0,,11893833000.0,507697000.0,0.0,1589566000.0,-1930153000.0,2763050000.0,26000.0,193268000.0,6922976000.0,327887925.0,309700000,-1716605000.0,16263000.0,481621000,832897000.0,,35148000.0,26421000.0,-1589655000.0,327887925.0,0.94453,-11900000,-311101000.0,5008210000.0,,-817305000.0,108810000.0,4770832000.0,11386136000.0,780600000,44082000.0,,,0.94453,29254000.0,617800000,15800000.0,1500000.0,162800000,-3045000.0,237378000.0,174700000,54845000.0,309700000,309700000,,174700000,6863766000.0,,,,,,,,
