date,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyAccumulatedDepreciation
2014-03-31,1987500.0,16333992619.97,1044964433.51,23414881787.18,27316682.14,,1403218258.41,28798797597.01,3561345343.33,13823185074.66,2025515829.62,0.1325,-1896435422.85,7961934606.0,1938583319.14,66794734.03,211172450.76,23319493154.26,1367753514.42,53827369752.75,16333992619.97,34282907266.39,15145178689.77,,-162000000.0,1535829513.71,16637647029.33,-341347452.32,,1298410155.74,12898430708.68,1054956335.34,1156581063.66,2121453247.06,-2773756221.54,,0.1325,490000000.0,,13076301686.0,9399790220.22,1435283304.34,10218294050.64,16861497300.8,-46985775.05,16861497300.8,1999309639.0,16596941296.2,7961934606.0,-1757188446.62,412941950.72,35464743.99,-1584597361.26,1425603106.39,1054956335.34,49428085956.16,2810188422.52,488869784.1,85425711361.0,31598341608.25,,,,,,,,,,,,,,,,,
2014-06-30,146986272.65,26691365303.57,2906343722.29,27462264035.0,1190145438.73,,3351670110.96,31574764581.75,3406289495.19,17089786867.45,1743016732.93,,1448964465.66,,1683158622.41,3965073414.5,270523463.31,25729476604.93,3108398710.55,68606821781.99,26691365303.57,48245103550.29,39583726222.71,,-293092455.38,1663272762.26,17473787538.99,-376051732.03,,5894469663.58,21222560007.47,2709879896.52,2837875247.24,8871717637.94,3266601792.79,,,5732886.0,16814383.8,14067498043.8,12455618495.54,9308350005.23,14177146738.46,19841947842.96,-159234445.96,19858762226.76,1999309639.0,13823185074.66,,1727992397.23,184152340.2,243271400.41,487459415.94,3303332520.65,2709879896.52,87828829773.0,14952185388.7,-8921600.26,128435494796.69,59828673014.7,,,,,,,,,,,,,,,,,
2014-09-30,98429353.69,25922654693.16,2628432532.02,27072512988.22,19093567.81,,1294105130.65,31065670482.77,4786559298.09,17457794222.32,3396598358.88,0.085,-725309295.28,8006988789.0,3352646290.04,3655046989.85,316927145.77,26210139688.07,1278375964.87,66075417470.17,25922654693.16,46597754446.01,35937558308.49,,-3793866311.45,1389960939.21,22034948362.46,-913220467.01,,5557398867.18,18850858851.07,680594047.04,961448819.1,8242251836.56,368007354.87,,0.085,0.0,15603862.9,17248389064.37,13219220487.81,8693809228.87,13451654992.77,20680358865.45,-233549133.45,20695962728.35,1999309639.0,17089786867.45,,2462966278.29,184039605.6,15729165.78,35899841.96,2951634240.42,680594047.04,82535312754.5,13893437355.86,99440453.18,122916441366.04,56841023895.87,,,,,,,,,,,,,,,,,
2014-12-31,342581645.9,25642568365.78,2282048422.25,26789764070.29,51362687.57,1983761896.93,1942129980.82,32467729524.56,5335191874.64,20494618118.42,4594293640.2,,-956979763.09,,4518950834.48,3628608697.29,382576904.24,26419607056.45,1211167453.03,64371795304.63,25642568365.78,48060016995.49,31497322009.98,,-4053582273.82,740898234.44,23490778606.35,-1679076069.14,,8116489914.33,13106462836.52,579072075.17,828590548.79,475898521.64,3036823896.1,,,77351300.0,66996021.6,18155586731.71,9660031602.65,8347260453.97,12614740002.08,24434414214.89,-836528273.34,24501410236.49,1999309639.0,17457794222.32,,5428262331.62,172564779.0,730962527.79,-92550605.02,2765864402.35,579072075.17,79557339005.47,13249184178.23,-60786865.72,120411751686.07,56039956381.44,,,,,,,,,,,,,,,,,
2015-03-31,12601137.1,24473263990.98,2030879117.84,23792315400.76,-84722400.0,1857321584.8,1078380855.75,31589396566.86,4093208136.41,17106415297.9,3102084363.72,0.075,-2244801347.53,8002512645.0,3057506635.52,3215308784.99,205742548.92,27019795504.8,966469717.17,61322560280.63,24473263990.98,44233693191.2,30669811817.73,,-2718024212.81,991123772.69,17538925459.18,-872726254.49,,7069976592.64,12009346280.35,600188448.35,760727168.25,616395265.63,-3388202820.52,,0.075,14597658.36,113101656.0,13445717322.77,12838265686.15,7519205311.7,14107552155.58,19813675236.03,-34451598.03,19926776892.03,1999309639.0,20494618118.42,8002512645.0,-3200390683.88,146609842.89,111911138.58,-1451586952.36,4049801658.35,600188448.35,74903505008.93,11986472054.98,17093955.13,114355030189.34,53032469908.71,,,,,,,,,,,,,,,,,
2015-06-30,67324147.73,25760208880.26,2263131162.98,21817567076.94,134585042.6,2060907177.01,1249761066.21,31942217622.21,4333106947.61,19756065767.81,3420527500.23,,611238799.07,,3369052594.54,3971397724.12,230438894.49,27066784607.55,775848012.83,59726001472.07,25760208880.26,43357649925.65,30278228838.24,,-2935397090.59,912579447.38,18916334409.5,-1178900965.46,,7502505995.52,11443333052.67,368960690.02,545409118.34,507459828.32,2649650469.91,,,4160770.39,22389004.1,14583227461.89,10395709850.28,7234097649.29,13160511649.97,22120837738.85,-256203582.51,22143226742.95,1999309639.0,17106415297.9,,2676522410.23,204191911.35,473913053.38,1348260082.37,4161707790.15,368960690.02,73635878763.89,13124037265.61,-1300425477.39,115170821514.44,55444820042.37,,,,,,,,,,,,,,,,,
2015-09-30,249006302.27,26019719150.56,1956788071.88,20956671257.03,214642.8,2107905739.3,601461168.64,31436599056.51,4181430905.95,21429129738.33,3556761243.17,0.01,-1720539224.97,7306964584.0,3519223101.43,4058449199.15,266556639.86,26739992325.59,526216117.22,62424928588.66,26019719150.56,43917331807.14,34687174984.85,,-2440163248.0,624669662.78,18116453904.64,-1003042309.84,,7674434309.28,14756858144.48,73069645.84,259659477.36,569229175.22,1673063970.52,,0.01,34478238.52,8951000.0,13935022998.69,11880334533.33,7898340756.37,13570806172.96,23920259572.8,-721391318.32,23929210572.8,3998619278.0,19756065767.81,7306964584.0,-276533113.23,224032159.85,75245051.42,-1074519884.31,4349208871.55,73069645.84,78604506791.99,13532305702.55,-25821465.37,119774032036.26,57349103447.6,,,,,,,,,,,,,,,,,
2015-12-31,25346372.6,26257021155.93,2259661295.45,19548668525.92,-35981897.67,2279402483.75,1752983417.25,31729455671.11,4352053705.57,21014266005.49,3524690206.01,,-760878425.35,,3474208493.67,3825631719.5,218007658.0,26918633619.95,814886024.25,57752843904.23,26257021155.93,39869806941.67,33277097278.71,-458311406.91,-5002213230.6,827363499.56,19148201986.69,-1290667463.83,,7264665164.77,13269272541.05,348358157.02,596878366.25,327515472.69,-414863732.84,,,99484917.19,37867082.4,14796148281.12,8976615257.47,7786251491.45,11841614673.51,24601345959.52,-458363514.17,24639213041.92,3998619278.0,21429129738.33,,3228966385.92,248554796.59,938097393.0,794556070.3,2961108213.46,348358157.02,73146904220.38,13326448729.31,139190778.86,114873387806.95,57120543902.72,,,,,,,,,,,,,,,,,
2016-03-31,114028506.64,26377488163.2,2933786734.25,21545763087.58,-24567667.69,2327262548.15,967114081.79,31980880730.68,4322691565.08,19558816270.55,3326071810.45,0.055,-1553426511.38,8046614433.0,3252815695.61,3832769716.82,157710963.75,27361197413.75,852862636.27,61597225340.75,26377488163.2,42757543595.72,34960453214.64,-187543200.0,-7341341690.07,996619754.63,18879310046.73,-887064403.18,,7064057592.59,13820776656.26,442563793.8,695151672.52,315283718.29,-1455449734.94,,0.055,1889711.51,46992992.0,14556618481.65,12132195278.56,8246442037.6,13581492012.25,22376774310.11,-181080529.99,22423767302.11,3998619278.0,21014266005.49,8046614433.0,-707884926.03,146648827.04,114251445.52,-727223294.0,3395110206.4,442563793.8,77717996810.36,13673385032.72,-183645663.76,119739666131.6,58142440790.85,,,,,,,,,,,,,,,,,
2016-06-30,270395229.74,26393091128.61,2952543090.16,23279532455.16,38561729.67,2468960107.77,1861720151.6,31955022520.91,5338717720.35,22121213395.15,4033089976.83,,-1063951569.97,,3963528970.69,3832490377.02,319405657.52,27570287708.2,1225768159.91,66659500156.26,26393091128.61,47310029857.44,36563727821.45,-10708989.6,-2236777168.59,1305627743.52,23407201162.45,-1247760159.74,,6747022841.31,14126684551.6,608952222.25,906362502.39,306926239.21,2562397124.6,,,3955706.87,103611375.0,18068483442.1,10549283716.88,8284725153.76,13138886596.58,25554740578.75,-439334693.52,25658351953.75,3998619278.0,19558816270.55,,596664632.83,131746316.45,635951991.69,-325800000.0,6142494637.4,608952222.25,83873757678.89,13798448092.56,218752597.46,125328831583.99,58669331427.73,,,,,,,,,,,,,,,,,
2016-09-30,128898088.06,26196762679.97,2390270731.64,23470564436.56,-789561293.26,2484030283.56,1030960592.17,31166892914.66,4903991035.49,17715407773.28,3610370844.37,0.06,-814999411.96,7543574134.0,3545344785.27,3785060729.2,258479761.49,27623040228.47,891254740.97,65605126809.99,26196762679.97,44590790062.68,37349142891.19,-939739.2,-5330169248.21,1293620191.12,20605364444.92,-933619005.54,,5820359186.92,13980235855.87,452614448.07,632774979.48,316838314.21,-4405805621.87,,0.06,1364719227.66,101537280.0,15701373409.43,12977876391.55,8403082822.39,12748454384.1,21915179514.3,-687537557.38,22016716794.3,3998619278.0,22121213395.15,7543574134.0,-1375666058.71,132904037.56,139705851.2,783651600.0,4031289920.0,452614448.07,81939932953.87,13829442459.3,1414277087.35,124635520969.09,59030394159.1,,,,,,,,,,,,,,,,,
2016-12-31,1207098832.61,27445073671.93,3531165103.52,30656651574.72,983677283.79,2574230514.51,2722462988.26,31738269620.22,6518138004.99,21598831905.22,4777634127.26,,-16198118628.6,,4534619110.0,8120369699.73,305796737.41,27905900916.04,1667761234.29,76405992860.47,27445073671.93,58980381718.83,60448628950.89,-15315477975.2,-11021729860.19,1740503877.73,30291645730.44,-1391256012.66,,7416784569.05,32972317288.86,937058167.61,1361964496.88,382680443.09,3743032473.0,,,77878468.9,129296023.5,23773507725.45,11336192971.74,23037674856.1,16090656826.07,27122981855.33,-550357407.58,27252277878.83,3998619278.0,17715407773.28,,5277620241.82,259720703.0,1054701753.97,-2059550857.8,4771648754.0,937058167.61,119429010669.72,25808750838.88,-1771997544.74,163990680528.94,87584687668.47,,,,,,,,,,,,,,,,,
2017-03-31,127553778.49,27291562386.88,2729573234.85,36910167396.31,5477745.07,2585307312.54,2109182002.99,32872584407.58,7218460072.86,20267447530.36,4721770872.41,0.15,-986815604.66,7866227161.0,4534163198.96,7899034104.42,436691900.52,29085834990.22,1924025436.26,86898156284.12,27291562386.88,67470982124.52,61289967446.83,,-9874165750.0,2496689200.45,34988300954.88,-518687383.3,,7924482534.11,33846797794.62,1179934074.18,1487333535.74,396595931.89,-1331384374.86,,0.15,,115226000.67,27769840882.02,17335158323.98,23091151389.65,16873482781.0,26804858082.96,-259110342.58,26920084083.63,3998619278.0,21598831905.22,7866227161.0,-1095971460.69,268773485.68,185156566.73,-615039000.0,4705993012.18,1179934074.18,128760949571.35,25434207255.55,-46320388.08,174771124206.86,87872967922.74,,,,,,,,,,,,,,,,,
2017-06-30,2226356022.61,27946121750.95,3868218941.1,37809676484.3,-113714405.02,2789808564.19,2938642478.23,32682470126.73,8107394333.69,23378989685.06,5232067031.59,,-545340209.56,,5086354484.56,7745095533.03,470513548.27,29556288836.37,2459271156.28,92286118804.05,27946121750.95,74057179861.5,59024086975.68,,-9620700352.5,2875327302.1,37324964635.23,-572917402.44,,8844010143.57,30874538864.61,1470108665.65,1988757608.01,471303090.17,3111542154.7,,,,285619257.6,29217570301.54,13729697307.22,23141500142.7,19139702794.29,29882970357.7,-280072614.07,30168589615.3,3998619278.0,20267447530.36,,4770154088.19,268272622.83,479371321.95,-2092743338.86,6014421693.2,1470108665.65,133081266837.18,25020866705.58,2230936034.43,181052268165.16,88766149361.11,,,,,,,,,,,,,,,,,
2017-09-30,971832167.74,27907448941.5,4107272129.07,43654548949.33,103425279.37,2861452042.09,3375771657.59,38219398670.14,8865319986.36,26168372591.98,5290659915.92,0.24,-965468545.5,8137961197.0,5120929572.81,7594947109.26,700144724.76,26311194462.16,3144000584.92,104420213429.53,27907448941.5,81099012889.53,58535966695.42,,-5688249438.28,3574660070.44,39237412093.83,-542165596.81,,9081183332.08,29883730894.35,1953110687.2,2443855860.16,635668951.99,2789382906.92,,0.24,-78884682.91,257308337.0,30372092107.47,19403453743.34,23017945272.01,19784932621.98,34791181838.51,-1220822331.54,35048490175.51,7997238556.0,23378989685.06,8137961197.0,688922101.16,282844483.82,231771072.67,-1456868025.0,6105778408.58,1953110687.2,139634979584.95,24758188934.38,-19621839.37,193535944910.69,89115731481.16,,,,,,,,,,,,,,,,,
2017-12-31,521771976.22,28287055309.51,5571747712.54,43016241784.82,67347167.13,3121664308.58,3789517844.04,35239522902.94,8910587745.38,26254590256.11,5270890206.01,,-2539609478.27,,5197910980.22,6500274764.52,-263449453.25,27898783968.43,2994970320.66,100340173822.67,28287055309.51,78473527574.89,54809647824.13,-5123698.4,-7810435600.74,3639697539.37,40018714552.69,-907899234.41,,10447947623.61,26138374813.42,2205189117.2,3258419773.91,571128447.49,86217664.13,,,5078771747.12,384067087.32,31108126807.31,13572535350.44,22583192662.42,19850822463.67,34221837770.9,-1288196756.74,34605904858.22,7997238556.0,26168372591.98,,9353557849.77,254172355.79,794547523.38,-2292481151.84,3174887395.62,2205189117.2,133283175399.02,24355807997.7,4873221371.19,189638166629.52,89297992806.85,,,,,,,,,,,,,,,,,
2018-03-31,1162134952.15,28158948418.42,5612829320.17,45670134629.78,-30893718.8,3158873083.98,3444481570.21,37159978364.09,9053194666.87,25638182631.72,5105551377.54,0.24,-44339231.69,7998477253.0,4918926071.21,6036155128.67,683574695.46,30027317289.29,3244169228.47,108247104228.15,28158948418.42,83320556398.19,54492865714.64,,-3625460370.61,3947643289.33,39212057376.95,-691128442.92,,13269624139.75,26072801558.62,1919634540.67,2560594533.01,543156709.19,-616407624.39,,0.24,11439720.0,399300476.69,30158862710.08,20774360760.8,22029990785.84,21417314774.45,32688466426.84,-91993178.0,33087766903.53,7997238556.0,26254590256.11,7998477253.0,-1520334878.42,622967973.95,200312341.74,-630000000.0,3585304520.98,1919634540.67,137813422112.83,23682620303.29,63514595.1,196235109860.34,87988005632.19,,,,,,,,,,,,,,,,,
2018-06-30,1315591872.99,28242865514.03,4577127002.57,47804442438.45,43452260.8,2653164919.67,4334543565.23,36974197469.55,8874863027.5,30670147348.79,5656310565.22,,-3784250931.21,,3750848498.9,6009042894.28,601073841.09,30262702010.52,3922708392.98,108855201496.13,28242865514.03,84723065599.51,54087879700.48,,-5260324752.19,3218552462.28,43051849531.93,-815136222.95,,16868040768.41,25740274167.87,2472952818.82,3321634551.89,1101980504.9,5031964717.07,,,0.0,1090763052.2,34176986504.43,15520159620.68,22332093265.8,21051363532.53,37040344786.58,-323465051.76,38131107838.78,7997238556.0,25638182631.72,,8498395792.35,421158524.25,411835172.25,-4332395000.0,4741754576.66,2472952818.82,138810945299.99,23489897815.1,-1100352390.34,197399526605.32,88544325109.19,,,,,,,,,,,,,,,,,
2018-09-30,4514914114.57,29929607327.98,4655668857.05,44961012114.5,-35905591.9,2730330706.19,2810134979.55,37379718831.97,7646806932.22,25151796316.8,4809769874.93,0.18,-738100611.54,8937244573.0,3819835884.14,6289839029.29,602032872.18,30431903093.57,2767190556.94,104855526457.68,29929607327.98,82700683178.29,56647127003.59,-4720822.7,-2724924457.89,2837037057.29,35918554341.41,-962684589.04,,18297861968.29,26932197837.29,1608704023.13,2165157684.76,1320446660.42,-5518351031.99,933033239.02,0.18,0.0,2761360305.16,28271747409.19,17222707185.51,23414472904.0,21060375079.14,30623467662.77,-2194606150.93,33384827967.93,7997238556.0,30670147348.79,8937244573.0,-2955558274.72,469081445.95,42944422.61,-4229298958.66,4372831525.04,1608704023.13,139347810181.88,24324124819.33,-122351543.88,199293322056.94,94437795599.26,,,,,,,,,,,,,,,,,
2018-12-31,5192374001.13,32302173487.35,4756094331.75,46794371199.93,-3991146.27,3056191818.8,4975576368.94,39313734834.02,9994553948.11,34379938275.41,6118274353.09,,-2614273182.12,,4389067453.41,5772705450.5,345869124.33,32443962374.77,3924215897.14,108105462937.38,32302173487.35,88616964777.39,54400072623.1,156739.1,-7187586212.13,3876279595.02,41073371036.63,-1214654060.7,,21942757562.47,23173532309.12,2656235925.59,3578346772.81,2922165777.35,9228141958.61,1636036605.64,,241084364.63,4115199600.23,31078817088.52,13155363494.2,23037386296.04,20674287133.47,38209952558.31,-1583033482.4,42325152158.54,7997238556.0,25151796316.8,,14555522778.43,548846042.43,1051360471.8,-6622319120.91,5472765901.24,2656235925.59,143017037400.49,23739603972.53,-203349266.5,205276365174.18,97170902236.8,,,,,,,,,,,,,,,,,
2019-03-31,2139208227.11,35098340998.05,4700675643.98,55944437840.64,,2901910541.55,4291650123.0,42128317542.15,9791973469.89,27885030682.33,5437416177.9,0.33,-4588356026.59,7852579633.0,4308513919.74,5783148099.48,810888904.05,34916326471.23,4183471650.74,116859372418.82,35098340998.05,96443808603.63,54806345191.21,,-5819134929.6,4354557291.99,45211633342.55,-1141277401.5,,21447131201.15,21619597801.52,2591351278.94,3372582746.69,2816795356.49,-6494907593.08,987034315.15,0.33,97380570.97,7112834821.02,35419659872.66,21068856020.57,22583763387.81,22766588181.56,32226199923.48,-138338034.79,39339034744.5,7933873895.0,34379938275.41,7852579633.0,-2416024901.91,525237909.71,108178472.26,-5611000000.0,6000985956.82,2591351278.94,151250153794.84,22920591586.14,96622744.6,216753622253.86,99894249835.04,,,,,,,,,,,,,,,,,
2019-06-30,5342947623.3,37180907102.1,5543296568.75,58976531318.82,,4379886455.35,4655865307.44,42411706946.8,9969380597.46,34620877495.59,5896117662.58,,-1631009708.45,,4342378163.78,5808202256.26,646933216.39,35390978879.58,4167170775.84,127822035691.51,37180907102.1,107522910562.47,58963477220.26,,-7021103830.14,4073262934.88,45650863177.93,-1277763469.36,,22540723244.85,22459683997.91,2696137098.95,3520237559.45,2773002067.01,6735846813.26,1410707521.11,,5212818.8,6558250278.29,35681482580.47,18764187003.6,23085316276.41,23802781414.05,40507821740.72,-183408039.96,47066072019.01,7933873895.0,27885030682.33,,5423430018.73,800440228.0,488694531.6,-5706960726.11,9032556671.76,2696137098.95,166486387782.73,23334603437.23,-455534827.83,232347321708.25,104525286016.74,,,,,,,,,,,,,,,,,
2019-09-30,4846451273.59,38393040679.93,5618444155.61,50990460924.18,-9263264.71,4388447620.29,2967286562.55,42877114285.21,8193081374.28,29010004314.2,5419678785.03,0.22,-468377207.61,8048877817.0,4187361061.17,5749330198.0,530671332.87,35971650915.16,2967036081.75,117028710581.33,38393040679.93,95880180577.34,61083252445.03,,-3513854649.52,2773402589.25,35845761369.43,-1402100339.7,,22352283387.08,22464799259.95,1770753119.83,2436364748.88,3689534850.96,-5610873181.39,1188033797.19,0.22,,5915503031.17,27652679995.15,19295903607.45,23407800301.6,21186964785.77,35656958528.19,-2422997060.5,41572461559.36,7933873895.0,34620877495.59,8048877817.0,-2813835097.57,750646494.95,250480.8,-3911770578.61,8037340704.45,1770753119.83,156963433022.37,23242806627.43,-269971445.93,223726604498.05,106697893916.72,,,,,,,,,,,,,,,,,
