date,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyGoodwill,quarterlyInventory,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyNetOtherInvestingChanges,quarterlyGrossPPE,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyChangeInInventory
2014-12-31,,,,,0.0,1541203000.0,4864296000.0,111909000.0,932792000.0,3172280000.0,23912000.0,57026000.0,,,1278328000.0,1254416000.0,4716034000.0,,,2965827000.0,16650346000.0,,,4368355000.0,20556815000.0,26400310000.0,415745000.0,388388000.0,479140000.0,,,19407434000.0,,8667059000.0,,,,566492000.0,,5915141000.0,-3566978000.0,,3450244000.0,,15840456000.0,,10735205000.0,5843495000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,,0.0,1826086000.0,6301309000.0,880345000.0,932792000.0,3568803000.0,244189000.0,166990000.0,,,1851452000.0,1607263000.0,5897846000.0,,,2965827000.0,18299229000.0,,,4301006000.0,21833683000.0,28552490000.0,392995000.0,158340000.0,459211000.0,,,12018369000.0,,9235987000.0,,,,546581000.0,,7317731000.0,,,3666743000.0,,12018369000.0,,10981498000.0,6718807000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,22515000.0,90000000.0,3873467000.0,758769000.0,894097000.0,3439183000.0,283226000.0,51106000.0,,,2197258000.0,1914032000.0,9613665000.0,,,2965827000.0,17413145000.0,,,2970000.0,24521432000.0,31054259000.0,464370000.0,133572000.0,583276000.0,,,26625613000.0,,10741026000.0,,,,479733000.0,,4942423000.0,-4434785000.0,,3676644000.0,,22190828000.0,,12470722000.0,6532827000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,23060000.0,3073662000.0,3384519000.0,119697000.0,885815000.0,3670166000.0,389278000.0,97872000.0,,,1658169000.0,1268891000.0,10054966000.0,,,2965827000.0,18729836000.0,,,9407294000.0,25394861000.0,32556013000.0,425374000.0,236488000.0,587999000.0,,,13622500000.0,,10874198000.0,,,,480844000.0,,4409579000.0,,,3753946000.0,,13622500000.0,,14320257000.0,7161152000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,143822989.46,,80173072.69,,,,,,,,,,1028869105.44,,,,,200696693.99,,,,80173072.69,,,,,,,,112348652.05,,,353611070.89,,628667476.67,,516318824.62,,,,,9091387.44,,355361420.79,,152914376.9,,,1657536582.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,15144010.54,,18591927.31,,23618000.0,9000000.0,2032807000.0,747539000.0,875897000.0,3630598000.0,712429000.0,270167000.0,1080407894.56,,2132020000.0,1419591000.0,12082271000.0,70645306.01,,2965827000.0,18828442000.0,18591927.31,,16494000.0,25353283000.0,32963659000.0,420635000.0,320351000.0,389861000.0,683117347.95,,28457054000.0,270089929.11,11221869000.0,692040523.33,,8923175.38,396914000.0,,2952313000.0,-5368693000.0,184300612.56,3712844000.0,293777579.21,23088361000.0,199444623.1,15876129000.0,7610376000.0,1772448417.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,24506000.0,2091486000.0,1092216000.0,87283000.0,793292000.0,3548613000.0,371995000.0,265152000.0,,,1755810000.0,1383815000.0,11396441000.0,,,3220696000.0,16376114000.0,,,9315396000.0,25303618000.0,32311792000.0,392217000.0,184148000.0,431543000.0,,,13845722000.0,,13032744000.0,,,,386040000.0,,1962939000.0,,,3919493000.0,,13845722000.0,,14413175000.0,7008174000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,153703808.07,193134330.73,29322502.67,-131143760.74,85721213.49,1664592164.2,1530636257.91,2177434437.98,844939789.78,3555062350.42,368696254.11,378502836.92,1119832694.96,-262076835.61,1921938817.24,1553242563.13,10609308212.34,243954031.54,-25499717.45,3220696195.0,17729898418.26,29322502.67,-499431109.18,9007139352.72,25947961985.05,34579706852.5,,1937459082.83,644124348.34,212081376.96,-444692271.0,13222586906.34,499509005.75,12999044366.04,620189011.3,-744524319.18,408107634.34,564969749.42,-4002122797.5,2594923774.3,,101851166.14,3566017492.45,152420425.47,13222586906.34,255554974.21,15134974643.96,8631744867.45,1740021706.26,-218634048.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,191391191.93,84734669.27,217987497.33,653942760.74,24918000.0,,2414302000.0,,779931000.0,3564584000.0,279579000.0,45770000.0,1223017305.04,218593835.61,2126247000.0,1846668000.0,10779923000.0,-9093031.54,-527446282.55,3220696000.0,17048978000.0,217987497.33,-69491890.82,21289000.0,25775192000.0,33812886000.0,364523000.0,,445583000.0,728837623.04,174221271.0,29889178000.0,137378994.25,13199934000.0,673431988.7,54945319.18,-55405634.34,390718000.0,-5372965202.5,3271441000.0,-6258592000.0,-44919166.14,,253774574.53,23630586000.0,146472025.79,13777537000.0,8037694000.0,1896449293.74,-612180951.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,426298000.0,,3773810000.0,,779931000.0,3993529000.0,558730000.0,266943000.0,,,2114349000.0,1555619000.0,10679241000.0,,,3220696000.0,18913545000.0,,,9738723000.0,26845329000.0,35769946000.0,335743000.0,,482383000.0,,,14579524000.0,,13261514000.0,,,,383676000.0,,4994271000.0,,,,,14579524000.0,,13919274000.0,8924617000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,,,210518000.0,,6335327000.0,,693434000.0,4190556000.0,772715000.0,105209000.0,,,1741306000.0,968591000.0,8490787000.0,,,3220696000.0,19079614000.0,,,11858000.0,26900851000.0,35887179000.0,305238000.0,,524515000.0,,,31976021000.0,,13298477000.0,,,,361989000.0,,7276013000.0,-7683329000.0,,,,24292692000.0,,11803601000.0,8986328000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,191003000.0,,8379275000.0,,693434000.0,4242938000.0,532843000.0,227523000.0,,,4071747000.0,3538904000.0,9596834000.0,,,3220696000.0,22428041000.0,,,9489555000.0,27402322000.0,39343896000.0,277109000.0,,404845000.0,,,15190438000.0,,13366126000.0,,,,367349000.0,,9319927000.0,-20020000.0,,,,15170418000.0,,13108114000.0,11941574000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
