date,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyStockBasedCompensation,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsPayable
2013-03-31,2302164000.0,,-613000.0,,30774000.0,28449000,64477000.0,-5745000.0,,53265000,-49605000.0,439156000.0,564000.0,1855000.0,63373000.0,-142339000.0,61045000.0,-2489000.0,34924000.0,392000.0,224271000.0,726000.0,9662000.0,0.19,59000.0,-699955000.0,1625052000.0,8330000.0,-55618000.0,-249131000.0,1452233000.0,103183000,-38109000.0,146243000.0,-677112000.0,8271000,7258000,95232000.0,31537000.0,27633000.0,64477000.0,0.0,,39810000.0,7667000.0,-446000.0,262134000.0,,1357001000.0,1625052000.0,30789000.0,-21712000.0,61045000.0,24851000.0,61045000.0,411000.0,29508000.0,,,0.19,19673000.0,392000.0,-1752000.0,1452233000.0,27633000.0,1913800000.0,5744000,24500000.0,1689529000.0,,,,,,,,
2013-06-30,2372088000.0,,-535000.0,,35887000.0,22908000,0.0,4692000.0,,48388000,20000.0,418701000.0,606000.0,-386000.0,58153000.0,-78339000.0,6488000.0,2705000.0,35245000.0,18286000.0,176334000.0,1190000.0,9181000.0,0.03,37000.0,-720950000.0,1676813000.0,3311000.0,-27100000.0,-30119000.0,1477648000.0,100077000,,-9025000.0,-695275000.0,3274000,2549000,105873000.0,-54557000.0,32807000.0,63621000.0,0.0,,41924000.0,9091000.0,-584000.0,-167000.0,,1371775000.0,,35907000.0,-26131000.0,6488000.0,24574000.0,6488000.0,413000.0,61045000.0,,,0.03,19013000.0,18286000.0,-967000.0,1477648000.0,32807000.0,1916768000.0,1035000,24000000.0,1740434000.0,,,,,,,,
2013-09-30,2409541000.0,,-454000.0,,36128000.0,24611000,0.0,717000.0,,53482000,368000.0,401369000.0,1006000.0,5937000.0,61555000.0,-49631000.0,4955000.0,,36944000.0,54765000.0,179544000.0,296000.0,8154000.0,0.1,90000.0,-739197000.0,1695317000.0,6060000.0,0.0,-38682000.0,1516995000.0,107201000,,14212000.0,-714224000.0,5970000,5263000,108782000.0,-1533000.0,33886000.0,61830000.0,0.0,145979000.0,45646000.0,4005000.0,81000.0,-187000.0,,1408213000.0,,36143000.0,-26342000.0,4955000.0,25645000.0,4955000.0,395000.0,6488000.0,,40481000.0,0.1,18632000.0,54765000.0,-31000.0,1516995000.0,33886000.0,1936691000.0,3749000,25200000.0,1757147000.0,,,,,,,,
2013-12-31,2489119000.0,0.0,-366000.0,,36140000.0,22399000,0.0,-13134000.0,,51902000,-2839000.0,380507000.0,1023000.0,-10635000.0,61655000.0,-82103000.0,4753000.0,,39256000.0,181383000.0,175248000.0,501000.0,9294000.0,0.002268,48000.0,-761112000.0,1755052000.0,2681000.0,,-215276000.0,1602162000.0,104957000,-160908000.0,61544000.0,-734067000.0,2633000,1596000,109342000.0,-202000.0,20357000.0,68936000.0,0.0,139214000.0,43302000.0,5810000.0,-459000.0,-20000.0,,1492820000.0,,36152000.0,-26218000.0,4753000.0,30140000.0,4753000.0,395000.0,4955000.0,,0.0,0.002269,19259000.0,181383000.0,-3243000.0,1602162000.0,20357000.0,1999236000.0,82000,26065000.0,1823988000.0,,,,,,,,
2014-03-31,2622022000.0,,-277000.0,,37140000.0,29683000,0.0,4630000.0,,58482000,-1051000.0,551073000.0,1130000.0,1506000.0,68884000.0,-138668000.0,9305000.0,,39201000.0,16441000.0,178152000.0,277000.0,10312000.0,0.21,69000.0,-778766000.0,1864074000.0,10930000.0,,-317053000.0,1542452000.0,111181000,-141099000.0,98546000.0,-757948000.0,10861000,9360000,117618000.0,4552000.0,44674000.0,66006000.0,0.0,137921000.0,42297000.0,6541000.0,-360000.0,186431000.0,,1424834000.0,,37154000.0,-26303000.0,9305000.0,29159000.0,9305000.0,438000.0,4753000.0,,0.0,0.21,18393000.0,16441000.0,1455000.0,1542452000.0,44674000.0,2108232000.0,7846000,27240000.0,1930080000.0,,,,,,,,
2014-06-30,2665340000.0,,-277000.0,,40979000.0,26244000,0.0,-3881000.0,,56568000,4678000.0,559678000.0,1093000.0,-3775000.0,67802000.0,-58101000.0,7620000.0,,41558000.0,38461000.0,178276000.0,290000.0,11513000.0,0.12,69000.0,-799805000.0,1899783000.0,7679000.0,,-47969000.0,1572376000.0,115387000,-80313000.0,23977000.0,-765557000.0,7610000,6442000,126598000.0,-1685000.0,32439000.0,65921000.0,0.0,141296000.0,47585000.0,6226000.0,181000.0,27371000.0,,1445778000.0,,40993000.0,-29853000.0,7620000.0,30143000.0,7620000.0,445000.0,9305000.0,,0.0,0.12,18746000.0,38461000.0,-271000.0,1572376000.0,32439000.0,2143980000.0,4928000,26869000.0,1965704000.0,,,,,,,,
2014-09-30,2645112000.0,,-277000.0,,41710000.0,35443000,0.0,-11677000.0,,76155000,1685000.0,901984000.0,1185000.0,5689000.0,74644000.0,-51853000.0,259152000.0,,39201000.0,0.0,432973000.0,294000.0,9284000.0,0.54,69000.0,-807590000.0,1884632000.0,26811000.0,,-288864000.0,1517292000.0,125435000,-47566000.0,271239000.0,-760480000.0,26742000,24185000,123351000.0,251532000.0,32146000.0,86904000.0,,146657000.0,50791000.0,5480000.0,10795000.0,348779000.0,,1393941000.0,,41722000.0,-30258000.0,259152000.0,29888000.0,259152000.0,514000.0,7620000.0,,0.0,0.54,19427000.0,0.0,-2093000.0,1517292000.0,32146000.0,2430797000.0,22671000,26288000.0,1997824000.0,,,,,,,,
2014-12-31,3363917000.0,-1119000.0,0.0,,47499000.0,14816000,0.0,-5121000.0,,53285000,1065000.0,891265000.0,1471000.0,-14564000.0,71204000.0,-302083000.0,83459000.0,,56388000.0,5794000.0,267176000.0,195000.0,11513000.0,-0.28,12000.0,-864019000.0,2568164000.0,-12005000.0,32936000.0,-143518000.0,1996670000.0,119672000,-335479000.0,102329000.0,-795753000.0,-12017000,-11478000,164583000.0,-175693000.0,24061000.0,102352000.0,0.0,148973000.0,48468000.0,8860000.0,-6406000.0,9590000.0,,1832087000.0,,47499000.0,-34963000.0,83459000.0,41813000.0,83459000.0,525000.0,259152000.0,,0.0,-0.28,20415000.0,5794000.0,-5185000.0,1996670000.0,24061000.0,2937692000.0,-13069000,30062000.0,2670516000.0,,,,,,,,
2015-03-31,4198879000.0,,,,52498000.0,39218000,0.0,-3322000.0,,82539000,-39886000.0,1354683000.0,1475000.0,1553000.0,96563000.0,-212170000.0,124881000.0,,57345000.0,144000.0,354878000.0,-2616000.0,13344000.0,0.13,49000.0,-890374000.0,3375773000.0,12297000.0,-1950000.0,-46698000.0,2463319000.0,152654000,-188959000.0,212648000.0,-823106000.0,12248000,10955000,214712000.0,41422000.0,40944000.0,113990000.0,0.0,190577000.0,56091000.0,13878000.0,-680000.0,33618000.0,,2248607000.0,,52892000.0,-38119000.0,124881000.0,43454000.0,124881000.0,214015000.0,83459000.0,,,0.13,26241000.0,144000.0,3777000.0,2463319000.0,40944000.0,3844641000.0,6869000,43764000.0,3489763000.0,,,,,,,,
2015-06-30,4573247000.0,,,,52846000.0,43451000,0.0,2936000.0,,88146000,40035000.0,1341407000.0,1861000.0,-10539000.0,99305000.0,-92682000.0,11930000.0,,55854000.0,37742000.0,210212000.0,-2005000.0,14443000.0,0.23,77000.0,-911628000.0,3716141000.0,18563000.0,1025000.0,-93429000.0,2617071000.0,165938000,-142763000.0,-71718000.0,-857106000.0,18486000,16382000,235508000.0,-112951000.0,51449000.0,57681000.0,0.0,164013000.0,66633000.0,10246000.0,2650000.0,3240000.0,,2381563000.0,,53237000.0,-42022000.0,11930000.0,42045000.0,11930000.0,214806000.0,124881000.0,,,0.23,27538000.0,37742000.0,-2627000.0,2617071000.0,51449000.0,4032849000.0,12294000,48815000.0,3822637000.0,,,,,,,,
2015-09-30,4662713000.0,,,,53220000.0,51491000,0.0,-8186000.0,,112712000,-1053000.0,1252372000.0,1898000.0,-8544000.0,110766000.0,-98353000.0,23917000.0,,59275000.0,38819000.0,226622000.0,-1954000.0,14580000.0,0.53,77000.0,-916961000.0,3783529000.0,39774000.0,-1283000.0,-214342000.0,2747834000.0,185355000,-126208000.0,55955000.0,-879184000.0,39697000,36270000,190284000.0,11987000.0,54385000.0,57928000.0,0.0,138241000.0,74589000.0,15263000.0,16526000.0,40448000.0,,2557550000.0,,53665000.0,-41327000.0,23917000.0,43595000.0,23917000.0,90194000.0,11930000.0,,,0.53,28243000.0,167000000.0,-1049000.0,2786653000.0,54385000.0,4114603000.0,28763000,46524000.0,3887981000.0,,,,,,,,
2015-12-31,4573522000.0,0.0,,,56181000.0,36050000,0.0,-10788000.0,,177357000,913000.0,1538607000.0,1874000.0,2912000.0,96170000.0,-9979000.0,45086000.0,,60120000.0,41265000.0,247654000.0,-1972000.0,12590000.0,1.56,929000.0,-864122000.0,3721115000.0,100971000.0,-2154000.0,-273186000.0,2529908000.0,168238000,-59771000.0,-4337000.0,-852407000.0,100042000,91839000,184859000.0,21169000.0,35485000.0,221782000.0,0.0,167322000.0,72068000.0,14828000.0,93777000.0,232995000.0,,2345049000.0,,57639000.0,-41023000.0,45086000.0,45495000.0,45086000.0,83415000.0,23917000.0,,,1.57,28856000.0,25000000.0,-255000.0,2571173000.0,35485000.0,4190551000.0,89399000,43978000.0,3942897000.0,,,,,,,,
2016-03-31,4640468000.0,,,,57736000.0,41808000,0.0,-4702000.0,,87499000,-1498000.0,1892935000.0,2262000.0,-1229000.0,104012000.0,-45250000.0,410408000.0,,62204000.0,45351000.0,624112000.0,-1995000.0,13792000.0,0.14,228000.0,-896896000.0,3750527000.0,12006000.0,-13000.0,-19708000.0,2546552000.0,174644000,-48220000.0,359646000.0,-889941000.0,11778000,10229000,184102000.0,365322000.0,50926000.0,146201000.0,0.0,173644000.0,70632000.0,16636000.0,-2721000.0,384915000.0,,2362450000.0,,58126000.0,-43511000.0,410408000.0,47594000.0,410408000.0,83174000.0,45086000.0,,,0.14,27081000.0,58065000.0,-15115000.0,2591903000.0,50926000.0,4562886000.0,7875000,42046000.0,3938774000.0,,,,,,,,
2016-06-30,6361507000.0,,1000.0,,64757000.0,45212000,0.0,37856000.0,,73903000,-1444000.0,2103608000.0,2622000.0,1321000.0,111425000.0,-1423365000.0,31441000.0,,66213000.0,47992000.0,280968000.0,-1966000.0,16543000.0,-0.12,56000.0,-947988000.0,5432625000.0,-4982000.0,13000.0,-114873000.0,3597752000.0,190799000,-1510878000.0,966276000.0,-928882000.0,-5038000,-5606000,257423000.0,-378967000.0,78122000.0,109598000.0,0.0,180754000.0,79374000.0,29044000.0,-20979000.0,33849000.0,,3340329000.0,,64757000.0,-47299000.0,31441000.0,49064000.0,31441000.0,71213000.0,410408000.0,,,-0.12,29215000.0,357721000.0,-7311000.0,3645744000.0,78122000.0,5823191000.0,-7803000,,5542223000.0,,,,,,,,
2016-09-30,38010000.0,,-4876000.0,,68655000.0,61793000,0.0,-17841000.0,,119085000,2383000.0,2404415000.0,2394000.0,14725000.0,139851000.0,-72284000.0,69829000.0,,78058000.0,51100000.0,325720000.0,-1866000.0,16575000.0,0.27,283000.0,-975511000.0,37642000.0,23013000.0,0.0,-448647000.0,3378643000.0,249701000,-74193000.0,49548000.0,-368000.0,23230000,21094000,275650000.0,38388000.0,61231000.0,58208000.0,0.0,180493000.0,109850000.0,24147000.0,-4191000.0,330195000.0,,3102993000.0,,69069000.0,-50208000.0,69829000.0,61431000.0,69829000.0,70897000.0,31441000.0,,,0.27,34589000.0,57737000.0,-2485000.0,3429743000.0,61231000.0,5904706000.0,18897000,107940000.0,5578986000.0,,,,,,,,
2016-12-31,33270000.0,,-3181000.0,,72277000.0,43645000,0.0,-14366000.0,,94852000,3164000.0,2362555000.0,2279000.0,13301000.0,123027000.0,-73613000.0,8164000.0,,79382000.0,51896000.0,254845000.0,-2525000.0,17177000.0,-0.02,-284000.0,-1023415000.0,32670000.0,1217000.0,,-154093000.0,3389709000.0,218634000,-73022000.0,-36500000.0,-600000.0,1501000,598000,279667000.0,-61665000.0,48414000.0,146450000.0,0.0,165729000.0,95607000.0,21632000.0,-10998000.0,1426000.0,,3110042000.0,,72685000.0,-52722000.0,8164000.0,61180000.0,8164000.0,67710000.0,69829000.0,,,-0.02,31430000.0,100095000.0,-598000.0,3441605000.0,48414000.0,5870776000.0,-1600000,99834000.0,5615931000.0,,,,,,,,
2017-03-31,33270000.0,,-2630000.0,,72677000.0,59629000,0.0,,,120295000,-130000.0,2360359000.0,,,140327000.0,-71663000.0,10919000.0,,80698000.0,52762000.0,274230000.0,,17932000.0,0.29,-122000.0,-1050141000.0,32413000.0,25423000.0,0.0,-199533000.0,3425370000.0,234400000,-71533000.0,3862000.0,-857000.0,25545000,23283000,284823000.0,2755000.0,70566000.0,48096000.0,0.0,171077000.0,94073000.0,23867000.0,-2100000.0,20504000.0,,3140547000.0,,73120000.0,-53447000.0,10919000.0,,10919000.0,66139000.0,8164000.0,,,0.29,32106000.0,178328000.0,-2269000.0,3478132000.0,70566000.0,5902447000.0,21104000,96152000.0,5628217000.0,,,,,,,,
2017-06-30,33270000.0,,-981000.0,,74678000.0,51603000,0.0,,,112469000,570000.0,2734479000.0,,,134313000.0,-95463000.0,241646000.0,,82710000.0,56283000.0,516423000.0,,19989000.0,0.16,-371000.0,-1089428000.0,32156000.0,16603000.0,,-531346000.0,3317412000.0,237899000,-96033000.0,243472000.0,-1114000.0,16974000,14463000,298759000.0,230727000.0,82597000.0,145151000.0,0.0,166403000.0,103586000.0,25582000.0,-1855000.0,438743000.0,,3018653000.0,,75154000.0,-54646000.0,241646000.0,,241646000.0,44289000.0,10919000.0,,,0.16,33145000.0,435000.0,-1976000.0,3373695000.0,82597000.0,6178713000.0,12364000,93495000.0,5662290000.0,,,,,,,,
2017-09-30,33270000.0,0.0,1531000.0,,78369000.0,68292000,0.0,,,125946000,-1156000.0,2739306000.0,,,150791000.0,-100559000.0,137448000.0,,82499000.0,56520000.0,442964000.0,,18267000.0,0.31,-119000.0,-1117228000.0,31899000.0,28839000.0,,-16840000.0,3294501000.0,268245000,-99403000.0,-73966000.0,-1371000.0,28958000,26070000,291074000.0,-104198000.0,70185000.0,141047000.0,0.0,181785000.0,117454000.0,25741000.0,-6578000.0,-1609000.0,,3003427000.0,,78808000.0,-57844000.0,137448000.0,,137448000.0,44073000.0,241646000.0,,,0.31,32875000.0,0.0,-2103000.0,3351021000.0,70185000.0,6157836000.0,24115000,90211000.0,5714872000.0,,,,,,,,
2017-12-31,32165000.0,-89460000.0,1102000.0,,78633000.0,47591000,0.0,,,114751000,-587000.0,2641497000.0,,,137931000.0,-133957000.0,10127000.0,,90340000.0,55225000.0,332299000.0,,18523000.0,0.09,476000.0,-1162001000.0,30756000.0,10818000.0,,-96244000.0,3349979000.0,242026000,-133370000.0,-31811000.0,-1409000.0,10342000,8367000,270741000.0,-127321000.0,38402000.0,134304000.0,0.0,291742000.0,104095000.0,30430000.0,-4657000.0,30039000.0,,3079238000.0,5645354000.0,79107000.0,-58546000.0,10127000.0,,10127000.0,43863000.0,137448000.0,,,0.09,32116000.0,41257000.0,-3321000.0,3405204000.0,38402000.0,6111957000.0,7438000,86452000.0,5779658000.0,,,,,,,,
2018-03-31,32165000.0,-4105000.0,-670000.0,,78855000.0,65785000,,,,131622000,-2922000.0,2614538000.0,,,152153000.0,-68518000.0,27424000.0,,86368000.0,58663000.0,368470000.0,,19931000.0,0.38,-173000.0,-1187563000.0,30533000.0,33428000.0,,-240736000.0,3412433000.0,257916000,-2384000.0,-8464000.0,-1632000.0,33601000,30427000,282993000.0,3915000.0,80905000.0,138529000.0,,,105763000.0,36311000.0,-600000.0,,,3129440000.0,,79464000.0,-56881000.0,15153000.0,,15153000.0,43705000.0,23509000.0,,,0.38,31757000.0,,-5801000.0,3471096000.0,80905000.0,6149653000.0,29986000,83242000.0,5781183000.0,,,,,,,,
2018-06-30,,0.0,-2184000.0,,79612000.0,61017000,,,161192000.0,125330000,4187000.0,2671164000.0,,,150232000.0,-338973000.0,36801000.0,,89215000.0,59364000.0,352413000.0,,21442000.0,0.25,337000.0,-1223394000.0,,24507000.0,,-535947000.0,3699126000.0,271426000,,230817000.0,,24170000,20840000,173853000.0,9377000.0,117777000.0,146357000.0,,,121194000.0,38298000.0,-3460000.0,,,3364081000.0,,80116000.0,-60173000.0,20046000.0,,20046000.0,42685000.0,27424000.0,,,0.25,33050000.0,,-1849000.0,3758490000.0,117777000.0,6492348000.0,20408000,78603000.0,6139935000.0,,,,,,,,
2018-09-30,,0.0,-390000.0,,81599000.0,86297000,,,135647000.0,158374000,1399000.0,3200903000.0,,,178406000.0,-137612000.0,129094000.0,,92109000.0,63250000.0,434512000.0,,20127000.0,0.56,14000.0,-1237428000.0,,51729000.0,-10608000.0,-725604000.0,3326011000.0,323538000,,127225000.0,,51715000,46492000,185435000.0,92293000.0,102522000.0,165237000.0,,,145132000.0,41030000.0,95000.0,,,3004929000.0,,82081000.0,-60872000.0,113556000.0,,113556000.0,42629000.0,36801000.0,,,0.56,34663000.0,,1960000.0,3389261000.0,102522000.0,6653726000.0,46060000,91353000.0,6219214000.0,,,,,,,,
2018-12-31,,0.0,-4504000.0,,85481000.0,52599000,,,133698000.0,124965000,1432000.0,3148439000.0,,,154239000.0,-188640000.0,62262000.0,,101640000.0,63249000.0,366511000.0,,20570000.0,0.11,-90000.0,-1288486000.0,,10582000.0,-64176000.0,-252953000.0,3437839000.0,274004000,,60327000.0,,10672000,9470000,179838000.0,-66832000.0,61910000.0,225199000.0,,,119765000.0,49199000.0,-8704000.0,,,3124303000.0,,85982000.0,-64887000.0,50311000.0,,50311000.0,42480000.0,129094000.0,,,0.11,33313000.0,,1536000.0,3501088000.0,61910000.0,6710026000.0,9039000,88296000.0,6343515000.0,,,,,,,,
2019-03-31,,-2675000.0,-3006000.0,,85520000.0,71158000,,,151860000.0,148788000,1030000.0,3172156000.0,,,169601000.0,-392483000.0,34175000.0,,98443000.0,66887000.0,407192000.0,,21887000.0,0.4,-3000.0,-1317605000.0,,37124000.0,-11195000.0,-1361328000.0,3801605000.0,287330000,,261097000.0,,37127000,34763000,201628000.0,-28087000.0,103141000.0,220214000.0,,,117729000.0,52993000.0,1074000.0,,50501000.0,3448117000.0,,86033000.0,-65145000.0,21946000.0,,72447000.0,94126000.0,62262000.0,,,0.4,35108000.0,,618000.0,3868492000.0,103141000.0,7098662000.0,34331000,,6691470000.0,,,,,,,,
2019-06-30,,0.0,-1184000.0,,87130000.0,75349000,,,160527000.0,156287000,1277000.0,3599708000.0,,,175199000.0,-178047000.0,46038000.0,,99850000.0,69719000.0,400087000.0,,23697000.0,0.46,176000.0,-1343792000.0,,45292000.0,-19307000.0,-1259811000.0,3494568000.0,312445000,,32922000.0,,45116000,40813000,226266000.0,11863000.0,156703000.0,254153000.0,,,137246000.0,55869000.0,4785000.0,,53553000.0,3107775000.0,,87564000.0,-68844000.0,28704000.0,,82257000.0,93361000.0,34175000.0,,,0.46,34842000.0,,-2875000.0,3564287000.0,156703000.0,7222084000.0,40385000,66075000.0,6821997000.0,,,,,,,,
2019-09-30,,0.0,-2825000.0,,89847000.0,103421000,,,137797000.0,175187000,-29244000.0,3592016000.0,,,202928000.0,-228721000.0,41726000.0,,99507000.0,69726000.0,414238000.0,,22975000.0,0.63,769000.0,-1353214000.0,,65220000.0,-12394000.0,-420428000.0,3678718000.0,362443000,,86112000.0,,64451000,57430000,269580000.0,-4312000.0,138449000.0,226177000.0,,,159515000.0,55234000.0,-4766000.0,,64818000.0,3271341000.0,,90332000.0,-71650000.0,26198000.0,,91016000.0,93097000.0,46038000.0,,,0.63,33435000.0,,-15303000.0,3748444000.0,138449000.0,7397854000.0,57002000,63252000.0,6983616000.0,,,,,,,,
