date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyDilutedAverageShares,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlySaleOfInvestment,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
1998-03-31,,,16238487495.0,0.0,28114396260.0,,328986909339.0,120988850112.0,-150218127603.0,25109064246.0,88705767510.0,88705767510.0,1696558395.0,154903090.0,,,79108094304.0,0.0,96.69392,17401841823.0,436112453709.0,43480368009.0,285894326106.0,1260300522.0,,17692680405.0,105089674296.0,0.0,184246241697.0,68589432255.0,154903090.0,209694617622.0,27823557678.0,,547649049906.0,14978186973.0,337954432284.0,30828889692.0,173679106551.0,52060106178.0,45516238083.0,,14978186973.0,14978186973.0,74260784604.0,0.0,,0.0,,2132816268.0,96.69392,,33591856221.0,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,,2666020335.0,0.0,26175472380.0,,322297621953.0,107852640825.0,-150218127603.0,29956373946.0,100436256984.0,100436256984.0,1551139104.0,146810604.0,,,58022297109.0,0.0,13.537149,2762966529.0,431216670912.0,42268540584.0,280998543309.0,678623358.0,,3053805111.0,104120212356.0,0.0,185942800092.0,72224914530.0,146810604.0,208288897809.0,25884633798.0,,541299074199.0,1987396977.0,333010176390.0,29810954655.0,176345126886.0,52011633081.0,28938438909.0,,1987396977.0,1987396977.0,74309257701.0,0.0,,0.0,,2326708656.0,13.537149,,29083858200.0,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,,8288899587.0,0.0,27047988126.0,,335239938852.0,134658263466.0,-150218127603.0,37954434951.0,89626756353.0,89626756353.0,2035870074.0,157139680.0,,,64032961137.0,0.0,50.280838,4798836603.0,441541440573.0,47018904090.0,291323312970.0,387784776.0,,5089675185.0,107125544370.0,0.0,194086280388.0,84973339041.0,157139680.0,224285019819.0,26757149544.0,,571691706018.0,7901114811.0,347406686199.0,31410566856.0,192098883411.0,56083373229.0,31846824729.0,,7901114811.0,7901114811.0,75714977514.0,0.0,,0.0,,6689287386.0,50.280838,,32186136408.0,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,142171593501.0,25836160701.0,17935045890.0,0.0,60930682929.0,,341832280044.0,36257876556.0,-167426077038.0,22830828687.0,5913717834.0,86960736018.0,2278235559.0,,28453707939.0,4895782797.0,85748908593.0,65923411920.0,,19777023576.0,461706248925.0,33107125251.0,294280171887.0,2472127947.0,81047018184.0,50799805656.0,104798835714.0,24188075403.0,184537080279.0,84391661877.0,,222879300006.0,29907900849.0,,581386325418.0,15462917943.0,358507025412.0,21182743389.0,189190497591.0,38390692824.0,80707706505.0,,15462917943.0,15462917943.0,75714977514.0,-49103247261.0,37518177078.0,54386814834.0,7901114811.0,-9306834624.0,,,5041202088.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,,16771387216.0,0.0,27259545792.0,,348574191936.0,126486225776.0,-166940551712.0,21266312320.0,74142097952.0,74142097952.0,1643305952.0,157702041.0,,,76897052048.0,0.0,92.556973,16819719744.0,457322379936.0,39536007904.0,290381828224.0,2174963760.0,,17109714912.0,98066699312.0,0.0,198598357552.0,60802320224.0,157702041.0,200628323728.0,26969550624.0,,558240698400.0,14596423456.0,357612374672.0,28516191520.0,158869019536.0,67230546448.0,44079265536.0,,14596423456.0,14596423456.0,69550507792.0,0.0,,0.0,,2996616736.0,92.556973,,32817786512.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,932159502.0,0.0,25427239749.0,,357327809100.0,122578974513.0,-178871051106.0,22216468131.0,67581563895.0,67581563895.0,1450025892.0,200521800.0,,,55204557174.0,0.0,4.13215,-155359917.0,488192645853.0,40548938337.0,309321594747.0,103573278.0,,207146556.0,101501812440.0,0.0,212739513012.0,62765406468.0,200521800.0,190160538408.0,25064733276.0,,573485240286.0,828586224.0,383324701878.0,28896944562.0,164267218908.0,74003107131.0,25271879832.0,,828586224.0,828586224.0,72604867878.0,0.0,,0.0,,2848265145.0,4.13215,,29932677342.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,,4731525779.0,0.0,27166400821.0,,364008505717.0,135353535206.0,-183625730794.0,19723551281.0,56884635770.0,56884635770.0,1382243486.0,161784634.0,,,63902179622.0,0.0,23.330942,2923976605.0,499999999455.0,50186071184.0,316374268661.0,956937798.0,,3296119082.0,99043062093.0,0.0,221796916292.0,69909622465.0,161784634.0,192238170976.0,26794258344.0,,586337054119.0,3774587981.0,394098883143.0,29877724582.0,168952684558.0,77724614482.0,30090377426.0,,3774587981.0,3774587981.0,69165337511.0,0.0,,0.0,,4359383302.0,23.330942,,33811802196.0,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,151364215394.01,36922181419.98,25726744702.77,0.0,65733489240.6,,379189522082.07,39448915166.97,-185137111446.12,27904182387.93,7305452694.0,49857067733.4,1580346451.23,,32505029443.26,8241397647.84,92956284067.62,74510323672.5,,18840014324.61,501889893884.1,35547379923.87,316752782437.98,3949738748.81,42551615039.4,52605456280.94,90405506468.88,16013764057.5,207746428772.79,95956591755.06,,196313395306.68,31968047284.27,,594187936105.23,21777005953.96,397874540798.55,15112758225.24,186362098223.94,44199576940.59,84573503565.21,,21777005953.96,21777005953.96,64983060474.39,-57732133985.28,42505029543.96,55120169956.86,10309687769.25,947772123.36,,,8382780502.41,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,,13233082632.0,0.0,31528821877.0,,390025060453.0,124411026866.0,-175300249636.12,21102756773.0,51478696451.0,51478696451.0,1453634077.0,159665483.0,,181437091706.71,81804510816.0,0.0,73.992417,14636591396.0,492844107491.12,41854636355.0,317543857855.0,1353383451.0,,15137844526.0,93734335310.0,0.0,208587968746.29,62957393128.0,159665483.0,175889723317.0,31027568747.0,,575137841362.0,11879699181.0,399248118045.0,29724310609.0,156691728438.0,81704260190.0,46165413273.0,,11879699181.0,11879699181.0,64010024701.0,0.0,,0.0,,-1002506260.0,73.992417,,35639097543.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,-1727861760.0,0.0,30021598080.0,,385205181120.0,108531316800.0,-188835851923.2,31425485760.0,66954643200.0,66954643200.0,1565874720.0,159665483.0,,163265117745.6,61501079520.0,0.0,-12.925241,-2159827200.0,517615547443.2,46220302080.0,328779695520.0,269978400.0,,-1565874720.0,94492440000.0,0.0,221940063374.4,77645787840.0,159665483.0,175485960000.0,29427645600.0,,586339089120.0,-1997840160.0,410853129120.0,27375809760.0,172138227840.0,82073433600.0,27861770880.0,,-1997840160.0,-1997840160.0,67116630240.0,0.0,,0.0,,863930880.0,-12.925241,,33639308640.0,,,,,,,,,,,,,,,,,,,,,,,,
