date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyDilutedAverageShares,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyBasicEPS,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyNonCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlySaleOfInvestment,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,quarterlyDepreciationAndAmortization,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2000-09-30,,,1690140840.0,0.0,29802816812.0,,388732393200.0,142647886896.0,-197027605042.72,40338028048.0,39718309740.0,39718309740.0,1915492952.0,159665483.0,,157051830514.76,71042253308.0,0.0,2.247657,3549295764.0,528013519542.72,50197182948.0,330985914500.0,1183098588.0,,4169014072.0,93577464508.0,0.0,231680562685.24,90535210996.0,159665483.0,182366196636.0,29183098504.0,,602704223544.0,507042252.0,420338026908.0,27605633720.0,184112675504.0,89352112408.0,33352112576.0,,507042252.0,507042252.0,65971830788.0,0.0,,0.0,,-676056336.0,2.247657,,37690140732.0,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,160274758000.0,,17501681236.0,0.0,70967793442.0,,401259304850.0,146536921600.0,-200343447500.0,38351459950.0,44075558450.0,44075558450.0,1911171736.0,,,8586147750.0,100260957558.0,66971952450.0,,23214589558.0,528906701400.0,69834001700.0,328563253900.0,2334787250.0,,59247160790.0,82427018400.0,11448197000.0,220377792250.0,108185461650.0,,190612480050.0,34935222210.0,,623926736500.0,15166893986.0,433314256450.0,29192902350.0,190612480050.0,104751002550.0,94182383000.0,,15166893986.0,15166893986.0,53234116050.0,-50372066800.0,,47510017550.0,,-4306618230.0,,,6078574558.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,29893238424.0,0.0,32621589550.0,,427935942915.0,136298932338.0,-207591933500.0,30486358234.0,80189798312.0,80189798312.0,1660735468.0,159665483.0,,172360616786.0,90154211120.0,0.0,170.374,17497034395.0,537485171822.0,53262158938.0,329893238322.0,2669039145.0,,18149466186.0,82443653590.0,0.0,255575326129.0,83748517172.0,159665483.0,216488730650.0,32621589550.0,,631613285669.0,27224199279.0,415124555019.0,29062870690.0,166192170762.0,85231316697.0,50118623945.0,,27224199279.0,27224199279.0,53380782900.0,0.0,,0.0,,14116251478.0,170.374,,40035587175.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,501567400.0,0.0,28338558100.0,,404200628475.0,112601881300.0,-219435737500.0,29467084750.0,69968652300.0,69968652300.0,1567398125.0,159665483.0,,135485893925.0,68401254175.0,0.0,-2.501311,1818181825.0,555987462900.0,50219435925.0,336551725400.0,752351100.0,,2382445150.0,85266458000.0,0.0,268714734550.0,79686520675.0,159665483.0,182570533600.0,28401254025.0,,607711601025.0,-250783700.0,425141067425.0,30031348075.0,164952978675.0,88589342025.0,30156739925.0,,-250783700.0,-250783700.0,55235109925.0,0.0,,0.0,,250783700.0,-2.501311,,38244514250.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,,2506963788.0,0.0,31963788297.0,,415250696329.0,108356545948.0,-243732590500.0,32938718659.0,86002785505.0,86002785505.0,2019498607.0,159665483.0,,120612813356.0,78899721439.0,0.0,-8.3348,4805013927.0,592130919149.0,59192200550.0,348398328649.0,3690807799.0,,5431754874.0,89066852357.0,0.0,294637882973.0,92130919209.0,159665483.0,194359331453.0,31963788297.0,,637534818865.0,-1183844011.0,443175487412.0,31615598882.0,181197771566.0,94777158763.0,36768802224.0,,-1183844011.0,-1183844011.0,57451253475.0,0.0,,0.0,,278551532.0,-8.3348,,42130919215.0,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,163391274939.83,39705882189.75,11818727758.81,0.0,37152713093.51,,411575014831.89,20056179692.85,-219727692421.44,31315267551.4,9629213443.57,65990085650.79,915055565.76,,35688036865.88,13058162537.21,102893272692.77,66873099526.87,,19348724985.38,562278913749.84,24740911993.49,342551221328.4,-26634562.64,56360872207.22,19895707763.89,72502312986.88,33766027620.64,222346991815.83,105456047154.15,,201031724223.33,37222350976.51,,629403169918.11,11845362321.45,428371445694.78,15276933182.42,177958360141.03,46114342176.63,56501438078.89,,11845362321.45,11845362321.45,41375412916.53,5189028399.03,41826172993.99,56968274716.29,15849966887.93,-6335057208.48,,13711830743.38,46391834613.88,65079973294.98,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,13929040664.0,0.0,34822601660.0,,421419183108.0,118265439600.0,-218428382578.56,31011826384.0,76478317608.0,76478317608.0,985545330.0,159665483.0,,189743100203.58,92444151954.0,0.0,65.532049,16491458522.0,554170824998.56,50459920896.0,335742442420.0,3285151100.0,,17082785720.0,71879106068.0,0.0,231676082904.42,81471747280.0,159665483.0,194743757208.0,34822601660.0,,614191849656.0,10643889564.0,419448092448.0,32260183802.0,153350853348.0,83705650028.0,51314060182.0,,10643889564.0,10643889564.0,39618922266.0,0.0,,0.0,,-2168199726.0,65.532049,,41130091772.0,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,-1043115435.0,0.0,29346314238.0,,420027815160.0,112308761835.0,-231187760089.92,32684283630.0,71766341928.0,71766341928.0,904033377.0,159665483.0,,177947843697.81,68150208420.0,0.0,-16.646416,904033377.0,570547981609.92,45271209879.0,339360221520.0,1738525725.0,,1529902638.0,72809457363.0,0.0,242079971462.19,77955493509.0,159665483.0,184075103763.0,29276773209.0,,610987480794.0,-2781641160.0,426912377031.0,32336578485.0,150764950872.0,87552155511.0,30250347615.0,,-2781641160.0,-2781641160.0,40472878878.0,0.0,,0.0,,-347705145.0,-16.646416,,37899860805.0,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,3432835836.0,0.0,32238806112.0,,426268658592.0,142611940926.0,-248095523479.68,48432836034.0,62462686842.0,62462686842.0,970149258.0,159665483.0,,164693284306.74,77164179444.0,0.0,14.886534,5074626888.0,584289554809.68,57761194284.0,336194031330.0,970149258.0,,5746268682.0,71791045092.0,0.0,261575374285.26,106194030318.0,159665483.0,205074627768.0,32238806112.0,,646044778962.0,2462686578.0,440970151194.0,31417910586.0,177985075410.0,104776119864.0,37313433000.0,,2462686578.0,2462686578.0,40373134506.0,0.0,,0.0,,820895526.0,14.886534,,39850746444.0,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,168293228810.1,39245677500.3,13008903736.8,0.0,41107187917.2,,433484873264.7,43931556494.7,-245225505990.3,48971902350.3,10424351655.9,51245677581.9,997032144.0,,41510086737.6,19785302728.2,107532282261.6,66389049442.8,,14907813395.1,575883289218.6,19461815694.3,330657783228.3,1466450194.2,40821325926.0,29256419889.0,55720461474.0,46115274088.8,232244958351.6,122267291897.7,,219086456821.2,27331971685.2,,652958938157.7,11542453542.6,433872481336.5,12917867523.0,177987753371.7,63969020607.9,56015001312.3,,11542453542.6,11542453542.6,23940201891.9,-12602305561.2,47258645854.5,92177234056.2,18862392059.1,333003566.4,,12323487115.5,51517280949.3,68954611419.9,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,35003630962.0,0.0,36891793628.0,,293318807999.0,194989106085.0,-247184458120.93,48438634547.0,37618010038.0,37618010038.0,944081333.0,159665483.0,,293318807999.0,99273783247.0,0.0,202.81146,15177922969.0,586182278308.93,170007261581.0,338997820188.0,2614379076.0,,15758896097.0,118445896471.0,0.0,,218445896128.0,159665483.0,232607116123.0,36891793628.0,,672113287455.0,32389251886.0,439506171332.0,96659404171.0,336891792599.0,100508351144.0,52069716597.0,,32389251886.0,32389251886.0,21786492300.0,0.0,,0.0,,20987654249.0,202.81146,,47204066650.0,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,-909727078.0,0.0,33310006856.0,,278516443880.0,215255422456.0,-238189642092.38,57662700944.0,48635409170.0,48635409170.0,1329601114.0,159665483.0,,278516443880.0,77256822624.0,0.0,-5.583752,979706084.0,572409374748.38,168509446448.0,334219732656.0,69979006.0,,1539538132.0,120153953302.0,0.0,,226172147392.0,159665483.0,263890831626.0,33310006856.0,,665990200102.0,-979706084.0,402099368476.0,30090972580.0,346326100694.0,67879635820.0,34289712940.0,,-979706084.0,-979706084.0,90062980722.0,0.0,,0.0,,-69979006.0,-5.583752,,42967109684.0,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,5676567686.0,0.0,34521452323.0,,278151816614.0,160858086637.0,-224668648021.73,54521452426.0,37227722964.0,37227722964.0,1716171626.0,159665483.0,,29335973748.44,88712871744.0,0.0,26.333935,7656765716.0,551071289966.73,101122112732.0,326402641945.0,1254125419.0,,8184818524.0,117623762982.0,0.0,248815842865.56,155643565158.0,159665483.0,198085809601.0,34521452323.0,,591749177965.0,4158415863.0,393663368364.0,32541254293.0,273267328140.0,67260726419.0,42178218039.0,,4158415863.0,4158415863.0,85082508689.0,0.0,,0.0,,-990099015.0,26.333935,,46534653705.0,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,169975623957.68,33781212782.4,18712676719.84,0.0,43849106223.48,,278771699866.08,15133769295.6,-269836503686.8,38975624188.24,10865636128.32,52467300740.0,1700721647.04,,39361474365.92,3228299637.6,117595560361.72,61892389902.96,,21902267252.12,583640902658.88,27601070106.0,313804398972.08,950410647.72,41601664611.68,22362671127.64,138947681087.2,37119500529.2,92274078315.6,120602853533.28,,199541022240.96,43849106223.48,,576598096488.16,18048386246.32,377057074247.2,23071938128.24,259550534620.48,29471462492.72,65751373475.6,,18048386246.32,18048386246.32,101188465933.68,9125445881.68,55043400616.56,66355529015.2,14687277025.28,-1445980289.32,,14664684873.12,51844186886.12,70790725202.4,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,21313506936.0,0.0,39219331077.0,,297583644807.0,175960347960.0,-281205082136.85,39157373208.0,21995043495.0,21995043495.0,1734820332.0,159665483.0,,185065056809.55,110842627641.0,0.0,103.818358,23358116613.0,593286868289.85,61524163917.0,312081786153.0,4894671651.0,,23915737434.0,138537795084.0,0.0,112518587997.45,100681537125.0,159665483.0,197955391455.0,39219331077.0,,575650560879.0,16356877416.0,377695169424.0,35006195985.0,239219332209.0,65613383271.0,62577447690.0,,16356877416.0,16356877416.0,103531599099.0,0.0,,0.0,,-371747214.0,103.818358,,48265179951.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,827498412.0,0.0,35900700336.0,,284404838832.0,151177594500.0,-288901974432.6,36155315232.0,31635900828.0,31635900828.0,1464035652.0,159665483.0,,169124761981.8,84086569404.0,0.0,-0.398669,3882877164.0,600295992240.6,56524506912.0,311394017808.0,954805860.0,,4455760680.0,143921069964.0,0.0,115280076850.2,92679822144.0,159665483.0,182813495328.0,35900700336.0,,560089117476.0,-63653724.0,377275622148.0,32845321584.0,236600892108.0,65881604340.0,39783577500.0,,-63653724.0,-63653724.0,111075748380.0,0.0,,0.0,,-954805860.0,-0.398669,,44302991904.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,6625000000.0,0.0,38312500000.0,,296875000000.0,147062500000.0,-283665625000.0,31062500000.0,37812500000.0,37812500000.0,1437500000.0,159665483.0,,177434375000.0,97125000000.0,0.0,32.415428,8250000000.0,600603125000.0,68937500000.0,316937500000.0,625000000.0,,8812500000.0,131437500000.0,0.0,119440625000.0,100000000000.0,159665483.0,184875000000.0,38312500000.0,,568562500000.0,5375000000.0,383687500000.0,34562500000.0,231437500000.0,66750000000.0,46562500000.0,,5375000000.0,5375000000.0,96875000000.0,0.0,,0.0,,375000000.0,32.415428,,50562500000.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,173547779166.16,36242778067.72,22613333752.24,0.0,42126390158.4,,300928891296.32,13138333438.44,-302141113528.24,44270000354.16,11783888983.16,64942222741.76,1156666713.92,,36722778071.56,-53333333.76,118877225574.24,76103333942.16,,21791389356.72,602227227040.04,26063889097.4,300086113511.8,-874444397.44,53158333758.6,22311667152.16,125725556561.36,44347222577.0,113862223133.12,124730556553.4,,222360001778.88,42189445713.96,,589937782497.28,22779722583.96,367577780718.4,19429444599.88,250456113114.76,31248889138.88,63917779515.12,,22779722583.96,22779722583.96,93408334080.6,-44360000354.88,53606667095.52,59965000479.72,12887777880.88,2513333348.44,,17673889030.28,54959446059.12,82478889548.72,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,23470588071.0,0.0,43764705576.0,,323352938913.0,128176469691.0,-319914115407.66,45705882033.0,75764705352.0,75764705352.0,1647058812.0,159665483.0,,183675292831.92,125117646183.0,0.0,119.687734,24823529238.0,620208230952.66,66235293654.0,300294115545.0,4176470559.0,,25352940999.0,121823528559.0,0.0,139677646081.08,111941175687.0,159665483.0,203941175043.0,43764705576.0,,596529407589.0,19117646925.0,392588232546.0,28882352739.0,233764704246.0,92294117001.0,68588234814.0,,19117646925.0,19117646925.0,92941175820.0,0.0,,0.0,,-58823529.0,119.687734,,56529411369.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,1941176457.0,0.0,41470587945.0,,310470586062.0,160882351815.0,-319914115407.66,42882352641.0,59882352522.0,59882352522.0,2176470573.0,159665483.0,,169204704697.92,100294116945.0,0.0,7.040455,4941176436.0,640737642573.66,74058823011.0,320823527166.0,705882348.0,,5647058784.0,152470587168.0,0.0,141265881364.08,116941175652.0,159665483.0,220764704337.0,41529411474.0,,622235289762.0,999999993.0,401470585425.0,30823529196.0,269411762820.0,80647058259.0,46411764381.0,,999999993.0,999999993.0,121647057972.0,0.0,,0.0,,-58823529.0,7.040455,,53882352564.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,7944915300.0,0.0,43485169742.0,,309322035680.0,165942797566.0,-288058264371.08,17955508578.0,54502118958.0,54502118958.0,1853813570.0,159665483.0,,172165255228.96,111175848098.0,0.0,50.715142,9798728870.0,607179028921.08,80137712326.0,319120764550.0,-52966102.0,,10434322094.0,173781780662.0,0.0,137156780451.04,98093220904.0,159665483.0,220444916524.0,43485169742.0,,622086867990.0,7944915300.0,401641951466.0,35752118850.0,271875001566.0,82521186916.0,53283898612.0,,7944915300.0,7944915300.0,138029661812.0,0.0,,0.0,,582627122.0,50.715142,,57891949486.0,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,0.0,,23285083036.18,0.0,60093132792.84,,319194645500.56,13698764195.18,-339485582729.86,15675077279.46,9857878500.64,58123584080.56,1960557424.12,,39657569615.9,-11493305899.2,152575628985.82,81073635631.7,,26302848214.06,660129764794.32,47153965103.38,320644182064.46,4246583108.6,48265705579.92,26975811169.48,174959320729.26,36822348187.54,135974253689.72,109062307174.94,,241001030473.44,60093132792.84,33045829125.5,643604018099.74,19600158800.48,402602987626.3,27003089666.4,284021627904.2,48912976436.34,86395981006.9,,19600158800.48,19600158800.48,135778579126.92,-67486611910.54,70825437871.58,52648300853.58,12177651935.94,-443440278.64,,6575695176.2,66179647978.92,88758496619.14,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,25512888105.0,0.0,51183587889.0,,340715414961.0,160021042506.0,-346807471809.33,12519726534.0,89268806421.0,89268806421.0,1893740148.0,159665483.0,,340715414961.0,139242504771.0,0.0,128.019496,26775381537.0,666586537356.33,83219358726.0,319779065547.0,5312993193.0,,27617043825.0,174013678044.0,0.0,,95739085260.0,159665483.0,249289848927.0,51183587889.0,,650710156410.0,20410310484.0,401420307483.0,37980010746.0,269752763304.0,81641241936.0,77958969426.0,,20410310484.0,20410310484.0,136033667298.0,0.0,,0.0,,526038930.0,128.019496,,61283535345.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,3766375557.0,0.0,45524017602.0,,331713974781.0,163264192623.0,-359869542549.93,31331877822.0,60862445595.0,60862445595.0,1801310049.0,159665483.0,,331713974781.0,111299126967.0,0.0,19.59952,5567685606.0,691146836106.93,74508733845.0,331277293557.0,818777295.0,,6932314431.0,157751092170.0,0.0,,105840611667.0,159665483.0,224126638218.0,45469432449.0,,636244543368.0,3275109180.0,412117905150.0,36899563428.0,263591703837.0,80840611593.0,51091703208.0,,3275109180.0,3275109180.0,120851528742.0,0.0,,0.0,,1037117907.0,19.59952,,60207423759.0,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,11837171944.0,0.0,47562935232.0,,338885913528.0,175040171552.0,-353123192597.84,31065881120.0,63256561384.0,63256561384.0,1821103376.0,159665483.0,,338885913528.0,124906266848.0,0.0,55.559384,14943760056.0,690777183253.84,86073915448.0,337653990656.0,2517407608.0,,15586502424.0,158703803032.0,0.0,,117139796568.0,159665483.0,238296732936.0,47562935232.0,,655704339088.0,8998393152.0,417407606152.0,40064274272.0,275843599600.0,79753615496.0,62506695288.0,,8998393152.0,8998393152.0,118639528760.0,0.0,,0.0,,-856989824.0,55.559384,,62399571560.0,,,,,,,,,,,,,,,,,,,,,,,,
