date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyOtherNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments
2006-12-31,1135799.0,495880.0,343721136.0,,,,,4102873.0,4102873.0,1187026.0,39586.0,,,-65144717.0,9493596,-10758514.0,-104857033.0,,8687795,96249710.0,,,,,661826459.0,,12945037.0,1923672.0,6026990,,,2915847.0,0.0,2452054.0,-12996468.0,,14615609.0,651067945.0,,,,,-91911996.0,304961898.0,744756745.0,2660805.0,5106513,5593470,2242320,,,4102873.0,0.0,-106278900.0,-2557666.0,1171542,,399983774.0,1956174.0,,5593470,,-8563281.0,3466606,,-10450846.0,,,,,,,,,,,
2007-03-31,7730359.0,,477678690.0,,,,0.24,31996738.0,31996738.0,4102873.0,48916.0,,,-151862009.0,18058348,-12595219.0,-17320106.0,,13552935,52126572.0,,,,,685914953.0,,10119131.0,-2756954.0,10880802,,42823619.0,27893865.0,136101634.0,,-16147070.0,,17244367.0,673319734.0,,,,0.24,-7200975.0,274167107.0,813949360.0,2672133.0,6045783,10203952,4637681,,,31996738.0,0.0,-34351838.0,-94563502.0,5013234,,334857162.0,,,10203952,43070303.0,1081194.0,7177546,,-10894247.0,,,,,,,,,,,
2007-06-30,30451461.0,,476272127.0,,,,0.23,8588912.0,8588912.0,31996738.0,48986.0,,,-39999999.0,24591291,-15407604.0,-11081163.0,,21683035,-9971101.0,,,,,692641591.0,,-2489589.0,9259629.0,18778745,,49040141.0,-23407826.0,-292238.0,,-18072043.0,,18526442.0,677233987.0,,,,0.23,-13570752.0,279851471.0,802807112.0,2904290.0,13496613,11511582,3021472,,,8588912.0,0.0,-10947136.0,-28719825.0,5381638,,326385021.0,,,11511582,49293328.0,-563845.0,5812546,,-14615019.0,,,,,,,,,,,
2007-09-30,-592882.0,,474897455.0,,,,0.24,7720381.0,7720381.0,8588912.0,49046.0,,,-23500000.0,25678608,-18696023.0,-99682012.0,,22396068,86660004.0,,,,,792697929.0,,16557331.0,-2557623.0,18926403,,49071806.0,-868531.0,0.0,3998644.0,-20546402.0,,20038859.0,774001906.0,,,,0.24,-83124681.0,380387437.0,912518417.0,3469665.0,12061780,11646646,3463786,,,7720381.0,0.0,-104085864.0,-3424762.0,6999768,,437468174.0,1999322.0,,11646646,49371555.0,196345.0,6752205,,-13890042.0,,,,,,,,,,,
2007-12-31,37305373.0,,513120443.0,,,,,94215134.0,94215134.0,7720381.0,52133.0,,,-212194080.0,27959116,-22712733.0,-84897569.0,,23423402,124647901.0,,,,,842904249.0,,12642744.0,-17747694.0,19296942,,,86494753.0,0.0,18386518.0,-27170405.0,,20839338.0,820191516.0,,,,,-72254825.0,480525166.0,1051660686.0,4126460.0,8405774,7877460,4668902,,,94215134.0,0.0,-50795894.0,-3589145.0,10841861,,538385139.0,4329066.0,,7877460,,38651650.0,8662174,,-13679522.0,,,,,,,,,,,
2008-03-31,-3568442.0,,640230894.0,,,,0.21,147001752.0,147001752.0,94215134.0,64902.0,,,-144204757.0,23413233,-18276267.0,-124059.0,,19483499,43582530.0,,,,,834284584.0,,14776692.0,-469087.0,15471502,,52933616.0,52786618.0,128601756.0,,-30546850.0,,19584007.0,816008317.0,,,,0.21,14652633.0,415372109.0,1115776236.0,4011997.0,8454314,11233782,4414136,,,147001752.0,0.0,-5572604.0,-1880103.0,7119866,,475387836.0,,,11233782,53045790.0,-5199161.0,7941731,,-14490308.0,,,,,,,,,,,
2008-06-30,12421272.0,,637285488.0,,,,0.21,3676748.0,3676748.0,147001752.0,64952.0,,,-118165000.0,31098150,-23614558.0,-345056579.0,,26596401,135625965.0,,,,,1095694696.0,,29003295.0,12069088.0,20987544,,64991168.0,-143325004.0,-572925.0,,-34727511.0,,,1072080138.0,,,,0.21,-316053284.0,567397087.0,1265787985.0,5608857.0,8598665,13840660,4772314,,,3676748.0,,-307954264.0,,12403689,18399668.0,625097335.0,,,13840660,65173660.0,-317298.0,10110606,,-14591686.0,,,,,,,,,,,
2008-09-30,-8852830.0,,628462142.0,,,,0.12,9611295.0,9611295.0,3676748.0,65020.0,0.0,,-5240000.0,33117401,-34262791.0,-42644566.0,1461119.0,28126575,19821128.0,48098969.0,,,,1135627693.0,51246099.0,16358097.0,-521212.0,17501779,0.0,65059876.0,5934547.0,221136.0,-1508332.0,-45246483.0,,,1101364902.0,1250452400.0,19739430.0,0.0,0.12,-26286469.0,605402250.0,1298551369.0,11301670.0,7090653,7502212,4990826,0.0,618584063.0,9611295.0,,-30244678.0,,10411126,19417133.0,669571097.0,,,7502212,65177364.0,-145446.0,15615622,33117401.0,-18014562.0,16476665.0,,,,,,,,,,
2008-12-31,67655000.0,,618358000.0,,,,,11748000.0,11748000.0,9611295.0,65000.0,16698000.0,,-290243.0,29934217,-40334000.0,-42884796.0,1255289.0,19913494,17249377.0,169809000.0,,,,1181965000.0,54473000.0,9778916.0,-13905789.0,13842307,13645000.0,,2136839.0,81033.0,6832299.0,-56698000.0,,,1141631000.0,1141631000.0,32840000.0,0.0,,-33105880.0,638366000.0,1311440000.0,5612476.0,3077617,1910346,10020723,0.0,638366000.0,11748000.0,,-24891454.0,-21811167.0,10772772,16110000.0,692839000.0,,,1910346,,2552905.0,16091910,29934217.0,-18001444.0,0.0,,,,,,,,,,
2009-03-31,236000.0,,690088000.0,,,,0.14,11209000.0,11209000.0,11748000.0,79000.0,0.0,,-68305000.0,32373000,-41675000.0,-1348000.0,1487000.0,25873000,-12657000.0,44930000.0,,,,1177344000.0,28872000.0,18311000.0,1667000.0,19530000,0.0,76432000.0,-539000.0,67890000.0,,-65336000.0,,12928000.0,1135669000.0,1264724000.0,20906000.0,919000.0,0.14,16963000.0,563010000.0,1309654000.0,6343000.0,10067000,10710000,5678000,0.0,590458000.0,11209000.0,,-6193000.0,-5081000.0,9463000,,619330000.0,,,10710000,76432000.0,1040000.0,11924000,31454000.0,-13282000.0,15052000.0,,,,,,,,,,
2009-06-30,2789000.0,,683193000.0,,,,0.09,7922000.0,7922000.0,11209000.0,78000.0,0.0,,-1101000.0,31514000,-47712000.0,-355000.0,1409000.0,24623000,-15976000.0,47245000.0,,,,1177266000.0,39343000.0,10855000.0,-4752000.0,17815000,0.0,78615795.0,-3287000.0,-42000.0,,-73597000.0,,,1129554000.0,1253969000.0,,1191000.0,0.09,10500000.0,562692000.0,1301214000.0,6808000.0,8438000,7846000,5800000,0.0,578456000.0,7922000.0,0.0,1834000.0,-600000.0,9431000,13258000.0,617799000.0,,,7846000,78615795.0,1324000.0,12508000,30323000.0,-16157000.0,14982000.0,,,,,,,,,,
2009-09-30,248000.0,,678788136.0,,,,0.13,13094072.0,13094072.0,7922000.0,78658.0,0.0,,2699000.0,34093352,-54176752.0,-3154000.0,1386000.0,26982355,-12563000.0,57498000.0,,,,1180227868.0,45815000.0,21277000.0,-2290000.0,20516996,0.0,78665187.0,5172000.0,-5000.0,6961000.0,-79382621.0,,,1126051116.0,1250300000.0,,2251585.0,0.13,18123000.0,566184629.0,1307798795.0,6575000.0,11120530,10373939,4859412,0.0,582977000.0,13094000.0,-12794.0,-3542000.0,-636000.0,9390069,12770977.0,628791383.0,,,10373939,78665187.0,906000.0,11324771,31841767.0,-16163000.0,14328000.0,,,,,,,,,,
2009-12-31,-11050000.0,,671445000.0,,,,,15307000.0,15307000.0,13094000.0,79000.0,0.0,,9675000.0,31770000,-60302000.0,4436000.0,1206000.0,25614000,-5860000.0,62691000.0,,,,1183639000.0,44597000.0,12308000.0,4473000.0,19031000,0.0,,2213000.0,160000.0,-6080000.0,-88093000.0,,,1123337000.0,1247207000.0,,1751000.0,,16744000.0,576678000.0,1309898000.0,6583000.0,9647000,7400000,4759000,0.0,593726000.0,15307000.0,,-4235000.0,-16926000.0,9379000,15350000.0,638323000.0,,,7400000,,-3038000.0,10988000,30019000.0,-16047000.0,13028000.0,,,,,,,,,,
2010-03-31,0.0,,663382000.0,,,5247000.0,-0.04,10798000.0,10798000.0,15307000.0,80000.0,0.0,,-12285000.0,33710000,-67182000.0,-1448000.0,1529000.0,26633000,-17030000.0,66420000.0,,,,1184375000.0,30079000.0,11070000.0,-2361000.0,19595000,0.0,79176000.0,-4509000.0,9555000.0,-2472000.0,-107240000.0,,10832000.0,1117193000.0,1221891000.0,29456000.0,1066000.0,-0.04,9622000.0,565222000.0,1288311000.0,7038000.0,-1878000,-2822000,6169000,0.0,594724000.0,10798000.0,-12000000.0,1451000.0,-2348000.0,9473000,,624803000.0,,,-2822000,79176000.0,-369000.0,13049000,32644000.0,-16110000.0,13063000.0,,,,,,,,,,
2010-06-30,0.0,,922703000.0,-3160000.0,,40635000.0,0.06,121637000.0,121637000.0,10798000.0,110000.0,0.0,,-329011000.0,31207000,-67117000.0,-86991000.0,2355000.0,20872000,72360000.0,178773000.0,,,,1188812000.0,38053000.0,15880000.0,13268000.0,14727000,0.0,103498000.0,110839000.0,278915000.0,1903000.0,-123343000.0,,21366000.0,1121695000.0,1203512000.0,29292000.0,1111000.0,0.06,-71111000.0,382302000.0,1382285000.0,6145000.0,-15000,6223000,9464000,0.0,421418000.0,121637000.0,,22599000.0,-6045000.0,8557000,,459471000.0,,,6223000,103498000.0,-7540000.0,15369000,30096000.0,-16325000.0,30113000.0,,,,,,,,,,
2010-09-30,0.0,,906522000.0,-7005000.0,,650000.0,0.08,106481000.0,106481000.0,121637000.0,110000.0,0.0,,-12229000.0,29216000,-71830000.0,-990000.0,1366000.0,22518000,-34126000.0,163370000.0,,,,1190494000.0,66632000.0,20543000.0,-1400000.0,16067000,0.0,110046000.0,-15156000.0,0.0,3468000.0,-136750000.0,,,1118664000.0,1198639000.0,28233000.0,600000.0,0.08,19553000.0,370013000.0,1362009000.0,6451000.0,9108000,8919000,6213000,0.0,388737000.0,106481000.0,-342000.0,-1573000.0,-1233000.0,8092000,21266000.0,455369000.0,,,8919000,110046000.0,429000.0,12549000,28616000.0,-22326000.0,28821000.0,,,,,,,,,,
2010-12-31,90486000.0,,899462000.0,-3641000.0,35004000.0,,,98408000.0,98408000.0,106481000.0,110000.0,0.0,,-440000.0,29859000,-76094000.0,-55017000.0,1366000.0,4296000,-21521000.0,153496000.0,,,,997365000.0,59111000.0,13144000.0,-26186000.0,14816000,0.0,,-8073000.0,-404000.0,1006000.0,-148530000.0,,,921271000.0,1195318000.0,28912000.0,2350000.0,,-41873000.0,369970000.0,1348814000.0,6678000.0,6799000,10593000,6689000,20157000.0,390127000.0,98408000.0,-160000.0,304000.0,-11302000.0,7887000,23137000.0,449238000.0,,,10593000,,1649000.0,12693000,27509000.0,-22326000.0,23058000.0,,,,,,,,,,
2011-03-31,580000.0,,890160000.0,-3124000.0,,,0.09,7010000.0,7010000.0,98408000.0,110000.0,0.0,,-6945000.0,35699000,-83988000.0,-178133000.0,1838000.0,26915000,72332000.0,64663000.0,10676000.0,,,1223512000.0,58695000.0,19286000.0,-3976000.0,20871000,0.0,110400000.0,-91398000.0,0.0,1530000.0,-160154000.0,,,1139524000.0,1384425000.0,30675000.0,61000.0,0.09,-158847000.0,476354000.0,1449088000.0,,10676000,10780000,6874000,23768000.0,500122000.0,7010000.0,-2040000.0,-183016000.0,-5463000.0,8155000,20877000.0,558817000.0,,,10780000,110408000.0,3251000.0,14767000,35638000.0,-22374000.0,24033000.0,,,,,,,,,,
2011-06-30,889000.0,,868597000.0,-6710000.0,,,0.02,227906000.0,227906000.0,7010000.0,111000.0,0.0,,-150791000.0,36448000,-92343000.0,-4597000.0,1823000.0,23616000,204197000.0,287566000.0,2684000.0,,,1227251000.0,67224000.0,20406000.0,-3559000.0,20019000,0.0,110589000.0,220896000.0,0.0,5769000.0,-179931000.0,,,1134908000.0,1391154000.0,32983000.0,256000.0,0.02,15809000.0,718309000.0,1678720000.0,,2684000,2640000,7818000,24485000.0,742794000.0,227906000.0,-4969000.0,-3707000.0,1000.0,12387000,20847000.0,810018000.0,,,2640000,110600000.0,-13802000.0,16173000,36192000.0,-22410000.0,36268000.0,,,,,,,,,,
2011-09-30,-1469000.0,,837564000.0,-11982000.0,,,0.0,114368000.0,114368000.0,227906000.0,111000.0,0.0,,-80074000.0,37791000,-100772000.0,-26078000.0,1632000.0,21034000,-104987000.0,177793000.0,474000.0,,,1258288000.0,81242000.0,27436000.0,-5349000.0,23313000,0.0,110714000.0,-113538000.0,0.0,6018000.0,-204343000.0,,,1157516000.0,1417896000.0,34603000.0,312000.0,0.0,1358000.0,649013000.0,1595689000.0,8625000.0,474000,425000,5736000,27770000.0,676783000.0,114368000.0,-10955000.0,-35987000.0,-11338000.0,11935000,23576000.0,758025000.0,,,425000,110719000.0,-2503000.0,14166000,37479000.0,-22410000.0,95380000.0,,,,,,,,,,
2011-12-31,4289000.0,,828815000.0,-12231000.0,43093000.0,,,102726000.0,102726000.0,114368000.0,111000.0,0.0,,-8452000.0,33382000,-93430000.0,-60702000.0,1690000.0,27170000,19127000.0,166581000.0,5597000.0,,,1221999000.0,74432000.0,12142000.0,7364000.0,17907000,0.0,,-11642000.0,0.0,-13769000.0,-214059000.0,,,1128569000.0,1455293000.0,33993000.0,461000.0,,-48560000.0,689849000.0,1621874000.0,10223000.0,5597000,12692000,6791000,28778000.0,718627000.0,102726000.0,-998000.0,-42911000.0,-24730000.0,11350000,23307000.0,793059000.0,,,12692000,,-8635000.0,15014000,32921000.0,-22407000.0,43792000.0,,,,,,,,,,
2012-03-31,1184000.0,,1034747000.0,-11732000.0,,,0.08,126500000.0,126500000.0,102726000.0,134000.0,0.0,,-89658000.0,43391000,-112484000.0,-6093000.0,1858000.0,32206000,401831000.0,195643000.0,10485000.0,,,1282373000.0,84822000.0,23352000.0,-1972000.0,26722000,0.0,124906000.0,23774000.0,220193000.0,3095000.0,-230676000.0,,,1169889000.0,1852819000.0,35493000.0,331000.0,0.08,17259000.0,900225000.0,2048462000.0,8909000.0,10485000,10564000,7592000,28668000.0,928893000.0,126500000.0,-3425000.0,-401409000.0,-396500000.0,12812000,22544000.0,1013715000.0,,200285000.0,10564000,124906000.0,-6292000.0,16338000,43060000.0,-22412000.0,52438000.0,,,,,,,,,,
2012-06-30,5489000.0,,1027583000.0,-12777000.0,,,0.14,127639000.0,127639000.0,126500000.0,134000.0,0.0,,89544000.0,51070000,-119271000.0,-411062000.0,1779000.0,43974000,-26859000.0,202650000.0,,,,1275846000.0,81583000.0,21071000.0,108000.0,34946000,0.0,134715000.0,1139000.0,-33000.0,-8629000.0,-238541000.0,,,1156575000.0,1835881000.0,36973000.0,639000.0,0.14,-389991000.0,900204000.0,2038531000.0,,20640000,19316000,6697000,0.0,929365000.0,127639000.0,583000.0,6927000.0,,14889000,22496000.0,1010948000.0,,201156000.0,19316000,134715000.0,407000.0,15485000,50431000.0,-27177000.0,318432000.0,,,,,,,,,,
2012-09-30,1541000.0,,1033158000.0,-13220000.0,,,0.23,36163000.0,36163000.0,127639000.0,135000.0,0.0,,-57000.0,53655000,-120215000.0,-225265000.0,1793000.0,46856000,83862000.0,116322000.0,,,,1269341000.0,84671000.0,30286000.0,-3601000.0,37894000,0.0,134781000.0,-91476000.0,-53000.0,706000.0,-234264000.0,,,1149126000.0,2042077000.0,38065000.0,218000.0,0.23,-194979000.0,1025183000.0,2158399000.0,,23480000,31464000,7052000,0.0,1040570000.0,36163000.0,632000.0,-205624000.0,,15046000,20374000.0,1125241000.0,,312050000.0,31464000,134782000.0,-13847000.0,15543000,53437000.0,-27181000.0,422724000.0,,,,,,,,,,
2012-12-31,1424000.0,,1049813845.0,-12482210.0,40489000.0,,0.21,37311207.0,37311207.0,36163000.0,136336.0,0.0,65961000.0,-61000.0,57406889,-126733639.0,-23640000.0,2207000.0,49711400,-12430000.0,120757619.0,23894277.0,,,1280714967.0,65960792.0,30600000.0,-1953000.0,41320999,0.0,134922510.0,1148000.0,12941000.0,-5839000.0,-233494130.0,,20609467.0,1153981328.0,2058128033.0,83446412.0,455322.0,0.21,673020000.0,1025159854.0,2178885652.0,,23894277,28555960,7240167,17341694.0,1063111015.0,37311000.0,-17426722.0,-17022000.0,,15513000,20609467.0,1129071807.0,,314411549.0,28555960,134930189.0,1872000.0,15630568,56951567.0,-27182000.0,221085156.0,,,,,,,,,,
2013-03-31,1290000.0,-4550000.0,1221570160.0,-11655257.0,,2090000.0,0.18,75675211.0,75675211.0,37311000.0,149141.0,220299834.0,65621000.0,-125064000.0,58440590,-135380788.0,-13526000.0,1919000.0,50207055,23549000.0,164074486.0,26211990.0,,0.0,1293913393.0,65620577.0,27051000.0,-3669000.0,41559905,0.0,140346579.0,38364000.0,172914000.0,-6338000.0,-237398195.0,,19384238.0,1158532605.0,2063121344.0,88399275.0,415339.0,0.19,27051000.0,900133586.0,2227195830.0,8929000.0,26211990,26156492,7818196,20487269.0,940005093.0,75675000.0,-15347915.0,-12236000.0,-800000.0,15424000,19384238.0,1005625670.0,-1788000.0,315638905.0,26156492,141526311.0,3485000.0,16465346,58025251.0,-27786000.0,220299834.0,,,,,,,,,,
2013-06-30,703000.0,-4393000.0,1222840096.0,-9875670.0,,,0.18,26072345.0,26072345.0,75675000.0,149314.0,0.0,58694000.0,28940000.0,57473023,-141877101.0,-19645000.0,2285000.0,49598369,-3264000.0,121650637.0,25304789.0,,-75000000.0,1295228818.0,58694110.0,29194000.0,2121000.0,40880725,0.0,149508958.0,-49603000.0,-61000.0,-9560000.0,-240131752.0,,25413091.0,1153351717.0,2132825076.0,95578292.0,649284.0,0.18,29194000.0,929073531.0,2254475713.0,8998000.0,25304789,27347826,7225370,18454885.0,972941507.0,26072000.0,-15575936.0,-75533000.0,-500000.0,14641000,25413091.0,1031635617.0,-5167000.0,391904435.0,27347826,151055855.0,-2083000.0,15943014,56823739.0,-30060000.0,218918924.0,,,,,,,,,,
