date,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock
1995-12-31,-53500000.0,27700000.0,111100000,-12800000,4900000.0,106700000.0,-36900000.0,0.0,,121600000.0,5000000.0,,-0.08625,234500000.0,104600000.0,106200000.0,,-101400000.0,427826087.0,,13900000,-5700000.0,,,171400000.0,4400000.0,,-900000.0,,,119500000.0,4700000.0,,15500000.0,427826087.0,66500000.0,-100000.0,-36900000,,113100000.0,15400000.0,400000.0,-10800000.0,4900000.0,4900000.0,300000.0,-23700000.0,8400000.0,-36900000.0,,0.0,9700000.0,-56800000.0,-0.08625,,-18600000.0,-8400000.0,,,47800000.0,,26300000.0,84900000.0,-29400000.0,,,1000000.0,293000000.0,58500000.0,34500000.0,34500000.0,70100000.0,26700000.0,,20900000.0,0.0,
1996-03-31,-50000000.0,-4400000.0,115900000,8400000,-5600000.0,97800000.0,7900000.0,0.0,,117600000.0,3300000.0,,,236900000.0,117500000.0,102200000.0,,-92000000.0,,,10900000,500000.0,,,180300000.0,18100000.0,,2000000.0,,,89400000.0,500000.0,,15400000.0,,43600000.0,0.0,7900000,,114900000.0,15400000.0,100000.0,-7900000.0,1200000.0,800000.0,400000.0,-100000.0,7900000.0,7900000.0,,0.0,8800000.0,-65800000.0,,,9800000.0,7300000.0,,0.0,51700000.0,7900000.0,43300000.0,78700000.0,1900000.0,,,500000.0,297900000.0,61000000.0,41800000.0,41800000.0,50300000.0,2500000.0,,23400000.0,0.0,
1996-06-30,-55000000.0,3900000.0,109200000,2400000,-24200000.0,94300000.0,3000000.0,0.0,,107700000.0,200000.0,,0.0075,229400000.0,119200000.0,92300000.0,,-89400000.0,400000000.0,,9000000,,,,187700000.0,14900000.0,,-100000.0,,,91900000.0,2000000.0,,15300000.0,400000000.0,62300000.0,100000.0,3000000,,127200000.0,15400000.0,,-8000000.0,4100000.0,4000000.0,300000.0,1300000.0,6000000.0,3000000.0,,0.0,12300000.0,-65800000.0,0.0075,,13700000.0,-6200000.0,,300000.0,53400000.0,3300000.0,23000000.0,70000000.0,5700000.0,,,300000.0,295400000.0,66000000.0,35500000.0,35500000.0,38900000.0,6600000.0,,22300000.0,41800000.0,
1996-09-30,-40000000.0,3100000.0,109200000,-400000,-25800000.0,96600000.0,900000.0,0.0,,108600000.0,2200000.0,,0.0025,234300000.0,119300000.0,93300000.0,,-88500000.0,360000000.0,,7700000,,,,189000000.0,12600000.0,,0.0,,,97000000.0,3400000.0,,15300000.0,360000000.0,68100000.0,0.0,900000,,141800000.0,15300000.0,,-13700000.0,400000.0,300000.0,300000.0,1800000.0,2500000.0,900000.0,,-100000.0,9800000.0,-65800000.0,0.0025,,14500000.0,-11000000.0,,100000.0,53500000.0,1000000.0,20800000.0,69900000.0,800000.0,,,,297600000.0,63300000.0,24600000.0,24600000.0,27900000.0,8100000.0,,23400000.0,0.0,
1996-12-31,-92300000.0,24300000.0,124100000,14700000,-9800000.0,109000000.0,13900000.0,0.0,,142500000.0,-6900000.0,,0.03125,236100000.0,118900000.0,127300000.0,,-74700000.0,444800000.0,,21600000,1500000.0,,,205300000.0,15100000.0,,100000.0,,,94300000.0,-2500000.0,,15200000.0,444800000.0,66400000.0,0.0,13900000,,99700000.0,15200000.0,,-1300000.0,1100000.0,1100000.0,400000.0,1900000.0,5100000.0,13900000.0,,100000.0,58600000.0,-65800000.0,0.03125,,39700000.0,31900000.0,,2400000.0,53100000.0,16300000.0,21000000.0,101300000.0,38400000.0,,,,347800000.0,111700000.0,56500000.0,56500000.0,83700000.0,6900000.0,,26000000.0,0.0,
1997-03-31,-40100000.0,300000.0,129700000,18300000,7600000.0,112000000.0,8200000.0,0.0,,123700000.0,8100000.0,,,238200000.0,136900000.0,108600000.0,,-66400000.0,,,29900000,,,,218000000.0,17700000.0,,0.0,,,93700000.0,500000.0,,15100000.0,,58000000.0,0.0,8200000,,90200000.0,15100000.0,,-4900000.0,6500000.0,6300000.0,400000.0,-8100000.0,4500000.0,8200000.0,,0.0,51900000.0,-85300000.0,,,26500000.0,39300000.0,,1400000.0,51600000.0,9600000.0,24100000.0,78300000.0,21600000.0,,,,341700000.0,103500000.0,95800000.0,95800000.0,52600000.0,11600000.0,,30300000.0,0.0,
1997-06-30,-54300000.0,11100000.0,135000000,21800000,-21300000.0,120500000.0,18500000.0,0.0,,128800000.0,1200000.0,,0.04125,258900000.0,136800000.0,113800000.0,,-47900000.0,448484848.0,-8400000.0,28200000,,,,236800000.0,14500000.0,,-300000.0,,,98700000.0,1100000.0,,15100000.0,462500000.0,70700000.0,-100000.0,18500000,,102900000.0,15000000.0,,-7000000.0,8700000.0,300000.0,300000.0,2500000.0,3300000.0,18500000.0,,0.0,55200000.0,-85300000.0,0.04,,37200000.0,16000000.0,,5500000.0,51500000.0,24000000.0,21600000.0,83100000.0,30200000.0,,,,365600000.0,106700000.0,111700000.0,111700000.0,40300000.0,6400000.0,,30700000.0,95800000.0,
1997-09-30,-66200000.0,-900000.0,139000000,22700000,-36600000.0,123500000.0,20600000.0,0.0,,140700000.0,,,0.04625,261100000.0,137100000.0,125600000.0,,-27300000.0,445405405.0,0.0,29600000,,,,261600000.0,15500000.0,,-4300000.0,,,100800000.0,900000.0,,15100000.0,470857143.0,70300000.0,0.0,20600000,,96300000.0,15100000.0,,-7400000.0,6300000.0,6300000.0,300000.0,4400000.0,2300000.0,20600000.0,,0.0,89400000.0,-85300000.0,0.04375,,26600000.0,-5200000.0,,6100000.0,51800000.0,26700000.0,23600000.0,94400000.0,19200000.0,,,,402300000.0,141200000.0,106600000.0,106600000.0,41300000.0,6900000.0,,31200000.0,0.0,
1997-12-31,-56400000.0,-5400000.0,148200000,26000000,-17800000.0,132500000.0,21800000.0,0.0,,149300000.0,,,0.04875,282900000.0,152600000.0,135000000.0,,-5400000.0,447179487.0,-12900000.0,32900000,0.0,,,277600000.0,15700000.0,,-3600000.0,,,106500000.0,-1600000.0,,14300000.0,471351351.0,77700000.0,0.0,21800000,,107500000.0,14300000.0,,-5700000.0,8700000.0,-4200000.0,300000.0,3400000.0,3900000.0,21800000.0,,0.0,93800000.0,-102400000.0,0.04625,,23700000.0,200000.0,,7300000.0,50200000.0,29100000.0,21900000.0,101000000.0,18000000.0,,,,426900000.0,144000000.0,106700000.0,106700000.0,47900000.0,6900000.0,,34000000.0,0.0,
1998-03-31,-65900000.0,19900000.0,156100000,29800000,-20300000.0,141100000.0,24100000.0,0.0,,159000000.0,,,,328500000.0,158100000.0,153000000.0,,18700000.0,,0.0,36300000,-7000000.0,,,317500000.0,15000000.0,,8200000.0,,,111300000.0,600000.0,,6000000.0,,80600000.0,0.0,24100000,,121100000.0,6000000.0,8300000.0,-7200000.0,9400000.0,9400000.0,300000.0,2800000.0,3200000.0,24100000.0,,0.0,98000000.0,-108100000.0,,,43400000.0,32300000.0,,8000000.0,50000000.0,32100000.0,24200000.0,110500000.0,36200000.0,,,,476500000.0,148000000.0,139000000.0,139000000.0,44600000.0,6500000.0,,34200000.0,0.0,
1998-06-30,-88000000.0,4500000.0,153100000,-500000,-51200000.0,139900000.0,-5300000.0,0.0,,168100000.0,100000.0,,-0.01125,312500000.0,164900000.0,154200000.0,,13400000.0,471111111.0,,6600000,-3800000.0,,,318100000.0,13200000.0,,-400000.0,,,140400000.0,-400000.0,,14000000.0,471111111.0,79000000.0,-100000.0,-5300000,,121700000.0,13900000.0,8300000.0,-42700000.0,9800000.0,9800000.0,300000.0,1300000.0,3600000.0,-5300000.0,,0.0,123000000.0,-114200000.0,-0.01125,,31900000.0,-13900000.0,,5700000.0,50700000.0,400000.0,54300000.0,110700000.0,-10800000.0,,,,486200000.0,173700000.0,125100000.0,125100000.0,79900000.0,7100000.0,,35200000.0,139000000.0,
1998-09-30,-34100000.0,-3900000.0,140100000,11900000,-11700000.0,126300000.0,2300000.0,0.0,,187200000.0,0.0,,0.005,284000000.0,173100000.0,175900000.0,,-2800000.0,460000000.0,,19600000,-500000.0,,,280700000.0,13800000.0,,-45100000.0,,,114400000.0,-700000.0,,11400000.0,460000000.0,80900000.0,-100000.0,2300000,,130000000.0,11300000.0,8300000.0,29300000.0,1400000.0,-38400000.0,300000.0,-6600000.0,4500000.0,2300000.0,,0.0,131900000.0,-121100000.0,0.005,,10600000.0,-42800000.0,,2700000.0,52000000.0,5000000.0,25800000.0,128600000.0,39900000.0,,,,467900000.0,183900000.0,82300000.0,82300000.0,38200000.0,7700000.0,,39000000.0,0.0,
1998-12-31,-6500000.0,9300000.0,165100000,32500000,36000000.0,148600000.0,16200000.0,0.0,,227700000.0,0.0,,0.03625,290500000.0,174900000.0,220300000.0,,11100000.0,446896552.0,-16500000.0,42600000,0.0,,,277600000.0,16500000.0,,-45600000.0,,,116100000.0,-2200000.0,,6000000.0,462857143.0,81600000.0,1400000.0,16200000,,71800000.0,7400000.0,33300000.0,-5800000.0,5500000.0,-11000000.0,500000.0,-4500000.0,6900000.0,16200000.0,,0.0,113900000.0,-121100000.0,0.035,,43400000.0,67800000.0,,11200000.0,53800000.0,27400000.0,24400000.0,138800000.0,37600000.0,,,47100000.0,505300000.0,214800000.0,150200000.0,150200000.0,93900000.0,10100000.0,,48200000.0,0.0,
1999-03-31,-28400000.0,7100000.0,175700000,34300000,-12700000.0,152400000.0,37000000.0,0.0,,218400000.0,-200000.0,,,316500000.0,191000000.0,216900000.0,,48100000.0,,0.0,45600000,-4200000.0,,,345100000.0,23300000.0,,74500000.0,,,118100000.0,300000.0,,1500000.0,,80300000.0,0.0,37000000,,79800000.0,1500000.0,,-86200000.0,2700000.0,-22400000.0,700000.0,16800000.0,6400000.0,37000000.0,,-25100000.0,82700000.0,-138100000.0,,,37600000.0,3800000.0,,13400000.0,52900000.0,50400000.0,26500000.0,171000000.0,-48600000.0,,,111400000.0,563500000.0,247000000.0,153900000.0,153900000.0,26500000.0,11300000.0,,45900000.0,0.0,
1999-06-30,-20000000.0,20300000.0,175100000,30500000,-2000000.0,152400000.0,23700000.0,0.0,,205500000.0,100000.0,,0.0525,325700000.0,168000000.0,204400000.0,,63700000.0,451428571.0,-18700000.0,42500000,200000.0,,,360100000.0,22700000.0,,-14500000.0,,,121900000.0,-100000.0,,1100000.0,462439024.0,82300000.0,0.0,23700000,,59400000.0,1100000.0,,-7100000.0,9800000.0,-9300000.0,,4900000.0,6400000.0,23700000.0,,0.0,117100000.0,-114200000.0,0.05125,,56300000.0,45600000.0,,11700000.0,53800000.0,35400000.0,27600000.0,164600000.0,49200000.0,,,69000000.0,565600000.0,239900000.0,199500000.0,199500000.0,39600000.0,12000000.0,,39800000.0,153900000.0,
1999-09-30,-100000.0,-6800000.0,182500000,32100000,-57500000.0,162700000.0,25800000.0,192700000.0,,207500000.0,-700000.0,,0.05625,338000000.0,206800000.0,206600000.0,,89500000.0,458666667.0,0.0,48300000,-2000000.0,,,413800000.0,19800000.0,,-9600000.0,,,130600000.0,0.0,,900000.0,480000000.0,85900000.0,0.0,25800000,,39700000.0,900000.0,,-50800000.0,16100000.0,15900000.0,,4600000.0,6500000.0,25800000.0,,-100000.0,89100000.0,-150700000.0,0.05375,,33800000.0,-6700000.0,,13300000.0,56100000.0,39100000.0,28500000.0,159200000.0,-17000000.0,,,138100000.0,621300000.0,283300000.0,210300000.0,210300000.0,3000000.0,16200000.0,-16600000.0,47400000.0,0.0,600000.0
1999-12-31,-169400000.0,93100000.0,200800000,43400000,-89000000.0,176500000.0,89000000.0,213600000.0,,231400000.0,700000.0,,0.19,511600000.0,198900000.0,230400000.0,,178500000.0,467200000.0,0.0,54500000,-24500000.0,,,561000000.0,24300000.0,,-43600000.0,,,133100000.0,-1900000.0,,1000000.0,504160000.0,93300000.0,0.0,89000000,,53700000.0,1000000.0,,34700000.0,25500000.0,25600000.0,,88600000.0,7700000.0,89000000.0,,100000.0,126000000.0,-144000000.0,0.17625,,84700000.0,20800000.0,,46200000.0,54900000.0,135200000.0,28700000.0,188300000.0,119400000.0,,,99900000.0,792400000.0,280800000.0,404500000.0,404500000.0,14300000.0,11100000.0,-17300000.0,42100000.0,192700000.0,600000.0
2000-03-31,-390739000.0,2350000.0,187225000,41221000,-181978000.0,164865000.0,31548000.0,87973000.0,,228070000.0,,,,545537000.0,201205000.0,226517000.0,,210099000.0,,-30000.0,52535000,37000.0,,,617957000.0,22360000.0,,22139000.0,,,123644000.0,1850000.0,,1553000.0,,87505000.0,0.0,31548000,,61046000.0,1553000.0,,-5255000.0,19914000.0,19292000.0,,784000.0,5675000.0,31548000.0,,0.0,131543000.0,-149300000.0,,,49424000.0,-115590000.0,,15943000.0,51905000.0,47491000.0,24825000.0,183487000.0,44169000.0,,,117042000.0,846027000.0,300490000.0,431550000.0,431550000.0,233977000.0,11314000.0,-28408000.0,43030000.0,213600000.0,603000.0
2000-06-30,-140807000.0,40135000.0,191358000,45321000,-42265000.0,174088000.0,38397000.0,149033000.0,,269156000.0,,,0.07875,647189000.0,206790000.0,267052000.0,,248496000.0,483984000.0,,61343000,-1151000.0,,,660163000.0,17270000.0,,6686000.0,,,128767000.0,3085000.0,,2104000.0,513984000.0,86976000.0,0.0,38397000,,69450000.0,2104000.0,,-8300000.0,11755000.0,11574000.0,,6233000.0,2532000.0,38397000.0,,0.0,120269000.0,-154224000.0,0.075,,93403000.0,61060000.0,,19909000.0,52566000.0,58306000.0,25769000.0,218781000.0,85103000.0,,,109295000.0,929319000.0,282130000.0,522922000.0,522922000.0,100156000.0,16022000.0,-36191000.0,48271000.0,87973000.0,609000.0
2000-09-30,-270493000.0,-26434000.0,192296000,46423000,-117614000.0,174738000.0,39113000.0,77526000.0,,281309000.0,,,0.08,671845000.0,215495000.0,278597000.0,,287610000.0,488088000.0,,60955000,100000.0,,,692643000.0,17558000.0,,-7659000.0,,,128315000.0,-454000.0,,,511584000.0,85072000.0,,39113000,,68522000.0,2712000.0,,-16964000.0,4231000.0,4231000.0,,4992000.0,2895000.0,39113000.0,,0.0,138798000.0,-154297000.0,0.07625,,27311000.0,-87534000.0,,20259000.0,61198000.0,59372000.0,28711000.0,225852000.0,10347000.0,,,102111000.0,973952000.0,302107000.0,507829000.0,507829000.0,177502000.0,14532000.0,-48307000.0,52745000.0,149033000.0,611000.0
2000-12-31,-40890000.0,39514000.0,219294000,46157000,76888000.0,195535000.0,13874000.0,255536000.0,,362005000.0,,,0.0275,911936000.0,253392000.0,359642000.0,,301483000.0,504568000.0,,65621000,-4013000.0,,,1630300000.0,23759000.0,,-8588000.0,,,149378000.0,-1708000.0,,,523872000.0,98390000.0,,13874000,,73733000.0,2363000.0,,-8689000.0,7627000.0,7808000.0,,-18708000.0,4636000.0,13874000.0,,181000.0,115807000.0,-176387000.0,0.02625,,92535000.0,178010000.0,,22372000.0,77005000.0,36246000.0,31524000.0,300169000.0,83846000.0,,,887557000.0,1992305000.0,1080369000.0,715904000.0,715904000.0,97641000.0,19464000.0,-39145000.0,59473000.0,77526000.0,760000.0
2001-03-31,-157586000.0,58338000.0,250606000,29640000,107211000.0,217310000.0,-27448000.0,227923000.0,,415080000.0,,,,781901000.0,263562000.0,412717000.0,,106291000.0,,,100463000,-13269000.0,,,1376501000.0,33296000.0,713550000.0,-2699000.0,116661000.0,89805000.0,187670000.0,-1313000.0,183256000.0,2363000.0,,124267000.0,0.0,-27448000,,25932000.0,2363000.0,,-27219000.0,22819000.0,-221954000.0,,-20558000.0,5855000.0,-27448000.0,,-363000.0,94724000.0,-170343000.0,,,111274000.0,-11586000.0,,14304000.0,93219000.0,-13144000.0,40669000.0,73547000.0,84055000.0,,,104287000.0,1791581000.0,1009680000.0,557027000.0,557027000.0,294715000.0,70823000.0,-49767000.0,66109000.0,255536000.0,720000.0
2001-06-30,-205813000.0,5858000.0,228036000,-19180000,-140855000.0,185915000.0,-21218000.0,204875000.0,,399937000.0,,,-0.03625,849314000.0,,397574000.0,,85073000.0,586400000.0,,46823000,,,,1434427000.0,42121000.0,,-10819000.0,115829000.0,78161000.0,205095000.0,3349000.0,207778000.0,2363000.0,586400000.0,116108000.0,0.0,-21218000,,24828000.0,2363000.0,,-28093000.0,58963000.0,58963000.0,,1938000.0,2464000.0,-21218000.0,,0.0,105188000.0,,-0.03625,,54069000.0,-23048000.0,,11563000.0,109218000.0,-9655000.0,39471000.0,56508000.0,25976000.0,,,766744000.0,1834364000.0,985050000.0,629573000.0,629573000.0,103870000.0,66003000.0,-51175000.0,55127000.0,227923000.0,742000.0
2001-09-30,-90782000.0,10234000.0,242372000,-6751000,103118000.0,198477000.0,-11812000.0,165829000.0,,437023000.0,,,-0.02,721335000.0,300945000.0,434660000.0,,-56583000.0,583200000.0,,56318000,,,,1235686000.0,43895000.0,,10519000.0,141429000.0,87290000.0,205228000.0,-4509000.0,234270000.0,2363000.0,583200000.0,115256000.0,0.0,-11812000,,24978000.0,2363000.0,,-16868000.0,3729000.0,-200691000.0,,3915000.0,7068000.0,-11812000.0,,0.0,203829000.0,-182158000.0,-0.02,,62409000.0,-39046000.0,,16342000.0,118787000.0,4530000.0,40020000.0,51839000.0,45541000.0,,,624858000.0,1672709000.0,951374000.0,471394000.0,471394000.0,,63069000.0,-39029000.0,61261000.0,204875000.0,696000.0
2001-12-31,-309812000.0,113932000.0,290247000,21973000,-326514000.0,237682000.0,100000.0,628679000.0,,1159948000.0,,,0.0,1461837000.0,343565000.0,557585000.0,,173584000.0,558960000.0,0.0,93096000,,,,1254899000.0,52565000.0,,-1535000.0,154665000.0,,215709000.0,-4936000.0,303324000.0,602363000.0,588560000.0,125046000.0,0.0,100000,,26445000.0,602363000.0,,-49435000.0,20757000.0,605382000.0,3871000.0,-5023000.0,11947000.0,100000.0,,584625000.0,226723000.0,-191623000.0,0.0,,187390000.0,462850000.0,,20660000.0,151942000.0,20760000.0,40714000.0,181491000.0,137955000.0,,,570445000.0,2414847000.0,953010000.0,1187418000.0,1187418000.0,,71123000.0,-46299000.0,72770000.0,165829000.0,703000.0
2002-03-31,-755069000.0,116135000.0,310783000,32427000,-505012000.0,254754000.0,4779000.0,379237000.0,,1182729000.0,,,,1562819000.0,386993000.0,579098000.0,,177652000.0,,0.0,105099000,,,,1319876000.0,56029000.0,,775000.0,89223000.0,,222327000.0,4458000.0,331100000.0,600000000.0,,125965000.0,3631000.0,4779000,,22461000.0,603631000.0,,-46461000.0,50408000.0,50408000.0,5298000.0,-9404000.0,7463000.0,4779000.0,,0.0,228380000.0,-200688000.0,,,207329000.0,-249442000.0,,25084000.0,186305000.0,29863000.0,43774000.0,177941000.0,160868000.0,,,521949000.0,2502605000.0,939786000.0,1375051000.0,1375051000.0,300779000.0,72672000.0,-53385000.0,70057000.0,628679000.0,1436000.0
2002-06-30,-623596000.0,15839000.0,316041000,84043000,-152418000.0,260589000.0,56569000.0,357405000.0,,1255271000.0,,,0.0975,1757204000.0,404272000.0,651747000.0,,234221000.0,575652000.0,,104768000,1016000.0,,,1444560000.0,55452000.0,,4753000.0,131701000.0,,176546000.0,2346000.0,391362000.0,600000000.0,676108000.0,130522000.0,3524000.0,56569000,,24577000.0,603524000.0,,-24430000.0,20440000.0,20440000.0,5291000.0,-4808000.0,5424000.0,56569000.0,,0.0,148922000.0,-200688000.0,0.09,,95876000.0,-21832000.0,,27021000.0,203584000.0,83590000.0,45488000.0,191470000.0,71446000.0,,,584055000.0,2699831000.0,942627000.0,1527452000.0,1527452000.0,490914000.0,20725000.0,-8923000.0,68915000.0,379237000.0,1448000.0
2002-09-30,-354689000.0,5814000.0,325231000,73913000,-124044000.0,264072000.0,51994000.0,268928000.0,,1310097000.0,,,0.09,1439997000.0,442650000.0,704773000.0,,257867000.0,578148000.0,,97867000,-452000.0,,,1436862000.0,61159000.0,,-4753000.0,154128000.0,,190159000.0,-2708000.0,427879000.0,600000000.0,673956000.0,142150000.0,5324000.0,51994000,,30646000.0,605324000.0,,-18148000.0,11370000.0,-52962000.0,5292000.0,-1211000.0,8272000.0,51994000.0,,0.0,242053000.0,-229864000.0,0.0825,,96402000.0,-88477000.0,,25139000.0,212786000.0,77133000.0,47344000.0,198068000.0,78254000.0,900552000.0,,834600000.0,2746959000.0,1306962000.0,268928000.0,1169480000.0,620975000.0,23954000.0,-20257000.0,78826000.0,357405000.0,1433000.0
2002-12-31,-594747000.0,67861000.0,375635000,100715000,-218660000.0,310355000.0,71732000.0,295924000.0,,1433643000.0,,,0.1225,1745900000.0,460497000.0,830167000.0,,329599000.0,580592000.0,0.0,126801000,170000.0,,,1607209000.0,65280000.0,,-2700000.0,195485000.0,153804000.0,209640000.0,-2268000.0,537851000.0,600000000.0,683232000.0,158825000.0,3476000.0,71732000,,32402000.0,603476000.0,,-14047000.0,57459000.0,57459000.0,5292000.0,-114000.0,10700000.0,71732000.0,,0.0,150084000.0,-246614000.0,0.11,,183168000.0,26996000.0,,32616000.0,213883000.0,104348000.0,50022000.0,63635000.0,169121000.0,,,913395000.0,3040852000.0,1294952000.0,1429987000.0,1429987000.0,392834000.0,26086000.0,4338000.0,74877000.0,268928000.0,1463000.0
2003-03-31,-824362000.0,105049000.0,390039000,98630000,-261518000.0,321814000.0,68143000.0,294606000.0,,1501351000.0,,,,1988146000.0,598974000.0,894624000.0,,397742000.0,,,123593000,-5127000.0,,,1764379000.0,68225000.0,,10523000.0,149664000.0,,223184000.0,4853000.0,589629000.0,599998000.0,,167974000.0,6729000.0,68143000,,34628000.0,606727000.0,,-137769000.0,48442000.0,48442000.0,5291000.0,-4075000.0,5912000.0,68143000.0,,-64332000.0,29749000.0,-265699000.0,,,208459000.0,-1318000.0,,30417000.0,333275000.0,98560000.0,54417000.0,237275000.0,70690000.0,,,906574000.0,3265730000.0,1277584000.0,1705658000.0,1705658000.0,697913000.0,24963000.0,30121000.0,67720000.0,295924000.0,1488000.0
2003-06-30,-2793850000.0,6208000.0,391124000,93941000,-8935000.0,323546000.0,58781000.0,467863000.0,,1514130000.0,,,0.0975,2176871000.0,630522000.0,907491000.0,,456523000.0,598976000.0,,122569000,171000.0,,,1951636000.0,67578000.0,,-12672000.0,129327000.0,148316000.0,229605000.0,2262000.0,612179000.0,599995000.0,699952000.0,168209000.0,6644000.0,58781000,,42629000.0,606639000.0,,-22756000.0,54221000.0,54221000.0,5291000.0,-13028000.0,3824000.0,58781000.0,,0.0,105791000.0,-288632000.0,0.09,,111495000.0,173257000.0,,26938000.0,341890000.0,85719000.0,60605000.0,80797000.0,88739000.0,,,833228000.0,3465766000.0,1288895000.0,1908525000.0,1908525000.0,2820343000.0,28628000.0,89373000.0,66199000.0,294606000.0,1512000.0
2003-09-30,-532613000.0,20698000.0,428665000,116624000,-213101000.0,353855000.0,83433000.0,546736000.0,,1653682000.0,,,0.1375,2407995000.0,672536000.0,1047786000.0,,539956000.0,609700000.0,,151540000,-563000.0,,,2124119000.0,74810000.0,,-48583000.0,224954000.0,162072000.0,237231000.0,-7427000.0,719411000.0,599993000.0,713660000.0,176879000.0,5903000.0,83433000,,50803000.0,605896000.0,,-40865000.0,61702000.0,61702000.0,5291000.0,1829000.0,11587000.0,83433000.0,,0.0,28285000.0,-307879000.0,0.1225,,159932000.0,78873000.0,,38536000.0,364657000.0,121969000.0,59596000.0,86251000.0,119067000.0,,,969264000.0,3777801000.0,1369806000.0,2026570000.0,2026570000.0,429786000.0,34916000.0,96719000.0,80052000.0,467863000.0,1537000.0
2003-12-31,-432874000.0,145496000.0,493905000,155058000,-186807000.0,406297000.0,111476000.0,719850000.0,,1829227000.0,,,0.18,2659170000.0,702807000.0,1223979000.0,,649890000.0,616970000.0,,175972000,-153000.0,,,2351720000.0,87608000.0,,61255000.0,226956000.0,,251239000.0,-2591000.0,868410000.0,599993000.0,724358000.0,188726000.0,5255000.0,111476000,,50538000.0,605248000.0,,-80748000.0,35536000.0,35536000.0,5291000.0,4359000.0,14865000.0,111476000.0,,0.0,30134000.0,-333230000.0,0.16,,295502000.0,173114000.0,,51834000.0,369577000.0,163310000.0,61885000.0,284530000.0,214754000.0,,,1119966000.0,4180947000.0,1521777000.0,2268558000.0,2268558000.0,429630000.0,20914000.0,162308000.0,71039000.0,546736000.0,3103000.0
2004-03-31,-969912000.0,139686000.0,556435000,166496000,-108455000.0,458877000.0,116929000.0,839162000.0,,2030290000.0,,,,2842134000.0,729496000.0,1287040000.0,,724139000.0,,,199264000,27726000.0,,,2426208000.0,97558000.0,,-65138000.0,259152000.0,209365000.0,292381000.0,-547000.0,878716000.0,599987000.0,,221404000.0,143263000.0,116929000,,59079000.0,743250000.0,,33159000.0,37695000.0,-22305000.0,5291000.0,-150000.0,15134000.0,116929000.0,,0.0,34300000.0,-351129000.0,,,335676000.0,119312000.0,,54295000.0,378367000.0,171224000.0,70198000.0,127305000.0,368835000.0,,,1201697000.0,4456498000.0,1614364000.0,2410331000.0,2410331000.0,995402000.0,32768000.0,125484000.0,71654000.0,719850000.0,3119000.0
