date,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock
2011-09-30,,-101000000.0,1681000000,293000000,-105000000.0,1416000000.0,182000000.0,2215000000.0,45000000.0,7197000000.0,1000000.0,,0.24,3433000000.0,2655000000.0,3895000000.0,65000000.0,-3658000000.0,745000000.0,-277000000.0,455000000,-7000000.0,490000000.0,38000000.0,4553000000.0,265000000.0,5732000000.0,-32000000.0,694000000.0,312000000.0,1123000000.0,-2000000.0,2962000000.0,2012000000.0,751000000.0,803000000.0,78000000.0,182000000,-1000000.0,240000000.0,3302000000.0,0.0,-73000000.0,48000000.0,-229000000.0,28000000.0,-6000000.0,28000000.0,182000000.0,0.0,0.0,150000000.0,-1612000000.0,0.24,333000000.0,308000000.0,-75000000.0,0.0,67000000.0,1043000000.0,263000000.0,247000000.0,252000000.0,235000000.0,38000000.0,-28000000.0,1477000000.0,11835000000.0,8402000000.0,2215000000.0,2253000000.0,,164000000.0,158000000.0,304000000.0,2290000000.0,8000000.0
2011-12-31,-14000000.0,-80000000.0,1715000000,305000000,-91000000.0,1444000000.0,240000000.0,2327000000.0,-28000000.0,7448000000.0,-1000000.0,,0.33,3886000000.0,2636000000.0,4169000000.0,66000000.0,-3418000000.0,734000000.0,-221000000.0,462000000,22000000.0,505000000.0,46000000.0,4649000000.0,271000000.0,5725000000.0,-3000000.0,1009000000.0,393000000.0,1139000000.0,-5000000.0,3160000000.0,2025000000.0,740000000.0,824000000.0,80000000.0,241000000,-1000000.0,243000000.0,3279000000.0,0.0,-75000000.0,12000000.0,-209000000.0,27000000.0,-7000000.0,32000000.0,240000000.0,0.0,0.0,143000000.0,-1586000000.0,0.32,354000000.0,403000000.0,112000000.0,0.0,32000000.0,1050000000.0,273000000.0,242000000.0,282000000.0,328000000.0,53000000.0,-319000000.0,1379000000.0,12183000000.0,8297000000.0,2327000000.0,2380000000.0,,162000000.0,160000000.0,268000000.0,2215000000.0,7000000.0
2012-03-31,-10000000.0,454000000.0,1681000000,227000000,293000000.0,1394000000.0,559000000.0,3162000000.0,21000000.0,7848000000.0,1167000000.0,,,4633000000.0,2763000000.0,4505000000.0,,-2859000000.0,,-178000000.0,861000000,-25000000.0,529000000.0,41000000.0,5094000000.0,287000000.0,5826000000.0,2000000.0,940000000.0,416000000.0,1167000000.0,5000000.0,3444000000.0,2039000000.0,,854000000.0,94000000.0,559000000,2000000.0,249000000.0,3343000000.0,0.0,-87000000.0,52000000.0,-170000000.0,28000000.0,489000000.0,28000000.0,559000000.0,0.0,-41000000.0,124000000.0,-1663000000.0,,288000000.0,687000000.0,835000000.0,-144000000.0,132000000.0,1100000000.0,664000000.0,241000000.0,321000000.0,600000000.0,49000000.0,77000000.0,1337000000.0,13020000000.0,8387000000.0,3162000000.0,3211000000.0,2000000.0,169000000.0,173000000.0,324000000.0,2327000000.0,7000000.0
2012-06-30,,-54000000.0,1668000000,304000000,-83000000.0,1384000000.0,172000000.0,4082000000.0,0.0,8474000000.0,6000000.0,,0.24,5219000000.0,2815000000.0,5114000000.0,,-2687000000.0,716000000.0,-308000000.0,428000000,3000000.0,509000000.0,38000000.0,5002000000.0,284000000.0,5842000000.0,2000000.0,627000000.0,286000000.0,1080000000.0,1000000.0,3236000000.0,2093000000.0,720000000.0,759000000.0,84000000.0,172000000,0.0,262000000.0,3360000000.0,955000000.0,-79000000.0,4000000.0,685000000.0,29000000.0,-41000000.0,27000000.0,172000000.0,,-7000000.0,145000000.0,-1709000000.0,0.24,287000000.0,340000000.0,920000000.0,-28000000.0,65000000.0,1106000000.0,237000000.0,249000000.0,311000000.0,261000000.0,29000000.0,307000000.0,1244000000.0,13556000000.0,8337000000.0,4082000000.0,4111000000.0,22000000.0,162000000.0,178000000.0,326000000.0,3162000000.0,7000000.0
2012-09-30,,-249000000.0,1699000000,328000000,-65000000.0,1415000000.0,193000000.0,4002000000.0,-34000000.0,8360000000.0,2000000.0,,0.27,5206000000.0,2879000000.0,5008000000.0,,-2494000000.0,702000000.0,-204000000.0,468000000,11000000.0,501000000.0,45000000.0,5088000000.0,284000000.0,5842000000.0,0.0,735000000.0,308000000.0,1087000000.0,4000000.0,3118000000.0,2093000000.0,708000000.0,768000000.0,75000000.0,193000000,0.0,244000000.0,3352000000.0,968000000.0,-89000000.0,71000000.0,-224000000.0,35000000.0,-22000000.0,23000000.0,193000000.0,,-91000000.0,146000000.0,-1765000000.0,0.27,312000000.0,178000000.0,-80000000.0,0.0,80000000.0,1114000000.0,273000000.0,247000000.0,336000000.0,89000000.0,5000000.0,-104000000.0,1155000000.0,13463000000.0,8257000000.0,4002000000.0,4007000000.0,24000000.0,160000000.0,190000000.0,278000000.0,4082000000.0,7000000.0
2012-12-31,0.0,36000000.0,1791000000,325000000,-76000000.0,1492000000.0,212000000.0,4200000000.0,26000000.0,8806000000.0,33000000.0,,0.31,5816000000.0,2937000000.0,5482000000.0,,-2285000000.0,693000000.0,-189000000.0,481000000,12000000.0,508000000.0,42000000.0,5156000000.0,299000000.0,5843000000.0,1000000.0,1081000000.0,454000000.0,1167000000.0,4000000.0,3298000000.0,2094000000.0,702000000.0,847000000.0,60000000.0,212000000,0.0,270000000.0,3324000000.0,982000000.0,-77000000.0,25000000.0,-177000000.0,38000000.0,-7000000.0,20000000.0,212000000.0,,-13000000.0,108000000.0,-1807000000.0,0.3,321000000.0,463000000.0,198000000.0,0.0,72000000.0,1130000000.0,284000000.0,249000000.0,431000000.0,386000000.0,52000000.0,-347000000.0,1065000000.0,13962000000.0,8146000000.0,4200000000.0,4252000000.0,0.0,159000000.0,202000000.0,317000000.0,4002000000.0,7000000.0
2013-03-31,0.0,184000000.0,1748000000,291000000,-95000000.0,1440000000.0,188000000.0,4685000000.0,41000000.0,8958000000.0,24000000.0,,0.27,6315000000.0,2975000000.0,5562000000.0,,-2096000000.0,693000000.0,-125000000.0,423000000,18000000.0,521000000.0,39000000.0,5421000000.0,308000000.0,5841000000.0,-4000000.0,1031000000.0,422000000.0,1149000000.0,-5000000.0,3496000000.0,2094000000.0,714000000.0,811000000.0,60000000.0,188000000,0.0,315000000.0,3396000000.0,997000000.0,-91000000.0,181000000.0,24000000.0,37000000.0,-28000000.0,24000000.0,188000000.0,,-32000000.0,124000000.0,-1853000000.0,0.26,403000000.0,612000000.0,485000000.0,0.0,41000000.0,1122000000.0,229000000.0,267000000.0,313000000.0,521000000.0,62000000.0,37000000.0,977000000.0,14379000000.0,8064000000.0,4685000000.0,4747000000.0,0.0,157000000.0,197000000.0,334000000.0,4200000000.0,7000000.0
2013-06-30,,-61000000.0,1709000000,307000000,-29000000.0,1409000000.0,157000000.0,3749000000.0,-64000000.0,7654000000.0,15000000.0,-105000000.0,0.23,5179000000.0,2922000000.0,4205000000.0,,-1840000000.0,697000000.0,-125000000.0,401000000,31000000.0,520000000.0,39000000.0,5497000000.0,300000000.0,5841000000.0,0.0,744000000.0,321000000.0,1102000000.0,6000000.0,3292000000.0,2094000000.0,707000000.0,770000000.0,65000000.0,157000000,-1189000000.0,329000000.0,3449000000.0,0.0,-61000000.0,54000000.0,-1192000000.0,25000000.0,-65000000.0,17000000.0,157000000.0,,-16000000.0,109000000.0,-1820000000.0,0.22,443000000.0,312000000.0,-936000000.0,0.0,63000000.0,1102000000.0,220000000.0,261000000.0,318000000.0,251000000.0,34000000.0,285000000.0,890000000.0,13151000000.0,7972000000.0,3749000000.0,3783000000.0,32000000.0,156000000.0,177000000.0,274000000.0,4685000000.0,7000000.0
2013-09-30,,-200000000.0,1637000000,370000000,-141000000.0,1353000000.0,241000000.0,3727000000.0,-28000000.0,7257000000.0,1000000.0,-105000000.0,0.34,4970000000.0,2825000000.0,3907000000.0,,-1599000000.0,699000000.0,-125000000.0,382000000,20000000.0,498000000.0,38000000.0,5657000000.0,284000000.0,5859000000.0,0.0,573000000.0,312000000.0,983000000.0,2000000.0,3003000000.0,2094000000.0,707000000.0,706000000.0,62000000.0,241000000,0.0,261000000.0,3350000000.0,0.0,-57000000.0,106000000.0,-125000000.0,20000000.0,-102000000.0,16000000.0,241000000.0,,-1000000.0,114000000.0,-1734000000.0,0.34,474000000.0,191000000.0,-22000000.0,-17000000.0,10000000.0,1091000000.0,251000000.0,248000000.0,343000000.0,134000000.0,105000000.0,180000000.0,852000000.0,12914000000.0,7944000000.0,3727000000.0,3832000000.0,35000000.0,111000000.0,183000000.0,249000000.0,3749000000.0,7000000.0
2013-12-31,-72000000.0,-54000000.0,1705000000,437000000,-38000000.0,1422000000.0,283000000.0,3813000000.0,38000000.0,7500000000.0,-2000000.0,-104000000.0,0.41,5316000000.0,2882000000.0,4149000000.0,,-1316000000.0,696000000.0,-125000000.0,517000000,-42000000.0,501000000.0,34000000.0,5758000000.0,283000000.0,5856000000.0,0.0,892000000.0,338000000.0,985000000.0,3000000.0,3087000000.0,2094000000.0,702000000.0,705000000.0,74000000.0,283000000,0.0,245000000.0,3351000000.0,0.0,-65000000.0,23000000.0,-208000000.0,20000000.0,-33000000.0,13000000.0,283000000.0,,-2000000.0,138000000.0,-1772000000.0,0.4,440000000.0,329000000.0,86000000.0,0.0,104000000.0,1110000000.0,387000000.0,252000000.0,418000000.0,264000000.0,77000000.0,-320000000.0,809000000.0,13258000000.0,7942000000.0,3813000000.0,3890000000.0,99000000.0,110000000.0,182000000.0,306000000.0,3727000000.0,7000000.0
2014-03-31,-318000000.0,38000000.0,1625000000,339000000,-375000000.0,1343000000.0,217000000.0,3707000000.0,-21000000.0,7742000000.0,1000000.0,-104000000.0,0.31,5652000000.0,2939000000.0,4306000000.0,,-1148000000.0,693000000.0,-125000000.0,431000000,38000000.0,581000000.0,45000000.0,5797000000.0,282000000.0,5858000000.0,0.0,1007000000.0,365000000.0,1004000000.0,-1000000.0,3322000000.0,2095000000.0,700000000.0,699000000.0,83000000.0,217000000,0.0,290000000.0,3436000000.0,0.0,-77000000.0,51000000.0,-187000000.0,19000000.0,-25000000.0,14000000.0,217000000.0,,-9000000.0,124000000.0,-1823000000.0,0.31,425000000.0,449000000.0,-106000000.0,0.0,81000000.0,1116000000.0,298000000.0,277000000.0,337000000.0,372000000.0,377000000.0,-115000000.0,768000000.0,13539000000.0,7887000000.0,3707000000.0,4084000000.0,20000000.0,114000000.0,194000000.0,282000000.0,3813000000.0,7000000.0
2014-06-30,-712000000.0,-121000000.0,1735000000,342000000,-724000000.0,1426000000.0,236000000.0,3067000000.0,-57000000.0,7326000000.0,2000000.0,-104000000.0,0.34,5288000000.0,2993000000.0,3979000000.0,,-912000000.0,692000000.0,-125000000.0,442000000,20000000.0,572000000.0,43000000.0,5838000000.0,309000000.0,5871000000.0,0.0,685000000.0,333000000.0,1084000000.0,3000000.0,3141000000.0,2095000000.0,697000000.0,747000000.0,86000000.0,236000000,-18000000.0,276000000.0,3347000000.0,,-92000000.0,23000000.0,-216000000.0,21000000.0,-19000000.0,11000000.0,236000000.0,,8000000.0,112000000.0,-1853000000.0,0.34,462000000.0,293000000.0,-640000000.0,-19000000.0,69000000.0,1140000000.0,305000000.0,308000000.0,275000000.0,201000000.0,982000000.0,308000000.0,735000000.0,13164000000.0,7876000000.0,3067000000.0,4049000000.0,99000000.0,116000000.0,196000000.0,230000000.0,3707000000.0,7000000.0
2014-09-30,-359000000.0,-239000000.0,1617000000,378000000,2000000.0,1339000000.0,244000000.0,2972000000.0,-20000000.0,6986000000.0,3000000.0,-103000000.0,0.35,5038000000.0,3038000000.0,4045000000.0,,-668000000.0,690000000.0,-125000000.0,463000000,10000000.0,543000000.0,46000000.0,5897000000.0,278000000.0,5860000000.0,0.0,722000000.0,310000000.0,961000000.0,0.0,2874000000.0,1745000000.0,696000000.0,658000000.0,82000000.0,244000000,0.0,249000000.0,2941000000.0,350000000.0,-107000000.0,43000000.0,-188000000.0,19000000.0,-29000000.0,11000000.0,244000000.0,,-3000000.0,90000000.0,-1857000000.0,0.35,441000000.0,173000000.0,-95000000.0,0.0,89000000.0,1181000000.0,333000000.0,276000000.0,292000000.0,66000000.0,821000000.0,-40000000.0,690000000.0,12883000000.0,7845000000.0,2972000000.0,3793000000.0,468000000.0,111000000.0,154000000.0,219000000.0,3067000000.0,7000000.0
2014-12-31,-358000000.0,-25000000.0,1638000000,408000000,-281000000.0,1359000000.0,222000000.0,2764000000.0,12000000.0,7192000000.0,6000000.0,-104000000.0,0.32,5255000000.0,2933000000.0,4233000000.0,,-446000000.0,689000000.0,-125000000.0,439000000,-2000000.0,533000000.0,51000000.0,5910000000.0,279000000.0,5854000000.0,0.0,982000000.0,382000000.0,951000000.0,-2000000.0,2961000000.0,1745000000.0,697000000.0,657000000.0,83000000.0,222000000,-1000000.0,258000000.0,2959000000.0,350000000.0,-101000000.0,12000000.0,-218000000.0,20000000.0,-79000000.0,12000000.0,222000000.0,,0.0,113000000.0,-1747000000.0,0.32,465000000.0,358000000.0,-208000000.0,-20000000.0,90000000.0,1186000000.0,312000000.0,267000000.0,328000000.0,257000000.0,976000000.0,-275000000.0,669000000.0,13102000000.0,7847000000.0,2764000000.0,3740000000.0,198000000.0,107000000.0,119000000.0,212000000.0,2972000000.0,7000000.0
2015-03-31,-329000000.0,204000000.0,1518000000,273000000,-151000000.0,1231000000.0,176000000.0,2874000000.0,0.0,7298000000.0,3000000.0,-102000000.0,0.26,5422000000.0,2279000000.0,4453000000.0,,-270000000.0,684000000.0,-125000000.0,267000000,-51000000.0,555000000.0,55000000.0,5935000000.0,287000000.0,5847000000.0,0.0,993000000.0,398000000.0,958000000.0,,3109000000.0,1746000000.0,693000000.0,640000000.0,102000000.0,176000000,-2000000.0,255000000.0,2845000000.0,350000000.0,-81000000.0,38000000.0,-189000000.0,19000000.0,-114000000.0,,176000000.0,,2000000.0,105000000.0,-1074000000.0,0.25,308000000.0,488000000.0,110000000.0,0.0,-33000000.0,1205000000.0,143000000.0,293000000.0,383000000.0,407000000.0,1017000000.0,-31000000.0,628000000.0,13233000000.0,7811000000.0,2874000000.0,3891000000.0,259000000.0,105000000.0,104000000.0,213000000.0,2764000000.0,7000000.0
2015-06-30,-183000000.0,-3000000.0,1499000000,325000000,37000000.0,1245000000.0,117000000.0,2981000000.0,-18000000.0,6888000000.0,5000000.0,-107000000.0,0.17,5022000000.0,,4064000000.0,,-153000000.0,682000000.0,-90000000.0,295000000,31000000.0,518000000.0,53000000.0,5896000000.0,254000000.0,5849000000.0,0.0,604000000.0,283000000.0,920000000.0,,2901000000.0,1741000000.0,691000000.0,617000000.0,94000000.0,117000000,-17000000.0,267000000.0,2824000000.0,348000000.0,-78000000.0,4000000.0,-238000000.0,20000000.0,-135000000.0,,117000000.0,,-28000000.0,96000000.0,,0.17,335000000.0,300000000.0,107000000.0,0.0,56000000.0,1201000000.0,173000000.0,284000000.0,348000000.0,222000000.0,903000000.0,391000000.0,596000000.0,12784000000.0,7762000000.0,2981000000.0,3884000000.0,298000000.0,102000000.0,116000000.0,184000000.0,2874000000.0,7000000.0
2015-09-30,-144000000.0,-193000000.0,1498000000,314000000,578000000.0,1234000000.0,156000000.0,3097000000.0,68000000.0,6568000000.0,6000000.0,-103000000.0,0.23,4664000000.0,,3729000000.0,,3000000.0,682000000.0,-160000000.0,308000000,-14000000.0,505000000.0,80000000.0,5892000000.0,264000000.0,5847000000.0,0.0,738000000.0,289000000.0,920000000.0,,2766000000.0,1740000000.0,687000000.0,610000000.0,81000000.0,156000000,-350000000.0,250000000.0,2839000000.0,0.0,-71000000.0,40000000.0,-576000000.0,19000000.0,-109000000.0,,156000000.0,,-3000000.0,101000000.0,,0.23,381000000.0,134000000.0,116000000.0,-4000000.0,33000000.0,1262000000.0,189000000.0,293000000.0,348000000.0,63000000.0,260000000.0,-136000000.0,572000000.0,12460000000.0,7796000000.0,3097000000.0,3357000000.0,797000000.0,100000000.0,88000000.0,326000000.0,2981000000.0,7000000.0
2015-12-31,-50000000.0,-96000000.0,909000000,196000000,59000000.0,759000000.0,170000000.0,2512000000.0,11000000.0,6542000000.0,6000000.0,-102000000.0,0.26,7173000000.0,,3827000000.0,,73000000.0,665000000.0,-618000000.0,168000000,46000000.0,366000000.0,-15000000.0,5394000000.0,150000000.0,3146000000.0,-57000000.0,490000000.0,203000000.0,563000000.0,,2180000000.0,1740000000.0,671000000.0,376000000.0,70000000.0,114000000,-1000000.0,189000000.0,2715000000.0,0.0,-76000000.0,19000000.0,-700000000.0,17000000.0,-51000000.0,,170000000.0,,2000000.0,156000000.0,,0.25,399000000.0,112000000.0,-585000000.0,0.0,15000000.0,986000000.0,129000000.0,174000000.0,1203000000.0,36000000.0,56000000.0,-229000000.0,464000000.0,11936000000.0,4763000000.0,2213000000.0,2269000000.0,242000000.0,22000000.0,75000000.0,241000000.0,3097000000.0,7000000.0
2016-03-31,-1000000.0,1015000000.0,873000000,148000000,6499000000.0,726000000.0,2045000000.0,5983000000.0,-130000000.0,8091000000.0,1000000.0,-2718000000.0,3.15,6959000000.0,1962000000.0,4033000000.0,941000000.0,-655000000.0,650000000.0,-1000000000.0,151000000,1019000000.0,359000000.0,43000000.0,3676000000.0,147000000.0,3148000000.0,0.0,556000000.0,219000000.0,578000000.0,,2279000000.0,2207000000.0,650000000.0,385000000.0,97000000.0,-1013000000,0.0,378000000.0,4058000000.0,0.0,-47000000.0,2000000.0,-3220000000.0,19000000.0,-17000000.0,,2045000000.0,157000000.0,-4000000.0,103000000.0,-1005000000.0,3.15,1235000000.0,250000000.0,3471000000.0,0.0,1129000000.0,957000000.0,116000000.0,177000000.0,419000000.0,203000000.0,42000000.0,12000000.0,443000000.0,11767000000.0,4808000000.0,5983000000.0,6025000000.0,18000000.0,75000000.0,22000000.0,175000000.0,2512000000.0,4309000000.0
2016-06-30,0.0,-987000000.0,884000000,176000000,15000000.0,735000000.0,135000000.0,6108000000.0,-63000000.0,7764000000.0,27000000.0,-68000000.0,0.22,6799000000.0,,3322000000.0,24000000.0,-520000000.0,613000000.0,0.0,196000000,33000000.0,332000000.0,49000000.0,3766000000.0,149000000.0,3146000000.0,7000000.0,314000000.0,166000000.0,559000000.0,,2085000000.0,2605000000.0,620000000.0,375000000.0,85000000.0,66000000,-17000000.0,367000000.0,4442000000.0,599000000.0,-22000000.0,1000000.0,898000000.0,27000000.0,-57000000.0,,135000000.0,157000000.0,-12000000.0,101000000.0,,0.22,1266000000.0,-772000000.0,125000000.0,,31000000.0,904000000.0,97000000.0,170000000.0,333000000.0,-794000000.0,10000000.0,244000000.0,423000000.0,11530000000.0,4731000000.0,6108000000.0,6118000000.0,30000000.0,72000000.0,-3000000.0,115000000.0,5983000000.0,4289000000.0
2016-09-30,0.0,12000000.0,979000000,52000000,-4549000000.0,769000000.0,-144000000.0,5610000000.0,-3000000.0,13002000000.0,4000000.0,-52000000.0,-0.23,6469000000.0,,3509000000.0,96000000.0,-664000000.0,620000000.0,-34000000.0,135000000,16000000.0,402000000.0,85000000.0,3862000000.0,210000000.0,7232000000.0,0.0,459000000.0,218000000.0,717000000.0,,2085000000.0,6576000000.0,620000000.0,483000000.0,89000000.0,-69000000,0.0,391000000.0,9493000000.0,600000000.0,-17000000.0,48000000.0,3994000000.0,52000000.0,-54000000.0,,-144000000.0,159000000.0,-7000000.0,110000000.0,,-0.23,2234000000.0,55000000.0,-498000000.0,,19000000.0,933000000.0,-50000000.0,200000000.0,371000000.0,38000000.0,9000000.0,-19000000.0,1961000000.0,16864000000.0,10395000000.0,5610000000.0,5619000000.0,1000000.0,133000000.0,-1000000.0,139000000.0,6108000000.0,4527000000.0
2016-12-31,0.0,-89000000.0,1041000000,51000000,-16000000.0,806000000.0,46000000.0,5575000000.0,-6000000.0,12811000000.0,12000000.0,-53000000.0,0.07,6511000000.0,,3605000000.0,15000000.0,-618000000.0,620000000.0,-16000000.0,145000000,-16000000.0,398000000.0,97000000.0,3949000000.0,235000000.0,7227000000.0,2000000.0,557000000.0,240000000.0,755000000.0,,2075000000.0,6358000000.0,620000000.0,508000000.0,83000000.0,-56000000,-45000000.0,379000000.0,9206000000.0,780000000.0,-18000000.0,4000000.0,-112000000.0,55000000.0,-62000000.0,,46000000.0,158000000.0,-12000000.0,104000000.0,,0.07,2164000000.0,144000000.0,-35000000.0,0.0,-5000000.0,893000000.0,-61000000.0,204000000.0,352000000.0,126000000.0,,-111000000.0,1867000000.0,16760000000.0,10249000000.0,5575000000.0,5575000000.0,0.0,151000000.0,3000000.0,143000000.0,5610000000.0,4564000000.0
2017-03-31,0.0,310000000.0,1115000000,-106000000,-2216000000.0,856000000.0,-143000000.0,4247000000.0,5000000.0,14687000000.0,-11000000.0,-49000000.0,-0.23,5324000000.0,2055000000.0,4622000000.0,30000000.0,-761000000.0,618000000.0,-500000000.0,0,-201000000.0,434000000.0,209000000.0,3487000000.0,259000000.0,8627000000.0,0.0,649000000.0,272000000.0,962000000.0,,2353000000.0,6876000000.0,618000000.0,657000000.0,103000000.0,-177000000,-45000000.0,428000000.0,10065000000.0,1310000000.0,-13000000.0,42000000.0,511000000.0,74000000.0,-75000000.0,,-143000000.0,158000000.0,-13000000.0,124000000.0,-1118000000.0,-0.23,2401000000.0,353000000.0,-1328000000.0,-2203000000.0,-71000000.0,937000000.0,-248000000.0,249000000.0,477000000.0,340000000.0,,-69000000.0,3004000000.0,18174000000.0,12850000000.0,4247000000.0,4247000000.0,0.0,174000000.0,12000000.0,180000000.0,5575000000.0,4236000000.0
2017-06-30,,71000000.0,1175000000,44000000,-54000000.0,918000000.0,-133000000.0,2306000000.0,-32000000.0,12479000000.0,14000000.0,-66000000.0,-0.22,3173000000.0,,3121000000.0,22000000.0,-894000000.0,609000000.0,,141000000,-62000000.0,465000000.0,147000000.0,3389000000.0,257000000.0,8638000000.0,1000000.0,468000000.0,206000000.0,874000000.0,,2329000000.0,6202000000.0,609000000.0,582000000.0,98000000.0,-110000000,-2010000000.0,399000000.0,9358000000.0,0.0,-47000000.0,11000000.0,-2126000000.0,84000000.0,-100000000.0,,-133000000.0,158000000.0,-61000000.0,112000000.0,,-0.22,2332000000.0,213000000.0,-1941000000.0,-8000000.0,-24000000.0,895000000.0,-134000000.0,233000000.0,443000000.0,166000000.0,,188000000.0,2892000000.0,15868000000.0,12695000000.0,2306000000.0,2306000000.0,0.0,191000000.0,10000000.0,121000000.0,4247000000.0,4273000000.0
2017-09-30,,-38000000.0,1240000000,88000000,-580000000.0,978000000.0,-12000000.0,1826000000.0,52000000.0,12461000000.0,5000000.0,-48000000.0,-0.02,3687000000.0,,3287000000.0,36000000.0,-906000000.0,615000000.0,,158000000,-127000000.0,473000000.0,176000000.0,3535000000.0,262000000.0,8301000000.0,-1000000.0,514000000.0,193000000.0,890000000.0,,2041000000.0,6079000000.0,615000000.0,594000000.0,103000000.0,-16000000,0.0,401000000.0,9174000000.0,130000000.0,-25000000.0,63000000.0,-75000000.0,57000000.0,-105000000.0,,-12000000.0,159000000.0,-90000000.0,134000000.0,,-0.02,2239000000.0,177000000.0,-470000000.0,-353000000.0,-53000000.0,868000000.0,-69000000.0,241000000.0,700000000.0,152000000.0,200000000.0,-73000000.0,2847000000.0,15996000000.0,12309000000.0,1826000000.0,2026000000.0,0.0,170000000.0,7000000.0,187000000.0,2306000000.0,4434000000.0
2017-12-31,-207000000.0,925000000.0,1209000000,189000000,670000000.0,960000000.0,1342000000.0,2142000000.0,-15000000.0,11022000000.0,24000000.0,-49000000.0,2.17,3567000000.0,,3101000000.0,186000000.0,436000000.0,619000000.0,,928000000,-1632000000.0,579000000.0,125000000.0,4958000000.0,249000000.0,8318000000.0,926000000.0,666000000.0,215000000.0,771000000.0,,2151000000.0,5587000000.0,667000000.0,494000000.0,86000000.0,1311000000,-630000000.0,369000000.0,7921000000.0,0.0,-33000000.0,9000000.0,-684000000.0,58000000.0,569000000.0,,1342000000.0,332000000.0,-14000000.0,171000000.0,,2.01,618000000.0,294000000.0,306000000.0,-41000000.0,-606000000.0,838000000.0,705000000.0,225000000.0,368000000.0,261000000.0,390000000.0,-153000000.0,2754000000.0,15980000000.0,12413000000.0,2142000000.0,2532000000.0,25000000.0,165000000.0,15000000.0,181000000.0,1836000000.0,4507000000.0
2018-03-31,-28000000.0,-72000000.0,1222000000,145000000,-57000000.0,958000000.0,-35000000.0,1774000000.0,-9000000.0,10705000000.0,30000000.0,-48000000.0,-0.06,3494000000.0,1990000000.0,3153000000.0,,328000000.0,621000000.0,0.0,192000000,-20000000.0,735000000.0,171000000.0,5056000000.0,264000000.0,8319000000.0,-17000000.0,809000000.0,,813000000.0,,2356000000.0,5026000000.0,621000000.0,501000000.0,87000000.0,-34000000,-570000000.0,523000000.0,7552000000.0,,-37000000.0,38000000.0,-590000000.0,57000000.0,-149000000.0,,-35000000.0,309000000.0,-10000000.0,527000000.0,-1212000000.0,-0.06,594000000.0,266000000.0,-368000000.0,1000000.0,-27000000.0,778000000.0,-61000000.0,258000000.0,369000000.0,229000000.0,388000000.0,-132000000.0,2643000000.0,15761000000.0,12267000000.0,1774000000.0,2162000000.0,24000000.0,196000000.0,4000000.0,168000000.0,2142000000.0,4691000000.0
