date,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyInventory,quarterlyChangeInInventory
2009-09-30,46937000,227558000,54962000.0,23558000,18222000.0,,101551000,2442272000.0,1828144000,140000.0,,283147000,-260549000,-403702000,39887000.0,92886000,,14033000.0,1134434000,326234000.0,135745000.0,1547983000,126007000,-28176000.0,714094000,0.49,280161000,2327000.0,377556000.0,54614000,-12430000.0,1723000,24425000,22256000,,18061000.0,13299000.0,1105000.0,38787000.0,50494000,107539000,18812000,18812000,28804000,-739263000.0,-88655000,17616000.0,32060000.0,1282627000,8528000,54614000,26139000.0,1703009000,7327000.0,67589000.0,-122070000,18884000,405217000,2248484000,0.47,609381000,283147000,18812000,2962578000,52062000.0,-98887000,44491000,1003000.0,-159903000.0,13858000,39000,53101000.0,,,,,
2009-12-31,54562000,242552000,57676000.0,925000,14874000.0,,115478000,2586332000.0,1855667000,884000.0,,346056000,-15684000,-385980000,,92502000,,14026000.0,1182483000,248508000.0,181590000.0,1540208000,127074000,0.0,727887000,,315459000,27494000.0,381050000.0,60916000,-18107000.0,1795000,24618000,22613000,,9803000.0,14390000.0,-4967000.0,,51862000,82510000,17722000,17722000,-2922000,-778217000.0,-129102000,25937000.0,29411000.0,1265028000,8898000,60916000,27417000.0,1808115000,9695000.0,64767000.0,62909000,-46592000,283147000,2310263000,,594564000,346056000,17722000,3038150000,51015000.0,-97238000,42472000,2300000.0,-69978000.0,155902000,39000,58912000.0,,,,,
2010-03-31,52976000,248649000,56895000.0,11952000,23073000.0,,115599000,2694770000.0,2480281000,1067000.0,,1039302000,-31557000,-371781000,40785000.0,97240000,,14974000.0,1187487000,140611000.0,174005000.0,2164174000,133050000,,1313649000,0.36,316107000,-442000.0,359319000.0,62623000,-115894000.0,1459000,25832000,25675000,,5225000.0,-4310000.0,-4931000.0,39562000.0,63866000,99812000,14199000,14199000,629796000,-820445000.0,-143400000,24425000.0,29363000.0,1896900000,9301000,62623000,22876000.0,1874325000,8677000.0,69722000.0,693246000,-43588000,346056000,2354119000,0.35,1179913000,1039302000,14199000,3667768000,46661000.0,-132498000,48689000,-6086000.0,-89984000.0,202269000,40000,56225000.0,,,,,
2010-06-30,50433000,296094000,61636000.0,-35876000,18366000.0,,133512000,3274999000.0,2532011000,6067000.0,,511342000,-327455000,-374055000,43507000.0,100533000,,18096000.0,1750197000,206111000.0,190366000.0,2232442000,162582000,,888235000,-0.05,299569000,-474000.0,760087000.0,83079000,-354535000.0,1561000,48858000,37615000,,4497000.0,3344000.0,-13141000.0,43507000.0,67063000,56906000,-2274000,-2274000,-252233000,-874190000.0,-148705000,88835000.0,30419000.0,1822120000,10611000,83079000,168000.0,2400809000,2442000.0,106255000.0,-527960000,-91799000,1039302000,3393973000,-0.05,717453000,511342000,-2274000,4282208000,157340000.0,-164610000,62750000,-25671000.0,-194942000.0,129955000,46000,21968000.0,,,,,
2010-09-30,55026000,330347000,66417000.0,692000,11646000.0,,144871000,3535918000.0,2626918000,3967000.0,,389149000,-259495000,-362859000,46735000.0,127494000,,16950000.0,1853973000,322979000.0,202741000.0,2315893000,185476000,0.0,891811000,0.24,311025000,0.0,778258000.0,89845000,-12762000.0,2576000,52950000,38363000,,3223000.0,14021000.0,-1140000.0,45745000.0,63643000,113263000,11196000,11196000,18112000,-953028000.0,-143941000,91121000.0,33005000.0,1839522000,11986000,89845000,15833000.0,2582890000,4637000.0,115616000.0,-122193000,-30678000,511342000,3589080000,0.24,712128000,389149000,11196000,4480891000,155601000.0,-103321000,73298000,-6729000.0,-314919000.0,199365000,46000,22480000.0,,,,,
2010-12-31,55347000,345244000,,-716000,,,151685000,3666491000.0,2567494000,3082000.0,,442841000,17538000,-349099000,,125264000,,17469000.0,1880515000,147192000.0,91667000.0,2249379000,193559000,0.0,778048000,,318115000,-422000.0,774365000.0,96338000,-90949000.0,32961000,125043000,38822000,,2806000.0,-810000.0,-5730000.0,,73937000,122891000,13760000,13760000,-85989000,-1015538000.0,-158212000,103717000.0,,1766674000,52628000,96338000,11003000.0,2650953000,-2757000.0,116358000.0,53692000,-35321000,389149000,3669961000,,590033000,442841000,13760000,4448009000,150945000.0,-112018000,75439000,-1400000.0,-144953000.0,321125000,46000,19978000.0,,,,,
2011-03-31,72216000,363029000,71255000.0,-11778000,17216000.0,,168453000,3978253000.0,2665116000,2045000.0,,304466000,-286389000,-323954000,47219000.0,151966000,,15535000.0,1987397000,150040000.0,186944000.0,2321842000,194576000,,694990000,0.54,343274000,-94138000.0,789876000.0,96237000,-12070000.0,5812000,6896000,37361000,,2145000.0,15543000.0,1200000.0,46451000.0,107638000,117770000,25145000,25145000,26126000,-1097127000.0,-190066000,95145000.0,36899000.0,1798942000,14211000,96237000,36270000.0,2881126000,11125000.0,114207000.0,-138375000,-72296000,442841000,3957523000,0.53,454506000,304466000,25145000,4652513000,148874000.0,-61356000,78335000,3099000.0,-149963000.0,147778000,47000,20204000.0,,,,,
2011-06-30,76584000,394900000,74512000.0,-6631000,21202000.0,,179328000,4250786000.0,2835942000,3354000.0,,297872000,-209737000,-293224000,50664000.0,161741000,,18318000.0,2064199000,94246000.0,162515000.0,2215491000,215572000,,649088000,0.65,620451000,-845000.0,897461000.0,102744000,-2355000.0,4466000,11485000,37677000,,30960000.0,8929000.0,-697000.0,46924000.0,68470000,140348000,30733000,30730000,61838000,-1165584000.0,-197917000,95671000.0,52576000.0,1639533000,1196000,102744000,38842000.0,3085202000,8109000.0,140316000.0,-6594000,-57569000,304466000,4320103000,0.64,392118000,297872000,30730000,4969191000,163771000.0,-41679000,85222000,-19409000.0,-125401000.0,156380000,47000,271593000.0,,,,,
2011-09-30,80402000,417601000,,-500000,21521000.0,,189448000,4358273000.0,3639808000,2193000.0,,370523000,-808693000,-272905000,47943000.0,167847000,,19207000.0,2024507000,700246000.0,161967000.0,2983652000,228153000,0.0,1330298000,0.21,656156000,61000.0,867280000.0,109046000,-14252000.0,115344000,253300000,51114000,,99419000.0,-4319000.0,-3980000.0,47202000.0,158091000,141870000,20639000,20319000,744147000,-1236179000.0,-131525000,,,2353504000,55687000,109046000,25987000.0,3122094000,5348000.0,144185000.0,72651000,10345000,297872000,4400389000,0.2,1070769000,370523000,20319000,5730687000,153505000.0,-120416000,90746000,-9989000.0,-752491000.0,75262000,47000,317828000.0,,,,,
2011-12-31,84976000,431312000,,44196000,23268000.0,,201972000,4553668000.0,3765511000,1043000.0,,278823000,-194625000,-255095000,,178384000,,18472000.0,1952212000,635721000.0,189130000.0,3040257000,229340000,0.0,1235757000,,725254000,-1792000.0,866495000.0,116996000,-4578000.0,182156000,286424000,55151000,,161801000.0,-35733000.0,-717000.0,,146724000,187621000,16093000,17810000,-83383000,-1327756000.0,-194233000,,,2363564000,57690000,116996000,29862000.0,3225912000,13769000.0,139057000.0,-91700000,-6612000,370523000,4549567000,,914544000,278823000,17810000,5785324000,148635000.0,-143698000,93371000,3238000.0,-240719000.0,242119000,48000,333755000.0,,,,,
2012-03-31,102125000,452200000,,-32807000,26423000.0,,227121000,4802247000.0,3754795000,2294000.0,,632944000,269433000,-220572000,51061000.0,194439000,-13364000.0,19103000.0,2060479000,283910000.0,252125000.0,3036712000,225079000,,1174023000,0.74,718083000,68557000.0,879914000.0,124996000,-69955000.0,98608000,291060000,52818000,30460000.0,166437000.0,30460000.0,-1181000.0,46955000.0,131252000,125993000,34811000,34523000,-43950000,-1414878000.0,-145490000,,,2342741000,61521000,124996000,48817000.0,3387369000,14006000.0,158561000.0,354121000,-19497000,278823000,4710322000,0.71,916854000,632944000,34523000,5884345000,145350000.0,-110367000,92804000,-19677000.0,-97383000.0,443749000,48000,324835000.0,,,,,
2012-06-30,104585000,466264000,,33763000,27517000.0,,233072000,5011418000.0,3581213000,1601000.0,,654096000,93880000,-184125000,52351000.0,197347000,0.0,20549000.0,2067621000,115465000.0,211075000.0,3090054000,233192000,,1009592000,0.76,491159000,10743000.0,863187000.0,128487000,-263209000.0,70219000,282350000,46787000,6013000.0,53460000.0,-1507000.0,-3763000.0,48016000.0,134411000,194782000,37640000,36447000,-264716000,-1485579000.0,-196484000,,,2343082000,60698000,128487000,54998000.0,3525839000,17358000.0,169812000.0,21152000,-1702000,632944000,4715096000,0.73,769561000,654096000,36447000,5724688000,138199000.0,-155777000,95562000,-14864000.0,-68435000.0,348056000,49000,72791000.0,,,,,
2012-09-30,100411000,488730000,,-16536000,26387000.0,,237243000,5296519000.0,3679130000,1727000.0,,239687000,-596859000,-155287000,52655000.0,198742000,0.0,22582000.0,2233649000,164787000.0,238191000.0,3066671000,251487000,-273034000.0,725186000,0.6,612459000,-133000.0,1043284000.0,136832000,-241529000.0,69748000,174327000,50207000,13666000.0,115362000.0,51927000.0,-9239000.0,48361000.0,115427000,102152000,28521000,28838000,73697000,-1505456000.0,-212118000,,,2404476000,92233000,136832000,42019000.0,3791063000,13498000.0,181973000.0,-414409000,-109966000,654096000,5265784000,0.58,404474000,239687000,28838000,5990970000,200648000.0,-113642000,106516000,-12359000.0,-200116000.0,88542000,49000,49332000.0,,,,,
2012-12-31,113842000,506520000,37652000.0,53143000,27659000.0,20977000.0,256399000,5550277000.0,3797691000,23842000.0,,252213000,-209327000,-110429000,52917000.0,205492000,0.0,21924000.0,2335273000,166492000.0,173986000.0,3258402000,250121000,-36458000.0,639751000,0.92,539289000,899000.0,1042564000.0,142557000,-16803000.0,2908000,87303000,50516000,5998000.0,127819000.0,19004000.0,-12517000.0,48673000.0,18786000,209099000,34273000,44858000,12248000,-1631278000.0,-210408000,62292000.0,60024000.0,2397528000,2059000,142557000,51567000.0,3918999000,17294000.0,163840000.0,12526000,-1309000,239687000,5493213000,0.88,418705000,252213000,44858000,6132964000,201562000.0,-101042000,103409000,20299000.0,-76936000.0,61774000,49000,52160000.0,,,,,
2013-03-31,112226000,519455000,36614000.0,-73224000,28812000.0,-27996000.0,260187000,5611080000.0,5270672000,9488000.0,,685019000,-1142540000,-74547000,53480000.0,215920000,0.0,22703000.0,2342261000,233289000.0,163828000.0,4004962000,259268000,-107000.0,2005857000,0.73,1265710000,-833908000.0,1018777000.0,147961000,-17568000.0,1912000,101546000,60331000,14368000.0,293751000.0,-40000.0,-4121000.0,49029000.0,17186000,84181000,36323000,35882000,1496760000,-1720890000.0,-75667000,25320000.0,60765000.0,3142038000,1108000,147961000,48521000.0,3890190000,12198000.0,185163000.0,432806000,8514000,252213000,5607076000,0.71,918308000,685019000,35882000,7612933000,191935000.0,-174267000,107068000,-24663000.0,-296513000.0,63548000,50000,797350000.0,,,,,
2013-06-30,109866000,525669000,55895000.0,-54190000,34223000.0,28392000.0,257976000,5915795000.0,4765974000,5280000.0,,517496000,537547000,-103205000,49379000.0,131308000,0.0,24194000.0,2311875000,323460000.0,214004000.0,4158439000,267693000,-2960000.0,1097609000,-0.58,607535000,838963000.0,1012102000.0,148110000,-772296000.0,2876000,101202000,61001000,1512000.0,375971000.0,-79250000.0,-88523000.0,49379000.0,18243000,147159000,-28129000,-28658000,-850034000,-1812451000.0,-122863000,60752000.0,46046000.0,3131184000,1383000,148110000,-38741000.0,4103344000,-10612000.0,201336000.0,-167523000,24296000,685019000,5980240000,-0.58,840956000,517496000,-28658000,7077849000,184740000.0,-200082000,109048000,-19098000.0,-327291000.0,151698000,50000,40360000.0,,,,,
2013-09-30,115631000,543084000,69094000.0,24306000,28483000.0,17003000.0,274124000,6305181000.0,4936048000,4696000.0,,399742000,-330958000,-81630000,53581000.0,227087000,0.0,28413000.0,2452996000,346038000.0,222385000.0,4353823000,268960000,-71079000.0,1004774000,0.74,582225000,1266000.0,1036179000.0,158493000,-14666000.0,4538000,110389000,61957000,12202000.0,442195000.0,-448000.0,547000.0,49555000.0,26626000,206562000,42753000,42471000,-1178000,-1924161000.0,-171035000,61680000.0,60979000.0,3127002000,1711000,158493000,55150000.0,4381020000,12397000.0,199644000.0,-117754000,35527000,517496000,6384270000,0.72,745780000,399742000,42471000,7389044000,182345000.0,-121731000,109980000,3469000.0,-190618000.0,101399000,50000,40185000.0,,,,,
2013-12-31,129218000,564677000,68034000.0,-41382000,30291000.0,-10157000.0,294934000,6614130000.0,5033295000,11110000.0,,261894000,-233362000,-36443000,53499000.0,219218000,-48799000.0,27630000.0,2459064000,369808000.0,173380000.0,4486791000,269743000,24702000.0,888660000,0.91,546504000,-423000.0,1042153000.0,165716000,-38103000.0,4666000,137746000,65503000,3810000.0,398390000.0,-13853000.0,-17169000.0,49765000.0,24802000,166706000,45373000,45187000,-70641000,-2022480000.0,-202841000,69812000.0,63326000.0,3173902000,7473000,165716000,47340000.0,4591650000,1967000.0,184840000.0,-137848000,-36135000,399742000,6603699000,0.88,631702000,261894000,45187000,7492359000,184182000.0,-113767000,106375000,12336000.0,-154549000.0,173190000,50000,53508000.0,,,,,
2014-03-31,121797000,580053000,71308000.0,-9893000,34363000.0,8830000.0,292528000,6897117000.0,5213592000,10328000.0,,495174000,98885000,4944000,53386000.0,237652000,-47120000.0,24981000.0,2517006000,322374000.0,209332000.0,4618436000,287525000,0.0,1086018000,0.83,595156000,-71000.0,1047578000.0,170731000,-14567000.0,1306000,141289000,68820000,14387000.0,224176000.0,10018000.0,493000.0,49598000.0,23447000,171718000,41337000,41387000,-37282000,-2130820000.0,-105907000,69835000.0,66648000.0,3170122000,6740000,170731000,54904000.0,4766297000,13567000.0,213560000.0,233280000,65811000,261894000,6644580000,0.81,817548000,495174000,41387000,7730598000,176914000.0,-99825000,113928000,-28995000.0,-93423000.0,315077000,51000,54122000.0,,,,,
2014-06-30,125373000,605161000,81912000.0,-122760000,21019000.0,-23002000.0,312302000,7169408000.0,4956552000,11127000.0,,408334000,91503000,16272000,51652000.0,190586000,-208263000.0,33830000.0,2683059000,207325000.0,196404000.0,4393237000,292859000,0.0,954534000,0.22,563315000,582000.0,1058363000.0,186929000,-51289000.0,1850000,246368000,66874000,1434000.0,88690000.0,-20938000.0,-51178000.0,51332000.0,22543000,98964000,10079000,11328000,-278928000,-2245246000.0,-159816000,70111000.0,63162000.0,2747098000,7413000,186929000,8065000.0,4924162000,-2014000.0,237831000.0,-86840000,-60852000,495174000,6685077000,0.22,615659000,408334000,11328000,7639611000,170130000.0,-77514000,115647000,-24510000.0,-21799000.0,272536000,53000,54470000.0,,,,,
2014-09-30,134850000,620441000,81184000.0,20623000,42304000.0,41282000.0,316389000,,4864320000,8069000.0,,354181000,-6316000,59113000,55238000.0,257450000,-42575000.0,27662000.0,2597680000,130859000.0,262008000.0,4196120000,304052000,0.0,857711000,0.81,668200000,898000.0,1024555000.0,181539000,-14273000.0,8905000,5073000,63756000,12362000.0,16075000.0,-220451000.0,2092000.0,53137000.0,21289000,216441000,42961000,42841000,-256239000,,-156003000,67194000.0,65642000.0,2733400000,5632000,181539000,73542000.0,4983376000,30581000.0,275264000.0,-54153000,60438000,408334000,6604289000,0.79,485040000,354181000,42841000,7462000000,157475000.0,-237480000,120152000,-50889000.0,-21294000.0,170083000,54000,57767000.0,,,,,
2014-12-31,129752000,638121000,81807000.0,279415000,30221000.0,-16429000.0,324672000,7388605000.0,5547302000,9055000.0,-83266000.0,610917000,-619911000,-295990000,55295000.0,151289000,0.0,31517000.0,2270131000,529395000.0,213565000.0,4903545000,313449000,0.0,1490943000,-6.42,643757000,195000.0,1002129000.0,194920000,-870887000.0,11797000,7366000,71103000,1137000.0,439000.0,-117134000.0,-110784000.0,55295000.0,20433000,202297000,-355103000,-355103000,679850000,-2390335000.0,-238477000,69212000.0,69078000.0,3430539000,2143000,194920000,-51778000.0,4998270000,303325000.0,262570000.0,256736000,-36180000,354181000,6326490000,-6.42,1140312000,610917000,-355103000,7817433000,147527000.0,-332443000,131964000,2428000.0,-409481000.0,27852000,57000,59466000.0,,,,,
2015-03-31,152605000,643174000,,-4720000,321942000.0,29693000.0,344861000,,5565965000,7673000.0,-96619000.0,536709000,-199834000,-219538000,57227000.0,273091000,0.0,30613000.0,2161729000,522343000.0,123659000.0,4899610000,298313000,-10247000.0,1439544000,1.35,666355000,3521000.0,984436000.0,192256000,-18657000.0,102592000,311718000,68791000,16384000.0,10691000.0,98000.0,-1670000.0,56661000.0,166130000,232811000,76452000,76452000,-98794000,,-150120000,,,3410254000,141996000,192256000,82664000.0,4990883000,6212000.0,277900000.0,-74208000,82691000,610917000,6288150000,1.34,1059052000,536709000,76452000,7727694000,136010000.0,-468036000,121636000,-30791000.0,-18446000.0,13740000,57000,54939000.0,,,,,
2015-06-30,148999000,665582000,,-18016000,315554000.0,19600000.0,349825000,,5623428000,8849000.0,-96349000.0,336133000,-298542000,-160079000,57499000.0,268816000,0.0,33993000.0,2202590000,95397000.0,128193000.0,4805696000,315757000,0.0,1330118000,1.04,817732000,-511166000.0,1007739000.0,200826000,-513610000.0,81730000,331319000,74496000,181000.0,4039000.0,216000.0,-8480000.0,56935000.0,167939000,212463000,59459000,59459000,-119562000,,-221342000,,,3256631000,138332000,200826000,66944000.0,5184800000,7485000.0,293855000.0,-200576000,-8879000,536709000,6495900000,1.03,431530000,336133000,59459000,7826018000,131383000.0,-423173000,127376000,-10991000.0,-305846000.0,739812000,57000,208821000.0,,,,,
2015-09-30,154235000,686649000,,-1528000,340366000.0,25926000.0,361181000,,6217013000,7860000.0,-98041000.0,335469000,-107555000,-118947000,57708000.0,261384000,0.0,33969000.0,1488653000,0.0,131607000.0,4752899000,325468000,0.0,1242023000,0.72,1464114000,14274000.0,983530000.0,206946000,-17393000.0,120004000,349821000,76269000,13290000.0,4077000.0,732000.0,-26188000.0,57082000.0,133987000,214401000,41132000,41132000,-101412000,,-216046000,,,3204497000,118744000,206946000,52712000.0,5218595000,11580000.0,293125000.0,-664000,-1645000,336133000,6463643000,0.71,335469000,335469000,41132000,7705666000,123454000.0,-488012000,132403000,-220000.0,-14148000.0,108365000,57000,206559000.0,,,,,
2015-12-31,153226000,730462000,95006000.0,35424000,49892000.0,33906000.0,378494000,8395616000.0,7611309000,-8332000.0,-230452000.0,2228838000,-528996000,-108216000,60943000.0,232342000,0.0,33868000.0,2745386000,12875000.0,285955000.0,5954955000,351968000,-235306000.0,3259280000,0.18,1656354000,-3709000.0,1063200000.0,225268000,-194273000.0,68538000,6688000,79499000,829496000.0,4584000.0,-19114000.0,-66255000.0,60393000.0,21530000,235118000,10731000,10731000,2192950000,-2789180000.0,-280612000,100624000.0,92246000.0,4277403000,86329000,225268000,8678000.0,5606436000,-2053000.0,291964000.0,1893369000,-45494000,335469000,7097415000,0.18,2241713000,2228838000,10731000,10356695000,224565000.0,-509059000,144165000,-2581000.0,-20591000.0,11222000,62000,916357000.0,,,,,
2016-03-31,143982000,844156000,,-105970000,475343000.0,-40217000.0,416476000,,8676730000,10113000.0,-124836000.0,633758000,-1322787000,-139327000,68132000.0,253437000,,34061000.0,4819105000,12353000.0,124684000.0,7096535000,427680000,-1601627000.0,2168341000,-0.46,1580195000,489529000.0,3336968000.0,272494000,-969585000.0,236466000,598416000,100863000,0.0,3969000.0,499000.0,-92004000.0,68132000.0,230789000,104270000,-37327000,-31111000,-376368000,,-197700000,,,4945974000,296496000,272494000,-47960000.0,6888232000,-10633000.0,326440000.0,-1595080000,-93430000,2228838000,11327494000,-0.46,646111000,633758000,-31111000,13495835000,867536000.0,-416554000,200534000,-11312000.0,-10875000.0,14294000,69000,635347000.0,,,,,
2016-06-30,167249000,900510000,,-32071000,498212000.0,29592000.0,443543000,,8563580000,12733000.0,-121858000.0,483160000,-252930000,-94616000,70364000.0,365497000,,39323000.0,4705465000,3328000.0,163388000.0,7003801000,456967000,0.0,2095429000,0.64,1559779000,-117000.0,3190197000.0,276294000,-48861000.0,233870000,606518000,100332000,1335000.0,7694000.0,-541000.0,-14644000.0,69729000.0,227976000,278828000,39302000,44711000,-169925000,,-249867000,,,4882479000,294237000,276294000,53114000.0,6958794000,13812000.0,346994000.0,-150598000,28961000,633758000,11173616000,0.64,486488000,483160000,44711000,13269045000,788955000.0,-643786000,212051000,-31055000.0,-5607000.0,14371000,71000,511331000.0,,,,,
2016-09-30,162199000,924676000,,32725000,534602000.0,-901000.0,454374000,,8473847000,4241000.0,-127457000.0,987915000,336020000,-43166000,71908000.0,378572000,,42346000.0,4623710000,443000.0,185683000.0,6978281000,470302000,-165901000.0,1660484000,0.73,1495566000,783521000.0,3118686000.0,292175000,-68882000.0,172370000,664076000,92200000,16504000.0,15036000.0,-20425000.0,786000.0,71190000.0,248692000,334172000,48769000,51450000,-191106000,,-279477000,,,4867750000,164176000,292175000,71547000.0,7251399000,22778000.0,377528000.0,504755000,54695000,483160000,11437073000,0.72,988358000,987915000,51450000,13097557000,803260000.0,-713769000,214825000,-30440000.0,-15254000.0,13131000,72000,518985000.0,,,,,
2016-12-31,184386000,942647000,104198000.0,-27718000,60211000.0,73091000.0,476726000,10650897000.0,8242542000,12659000.0,-125312000.0,748476000,-352458000,18584000,71959000.0,391716000,,39837000.0,4365829000,3409000.0,360000000.0,7213847000,465921000,621000.0,1467526000,0.86,1028695000,32463000.0,2986064000.0,292340000,-489996000.0,22190000,10321000,98761000,0.0,10042000.0,479000.0,-3415000.0,71389000.0,19691000,299310000,63664000,61750000,-156893000,-3451687000.0,-386321000,274341000.0,93997000.0,5179857000,12950000,292340000,83158000.0,7199210000,19494000.0,396245000.0,-239439000,-87011000,987915000,11140845000,0.86,751885000,748476000,61750000,12608371000,719231000.0,-949142000,209797000,-27423000.0,-10589000.0,11368000,72000,67928000.0,,,,,
2017-03-31,170238000,949525000,,-75490000,515959000.0,-65414000.0,480564000,,10666845000,15257000.0,-148083000.0,4943046000,-314359000,61769000,73367000.0,384145000,,38323000.0,6517839000,14742000.0,190176000.0,9646777000,468961000,-36041000.0,5574017000,0.58,1020068000,47767000.0,3053026000.0,310326000,-38106000.0,206026000,645409000,111684000,2126258000.0,6461000.0,-44697000.0,-6191000.0,72773000.0,234645000,247371000,42062000,42062000,4225246000,,-277242000,,,7478059000,133932000,310326000,55455000.0,7605829000,13393000.0,429990000.0,4169799000,-29871000,773247000,11610667000,0.57,4938001000,4923259000,42062000,17184684000,710706000.0,-882736000,217006000,-39664000.0,-26256000.0,19152000,78000,80799000.0,,,,,
2017-06-30,211297000,1066421000,,-61692000,612593000.0,81585000.0,544218000,,10950274000,4226000.0,-156290000.0,1103226000,-3938723000,107574000,78508000.0,428958000,,45625000.0,6523663000,4242000.0,192381000.0,9858839000,522203000,-3593613000.0,1849624000,0.59,1091435000,0.0,4225553000.0,332921000,-48659000.0,235871000,715679000,119042000,83000.0,6389000.0,-8076000.0,-41562000.0,77923000.0,263546000,306473000,45805000,45805000,-212897000,,-348572000,,,7558873000,140502000,332921000,55130000.0,8746595000,9325000.0,545734000.0,-3839820000,-42099000,4943046000,15624313000,0.58,1068019000,1063777000,45805000,17473937000,2382230000.0,-811321000,254786000,-112236000.0,-1000.0,10304000,78000,83022000.0,,,,,
2017-09-30,226946000,1152261000,,-38565000,657229000.0,28781000.0,569901000,,11766279000,4054000.0,-159541000.0,1636195000,-363748000,187474000,78719000.0,482333000,,45654000.0,6542217000,29572000.0,205444000.0,10609655000,582360000,1128000.0,2443808000,1.02,1156624000,0.0,4226490000.0,342955000,-537007000.0,217006000,728681000,121828000,0.0,10885000.0,-28033000.0,-25315000.0,78055000.0,285967000,390510000,79900000,79900000,496625000,,-320234000,,,8268786000,149295000,342955000,82094000.0,9006171000,2194000.0,597242000.0,532969000,70276000,1103226000,15864688000,1.02,1629560000,1599988000,79900000,18308496000,2335175000.0,-783947000,278411000,-50530000.0,-31669000.0,3411000,79000,84455000.0,,,,,
2017-12-31,239168000,1200221000,132106000.0,79413000,101744000.0,29536000.0,580596000,13738839000.0,11841667000,-10331000.0,-157583000.0,1450701000,-783996000,252689000,79128000.0,512574000,,45898000.0,6849790000,28271000.0,493023000.0,10598933000,619625000,-334754000.0,2249128000,0.83,1242734000,0.0,4411762000.0,341428000,-2247496000.0,17343000,5284000,126144000,355080000.0,9243000.0,-27263000.0,-22126000.0,78543000.0,22859000,494879000,65215000,65215000,98886000,-4344237000.0,-432677000,252287000.0,103898000.0,8316967000,36573000,341428000,94153000.0,9394602000,28938000.0,576313000.0,-185494000,62202000,1636195000,16442329000,0.82,1440788000,1412517000,65215000,18691457000,2384972000.0,-785189000,292277000,40656000.0,0.0,13554000,79000,64491000.0,,,,,
2018-03-31,230514000,1215877000,,-145466000,686612000.0,-35143000.0,593447000,,12801377000,8603000.0,-186999000.0,2068610000,-364926000,587483000,79649000.0,513498000,,42536000.0,7140551000,27033000.0,257813000.0,11554902000,622430000,0.0,2943484000,0.79,1246475000,,4485155000.0,362933000,-62386000.0,247175000,608156000,126277000,0.0,12173000.0,-32287000.0,-29194000.0,79241000.0,447816000,300907000,62894000,62894000,674025000,,-349729000,,,9317149000,144965000,362933000,79653000.0,9696692000,16759000.0,645468000.0,617909000,-48822000,1450701000,16998444000,0.79,2050841000,2023808000,62894000,19941928000,2356608000.0,-718169000,307568000,-71275000.0,-29265000.0,28768000,80000,79699000.0,,,,,
