date,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyCurrentDebt,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyInventory,quarterlyChangeInInventory
2006-06-30,-3220000,68548000,,-6025000,23582000.0,,22985000,796417000.0,366046000,1538000.0,,77300000,-25348000,-557387000,28468000.0,30865000,,,317127000,53524000.0,35498000.0,296666000,45563000,,159737000,-0.19,69380000,0.0,22660000.0,26205000,,0,58528000,3565000,5862000.0,,200000.0,0.0,28468000.0,29011000,16107000,-5270000,-5270000,5376000,-324652000.0,-39437000,,,144423000,7238000,26205000,-5055000.0,471765000,215000.0,23347000.0,-3825000,-23330000,81125000,523436000,-0.19,130824000,77300000,-5270000,683173000,,2486000,34085000,,-12696000.0,23142000,29000,3062000.0,,,,,
2006-09-30,-1544000,73726000,,-2839000,2420000.0,,24589000,842799000.0,403036000,24872000.0,,84639000,-60757000,-562555000,28743000.0,492000,,,327584000,61322000.0,53032000.0,295875000,49137000,,176080000,-0.18,107161000,2814000.0,22710000.0,26133000,,0,58577000,3551000,8180000.0,,-9000.0,-1527000.0,28743000.0,31913000,20655000,-5168000,-5168000,47461000,-342882000.0,-46620000,,,144078000,8517000,26133000,-4898000.0,499917000,270000.0,24129000.0,7339000,-25965000,77300000,554540000,-0.18,145961000,84639000,-5168000,730620000,,2791000,2036000,,-31176000.0,20378000,29000,43192000.0,,,,,
2006-12-31,11009000,79772000,,-1125000,27269000.0,,29438000,895871000.0,416804000,8207000.0,,82563000,-36792000,-553444000,,30754000,,,355028000,48831000.0,23337000.0,338451000,50334000,,166261000,,78353000,14270000.0,16919000.0,28076000,,0,62733000,3891000,10080000.0,,-680000.0,9647000.0,,42257000,25859000,9111000,9111000,8755000,-349476000.0,-49621000,,,182996000,23620000,18429000,8680000.0,546395000,-431000.0,26864000.0,-2076000,-23762000,84639000,605571000,,131394000,82563000,9111000,771832000,,3870000,19745000,,-19803000.0,28128000,29000,4127000.0,,,,,
2007-03-31,806000,85109000,,-7418000,3233000.0,,32344000,963273000.0,648559000,11330000.0,,327660000,-48057000,-557900000,29702000.0,21437000,,,425123000,53758000.0,74873000.0,555284000,52765000,,418758000,-0.15,93275000,-470000.0,17109000.0,31538000,,0,60122000,3462000,10286000.0,,-10678000.0,-3395000.0,29702000.0,44260000,19850000,-4456000,-4456000,273253000,-369718000.0,-73556000,,9591000.0,403014000,1250000,31538000,-4102000.0,593555000,354000.0,27773000.0,245097000,-53706000,82563000,654924000,-0.15,381418000,327660000,-4456000,1073682000,,4385000,20631000,,-12760000.0,22275000,31000,4328000.0,,,,,
2007-06-30,2854000,91837000,,3137000,4220000.0,,36228000,1154774000.0,732777000,10459000.0,,234598000,-181892000,-556683000,32641000.0,25259000,,,442674000,67728000.0,112839000.0,596061000,55609000,,340065000,0.04,136716000,0.0,16914000.0,33374000,,0,57413000,6115000,6876000.0,,0.0,-407000.0,31126000.0,58297000,37862000,1217000,1217000,50519000,-394599000.0,-188872000,,,447091000,15172000,33374000,1414000.0,760175000,197000.0,28140000.0,-93062000,-151010000,327660000,835386000,0.04,302326000,234598000,1217000,1175451000,,3770000,22405000,,-45391000.0,20946000,32000,4485000.0,,,,,
2007-09-30,6079000,103782000,,11200000,18992000.0,,40891000,1487063000.0,1315889000,12023000.0,,343452000,-721257000,-552559000,33112000.0,30212000,,,814677000,64005000.0,135816000.0,1117870000,62891000,,483122000,0.13,198019000,24410000.0,430277000.0,34812000,,3728000,66187000,5662000,350352000.0,,-11546000.0,613000.0,31683000.0,77896000,48427000,4124000,4124000,783240000,-417983000.0,-153911000,,,957182000,36284000,34812000,4339000.0,1069080000,215000.0,49176000.0,108854000,-105484000,234598000,1647444000,0.12,407457000,343452000,4124000,2130566000,70191000.0,10773000,24133000,,-31325000.0,28300000,36000,6927000.0,,,,,
2007-12-31,783000,138714000,,-27467000,14816000.0,,46234000,1614379000.0,1367436000,12462000.0,,290633000,-103519000,-558632000,,36921000,,,814432000,63301000.0,130757000.0,1175974000,92480000,,426761000,,191462000,-21406000.0,442926000.0,46789000,,0,64264000,12094000,8750000.0,,-63000.0,1217000.0,,82254000,13881000,-6073000,-6073000,38001000,-451659000.0,-121002000,25955000.0,20106000.0,992151000,5394000,45451000,-6366000.0,1162720000,-293000.0,60089000.0,-52819000,-107121000,343452000,1755107000,,353934000,290633000,-6073000,2181868000,67207000.0,-3888000,36138000,,-24846000.0,24700000,37000,20389000.0,,,,,
2008-03-31,14005000,158218000,,7511000,17357000.0,,63732000,1772214000.0,1443657000,12740000.0,,260834000,-136200000,-553211000,37259000.0,50867000,,,843130000,37694000.0,134394000.0,1198758000,94486000,,374207000,0.15,244899000,-13169000.0,461347000.0,49727000,,0,71340000,13594000,7238000.0,,-464000.0,2040000.0,36277000.0,93786000,62984000,5421000,5421000,44598000,-487819000.0,-128708000,29442000.0,22767000.0,999571000,6183000,49727000,5892000.0,1284395000,471000.0,59156000.0,-29799000,-65724000,290633000,1912580000,0.15,298528000,260834000,5421000,2286787000,73052000.0,-221000,36862000,,-11531000.0,40449000,37000,64198000.0,,,,,
2008-06-30,13301000,172044000,,6973000,17840000.0,,70036000,1857200000.0,1452309000,17474000.0,,151127000,-216215000,-550982000,37844000.0,52773000,,,878673000,64980000.0,113326000.0,1216736000,102008000,,293726000,0.06,235573000,-732000.0,458849000.0,56735000,,0,73966000,12823000,12000000.0,,-437000.0,-918000.0,36572000.0,175858000,64958000,2229000,2229000,41924000,-526183000.0,-107634000,24115000.0,4777000.0,1021294000,26253000,56735000,1971000.0,1331017000,-258000.0,63105000.0,-109707000,-42676000,260834000,2037256000,0.06,216107000,151127000,2229000,2330982000,71532000.0,3840000,39472000,,-155644000.0,47795000,37000,73377000.0,,,,,
2008-09-30,22334000,183735000,,-1639000,11797000.0,,73872000,1910651000.0,1454685000,13781000.0,,160685000,-82435000,-543593000,37932000.0,65099000,,,837250000,101892000.0,119146000.0,1215609000,109863000,,342654000,0.2,239076000,0.0,411108000.0,51538000,,2173000,77871000,13880000,6849000.0,,-7000.0,-1319000.0,36972000.0,128840000,63321000,7389000,7389000,26428000,-563669000.0,-85219000,21785000.0,23915000.0,1020858000,6496000,51538000,7576000.0,1346982000,187000.0,62376000.0,9558000,-21898000,151127000,1949281000,0.19,262577000,160685000,7389000,2291935000,62351000.0,-64557000,42765000,,-73381000.0,76165000,37000,77722000.0,,,,,
2008-12-31,26904000,190683000,50857000.0,-103078000,18325000.0,,82381000,2091345000.0,1555551000,-36621000.0,,220207000,-43190000,-427094000,,72290000,,,892715000,42112000.0,143164000.0,1265558000,108302000,,379511000,,289993000,24794000.0,342829000.0,55477000,,1866000,19236000,14744000,-26087000.0,45626000.0,26769000.0,-1638000.0,,55040000,76295000,116499000,116499000,32156000,-602943000.0,-149567000,12083000.0,27698000.0,1032432000,7049000,55477000,11642000.0,1488402000,-104857000.0,66029000.0,59522000,-73272000,160685000,2068755000,,262319000,220207000,116499000,2448266000,50918000.0,-152800000,39808000,,0.0,81583000,38000,71204000.0,,,,,
2009-03-31,37873000,199231000,49919000.0,18364000,15890000.0,,87426000,2151714000.0,1483793000,-5438000.0,,222049000,-77885000,-439954000,38739000.0,82192000,,11538000.0,933196000,29720000.0,104656000.0,1227469000,111805000,0.0,357085000,0.41,256324000,-26536000.0,335259000.0,49553000,-8179000.0,1220000,19723000,13451000,,32206000.0,3810000.0,1727000.0,37861000.0,44898000,86704000,15457000,15457000,-3625000,-638806000.0,-74969000,28145000.0,28869000.0,982431000,5745000,49553000,27065000.0,1512908000,11608000.0,60022000.0,1842000,11735000,220207000,2059904000,0.4,251769000,222049000,15457000,2416989000,49378000.0,-167471000,41676000,4812000.0,0.0,23620000,38000,71079000.0,,,,,
2009-06-30,40809000,213168000,54789000.0,-1404000,16565000.0,,94634000,2281019000.0,1750743000,1076000.0,,405217000,-204060000,-422514000,39318000.0,89210000,,13459000.0,1092622000,175854000.0,116015000.0,1498108000,118534000,0.0,689460000,0.46,252635000,8913000.0,382112000.0,53825000,-17681000.0,1505000,21286000,15912000,,22299000.0,-54728000.0,2830000.0,38152000.0,57112000,78739000,17440000,17440000,301341000,-690263000.0,-76816000,13005000.0,28783000.0,1255622000,6617000,53825000,28407000.0,1590756000,10967000.0,67312000.0,183168000,1923000,222049000,2153905000,0.44,581071000,405217000,17440000,2843365000,54619000.0,-93521000,44891000,-5838000.0,-149763000.0,13606000,39000,52113000.0,,,,,
