date,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyInventory,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyAccumulatedDepreciation
2009-03-31,,-1675953000.0,298269000.0,15467053000,47311352000,82916534000,11644333333.0,2730509000,919206000.0,-3446732000.0,0.003,-16000000.0,8542446000.0,,160431065000,144964012000,34933000.0,130227886000,478570000.0,14249000.0,34933000.0,-241324000.0,17498000,25961557000,7247215000.0,4711103000,532796000.0,5063338000.0,-5431391000.0,,376025000.0,77955542000,1954489000,1295231000.0,0.003,5252029000,378874000.0,5252029000,136675580000,48863000.0,,11780038000,-18009528000.0,5369373000.0,34614000.0,-5297583000.0,997182000.0,26594694000,0,2758604000,4475000.0,7527385000,-306035000.0,11644333333.0,723000.0,136675580000,,,,,11947175000,,79396000.0,1046045000.0,,,,,,,,,,,,,
2009-06-30,,-2892711000.0,328538000.0,15086785000,43906233000,91867234000,,755998000,2027487000.0,-2061295000.0,,-2070200000.0,12141315000.0,,165781619000,150694834000,617437000.0,135773467000,520148000.0,1041954000.0,617437000.0,49833000.0,10795000,25344641000,9676685000.0,5137650000,532796000.0,1846337000.0,-7414862000.0,,437143000.0,87034415000,2003604000,2464630000.0,,2256268000,365330000.0,2256268000,141639715000,1225592000.0,,11780038000,-21518208000.0,5063338000.0,183638000.0,-6131309000.0,737640000.0,21172052000,0,2770878000,-42549000.0,7453083000,-3002526000.0,,174744000.0,141639715000,,,,,14256431000,,155430000.0,1963232000.0,,,,,,,,,,,,,
2009-09-30,,-1315614000.0,415684000.0,21313503000,41619122000,107661573000,11805520505.0,1130233000,1902150000.0,-4769971000.0,0.0317,-129066000.0,15019990000.0,,181534530000,160221027000,374235000.0,149280695000,516592000.0,692726000.0,374235000.0,324792000.0,0,25695588000,12596840000.0,6219708000,532796000.0,6173811000.0,-7464318000.0,,521000000.0,102963681000,1867459000,2423150000.0,0.0317,6228834000,364389000.0,6228834000,151088837000,918703000.0,,11780038000,-19184963000.0,1846337000.0,225977000.0,-7688558000.0,1044895000.0,17878176000,0,2687604000,1629140000.0,6570771000,4327474000.0,11805520505.0,28514000.0,151088837000,,,,,16172846000,,1645960000.0,1963598000.0,,,,,,,,,,,,,
2009-12-31,,-2667247000.0,651549000.0,14688618000,39402713000,109944650000,,1362492000,1592677000.0,-5477335000.0,,-594439000.0,12239172000.0,,182064307000,167375689000,452864000.0,149347363000,511796000.0,718171000.0,452864000.0,51136000.0,237000,26073445000,9904327000.0,6494644000,533745000.0,1506435000.0,-8441832000.0,,742168000.0,105445089000,1855177000,2334845000.0,,1506435000,286600000.0,1506435000,156051611000,904844000.0,,11780038000,-28293484000.0,6173811000.0,186673000.0,-8382736000.0,1044649000.0,19569023000,18512000,3112600000,-251907000.0,7367012000,-4767718000.0,,410066000.0,156051611000,,,,,12774291000,,122894000.0,1949493000.0,,,,,,,,,,,,,
2010-03-31,,-1779550000.0,598304000.0,20005984000,42180289000,115917562000,11950769231.0,1381378000,1305536000.0,-1321489000.0,0.0013,-1849386000.0,14705407000.0,,194464655000,174458671000,15536000.0,158097851000,509099000.0,151951000.0,15536000.0,367089000.0,146000,29355073000,12742675000.0,6552710000,617306000.0,4553709000.0,-4457252000.0,,657196000.0,111551361000,3941164000,1962732000.0,0.0013,4553710000,286053000.0,4553710000,161378858000,252686000.0,1425928000.0,12310038000,-18992216000.0,1506435000.0,100735000.0,-4725239000.0,1223576000.0,20879425000,18512000,3567163000,3559000000.0,4453432000,3047274000.0,11950769231.0,316260000.0,161378858000,,,,,15870308000,,3756253000.0,1476262000.0,,,,,,,,,,,,,
2010-06-30,,-2375786000.0,304143000.0,23262142000,45396935000,120099833000,,1334302000,2479283000.0,597702000.0,,686567000.0,14240599000.0,,201355092000,178092950000,814210000.0,165496768000,521323000.0,1198463000.0,814210000.0,995620000.0,255000,29097211000,11366156000.0,6750085000,673534000.0,7452246000.0,-3225616000.0,,395160000.0,116051390000,3480244000,2874443000.0,,7452246000,353183000.0,7452246000,164091487000,1403116000.0,,12310038000,-18273807000.0,4553709000.0,204653000.0,-3994583000.0,1315373000.0,19966552000,18512000,3581729000,-817414000.0,7026081000,2898537000.0,,403498000.0,164091487000,,,,,15679626000,,113926000.0,2718489000.0,,,,,,,,,,,,,
2010-09-30,,-2633077000.0,485862000.0,19601353000,48911561000,118248171000,12306869984.0,2097252000,2558809000.0,-2358825000.0,0.0623,-1577355000.0,15002503000.0,,204150085000,184548732000,766718000.0,167159732000,510986000.0,1162495000.0,766718000.0,1551197000.0,0,29767870000,11859008000.0,7330920000,686541000.0,3787045000.0,-4169910000.0,,584686000.0,113740062000,3759891000,3143495000.0,0.0623,3787045000,377319000.0,3787045000,169769142000,1380223000.0,,12310038000,-14150503000.0,7452246000.0,217728000.0,-5037596000.0,1370729000.0,19342935000,18512000,3869271000,222796000.0,10732331000,-3665201000.0,12306869984.0,878043000.0,169769142000,,,,,17448394000,,97185000.0,2750952000.0,,,,,,,,,,,,,
2010-12-31,,-1319349000.0,650419000.0,17869014000,52260293000,120174546000,,2698296000,2466677000.0,-2252010000.0,,-716706000.0,16723866000.0,,210755870000,192886856000,877220000.0,172434839000,502592000.0,1226813000.0,877220000.0,-2440964000.0,92223000,30737256000,13460122000.0,7968437000,570515000.0,3442976000.0,-12934938000.0,,797067000.0,115534395000,4011713000,3263744000.0,,3442976000,414377000.0,3442976000,177296504000,1587856000.0,,12310038000,-11835605000.0,3787045000.0,361043000.0,-9086793000.0,1469678000.0,19374828000,61648000,3918803000,98799000.0,14810183000,-344069000.0,,-767058000.0,177296504000,,,,,16460487000,,-189287000.0,3057534000.0,,,,,,,,,,,,,
2011-03-31,,-2023688000.0,408666000.0,23663811000,49996059000,128735073000,12281267606.0,2785493000,1774286000.0,769108000.0,0.0071,-927828000.0,15641999000.0,,217465787000,193801976000,87197000.0,178731132000,516538000.0,270841000.0,87197000.0,-301090000.0,120371000,30843884000,13351691000.0,7726320000,570515000.0,6089717000.0,-4764205000.0,,516022000.0,123508391000,4330863000,2290308000.0,0.0071,6089717000,405465000.0,6089717000,177748654000,405637000.0,,12310038000,-12540153000.0,3442976000.0,134796000.0,-3675923000.0,1531778000.0,17669554000,271467000,3907237000,412396000.0,13094697000,2646741000.0,12281267606.0,140626000.0,177748654000,,,,,17391091000,,15000000.0,1937415000.0,,,,,,,,,,,,,
2011-06-30,,-2215420000.0,559934000.0,32957148000,50240390000,138369299000,,3552428000,2533635000.0,-3948842000.0,,-969654000.0,17679565000.0,,234776001000,201818853000,766935000.0,188609689000,514392000.0,980045000.0,766935000.0,170901000.0,122423000,38239345000,14454407000.0,8069791000,679380000.0,15782314000.0,-4729115000.0,,691523000.0,131308912000,5334512000,3225158000.0,,15782314000,596644000.0,15782314000,184561182000,1125051000.0,,13310038000,-17756515000.0,6089717000.0,145006000.0,-4691150000.0,1767590000.0,20933966000,271035000,3912579000,8466924000.0,10742871000,9692597000.0,,760788000.0,184561182000,,,,,16095693000,,6976006000.0,2892641000.0,,,,,,,,,,,,,
2011-09-30,,-2814219000.0,624582000.0,28639664000,49550435000,137429901000,13334962406.0,3907138000,2068268000.0,-1171228000.0,0.0266,-1322781000.0,18438030000.0,,235161473000,206521809000,354710000.0,186980336000,507798000.0,527413000.0,354710000.0,-139766000.0,122423000,39032218000,15643323000.0,7666029000,696952000.0,10382610000.0,-7032052000.0,,726439000.0,130455477000,5293297000,2794707000.0,0.0266,10382610000,584590000.0,10382610000,189110094000,657947000.0,,13310038000,-15505888000.0,15782314000.0,130534000.0,-5971726000.0,1825679000.0,17617729000,274011000,3931206000,1624484000.0,12511857000,-5399704000.0,13334962406.0,397179000.0,189110094000,,,,,17386893000,,1799163000.0,2483626000.0,,,,,,,,,,,,,
2011-12-31,,-2884241000.0,1207812000.0,26646732000,59988138000,133521276000,,2016179000,2791692000.0,-8767483000.0,,569311000.0,20622271000.0,,244070076000,217423344000,701269000.0,193509414000,545751000.0,1211061000.0,701269000.0,445221000.0,472526000,38787864000,16394915000.0,9945728000,701345000.0,4467372000.0,-12228972000.0,,1435664000.0,126591633000,6093786000,4227356000.0,,4467372000,556624000.0,4467372000,198898059000,1464155000.0,,13310038000,-10512483000.0,10382610000.0,253094000.0,-11714360000.0,1994801000.0,21523709000,74678000,4024498000,2020261000.0,17024917000,-5915238000.0,,-724884000.0,198898059000,,,,,20878744000,,2052721000.0,3458956000.0,,,,,,,,,,,,,
2012-03-31,,-2658428000.0,592143000.0,32473137000,61409821000,143436151000,13314536082.0,2403632000,2626215000.0,-1362469000.0,0.0291,-3519895000.0,18474245000.0,,256559074000,224085937000,387453000.0,204845972000,546294000.0,694268000.0,387453000.0,96645000.0,481272000,39218012000,15129649000.0,9751348000,860925000.0,8433982000.0,-8922139000.0,,718381000.0,136095363000,5825618000,3344596000.0,0.0291,8433982000,651274000.0,8433982000,202120119000,972731000.0,,13310038000,-14443224000.0,4467372000.0,278463000.0,-5862804000.0,2105518000.0,23877250000,2077777000,4123796000,289587000.0,16470614000,3966610000.0,13314536082.0,363915000.0,202120119000,,,,,19299130000,,258970000.0,3078249000.0,,,,,,,,,,,,,
2012-06-30,,-2986432000.0,585966000.0,29884473000,57805072000,152277727000,,575024000,2951094000.0,-2343510000.0,,-1141922000.0,18402718000.0,,261451068000,231566595000,701633000.0,210082799000,541544000.0,1169268000.0,701633000.0,-236859000.0,489272000,38552989000,14711237000.0,9965777000,867340000.0,5435280000.0,-8124606000.0,,740387000.0,144849718000,6415344000,3691481000.0,,5435280000,647345000.0,5435280000,208004350000,1328883000.0,,13310038000,-18281661000.0,8433982000.0,159615000.0,-7937257000.0,2115981000.0,19221136000,2080581000,4145286000,431120000.0,15761246000,-2998702000.0,,1193856000.0,208004350000,,,,,19791453000,,145477000.0,3444864000.0,,,,,,,,,,,,,
2012-09-30,,-4482712000.0,579410000.0,27728057000,56177253000,158201261000,13305910781.0,1290194000,3670835000.0,305297000.0,0.0538,-564566000.0,19895082000.0,,266426126000,238698069000,715858000.0,214378514000,560217000.0,1414494000.0,715858000.0,-323559000.0,504387000,39272593000,15460791000.0,9085004000,867340000.0,5324001000.0,-8881793000.0,,763456000.0,150286764000,5773500000,4434291000.0,0.0538,5324001000,635393000.0,5324001000,214511387000,1699429000.0,,13310038000,-19293325000.0,5435280000.0,284935000.0,-7341600000.0,2134503000.0,19832238000,2084280000,4136595000,148944000.0,14801275000,-111279000.0,13305910781.0,-654492000.0,214511387000,,,,,18969598000,,161528000.0,3833932000.0,,,,,,,,,,,,,
2012-12-31,,-2406243000.0,1370406000.0,26066641000,61577770000,153151508000,,3222236000,3829794000.0,-1588399000.0,,251590000.0,20826098000.0,,271214243000,245147602000,2202872000.0,214729278000,1424372000.0,2899880000.0,2202872000.0,-136812000.0,621036000,41490236000,15420638000.0,9893044000,899886000.0,4612687000.0,-3876887000.0,,1575666000.0,143850643000,5215109000,5405460000.0,,4612687000,673717000.0,4612687000,219434959000,3539069000.0,,13310038000,-18868376000.0,5324001000.0,639189000.0,-5535192000.0,2113591000.0,22239798000,77342000,4069775000,3191932000.0,18009269000,-711314000.0,,306724000.0,219434959000,,,,,20177539000,,1446373000.0,5652660000.0,,,,,,,,,,,,,
2013-03-31,,-2918450000.0,719482000.0,31149510000,61118637000,161551473000,13304382979.0,4160195000,3581896000.0,1281259000.0,0.0705,-877979000.0,18412891000.0,,280650707000,249501197000,937959000.0,222670110000,1417432000.0,1404003000.0,937959000.0,-385996000.0,167918000,42426753000,13956372000.0,10219454000,899886000.0,9981513000.0,-7250395000.0,,874623000.0,152446477000,3963301000,4456519000.0,0.0705,9981513000,617098000.0,9981513000,223285220000,1888607000.0,,13310038000,-14748267000.0,4612687000.0,484604000.0,-6694158000.0,2023403000.0,20289446000,18512000,4047874000,187981000.0,18918289000,5368826000.0,13304382979.0,156471000.0,223285220000,,,,,20703701000,,80000000.0,3912010000.0,,,,,,,,,,,,,
2013-06-30,,-2521853000.0,741935000.0,26578888000,56373932000,166180485000,,3207015000,3478077000.0,-167484000.0,,-471058000.0,18597125000.0,,279870627000,253291739000,950415000.0,222554417000,1335364000.0,1606647000.0,950415000.0,187406000.0,150728000,41829770000,14165979000.0,8966802000,899886000.0,7382496000.0,-4051680000.0,,953069000.0,156131028000,3932625000,4431146000.0,,7382496000,603825000.0,7382496000,228228657000,1996854000.0,,13310038000,-20676686000.0,9981513000.0,390207000.0,-5769980000.0,2031302000.0,19487189000,18513000,4050459000,701550000.0,14108066000,-2599017000.0,,2168507000.0,228228657000,,,,,19616874000,,10924000.0,4028156000.0,,,,,,,,,,,,,
2013-09-30,,-4681413000.0,1204767000.0,29696998000,57048596000,166499832000,13306140089.0,4992698000,5100407000.0,2118943000.0,0.1342,-4397840000.0,18503100000.0,,287077005000,257380007000,1785684000.0,223548428000,1378494000.0,2590063000.0,1785684000.0,-300754000.0,136972000,44088734000,11993181000.0,9314193000,899886000.0,9182143000.0,-10745443000.0,,1409512000.0,154978652000,4029543000,6509919000.0,0.1342,9182143000,603252000.0,9182143000,232621722000,3423929000.0,,13310038000,-16680721000.0,7382496000.0,833866000.0,-6389119000.0,1997626000.0,15374763000,18512000,4566178000,5943374000.0,18110507000,1799647000.0,13306140089.0,113167000.0,232621722000,,,,,21086455000,,4699048000.0,5421555000.0,,,,,,,,,,,,,
2013-12-31,,-2464871000.0,1471384000.0,27197406000,65122630000,163902638000,,4454912000,4105453000.0,-5748081000.0,,3592618000.0,19714342000.0,,293323301000,266125895000,-147173000.0,229025268000,1837538000.0,146346000.0,-147173000.0,319785000.0,961934000,43920916000,13962240000.0,9808857000,899886000.0,7880844000.0,-6897840000.0,,1646649000.0,152472026000,3682099000,5752102000.0,,7880844000,594199000.0,7880844000,240845213000,794395000.0,,13310038000,-16867060000.0,9182143000.0,648049000.0,-13729814000.0,2143747000.0,18239234000,821190000,4635422000,457850000.0,22991598000,-1301299000.0,,2842731000.0,240845213000,,,,,24034986000,,347675000.0,2938142000.0,,,,,,,,,,,,,
2014-03-31,,-2818347000.0,714277000.0,27635959000,62176501000,167217137000,13312485876.0,5397436000,3993912000.0,2454617000.0,0.0708,-134000000.0,17512025000.0,,295002469000,267366510000,942524000.0,229393638000,1852851000.0,1363257000.0,942524000.0,125611000.0,758159000,44799994000,12642255000.0,10657978000,899886000.0,5988264000.0,-4873863000.0,,875858000.0,155408058000,4085736000,4869770000.0,0.0708,5988264000,589784000.0,5988264000,242108756000,2008110000.0,,13310038000,-15291033000.0,7880844000.0,644853000.0,-5043771000.0,2089649000.0,18104585000,860419000,4607559000,-294325000.0,18213255000,-1892580000.0,13312485876.0,177673000.0,242108756000,,,,,24695592000,,,4097759000.0,,,,,,,,,,,,,
2014-06-30,,-3181323000.0,1049988000.0,27320917000,70335542000,163347460000,,3242509000,3825515000.0,2537922000.0,,-631996000.0,17330522000.0,,296872451000,269551534000,1032409000.0,233683002000,2038810000.0,1452724000.0,1032409000.0,89801000.0,963866000,44271281000,12255531000.0,9024008000,899886000.0,7525592000.0,-4183355000.0,,1249476000.0,151111817000,3326814000,5074991000.0,,8060449000,589870000.0,8060449000,243846884000,2072582000.0,,13310038000,-17745290000.0,5988264000.0,619858000.0,-4054034000.0,2104918000.0,16357242000,475028000,4843480000,1271706000.0,26689149000,1537328000.0,,412423000.0,243846884000,,,,,23939905000,,,4177500000.0,,,,,,,,,,,,,
2014-09-30,,-3487738000.0,1152668000.0,28850780000,66539554000,168225370000,13306658768.0,4984977000,4360604000.0,3537016000.0,0.1266,-669135000.0,17470304000.0,,301230431000,272379651000,1684623000.0,234764924000,2135519000.0,2265035000.0,1684623000.0,-82055000.0,1133264000,46160357000,11784321000.0,8586826000,899886000.0,9240978000.0,-5518880000.0,,1325379000.0,155595653000,3901572000,5685983000.0,0.1266,9240978000,590008000.0,9240978000,245844663000,2923243000.0,,13310038000,-16805178000.0,7525592000.0,658208000.0,-4955006000.0,2154232000.0,15439558000,465028000,4908112000,-1604960000.0,24966488000,1715386000.0,13306658768.0,187316000.0,245844663000,,,,,24254005000,,205587000.0,5077475000.0,,,,,,,,,,,,,
2014-12-31,,-3516450000.0,2176108000.0,23858553000,71761490000,167562126000,,2322148000,3138787000.0,-2643755000.0,,-1069105000.0,17881476000.0,,302431367000,278572814000,-1865752000.0,239323616000,42191000.0,-3154950000.0,-1865752000.0,279858000.0,1217699000,43803449000,12417021000.0,9500035000,899886000.0,5013275000.0,-6448275000.0,,2325668000.0,153085797000,3744420000,5464455000.0,,5288498000,617218000.0,5288498000,249672245000,-1792262000.0,,13310038000,-14632368000.0,9240978000.0,1362688000.0,-6308602000.0,2171713000.0,13753134000,468213000,6655624000,2552814000.0,32290822000,-4227703000.0,,690438000.0,249672245000,,,,2436534000.0,24611467000,,1359280000.0,379451000.0,,,,,,,,,,,,,
