date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOperatingIncome,quarterlyEbitda,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyGrossProfit,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments
1995-09-30,203600000,,,17300000,27100000,,622200000.0,-7700000.0,4600000.0,0.0,82800000.0,,-2400000.0,-5400000.0,65300000.0,,64800000.0,341400000.0,3100000.0,,7000000.0,-71900000.0,,120800000.0,0.0,41700000.0,0.5,,,9200000.0,419800000.0,65500000.0,,,55700000.0,38300000.0,4600000.0,4600000,7100000.0,557400000.0,,-8700000.0,,200000.0,-12500000.0,8300000.0,-152300000.0,90800000.0,33400000.0,99300000.0,-300000.0,-1100000.0,20500000.0,200000.0,,7700000.0,8300000.0,189100000.0,3100000.0,,663900000.0,318700000.0,598600000.0,11800000.0,2700000.0,2700000.0,9600000.0,,56300000.0,,,9200000.0,0.0,0.5,,,
1995-12-31,179500000,,,9500000,19600000,,637600000.0,-9900000.0,-4200000.0,0.0,72400000.0,,-2300000.0,15000000.0,70300000.0,,80600000.0,345400000.0,-800000.0,,-4500000.0,-76000000.0,,107100000.0,0.0,39000000.0,,,,,419900000.0,62900000.0,,,52800000.0,39800000.0,-4200000.0,800000,11600000.0,557000000.0,,-11000000.0,,100000.0,-12200000.0,7900000.0,-153600000.0,98900000.0,28000000.0,97300000.0,-900000.0,-700000.0,21900000.0,-300000.0,,800000.0,11400000.0,191800000.0,0.0,,676600000.0,315600000.0,606300000.0,10900000.0,2400000.0,2400000.0,10100000.0,,69100000.0,,,,0.0,,,,
1996-03-31,172000000,,,10200000,20300000,,632900000.0,-6100000.0,900000.0,0.0,73700000.0,,-2300000.0,-8200000.0,68800000.0,,70900000.0,347900000.0,600000.0,,1600000.0,-75100000.0,,98300000.0,0.0,37600000.0,0.1,,,9000000.0,422400000.0,63500000.0,,,53400000.0,41700000.0,900000.0,900000,12100000.0,562000000.0,,-6100000.0,,100000.0,-200000.0,7700000.0,-157300000.0,98500000.0,30900000.0,97900000.0,-400000.0,-1000000.0,6400000.0,0.0,,1500000.0,12200000.0,190600000.0,600000.0,,670500000.0,312600000.0,601700000.0,300000.0,2500000.0,2500000.0,10100000.0,,58600000.0,,,9000000.0,2400000.0,0.1,,,
1996-06-30,213600000,,,25000000,35100000,,632200000.0,-8100000.0,9500000.0,0.0,94000000.0,,-2300000.0,11700000.0,78300000.0,,69700000.0,344600000.0,6300000.0,,-20000000.0,-65600000.0,,119600000.0,0.0,44800000.0,1.02,,,9313725.0,415200000.0,69000000.0,,,58900000.0,43100000.0,9500000.0,9500000,8200000.0,562500000.0,,-8600000.0,,100000.0,-9500000.0,7500000.0,-153900000.0,98500000.0,36800000.0,104200000.0,0.0,-1600000.0,18600000.0,1200000.0,,15800000.0,11000000.0,190700000.0,6300000.0,,677000000.0,309500000.0,598700000.0,10000000.0,3600000.0,3600000.0,10100000.0,,58600000.0,,,9223301.0,0.0,1.03,,,
1996-09-30,204600000,,,18600000,28800000,,625100000.0,-6600000.0,6500000.0,0.0,90000000.0,,-2400000.0,,77900000.0,,68400000.0,348000000.0,3300000.0,,2100000.0,-59100000.0,,114600000.0,0.0,49000000.0,0.69,,,9420290.0,405400000.0,71400000.0,,,61200000.0,43800000.0,6500000.0,6500000,7700000.0,556700000.0,,-6700000.0,,100000.0,-12500000.0,7500000.0,-158300000.0,100000000.0,32800000.0,107500000.0,-300000.0,-1300000.0,18400000.0,-900000.0,,9800000.0,12500000.0,189700000.0,3300000.0,,674100000.0,306500000.0,596200000.0,11700000.0,2700000.0,2700000.0,10200000.0,,55800000.0,,,9285714.0,0.0,0.7,,,
1996-12-31,183600000,,,6800000,17100000,,680100000.0,-7800000.0,-800000.0,0.0,80100000.0,,-2300000.0,,110600000.0,,76700000.0,351700000.0,-1400000.0,,-9700000.0,-60000000.0,,103500000.0,0.0,22300000.0,,,,,439500000.0,73300000.0,,,63000000.0,55500000.0,-800000.0,-800000,9500000.0,603400000.0,,-8600000.0,,100000.0,8100000.0,7700000.0,-161600000.0,98300000.0,30800000.0,108400000.0,-100000.0,-500000.0,-200000.0,200000.0,,-1400000.0,16500000.0,190100000.0,-600000.0,,702400000.0,303400000.0,591800000.0,-8800000.0,2900000.0,2900000.0,10300000.0,,60100000.0,,,,0.0,,,,
1997-03-31,178400000,,,9700000,21000000,,765000000.0,-73800000.0,100000.0,0.0,79100000.0,,-2100000.0,,111100000.0,-20000000.0,68800000.0,418600000.0,100000.0,,-6000000.0,-59800000.0,,99300000.0,-3500000.0,300000.0,0.01,,,10000000.0,529700000.0,69400000.0,,,58100000.0,59000000.0,100000.0,100000,9600000.0,696200000.0,,-70300000.0,,100000.0,67900000.0,9100000.0,-166600000.0,99100000.0,32800000.0,107500000.0,-300000.0,-400000.0,6600000.0,600000.0,,200000.0,10600000.0,252000000.0,100000.0,,765300000.0,303100000.0,654200000.0,-63700000.0,3600000.0,3600000.0,11300000.0,,58100000.0,,,10000000.0,2900000.0,0.01,,,
1997-06-30,208200000,,,24300000,35900000,,773600000.0,-11500000.0,9100000.0,0.0,94000000.0,,-2100000.0,,124600000.0,0.0,89100000.0,422400000.0,,,-7800000.0,-50600000.0,,114200000.0,-300000.0,7300000.0,1.08,,,8425926.0,515800000.0,69700000.0,,,58100000.0,59000000.0,9100000.0,9100000,9700000.0,684500000.0,,-11300000.0,,12100000.0,-4000000.0,9400000.0,-171000000.0,104800000.0,37300000.0,109700000.0,0.0,-400000.0,15600000.0,200000.0,,14500000.0,14900000.0,251400000.0,5400000.0,,780900000.0,300100000.0,656300000.0,4300000.0,3700000.0,3700000.0,11600000.0,,62100000.0,,,8348624.0,0.0,1.09,,,
1997-09-30,219100000,,,20500000,32200000,,771600000.0,-7900000.0,6600000.0,0.0,94200000.0,,-2100000.0,100000.0,126800000.0,0.0,92900000.0,419100000.0,,,-2300000.0,-44000000.0,,124900000.0,0.0,11900000.0,0.78,,,8461538.0,508700000.0,73700000.0,,,62000000.0,58800000.0,6600000.0,6600000,13300000.0,678700000.0,,-8500000.0,,12000000.0,-11000000.0,9500000.0,-168500000.0,109000000.0,36800000.0,111200000.0,-1700000.0,-400000.0,19000000.0,100000.0,,10500000.0,13500000.0,250600000.0,3900000.0,,783500000.0,297100000.0,656700000.0,10500000.0,3800000.0,3800000.0,11700000.0,,67400000.0,,,8354430.0,0.0,0.79,,,
1997-12-31,196500000,,,8800000,20800000,,768700000.0,-9600000.0,-600000.0,0.0,82600000.0,,-2100000.0,-100000.0,126600000.0,0.0,106800000.0,426700000.0,-200000.0,,14700000.0,-44600000.0,,113900000.0,3800000.0,9300000.0,,,,,493800000.0,73800000.0,,,61800000.0,56500000.0,-600000.0,-600000,12800000.0,661900000.0,,-13900000.0,,12000000.0,-17300000.0,9400000.0,-175800000.0,106400000.0,38700000.0,111600000.0,-300000.0,-400000.0,27500000.0,600000.0,,-1000000.0,19100000.0,250900000.0,-400000.0,,778000000.0,294100000.0,651400000.0,13600000.0,4400000.0,4400000.0,12000000.0,,75700000.0,,,,0.0,,,,
1998-03-31,203300000,,,6400000,18500000,,807000000.0,-42300000.0,-2500000.0,0.0,85000000.0,,-2100000.0,100000.0,130900000.0,,158800000.0,433900000.0,-1500000.0,,-7800000.0,-47100000.0,,118300000.0,0.0,4700000.0,-0.29,,,8620690.0,475300000.0,78600000.0,,,66500000.0,62800000.0,-2500000.0,-2500000,13400000.0,648200000.0,,-42300000.0,,72700000.0,40100000.0,9300000.0,-182200000.0,107000000.0,40200000.0,110100000.0,0.0,-1200000.0,2900000.0,800000.0,,-4000000.0,12900000.0,251700000.0,-1500000.0,,811700000.0,322100000.0,680800000.0,-39400000.0,5200000.0,5200000.0,12100000.0,,73200000.0,,,8620690.0,4400000.0,-0.29,,,
1998-06-30,241400000,,,25300000,37700000,,825000000.0,-16300000.0,9400000.0,0.0,104400000.0,,,,151000000.0,,157200000.0,443800000.0,5600000.0,,-9800000.0,-37700000.0,,137000000.0,0.0,12000000.0,1.11,,,8468468.0,489100000.0,79100000.0,,,66700000.0,63000000.0,9400000.0,9400000,15800000.0,667800000.0,,-17000000.0,,60900000.0,-100000.0,9100000.0,-186400000.0,108900000.0,46500000.0,115700000.0,-2100000.0,-1200000.0,16900000.0,300000.0,,14900000.0,19200000.0,257400000.0,5500000.0,,837000000.0,319700000.0,686000000.0,-100000.0,5500000.0,5500000.0,12200000.0,,77100000.0,,,8392857.0,0.0,1.12,,,
1998-09-30,248500000,,,22100000,35200000,,818400000.0,-10000000.0,7000000.0,0.0,105900000.0,,,,147100000.0,-2100000.0,133300000.0,446800000.0,3800000.0,,6200000.0,-30700000.0,,142600000.0,0.0,16900000.0,0.82,,,8536585.0,502900000.0,83800000.0,,,70700000.0,62800000.0,7000000.0,7000000,15500000.0,685100000.0,,-10100000.0,,30200000.0,-19000000.0,10700000.0,-189300000.0,114400000.0,44200000.0,119400000.0,0.0,-600000.0,29400000.0,400000.0,,10800000.0,19100000.0,257500000.0,3800000.0,,835300000.0,316300000.0,688200000.0,19300000.0,5900000.0,5900000.0,13100000.0,,84000000.0,,,8333333.0,0.0,0.84,,,
1998-12-31,235200000,,,13500000,26200000,,809400000.0,-12000000.0,1000000.0,0.0,98400000.0,,,-6900000.0,138600000.0,,133900000.0,454900000.0,500000.0,,11300000.0,-29700000.0,,136800000.0,-100000.0,15800000.0,,,,,491200000.0,84900000.0,,,72200000.0,63600000.0,1000000.0,1000000,15600000.0,675500000.0,,-12400000.0,,30100000.0,-7800000.0,10800000.0,-196600000.0,114300000.0,41000000.0,120700000.0,4000000.0,-1100000.0,20500000.0,800000.0,,1500000.0,26000000.0,258300000.0,500000.0,,825200000.0,314000000.0,686600000.0,8100000.0,6700000.0,6700000.0,12700000.0,,77800000.0,,,,0.0,,,,
1999-03-31,220300000,,,6000000,23900000,,1001200000.0,-186100000.0,-4500000.0,0.0,92200000.0,,-2100000.0,,145600000.0,,214500000.0,638600000.0,-2400000.0,,-19400000.0,-34200000.0,,128100000.0,0.0,9200000.0,-0.54,,,8490566.0,604400000.0,86200000.0,,,68300000.0,64100000.0,-4500000.0,-4500000,17100000.0,786700000.0,,-186100000.0,,121700000.0,191900000.0,11700000.0,-208300000.0,123800000.0,43000000.0,118200000.0,-500000.0,-1200000.0,-5900000.0,0.0,,-6900000.0,15600000.0,430300000.0,-2400000.0,,1010400000.0,310700000.0,864800000.0,-192000000.0,6700000.0,6700000.0,17900000.0,,77200000.0,,,8333333.0,6700000.0,-0.54,,,
1999-06-30,261000000,,,23200000,40800000,,1061700000.0,-45900000.0,6200000.0,8200000.0,115600000.0,,-2100000.0,,169700000.0,,132600000.0,667600000.0,3300000.0,,-22000000.0,-28000000.0,,145400000.0,0.0,35300000.0,0.71,,,8732394.0,745600000.0,92400000.0,,,74800000.0,66800000.0,6200000.0,6200000,18000000.0,929100000.0,,-46000000.0,,30600000.0,41800000.0,12500000.0,-221300000.0,136300000.0,48800000.0,116700000.0,-2900000.0,-1200000.0,5700000.0,1500000.0,,9500000.0,20000000.0,446300000.0,3300000.0,,1097000000.0,344700000.0,927300000.0,-40300000.0,8200000.0,8200000.0,17600000.0,,82000000.0,0.0,12500000.0,8611111.0,0.0,0.72,,,
1999-09-30,260300000,,,23100000,42300000,,1055000000.0,-21600000.0,5800000.0,8400000.0,117600000.0,,-2200000.0,100000.0,159300000.0,,133300000.0,697000000.0,3100000.0,,7900000.0,-22200000.0,,142700000.0,0.0,38900000.0,0.66,,,8787879.0,734300000.0,94500000.0,,,75300000.0,67500000.0,5800000.0,5800000,17300000.0,921700000.0,,-21600000.0,,30400000.0,-14400000.0,13000000.0,-234500000.0,129200000.0,47700000.0,119900000.0,-700000.0,-1100000.0,36200000.0,200000.0,,8900000.0,23900000.0,462500000.0,3100000.0,,1093900000.0,342900000.0,934600000.0,14600000.0,8400000.0,8400000.0,19200000.0,,79000000.0,12500000.0,,8656716.0,8200000.0,0.67,,,
1999-12-31,230951000,,,10930000,30804000,,1078479000.0,-46662000.0,-4259000.0,9050000.0,104311000.0,,-2149000.0,134000.0,147384000.0,,151038000.0,697567000.0,-2255000.0,,36812000.0,-26483000.0,,126640000.0,-44454000.0,32439000.0,,,,,728432000.0,93381000.0,,,73507000.0,73900000.0,-4259000.0,-4259000,13275000.0,927441000.0,,-2861000.0,,33118000.0,-5271000.0,13481000.0,-238768000.0,140825000.0,44736000.0,125109000.0,3632000.0,-4163000.0,52592000.0,659000.0,,-6514000.0,26726000.0,458799000.0,-2255000.0,,1110918000.0,363910000.0,963534000.0,49731000.0,9050000.0,9050000.0,19874000.0,,91194000.0,12423000.0,,,8400000.0,,,,
2000-03-31,228184000,,,11945000,31804000,,1074042000.0,-12529000.0,-1957000.0,6622000.0,106046000.0,,-2183000.0,,142086000.0,,115397000.0,706601000.0,-1053000.0,,-8620000.0,-28440000.0,,122138000.0,0.0,28299000.0,-0.22,,,8733000.0,758759000.0,94101000.0,,,74242000.0,75831000.0,-1957000.0,-1957000,15082000.0,958645000.0,,-13322000.0,,7661000.0,1312000.0,13936000.0,-250593000.0,143989000.0,44355000.0,124055000.0,-375000.0,-1019000.0,8789000.0,-2428000.0,,-3010000.0,23443000.0,456008000.0,-1053000.0,,1102341000.0,360258000.0,960255000.0,-4533000.0,6622000.0,6622000.0,19859000.0,,84293000.0,12423000.0,,8733000.0,9050000.0,-0.22,,,
2000-06-30,270933000,,,24226000,44217000,,1064923000.0,-8332000.0,6317000.0,6724000.0,128032000.0,,-2184000.0,,146861000.0,,123832000.0,706192000.0,3505000.0,,3449000.0,-22123000.0,,142901000.0,0.0,32432000.0,0.71,,,8837000.0,738475000.0,103806000.0,,,83815000.0,75055000.0,6317000.0,6317000,18380000.0,941091000.0,,-9588000.0,,7121000.0,-22888000.0,13618000.0,-257586000.0,145913000.0,43390000.0,127561000.0,-20000.0,-786000.0,31322000.0,102000.0,,9822000.0,29547000.0,448606000.0,3505000.0,,1097355000.0,355975000.0,950494000.0,21734000.0,6724000.0,6724000.0,19989000.0,,87164000.0,12423000.0,,8733000.0,6622000.0,0.72,,,
2000-09-30,258565000,,,19322000,39279000,,1049916000.0,12901000.0,6398000.0,24971000.0,121051000.0,,-2183000.0,,158142000.0,,130425000.0,700102000.0,3599000.0,,10367000.0,-15725000.0,,137514000.0,23000000.0,36647000.0,0.73,,,8811000.0,712280000.0,101729000.0,,,81772000.0,76051000.0,6398000.0,6398000,16707000.0,919491000.0,,-10498000.0,,6707000.0,-28520000.0,13570000.0,-262891000.0,147712000.0,41956000.0,131160000.0,219000.0,4245000.0,33866000.0,18247000.0,,9997000.0,42356000.0,437211000.0,3599000.0,,1086563000.0,343498000.0,928421000.0,23368000.0,24971000.0,24971000.0,19957000.0,,81362000.0,12423000.0,,8733000.0,6724000.0,0.73,,,
2000-12-31,237452000,,,6714000,26491000,,1033685000.0,-2565000.0,-4464000.0,8425000.0,109885000.0,,-2183000.0,451000.0,139241000.0,,124949000.0,704002000.0,-2510000.0,,-4388000.0,-21777000.0,,127567000.0,0.0,28412000.0,,,,,684020000.0,103171000.0,,,83394000.0,76061000.0,-4464000.0,-4464000,14026000.0,908736000.0,,-15760000.0,,13229000.0,-24294000.0,12222000.0,-274024000.0,131524000.0,40502000.0,148655000.0,-503000.0,-2440000.0,10313000.0,-16546000.0,,-6974000.0,26919000.0,429978000.0,-2510000.0,,1062097000.0,361354000.0,922856000.0,-5447000.0,8425000.0,8425000.0,19777000.0,,84801000.0,12423000.0,,,24971000.0,,,,
2001-03-31,230057000,,,10575000,30098000,,1022078000.0,-9747000.0,-1782000.0,7955000.0,106467000.0,,-2188000.0,701000.0,136730000.0,,177796000.0,721020000.0,-1164000.0,,8232000.0,-23559000.0,,123590000.0,0.0,23700000.0,-0.2,76352000.0,75807000.0,8753000.0,620156000.0,95892000.0,,,76369000.0,77614000.0,-1782000.0,-1782000,0.0,844282000.0,,-10682000.0,,57317000.0,-17647000.0,12152000.0,-289775000.0,120169000.0,35925000.0,146512000.0,193000.0,-1369000.0,26924000.0,-470000.0,,-2946000.0,33420000.0,431245000.0,-1164000.0,,1045778000.0,281827000.0,909048000.0,16242000.0,7955000.0,7955000.0,19523000.0,,87059000.0,12443000.0,-1499000.0,8753000.0,8425000.0,-0.2,,,
2001-06-30,271678000,,,21646000,41961000,,1064677000.0,-66373000.0,5009000.0,6833000.0,124708000.0,,-2189000.0,-649000.0,137168000.0,,196441000.0,782843000.0,3271000.0,,19395000.0,-18550000.0,13413000.0,146970000.0,0.0,26498000.0,0.57,79120000.0,75102000.0,8825000.0,641456000.0,103062000.0,,,82747000.0,77540000.0,5009000.0,5009000,0.0,868236000.0,,-67381000.0,,57132000.0,17617000.0,11329000.0,-302887000.0,120138000.0,36014000.0,149240000.0,-641000.0,-2037000.0,47634000.0,-1122000.0,,8280000.0,23121000.0,479956000.0,3271000.0,,1091175000.0,278811000.0,954007000.0,-19747000.0,6833000.0,6833000.0,20218000.0,,102775000.0,12443000.0,-1521000.0,8753000.0,7955000.0,0.57,,,
2001-09-30,266604000,,,20059000,40590000,,1045577000.0,-8009000.0,7915000.0,6252000.0,121108000.0,,-2188000.0,553000.0,134353000.0,,192636000.0,781359000.0,3306000.0,,-3867000.0,-10635000.0,13310000.0,145496000.0,0.0,31633000.0,0.9,76233000.0,74398000.0,8818000.0,626256000.0,101049000.0,,,80518000.0,77376000.0,7915000.0,7915000,0.0,852941000.0,,-9672000.0,,56891000.0,-18733000.0,10764000.0,-309468000.0,120773000.0,37180000.0,149309000.0,-400000.0,-924000.0,26161000.0,-581000.0,,8371000.0,23746000.0,471891000.0,456000.0,,1077210000.0,275795000.0,942857000.0,16489000.0,6252000.0,6252000.0,20478000.0,,98689000.0,12443000.0,-2113000.0,8753000.0,6833000.0,0.9,,,
2001-12-31,254347000,,,9738000,30799000,,1047378000.0,-8895000.0,-1672000.0,16912000.0,114833000.0,,-2188000.0,-523000.0,143369000.0,,197571000.0,778487000.0,-3187000.0,,3501000.0,-12307000.0,,139514000.0,0.0,17081000.0,,73162000.0,,,620156000.0,105095000.0,,,84034000.0,94973000.0,-1672000.0,-1672000,0.0,849807000.0,,-8949000.0,,58197000.0,-1669000.0,10077000.0,-315798000.0,112343000.0,39916000.0,133743000.0,7322000.0,-1670000.0,21224000.0,10660000.0,,-2009000.0,103079000.0,462689000.0,-337000.0,,1064459000.0,346058000.0,921090000.0,12275000.0,16912000.0,16912000.0,20858000.0,,36295000.0,12443000.0,-12805000.0,,6252000.0,,,,
2002-03-31,283198000,,,19390000,38062000,,1298100000.0,-16171000.0,3378000.0,9172000.0,134582000.0,,-2193000.0,,168802000.0,,284635000.0,886779000.0,2214000.0,,-7705000.0,-8929000.0,91196000.0,148616000.0,0.0,19477000.0,0.38,103163000.0,,8857000.0,717625000.0,115192000.0,4960000.0,,96520000.0,93451000.0,3378000.0,3378000,0.0,1013465000.0,,-7716000.0,,153146000.0,-9293000.0,12140000.0,-357027000.0,60418000.0,40852000.0,160578000.0,179000.0,-899000.0,17724000.0,-7740000.0,,5592000.0,0.0,529752000.0,2214000.0,,1374029000.0,615057000.0,1205227000.0,10008000.0,9172000.0,9172000.0,18376000.0,,40293000.0,12463000.0,-12362000.0,8773000.0,16912000.0,0.39,,,
2002-06-30,341119000,,,33144000,52687000,,1293041000.0,-11095000.0,10783000.0,8667000.0,159671000.0,,-2195000.0,,183289000.0,,374282000.0,884871000.0,7070000.0,,-5016000.0,1854000.0,11570000.0,181448000.0,0.0,29626000.0,1.21,114887000.0,,8880000.0,620125000.0,126527000.0,,,106984000.0,92026000.0,10783000.0,10783000,0.0,918759000.0,,-13766000.0,,220408000.0,-30831000.0,11877000.0,-363549000.0,63065000.0,42020000.0,164485000.0,-46000.0,-650000.0,41421000.0,-505000.0,,17853000.0,93401000.0,521322000.0,7070000.0,,1382023000.0,614347000.0,1198734000.0,27655000.0,8667000.0,8667000.0,19229000.0,,48903000.0,12507000.0,-12324000.0,8784000.0,9172000.0,1.23,,,
2002-09-30,333047000,,,30869000,50957000,,1260746000.0,-11280000.0,9539000.0,8286000.0,153918000.0,,-2217000.0,51000.0,178340000.0,,335239000.0,882083000.0,6983000.0,,2922000.0,9176000.0,100076000.0,179129000.0,0.0,42710000.0,1.07,110809000.0,,8924000.0,620125000.0,123049000.0,,,102961000.0,93385000.0,9539000.0,9539000,0.0,925507000.0,,-13418000.0,4464000.0,158448000.0,-59122000.0,11454000.0,-370209000.0,61909000.0,42433000.0,170012000.0,46000.0,-221000.0,70021000.0,-381000.0,,16522000.0,0.0,511874000.0,6983000.0,,1365788000.0,613665000.0,1187448000.0,56603000.0,8286000.0,8286000.0,19779000.0,,76715000.0,12662000.0,-12083000.0,8864000.0,8667000.0,1.08,,,
2002-12-31,289227000,,,12863000,33431000,,1257118000.0,-19944000.0,-877000.0,18193000.0,131160000.0,,-2256000.0,,170970000.0,,155875000.0,842994000.0,-1314000.0,,22847000.0,6043000.0,103758000.0,158067000.0,0.0,32867000.0,,92540000.0,,,807725000.0,118297000.0,,,97729000.0,95488000.0,-877000.0,-877000,0.0,1101243000.0,,-22417000.0,1463000.0,3991000.0,27059000.0,13649000.0,-376154000.0,102790000.0,38648000.0,155964000.0,-4811000.0,-1314000.0,2792000.0,9907000.0,,-1897000.0,0.0,466840000.0,-1020000.0,,1353525000.0,612925000.0,1182555000.0,-19625000.0,18193000.0,18193000.0,20369000.0,,48126000.0,12713000.0,-20621000.0,,8286000.0,,,,
2003-03-31,275200000,,,13056000,32769000,,1284939000.0,-67554000.0,1407000.0,7162000.0,134894000.0,,-2261000.0,,153089000.0,,141326000.0,901299000.0,491000.0,,-2392000.0,5189000.0,93474000.0,140306000.0,0.0,34998000.0,0.16,98124000.0,,9043000.0,845978000.0,121838000.0,179000.0,,102125000.0,99534000.0,1407000.0,1407000,0.0,1143613000.0,,-14286000.0,,4008000.0,37233000.0,10371000.0,-394494000.0,58521000.0,38469000.0,156330000.0,1519000.0,-199000.0,19290000.0,-11031000.0,,2370000.0,0.0,506805000.0,963000.0,,1351756000.0,633341000.0,1198667000.0,5004000.0,7162000.0,7162000.0,19490000.0,,43844000.0,12733000.0,-18890000.0,9043000.0,18193000.0,0.16,,,
2003-06-30,318165000,,,26822000,46871000,,1277724000.0,-17297000.0,11900000.0,7272000.0,153660000.0,,-2261000.0,,156165000.0,,152056000.0,915487000.0,3090000.0,,4485000.0,14828000.0,101614000.0,164505000.0,0.0,44627000.0,1.32,100214000.0,,9043000.0,825078000.0,126838000.0,-1645000.0,,106789000.0,99534000.0,11900000.0,11900000,0.0,1125668000.0,,-18552000.0,,4130000.0,-23275000.0,10916000.0,-409438000.0,60912000.0,40114000.0,158874000.0,231000.0,-246000.0,40682000.0,110000.0,,14518000.0,0.0,506049000.0,2618000.0,,1355183000.0,632057000.0,1199018000.0,22130000.0,7272000.0,7272000.0,19844000.0,,46312000.0,12733000.0,-18900000.0,9043000.0,7162000.0,1.32,,,
2003-09-30,325637000,,,28557000,48359000,,1281949000.0,-14242000.0,13846000.0,18280000.0,156759000.0,,-2261000.0,,179620000.0,,193116000.0,869415000.0,2865000.0,,546000.0,26413000.0,108956000.0,168878000.0,0.0,56216000.0,1.53,113063000.0,,9043000.0,785078000.0,128202000.0,,,108400000.0,100239000.0,13846000.0,13846000,0.0,1088833000.0,,-15323000.0,,39233000.0,-8023000.0,10414000.0,-412318000.0,103147000.0,41156000.0,161789000.0,-410000.0,-1432000.0,33273000.0,11008000.0,,16711000.0,0.0,457097000.0,2865000.0,,1372429000.0,632565000.0,1192809000.0,17950000.0,18280000.0,18280000.0,19489000.0,,44927000.0,12733000.0,-18896000.0,9043000.0,7272000.0,1.53,,,
2003-12-31,291763000,,,15281000,35307000,,1262577000.0,-8420000.0,3550000.0,18044000.0,140033000.0,,-2260000.0,41808000.0,200678000.0,,134319000.0,867242000.0,911000.0,,-44158000.0,27703000.0,82415000.0,151730000.0,0.0,52472000.0,,100334000.0,,,802639000.0,124752000.0,,,104726000.0,125299000.0,3550000.0,3550000,27765000.0,1128258000.0,,-9634000.0,,1415000.0,-19905000.0,10213000.0,-420534000.0,70762000.0,36891000.0,156094000.0,1151000.0,-607000.0,28089000.0,-236000.0,,4461000.0,0.0,446708000.0,911000.0,,1349920000.0,631772000.0,1149242000.0,18455000.0,18044000.0,18044000.0,19767000.0,,50489000.0,12733000.0,-23930000.0,,18280000.0,,,,
2004-03-31,282727000,,,15500000,33947000,,1275094000.0,-10381000.0,2795000.0,11033000.0,140517000.0,,-2266000.0,,199510000.0,,135934000.0,851857000.0,1950000.0,,5785000.0,28232000.0,78605000.0,142210000.0,0.0,54089000.0,0.31,104469000.0,,9063000.0,779739000.0,125017000.0,-4309000.0,,106570000.0,125819000.0,2795000.0,2795000,20009000.0,1139160000.0,,-11286000.0,,1869000.0,-26267000.0,10308000.0,-419575000.0,101732000.0,51598000.0,157835000.0,-651000.0,-447000.0,29637000.0,-7011000.0,,4745000.0,0.0,432282000.0,1950000.0,,1364501000.0,630977000.0,1164991000.0,18351000.0,11033000.0,11033000.0,18190000.0,,55460000.0,12753000.0,-23897000.0,9063000.0,18044000.0,0.31,,,
