date,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,quarterlyAccountsPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyBasicAverageShares,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentDebt,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2018-03-31,,-1239000000,454000000,,823000000,,6207000000,3347000000,,1296000000,,,445000000.0,,,-54000000,,363000000,165000000,63000000,2847000000,-2624000000,-67000000,1740000000,,386000000,,-158000000,14899000000,,,,1.789333,,2051000000,-853000000,-423000000,750000000.0,,,,,,11552000000,,,,-1003000000,,,751000000,,1342000000,1377000000,1.789333,1342000000,-92000000,5186000000,-41000000,,,-1057000000,,,750000000.0,-585000000,270000000,,837000000,,,-98000000,-581000000,,,,
2018-06-30,,327000000,297000000,,476000000,,5186000000,2249000000,,824000000,,,211000000.0,,,-514000000,,249000000,-38000000,22000000,1934000000,581000000,74000000,1059000000,,221000000,,1951000000,12789000000,,,,1.777333,,1425000000,-1716000000,-445000000,750000000.0,,,,,,10540000000,,,,-337000000,,,485000000,,1333000000,810000000,1.777333,1333000000,-360000000,4823000000,-123000000,,,-1053000000,,,750000000.0,-361000000,261000000,,614000000,,,-223000000,1506000000,,,,
2018-09-30,,-208000000,274000000,0.0,154000000,,4823000000,2178000000,,719000000,,,1000000.0,,,-291000000,,280000000,48000000,21000000,1984000000,-185000000,-2000000,994000000,-9000000.0,193000000,,731000000,12634000000,,,,1.350667,,1459000000,-1308000000,-597000000,750000000.0,,,,,,10456000000,,,,-1426000000,,,409000000,,1013000000,714000000,1.350667,1013000000,-858000000,3411000000,-229000000,,,-1048000000,,,750000000.0,-437000000,258000000,,732000000,,,-70000000,134000000,,,,
2018-12-31,4988000000.0,137000000,191000000,0.0,-1094000000,0.0,3411000000,5889000000,-9885000000.0,2653000000,5378000000.0,664000000.0,5000000.0,26831000000.0,-37775000000.0,-2375000000,23662000000.0,530000000,445000000,6000000,4197000000,-1018000000,-535000000,2714000000,-7000000.0,914000000,29808000000.0,1370000000,22618000000,791000000.0,13755000000.0,25263000000.0,,61437000000.0,3236000000,-1287000000,-1093000000,,77378000000.0,19254000000.0,52115000000.0,,100000000.0,16729000000,3611000000.0,6510000000.0,8246000000.0,-732000000,6471000000.0,35654000000.0,1470000000,13848000000.0,749000000,2184000000,,749000000,-818000000,2669000000,-234000000,9260000000.0,645000000.0,-553000000,2769000000.0,2669000000.0,,-261000000,337000000,49409000000.0,1146000000,4913000000.0,,60000000,277000000,,,,
2019-03-31,4655000000.0,-266000000,180000000,,-468000000,0.0,2709000000,2875000000,-9783000000.0,1216000000,5103000000.0,721000000.0,,26966000000.0,-38272000000.0,-97000000,26076000000.0,272000000,232000000,28000000,1945000000,-903000000,-89000000,858000000,,361000000,29701000000.0,1426000000,13582000000,699000000.0,15373000000.0,25661000000.0,0.721333,64348000000.0,1659000000,-667000000,-514000000,748800000.0,79737000000.0,17160000000.0,54076000000.0,477000000.0,101000000.0,10707000000,3232000000.0,7108000000.0,8428000000.0,303000000,6058000000.0,36218000000.0,701000000,13812000000.0,541000000,586000000,0.721333,541000000,-486000000,2969000000,-554000000,9508000000.0,2686000000.0,-535000000,3070000000.0,2969000000.0,748800000.0,-198000000,247000000,51591000000.0,840000000,4743000000.0,2584000000.0,-63000000,912000000,,,,
2019-06-30,3669000000.0,324000000,555000000,,18000000,7000000.0,2969000000,1594000000,-8988000000.0,734000000,4188000000.0,500000000.0,,17911000000.0,-33687000000.0,-4124000000,23433000000.0,125000000,-11000000,6000000,1098000000,143000000,26000000,215000000,,208000000,20110000000.0,830000000,11014000000,370000000.0,11605000000.0,18637000000.0,0.1,57120000000.0,860000000,-982000000,-398000000,742800000.0,64889000000.0,17155000000.0,46252000000.0,,20000000.0,9420000000,3606000000.0,6676000000.0,5661000000.0,-584000000,5526000000.0,34784000000.0,422000000,9848000000.0,75000000,90000000,0.1,75000000,-394000000,2446000000,-429000000,6841000000.0,841000000.0,-517000000,2466000000.0,2446000000.0,747900000.0,-243000000,237000000,46389000000.0,646000000,4000000000.0,,1786000000,432000000,,,,
2019-09-30,4574000000.0,425000000,238000000,-101000000.0,-476000000,7000000.0,2446000000,1387000000,-9219000000.0,682000000,3855000000.0,380000000.0,0.0,17399000000.0,-33887000000.0,-50000000,23133000000.0,90000000,147000000,5000000,770000000,596000000,-83000000,437000000,-105000000.0,194000000,19873000000.0,1724000000,10764000000,490000000.0,11201000000.0,18949000000.0,0.45,57020000000.0,705000000,-589000000,-472000000,739800000.0,64937000000.0,17213000000.0,45988000000.0,,11000000.0,9377000000,3518000000.0,7975000000.0,5125000000.0,356000000,5744000000.0,35750000000.0,388000000,9785000000.0,333000000,347000000,0.45,333000000,-715000000,2823000000,-54000000,6416000000.0,895000000.0,-516000000,2834000000.0,2823000000.0,743000000.0,-414000000,233000000,46951000000.0,739000000,3859000000.0,,-50000000,1252000000,,,,
2019-12-31,3369000000.0,185000000,279000000,-94000000.0,-22000000,8000000.0,2823000000,1486000000,-10246000000.0,604000000,3889000000.0,347000000.0,0.0,13541000000.0,-33914000000.0,-1290000000,23068000000.0,114000000,2851000000,54000000,-1261000000,551000000,-82000000,-2196000000,-305000000.0,173000000,17045000000.0,1950000000,10204000000,522000000.0,10679000000.0,16815000000.0,-3.14,56982000000.0,882000000,-1839000000,-577000000,740200000.0,60524000000.0,15975000000.0,43709000000.0,,21000000.0,8718000000,2762000000.0,7607000000.0,4844000000.0,-459000000,3992000000.0,35751000000.0,332000000,8796000000.0,-2323000000,-2310000000,-3.14,-2323000000,-597000000,2367000000,-2879000000,6214000000.0,1021000000.0,-517000000,2388000000.0,2367000000.0,740200000.0,-120000000,222000000,46430000000.0,713000000,3759000000.0,,-291000000,1373000000,,,,
