date,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyOtherNonCashItems,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyStockBasedCompensation,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable
2011-09-30,863000000,2604000000.0,,9816000000,,,2307000000.0,-212000000.0,4035000000.0,41814000000.0,0.66,25428000000.0,7329000000.0,,12012000000.0,1160000000,-8823000000.0,,,1222000000.0,861000000.0,29802000000.0,1816000000.0,5781000000.0,838000000.0,8000000.0,9794000000.0,3172000000.0,12557000000.0,5773000000.0,1424000000.0,2364000000.0,-1032000000.0,0.0,229000000.0,-238000000.0,1937000000.0,-233000000.0,13000000.0,-87000000.0,0.65,380000000.0,549000000,549000000,960000000.0,-5172000000.0,,1967000000.0,-548000000.0,0.0,-98000000.0,,-2000000.0,547000000.0,20256000000.0,,958000000.0,-331000000.0,,4697000000.0,35707000000.0,43036000000.0,3265000000.0,844000000.0,253000000.0,549000000,,-3724000000.0,-240000000.0,1641000000.0,0.0,2855000000.0,2307000000.0,,,,
2011-12-31,814000000,2700000000.0,,8399000000,,,2657000000.0,-412000000.0,3752000000.0,44895000000.0,0.51,25695000000.0,3615000000.0,,13791000000.0,1017000000,-8398000000.0,,,-1396000000.0,1867000000.0,31104000000.0,1563000000.0,4647000000.0,840000000.0,-26000000.0,9794000000.0,2938000000.0,11847000000.0,5329000000.0,1419000000.0,2193000000.0,-746000000.0,0.0,218000000.0,-396000000.0,13791000000.0,-368000000.0,335000000.0,-179000000.0,0.5,367000000.0,425000000,425000000,39884000000.0,-5472000000.0,,2028000000.0,350000000.0,0.0,1158000000.0,,-8000000.0,417000000.0,20223000000.0,,958000000.0,790000000.0,,4751000000.0,39884000000.0,43499000000.0,3615000000.0,845000000.0,341000000.0,425000000,,-6766000000.0,-359000000.0,1600000000.0,0.0,2307000000.0,2657000000.0,,,,
2012-03-31,370000000,2680000000.0,,8413000000,,,2911000000.0,-349000000.0,3315000000.0,45200000000.0,0.15,26129000000.0,8299000000.0,,13646000000.0,734000000,-8274000000.0,,,-1011000000.0,1041000000.0,31554000000.0,1807000000.0,5098000000.0,843000000.0,32000000.0,9794000000.0,2945000000.0,11521000000.0,6488000000.0,1489000000.0,2143000000.0,-367000000.0,0.0,221000000.0,-228000000.0,1855000000.0,-407000000.0,-32000000.0,-22000000.0,0.15,364000000.0,124000000,124000000,1031000000.0,-5797000000.0,,1959000000.0,254000000.0,489000000.0,831000000.0,,3000000.0,127000000.0,20332000000.0,,959000000.0,424000000.0,,4733000000.0,35890000000.0,44189000000.0,3870000000.0,847000000.0,266000000.0,124000000,,-6518000000.0,-240000000.0,1998000000.0,0.0,2657000000.0,2911000000.0,,,,
2012-06-30,327000000,2651000000.0,,9732000000,,,2539000000.0,-652000000.0,3464000000.0,45855000000.0,-0.2,26750000000.0,8457000000.0,,14693000000.0,431000000,-8442000000.0,,,-1135000000.0,1641000000.0,31162000000.0,1828000000.0,6268000000.0,845000000.0,-64000000.0,9794000000.0,3137000000.0,11221000000.0,6671000000.0,1606000000.0,2353000000.0,-374000000.0,0.0,207000000.0,-352000000.0,1779000000.0,-597000000.0,35000000.0,-284000000.0,-0.2,393000000.0,-168000000,-168000000,1144000000.0,-6141000000.0,,2071000000.0,-372000000.0,476000000.0,632000000.0,,4000000.0,-164000000.0,20609000000.0,,959000000.0,35000000.0,,4716000000.0,36263000000.0,44720000000.0,3498000000.0,845000000.0,248000000.0,-168000000,,-6490000000.0,-239000000.0,2175000000.0,0.0,2911000000.0,2539000000.0,,,,
2012-09-30,1457000000,2617000000.0,,9923000000,,,2274000000.0,-428000000.0,4734000000.0,44400000000.0,1.24,26936000000.0,8163000000.0,,13224000000.0,1849000000,-7395000000.0,,,-48000000.0,985000000.0,31176000000.0,1785000000.0,5189000000.0,846000000.0,-5000000.0,9794000000.0,3277000000.0,11111000000.0,5848000000.0,1711000000.0,2464000000.0,-669000000.0,0.0,195000000.0,-300000000.0,1546000000.0,-426000000.0,-26000000.0,-210000000.0,1.23,403000000.0,1047000000,1047000000,1099000000.0,-6337000000.0,,2049000000.0,-265000000.0,391000000.0,463000000.0,,5000000.0,1052000000.0,20599000000.0,,959000000.0,37000000.0,,4697000000.0,36189000000.0,44352000000.0,3233000000.0,850000000.0,243000000.0,1047000000,,-6464000000.0,-240000000.0,2325000000.0,0.0,2539000000.0,2274000000.0,,,,
2012-12-31,474000000,2628000000.0,,8602000000,,,2416000000.0,-533000000.0,1210000000.0,46681000000.0,0.01,27369000000.0,8272000000.0,,13270000000.0,244000000,-7389000000.0,,,-2131000000.0,2808000000.0,33411000000.0,1693000000.0,7392000000.0,846000000.0,-18000000.0,9794000000.0,736000000.0,11082000000.0,5502000000.0,1649000000.0,377000000.0,-1454000000.0,0.0,234000000.0,125000000.0,1627000000.0,-538000000.0,2132000000.0,-230000000.0,0.01,1023000000.0,7000000,7000000,1092000000.0,-6656000000.0,,2047000000.0,142000000.0,455000000.0,550000000.0,,3000000.0,10000000.0,20713000000.0,,958000000.0,12000000.0,,4679000000.0,36278000000.0,44550000000.0,3374000000.0,852000000.0,262000000.0,7000000,,-8577000000.0,-239000000.0,2293000000.0,0.0,2274000000.0,2416000000.0,,,,
2013-03-31,324000000,2616000000.0,,8500000000,,,2636000000.0,-630000000.0,1037000000.0,47011000000.0,0.01,27731000000.0,8641000000.0,,14068000000.0,223000000,-7382000000.0,,,-1943000000.0,2096000000.0,32943000000.0,1994000000.0,7463000000.0,848000000.0,-29000000.0,9794000000.0,713000000.0,10721000000.0,6635000000.0,1694000000.0,357000000.0,-299000000.0,0.0,220000000.0,-154000000.0,1593000000.0,-647000000.0,145000000.0,-101000000.0,0.01,995000000.0,7000000,7000000,1131000000.0,-6938000000.0,,2047000000.0,220000000.0,604000000.0,1004000000.0,,-4000000.0,3000000.0,20793000000.0,,958000000.0,357000000.0,,4709000000.0,36427000000.0,45068000000.0,3594000000.0,855000000.0,286000000.0,7000000,,-8426000000.0,-240000000.0,2405000000.0,0.0,2416000000.0,2636000000.0,,,,
2013-06-30,948000000,2582000000.0,,9707000000,,,2965000000.0,-561000000.0,1721000000.0,45772000000.0,0.81,28335000000.0,8895000000.0,,14775000000.0,899000000,-6748000000.0,,,-1184000000.0,2168000000.0,32181000000.0,2084000000.0,7986000000.0,850000000.0,50000000.0,9794000000.0,773000000.0,10526000000.0,6948000000.0,1680000000.0,408000000.0,-322000000.0,0.0,213000000.0,-318000000.0,1695000000.0,-338000000.0,4000000.0,-49000000.0,0.8,962000000.0,685000000,685000000,1342000000.0,-7286000000.0,,2037000000.0,329000000.0,604000000.0,1208000000.0,,1000000.0,686000000.0,21049000000.0,,958000000.0,870000000.0,,4692000000.0,36877000000.0,45772000000.0,3923000000.0,859000000.0,326000000.0,685000000,,-8331000000.0,-239000000.0,2571000000.0,0.0,2636000000.0,2965000000.0,,,,
2013-09-30,1669000000,2568000000.0,,10490000000,,,3018000000.0,-617000000.0,2555000000.0,45860000000.0,1.61,28775000000.0,4190000000.0,,14134000000.0,1576000000,-5379000000.0,,,137000000.0,2340000000.0,31726000000.0,1969000000.0,7935000000.0,851000000.0,-3000000.0,9794000000.0,886000000.0,10077000000.0,6137000000.0,1709000000.0,447000000.0,-347000000.0,0.0,213000000.0,-491000000.0,1823000000.0,-631000000.0,0.0,-93000000.0,1.59,1032000000.0,1369000000,1369000000,1280000000.0,-7478000000.0,,1993000000.0,53000000.0,545000000.0,1161000000.0,0.0,-6000000.0,1363000000.0,21297000000.0,,959000000.0,530000000.0,,4675000000.0,41807000000.0,45997000000.0,3977000000.0,861000000.0,257000000.0,1369000000,,-8324000000.0,-240000000.0,2592000000.0,0.0,2965000000.0,3018000000.0,,,,
2013-12-31,861000000,2559000000.0,,9076000000,,,2844000000.0,-948000000.0,1612000000.0,52252000000.0,10.02,29646000000.0,9651000000.0,-51000000.0,14152000000.0,681000000,3049000000.0,-157000000.0,,11643000000.0,3047000000.0,26457000000.0,1609000000.0,7464000000.0,846000000.0,-4000000.0,9794000000.0,751000000.0,9795000000.0,5983000000.0,1711000000.0,391000000.0,-493000000.0,0.0,206000000.0,-357000000.0,1547000000.0,-952000000.0,344000000.0,-180000000.0,9.89,1063000000.0,8479000000,8479000000,1303000000.0,-7792000000.0,,0.0,-174000000.0,602000000.0,1131000000.0,0.0,-8004000000.0,475000000.0,21854000000.0,,959000000.0,179000000.0,,4658000000.0,42601000000.0,52252000000.0,3803000000.0,858000000.0,248000000.0,8479000000,,-5130000000.0,-240000000.0,2300000000.0,0.0,3018000000.0,2844000000.0,,,,
2014-03-31,669000000,2527000000.0,,8916000000,,,2699000000.0,-563000000.0,1421000000.0,52167000000.0,0.25,30139000000.0,9746000000.0,-51000000.0,15010000000.0,521000000,3211000000.0,-125000000.0,,11641000000.0,2292000000.0,25516000000.0,2042000000.0,7495000000.0,844000000.0,40000000.0,9794000000.0,752000000.0,9466000000.0,7385000000.0,1712000000.0,373000000.0,-412000000.0,0.0,186000000.0,-533000000.0,1578000000.0,-614000000.0,55000000.0,-148000000.0,0.25,948000000.0,213000000,213000000,1159000000.0,-8167000000.0,,,-145000000.0,604000000.0,951000000.0,,122000000.0,335000000.0,21972000000.0,,959000000.0,337000000.0,,4642000000.0,42421000000.0,52167000000.0,3658000000.0,853000000.0,251000000.0,213000000,,-5139000000.0,-240000000.0,2341000000.0,0.0,2844000000.0,2699000000.0,,,,
2014-06-30,1609000000,2432000000.0,,10621000000,,,3362000000.0,-279000000.0,2457000000.0,52191000000.0,0.95,30596000000.0,10517000000.0,-50000000.0,15209000000.0,1471000000,3962000000.0,-225000000.0,,12203000000.0,2570000000.0,24779000000.0,2104000000.0,8164000000.0,841000000.0,-3000000.0,9794000000.0,848000000.0,9089000000.0,7477000000.0,1735000000.0,440000000.0,-1065000000.0,0.0,173000000.0,-1114000000.0,1233000000.0,-518000000.0,226000000.0,-138000000.0,0.94,961000000.0,801000000,801000000,1105000000.0,-8548000000.0,,,663000000.0,603000000.0,2056000000.0,,497000000.0,1298000000.0,22048000000.0,,719000000.0,1538000000.0,,4625000000.0,41674000000.0,52191000000.0,4081000000.0,850000000.0,242000000.0,801000000,,-5137000000.0,0.0,2536000000.0,0.0,2699000000.0,3362000000.0,,,,
2014-09-30,1405000000,2386000000.0,,11178000000,,,2510000000.0,-1583000000.0,2396000000.0,51940000000.0,0.43,30681000000.0,10995000000.0,-75000000.0,14813000000.0,733000000,4244000000.0,-250000000.0,,12296000000.0,3201000000.0,24831000000.0,2135000000.0,8782000000.0,834000000.0,21000000.0,9794000000.0,991000000.0,8970000000.0,6576000000.0,1946000000.0,476000000.0,-1008000000.0,0.0,154000000.0,-627000000.0,1169000000.0,-457000000.0,706000000.0,-672000000.0,0.42,942000000.0,357000000,357000000,1119000000.0,-8959000000.0,,,-852000000.0,603000000.0,1358000000.0,0.0,222000000.0,579000000.0,21722000000.0,,1852000000.0,901000000.0,,4614000000.0,40945000000.0,51940000000.0,4362000000.0,843000000.0,255000000.0,357000000,,-5100000000.0,-1402000000.0,2577000000.0,0.0,3362000000.0,2510000000.0,,,,
2014-12-31,-761000000,2602000000.0,,9647000000,,,2088000000.0,-38000000.0,145000000.0,54002000000.0,-0.86,31269000000.0,12465000000.0,-75000000.0,16879000000.0,-1003000000,3456000000.0,-500000000.0,,8813000000.0,4393000000.0,28429000000.0,2297000000.0,9502000000.0,825000000.0,-10000000.0,9794000000.0,906000000.0,8561000000.0,5876000000.0,2128000000.0,411000000.0,-443000000.0,1078000000.0,137000000.0,-966000000.0,1216000000.0,-660000000.0,52000000.0,-242000000.0,-0.86,852000000.0,-712000000,-712000000,1010000000.0,-9340000000.0,,,-422000000.0,2772000000.0,582000000.0,0.0,-428000000.0,-1140000000.0,21929000000.0,,1217000000.0,-78000000.0,,4603000000.0,41656000000.0,54002000000.0,3305000000.0,825000000.0,785000000.0,-712000000,,-7311000000.0,-153000000.0,2622000000.0,0.0,2510000000.0,2088000000.0,,,,
2015-03-31,1408000000,2455000000.0,,9388000000,,,2122000000.0,-812000000.0,2286000000.0,44706000000.0,0.91,31788000000.0,12266000000.0,-75000000.0,17319000000.0,1317000000,4127000000.0,-425000000.0,,9046000000.0,3613000000.0,27387000000.0,2057000000.0,7102000000.0,818000000.0,3000000.0,9794000000.0,878000000.0,8305000000.0,7441000000.0,2457000000.0,386000000.0,-301000000.0,1575000000.0,131000000.0,-790000000.0,1261000000.0,-586000000.0,11000000.0,-91000000.0,0.9,801000000.0,746000000,746000000,1019000000.0,-9765000000.0,,,34000000.0,2512000000.0,1636000000.0,,440000000.0,1186000000.0,22023000000.0,,1447000000.0,1050000000.0,,4599000000.0,41486000000.0,53752000000.0,3569000000.0,826000000.0,115000000.0,746000000,,-7294000000.0,-344000000.0,2492000000.0,0.0,2088000000.0,2122000000.0,,,,
2015-06-30,2499000000,2347000000.0,,10707000000,,,2293000000.0,-955000000.0,3468000000.0,43218000000.0,1.85,32620000000.0,11441000000.0,-72000000.0,17082000000.0,2493000000,5540000000.0,-925000000.0,,9563000000.0,3580000000.0,26136000000.0,1966000000.0,7239000000.0,803000000.0,14000000.0,9794000000.0,969000000.0,7598000000.0,7600000000.0,2322000000.0,421000000.0,-333000000.0,966000000.0,127000000.0,-1619000000.0,1659000000.0,-919000000.0,-330000000.0,-6000000.0,1.83,881000000.0,1485000000,1485000000,1098000000.0,-10140000000.0,,,171000000.0,1440000000.0,2745000000.0,,881000000.0,2366000000.0,22480000000.0,,1494000000.0,1826000000.0,,4594000000.0,41340000000.0,52781000000.0,3787000000.0,811000000.0,219000000.0,1485000000,,-7288000000.0,-269000000.0,2803000000.0,0.0,2122000000.0,2293000000.0,,,,
2015-09-30,2213000000,2265000000.0,,11107000000,,,2369000000.0,-1009000000.0,3241000000.0,43301000000.0,1.67,33171000000.0,11973000000.0,-107000000.0,17608000000.0,2193000000,6748000000.0,-425000000.0,,10345000000.0,4169000000.0,25693000000.0,1974000000.0,7866000000.0,788000000.0,4000000.0,9794000000.0,1028000000.0,7096000000.0,6852000000.0,2465000000.0,463000000.0,-1517000000.0,1586000000.0,121000000.0,-982000000.0,1705000000.0,-562000000.0,1108000000.0,-20000000.0,1.65,695000000.0,1315000000,1315000000,1848000000.0,-10563000000.0,,,76000000.0,2194000000.0,2067000000.0,,757000000.0,2072000000.0,22608000000.0,,1442000000.0,1505000000.0,,4589000000.0,41673000000.0,53646000000.0,3811000000.0,795000000.0,176000000.0,1315000000,,-7316000000.0,-127000000.0,2688000000.0,0.0,2293000000.0,2369000000.0,,,,
2015-12-31,1717000000,2246000000.0,,9502000000,-131000000.0,558000000.0,1972000000.0,-1179000000.0,2512000000.0,42284000000.0,1.26,33910000000.0,9056000000.0,-105000000.0,17526000000.0,2086000000,7623000000.0,-425000000.0,76000000.0,10850000000.0,4501000000.0,24758000000.0,2020000000.0,6990000000.0,778000000.0,4000000.0,9794000000.0,795000000.0,6766000000.0,6138000000.0,1891000000.0,402000000.0,-407000000.0,1987000000.0,102000000.0,-697000000.0,1563000000.0,-878000000.0,240000000.0,-82000000.0,1.25,697000000.0,980000000,980000000,1428000000.0,-10871000000.0,,,-397000000.0,2581000000.0,1479000000.0,-276000000.0,553000000.0,1533000000.0,23039000000.0,,1465000000.0,601000000.0,,4861000000.0,44078000000.0,53134000000.0,3437000000.0,785000000.0,229000000.0,980000000,451000000.0,-7275000000.0,-258000000.0,2743000000.0,0.0,2369000000.0,1972000000.0,,,,
2016-03-31,1540000000,2276000000.0,,9251000000,,,1708000000.0,-601000000.0,2421000000.0,42090000000.0,1.22,34736000000.0,9306000000.0,-107000000.0,18108000000.0,1541000000,8462000000.0,-775000000.0,,11252000000.0,3622000000.0,23982000000.0,2179000000.0,6830000000.0,774000000.0,5000000.0,9794000000.0,881000000.0,6920000000.0,7593000000.0,2091000000.0,388000000.0,-459000000.0,2179000000.0,107000000.0,-674000000.0,1531000000.0,-871000000.0,599000000.0,1000000.0,1.21,693000000.0,946000000,946000000,1475000000.0,-11314000000.0,,,-264000000.0,2630000000.0,1011000000.0,,488000000.0,1434000000.0,23422000000.0,,1206000000.0,140000000.0,,4856000000.0,44036000000.0,53342000000.0,2914000000.0,780000000.0,753000000.0,946000000,,-7279000000.0,-488000000.0,2732000000.0,0.0,1972000000.0,1708000000.0,,,,
2016-06-30,2423000000,2294000000.0,,10447000000,883000000.0,791000000.0,1662000000.0,-1112000000.0,3345000000.0,39824000000.0,2.04,35686000000.0,7638000000.0,-103000000.0,16250000000.0,2913000000,10000000000.0,-1026000000.0,-61000000.0,11810000000.0,3740000000.0,23574000000.0,2102000000.0,7102000000.0,758000000.0,14000000.0,9794000000.0,922000000.0,6689000000.0,7544000000.0,2015000000.0,437000000.0,-690000000.0,773000000.0,93000000.0,-2149000000.0,1115000000.0,-1046000000.0,-330000000.0,20000000.0,2.03,795000000.0,1546000000,1546000000,1578000000.0,-11711000000.0,,,-46000000.0,895000000.0,3215000000.0,,804000000.0,2350000000.0,23975000000.0,,1289000000.0,2169000000.0,,4852000000.0,43996000000.0,51634000000.0,2951000000.0,763000000.0,298000000.0,1546000000,470000000.0,-7279000000.0,-80000000.0,2956000000.0,0.0,1708000000.0,1662000000.0,,,,
2016-09-30,1969000000,2275000000.0,,10483000000,-554000000.0,625000000.0,1638000000.0,-887000000.0,2962000000.0,38438000000.0,1.7,36211000000.0,7329000000.0,-150000000.0,15147000000.0,2469000000,11109000000.0,-500000000.0,71000000.0,12510000000.0,3994000000.0,23291000000.0,1996000000.0,7521000000.0,740000000.0,22000000.0,9794000000.0,993000000.0,6473000000.0,6770000000.0,1956000000.0,466000000.0,-254000000.0,496000000.0,95000000.0,-991000000.0,1092000000.0,-680000000.0,-87000000.0,26000000.0,1.69,775000000.0,1259000000,1259000000,1722000000.0,-12106000000.0,,,-24000000.0,724000000.0,1854000000.0,0.0,641000000.0,1900000000.0,24105000000.0,,1514000000.0,1174000000.0,,4848000000.0,43619000000.0,50948000000.0,3152000000.0,744000000.0,385000000.0,1259000000,474000000.0,-7212000000.0,-229000000.0,2567000000.0,0.0,1662000000.0,1638000000.0,,,,
2016-12-31,1020000000,2278000000.0,,9458000000,-327000000.0,332000000.0,2762000000.0,445000000.0,1920000000.0,38993000000.0,0.85,36831000000.0,7433000000.0,-149000000.0,15221000000.0,1517000000,7903000000.0,-300000000.0,78000000.0,12263000000.0,4556000000.0,23772000000.0,2064000000.0,7538000000.0,732000000.0,31000000.0,9794000000.0,900000000.0,6201000000.0,6274000000.0,1832000000.0,419000000.0,-306000000.0,393000000.0,93000000.0,-446000000.0,1131000000.0,-794000000.0,309000000.0,25000000.0,0.84,891000000.0,622000000,622000000,1733000000.0,-12456000000.0,,,1124000000.0,688000000.0,1125000000.0,0.0,330000000.0,952000000.0,24375000000.0,,487000000.0,331000000.0,,4844000000.0,43823000000.0,51256000000.0,3249000000.0,737000000.0,1250000000.0,622000000,472000000.0,-7636000000.0,-227000000.0,2572000000.0,0.0,1638000000.0,2762000000.0,,,,
2017-03-31,1053000000,2261000000.0,,9148000000,488000000.0,301000000.0,1907000000.0,-1734000000.0,1924000000.0,38514000000.0,0.83,37749000000.0,6880000000.0,-149000000.0,15953000000.0,1549000000,8226000000.0,-200000000.0,-2676000000.0,12945000000.0,4454000000.0,22561000000.0,2307000000.0,7224000000.0,728000000.0,-54000000.0,9794000000.0,871000000.0,8187000000.0,8106000000.0,1822000000.0,404000000.0,-288000000.0,0.0,94000000.0,1680000000.0,1040000000.0,-802000000.0,2317000000.0,-44000000.0,0.82,855000000.0,603000000,603000000,2363000000.0,-12932000000.0,,,-855000000.0,6410000000.0,-801000000.0,-622000000.0,312000000.0,915000000.0,24817000000.0,,743000000.0,-1603000000.0,,4855000000.0,44579000000.0,51459000000.0,2650000000.0,731000000.0,207000000.0,603000000,540000000.0,-7571000000.0,-463000000.0,2353000000.0,0.0,2762000000.0,1907000000.0,,,,
2017-06-30,2028000000,2281000000.0,,10791000000,,,2241000000.0,-978000000.0,3019000000.0,38336000000.0,1.68,38703000000.0,7177000000.0,-148000000.0,16631000000.0,1994000000,8905000000.0,-600000000.0,,13479000000.0,4716000000.0,21705000000.0,2164000000.0,7772000000.0,728000000.0,14000000.0,9794000000.0,991000000.0,7916000000.0,8091000000.0,1885000000.0,458000000.0,-276000000.0,0.0,103000000.0,-1074000000.0,1098000000.0,-988000000.0,-2054000000.0,-34000000.0,1.68,938000000.0,1224000000,1224000000,2545000000.0,-13336000000.0,,,334000000.0,6365000000.0,2386000000.0,0.0,667000000.0,1891000000.0,25367000000.0,,747000000.0,1398000000.0,,4855000000.0,44638000000.0,51815000000.0,2988000000.0,731000000.0,100000000.0,1224000000,,-7549000000.0,-104000000.0,2726000000.0,0.0,1907000000.0,2241000000.0,,,,
2017-09-30,1839000000,2281000000.0,,11060000000,,,1478000000.0,-1322000000.0,2914000000.0,37927000000.0,1.64,39666000000.0,7083000000.0,-219000000.0,16496000000.0,1905000000,9502000000.0,-550000000.0,,14001000000.0,4926000000.0,21431000000.0,2399000000.0,8146000000.0,716000000.0,5000000.0,9794000000.0,1075000000.0,7584000000.0,7287000000.0,2001000000.0,482000000.0,-255000000.0,0.0,100000000.0,-1086000000.0,1224000000.0,-941000000.0,-62000000.0,66000000.0,1.64,1136000000.0,1178000000,1178000000,2878000000.0,-13766000000.0,,,-763000000.0,5528000000.0,1645000000.0,-173000000.0,627000000.0,1805000000.0,25900000000.0,,960000000.0,704000000.0,,4851000000.0,44845000000.0,51928000000.0,2438000000.0,719000000.0,88000000.0,1178000000,,-7476000000.0,-301000000.0,3059000000.0,0.0,2241000000.0,1478000000.0,,,,
2017-12-31,1162000000,2296000000.0,,10229000000,-640000000.0,497000000.0,1814000000.0,-1332000000.0,2000000000.0,39382000000.0,0.422795,40660000000.0,7844000000.0,-215000000.0,18573000000.0,1143000000,9636000000.0,-327000000.0,,13910000000.0,4880000000.0,20809000000.0,2377000000.0,8229000000.0,707197979.0,146000000.0,9794000000.0,838000000.0,6592000000.0,6710000000.0,2111000000.0,457000000.0,-439000000.0,0.0,99000000.0,-250000000.0,2242000000.0,-1160000000.0,2735000000.0,-19000000.0,0.42,1329000000.0,299000000,299000000,3309000000.0,-14097000000.0,,,336000000.0,1067000000.0,1918000000.0,-450000000.0,745000000.0,1044000000.0,26563000000.0,,825000000.0,758000000.0,,4847000000.0,45448000000.0,53292000000.0,2639000000.0,711904762.0,189000000.0,299000000,586000000.0,-7621000000.0,-57000000.0,3674000000.0,0.0,1478000000.0,1814000000.0,,,,
2018-03-31,840000000,3636000000.0,,9968000000,572000000.0,165000000.0,1482000000.0,-927000000.0,1677000000.0,41521000000.0,0.78,41681000000.0,7724000000.0,-217000000.0,20012000000.0,1430000000,8465000000.0,-325000000.0,-551000000.0,12557000000.0,4319000000.0,21509000000.0,2568000000.0,8291000000.0,704000000.0,38000000.0,9794000000.0,837000000.0,6360000000.0,8991000000.0,2320000000.0,427000000.0,-244000000.0,,102000000.0,-787000000.0,2289000000.0,-1265000000.0,-1000000.0,-20000000.0,0.77,1146000000.0,547000000,547000000,3446000000.0,-14585000000.0,,,-371000000.0,1062000000.0,1343000000.0,0.0,171000000.0,718000000.0,27096000000.0,,523000000.0,78000000.0,,4843000000.0,46354000000.0,54078000000.0,1970000000.0,706000000.0,363000000.0,547000000,610000000.0,-7681000000.0,-63000000.0,3351000000.0,0.0,1853000000.0,1447000000.0,,,,
2018-06-30,1680000000,3692000000.0,,11775000000,,,3260000000.0,-1545000000.0,2628000000.0,42940000000.0,1.47,43221000000.0,7641000000.0,-213000000.0,19269000000.0,1461000000,8851000000.0,-600000000.0,,12856000000.0,3957000000.0,23671000000.0,2427000000.0,9147000000.0,695000000.0,33000000.0,9794000000.0,948000000.0,8562000000.0,9159000000.0,2365000000.0,511000000.0,-1849000000.0,,89000000.0,516000000.0,1342000000.0,-1581000000.0,54000000.0,-219000000.0,1.47,1589000000.0,1025000000,1025000000,4594000000.0,-15097000000.0,,,1778000000.0,1062000000.0,2807000000.0,,347000000.0,1372000000.0,28124000000.0,,520000000.0,1226000000.0,,4839000000.0,48155000000.0,55796000000.0,2406000000.0,697000000.0,58000000.0,1025000000,,-7606000000.0,-55000000.0,3749000000.0,0.0,1482000000.0,1886000000.0,,,,
2018-09-30,1642000000,3607000000.0,,11953000000,,,2648000000.0,-909000000.0,2632000000.0,41299000000.0,1.91,44117000000.0,6726000000.0,-240000000.0,18158000000.0,1758000000,9696000000.0,-325000000.0,,13704000000.0,4181000000.0,23141000000.0,2517000000.0,9321000000.0,686000000.0,16000000.0,9794000000.0,990000000.0,8115000000.0,8470000000.0,2517000000.0,535000000.0,-648000000.0,,84000000.0,-1203000000.0,1176000000.0,-967000000.0,10000000.0,116000000.0,1.91,1170000000.0,1312000000,1312000000,4651000000.0,-15552000000.0,,,-612000000.0,1066000000.0,1500000000.0,,362000000.0,1674000000.0,28565000000.0,,478000000.0,533000000.0,,4835000000.0,48277000000.0,55003000000.0,1858000000.0,688000000.0,69000000.0,1312000000,,-7535000000.0,-27000000.0,3265000000.0,0.0,3260000000.0,1380000000.0,,,,
