date,quarterlyOtherCurrentAssets,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyInventory,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyCostOfRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue
2014-12-31,58199000.0,0.0,967425675.306645,23705337.911787,6460417460.326013,-1077618513.230678,4436091953.026485,-1740577000.0,5513710466.257163,2880701130.236485,5282220984.632639,481223557.271491,0.0,4714266836.685208,9996487821.317846,1429086831.273566,562147.15979,92567165.525598,597496060.708876,100003021.057449,1443949746.293515,499031547.667696,1174208669.31233,1174770816.47212,3478197190.945361,88991173.920218,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,56558000.0,0.0,916274554.130327,48021226.784245,6658001807.605693,,4528578183.130964,3233415000.0,4528578183.130964,3058030562.259936,6153451649.120227,974718980.508542,0.0,4808709083.025716,10962160732.145943,1524857217.648591,613694.918446,160993167.717854,1183733375.010641,100194107.70346,1741653359.856781,476590185.954336,1501842857.038568,1502456551.957014,4241763937.270577,86607895.657759,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,6202000.0,0.0,961130240.548259,38789104.737286,7317070303.423136,-1535035150.624183,4698162626.009024,3891517000.0,6233197776.633207,2917649601.939493,6403894288.965939,846544033.062712,0.0,4934102744.112252,11337997033.078192,1431901785.966922,507452.127948,155515654.861503,1040848792.661502,99973093.4842,1523384686.175112,378467175.676617,1925527936.877462,1926035389.00541,3958498394.600995,80455446.292441,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,4347000.0,0.0,1128646404.561129,70225895.177543,7655985162.518234,,4890025275.090331,4233693000.0,4890025275.090331,3755042365.109351,6919226128.452804,406111148.658052,0.0,5191844113.700911,12111070242.153715,1682733943.760341,10449075.352174,151844327.569855,628181371.40545,100089071.976042,1665064776.311924,939185918.939328,1859482927.351308,1869932002.703483,4383223736.514801,79573267.103588,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,2875000.0,0.0,1087437936.927945,61661958.313024,9050403151.900595,-1881795104.101386,5320258053.215112,5273885000.0,7202053157.316498,3657414162.972247,7546118199.289743,215237080.364258,0.0,5670203209.618643,13216321408.908386,1393249552.878552,466505.195398,156663368.5367,433562407.213982,100092674.217982,1730946485.543408,803872619.594736,2896341828.09925,2896808333.294648,4090976570.18623,70944605.838343,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,7961000.0,0.0,1549638514.610309,106098949.04936,9610545838.904198,,5537654770.850868,5623507000.0,5537654770.850868,4352301922.180843,8466024021.968308,217893027.099115,0.0,6052683980.291553,14518708002.259861,1638692942.469628,527777.603548,155156181.619029,479148157.767503,101945417.563117,2203695822.032107,725096868.447652,2709626736.837655,2710154514.441203,4831450079.948346,122248769.820864,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,0.0,1298945350.080826,109967562.389369,12803483296.839542,-2301527609.801987,6046121064.476246,,8347648674.278232,4813010689.076437,11393271850.973557,49976823.596494,1048165000.0,6607943988.711281,18001215839.684837,1604319627.145912,611664.379485,153731647.377293,313676033.363155,101723462.979531,2423913128.944812,774843400.461532,4376937438.071395,4377549102.450881,5126686722.439592,86214595.652691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,0.0,6345199765.608994,257217343.474317,13607775317.778276,,6638627633.293751,,6638627633.293751,7276376391.449263,13721865746.431248,50089057.604591,,8126504544.19087,21848370290.622116,2109471204.814058,489810.719764,,475806355.685287,141002994.200299,2729888264.00108,743139135.023979,3715656828.062808,3716146638.782572,7752182747.13455,714709000.746622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,0.0,3267336394.567811,237445237.003946,15022425747.743078,-2798164244.047611,7204813578.684902,,10002977822.732513,7232653409.161999,13776128077.885036,0.0,,9394691710.639036,23170819788.524075,2124149468.182219,441762.665383,,439347461.944164,140473501.54547,3039282346.790389,70449288.675365,4327019638.126439,4327461400.791822,7672000871.106163,805386912.597015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,0.0,2283056000.0,339519000.0,16473616000.0,,8569741000.0,,8569741000.0,6138228000.0,13043552000.0,,,11277654000.0,24321206000.0,2750967000.0,533000.0,,668483000.0,188964000.0,2470369000.0,60000000.0,4031475000.0,4032008000.0,6806711000.0,1076718000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
